n_api_calls,suspicious_getCellLocation,suspicious_getSubscriberId,perm_android_permission_GET_TASKS,perm_android_permission_WRITE_SETTINGS,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_android_permission_CHANGE_WIFI_STATE,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_com_android_launcher_permission_READ_SETTINGS,perm_android_permission_READ_PHONE_STATE,n_providers,n_permissions,intent_com_google_firebase_MESSAGING_EVENT,intent_com_google_android_c2dm_intent_RECEIVE,perm_com_google_android_c2dm_permission_RECEIVE,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,intent_com_google_firebase_INSTANCE_ID_EVENT,perm_android_permission_ACCESS_WIFI_STATE,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_READ_SMS,intent_com_android_vending_INSTALL_REFERRER,suspicious_Ldalvik_system_PathClassLoader_,intent_com_facebook_sdk_ACTION_CURRENT_ACCESS_TOKEN_CHANGED,perm_android_permission_READ_LOGS,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_android_permission_SEND_SMS,perm_android_permission_ACCESS_COARSE_LOCATION,suspicious_system_bin_su,suspicious_Ljava_lang_Runtime___exec,n_urls,label
21,0,0,0,0,0,0,0,0,0,1,6,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,37,0
6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,32,0
22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0
29,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,45,0
33,0,0,0,0,0,0,1,0,1,8,17,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,222,0
12,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
35,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
27,0,0,0,0,0,1,0,0,0,5,14,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,65,0
29,0,0,0,0,0,0,0,0,1,1,8,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,84,0
15,0,0,0,0,0,0,0,0,0,0,29,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,34,0
5,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,12,0
17,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
27,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
28,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
20,0,0,0,0,0,0,0,0,1,0,15,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,92,1
18,0,0,0,0,0,0,0,0,0,1,11,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,15,0
17,0,0,0,0,0,0,0,0,1,2,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37,0
41,1,0,0,0,0,0,0,0,0,10,12,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,58,0
10,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
34,0,0,0,1,0,1,0,0,1,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,58,0
46,1,0,0,0,0,0,0,0,1,2,10,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,98,1
22,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,40,1
13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34,1,1,0,0,0,0,0,0,0,5,6,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,127,0
39,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,60,1
15,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,47,0
42,0,0,0,0,0,1,1,0,1,2,21,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,95,0
15,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,32,1
16,0,1,0,0,0,0,0,0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,1
24,1,1,0,1,0,0,0,0,1,0,24,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,16,0
22,0,0,1,0,0,0,1,0,0,0,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,21,0
26,0,0,0,0,0,0,0,0,0,1,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
21,0,0,0,0,0,0,0,0,0,2,26,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8,0
18,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,18,0
18,0,0,0,0,0,1,0,0,1,1,22,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,34,0
24,0,0,0,0,0,0,0,0,0,2,9,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,30,0
33,0,0,0,0,0,0,0,0,0,5,24,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,78,0
30,1,0,0,0,0,0,0,0,0,5,8,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,97,0
64,1,1,1,1,1,1,1,1,1,0,32,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,86,1
25,0,0,0,0,0,0,0,0,0,7,16,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,52,0
14,0,0,0,0,0,0,0,0,0,2,5,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,54,0
7,0,0,0,1,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
8,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
7,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,35,0
8,0,0,0,0,0,0,0,0,0,1,7,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,26,0
13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
47,0,0,0,0,0,1,0,0,1,5,19,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,71,0
33,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,35,0
34,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,39,0
15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,9,0
24,0,0,0,0,0,0,0,0,0,2,12,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,156,0
8,0,0,1,0,0,0,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,0
38,0,0,1,0,1,1,1,0,1,0,23,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,32,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,0
24,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,39,0
17,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,0
22,0,0,0,0,0,0,0,0,0,0,27,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,115,0
5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
18,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,22,0
31,0,0,0,0,0,0,1,0,1,0,32,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,59,0
27,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0
36,0,0,1,1,1,1,1,0,1,0,40,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,54,0
16,1,1,1,1,1,1,0,0,1,0,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,11,0
8,0,0,0,0,0,0,0,0,0,1,10,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,30,0
19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,0
12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
30,1,0,1,0,1,1,0,1,0,3,33,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,73,0
23,0,0,0,0,0,0,0,0,0,5,30,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,71,0
22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
13,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
16,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
18,0,0,0,0,0,0,0,0,0,1,27,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,22,0
54,1,1,1,1,1,1,1,0,1,0,38,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,274,0
21,0,0,0,0,0,0,0,0,0,2,6,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,37,0
20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31,0
19,0,0,0,0,0,0,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,42,0
3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
26,0,0,0,0,0,0,0,0,0,2,10,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,89,0
6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
18,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,32,0
20,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0
13,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,20,0
23,0,0,0,0,0,0,0,0,0,2,7,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,72,0
22,0,0,0,0,0,0,0,0,0,3,7,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,53,1
2,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
18,0,0,0,0,0,0,0,0,0,1,5,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,22,0
23,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
18,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,0
15,0,0,0,0,0,0,0,0,0,1,8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
19,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
55,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,74,0
21,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,27,0
8,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,21,0
18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,0
12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
18,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0
5,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0
43,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,47,0
23,0,0,0,0,0,0,1,0,0,1,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,13,0
34,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,48,0
60,1,1,1,1,1,1,0,1,1,1,27,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,209,0
105,1,1,1,1,1,1,1,1,1,57,197,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,98,0
21,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,46,0
13,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
25,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39,0
26,1,1,0,0,0,0,0,0,1,2,17,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,158,0
27,0,0,0,0,0,0,0,0,0,6,11,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,59,0
20,0,0,0,0,0,0,0,0,0,1,12,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,26,0
17,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,18,0
21,0,0,1,0,0,0,0,0,1,0,25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,16,0
44,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,62,0
25,1,1,0,0,1,1,0,0,0,2,11,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,52,0
49,0,0,1,0,0,0,0,0,1,1,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,59,0
26,1,1,0,0,0,0,0,0,1,2,17,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,174,0
46,0,0,0,1,0,1,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,34,0
14,0,0,0,0,0,0,0,0,0,0,27,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6,0
19,0,0,0,0,0,0,0,0,0,1,5,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,63,0
27,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,25,0
23,0,0,1,0,0,0,1,0,1,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,0
34,0,0,0,0,0,0,1,0,0,2,15,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,122,0
13,0,0,0,1,0,0,0,0,0,1,9,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0
19,0,0,0,0,0,0,1,0,0,1,6,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,21,0
19,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,34,0
27,0,0,0,0,0,0,0,0,0,4,7,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,38,0
23,1,0,0,0,0,0,1,0,1,0,9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,176,0
18,0,0,0,0,0,0,0,0,0,2,8,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,24,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,0,1,0,0,1,0,0,0,1,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0
26,0,0,0,0,0,0,0,0,0,5,25,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,78,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
23,1,0,0,0,0,0,0,0,0,2,14,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,172,0
24,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,9,0
21,0,0,1,0,0,0,0,0,1,1,12,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,74,0
14,0,0,0,0,0,0,0,0,0,0,13,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,118,0
6,0,1,0,0,1,0,0,0,1,0,14,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,3,1
49,0,0,0,1,0,0,0,0,0,1,9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,101,1
29,0,0,0,0,0,0,0,0,0,1,7,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,23,0
18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0
36,1,0,0,1,0,1,1,0,1,2,25,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,74,0
24,0,0,0,0,0,0,0,0,1,1,15,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,24,0
6,0,0,0,0,0,0,0,0,0,1,6,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,24,0
26,0,0,0,0,0,0,0,0,1,2,20,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,118,0
18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0
3,0,0,0,0,0,0,1,0,1,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,0,0,0,0,0,0,0,0,1,3,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44,0
24,0,0,0,0,0,0,0,0,0,1,27,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,29,0
10,0,0,0,0,0,0,0,0,0,3,9,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,51,0
4,0,0,0,0,0,0,0,0,0,1,5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0
17,0,0,0,1,0,1,0,0,1,0,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,26,0
6,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0
19,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,0
4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,23,0
23,0,0,0,0,0,0,0,0,1,0,9,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,84,0
11,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
23,1,0,0,0,0,0,1,0,1,0,9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,176,1
24,0,0,0,0,0,0,0,0,0,2,9,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,34,1
15,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,34,0
18,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
33,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,21,0
4,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,32,0
15,0,0,0,1,1,0,1,0,0,0,11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,23,0
31,0,0,0,0,0,0,0,0,0,1,20,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,121,0
23,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48,0
18,0,0,0,0,0,0,0,0,0,1,5,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,22,1
26,0,0,0,0,0,0,0,0,0,4,8,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,43,0
19,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
49,0,0,0,0,0,0,0,0,1,1,11,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,70,1
32,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,484,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
11,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,0
22,0,0,0,0,0,0,0,0,1,1,14,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,58,0
17,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,85,1
18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0
14,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31,0
19,0,0,0,0,0,0,0,0,0,1,6,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,22,0
24,0,0,0,0,0,0,0,0,0,1,12,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,13,0
3,0,0,0,0,0,0,0,0,0,3,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
21,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69,0
26,0,0,0,1,0,0,0,0,0,2,8,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,39,0
29,0,0,0,0,0,0,0,0,0,6,24,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,44,0
19,0,0,0,0,0,1,0,0,1,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7,0,0,0,0,0,0,0,0,0,2,11,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,40,0
14,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,26,0
19,0,0,0,0,0,0,0,0,0,1,20,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,35,0
18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0
22,0,0,0,0,0,0,1,0,1,1,28,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,78,0
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,0,0,0,0,0,0,0,0,0,1,6,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,30,0
12,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0
9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,36,0
25,1,0,0,0,0,0,0,0,0,0,28,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,39,0
26,0,0,0,0,0,0,0,0,1,4,12,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,79,0
33,1,1,1,1,1,1,0,0,1,0,33,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,97,0
19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0
28,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
