perm_com_android_launcher_permission_WRITE_SETTINGS,perm_android_permission_DEVICE_POWER,perm_android_permission_PROCESS_OUTGOING_CALLS,perm_android_permission_DISABLE_KEYGUARD,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_com_android_launcher_permission_READ_SETTINGS,perm_android_permission_CLEAR_APP_CACHE,perm_com_android_launcher2_permission_READ_SETTINGS,n_permissions,perm_android_permission_CHANGE_WIFI_STATE,perm_android_permission_READ_LOGS,n_urls,perm_android_permission_AUTHENTICATE_ACCOUNTS,perm_android_permission_KILL_BACKGROUND_PROCESSES,perm_android_permission_USE_CREDENTIALS,perm_android_permission_MANAGE_ACCOUNTS,n_api_calls,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,perm_android_permission_DELETE_PACKAGES,perm_android_permission_BATTERY_STATS,perm_android_permission_WRITE_MEDIA_STORAGE,perm_android_permission_WRITE_APN_SETTINGS,perm_com_lenovo_launcher_permission_READ_SETTINGS,perm_android_permission_ACCESS_CACHE_FILESYSTEM,perm_android_permission_WRITE_SMS,perm_android_permission_READ_PHONE_STATE,n_providers,perm_android_permission_SEND_SMS,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,n_used_permissions,label
0,0,0,1,0,0,0,0,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,0,0,1,1,1,1,181,1,1,66,1,1,1,1,56,1,0,1,0,0,1,1,0,1,4,0,1,19,1
1,0,0,0,1,1,1,1,181,1,1,66,1,1,1,1,56,1,0,1,0,0,1,1,0,1,4,0,1,19,1
1,0,0,0,1,1,1,1,181,1,1,66,1,1,1,1,56,1,0,1,0,0,1,1,0,1,4,0,1,19,1
1,0,0,1,1,1,0,0,51,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,21,0,1,0,1
0,0,0,0,0,0,0,0,15,0,0,6,0,0,0,0,4,0,0,1,0,0,0,0,0,1,9,0,1,3,1
0,0,0,1,1,0,0,0,43,0,0,128,1,0,1,1,49,0,0,0,0,0,0,0,0,1,9,0,0,19,0
0,0,0,0,1,0,0,0,36,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1
0,0,0,1,1,0,0,0,54,1,1,142,0,1,0,1,53,0,0,1,0,0,0,0,0,1,12,0,1,13,1
0,0,0,1,0,1,0,0,42,1,1,46,0,1,1,1,21,0,0,0,0,0,0,0,0,1,1,0,1,8,0
0,1,0,0,1,1,1,1,57,1,1,129,0,1,0,0,78,1,1,0,0,0,0,0,1,1,10,1,1,24,1
0,0,0,0,0,0,0,0,42,1,1,3,0,1,0,1,5,0,0,1,0,0,0,0,0,1,7,0,1,3,1
1,0,0,0,1,1,1,1,181,1,1,68,1,1,1,1,56,1,0,1,0,0,1,1,0,1,4,0,1,19,1
0,0,0,1,0,0,0,0,55,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1
1,0,0,0,1,1,1,1,181,1,1,69,1,1,1,1,56,1,0,1,0,0,1,1,0,1,4,0,1,19,1
0,0,0,0,1,0,0,0,38,1,1,1,0,1,0,0,4,1,0,1,0,0,0,0,0,1,5,0,1,2,1
0,0,0,0,0,0,0,0,34,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1
0,0,0,1,0,1,0,0,42,1,1,46,0,1,1,1,21,0,0,0,0,0,0,0,0,1,1,0,1,8,0
0,0,0,1,0,1,0,0,42,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
0,0,0,1,0,0,0,0,33,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
0,0,0,0,1,0,0,0,36,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1
1,1,1,1,1,1,1,1,120,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,12,1,1,0,1
1,1,1,1,1,1,1,1,120,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,12,1,1,0,1
1,1,1,1,1,1,1,1,120,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,12,1,1,0,1
1,1,1,1,1,1,1,1,120,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,12,1,1,0,1
1,1,1,1,1,1,1,1,120,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,12,1,1,0,1
0,0,1,1,1,1,0,0,41,1,0,67,0,1,1,1,36,1,0,0,0,1,0,0,1,1,0,1,1,12,1
0,0,1,0,1,1,0,0,44,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1
0,0,0,0,0,0,0,0,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,1
0,0,1,1,0,0,0,0,36,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1
0,0,0,0,0,0,0,0,19,0,0,72,0,0,0,0,23,0,0,0,0,0,0,0,0,1,2,0,0,10,0
0,0,1,1,1,0,0,0,31,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,0,0,1,1,0,0,0,55,1,1,151,0,1,0,1,60,0,0,1,0,0,0,0,0,1,16,0,1,13,1
1,1,1,1,1,1,1,1,120,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,12,1,1,0,1
0,0,1,1,0,0,0,0,46,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1
1,1,1,1,1,1,1,1,120,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,12,1,1,0,1
1,1,1,1,1,1,1,1,120,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,12,1,1,0,1
1,1,1,1,1,1,1,1,120,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,12,1,1,0,1
1,1,1,1,1,1,1,1,120,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,12,1,1,0,1
1,0,0,0,1,1,1,1,189,1,1,55,1,1,1,1,52,1,0,1,0,0,1,1,1,1,4,0,1,19,1
0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1
0,0,0,0,0,0,0,0,6,0,0,36,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1
0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1
0,0,1,0,1,0,0,0,50,1,1,83,0,1,0,0,71,1,0,0,0,0,0,0,1,1,8,1,0,19,0
1,0,0,0,1,1,0,1,91,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,4,1,1,0,1
0,0,1,0,0,0,0,0,41,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1
0,0,0,0,0,0,0,0,34,1,1,120,0,0,0,0,45,0,0,0,0,0,0,0,0,1,5,1,0,15,0
0,0,1,1,1,0,1,0,36,1,0,77,0,1,0,0,21,1,0,1,0,0,0,0,0,1,54,0,1,11,1
1,0,0,0,1,1,1,1,186,1,1,55,1,1,0,0,47,1,0,1,0,0,1,1,1,1,3,0,1,16,1
1,0,0,0,1,1,1,1,186,1,1,55,1,1,0,0,47,1,0,1,0,0,1,1,1,1,3,0,1,16,1
1,0,0,0,1,1,1,1,186,1,1,55,1,1,0,0,47,1,0,1,0,0,1,1,1,1,3,0,1,16,1
0,0,0,0,0,0,0,0,14,0,0,53,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,11,0
0,0,0,0,0,0,0,0,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,1
0,0,1,0,0,0,0,0,41,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,3,1,1,0,1
0,0,0,0,1,0,0,0,15,0,0,87,0,0,0,0,28,0,0,0,0,0,0,0,0,1,11,0,1,12,1
0,0,0,0,0,0,0,0,46,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,0,1,0,1
0,0,0,0,0,0,0,0,10,0,0,17,0,0,0,0,29,0,0,0,0,0,0,0,0,1,0,0,0,7,1
1,1,1,1,1,1,1,1,182,1,1,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,42,1,1,4,1
0,0,0,1,0,0,0,0,31,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1
0,0,0,0,0,0,0,0,18,0,0,66,0,0,0,0,48,0,0,0,0,0,0,0,0,1,1,0,0,13,1
0,0,0,0,1,1,0,0,36,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,1
0,0,1,0,1,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1
0,0,1,0,0,0,0,0,41,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1
0,0,1,1,1,0,1,0,36,1,0,85,0,1,0,0,22,1,0,1,0,0,0,0,0,1,54,0,1,12,1
1,0,0,0,1,1,0,0,35,1,0,129,0,1,0,0,20,1,0,0,0,0,0,0,0,1,1,0,1,9,1
0,0,0,0,0,1,0,0,26,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
0,0,0,0,0,0,0,0,20,1,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,1,3,0
0,0,1,1,1,1,0,1,63,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2,0,1,0,1
0,0,0,0,1,0,0,0,50,0,0,116,1,0,1,1,30,0,0,0,0,0,0,0,0,1,8,0,0,13,0
0,0,0,0,0,0,0,0,38,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1
0,0,0,0,1,1,0,0,41,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1
0,0,1,1,1,1,0,0,34,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
0,0,0,0,0,0,0,0,7,0,0,14,0,0,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,9,1
1,0,1,1,1,1,1,0,154,1,1,196,1,1,1,1,59,1,0,1,0,0,0,0,1,1,21,1,1,15,1
0,0,0,0,1,1,1,0,51,1,0,171,1,1,1,1,51,1,0,0,0,0,0,0,0,1,15,0,0,23,0
1,1,1,1,1,1,1,1,122,1,1,97,1,1,1,1,45,1,1,1,1,1,0,1,1,1,13,1,1,17,1
1,1,1,1,1,1,1,1,173,1,1,52,1,1,1,1,47,1,1,1,1,1,1,1,1,1,15,1,1,16,1
1,1,1,1,1,1,0,1,133,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,3,1,1,0,1
0,0,0,0,0,0,0,0,33,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
1,0,0,0,1,1,0,0,34,1,0,134,0,1,0,0,22,1,0,0,0,0,0,0,0,1,1,0,1,10,1
0,0,0,0,0,0,0,0,11,0,0,51,0,0,0,0,41,0,0,0,0,0,0,0,0,1,0,0,0,11,1
0,0,0,0,0,0,0,0,38,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1
0,0,0,0,1,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,1,1,0,0,57,1,1,145,1,0,1,1,56,0,0,0,0,0,0,0,0,1,4,1,1,17,0
0,0,0,0,0,0,0,0,9,0,0,42,0,0,0,0,37,0,0,0,0,0,0,0,0,1,0,0,0,11,1
1,0,0,1,1,1,1,0,49,1,1,95,1,1,1,0,59,1,0,0,0,0,0,0,0,1,6,0,1,16,1
1,1,1,1,1,1,1,1,120,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,12,1,1,0,1
0,0,0,0,0,0,0,0,43,1,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,3,1,1,1,1
1,0,0,0,1,1,0,0,30,1,0,10,0,0,0,0,20,0,0,0,0,0,0,0,0,1,1,0,1,8,1
0,0,0,0,0,0,0,0,34,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
1,1,1,1,1,1,1,1,168,1,1,57,1,1,1,1,32,1,0,1,1,1,1,1,0,1,16,1,1,13,1
1,0,0,1,1,1,1,0,49,1,1,97,1,1,1,0,59,1,0,0,0,0,0,0,0,1,6,0,1,16,1
1,0,0,1,1,1,1,0,49,1,1,97,1,1,1,0,59,1,0,0,0,0,0,0,0,1,6,0,1,16,1
1,0,0,1,1,1,1,0,49,1,1,97,1,1,1,0,59,1,0,0,0,0,0,0,0,1,6,0,1,16,1
1,0,0,1,1,1,1,0,49,1,1,97,1,1,1,0,59,1,0,0,0,0,0,0,0,1,6,0,1,16,1
0,0,1,1,1,0,0,0,36,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
0,0,0,0,1,0,0,0,39,1,1,128,0,0,0,0,41,0,0,0,0,0,0,0,0,1,1,0,1,15,0
0,0,1,1,1,1,0,1,59,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1
0,0,0,0,0,1,0,0,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1
0,0,0,0,0,0,0,0,25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,1,1,1,1,1,1,121,1,1,97,1,1,1,1,71,1,1,1,1,1,0,1,1,1,12,1,1,18,1
1,0,0,0,1,1,0,0,38,1,0,145,0,1,0,0,26,1,0,0,0,0,0,0,0,1,1,0,1,13,1
0,0,0,0,0,1,0,0,39,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,4,0,1,0,1
1,1,1,1,1,1,1,1,121,1,1,96,1,1,1,1,71,1,1,1,1,1,0,1,1,1,12,1,1,18,1
1,1,1,1,1,1,1,1,121,1,1,96,1,1,1,1,71,1,1,1,1,1,0,1,1,1,12,1,1,18,1
0,0,0,0,0,0,0,0,2,0,0,16,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,1,0,0,0,0,41,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1
0,0,1,1,0,0,0,0,43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1
0,0,0,0,0,0,0,0,24,1,1,3,0,0,0,0,5,0,0,0,0,0,0,0,0,1,9,0,1,3,0
1,1,1,1,1,1,1,1,121,1,1,97,1,1,1,1,71,1,1,1,1,1,0,1,1,1,12,1,1,18,1
1,1,1,1,1,1,1,1,121,1,1,97,1,1,1,1,71,1,1,1,1,1,0,1,1,1,12,1,1,18,1
1,1,1,1,1,1,1,1,121,1,1,97,1,1,1,1,71,1,1,1,1,1,0,1,1,1,12,1,1,18,1
1,1,1,1,1,1,1,1,121,1,1,97,1,1,1,1,71,1,1,1,1,1,0,1,1,1,12,1,1,18,1
1,1,1,1,1,1,1,1,121,1,1,97,1,1,1,1,71,1,1,1,1,1,0,1,1,1,12,1,1,18,1
1,1,1,1,1,1,1,1,121,1,1,97,1,1,1,1,71,1,1,1,1,1,0,1,1,1,12,1,1,18,1
1,1,1,1,1,1,1,1,121,1,1,97,1,1,1,1,71,1,1,1,1,1,0,1,1,1,12,1,1,18,1
1,1,1,1,1,1,1,1,277,1,1,22,1,1,1,1,20,1,1,1,1,1,1,1,1,1,23,1,1,9,1
0,0,0,1,1,0,0,0,32,0,0,127,0,0,0,0,54,0,0,0,0,0,0,0,0,1,1,1,1,15,1
0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1
0,0,0,0,0,0,0,0,39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1
0,1,0,1,1,1,0,0,38,1,1,142,1,0,1,1,61,0,0,0,0,0,0,0,1,1,10,1,1,16,1
0,0,0,0,1,1,0,0,35,1,0,163,0,0,0,0,27,0,0,0,0,0,0,0,0,1,20,0,1,12,1
0,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1
0,0,0,0,0,0,0,0,45,1,1,3,0,0,0,0,4,0,0,0,0,0,0,0,0,1,7,0,0,3,0
0,0,0,0,0,0,0,0,32,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,1
0,0,0,1,1,1,0,0,31,1,1,141,1,0,1,1,63,0,0,0,0,0,0,0,0,1,9,0,0,16,1
0,0,0,1,1,1,0,0,31,1,1,141,1,0,1,1,63,0,0,0,0,0,0,0,0,1,9,0,0,16,1
0,0,0,0,0,0,0,0,29,1,0,134,0,0,0,0,42,0,0,0,0,0,0,0,0,1,2,1,1,10,1
0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
0,0,0,1,1,1,0,0,31,1,1,141,1,0,1,1,63,0,0,0,0,0,0,0,0,1,9,0,0,16,1
0,0,0,1,1,1,0,0,31,1,1,141,1,0,1,1,63,0,0,0,0,0,0,0,0,1,9,0,0,16,1
0,0,0,1,1,1,0,0,31,1,1,141,1,0,1,1,63,0,0,0,0,0,0,0,0,1,9,0,0,16,1
0,0,0,1,1,1,0,0,31,1,1,141,1,0,1,1,63,0,0,0,0,0,0,0,0,1,9,0,0,16,1
0,0,0,1,1,1,0,0,31,1,1,141,1,0,1,1,63,0,0,0,0,0,0,0,0,1,9,0,0,16,1
0,0,0,1,1,1,0,0,31,1,1,141,1,0,1,1,63,0,0,0,0,0,0,0,0,1,9,0,0,16,1
1,0,1,1,1,1,1,0,110,1,1,1,1,1,1,1,3,1,0,1,0,0,0,0,1,1,21,1,1,2,1
0,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,1
1,1,1,1,1,1,1,1,239,1,1,277,1,1,1,1,41,1,1,1,1,1,1,1,1,1,112,1,1,12,1
0,0,0,0,0,1,0,0,38,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
0,0,0,1,0,0,1,0,42,1,1,108,0,0,0,0,40,0,0,0,0,0,0,1,0,1,3,1,1,13,1
1,0,1,1,1,1,1,0,110,1,1,1,1,1,1,1,3,1,0,1,0,0,0,0,1,1,21,1,1,2,1
1,0,0,1,1,1,0,0,38,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,7,0,0,0,1
0,0,1,1,1,1,0,1,57,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1
0,0,0,0,0,0,0,0,31,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1
0,0,0,0,0,0,0,0,31,0,0,84,0,0,1,1,29,0,0,0,0,0,0,0,0,0,11,0,0,15,0
1,0,0,0,1,1,0,0,39,1,0,161,0,1,0,0,31,1,0,0,0,0,0,0,0,1,4,0,0,14,1
0,0,0,1,1,1,0,0,31,1,1,145,1,0,1,1,63,0,0,0,0,0,0,0,0,1,9,0,0,16,1
1,0,1,1,1,1,0,1,97,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1
0,0,0,1,0,1,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1
0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,1,0,1,1,1,0,0,38,1,1,149,1,0,1,1,63,0,0,0,0,0,0,0,1,1,10,1,1,17,1
0,0,0,0,0,0,1,0,36,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1
0,0,0,1,0,1,0,0,29,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,0,0,0,1,1,0,0,49,1,1,1,0,0,1,1,4,1,0,1,0,0,0,0,0,1,0,0,1,2,1
0,0,1,1,0,0,0,0,51,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1
0,0,1,1,0,0,0,0,51,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1
0,0,0,0,0,0,0,0,36,0,0,155,0,0,0,0,16,0,0,0,0,0,0,0,0,1,2,0,0,8,0
0,0,0,1,1,0,0,0,55,1,1,183,0,1,0,1,66,0,0,1,0,0,0,0,0,1,17,0,1,15,1
0,0,0,0,0,0,0,0,35,0,0,154,0,0,0,0,18,0,0,0,0,0,0,0,0,1,2,0,0,8,0
0,0,0,0,0,0,0,0,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1
0,0,0,1,0,1,0,0,50,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,10,0,1,0,1
0,0,0,0,0,0,0,0,35,0,0,155,0,0,0,0,18,0,0,0,0,0,0,0,0,1,2,0,0,8,0
1,0,1,1,1,1,1,1,144,1,1,213,1,1,1,1,48,1,0,1,0,1,1,0,1,1,15,1,1,18,1
0,0,0,1,1,1,0,0,31,1,1,149,1,0,1,1,63,0,0,0,0,0,0,0,0,1,9,0,0,16,1
0,0,0,0,0,0,0,0,32,1,0,31,0,0,0,1,19,0,0,0,0,0,0,0,0,1,5,0,1,7,0
1,0,0,0,1,1,0,0,50,1,1,156,1,1,0,0,41,1,0,0,0,0,0,0,1,1,27,1,1,18,1
1,0,1,1,1,1,1,1,144,1,1,214,1,1,1,1,48,1,0,1,0,1,1,0,1,1,15,1,1,18,1
0,0,0,0,0,0,0,0,35,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,3,0,1,0,1
0,0,0,0,0,0,0,0,27,1,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,1,3,0,0,3,0
1,0,1,1,1,1,0,1,100,1,1,3,1,0,0,0,6,1,0,0,0,0,0,0,1,1,0,1,1,4,1
0,0,1,0,1,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1
0,0,0,1,1,1,0,0,44,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,8,0,1,0,1
0,0,0,0,1,1,0,0,16,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1
0,0,0,1,1,1,0,0,36,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1
0,0,0,0,1,1,0,1,79,1,1,3,0,0,0,0,4,0,0,0,0,0,0,0,0,1,6,0,1,3,0
1,0,0,0,1,1,0,0,39,1,0,171,0,1,0,0,31,1,0,0,0,0,0,0,0,1,4,0,0,14,1
0,1,0,1,1,1,0,0,34,1,1,154,1,0,1,1,64,0,0,0,0,0,0,0,0,1,10,0,0,16,1
0,0,0,0,0,1,0,0,24,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,1,1,1,0,0,36,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1
1,0,1,1,1,1,0,1,97,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
0,0,0,1,0,0,0,0,34,1,1,3,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,3,1
0,0,0,1,1,1,0,0,31,1,1,154,1,0,1,1,65,0,0,0,0,0,0,0,0,1,9,0,0,16,1
0,0,0,1,1,1,0,0,31,1,1,154,1,0,1,1,65,0,0,0,0,0,0,0,0,1,9,0,0,16,1
0,0,0,1,1,1,0,0,31,1,1,154,1,0,1,1,65,0,0,0,0,0,0,0,0,1,9,0,0,16,1
0,0,1,0,1,0,0,0,38,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1
0,0,0,0,0,0,0,0,29,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1
0,0,1,1,1,1,0,0,66,1,1,74,1,1,1,1,67,1,0,1,0,0,0,0,1,1,0,1,1,17,1
0,0,0,0,0,0,0,0,32,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,3,0,1,0,1
0,0,0,0,0,0,0,0,39,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1
0,0,0,1,1,1,0,0,31,1,1,154,1,0,1,1,68,0,0,0,0,0,0,0,0,1,9,0,0,17,1
0,0,1,0,0,0,0,0,30,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
0,1,0,0,0,0,0,0,34,1,1,3,0,1,0,0,5,0,0,1,0,0,0,0,0,1,5,0,1,3,1
0,0,0,1,1,0,0,0,29,1,1,34,0,0,0,0,58,1,0,0,0,0,0,0,0,1,2,0,1,16,1
0,0,0,1,1,0,0,0,34,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,7,0,1,0,1
1,0,1,1,1,1,0,0,54,1,1,170,1,1,0,1,74,1,0,0,0,0,0,0,0,1,19,1,1,22,1
0,0,1,1,0,0,0,0,43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1
0,0,0,0,0,0,0,0,23,1,1,71,0,0,0,0,27,0,1,1,0,0,0,0,0,1,51,0,0,9,1
1,1,1,1,1,1,1,1,91,1,1,94,0,1,0,0,61,1,1,1,0,0,1,0,0,1,3,0,1,17,1
1,1,1,1,1,1,1,1,89,1,1,89,0,1,0,0,59,1,0,1,0,0,1,0,0,1,1,0,1,17,1
0,0,0,1,1,1,0,0,31,1,1,155,1,0,1,1,65,0,0,0,0,0,0,0,0,1,9,0,0,16,1
0,0,0,1,1,1,0,0,31,1,1,155,1,0,1,1,65,0,0,0,0,0,0,0,0,1,9,0,0,16,1
0,0,0,1,1,1,0,0,57,1,1,206,1,1,1,1,39,1,0,1,0,0,0,0,1,1,27,1,1,15,0
0,0,0,0,1,1,0,0,43,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1
0,0,0,0,0,0,0,0,24,1,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,1,3,0
1,1,1,1,1,1,1,1,239,1,1,288,1,1,1,1,25,1,1,1,1,1,1,1,1,1,113,1,1,11,1
1,1,1,1,1,1,1,1,239,1,1,288,1,1,1,1,25,1,1,1,1,1,1,1,1,1,113,1,1,11,1
0,0,0,0,0,0,0,0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1
0,1,0,1,1,1,0,0,36,1,1,160,1,0,1,1,62,0,0,0,0,0,0,0,0,1,18,0,1,17,1
0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,7,0
1,1,1,1,1,1,1,1,124,1,1,202,1,1,1,1,69,1,1,1,1,1,1,1,1,1,17,1,1,21,1
1,1,1,1,1,1,1,1,124,1,1,202,1,1,1,1,69,1,1,1,1,1,1,1,1,1,17,1,1,21,1
1,1,1,1,1,1,1,1,124,1,1,202,1,1,1,1,69,1,1,1,1,1,1,1,1,1,17,1,1,21,1
1,1,1,1,1,1,1,1,124,1,1,202,1,1,1,1,69,1,1,1,1,1,1,1,1,1,17,1,1,21,1
1,1,1,1,1,1,1,1,124,1,1,202,1,1,1,1,69,1,1,1,1,1,1,1,1,1,17,1,1,21,1
