n_permissions,perm_android_permission_GET_TASKS,perm_android_permission_READ_PHONE_STATE,perm_android_permission_SYSTEM_ALERT_WINDOW,n_activities,perm_com_android_launcher_permission_INSTALL_SHORTCUT,n_services,n_urls,n_api_calls,n_used_permissions,perm_android_permission_WRITE_EXTERNAL_STORAGE,suspicious_getSystemService,suspicious_getPackageInfo,suspicious_Base64,n_receivers,intent_android_intent_action_PACKAGE_ADDED,perm_android_permission_RECEIVE_BOOT_COMPLETED,intent_android_intent_action_USER_PRESENT,intent_android_intent_action_BOOT_COMPLETED,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,perm_android_permission_ACCESS_NETWORK_STATE,suspicious_getExternalStorageDirectory,suspicious_Ljava_lang_Runtime___exec,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_android_accessibilityservice_AccessibilityService,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_com_google_firebase_MESSAGING_EVENT,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_com_google_android_c2dm_intent_RECEIVE,suspicious_getDeviceId,label
20,1,1,1,18,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,0,0,4,0,2,8,21,8,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0
12,1,1,0,16,0,2,19,6,6,1,1,1,1,6,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
3,0,0,0,10,0,0,32,23,7,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5,0,1,0,2,0,0,3,12,6,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
5,0,0,0,7,0,8,63,19,9,0,1,1,1,5,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0
7,0,0,0,8,0,3,39,8,5,1,1,1,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
24,0,0,0,9,0,8,17,19,7,1,1,1,1,4,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0
18,1,1,1,7,1,2,21,32,10,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
8,0,1,0,3,0,4,3,13,6,1,1,1,1,4,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0
6,0,0,0,3,0,0,6,17,6,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4,0,0,0,16,0,0,43,15,6,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
7,0,1,0,13,0,3,10,3,3,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7,0,0,0,6,0,5,31,21,12,1,1,1,1,3,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0
7,1,1,0,3,0,4,15,18,6,1,1,1,1,3,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0
14,1,1,1,5,1,0,0,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
27,0,0,0,19,0,5,48,7,6,1,1,1,1,6,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0
12,0,0,0,9,0,5,22,21,8,1,1,1,1,3,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
10,0,0,0,17,0,1,20,23,6,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
16,0,1,0,36,0,16,75,43,15,1,1,1,1,10,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0
14,0,0,0,23,0,10,63,37,13,1,1,1,1,5,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0
26,0,0,0,10,0,17,70,22,9,0,1,1,1,9,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0
2,0,0,0,2,0,0,19,13,5,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
9,0,0,0,19,0,6,47,22,8,0,1,1,1,5,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
120,1,1,1,148,1,36,271,49,21,1,1,1,1,25,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,1,0,1,0,0,5,7,3,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2,0,0,0,2,0,0,2,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,0,1,0,7,0,0,2,25,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,0,7,0,0,27,16,7,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,0,7,0,0,17,13,6,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
11,0,1,0,7,0,1,19,15,6,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
3,0,0,0,45,0,0,23,21,12,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
12,0,0,0,16,0,2,62,34,10,1,1,1,1,3,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0
6,0,1,0,3,0,0,32,8,3,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,0,6,0,0,13,18,9,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5,0,0,0,7,0,8,38,22,9,0,1,1,1,3,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0
3,0,0,0,4,0,0,21,7,6,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
18,0,1,0,12,0,4,0,9,3,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0
4,0,0,0,5,0,0,24,18,8,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
3,0,0,0,5,0,0,22,28,8,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
8,0,0,0,5,0,8,35,25,9,1,1,1,1,10,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0
19,1,1,0,60,0,0,79,55,14,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0
6,0,0,0,15,0,4,36,29,8,1,1,1,1,4,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0
23,0,0,0,3,0,5,8,16,6,1,1,1,1,4,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
25,1,1,0,23,1,9,209,24,9,1,1,1,1,7,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0
2,0,0,0,3,0,0,21,18,8,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
22,0,0,0,18,0,4,34,12,5,1,1,1,1,5,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0
12,0,1,0,15,0,3,53,42,12,1,1,1,1,2,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0
22,0,0,0,3,0,3,4,17,6,0,1,1,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
7,0,1,0,3,0,3,30,19,10,1,1,1,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
12,0,0,0,5,0,0,17,16,8,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
3,0,0,0,5,0,0,34,20,8,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
8,0,0,0,17,0,3,24,4,4,0,1,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
6,0,0,0,13,0,0,53,11,5,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
7,0,0,0,10,0,0,26,9,6,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
50,1,1,1,176,0,33,0,0,0,1,0,0,0,13,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0
9,1,0,1,6,0,4,31,20,9,0,1,1,1,3,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
10,0,0,0,19,0,8,47,22,8,0,1,1,1,6,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0
2,0,0,0,3,0,0,21,17,9,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
106,1,1,1,117,1,27,332,63,20,1,1,1,1,23,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
30,0,1,1,22,0,21,58,19,11,1,1,1,1,12,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0
17,0,1,0,14,0,6,49,43,10,1,1,1,1,4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
9,0,1,1,20,0,5,176,23,11,1,1,1,1,6,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
3,0,0,0,4,0,1,12,15,6,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
2,0,0,0,6,0,0,26,19,9,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
25,1,1,0,62,1,19,99,29,9,1,1,1,1,7,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
10,0,0,0,17,0,3,15,19,6,0,1,1,1,4,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
40,1,1,0,127,1,13,339,25,12,1,1,1,1,11,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
3,0,0,0,5,0,0,35,29,10,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
13,0,0,0,63,0,2,26,15,8,1,1,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
8,0,0,0,4,0,2,34,18,7,1,1,1,1,4,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
3,0,0,0,6,0,0,22,22,9,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
7,0,1,0,1,0,0,1,12,5,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,0,1,0,3,0,1,1,23,6,1,1,1,1,5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8,0,0,0,2,0,3,8,17,6,1,1,1,1,4,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
8,0,0,0,108,0,8,22,8,7,0,1,1,1,6,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0
12,0,1,0,34,0,7,72,14,6,1,1,1,1,8,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0
23,0,1,0,1,0,1,9,46,12,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
14,0,1,0,53,0,12,87,29,11,1,1,1,1,6,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1
35,1,1,0,5,0,7,26,32,9,1,1,1,1,2,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0
6,0,0,0,304,0,5,29,19,10,0,1,1,1,3,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
4,0,0,0,5,0,2,21,6,5,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0
31,0,0,0,44,1,11,26,18,8,1,1,1,1,10,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0
21,0,1,1,26,1,11,71,22,9,1,1,1,1,12,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0
10,0,0,0,26,0,9,43,19,9,1,1,1,1,11,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0
4,0,0,0,13,0,0,55,11,7,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
14,1,0,0,40,0,8,58,11,8,1,1,1,1,9,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1
2,0,0,0,2,0,0,20,21,9,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
19,1,0,0,4,0,3,25,25,12,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0
5,0,0,0,7,0,0,26,23,9,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
5,0,0,0,16,0,8,36,15,6,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
3,0,0,0,2,0,1,46,20,9,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
19,0,0,0,31,0,8,46,44,15,1,1,1,1,10,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0
7,0,0,0,46,0,1,113,21,9,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
5,0,0,0,10,0,1,10,19,9,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,0,1,0,0,2,17,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4,0,0,0,12,0,3,24,6,5,0,1,1,1,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
6,0,0,0,6,0,2,19,16,7,0,1,1,1,3,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
7,0,0,0,47,0,7,49,14,5,1,1,1,1,6,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
14,0,1,0,5,0,6,47,30,11,1,1,1,1,6,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0
4,0,0,0,7,0,0,37,26,8,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
5,0,0,0,18,0,0,11,19,9,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
3,0,0,0,3,0,0,23,24,11,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
4,0,0,0,2,0,0,1,13,5,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
27,0,1,1,55,0,1,18,12,8,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1
9,0,0,0,28,0,2,32,19,7,1,1,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
3,0,0,0,5,0,0,24,19,9,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
10,0,0,0,21,0,9,72,40,16,1,1,1,1,4,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0
26,0,0,0,5,0,4,35,59,18,1,1,1,1,5,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0
4,0,0,0,8,0,3,14,31,12,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
37,1,1,1,146,0,4,199,69,28,1,1,1,1,3,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0
5,0,0,0,10,0,0,12,15,6,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2,0,0,0,15,0,0,16,13,6,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3,0,0,0,9,0,0,32,15,6,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
14,0,1,0,38,0,6,98,46,14,1,1,1,1,4,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0
64,1,1,1,15,1,10,3,5,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
3,0,0,0,4,0,0,14,12,5,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
12,0,1,0,26,0,12,66,30,14,1,1,1,1,8,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0
7,0,0,0,17,0,5,50,34,12,0,1,1,1,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0
6,0,0,0,19,0,12,38,26,12,0,1,1,1,6,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0
5,0,0,1,5,0,1,19,27,9,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4,0,0,1,3,0,0,1,18,8,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
13,1,1,0,27,0,2,145,29,14,0,1,1,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
5,0,0,0,81,0,10,57,21,10,0,1,1,1,5,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0
9,0,0,0,15,0,7,24,19,9,0,1,1,1,5,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0
12,0,0,0,9,0,5,22,21,8,1,1,1,1,3,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
7,1,1,0,2,1,1,0,10,5,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
18,0,0,1,5,0,25,36,13,7,1,1,1,1,6,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
5,0,1,0,9,0,0,44,21,9,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
23,0,0,0,8,0,4,17,17,6,0,1,1,1,4,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0
2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,0,1,0,4,0,0,34,9,4,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
20,0,1,0,25,0,17,87,23,9,1,1,1,1,14,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0
2,0,0,0,3,0,0,35,23,6,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
5,0,1,0,1,0,0,26,8,5,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
4,0,0,0,2,0,0,23,18,10,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3,0,0,0,7,0,0,34,20,8,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
7,0,0,0,8,0,0,23,25,9,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,0,0,200,0,0,16,13,6,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15,0,1,0,49,0,6,44,14,5,1,1,1,1,6,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
16,0,1,0,29,0,2,64,39,11,1,1,1,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
12,0,0,0,69,0,7,141,20,7,1,1,1,1,5,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0
2,0,0,0,2,0,0,25,19,9,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
32,1,1,1,208,0,11,169,53,14,1,1,1,1,10,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0
9,0,0,0,9,0,1,36,19,10,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0
6,0,1,0,1,0,0,3,15,4,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6,0,0,0,7,0,0,40,17,9,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
7,0,0,0,8,0,0,22,14,7,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
27,1,1,0,23,0,7,42,15,7,1,1,1,1,4,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
6,0,0,0,25,0,1,13,6,3,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2,0,0,0,11,0,0,6,17,6,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25,0,0,0,43,0,13,51,10,9,1,1,1,1,8,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0
6,0,0,0,40,0,9,121,40,11,1,1,1,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
9,0,0,0,12,0,8,42,36,9,1,1,1,1,4,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0
9,0,0,0,22,1,9,88,17,8,1,1,1,1,6,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0
4,0,0,0,5,0,0,44,8,3,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
5,0,0,0,1,0,1,1,29,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,0,7,0,2,26,22,10,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
11,0,0,0,38,0,12,87,24,9,1,1,1,1,5,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0
7,0,1,0,8,0,2,93,7,5,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
9,0,1,0,7,0,7,31,23,10,0,1,1,1,3,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
24,0,0,0,8,0,10,31,19,7,0,1,1,1,10,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0
36,1,1,1,65,0,16,146,31,12,1,1,1,1,9,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0
5,0,0,0,13,0,7,59,18,7,0,1,1,1,5,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0
25,0,0,0,20,0,6,53,24,11,0,1,1,1,5,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0
29,0,1,1,8,0,8,31,31,13,1,1,1,1,4,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
8,0,0,0,22,0,5,36,28,14,1,1,1,1,5,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
8,0,0,0,5,0,1,1,6,5,0,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
7,0,0,0,3,0,6,17,29,13,1,1,1,1,2,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0
11,0,0,0,64,0,16,204,30,10,1,1,1,1,12,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0
8,0,0,0,15,0,3,16,12,5,0,1,1,1,4,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,6,0,5,7,19,8,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
3,0,0,0,7,0,0,14,14,7,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
12,1,1,0,16,0,11,70,21,9,1,1,1,1,6,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0
14,0,1,1,36,0,7,54,25,10,1,1,1,1,4,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0
3,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,4,0,0,33,26,8,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
27,0,0,0,15,0,13,35,22,12,1,1,1,1,7,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0
10,0,0,0,12,0,5,63,35,16,1,1,1,1,3,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0
9,0,1,0,2,0,0,28,9,6,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
3,0,0,0,3,0,0,20,7,5,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
7,0,0,0,46,0,8,55,34,14,0,1,1,1,5,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0
4,0,0,0,5,0,0,17,19,8,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
9,0,0,0,11,0,2,28,24,10,1,1,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
5,0,1,0,10,0,0,14,5,3,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
11,0,0,0,50,0,7,36,18,7,1,1,1,1,4,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0
6,0,0,0,7,0,0,28,12,5,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
13,0,1,0,15,0,2,24,24,8,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
3,0,0,0,2,0,0,20,18,10,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
13,0,0,0,10,0,5,111,26,11,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1
9,0,0,0,12,0,0,104,16,7,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
27,1,1,1,58,0,2,81,39,14,1,1,1,1,4,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1
2,0,0,0,8,0,0,10,18,7,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
60,1,1,1,24,1,9,62,39,12,1,1,1,1,9,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0
31,1,1,1,109,0,12,353,35,13,1,1,1,1,5,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0
4,0,0,0,12,0,2,57,32,12,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
18,1,1,1,3,1,2,11,29,10,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0
6,0,0,0,9,0,0,31,16,8,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
36,0,1,1,30,1,21,189,32,16,1,1,1,1,10,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0
2,0,0,0,1,0,0,0,16,5,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
14,0,1,0,18,0,4,37,17,6,1,1,1,1,6,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
14,0,1,0,6,0,1,7,26,7,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0
2,0,0,0,1,0,0,1,2,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,0,0,0,7,0,3,39,24,7,1,1,1,1,5,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
5,0,0,0,11,0,2,35,19,7,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
5,0,0,0,3,0,1,31,12,5,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
8,0,0,0,5,1,1,19,28,11,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
38,1,1,1,159,0,12,221,69,19,1,1,1,1,6,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0
10,0,1,0,32,0,3,4,13,6,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
15,0,1,0,14,0,3,39,20,7,1,1,1,1,7,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0
20,1,1,0,2,0,2,12,26,10,1,1,1,1,3,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0
3,0,0,0,9,0,1,40,26,13,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15,0,1,0,42,0,2,43,27,10,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0
4,0,1,0,4,0,0,10,9,5,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3,0,0,0,5,0,0,26,21,12,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
