perm_android_permission_GET_ACCOUNTS,perm_android_permission_ACCESS_COARSE_LOCATION,intent_com_google_android_gms_appinvite_ACTION_PREVIEW,intent_com_google_android_gms_measurement_UPLOAD,perm_android_permission_VIBRATE,n_permissions,n_activities,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_ACCESS_FINE_LOCATION,n_used_permissions,perm_android_permission_WRITE_EXTERNAL_STORAGE,n_services,n_api_calls,n_providers,n_receivers,intent_com_google_firebase_INSTANCE_ID_EVENT,suspicious_Ldalvik_system_PathClassLoader_,intent_com_android_vending_INSTALL_REFERRER,intent_com_google_firebase_MESSAGING_EVENT,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,perm_android_permission_READ_EXTERNAL_STORAGE,suspicious_Ljava_lang_System___load,intent_android_intent_action_VIEW,suspicious_Ljava_lang_System___loadLibrary,n_urls,intent_com_google_android_c2dm_intent_RECEIVE,suspicious_getExternalStorageDirectory,intent_com_google_android_c2dm_intent_REGISTRATION,perm_android_permission_ACCESS_NETWORK_STATE,intent_android_intent_action_MAIN,label
1,0,0,1,1,9,15,0,0,6,1,2,14,2,2,0,0,0,0,0,0,0,0,0,39,1,1,1,1,1,1
0,0,0,0,0,7,7,0,0,8,0,4,9,3,3,0,1,1,0,1,1,1,1,1,40,1,1,0,1,1,0
0,0,0,0,0,12,8,1,0,10,0,2,16,0,2,0,1,0,0,0,0,0,1,0,39,0,1,0,1,1,0
0,0,0,0,0,8,18,0,0,5,1,9,12,2,4,1,1,0,1,0,1,0,1,0,41,1,1,0,1,1,0
0,1,0,0,0,11,13,0,1,6,1,4,12,4,3,1,1,1,0,1,1,1,0,1,36,1,1,0,1,1,0
0,1,0,0,0,11,13,0,1,6,1,4,12,4,3,1,1,1,0,1,1,1,0,1,36,1,1,0,1,1,0
0,0,0,0,0,8,8,0,0,12,1,6,21,4,3,1,1,1,1,1,1,1,0,1,47,1,1,0,1,1,0
0,0,0,0,1,9,7,1,0,11,0,8,20,2,3,1,1,1,1,1,0,0,0,0,36,1,1,0,1,1,0
0,0,0,0,0,10,10,1,0,10,1,3,21,2,3,1,1,1,0,0,0,0,0,0,38,1,1,0,1,1,0
0,1,0,0,0,11,13,0,1,6,1,4,12,4,3,1,1,1,0,1,1,1,0,1,36,1,1,0,1,1,0
0,0,0,0,0,10,10,1,0,10,1,3,21,2,3,1,1,1,0,0,0,0,0,0,38,1,1,0,1,1,0
0,0,0,0,0,8,11,0,0,6,1,7,8,2,6,1,1,1,0,0,1,0,0,0,45,1,1,0,1,1,0
0,0,0,0,0,10,10,1,0,14,1,8,23,4,5,1,1,1,0,1,1,1,0,1,43,1,1,0,1,1,0
0,0,0,0,0,5,8,0,0,10,0,6,19,2,3,1,1,1,1,1,0,0,0,0,37,1,1,0,1,1,0
0,0,0,1,1,8,6,0,0,8,1,5,19,1,5,1,0,1,1,0,1,0,1,0,43,1,1,1,1,1,0
0,1,0,0,0,7,5,0,0,6,0,7,13,2,4,1,1,1,1,0,0,0,0,0,42,1,1,0,1,1,0
0,1,0,0,0,7,5,0,0,6,0,7,13,2,4,1,1,1,1,0,0,0,0,0,42,1,1,0,1,1,0
0,0,0,0,0,5,11,0,0,10,0,4,19,1,3,1,1,1,0,1,0,0,0,0,37,1,1,0,1,1,0
0,0,0,1,1,8,6,0,0,8,1,5,19,1,5,1,0,1,1,0,1,0,1,0,43,1,1,1,1,1,1
1,0,1,1,0,10,7,0,0,5,1,9,12,1,4,1,0,0,1,0,1,0,1,0,39,1,1,1,1,1,1
1,0,0,0,1,11,12,0,0,9,1,3,20,0,4,0,1,0,0,0,0,1,0,1,39,1,1,0,1,1,0
0,0,0,1,1,8,6,0,0,8,1,5,19,1,5,1,0,1,1,0,1,0,1,0,43,1,1,1,1,1,0
1,1,0,0,1,10,11,0,1,7,1,1,15,0,4,0,0,0,0,0,0,0,0,0,41,0,1,0,1,1,0
0,0,0,0,0,7,7,1,0,9,1,7,19,2,2,1,1,0,1,0,1,1,1,1,47,1,1,0,1,1,0
0,1,0,0,0,8,12,0,1,11,0,9,23,5,4,1,1,1,1,1,0,0,0,0,40,1,1,0,1,1,0
0,1,0,0,1,9,10,0,1,5,1,6,9,2,5,1,1,1,1,0,0,0,0,0,39,1,1,1,1,1,0
0,0,0,0,1,6,14,0,0,11,0,5,21,1,3,0,1,1,1,1,0,1,0,1,46,1,1,0,1,1,0
0,0,0,0,0,10,15,1,0,7,0,8,9,4,8,1,1,1,1,1,0,0,0,0,45,1,1,0,1,1,0
0,0,0,0,0,7,18,0,0,11,1,6,21,3,3,0,1,1,1,1,1,0,0,0,44,1,1,0,1,1,0
0,0,0,0,0,6,12,0,0,10,1,3,21,1,3,1,1,1,0,0,0,1,0,1,41,1,1,0,1,1,1
1,0,1,1,1,9,17,1,0,6,0,10,14,2,5,1,0,0,1,0,0,0,1,0,47,1,1,1,1,1,1
0,0,0,1,0,8,7,0,0,7,1,6,18,1,6,1,1,0,1,0,1,0,1,0,45,1,1,1,1,1,1
1,0,1,1,1,9,17,1,0,6,0,10,14,2,5,1,0,0,1,0,0,0,1,0,47,1,1,1,1,1,0
0,0,0,0,0,8,14,0,1,8,1,14,16,4,5,1,1,1,1,0,0,1,1,1,47,1,1,0,1,1,1
0,0,0,0,0,10,15,1,0,7,0,8,9,4,8,1,1,1,1,1,0,0,0,0,45,1,1,0,1,1,0
0,0,0,1,0,8,7,0,0,7,1,6,18,1,6,1,1,0,1,0,1,0,1,0,45,1,1,1,1,1,0
0,0,0,1,0,8,7,0,0,7,1,6,18,1,6,1,1,0,1,0,1,0,1,0,45,1,1,1,1,1,1
0,0,1,1,0,7,7,0,0,7,1,10,18,2,4,1,0,0,1,0,1,0,1,0,46,1,1,1,1,1,0
0,0,0,0,0,10,15,1,0,7,0,8,9,4,8,1,1,1,1,1,0,0,0,0,45,1,1,0,1,1,0
1,0,1,1,1,9,17,1,0,6,0,10,14,2,5,1,0,0,1,0,0,0,1,0,47,1,1,1,1,1,0
0,0,0,0,0,5,7,0,0,9,0,7,10,3,3,1,1,1,1,1,0,0,1,0,37,1,1,0,1,1,0
0,0,0,0,0,10,15,1,0,7,0,8,9,4,8,1,1,1,1,1,0,0,0,0,45,1,1,0,1,1,0
0,1,0,0,0,12,13,1,1,6,1,5,8,3,4,1,1,1,0,1,1,1,1,1,45,1,1,0,1,1,0
0,0,0,0,0,9,12,1,0,6,1,2,14,0,2,0,0,0,0,0,0,1,0,1,45,0,1,0,1,1,0
0,0,0,0,0,8,10,0,0,7,1,4,18,1,6,1,1,1,1,0,0,0,1,0,46,1,1,1,1,1,0
0,0,0,1,0,8,7,0,0,7,1,6,18,1,6,1,1,0,1,0,1,0,1,0,45,1,1,1,1,1,0
0,0,0,0,0,11,11,0,0,11,1,3,22,1,4,1,1,1,1,0,1,0,0,0,41,1,1,0,1,1,0
1,0,1,1,1,9,17,1,0,6,0,10,14,2,5,1,0,0,1,0,0,0,1,0,47,1,1,1,1,1,0
0,0,0,0,0,9,18,0,0,8,1,8,18,2,4,1,1,1,1,0,1,1,0,1,37,1,1,0,1,1,0
0,0,0,0,1,12,9,1,0,10,1,8,22,1,5,1,1,1,1,0,0,1,0,1,40,1,1,1,1,1,0
0,0,0,0,0,5,6,0,0,10,0,6,17,4,4,1,1,1,1,1,0,1,1,1,38,1,1,0,1,1,0
0,0,0,1,0,8,7,0,0,7,1,6,18,1,6,1,1,0,1,0,1,0,1,0,45,1,1,1,1,1,0
0,0,0,1,0,8,7,0,0,7,1,6,18,1,6,1,1,0,1,0,1,0,1,0,45,1,1,1,1,1,0
0,0,0,0,0,7,20,0,0,9,1,8,15,6,3,0,1,1,1,1,1,0,1,0,39,1,1,0,1,1,0
0,0,0,1,0,8,7,0,0,7,1,6,18,1,6,1,1,0,1,0,1,0,1,0,45,1,1,1,1,1,0
0,0,0,0,0,5,7,0,0,9,0,5,18,3,3,1,1,1,0,1,0,0,0,0,46,1,1,0,1,1,0
0,0,0,0,0,10,5,0,0,10,1,6,14,1,3,1,1,1,0,1,1,0,0,0,36,1,1,0,1,1,0
0,0,0,0,0,7,9,0,0,11,1,8,20,2,7,1,1,1,0,1,0,0,0,0,37,1,1,0,1,1,0
0,0,0,0,0,12,16,0,0,10,1,3,21,2,4,1,1,1,0,0,1,1,0,1,42,1,1,0,1,1,0
0,0,0,0,0,9,6,0,0,11,1,5,21,2,4,0,1,1,0,1,0,0,0,0,42,1,1,0,1,1,0
0,0,1,1,0,5,8,0,0,7,0,7,18,1,3,1,0,0,1,0,0,0,1,0,45,1,1,1,1,1,0
1,0,0,0,0,10,8,0,0,7,1,8,20,1,6,1,1,1,1,0,1,0,0,0,45,1,1,0,1,1,0
0,0,0,0,0,7,11,0,0,7,0,9,8,3,5,1,1,1,1,1,0,0,0,0,47,1,1,0,1,1,0
0,0,0,0,0,9,9,0,0,9,1,7,20,1,8,1,1,1,0,0,1,1,1,1,39,1,1,0,1,1,0
0,0,1,1,0,5,8,0,0,7,0,7,18,1,3,1,0,0,1,0,0,0,1,0,45,1,1,1,1,1,0
1,0,0,0,1,12,9,1,0,10,1,7,22,2,4,1,1,1,1,0,0,1,1,1,46,1,1,0,1,1,0
0,0,0,0,0,6,19,0,0,10,1,5,19,2,3,1,1,1,1,1,0,0,0,0,42,1,1,0,1,1,0
0,0,0,0,1,6,15,0,0,8,0,4,9,1,4,1,1,1,1,0,0,0,0,0,38,1,1,0,1,1,0
0,0,0,1,0,9,17,0,0,5,0,5,12,1,3,1,0,0,1,0,1,1,0,1,43,1,1,1,1,1,0
0,0,1,1,0,5,8,0,0,7,0,7,18,1,3,1,0,0,1,0,0,0,1,0,45,1,1,1,1,1,0
0,0,0,0,0,8,17,0,0,9,1,3,19,2,3,1,1,1,0,0,1,1,1,1,45,1,1,0,1,1,0
0,0,0,1,1,14,8,1,1,7,1,8,19,2,5,1,0,1,1,0,0,0,0,0,45,1,1,1,1,1,0
1,1,1,1,1,13,14,1,1,5,1,3,14,1,3,0,0,0,0,0,1,0,1,0,44,1,1,1,1,1,0
1,1,1,1,1,13,14,1,1,5,1,3,14,1,3,0,0,0,0,0,1,0,1,0,44,1,1,1,1,1,0
1,1,1,1,1,13,14,1,1,5,1,3,14,1,3,0,0,0,0,0,1,0,1,0,44,1,1,1,1,1,1
0,0,0,0,0,7,17,0,0,9,0,7,13,3,7,0,1,1,0,1,0,0,0,0,48,1,1,0,1,1,0
0,0,0,0,0,5,11,0,0,6,0,7,8,1,3,1,1,1,1,1,0,0,0,0,41,1,1,0,1,1,1
1,0,0,0,0,11,17,0,0,8,1,12,9,5,6,1,1,1,1,1,1,0,1,0,41,1,1,0,1,1,0
0,0,0,0,1,11,16,1,0,7,1,5,17,0,5,0,1,1,0,0,0,1,0,1,37,1,1,1,1,1,0
0,0,0,0,0,8,14,1,0,11,0,9,23,1,4,1,1,1,1,0,0,1,0,1,43,1,1,0,1,1,1
0,0,0,0,0,8,13,1,0,7,0,3,9,2,6,0,1,1,0,0,0,0,0,0,40,1,1,0,1,1,0
