perm_android_permission_ACCESS_WIFI_STATE,n_permissions,perm_android_permission_READ_PHONE_STATE,perm_android_permission_GET_TASKS,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,n_urls,n_api_calls,n_used_permissions,suspicious_Ljava_lang_System___load,suspicious_getPackageInfo,suspicious_Base64,perm_android_permission_WRITE_EXTERNAL_STORAGE,suspicious_getExternalStorageDirectory,suspicious_getSystemService,suspicious_Cipher,suspicious_getDeviceId,n_services,suspicious_Ljava_lang_Runtime___exec,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_ACCESS_NETWORK_STATE,perm_android_permission_WRITE_SETTINGS,suspicious_Ldalvik_system_PathClassLoader_,intent_android_intent_action_PACKAGE_ADDED,n_activities,intent_com_google_firebase_MESSAGING_EVENT,intent_android_intent_action_SEARCH,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_google_android_c2dm_intent_RECEIVE,suspicious_system_bin_su,label
1,21,1,0,0,0,50,27,9,1,1,1,1,1,1,1,1,9,1,0,1,0,1,0,8,1,0,1,1,0,0
0,2,0,0,0,0,16,18,7,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,5,0,0,0,0,0,0
0,6,0,0,0,0,30,8,6,0,1,1,0,1,1,1,1,6,0,0,1,0,1,0,3,0,0,1,1,0,0
0,6,0,0,0,0,5,16,6,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0
1,18,1,1,0,1,1,2,1,1,1,1,1,0,1,1,0,5,1,0,1,1,0,1,24,0,0,0,0,0,0
1,35,1,0,1,0,59,37,14,1,1,1,1,1,1,0,1,4,1,0,1,0,0,0,36,0,0,1,1,0,0
1,10,0,0,0,0,129,33,13,1,1,1,1,1,1,1,1,6,1,0,1,0,1,1,25,0,0,0,0,1,0
1,21,1,1,1,1,30,30,10,1,1,1,1,1,1,1,1,3,1,0,1,0,0,0,15,0,0,0,0,0,0
1,8,0,0,0,0,45,25,10,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,18,0,0,0,0,1,1
0,3,0,0,0,0,1,6,3,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,11,1,0,1,0,75,14,6,1,1,1,0,1,1,1,1,8,0,0,1,0,1,0,10,1,0,1,1,0,0
0,4,0,0,0,0,20,4,4,1,1,1,0,1,1,1,0,4,0,0,1,0,1,0,4,0,0,0,0,0,0
1,7,0,0,0,0,28,13,5,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,15,0,0,0,0,0,1
0,3,0,0,0,0,32,23,7,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0
1,26,1,0,0,0,32,47,14,1,1,1,1,1,1,1,1,7,0,0,1,0,1,0,49,1,0,1,1,0,0
1,43,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,11,0,1,1,1,0,0,9,0,0,0,0,0,0
1,4,0,0,0,0,14,18,6,0,1,1,0,1,1,1,0,6,0,0,1,0,0,0,8,0,0,0,0,0,0
0,6,0,0,0,0,31,17,7,0,1,1,1,1,1,1,1,17,1,0,1,1,1,0,19,0,0,0,0,0,1
0,4,0,0,0,0,12,19,8,1,1,1,0,1,1,1,1,2,1,0,1,0,0,0,6,0,0,0,0,0,1
0,2,0,0,0,0,1,8,6,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0
1,17,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,15,0,0,0,0,0,0
0,7,0,0,0,0,28,20,7,0,1,1,1,1,1,1,1,6,1,0,1,0,1,0,10,1,0,1,1,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,12,0,0,0,0,22,21,8,0,1,1,1,1,1,1,1,5,0,0,1,0,0,0,9,1,0,1,1,0,0
1,10,0,0,0,0,1,13,5,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,12,0,0,0,0,0,0
0,9,0,0,0,0,21,24,9,1,1,1,1,1,1,1,1,7,1,0,1,0,1,0,17,1,0,1,1,1,0
0,2,0,0,0,0,34,6,5,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,6,0,0,0,0,0,0
0,4,0,0,0,0,32,20,11,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,11,0,0,0,0,0,0
0,3,0,0,0,0,32,6,5,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,7,0,0,0,0,0,0
0,9,0,0,0,0,37,17,9,1,1,1,0,1,1,1,0,5,0,0,1,0,1,0,6,0,0,1,1,0,0
1,15,0,0,0,0,72,11,6,0,1,1,1,1,1,1,1,9,0,0,1,0,1,0,64,1,0,1,1,0,0
1,9,1,0,0,0,29,19,9,1,1,1,1,1,1,1,1,3,0,0,1,0,0,0,10,0,0,0,0,1,0
0,4,0,0,0,0,26,21,9,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,16,0,0,0,0,0,0
0,16,0,0,0,0,35,8,5,0,1,1,1,1,1,1,1,5,1,0,1,0,0,0,10,0,0,1,1,0,0
0,2,0,0,0,0,16,4,3,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0
0,24,1,0,0,0,13,24,6,0,1,1,1,1,1,1,0,6,0,0,1,0,1,0,4,0,0,1,1,0,0
0,3,0,0,0,0,1,5,3,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,14,0,1,1,0,39,30,12,0,1,1,1,1,1,1,1,3,0,0,1,0,0,0,9,0,0,1,1,0,0
1,9,1,0,0,0,36,19,8,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,22,0,0,0,0,1,0
0,5,0,0,0,0,11,19,8,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0
0,13,1,0,0,0,45,14,5,1,1,1,1,1,1,1,1,7,0,0,1,0,0,0,47,0,1,1,1,0,0
0,5,0,0,0,0,14,3,3,0,1,1,0,0,1,1,1,6,0,0,1,0,0,0,4,1,0,1,1,0,0
0,2,0,0,0,0,27,22,8,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,7,0,0,0,0,0,0
0,7,0,0,0,0,107,19,8,1,1,1,1,1,1,1,1,18,0,0,1,0,1,0,51,1,1,1,1,0,0
0,12,1,0,0,0,74,28,11,1,1,1,1,1,1,1,1,5,1,1,1,0,1,1,49,0,0,1,1,1,0
1,10,0,0,0,0,26,27,11,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,4,0,0,0,0,0,0
0,4,0,0,0,0,17,14,7,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0
1,13,1,1,1,0,33,12,5,0,1,1,1,1,1,1,1,2,0,0,1,0,0,0,8,0,0,1,0,0,0
1,48,1,1,1,1,3,4,3,1,1,1,1,1,1,1,0,8,1,0,1,1,1,0,83,0,0,0,0,1,0
1,29,1,0,1,0,35,33,13,1,1,1,1,1,1,1,1,12,1,0,1,0,1,0,7,1,0,1,1,1,0
0,12,0,0,0,0,17,26,10,0,1,1,1,1,1,1,1,4,1,0,1,0,0,0,19,0,1,0,0,0,0
0,8,0,0,1,0,176,23,11,1,1,1,1,1,1,1,1,5,0,0,1,0,0,0,20,0,0,1,1,1,0
0,14,1,1,0,0,10,22,8,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,3,0,0,1,1,0,0
0,0,0,0,0,0,18,17,6,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,1
0,18,1,0,0,0,133,23,7,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,43,0,0,1,1,0,0
1,11,1,0,0,0,55,20,7,0,1,1,1,1,1,1,1,3,0,0,1,0,1,0,6,0,0,1,1,1,0
0,15,0,0,1,0,64,15,9,0,1,1,1,1,1,1,1,22,1,0,1,1,1,0,37,0,0,1,1,1,0
0,5,0,0,0,0,16,18,7,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,6,0,0,0,0,0,0
0,4,0,0,0,0,48,14,5,1,1,1,0,1,1,1,1,6,0,0,1,0,0,0,46,0,1,1,1,0,0
0,11,1,0,0,0,36,28,9,0,1,1,1,1,1,1,1,3,0,0,1,0,0,0,80,0,0,1,1,0,0
1,5,0,0,0,0,86,35,14,1,1,1,0,1,1,1,1,10,0,0,1,0,1,0,36,0,0,0,0,0,0
0,35,1,0,1,0,185,41,16,1,1,1,1,1,1,1,1,17,0,1,1,1,1,0,30,1,0,1,1,0,0
1,24,0,0,0,0,44,23,11,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,21,0,0,1,1,1,0
1,9,0,0,0,0,15,20,9,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0
0,2,0,0,0,0,19,13,5,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,6,0,0,0,0,0,0
0,5,0,0,0,0,5,13,5,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0
1,4,0,0,0,0,90,40,18,1,1,1,1,1,1,1,1,4,1,0,1,0,1,0,24,0,0,0,0,1,0
1,16,1,0,0,0,166,26,9,1,1,1,1,1,1,1,1,10,0,0,1,0,1,0,54,1,1,1,1,0,0
1,8,1,0,0,0,29,18,7,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,12,0,0,0,0,0,0
1,9,0,1,1,0,76,45,14,1,1,1,1,1,1,1,1,3,0,0,1,0,0,1,27,0,0,0,0,1,0
0,0,0,0,0,0,0,11,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,16,1,0,0,0,51,50,13,1,1,1,1,1,1,1,1,6,0,0,1,0,1,0,71,1,0,0,1,0,0
0,7,0,0,0,0,23,6,5,0,1,1,0,0,1,1,1,4,0,0,1,0,1,0,6,0,0,1,1,0,0
0,6,0,0,0,0,14,5,5,0,1,1,0,1,1,0,1,5,0,0,1,0,1,0,6,1,0,1,1,0,0
1,22,0,0,0,0,27,38,13,1,1,1,1,1,1,1,1,8,0,0,1,0,1,0,19,1,0,1,1,0,0
0,5,0,0,0,0,25,18,7,0,1,1,0,1,1,1,1,3,0,0,1,0,1,0,7,0,0,1,1,0,0
0,8,0,0,0,0,16,20,9,0,1,1,1,1,1,1,1,4,0,0,1,0,1,0,13,0,0,1,1,0,0
1,8,0,0,0,0,25,20,11,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,29,0,0,0,0,0,0
1,5,0,0,0,0,36,24,10,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,14,0,0,0,0,0,0
0,2,0,0,0,0,18,15,6,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0
0,27,0,0,0,0,35,25,11,1,1,1,1,1,1,1,1,13,1,0,1,0,1,0,15,1,0,1,1,0,0
0,14,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,8,0,0,1,0,0,1,16,0,0,0,0,0,0
0,6,0,0,0,0,26,5,4,0,1,1,0,1,1,1,0,7,0,0,1,0,1,0,8,1,0,1,1,0,0
0,28,0,0,0,0,26,33,11,1,1,1,1,1,1,1,1,21,1,0,1,0,1,0,10,1,0,1,1,0,1
0,5,0,0,0,0,25,18,7,0,1,1,0,1,1,1,1,2,0,0,1,0,1,0,8,0,0,1,1,0,1
1,24,0,0,0,0,215,44,17,1,1,1,1,1,1,1,1,19,1,0,1,0,1,0,34,1,1,1,1,0,0
0,2,0,0,0,0,18,17,6,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0
1,10,1,0,0,0,45,21,8,1,1,1,1,1,1,1,0,2,0,0,1,0,1,0,9,0,0,0,0,1,0
1,18,1,1,1,1,130,53,17,1,1,1,1,1,1,1,1,9,1,1,1,1,0,1,50,0,0,0,0,1,0
1,9,1,0,0,0,21,8,4,1,1,1,1,1,1,1,1,13,0,0,1,0,0,0,21,0,0,0,0,0,0
0,9,0,0,0,0,20,30,9,1,1,1,1,1,1,1,1,2,0,0,1,1,0,0,12,0,0,1,1,0,0
1,13,0,0,0,0,61,15,10,0,1,1,1,1,1,1,1,13,0,0,1,0,1,0,31,1,0,1,1,0,1
1,25,1,0,1,1,153,41,13,1,1,1,1,1,1,1,1,4,1,0,1,1,1,1,59,0,0,0,0,0,0
0,5,0,0,0,0,30,17,6,0,1,1,0,1,1,1,0,8,0,0,1,0,1,0,9,1,0,1,1,0,1
0,14,1,0,0,0,28,17,9,1,1,1,1,1,1,1,1,8,0,0,1,0,0,0,9,1,0,1,1,0,0
0,34,1,0,1,0,88,33,13,1,1,1,1,1,1,1,1,8,1,0,1,0,1,0,6,1,0,1,1,0,0
1,5,0,0,0,0,34,16,6,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,3,0,0,0,0,32,20,8,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0
0,31,0,0,0,0,33,18,9,0,1,1,1,1,1,1,1,9,1,0,1,0,1,0,21,0,0,1,1,0,0
0,9,0,0,0,0,38,21,13,0,1,1,1,1,1,1,1,4,0,0,1,0,1,0,5,0,0,1,1,0,0
0,2,0,0,0,0,11,12,6,1,1,1,0,1,1,1,1,3,0,0,1,0,0,0,2,0,0,0,0,0,0
1,16,1,0,0,0,1,4,2,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,4,0,0,0,0,2,1,1,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0
1,14,0,0,0,0,38,30,12,1,1,1,1,1,1,1,1,14,1,0,1,0,1,0,18,1,0,1,1,0,0
1,5,0,0,0,0,12,29,13,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0
0,4,0,0,0,0,43,31,11,0,1,1,0,1,1,1,1,2,0,0,1,0,0,0,10,0,0,1,0,0,0
1,4,0,0,0,0,45,24,11,1,1,1,0,1,1,1,1,2,0,0,1,0,1,0,9,0,0,0,0,0,0
1,6,0,0,0,0,14,19,7,0,1,1,1,1,1,1,0,12,0,0,1,1,0,0,13,0,0,0,0,0,0
1,20,1,1,1,1,46,28,9,1,1,1,1,1,1,1,1,9,1,1,1,0,1,1,15,0,0,0,0,0,0
1,8,0,0,0,0,21,20,7,0,1,1,1,1,1,1,1,4,0,0,1,0,0,0,7,0,0,0,0,0,0
0,8,0,0,0,0,21,19,9,0,1,1,0,1,1,1,1,3,0,0,1,0,1,0,2,0,0,1,1,0,1
1,3,0,0,0,0,30,14,6,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0
1,28,1,1,1,0,177,37,14,1,1,1,1,1,1,1,1,10,1,0,1,1,0,1,155,0,0,0,0,1,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,13,0,0,0,0,6,18,6,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,12,0,0,1,0,0,0
0,4,0,0,0,0,37,22,12,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,6,0,0,0,0,0,0
0,30,0,0,0,0,60,35,12,1,1,1,1,1,1,1,1,14,1,0,1,0,1,0,18,1,0,1,1,0,0
0,26,0,0,0,0,40,21,11,0,1,1,1,1,1,1,1,13,1,0,1,0,1,0,4,1,0,1,1,0,0
0,3,0,0,0,0,10,8,5,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,5,0,0,0,0,25,21,9,0,1,1,0,1,1,1,1,3,0,0,1,0,1,0,5,0,0,1,1,0,0
0,12,1,0,1,0,116,59,13,1,1,1,1,1,1,1,1,24,1,0,1,0,0,1,70,0,0,1,1,1,0
0,2,0,0,0,0,5,12,5,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0
0,10,0,0,0,0,50,23,13,1,1,1,0,1,1,1,1,31,1,0,1,0,1,0,82,1,0,1,1,0,0
1,29,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,12,1,0,1,1,0,1,192,0,0,0,0,0,0
1,9,0,0,0,0,8,16,8,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,6,0,0,0,0,0,0
0,28,0,0,0,0,29,20,8,0,1,1,1,1,1,1,0,5,1,0,1,0,1,0,8,0,0,1,1,0,0
1,21,0,0,0,0,4,16,10,0,1,1,1,1,1,0,1,9,1,0,1,1,0,0,12,0,0,0,0,0,0
1,26,0,0,0,0,76,45,18,0,1,1,1,1,1,1,1,7,1,0,1,0,1,0,11,0,0,1,1,0,0
1,111,1,1,1,1,64,35,15,1,1,1,1,1,1,1,1,18,1,1,1,1,1,0,28,0,0,0,0,1,0
0,10,0,0,0,0,20,25,10,0,1,1,1,1,1,1,1,11,0,0,1,0,1,0,23,1,0,1,1,0,0
0,8,0,0,0,0,82,30,9,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,23,0,0,1,1,0,0
1,10,1,0,0,0,45,31,9,0,1,1,1,1,1,1,1,2,0,0,1,0,0,0,12,0,0,0,0,0,0
0,5,0,0,0,0,37,20,11,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,13,0,1,0,0,0,0
0,5,0,0,1,0,1,4,4,0,1,0,0,0,1,0,1,2,1,0,0,1,0,0,10,0,0,0,0,0,0
0,5,0,0,0,0,183,64,13,1,1,1,1,1,1,1,1,6,1,0,1,0,0,0,47,0,1,0,0,0,0
1,8,0,0,0,0,17,36,15,0,1,1,0,1,1,1,1,5,1,0,1,0,1,0,24,0,0,0,0,1,0
0,22,0,0,0,0,23,25,6,0,1,1,0,1,1,1,1,4,1,0,1,0,0,0,2,0,0,1,1,0,0
0,15,1,0,0,0,72,14,6,1,1,1,1,1,1,1,1,8,0,0,1,0,0,0,33,1,0,1,1,0,0
1,18,1,1,1,1,89,36,11,1,1,1,1,1,1,1,1,9,1,0,1,0,1,1,17,1,0,1,1,0,0
0,4,0,0,0,0,43,19,8,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,28,0,0,0,0,1,0
0,28,0,1,0,0,43,21,7,0,1,1,0,1,1,1,1,14,1,0,1,0,1,0,4,1,0,1,1,0,1
0,4,0,0,0,0,64,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,28,1,0,0,0,44,34,12,1,1,1,1,1,1,1,1,16,1,0,1,0,1,0,14,1,0,1,1,0,0
1,6,1,0,0,0,44,9,4,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,11,0,0,0,0,38,8,6,0,1,1,1,1,1,1,1,2,1,0,1,0,1,0,4,0,0,0,0,0,0
0,2,0,0,0,0,21,5,4,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,6,0,0,0,0,0,0
0,3,0,0,0,0,7,16,6,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0
0,4,0,0,0,0,5,2,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,12,0,0,0,0,18,20,9,0,1,1,0,1,1,1,1,6,0,0,1,0,1,0,6,1,1,1,1,0,0
0,3,0,0,0,0,25,24,13,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,8,0,0,0,0,0,0
0,12,1,0,0,0,60,15,6,0,1,1,1,1,1,1,1,7,0,0,1,0,1,0,7,1,0,1,1,0,0
1,14,1,0,0,1,10,36,10,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0
1,25,0,0,0,0,26,26,8,0,1,1,1,1,1,1,1,3,1,0,1,0,1,1,8,0,0,1,1,0,0
0,2,0,0,0,0,27,19,9,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,3,0,0,0,0,0,0
0,7,1,0,0,0,28,14,7,0,1,1,1,1,1,0,1,2,0,0,1,0,0,0,7,0,0,0,0,0,0
1,8,1,0,0,0,14,27,10,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,4,0,0,0,0,0,0
0,5,0,0,0,0,4,2,2,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0
0,4,0,0,0,0,18,5,4,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0
1,11,0,0,0,0,26,18,9,1,1,1,1,1,1,1,1,8,0,0,1,0,1,0,2,1,0,1,1,0,0
1,3,0,0,0,0,32,14,6,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,13,0,0,0,0,0,0
0,2,0,0,0,0,5,17,6,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,13,0,0,0,0,190,14,6,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,26,0,0,0,0,0,0
1,11,0,0,0,0,156,27,10,1,1,1,1,1,1,1,1,13,0,0,1,0,1,0,72,1,0,1,1,0,0
1,47,1,1,1,0,247,72,24,1,1,1,1,1,1,1,1,29,1,1,1,1,0,1,99,0,0,1,1,1,0
0,23,0,0,0,0,11,19,7,0,1,1,1,1,1,1,0,2,0,0,1,0,1,0,3,0,0,0,0,0,0
0,5,0,0,0,0,44,23,14,0,1,1,0,1,1,1,1,6,0,0,1,0,1,0,8,1,0,1,1,0,0
1,6,0,0,0,0,14,19,7,0,1,1,1,1,1,1,0,4,0,0,1,1,0,0,6,0,0,0,0,0,1
0,6,0,0,0,0,30,24,10,0,1,1,0,1,1,1,1,4,0,0,1,0,1,0,5,0,0,1,1,0,1
0,9,1,0,1,0,165,23,11,1,1,1,1,1,1,1,1,3,0,0,1,0,0,0,13,0,0,1,1,1,0
1,10,0,0,0,0,41,42,10,1,1,1,1,1,1,1,1,5,1,0,1,0,0,0,26,0,0,1,1,0,0
0,1,0,0,0,0,45,38,12,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0
1,8,1,0,0,0,28,38,12,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,5,0,0,0,0,0,1
1,6,0,0,0,0,30,15,6,0,1,1,1,1,1,1,1,5,0,0,1,1,1,0,10,0,0,0,0,0,0
0,12,0,0,0,0,52,13,11,0,1,1,0,1,1,1,1,9,0,0,1,0,1,0,8,0,1,1,1,0,1
1,21,1,1,1,1,54,31,10,1,1,1,1,1,1,1,1,3,1,0,1,1,0,0,140,0,0,0,0,0,0
0,5,0,0,0,0,25,6,5,0,1,1,0,1,1,1,1,4,0,0,1,0,1,0,9,0,0,1,1,0,0
1,27,0,0,0,0,20,20,8,1,1,1,1,1,1,1,1,8,1,0,1,0,0,0,12,0,0,1,1,0,0
1,12,0,0,1,0,91,55,15,1,1,1,1,1,1,1,1,9,1,0,1,0,1,0,29,0,0,1,1,0,0
1,23,1,1,0,0,139,24,12,1,1,1,1,1,1,1,1,2,1,0,1,1,0,0,38,0,1,0,0,0,0
1,9,0,0,0,0,31,9,7,1,1,1,1,1,1,1,1,2,0,0,1,0,1,0,6,0,0,0,0,0,0
0,23,0,0,0,0,28,22,9,0,1,1,0,1,1,1,1,11,1,0,1,0,1,0,6,1,0,1,1,0,0
0,2,0,0,0,0,8,5,4,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0
0,0,0,0,0,0,0,18,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
0,2,0,0,0,0,14,15,5,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0
1,17,1,0,1,0,56,24,15,0,1,1,1,1,1,1,1,6,0,0,1,1,1,0,18,0,0,0,0,0,0
0,2,0,0,0,0,6,12,5,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0
1,29,1,0,1,0,90,33,15,1,1,1,1,1,1,1,1,8,1,0,1,0,1,0,8,1,0,1,1,0,0
1,5,0,0,0,0,7,18,6,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,6,0,0,0,0,1,1
0,3,0,0,0,0,17,5,4,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,4,0,0,0,0,0,0
1,10,0,0,1,0,35,21,10,1,1,1,1,1,1,1,1,6,0,0,1,0,1,0,85,1,0,1,1,0,0
0,19,0,0,0,0,2,16,8,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
0,3,0,0,0,0,2,17,7,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,8,0,0,0,0,29,18,9,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,28,0,0,1,1,0,0
1,14,1,1,1,1,11,14,6,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
0,2,0,0,0,0,21,22,9,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,10,0,0,0,0,0,0
0,2,0,0,0,0,24,5,4,0,1,1,0,1,1,1,1,2,0,0,1,0,1,0,16,0,0,0,0,0,0
1,8,0,0,0,0,45,52,13,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,2,0,0,0,0,0,0
1,31,1,1,0,1,3,4,3,1,1,1,1,1,1,1,0,2,1,0,1,1,1,0,183,0,0,0,0,1,0
1,11,0,0,0,0,41,30,12,0,1,1,1,1,1,1,1,8,1,0,1,0,1,0,8,0,0,1,1,1,0
1,11,0,0,0,0,99,24,9,1,1,1,0,1,1,1,1,13,1,0,1,0,1,0,25,1,0,1,1,1,0
0,6,0,0,0,0,15,4,4,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,10,0,0,0,0,0,0
1,12,1,0,0,0,40,6,5,0,1,1,1,1,1,1,1,11,0,0,1,0,1,0,25,1,1,1,1,0,0
0,10,0,0,0,0,51,21,10,1,1,1,1,1,1,1,1,17,0,0,1,0,1,0,40,1,0,1,1,0,0
1,6,0,0,0,0,28,12,5,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,0
0,6,0,0,0,0,39,9,7,0,1,1,0,1,1,1,1,10,0,0,1,0,1,0,12,1,0,1,1,0,0
1,17,1,0,0,1,0,22,8,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
1,8,1,0,0,0,25,15,6,0,1,1,0,1,1,1,0,4,0,0,1,0,1,0,5,0,0,1,1,0,0
0,13,1,0,0,0,44,25,8,1,1,1,1,1,1,1,1,5,0,0,1,0,0,0,27,0,0,1,1,0,0
1,8,1,0,1,0,21,31,10,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,6,0,0,0,0,0,0
0,2,0,0,0,0,24,19,10,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,7,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0
0,10,0,0,1,0,81,25,12,0,1,1,1,1,1,1,1,10,0,0,1,0,1,0,34,1,0,1,1,0,0
1,5,0,0,0,0,12,11,5,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0
1,25,0,0,0,0,53,24,11,1,1,1,0,1,1,1,1,6,1,0,1,0,1,1,20,0,0,1,1,0,0
0,11,0,0,0,0,36,18,7,1,1,1,1,1,1,1,1,7,0,0,1,0,1,0,50,1,1,1,1,0,0
