n_api_calls,perm_android_permission_READ_PHONE_STATE,suspicious_getCellLocation,suspicious_getSubscriberId,perm_android_permission_GET_TASKS,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_android_bluetooth_adapter_action_STATE_CHANGED,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_google_android_c2dm_intent_RECEIVE,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_com_google_firebase_MESSAGING_EVENT,n_providers,intent_android_intent_action_ACTION_POWER_CONNECTED,perm_android_permission_SEND_SMS,suspicious_Ldalvik_system_PathClassLoader_,perm_com_sec_android_provider_badge_permission_WRITE,perm_com_majeur_launcher_permission_UPDATE_BADGE,perm_android_permission_CHANGE_NETWORK_STATE,intent_android_intent_action_ACTION_POWER_DISCONNECTED,perm_android_permission_ACCESS_WIFI_STATE,intent_com_android_vending_INSTALL_REFERRER,perm_com_sec_android_provider_badge_permission_READ,perm_com_anddoes_launcher_permission_UPDATE_COUNT,perm_android_permission_ACCESS_COARSE_LOCATION,intent_android_intent_action_USER_PRESENT,n_permissions,n_services,n_receivers,perm_android_permission_RECEIVE_SMS,label
33,1,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,19,1,2,0,1
58,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,26,10,5,0,0
44,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,20,5,3,0,1
45,1,1,1,1,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,1,0,39,10,1,0,1
24,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,33,13,8,0,1
44,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,40,20,10,1,1
31,0,1,0,0,0,1,0,1,1,1,1,7,1,0,1,0,0,0,1,1,1,0,0,1,0,19,20,20,0,0
39,0,0,0,0,0,0,0,1,1,1,0,3,0,0,1,0,0,0,0,1,1,0,0,1,0,20,15,9,0,0
55,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,29,10,5,0,0
24,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,12,3,6,0,0
17,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,22,3,4,0,0
38,1,1,0,0,0,0,0,1,1,1,1,2,0,0,1,0,0,0,0,1,1,0,0,1,0,20,15,9,0,0
28,0,0,0,0,0,1,0,1,1,1,1,3,0,0,1,1,1,1,0,1,1,1,1,0,1,26,12,10,0,0
40,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,10,0,2,0,1
33,1,0,0,0,0,1,0,1,1,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,9,14,7,0,0
53,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,26,2,3,0,1
17,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,36,11,13,0,0
21,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,11,8,8,0,0
33,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,14,18,10,0,0
53,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,24,3,3,0,1
38,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,16,0,2,0,1
32,0,0,0,0,0,0,0,1,1,1,1,4,0,0,1,0,0,0,0,1,1,0,0,0,0,10,7,6,0,0
38,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,18,0,2,0,1
24,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,23,2,2,1,1
20,0,0,0,0,0,1,0,0,0,0,0,4,1,0,1,0,0,0,1,1,0,0,0,0,0,11,19,18,0,0
24,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23,1,0,0,0
31,0,1,0,0,0,1,0,1,1,1,1,7,1,0,1,0,0,0,1,1,1,0,0,1,0,19,20,20,0,0
26,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,12,2,2,0,0
41,1,1,1,1,1,1,0,1,0,0,0,3,0,0,1,0,0,1,0,1,0,0,0,1,1,27,4,6,0,0
28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7,3,4,0,0
26,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,1,1,0,0,1,0,10,5,5,0,0
46,0,0,0,0,0,1,0,1,1,0,1,8,0,0,1,0,0,0,0,1,1,0,0,0,0,11,9,9,0,0
26,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,20,9,9,0,1
39,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,18,2,2,1,1
41,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,21,2,6,1,1
20,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,28,17,13,0,0
32,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,5,8,6,0,0
15,1,0,0,0,0,0,0,1,1,1,1,6,0,0,1,1,1,0,0,1,1,1,1,0,0,32,24,9,0,0
23,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,6,10,5,0,0
40,1,0,0,1,0,0,0,1,1,1,1,6,0,0,1,0,0,0,0,1,1,0,0,0,1,18,13,11,0,0
22,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,11,9,5,0,0
19,1,0,0,0,0,1,0,1,1,1,1,4,0,0,1,1,1,0,0,1,1,1,1,1,0,33,9,10,0,0
54,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,17,5,1,0,1
55,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,28,2,5,1,1
45,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,29,10,9,0,1
29,1,0,0,0,0,0,0,1,1,1,1,7,0,0,1,0,0,0,0,0,1,0,0,0,0,19,12,5,0,0
45,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,3,1,0,1
45,0,1,1,0,0,0,0,1,1,1,1,5,0,0,1,0,0,0,0,0,1,0,0,1,0,14,9,5,0,0
37,0,0,0,0,0,0,0,1,1,1,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,8,6,7,0,0
14,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,36,11,13,0,0
43,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,10,3,1,0,1
55,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,30,8,4,0,0
20,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,9,7,12,0,0
30,0,0,0,0,0,1,0,1,1,1,1,7,1,0,1,0,0,0,1,0,1,0,0,0,0,9,13,12,0,0
22,1,0,0,1,1,0,0,1,1,1,1,2,0,0,1,0,0,0,0,1,1,0,0,1,0,16,11,10,0,0
55,0,0,0,0,0,0,0,1,1,0,1,4,0,0,1,0,0,0,0,1,1,0,0,1,0,18,7,6,0,0
25,0,0,0,0,0,0,0,1,1,0,1,4,0,0,1,0,0,0,0,1,1,0,0,1,0,12,9,6,0,0
42,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,10,4,0,1
47,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10,4,0,0,1
31,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,34,3,1,0,1
43,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23,0,0,0,1
29,1,1,1,0,0,0,0,1,1,1,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,12,15,5,0,0
22,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,1,0,0,1,0,1,1,0,0,35,12,7,0,0
19,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,11,8,6,0,0
31,0,0,0,1,0,0,0,1,1,0,1,4,0,0,1,0,0,0,0,1,1,0,0,0,0,12,10,6,0,0
47,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,5,3,0,1
25,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,11,5,5,0,0
40,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7,10,6,0,0
46,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,2,0,0,1
41,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,1,0,1,0
23,0,0,0,0,0,1,0,1,1,1,1,4,0,0,1,0,0,0,0,1,1,0,0,0,0,8,12,8,0,0
41,0,0,0,0,0,0,0,1,1,0,1,6,0,0,1,1,1,0,0,1,1,1,1,1,0,37,11,8,0,0
41,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,8,1,2,0,1
47,1,1,1,0,0,1,0,1,1,1,1,2,1,0,1,0,0,1,1,1,1,0,0,1,0,42,21,18,0,1
33,1,1,1,0,0,0,0,1,1,1,1,4,0,0,1,0,0,0,0,1,1,0,0,0,0,12,18,3,0,0
23,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,8,7,3,0,0
23,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,12,9,7,0,0
34,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,2,1,1
23,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,12,10,5,0,0
42,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,19,5,1,0,1
17,0,0,1,0,0,1,1,1,1,1,0,6,0,0,1,0,0,0,0,1,1,0,0,0,1,10,12,7,0,0
23,0,0,0,0,0,0,0,1,1,0,1,2,0,0,1,0,0,0,0,1,1,0,0,1,0,15,5,4,0,0
31,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,23,2,5,0,0
21,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,22,11,6,0,0
32,1,1,1,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,1,0,15,3,1,0,1
39,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,12,3,7,0,1
33,1,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,12,7,7,0,0
20,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,18,2,1,0,1
28,0,0,0,0,0,0,0,1,1,1,1,5,0,0,1,0,0,0,0,0,1,0,0,0,0,6,9,5,0,0
29,1,1,1,0,0,0,0,1,1,1,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,12,15,5,0,0
24,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,21,3,2,0,1
57,0,1,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,1,1,0,0,1,1,17,8,9,0,1
19,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,1,1,0,0
19,0,1,0,0,0,0,0,1,1,1,1,2,0,0,1,0,0,0,0,1,1,0,0,1,0,13,11,9,0,0
32,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,38,12,5,0,1
46,1,1,0,0,0,1,1,1,1,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,15,6,4,0,1
46,1,1,0,0,0,1,1,1,1,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,15,6,4,0,1
46,1,1,0,0,0,1,1,1,1,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,15,6,4,0,1
23,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,0,0,0,0,1,1,0,0,0,0,17,9,9,0,0
30,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,8,0,3,0,0
36,1,0,0,0,0,1,0,1,1,0,0,5,0,0,1,0,0,0,0,1,1,0,0,1,0,18,13,9,0,0
37,1,1,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,1,1,0,0,0,0,11,3,5,0,0
25,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,2,4,0,1
48,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,30,6,6,0,1
25,0,0,0,0,0,0,0,1,1,0,0,5,0,0,1,0,0,0,0,1,1,0,0,1,0,11,5,4,0,0
35,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,2,0,0,1
38,0,0,1,0,0,0,0,1,1,1,0,4,0,0,1,0,0,1,0,1,1,0,0,0,0,10,8,5,0,1
33,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,36,2,0,1,1
46,1,1,0,0,0,1,1,1,1,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,14,6,4,0,1
28,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,28,10,5,0,0
44,1,1,0,0,0,1,1,1,1,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,14,5,5,0,1
44,1,1,0,0,0,1,1,1,1,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,14,5,5,0,1
19,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7,9,7,0,0
55,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,3,0,0,1
39,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,4,2,0,1
55,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,3,0,0,1
24,1,0,0,1,0,0,0,1,1,1,0,2,0,0,1,0,0,0,0,1,1,0,0,0,1,15,19,25,0,1
46,1,1,0,0,0,1,1,1,1,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,14,6,4,0,1
46,1,1,0,0,0,1,1,1,1,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,14,6,4,0,1
46,1,1,0,0,0,1,1,1,1,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,14,6,4,0,1
46,1,1,0,0,0,1,1,1,1,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,14,6,4,0,1
46,1,1,0,0,0,1,1,1,1,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,14,6,4,0,1
46,1,1,0,0,0,1,1,1,1,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,14,6,4,0,1
46,1,1,0,0,0,1,1,1,1,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,14,6,4,0,1
46,1,1,0,0,0,1,1,1,1,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,14,6,4,0,1
46,1,1,0,0,0,1,1,1,1,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,14,6,4,0,1
46,1,1,0,0,0,1,1,1,1,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,14,6,4,0,1
46,1,1,0,0,0,1,1,1,1,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,14,6,4,0,1
46,1,1,0,0,0,1,1,1,1,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,14,6,4,0,1
55,0,1,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,1,1,0,0,1,1,14,9,9,0,1
53,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,21,7,10,0,0
27,1,0,0,0,0,0,0,1,1,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,13,8,3,0,0
55,0,1,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,1,1,0,0,1,1,12,9,9,0,1
25,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,11,2,0,0,1
46,1,1,0,0,0,1,1,1,1,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,14,6,4,0,1
40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,10,6,3,0,1
53,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,5,3,0,0
28,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,8,17,8,0,1
51,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,15,10,8,0,1
53,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,2,1,0,1
40,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,16,5,2,0,1
46,1,1,0,0,0,1,1,1,1,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,14,6,4,0,1
41,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,34,3,5,1,1
52,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,3,1,0,1
25,0,0,0,0,0,0,0,1,1,1,0,2,0,0,1,1,1,0,0,1,1,1,1,0,0,29,8,7,0,0
51,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,25,1,1,1,1
40,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,5,2,0,1
8,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,27,19,10,0,0
50,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,41,9,6,1,1
21,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,3,2,0,0
25,0,0,0,0,0,0,0,1,1,0,1,4,0,0,1,0,0,0,0,0,1,0,0,1,0,15,13,6,0,0
13,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,18,11,7,0,0
38,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,3,1,0,0
29,1,0,0,1,0,1,0,1,1,1,0,4,1,0,1,0,0,0,1,0,1,0,0,0,0,14,10,8,0,1
49,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,15,11,8,0,1
28,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,18,2,1,1,1
53,1,1,1,1,0,1,0,1,1,0,0,6,1,0,1,0,0,1,1,1,1,0,0,1,0,18,13,14,0,1
61,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,26,7,2,0,1
44,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,6,3,3,0,1
31,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,13,12,10,0,1
29,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,7,2,2,0,0
21,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,16,2,3,0,0
15,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,34,12,13,0,0
23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0
30,0,0,0,1,0,1,0,1,1,1,1,5,0,0,1,1,1,0,0,1,1,1,1,1,0,38,16,11,0,0
35,0,0,0,0,0,0,0,1,1,1,0,5,0,0,1,1,1,0,0,0,1,1,1,0,0,26,14,15,0,0
35,0,0,0,0,0,0,0,1,1,1,0,5,0,0,1,1,1,0,0,0,1,1,1,0,0,26,14,15,0,0
23,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,13,11,6,0,0
25,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,13,4,4,0,1
21,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,8,8,5,0,0
45,0,1,1,0,0,0,0,1,1,1,1,5,0,0,1,0,0,0,0,0,1,0,0,1,0,14,9,5,0,0
45,0,1,1,0,0,0,0,1,1,1,1,5,0,0,1,0,0,0,0,0,1,0,0,1,0,14,9,5,0,0
45,0,1,1,0,0,0,0,1,1,1,1,5,0,0,1,0,0,0,0,0,1,0,0,1,0,14,9,5,0,0
34,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,2,4,0,0
29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,0,0
28,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,15,0,1,1,1
35,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,38,10,6,1,1
35,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,38,10,6,1,1
35,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,38,10,6,1,1
35,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,38,10,6,1,1
35,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,38,10,6,1,1
35,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,38,10,6,1,1
35,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,38,10,6,1,1
35,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,38,10,6,1,1
35,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,38,10,6,1,1
35,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,38,10,6,1,1
35,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,38,10,6,1,1
35,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,38,10,6,1,1
35,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,38,10,6,1,1
38,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,25,6,7,1,1
32,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,17,9,4,0,1
54,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,2,3,0,1
57,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,25,1,0,1,1
46,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,24,2,1,1,1
53,0,0,0,0,0,0,0,1,1,1,1,3,0,0,0,1,1,0,0,1,1,1,1,1,0,26,13,8,0,0
53,0,0,0,0,0,0,0,1,1,1,1,3,0,0,0,1,1,0,0,1,1,1,1,1,0,26,13,8,0,0
53,0,0,0,0,0,0,0,1,1,1,1,3,0,0,0,1,1,0,0,1,1,1,1,1,0,26,13,8,0,0
26,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,0,0,0,0,1,1,0,0,0,0,10,10,4,0,0
32,0,0,0,0,0,0,0,1,1,0,0,5,0,0,1,0,0,0,0,1,1,0,0,0,0,12,5,6,0,0
45,1,1,1,0,0,1,1,0,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,1,14,17,9,0,1
37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,2,0,0,0
22,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,0,0,0,0,1,1,0,0,0,0,17,9,9,0,0
19,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,13,12,8,0,0
40,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,47,17,18,1,1
44,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,22,5,4,0,1
31,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,27,15,6,0,0
49,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,27,10,7,0,1
59,1,1,1,1,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,1,0,32,6,1,0,1
21,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,16,3,8,0,1
58,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,19,2,7,1,1
38,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,3,0,0
56,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,13,9,9,0,1
54,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,22,5,3,0,1
24,1,0,0,0,0,1,0,1,1,1,1,3,0,0,1,0,0,0,0,1,1,0,0,1,0,15,7,4,0,0
41,0,0,1,0,0,1,0,1,1,1,0,5,1,0,1,0,0,0,1,1,1,0,0,1,0,17,18,12,0,0
21,0,0,0,0,0,0,0,1,1,0,1,6,0,0,1,0,0,0,0,1,1,0,0,1,0,14,7,4,0,0
