perm_com_htc_launcher_permission_UPDATE_SHORTCUT,perm_com_anddoes_launcher_permission_UPDATE_COUNT,perm_com_sec_android_provider_badge_permission_READ,perm_com_sec_android_provider_badge_permission_WRITE,perm_com_majeur_launcher_permission_UPDATE_BADGE,perm_com_sonyericsson_home_permission_BROADCAST_BADGE,perm_com_sonymobile_home_permission_PROVIDER_INSERT_BADGE,perm_com_huawei_android_launcher_permission_CHANGE_BADGE,perm_android_permission_READ_APP_BADGE,perm_com_oppo_launcher_permission_WRITE_SETTINGS,perm_android_permission_READ_PHONE_STATE,intent_com_google_android_c2dm_intent_RECEIVE,n_api_calls,perm_com_google_android_c2dm_permission_RECEIVE,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_GET_TASKS,perm_me_everything_badger_permission_BADGE_COUNT_WRITE,perm_me_everything_badger_permission_BADGE_COUNT_READ,intent_com_google_android_gms_iid_InstanceID,n_urls,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,n_used_permissions,suspicious_Ldalvik_system_PathClassLoader_,perm_android_permission_WRITE_EXTERNAL_STORAGE,n_receivers,suspicious_getPackageInfo,intent_android_intent_action_MY_PACKAGE_REPLACED,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_com_google_firebase_MESSAGING_EVENT,label
0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,1,0,0,0,0,3,1,3,1,1,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,14,0,1,1,1,0,0,0,7,1,6,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,2,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,14,0,1,0,0,0,0,0,6,0,5,0,1,1,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,0,1,15,1,0,0,0,0,0,0,6,0,6,0,1,3,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,1,0,20,0,1,0,0,0,0,0,1,0,10,0,1,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,14,0,1,0,0,0,0,0,6,0,5,0,1,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,14,0,1,0,0,0,0,0,6,0,5,0,1,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,1,1,0,0,0,3,1,3,0,1,6,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,1,0,3,0,1,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,1,0,3,0,1,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,5,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,19,0,1,1,1,0,0,0,8,1,7,0,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,19,0,1,1,1,0,0,0,8,1,7,0,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,9,0,1,1,1,0,0,0,6,0,5,0,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,13,0,1,1,1,0,0,0,5,1,5,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,5,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,13,0,1,1,1,0,0,0,5,1,5,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,4,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,10,0,1,1,1,0,0,0,0,0,3,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,13,0,1,1,1,0,0,0,5,1,5,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,18,0,1,0,1,0,0,0,3,1,8,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1
1,1,1,1,1,1,0,0,0,0,1,1,17,1,0,0,0,0,0,1,8,0,8,1,1,2,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,0,1,14,1,0,0,0,0,0,1,10,0,6,1,1,4,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,13,0,1,1,1,0,0,0,12,1,5,1,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,11,0,1,1,0,0,0,0,4,0,6,0,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,1,0,0,0,0,3,1,3,1,1,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,14,0,1,0,0,0,0,0,0,0,6,0,1,2,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,16,0,1,0,1,0,0,0,5,1,7,0,1,1,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,0,1,5,1,1,0,0,0,0,0,9,0,4,0,0,4,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,1,1,0,0,0,0,0,3,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,2,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,1,0,4,0,1,1,0,0,0,0,3,0,3,1,1,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,20,1,0,0,0,0,0,1,5,0,7,1,1,2,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,9,0,1,1,1,0,0,0,0,1,4,0,1,0,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,0,0,19,0,0,0,0,1,1,0,2,0,8,0,1,3,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,9,0,1,1,1,0,0,0,0,1,4,0,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,1,0,0,0,7,1,3,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,20,0,1,0,0,0,0,0,6,0,8,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,2,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,2,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,13,0,1,1,1,0,0,0,4,1,5,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,4,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,0,1,17,1,0,0,0,1,1,0,7,0,6,1,0,5,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,1,1,0,0,0,1,1,2,0,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,14,0,1,1,1,0,0,0,2,0,7,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,3,1,1,1,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,6,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,13,0,1,1,1,0,0,0,3,0,3,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,13,0,1,1,1,0,0,0,0,1,5,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,1,1,0,0,0,3,1,3,0,1,6,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,4,0,1,4,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,5,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,0,1,21,1,0,0,0,0,0,1,4,0,6,1,1,2,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,19,0,1,1,0,0,0,0,5,1,10,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,19,0,1,1,0,0,0,0,5,1,10,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,3,1,4,0,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,13,0,1,1,1,0,0,0,2,1,5,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,14,0,1,1,1,0,0,0,11,1,6,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,21,0,1,0,1,0,0,0,0,0,11,0,1,2,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,2,1,4,1,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,1,0,0,0,0,1,2,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,1,0,0,0,0,1,2,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,19,0,1,1,1,0,0,0,9,1,7,0,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,15,0,1,1,0,0,0,0,8,1,5,0,1,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,1,1,0,0,0,2,0,6,0,1,3,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,1,1,0,0,0,2,0,6,0,1,3,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,1,1,0,0,0,2,0,6,0,1,3,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,1,1,0,0,0,2,0,6,0,1,3,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,1,1,0,0,0,2,0,6,0,1,3,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,1,1,0,0,0,2,0,6,0,1,3,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,1,1,0,0,0,2,0,6,0,1,3,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,1,1,0,0,0,2,0,6,0,1,3,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,1,1,0,0,0,2,0,6,0,1,3,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,1,1,0,0,0,2,0,6,0,1,3,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,1,1,0,0,0,2,0,6,0,1,3,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,1,1,0,0,0,2,0,6,0,1,3,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,20,0,1,0,0,0,0,0,8,1,7,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,1,1,0,0,0,2,0,6,0,1,3,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,9,0,1,1,1,0,0,0,0,1,5,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,13,0,1,1,1,0,0,0,13,1,5,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,1,0,0,0,8,0,4,0,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,7,0,1,1,1,0,0,0,11,0,4,0,1,6,1,1,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,1,0,0,0,7,1,3,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,17,0,1,0,0,0,0,0,9,1,8,0,1,2,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,0,1,15,1,0,0,0,1,1,0,7,0,7,1,1,9,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,0,1,12,1,0,0,0,0,0,1,9,0,5,1,1,7,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,16,0,1,1,0,0,0,0,7,1,4,0,1,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,21,0,1,1,0,0,0,0,3,0,11,0,1,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,1,1,0,0,0,1,1,2,0,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,16,0,1,1,1,0,0,0,10,1,8,0,1,2,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,4,0,5,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,20,0,1,1,1,0,0,0,3,0,7,1,1,6,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,20,0,1,0,0,0,0,0,3,0,7,1,1,7,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,17,0,1,1,1,0,0,0,6,1,7,0,1,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,13,0,1,1,1,0,0,0,4,1,5,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,16,0,1,1,0,0,0,0,3,1,6,0,1,4,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,13,0,1,1,0,0,0,0,6,0,7,0,1,1,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,0,0,17,0,0,0,0,1,1,0,1,0,8,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,19,0,1,1,1,0,0,0,6,1,7,0,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,22,0,1,0,1,0,0,0,2,1,8,0,1,5,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,0,1,18,1,0,0,0,1,1,0,7,0,6,1,1,4,1,1,0,0,0
1,1,1,1,1,1,1,1,1,1,0,1,17,1,0,0,0,1,1,0,6,0,6,1,0,5,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,17,0,1,1,1,0,0,0,4,0,7,1,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,18,0,1,0,0,0,0,0,0,1,6,0,1,1,1,0,0,0,1
1,1,1,1,1,1,0,0,0,0,0,1,12,1,0,0,0,0,0,1,4,0,5,0,1,2,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,18,0,1,0,1,0,0,0,9,0,6,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,18,0,1,0,1,0,0,0,9,0,6,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,20,0,1,1,1,0,0,0,7,0,9,0,1,2,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,16,0,1,1,1,0,0,0,0,0,6,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,18,0,1,0,1,0,0,0,9,0,6,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,18,0,1,0,1,0,0,0,9,0,6,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,17,0,1,1,1,0,0,0,2,1,6,0,1,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,1,0,1,0,0,0,0,0,1,18,1,1,0,0,0,0,0,1,0,5,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
1,1,1,1,1,1,1,1,0,0,0,1,12,1,0,0,0,0,0,1,8,0,5,1,0,4,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,13,0,1,1,1,0,0,0,2,1,6,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,9,0,1,1,1,0,0,0,15,1,6,1,1,2,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,1,0,0,0,0,1,1,0,1,3,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,4,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,12,0,1,0,0,0,0,0,7,1,7,0,1,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,5,0,4,0,1,4,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,3,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,17,0,1,1,1,0,0,0,4,0,7,1,1,2,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,0,1,18,1,0,0,1,1,1,0,9,0,8,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,23,0,1,1,1,0,0,0,2,0,7,0,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,11,0,1,1,1,0,0,0,6,1,6,0,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,0,0,18,0,0,0,0,1,1,0,9,0,9,0,1,0,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,1,18,1,0,0,0,1,1,0,6,0,8,1,0,6,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,5,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,5,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,11,0,1,1,1,0,0,0,11,1,5,0,1,0,1,0,0,0,1
