perm_android_permission_ACCESS_NETWORK_STATE,n_permissions,perm_android_permission_READ_PHONE_STATE,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_GET_TASKS,suspicious_Ljava_lang_Runtime___exec,suspicious_getSystemService,n_urls,n_api_calls,n_used_permissions,suspicious_getPackageInfo,n_services,suspicious_Base64,perm_android_permission_SYSTEM_ALERT_WINDOW,suspicious_getExternalStorageDirectory,perm_android_permission_WRITE_EXTERNAL_STORAGE,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_com_qihoo_commonreceiver_ARRIVED,intent_com_qihoo_commonservice_SERVICE,suspicious_getDeviceId,perm_com_android_launcher_permission_INSTALL_SHORTCUT,intent_com_qihoo_commonreceiver_CLEARED,intent_android_intent_action_USER_PRESENT,perm_com_android_vending_BILLING,suspicious_Cipher,n_activities,intent_android_accessibilityservice_AccessibilityService,intent_com_excelliance_open_action_apkverchk,perm_com_samsung_android_providers_context_permission_READ_RECORD_AUDIO,intent_android_intent_action_PACKAGE_ADDED,label
0,3,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,1,2,2,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1
1,3,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,2,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,4,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0
0,1,0,0,0,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1,8,0,1,1,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
0,2,0,0,0,0,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,2,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,2,0,0,0,0,1,3,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1
0,3,0,0,0,0,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
0,7,0,0,0,0,1,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
1,8,1,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0
0,7,0,0,0,0,1,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
0,7,0,0,0,0,1,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
0,3,0,0,0,1,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
0,7,0,0,0,0,1,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1
0,7,0,0,0,0,1,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
0,4,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1
1,7,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1
0,1,0,0,0,0,1,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1,4,0,0,0,0,1,3,4,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0
0,7,0,0,0,0,1,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
1,7,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0
1,7,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
0,3,0,0,0,0,1,5,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0
0,4,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0
1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
1,7,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
0,2,0,0,0,0,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0
1,8,1,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0
0,2,1,0,0,0,1,5,3,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,8,0,0,0,0,0
0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1,6,0,1,0,0,1,2,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
0,2,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
1,2,0,0,0,0,1,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0
0,3,0,0,0,0,1,2,2,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,4,0,0,0,0,1
1,7,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0
1,5,0,0,0,0,1,1,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0
0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,5,1,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0
0,4,0,0,0,0,1,2,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
0,2,0,0,0,0,1,1,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
1,2,0,0,0,0,1,2,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0
0,4,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0
1,8,1,1,1,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
0,1,1,0,0,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,6,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,2,0,0,0,0,1,2,2,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,3,0,1,0,0,1,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,2,0,0,0,0,1,1,2,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
0,3,0,0,0,0,1,4,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1,2,0,0,0,0,1,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
0,3,0,1,0,0,1,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,1,0,0,0,0,1,2,4,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0
0,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1,2,0,0,0,0,1,5,2,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0
0,2,0,0,0,0,1,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
0,2,0,0,0,0,1,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,2,0,0,0,0,1,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1,2,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1,4,1,0,0,0,1,3,4,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0
0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1
0,2,0,0,0,0,1,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1,8,1,1,1,1,0,0,0,0,0,2,0,1,0,1,0,1,1,0,0,1,0,0,0,8,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,2,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
1,8,1,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0
0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1,2,0,0,0,0,1,4,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0
0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
1,2,0,0,0,0,1,4,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0
0,2,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1,5,0,0,0,0,1,3,5,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0
0,3,0,0,0,0,1,4,2,2,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0
0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,4,0,0,0,1,1,1,4,4,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,1
0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,2,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
0,2,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
1,7,0,1,0,1,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0
0,4,0,0,0,0,0,2,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
0,2,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,3,0,0,0,0,1,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,2,0,0,0,0,1,2,3,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,2,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,1,0,0,0,0,1,5,3,3,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0
0,2,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1
0,2,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,2,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
0,2,0,0,0,0,1,2,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
1,3,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
0,1,0,0,0,0,1,2,3,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
1,7,1,1,1,1,0,0,0,0,0,2,0,0,0,1,0,1,1,0,1,1,0,0,0,5,0,0,0,0,1
0,3,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,1,0,0,0,0,1,2,3,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
0,4,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
0,2,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
0,3,0,0,0,0,1,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1,2,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
1,7,1,1,1,1,0,0,0,0,0,2,0,0,0,1,0,1,1,0,1,1,0,0,0,5,0,0,0,0,0
0,4,0,0,0,0,1,2,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0
1,7,1,1,1,1,0,0,0,0,0,2,0,0,0,1,0,1,1,0,1,1,0,0,0,5,0,0,0,0,0
0,7,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1,3,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,3,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,1,0,0,0,0,1,2,3,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,3,0,0,0,0,1,2,3,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
0,0,0,0,0,0,1,2,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0
0,0,0,0,0,0,1,4,2,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0
1,5,0,0,0,0,1,0,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
0,2,0,0,0,0,1,3,2,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,1,4,2,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0
1,3,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
0,3,0,0,0,0,1,6,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
1,7,0,0,0,1,0,0,0,0,0,3,0,0,0,1,1,0,0,0,1,0,1,0,0,10,0,0,0,1,0
0,0,0,0,0,0,1,4,2,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0
0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
0,1,0,0,0,0,1,2,3,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1
1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1,3,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
0,1,0,0,0,0,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1,4,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
0,0,0,0,0,0,1,4,2,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,1,4,2,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0
0,3,0,0,0,0,1,2,3,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
1,8,1,1,1,1,0,0,0,0,0,3,0,1,0,1,0,0,0,0,1,0,1,0,0,7,0,0,0,0,0
0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1
0,2,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0
0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1,7,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0
1,6,0,0,0,0,1,1,4,4,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,9,0,0,0,0,0
0,2,0,0,0,0,1,4,5,3,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,10,0,0,0,0,0
0,3,0,0,0,0,1,0,2,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,1,2,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
0,2,0,0,0,0,1,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
0,0,0,0,0,0,1,3,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,4,0,0,0,0,0,2,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
1,7,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0
1,4,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0
0,1,0,0,0,0,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,5,0,0,0,1,1,1,4,4,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0
1,4,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1
0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
0,1,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1,9,1,1,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
0,8,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0
0,2,0,0,0,0,1,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
0,2,0,0,0,0,1,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
1,4,0,0,0,0,1,1,3,3,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,6,0,0,0,0,1
0,2,0,0,0,0,1,1,3,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1,9,1,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
0,2,0,0,0,0,1,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
0,3,1,0,0,0,1,2,4,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,4,0,0,0,0,0
1,2,0,0,0,0,1,1,5,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0
0,3,1,1,0,1,1,6,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0
1,2,0,0,0,0,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1,8,1,1,1,1,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
1,3,0,0,0,0,1,2,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1
0,3,0,0,0,0,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,2,0,0,0,0,1,3,3,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1
1,2,0,0,0,0,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
