n_api_calls,suspicious_getCellLocation,perm_android_permission_READ_PHONE_STATE,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_android_permission_GET_TASKS,perm_android_permission_CHANGE_NETWORK_STATE,perm_android_permission_CHANGE_WIFI_STATE,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_android_intent_action_USER_PRESENT,intent_com_google_android_c2dm_intent_RECEIVE,intent_com_google_firebase_INSTANCE_ID_EVENT,suspicious_getSubscriberId,intent_com_google_firebase_MESSAGING_EVENT,n_providers,perm_android_permission_WRITE_SMS,perm_android_permission_ACCESS_COARSE_LOCATION,perm_android_permission_ACCESS_WIFI_STATE,n_permissions,perm_com_google_android_c2dm_permission_RECEIVE,suspicious_Ldalvik_system_PathClassLoader_,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_BLUETOOTH,perm_android_permission_RESTART_PACKAGES,intent_android_bluetooth_adapter_action_STATE_CHANGED,perm_android_permission_WRITE_SETTINGS,n_services,intent_android_intent_action_ACTION_POWER_CONNECTED,perm_android_permission_RECEIVE_SMS,n_urls,perm_android_permission_READ_SETTINGS,label
21,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,17,1,0,0,0,0,0,0,3,0,0,27,0,0
23,0,1,0,1,0,0,0,0,1,0,0,0,3,0,0,1,12,1,1,0,0,0,0,0,5,0,0,19,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,1,0,0,14,0,0
19,0,0,0,0,0,0,0,0,1,1,0,1,5,0,0,0,7,1,1,0,0,0,0,0,18,0,0,109,0,0
15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0
46,1,1,1,1,0,0,1,1,0,0,1,0,2,0,1,1,27,0,0,0,1,0,0,1,5,1,0,163,0,0
43,1,0,1,0,0,0,0,1,1,0,0,1,8,0,1,0,12,1,1,0,0,0,0,0,19,1,0,136,0,0
33,0,0,0,0,0,0,0,0,1,1,0,1,6,0,0,1,12,1,1,0,0,0,1,0,16,0,0,136,0,0
31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,6,0,0,41,0,0
19,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,5,1,1,0,0,0,0,0,8,0,0,63,0,0
53,1,1,0,1,1,1,1,0,0,0,1,0,51,1,1,1,180,1,1,1,1,1,0,1,4,0,1,71,0,0
17,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,14,1,0,0,0,0,0,0,8,0,0,40,0,0
18,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,6,1,1,0,0,0,0,0,6,0,0,10,0,0
9,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,7,1,0,0,0,0,0,0,3,0,0,43,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,35,0,0
32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,75,0,0
22,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,30,1,1,0,1,1,0,1,3,0,0,20,0,0
16,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0,0,1,0,0,6,0,0
18,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,5,1,1,0,0,0,0,0,2,0,0,23,0,0
12,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,7,1,0,0,0,0,0,0,2,0,0,29,0,0
13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,1,1,0,0,0,0,0,4,0,0,10,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,17,0,0
38,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,2,0,0,21,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,1,0,0,0,0,0,7,0,0,92,0,0
46,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,28,0,0,1,0,0,0,1,6,0,1,40,0,0
19,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,10,1,0,0,0,0,0,1,7,0,0,44,0,1
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,1,0,0,0,0,0,0,0,0,23,0,0
22,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,19,1,0,0,0,0,0,0,12,0,0,83,0,0
27,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,9,1,1,0,0,0,0,0,5,0,0,66,0,0
19,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,5,1,1,0,0,0,0,0,5,0,0,33,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,53,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,15,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,3,0,0
19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,26,1,1,0,0,0,0,0,10,0,0,44,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,23,0,0
0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,42,0,0,1,0,0,0,1,14,0,1,0,1,0
18,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,24,1,1,0,0,0,0,0,3,0,0,4,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,0,0
20,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,11,1,1,0,0,0,0,0,6,0,0,29,0,0
32,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,13,1,0,0,0,0,0,0,3,0,0,32,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,25,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,5,0,0,279,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,25,0,0,30,0,0
12,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,24,1,0,0,0,0,0,0,3,0,1,33,0,1
22,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,5,1,1,0,0,0,0,0,5,0,0,26,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,9,0,0
8,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,27,0,0,1,0,1,0,1,3,0,0,6,0,0
46,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,0,1,0,0,0,0,0,2,0,0,102,0,0
26,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,14,1,1,0,0,0,0,0,9,0,0,83,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,15,0,0
25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,56,0,0
21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,14,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,22,0,0
10,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,6,1,1,0,0,0,0,0,4,0,0,29,0,0
41,0,0,0,0,0,0,0,0,1,1,0,1,4,0,0,1,11,1,1,0,0,0,0,0,16,0,0,59,0,0
21,0,0,0,0,0,0,0,0,1,1,0,1,7,0,0,1,13,1,1,0,0,0,0,0,14,0,0,72,0,0
17,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,32,1,1,0,0,0,0,0,4,0,0,31,0,0
22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,1,1,0,0,0,0,0,10,0,0,115,0,0
6,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,21,0,1,1,1,0,0,0,3,0,0,3,0,0
17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,1,1,0,0,0,0,0,3,0,0,4,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,1,0,0,17,0,0
22,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,33,1,1,0,0,0,0,0,12,0,0,50,0,0
36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,1,0,0,0,0,0,4,0,0,71,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,18,0,0
16,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,7,1,1,0,0,0,0,0,9,0,0,52,0,0
57,1,1,1,1,1,1,1,1,0,0,1,0,2,0,1,1,35,0,0,0,0,1,0,1,16,1,0,192,0,1
13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0
23,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,1,0,1,0,0,0,0,5,0,0,176,0,1
29,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0,0,0,0,0,2,0,0,65,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,29,1,1,0,0,0,0,0,4,0,0,34,0,1
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
26,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,33,0,0
13,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,17,1,0,0,0,0,0,0,3,0,0,55,0,0
15,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,9,1,1,0,0,0,0,0,8,0,0,47,0,0
5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,2,0,0,49,0,0
25,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,8,1,1,0,0,0,0,0,6,0,0,45,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0
6,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,7,0,0,0,0,0,0,0,5,0,0,15,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,0,0,0,0,0,0,0,0,1,1,0,1,5,0,0,0,12,1,1,0,0,0,0,0,21,0,0,189,0,0
28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,0,1,0,1,0,0,0,4,0,0,9,0,0
20,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,8,1,1,0,0,0,0,0,4,0,0,11,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,5,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,0,0,0,1,0,0,13,0,0
22,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,12,1,1,0,0,0,0,0,4,0,0,88,0,0
17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,1,0,0,0,0,0,0,0,0,18,0,0
37,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,0,0,1,4,0,0,34,0,0
17,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,6,1,1,0,0,0,0,0,4,0,0,20,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,0,0
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,42,0,0
22,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,26,1,0,0,0,0,0,0,20,0,0,12,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,20,0,0
19,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,6,1,1,0,0,0,0,0,2,0,0,21,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,0,0
31,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,0,33,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
26,0,0,0,0,0,0,0,0,1,1,0,1,4,0,0,1,27,1,1,0,0,0,0,0,14,0,0,73,0,0
34,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,15,1,1,0,1,0,0,0,12,0,0,122,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0
10,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,7,1,1,0,0,0,0,0,5,0,0,36,0,0
13,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,20,0,0,1,0,0,0,1,2,0,0,0,1,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,33,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,53,0,0
20,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,27,1,1,0,0,0,0,0,11,0,0,27,0,0
19,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,21,1,1,0,0,0,0,0,7,0,0,24,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,0,0
12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,14,1,0,0,0,0,0,0,3,0,0,118,0,0
14,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,7,1,1,0,0,0,0,0,7,0,0,41,0,0
69,1,1,1,1,1,1,1,1,0,0,1,0,17,1,1,1,125,0,1,1,1,1,0,1,57,0,1,202,1,0
18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,1,0,0,0,0,0,1,0,0,35,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22,0,0,0,0,0,0,0,0,1,1,0,1,2,0,1,0,13,1,1,0,0,0,0,0,8,0,0,25,0,0
35,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,1,7,1,0,0,0,0,0,0,4,0,0,77,0,0
26,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,10,1,1,0,1,0,1,0,8,0,0,18,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0
52,1,1,1,1,0,0,0,0,0,0,1,0,7,0,1,1,33,0,0,1,0,1,0,0,22,0,1,687,0,0
24,0,1,1,0,0,0,0,0,1,1,0,1,2,0,1,0,19,1,1,0,0,0,0,0,15,0,1,107,0,0
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,45,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0
27,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,15,0,0,0,0,0,0,0,1,0,1,9,0,0
27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,35,0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,30,0,0
10,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,9,1,1,0,0,0,0,0,8,0,0,51,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,29,0,0
16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,18,0,1
33,0,1,0,0,0,0,0,0,1,0,0,1,4,0,0,0,10,1,1,0,0,0,0,0,7,0,0,66,0,0
23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,5,0,0,176,0,0
27,0,0,1,0,0,0,1,0,1,0,0,1,8,0,1,0,18,0,1,0,0,0,0,0,25,1,0,116,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,4,0,0,41,0,0
14,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,5,1,1,0,0,0,0,0,5,0,0,54,0,0
27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,1,3,0,0,22,0,0
42,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,49,1,0,1,1,1,0,1,25,1,0,124,0,0
55,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,0,0,2,0,0,74,0,0
28,1,1,0,0,0,0,0,0,1,1,1,0,2,0,1,1,17,1,1,0,0,0,0,0,12,0,0,133,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,34,0,0
29,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1,1,14,1,1,0,0,0,0,0,8,0,0,34,0,0
24,0,1,0,0,0,0,0,0,1,1,0,1,6,0,0,0,30,1,1,0,0,1,0,1,12,0,0,94,0,0
43,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,1,0,0,0,0,2,0,0,52,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,11,0,1,0,0,0,0,0,3,0,0,189,0,1
15,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,12,1,1,0,0,0,0,1,7,0,0,23,0,0
18,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,8,1,1,0,0,0,0,0,2,0,0,24,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,1,28,0,0,32,0,1
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,19,0,1
0,0,1,1,1,1,1,0,1,0,0,0,0,2,0,1,1,23,0,0,0,0,0,0,1,7,1,1,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,1,1,1,1,1,1,1,0,0,0,0,2,1,1,1,49,0,0,1,1,1,0,1,10,0,1,0,1,0
58,1,1,1,0,0,1,0,1,1,1,1,1,2,0,1,1,32,1,1,1,1,0,0,0,30,0,0,171,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,19,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0
20,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,8,1,0,0,0,0,0,0,5,0,0,199,0,0
34,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,14,1,1,0,1,0,0,0,9,0,0,90,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,20,0,0
23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,5,0,0,176,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,28,0,0
16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,3,0,0,3,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,1,0,0,0,0,0,0,0,0,50,0,0
18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,1,0,0,0,0,0,0,2,0,0,45,0,0
18,0,0,1,0,0,0,0,0,1,1,0,1,3,0,0,0,27,1,1,0,0,0,0,0,8,0,0,366,0,0
12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,1,0,0,0,0,0,0,4,0,0,7,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,23,0,0
30,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,12,0,0
23,0,0,0,0,0,0,0,0,1,1,0,0,5,0,1,1,30,1,1,0,1,0,0,0,17,0,0,71,0,0
19,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,6,1,1,0,0,0,0,0,3,0,0,28,0,0
28,0,1,0,0,0,0,0,0,1,1,0,1,3,0,0,0,10,1,1,0,0,0,0,0,4,0,0,42,0,0
29,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,3,0,0,14,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,3,0,0,17,0,0
10,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,10,1,1,0,0,0,0,0,3,0,0,27,0,0
17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,1
16,0,1,1,1,1,1,1,1,1,1,1,0,2,0,0,1,19,1,0,0,0,1,0,0,14,0,0,72,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,20,0,0
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0
19,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,19,0,0,0,0,0,0,1,2,0,0,213,0,0
27,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,17,1,1,0,0,0,0,0,13,0,0,162,0,0
19,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10,1,1,0,0,0,0,0,2,0,0,66,0,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,1,0,0,0,0,0,0,0,0,34,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,33,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
38,0,1,0,1,0,0,0,0,1,1,0,1,2,0,1,1,22,1,1,0,1,0,0,0,12,0,0,141,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
23,0,0,0,0,0,0,0,0,1,1,0,1,5,0,1,1,16,1,1,0,0,0,0,0,27,0,0,52,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,25,0,0
18,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,11,1,0,0,0,0,0,0,5,0,0,43,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,36,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,21,0,0
4,0,1,1,1,1,1,1,1,0,0,0,0,5,0,1,1,37,0,1,0,1,1,0,1,6,0,0,3,1,0
22,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,8,1,1,0,0,0,0,0,6,0,0,26,0,0
22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,35,0,0
13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,16,0,0
23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,14,0,0
26,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,7,1,1,0,0,0,0,0,5,0,0,56,0,1
20,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,12,1,1,0,0,0,0,0,7,0,0,13,0,0
23,0,0,1,0,1,1,0,0,0,0,0,0,4,0,1,1,27,0,1,0,1,0,0,1,18,0,0,88,0,0
8,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,10,1,1,0,0,0,0,0,6,0,0,30,0,0
27,0,0,0,0,0,0,0,0,1,1,0,1,6,0,0,0,11,1,1,0,0,0,0,0,8,0,0,59,0,0
32,1,0,1,0,0,0,1,1,1,1,0,1,3,0,0,0,23,1,1,0,0,0,0,1,23,1,0,100,0,0
24,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,12,1,1,0,0,0,0,0,5,0,0,34,0,0
25,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,5,1,1,0,0,0,0,0,4,0,0,28,0,1
24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,42,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,4,0,1
35,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,26,1,1,0,0,0,0,0,14,0,0,70,0,0
31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,1,0,0,0,0,0,0,0,0,87,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17,0,0
19,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,20,1,0,1,0,0,0,0,12,0,0,81,0,1
20,0,0,1,0,0,0,0,0,1,1,0,1,6,0,0,0,11,1,1,0,0,0,0,0,16,0,0,50,0,0
4,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,6,1,1,0,0,0,0,0,2,0,0,8,0,0
37,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,14,1,0,0,1,0,0,0,1,0,0,6,0,0
28,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,15,1,1,0,0,0,0,0,6,0,0,44,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,17,0,0
