n_urls,n_used_permissions,n_api_calls,suspicious_Ldalvik_system_PathClassLoader_,suspicious_getExternalStorageDirectory,n_activities,suspicious_getDeviceId,suspicious_Ljava_lang_System___loadLibrary,suspicious_Ljava_lang_System___load,n_permissions,suspicious_getSubscriberId,perm_com_android_vending_BILLING,n_receivers,n_providers,perm_android_permission_WRITE_EXTERNAL_STORAGE,n_services,perm_android_permission_SET_WALLPAPER,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_READ_EXTERNAL_STORAGE,intent_com_android_vending_INSTALL_REFERRER,perm_com_google_android_c2dm_permission_RECEIVE,suspicious_system_bin_su,perm_android_permission_CAMERA,perm_android_permission_WRITE_SETTINGS,intent_com_google_vr_vrcore_ACTION_NONE,intent_android_accounts_AccountAuthenticator,intent_com_umeng_message_message_handler_action,intent_com_mobiletool_appstore_action_wap,perm_com_yulong_android_launcherL_permission_READ_SETTINGS,intent_android_intent_action_USER_PRESENT,label
114,15,28,1,1,42,1,1,1,17,0,0,10,5,0,11,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
46,8,25,1,1,5,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,8,21,0,0,8,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,10,21,1,1,28,1,0,0,10,0,1,4,3,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
32,8,18,1,1,16,0,1,1,20,0,0,10,1,1,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
60,10,13,1,1,8,1,0,0,10,0,0,4,4,0,10,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
48,5,14,0,1,46,1,1,1,11,0,0,6,3,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37,11,30,0,1,6,1,1,1,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46,7,21,0,1,15,1,1,1,9,0,0,4,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
64,11,28,1,1,16,1,1,1,7,0,0,3,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
71,12,31,1,1,17,1,0,1,6,0,1,3,3,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
59,13,41,1,1,14,1,1,1,15,0,0,4,3,1,7,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
32,3,8,0,1,3,1,1,1,6,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,11,20,1,1,7,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,7,16,0,1,6,1,1,1,11,0,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33,7,18,0,1,5,1,0,0,10,1,0,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
121,8,17,0,1,108,1,0,0,11,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3,3,3,0,0,3,1,0,0,8,0,0,3,1,1,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,5,15,0,1,2,1,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,11,38,0,1,5,1,1,1,7,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,12,41,1,1,3,1,1,1,15,0,0,2,1,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
102,12,42,0,1,30,1,1,1,31,1,0,6,0,1,9,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0
15,7,15,0,1,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,3,4,1,1,3,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,5,12,0,1,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,9,19,1,1,4,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,4,8,0,1,15,1,1,1,9,0,0,4,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
38,5,7,1,1,11,1,1,1,8,0,0,3,1,1,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
51,5,14,0,1,38,1,1,1,13,0,0,8,3,1,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
16,9,31,0,1,86,1,0,0,13,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
119,12,38,1,1,43,1,1,1,7,1,0,5,3,1,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,5,12,0,1,1,1,0,0,9,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,7,19,1,1,27,1,0,0,7,0,0,5,1,1,21,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
63,10,28,1,1,8,1,0,0,5,0,0,5,1,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
15,6,17,0,1,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,15,34,1,1,3,1,0,0,21,0,0,4,1,1,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1,3,8,0,1,13,0,0,0,6,0,0,7,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,6,14,0,1,9,1,1,1,11,0,0,4,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
3,5,13,0,1,13,1,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,6,19,1,1,12,1,0,0,8,0,0,5,1,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
11,9,21,1,1,4,1,1,1,16,0,0,6,3,1,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
32,3,8,0,1,3,1,1,1,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66,9,22,1,1,6,1,0,0,5,0,0,5,1,0,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
276,16,52,1,1,124,1,1,1,20,1,0,9,9,1,13,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
35,9,15,1,1,13,1,1,1,25,0,0,8,3,1,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
33,3,8,0,1,7,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,7,11,0,1,34,1,0,0,9,0,0,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
410,18,52,1,1,43,1,1,1,32,0,0,18,2,1,15,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
17,6,18,0,1,27,0,0,0,4,0,0,1,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
83,11,27,0,1,19,1,0,0,19,0,0,9,3,1,10,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,17,0,0,1,16,0,0,1,0,1,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
30,9,22,0,1,10,1,1,1,5,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,6,13,0,1,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,10,26,1,1,53,1,1,1,17,1,0,9,2,1,13,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
67,9,27,1,1,13,1,1,1,14,0,0,6,5,1,9,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
1,4,6,0,1,1,0,1,1,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,12,35,0,1,2,1,1,1,28,1,0,6,1,1,12,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
42,4,9,0,1,24,1,1,1,7,0,0,1,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
78,15,35,1,1,62,1,1,1,38,1,0,21,8,1,40,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0
25,11,24,1,1,7,1,0,0,8,0,0,1,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2,9,37,0,1,1,1,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,4,0,1,3,0,0,0,15,0,0,1,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,12,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,10,32,0,1,3,1,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,5,7,0,1,4,1,0,0,5,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,8,19,1,1,8,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,13,47,0,1,42,1,1,1,8,0,0,8,1,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
151,9,20,1,1,38,1,1,1,21,0,0,5,1,1,3,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
54,5,7,0,1,4,1,0,0,5,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,18,0,1,1,1,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
157,13,39,1,1,35,1,1,1,24,1,0,20,3,1,20,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
188,16,71,0,1,142,1,1,1,39,1,0,5,1,1,9,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1
34,5,6,1,1,5,1,0,0,3,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,7,17,0,1,17,1,0,0,5,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32,13,29,0,1,1,1,0,0,5,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
32,8,16,0,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,8,20,1,1,6,1,0,0,8,0,0,4,1,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
70,10,21,0,1,12,1,0,0,8,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
17,3,4,1,0,4,1,1,1,5,0,0,3,2,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
30,6,14,1,1,12,1,0,0,6,0,0,1,0,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
62,13,38,0,1,67,1,1,1,16,0,1,5,1,1,4,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
25,11,29,1,1,22,1,1,1,12,0,1,6,3,1,11,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0
43,9,25,0,1,12,1,1,1,9,0,0,4,0,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1
92,8,17,1,1,47,1,0,0,6,0,0,3,3,1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,5,14,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,7,18,1,1,26,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,10,22,1,1,4,0,0,0,5,0,0,2,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9,12,23,0,1,7,1,0,0,12,0,0,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
48,10,24,0,1,11,1,1,1,12,0,0,1,1,1,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
29,7,20,1,1,4,1,0,0,11,0,0,5,1,1,6,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
4,7,15,1,1,18,1,1,1,9,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
147,10,30,1,1,63,1,1,1,11,0,0,12,5,1,16,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,11,0,1,1,15,0,0,3,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71,5,13,1,1,8,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,8,25,1,1,5,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,17,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,9,14,0,1,20,1,1,1,16,0,0,3,3,1,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
35,8,27,1,1,6,1,0,0,18,0,0,4,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57,13,26,1,1,9,1,1,1,15,1,0,4,2,1,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
17,11,20,0,1,7,1,0,0,4,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35,3,8,0,1,6,1,1,1,5,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,7,16,0,1,3,0,0,0,6,0,0,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
18,7,18,1,1,5,1,0,0,6,0,0,4,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
41,5,12,0,1,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,7,17,0,1,13,1,1,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,10,0,1,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,7,20,1,1,19,1,1,1,19,0,1,6,1,1,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
4,1,1,0,0,7,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,8,18,1,1,20,1,0,0,6,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30,10,20,1,1,3,1,1,1,7,0,1,3,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
28,8,20,1,1,9,0,1,1,4,0,1,2,1,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
28,9,28,1,1,4,1,0,0,28,0,0,8,1,1,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
26,7,17,0,1,10,0,1,1,16,0,0,6,0,1,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
38,6,27,0,1,8,1,0,0,12,0,0,8,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
29,10,23,1,1,3,1,1,1,20,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
18,3,3,0,1,3,0,0,0,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,15,65,0,1,97,1,1,1,38,1,0,3,0,1,8,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0
44,4,8,0,1,23,1,1,1,9,0,0,13,1,1,12,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
50,7,16,0,1,16,1,1,1,7,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
38,10,24,1,1,3,1,0,1,2,0,0,3,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
203,17,66,0,1,47,1,1,1,32,1,0,4,0,1,4,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0
120,4,9,0,1,4,1,0,0,11,0,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,7,14,0,1,18,1,0,0,6,0,0,3,2,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17,7,19,0,1,16,0,0,0,6,0,0,1,0,1,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
19,7,18,1,1,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,12,43,1,1,99,1,1,1,18,0,0,6,5,1,16,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
35,8,27,0,1,2,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,9,25,0,1,5,1,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,7,22,0,1,8,0,0,0,22,0,0,2,0,1,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
169,16,74,0,1,83,1,1,1,30,1,0,11,3,1,12,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0
14,13,33,0,1,2,1,1,1,30,0,0,1,0,1,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
35,10,24,1,1,7,1,0,0,8,0,0,3,1,1,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
91,14,63,1,1,23,1,1,1,16,0,0,6,3,1,11,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
49,10,32,0,1,7,1,0,0,8,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
31,7,18,1,1,10,1,0,0,4,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,16,63,1,1,13,1,1,1,19,0,1,9,4,1,17,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
14,8,20,1,1,6,1,1,1,18,0,0,3,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
57,8,21,1,1,13,0,1,1,5,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,76,0,1,1,24,0,0,4,2,1,4,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0
26,7,16,1,1,17,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,9,19,0,1,9,1,1,1,14,0,0,4,1,1,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
202,21,69,1,1,419,1,1,1,124,1,0,18,17,1,56,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0
145,12,32,1,1,209,1,1,1,27,1,0,6,7,1,18,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
4,5,6,0,1,1,1,0,0,8,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
179,15,46,1,1,57,1,1,1,10,0,1,15,3,1,9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
27,5,6,1,1,8,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,8,28,0,1,4,1,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,6,16,1,1,2,0,0,0,4,0,0,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6,7,23,0,1,2,1,0,0,20,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,4,9,0,1,9,0,1,1,12,0,0,4,2,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
7,12,39,1,1,11,1,1,1,14,0,0,11,0,1,13,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
6,6,15,0,1,2,1,1,1,13,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,11,25,1,1,4,1,1,1,8,0,0,3,1,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
98,14,46,0,1,38,1,1,1,10,0,0,4,2,1,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
39,7,17,0,1,18,1,0,0,8,0,1,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
30,9,19,1,1,13,1,0,0,6,0,0,3,1,1,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
3,9,18,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,9,18,0,1,16,1,1,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13,29,0,1,1,1,1,1,26,1,0,3,0,1,5,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
17,8,29,0,1,6,1,0,0,16,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
17,8,20,1,1,3,1,1,1,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,179,0,1,1,33,0,0,9,5,1,16,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
23,9,17,1,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,8,14,1,1,16,1,0,0,12,0,0,7,5,1,13,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
21,6,17,1,1,4,0,0,0,5,0,0,4,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
54,17,70,0,1,1,1,1,1,23,1,0,0,0,1,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
71,8,20,1,1,12,1,0,0,11,0,0,6,1,1,10,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
22,9,23,1,1,3,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,14,53,0,1,37,1,1,1,2,0,0,10,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,7,19,0,1,5,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,8,19,0,1,4,1,0,0,8,0,0,3,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
120,12,16,1,1,58,1,1,1,19,0,0,11,8,1,23,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
25,8,16,1,1,5,1,0,0,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,10,32,1,1,4,1,1,1,7,0,0,5,1,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
16,10,21,1,1,5,1,1,1,11,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,12,61,1,1,21,1,1,1,15,1,0,4,2,1,4,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0
1,1,1,0,1,2,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,14,56,1,1,55,1,1,1,24,1,0,6,3,1,9,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
24,6,14,0,1,13,1,1,1,4,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
57,12,38,1,1,10,1,1,1,21,1,0,5,4,1,3,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0
63,15,36,1,1,50,1,1,1,6,0,0,3,0,1,9,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1
20,9,22,1,1,6,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,6,7,1,1,8,1,0,0,5,0,0,4,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
37,12,41,0,1,11,1,0,0,5,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
31,7,18,0,1,9,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71,7,18,1,1,26,1,0,0,11,0,1,5,1,1,11,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
16,5,12,1,1,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,9,22,1,1,38,1,1,1,17,0,0,9,3,1,9,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0
53,8,31,1,1,13,1,1,1,12,0,1,4,1,1,7,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
22,13,25,1,1,4,1,1,1,6,0,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,5,6,1,1,8,1,0,0,5,0,0,3,2,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
10,5,12,0,1,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,5,12,0,1,3,1,0,0,8,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60,8,17,0,1,12,1,1,1,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31,9,19,1,1,17,1,1,1,29,0,0,4,4,1,9,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
23,4,5,1,1,2,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113,16,39,1,1,24,1,1,1,12,0,0,10,4,1,11,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
32,9,20,1,1,11,1,0,0,7,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,6,15,0,1,7,0,1,1,19,0,1,4,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
33,8,22,1,1,27,1,1,1,15,0,0,13,3,1,15,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
37,9,31,0,1,7,1,1,1,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31,9,20,1,1,6,1,0,0,9,0,1,3,2,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
27,11,45,1,1,12,1,1,1,16,0,0,0,1,1,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
24,11,23,1,1,6,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,39,0,1,9,1,1,1,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54,4,5,0,1,17,1,0,0,9,0,0,2,0,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
19,5,12,0,1,4,1,0,0,6,0,0,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,10,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
16,7,19,1,1,8,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48,11,29,0,1,7,1,0,0,7,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
105,13,47,0,1,42,1,1,1,8,0,0,8,1,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
22,5,14,1,1,2,1,0,0,6,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,6,13,0,1,15,0,1,1,8,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
