n_permissions,perm_android_permission_GET_TASKS,perm_android_permission_READ_PHONE_STATE,n_activities,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_com_android_launcher_permission_INSTALL_SHORTCUT,n_services,intent_android_intent_action_BOOT_COMPLETED,n_api_calls,n_used_permissions,n_urls,suspicious_getSystemService,perm_android_permission_ACCESS_NETWORK_STATE,suspicious_Base64,intent_android_intent_action_PACKAGE_ADDED,suspicious_getExternalStorageDirectory,n_receivers,intent_android_intent_action_USER_PRESENT,perm_android_permission_RECEIVE_BOOT_COMPLETED,suspicious_getPackageInfo,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,perm_android_permission_WRITE_EXTERNAL_STORAGE,perm_com_android_vending_BILLING,suspicious_Ljava_lang_Runtime___exec,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_android_permission_MODIFY_AUDIO_SETTINGS,intent_com_google_vr_vrcore_ACTION_NONE,suspicious_Cipher,suspicious_getDeviceId,perm_com_android_launcher_permission_READ_SETTINGS,label
8,0,0,3,0,0,0,0,19,7,7,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
24,0,0,19,0,0,13,1,19,8,53,1,1,1,0,1,8,0,1,1,0,0,1,1,0,0,0,1,1,0,0
10,0,0,17,0,0,3,0,19,6,15,1,1,1,0,1,4,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2,0,0,2,0,0,0,0,20,10,39,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5,0,0,10,0,0,0,0,15,8,34,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
21,1,1,2,1,0,0,0,10,4,4,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0
3,0,0,45,0,0,0,0,21,12,23,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
16,0,1,10,0,0,14,1,23,9,54,1,1,1,0,1,4,0,1,1,0,1,0,1,0,0,0,1,1,0,0
25,1,1,23,0,1,9,0,24,9,209,1,1,1,0,1,7,0,0,1,1,1,0,1,0,0,0,1,1,0,0
8,0,0,2,0,0,3,0,17,6,8,1,1,1,0,1,4,0,0,1,0,1,1,0,0,0,0,1,0,0,0
24,0,0,9,0,0,8,0,19,7,17,1,1,1,0,1,4,0,0,1,0,1,0,0,0,0,0,1,1,0,0
7,0,1,3,0,0,1,1,23,6,1,1,0,1,0,1,5,0,1,1,0,1,0,0,0,1,0,1,0,0,0
26,0,0,32,0,0,13,1,48,18,144,1,1,1,0,1,8,0,1,1,0,1,0,1,0,0,0,1,1,0,0
23,0,0,8,0,0,4,1,17,6,17,1,1,1,0,1,4,0,1,1,0,0,0,1,0,0,0,1,1,0,0
15,0,1,7,1,0,1,0,23,7,29,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0
8,0,0,4,0,0,2,0,18,7,34,1,1,1,0,1,4,0,0,1,0,1,0,0,0,0,0,1,1,0,0
5,0,0,5,1,0,1,0,27,9,19,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
7,0,0,17,0,0,5,1,34,12,50,1,1,1,0,1,3,0,1,1,0,0,0,0,0,0,0,1,1,0,0
4,0,0,6,0,0,0,0,16,8,29,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
12,0,1,26,0,0,12,0,30,14,66,1,1,1,0,1,8,0,0,1,0,1,0,1,0,0,0,1,1,0,0
37,1,1,146,1,0,4,0,69,28,199,1,1,1,0,1,3,0,0,1,0,1,0,1,1,1,0,1,1,0,0
7,0,0,8,0,0,0,0,25,9,23,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
8,0,1,1,0,0,0,0,7,3,5,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
21,1,1,17,1,0,6,0,27,9,40,1,1,1,1,1,5,1,0,1,0,1,0,1,1,0,0,1,1,0,0
9,0,0,15,0,0,7,0,19,9,24,1,1,1,0,1,5,0,0,1,0,0,0,0,0,0,0,1,1,0,0
5,0,0,7,0,0,0,0,23,9,26,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
4,0,0,3,1,0,0,0,18,8,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2,0,0,2,0,0,0,0,13,5,19,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7,0,0,6,0,0,9,1,16,6,64,1,1,1,0,1,9,0,1,1,0,0,0,0,0,0,0,1,1,0,0
9,0,0,27,0,0,2,1,34,14,93,1,1,1,1,1,3,0,1,1,0,1,1,1,0,0,1,1,1,0,0
17,0,1,14,0,0,6,0,43,10,49,1,1,1,0,1,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
3,0,0,14,0,0,0,0,17,8,20,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
5,0,0,16,0,0,8,0,15,6,36,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
23,0,0,5,0,0,2,1,25,10,8,1,1,1,0,1,8,1,1,1,0,1,0,0,0,0,0,1,1,0,0
5,0,0,14,0,0,1,0,23,7,33,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
8,0,0,20,0,0,2,0,6,4,5,1,0,1,0,1,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0
18,1,1,17,0,0,3,1,19,9,42,1,1,1,0,1,3,1,1,1,0,1,0,1,0,0,0,1,1,0,0
57,0,1,142,1,1,36,1,50,21,209,1,1,1,0,1,21,0,1,1,0,1,1,1,0,1,0,1,1,0,0
40,1,1,127,0,1,13,1,25,12,339,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,0,1,1,0,0
4,0,0,5,0,0,5,1,35,14,24,1,1,1,0,1,2,0,0,1,0,0,0,1,0,0,0,1,1,0,0
2,0,0,21,0,0,4,0,17,7,49,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
10,0,0,17,0,0,1,0,23,6,20,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
5,0,0,5,0,0,2,0,18,7,15,1,1,1,0,1,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0
6,0,0,9,0,0,5,0,22,9,23,1,1,1,0,1,4,0,0,1,0,1,0,0,0,0,0,1,1,0,0
13,0,1,2,0,0,1,0,17,8,6,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
8,0,0,3,0,0,0,0,12,8,11,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
6,0,0,1,0,0,0,0,5,4,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
12,0,1,7,0,0,1,0,39,15,24,1,1,1,0,1,3,0,0,1,0,1,1,0,0,0,0,0,1,0,0
9,0,0,28,0,0,2,0,19,7,32,1,1,1,0,1,2,0,0,1,0,1,1,0,0,0,0,1,1,0,0
2,0,0,6,0,0,0,0,19,9,26,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
14,1,1,5,1,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0
8,0,0,12,0,0,3,0,27,9,32,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
12,1,1,16,0,0,11,0,21,9,70,1,1,1,0,1,6,0,0,1,0,1,0,0,0,0,0,1,1,0,0
3,0,0,3,0,0,0,0,24,11,23,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
8,0,1,3,0,0,4,1,13,6,3,1,1,1,0,1,4,1,1,1,0,1,0,0,0,0,0,1,1,0,0
7,0,0,6,0,0,5,0,21,12,31,1,1,1,0,1,3,0,0,1,0,1,0,0,0,0,0,1,1,0,0
9,0,0,22,0,1,9,1,17,8,88,1,1,1,0,1,6,0,1,1,0,1,0,0,0,0,0,1,1,0,0
7,1,1,2,0,0,2,0,20,8,16,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0
5,0,0,22,0,0,3,0,38,10,60,1,1,1,0,1,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0
21,0,1,26,1,1,11,1,22,9,71,1,1,1,1,1,12,0,1,1,0,1,0,1,0,0,0,1,1,0,0
7,0,1,3,0,0,3,0,19,10,30,1,1,1,0,1,3,0,0,1,0,1,0,0,0,1,0,1,0,0,0
31,0,0,9,0,0,9,1,25,12,40,1,1,1,0,1,12,0,1,1,0,1,0,1,0,0,0,1,0,0,0
7,0,0,3,0,0,6,0,29,13,17,1,1,1,0,1,2,0,0,1,0,1,0,1,0,0,0,1,1,0,0
2,0,0,2,0,0,0,0,18,7,18,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
10,0,0,26,0,0,9,1,19,9,43,1,1,1,0,1,11,0,1,1,0,1,1,0,0,0,0,1,1,0,0
3,0,0,3,0,0,0,0,7,5,20,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3,0,0,5,0,0,0,0,29,10,35,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
9,0,1,2,0,0,0,0,9,6,28,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
14,0,1,36,1,0,7,0,25,10,54,1,1,1,1,1,4,0,0,1,0,1,0,0,0,0,0,1,1,0,0
36,1,1,65,1,0,16,1,31,12,146,1,1,1,0,1,9,1,1,1,0,1,0,1,1,1,0,1,1,0,0
7,0,1,4,0,0,0,0,9,4,34,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0
4,0,0,13,0,0,0,0,11,7,55,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
3,0,0,4,0,0,1,0,15,6,12,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1
28,0,0,35,0,0,17,1,23,12,36,1,1,1,0,1,10,0,1,1,0,0,0,1,0,0,0,1,1,0,0
2,0,0,11,0,0,0,0,18,7,19,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
5,0,0,6,0,0,5,0,19,8,7,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
7,1,1,3,0,0,4,1,18,6,15,1,1,1,0,1,3,0,0,1,0,1,0,1,0,0,0,1,1,0,0
11,0,1,19,0,0,3,1,34,9,40,1,1,1,0,1,2,0,1,1,0,1,0,1,0,0,0,1,1,0,0
5,0,1,1,0,0,0,0,8,5,26,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
18,0,0,5,1,0,25,0,13,7,36,1,1,1,0,1,6,0,1,1,0,1,0,0,0,0,0,1,1,0,0
2,0,0,1,0,0,0,0,16,5,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6,0,0,25,0,0,1,0,6,3,13,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
8,0,0,5,0,0,1,0,6,5,1,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,0,0,7,0,0,0,0,20,8,34,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
8,0,0,22,0,0,5,0,28,14,36,1,1,1,0,1,5,0,0,1,0,1,1,0,0,0,1,1,1,0,0
10,0,0,21,0,0,9,1,40,16,72,1,1,1,0,1,4,0,0,1,0,1,0,1,0,0,0,1,1,0,0
3,0,0,7,0,0,0,0,14,7,14,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
26,0,0,10,0,0,17,1,22,9,70,1,1,1,0,1,9,0,1,1,0,0,0,1,0,0,0,1,1,0,0
3,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1,1,117,1,1,27,1,63,20,332,1,1,1,1,1,23,1,1,1,1,1,0,1,1,1,0,1,1,1,0
7,0,0,7,0,0,3,0,24,7,39,1,1,1,0,1,5,0,0,1,0,1,0,0,0,0,0,1,1,0,0
3,0,0,5,0,0,0,0,20,8,32,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
19,1,0,4,0,0,3,1,25,12,25,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0
23,0,1,1,0,0,1,0,46,12,9,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0
8,0,0,20,1,0,5,1,23,11,176,1,1,1,0,1,6,0,1,1,0,1,0,0,0,0,0,1,1,0,0
40,1,1,24,1,1,13,0,59,15,111,1,1,1,1,1,9,0,1,1,1,1,0,1,0,0,0,1,1,1,0
12,0,1,5,0,0,5,0,26,10,13,1,1,1,0,1,5,0,0,1,0,1,1,0,0,1,0,1,1,0,0
7,0,0,8,0,0,8,0,23,10,62,1,1,1,0,1,5,0,0,1,0,1,0,0,0,0,0,1,1,0,0
3,0,0,5,0,0,0,0,21,12,26,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
25,0,0,43,0,0,13,1,10,9,51,1,1,1,0,1,8,0,1,1,0,1,0,1,0,0,0,1,1,0,0
26,1,1,78,1,0,0,0,32,13,85,1,1,1,0,1,2,0,1,1,0,1,0,1,1,0,0,1,1,0,0
15,0,1,14,0,0,3,0,20,7,39,1,1,1,0,1,7,0,0,1,0,1,1,0,0,1,0,1,1,0,0
9,0,1,7,0,0,7,0,23,10,31,1,1,1,0,1,3,0,1,1,0,0,0,0,0,0,0,1,1,0,0
4,0,0,4,0,0,0,0,26,8,33,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
7,0,0,16,0,0,1,1,27,8,36,1,1,1,0,1,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0
5,0,0,3,0,0,1,0,12,5,31,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
3,0,0,9,0,0,1,0,26,13,40,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
12,0,0,69,0,0,7,1,20,7,141,1,1,1,0,1,5,0,0,1,0,1,0,0,0,0,0,1,1,0,0
15,0,1,49,0,0,6,1,14,5,44,1,1,1,0,1,6,0,1,1,0,1,0,0,0,0,0,1,1,0,0
2,0,0,2,0,0,0,0,19,9,25,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18,0,1,12,0,0,4,1,9,3,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,3,0,0,0,0,18,8,21,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
3,0,0,5,0,0,0,0,28,8,22,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
6,0,0,13,0,0,0,0,11,5,53,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
4,0,1,4,0,0,0,0,9,5,10,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1,0,0,200,0,0,0,0,13,6,16,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16,0,1,29,0,0,2,0,39,11,64,1,1,1,0,1,2,0,0,1,0,1,0,1,0,0,0,1,1,0,0
20,0,1,25,0,0,17,1,23,9,87,1,1,1,0,1,14,0,1,1,0,1,1,0,0,0,0,1,1,0,0
6,0,0,15,0,0,4,1,29,8,36,1,1,1,0,1,4,0,1,1,0,1,0,0,0,0,0,1,1,0,0
4,0,0,5,0,0,0,0,18,8,24,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1
33,1,1,17,0,0,4,1,35,11,49,1,1,1,0,1,5,0,1,1,0,1,0,1,0,1,0,1,1,1,0
2,0,0,3,0,0,0,0,17,9,21,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2,0,0,3,0,0,0,0,23,6,35,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
6,0,1,1,0,0,0,0,15,4,3,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5,0,0,10,0,0,0,0,15,6,12,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
32,1,1,208,1,0,11,1,53,14,169,1,1,1,0,1,10,0,0,1,0,1,0,1,0,1,0,1,1,0,0
14,0,1,38,0,0,6,1,46,14,98,1,1,1,0,1,4,0,1,1,0,1,0,0,0,0,0,1,1,0,0
4,0,0,12,0,0,3,1,6,5,24,1,1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0
9,0,0,11,0,0,2,0,24,10,28,1,1,1,0,1,2,0,0,1,0,1,1,0,0,0,0,1,1,0,0
14,0,0,11,0,0,4,0,22,13,41,1,1,1,0,1,4,0,0,1,0,1,1,0,0,0,0,1,1,0,0
4,0,0,7,0,0,0,0,26,8,37,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
5,0,0,3,0,0,0,0,13,5,24,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9,0,1,38,0,0,10,0,32,14,83,1,1,1,0,1,3,0,0,1,0,1,0,0,0,0,0,1,1,0,0
7,0,1,8,0,0,2,0,7,5,93,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0
3,0,0,1,0,0,1,0,15,7,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9,0,1,20,1,0,5,1,23,11,176,1,1,1,0,1,6,0,1,1,0,1,0,0,0,0,0,1,1,0,0
27,0,0,15,0,0,13,1,22,12,35,1,1,1,0,1,7,0,1,1,0,1,0,1,0,0,0,1,1,0,0
2,0,0,21,0,0,0,0,13,6,22,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
19,0,0,31,0,0,8,1,44,15,46,1,1,1,0,1,10,0,1,1,0,1,0,0,0,1,0,1,1,0,0
9,0,0,12,0,0,8,0,36,9,42,1,1,1,0,1,4,0,0,1,0,1,1,0,0,0,0,1,1,0,0
3,0,0,2,0,0,0,0,18,10,20,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
30,0,1,8,0,0,12,1,26,10,15,1,1,1,0,1,8,0,1,1,0,1,0,1,0,1,0,1,1,0,0
8,0,0,8,0,0,2,0,18,8,34,1,1,1,0,1,3,0,0,1,0,1,0,0,0,0,0,1,1,0,1
2,0,0,11,0,0,0,0,17,6,6,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
13,0,0,5,0,0,1,0,14,6,16,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
13,0,0,8,0,0,7,0,27,11,31,1,1,1,0,1,3,0,1,1,0,1,0,0,0,0,0,1,1,0,0
13,0,0,63,0,0,2,0,15,8,26,1,1,1,0,1,2,0,0,1,0,1,0,0,0,0,0,1,1,0,0
5,0,0,1,0,0,1,0,29,8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,1,1,18,1,1,8,0,27,11,34,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1
7,0,0,47,0,0,7,0,14,5,49,1,1,1,0,1,6,0,0,1,0,1,0,0,0,0,0,1,1,0,0
2,0,0,2,0,0,0,0,5,4,33,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
19,1,1,84,0,0,14,1,21,9,34,1,1,1,0,1,10,0,0,1,0,1,0,1,0,1,0,1,1,0,0
63,1,1,571,1,1,52,1,28,11,138,1,1,1,1,1,23,1,1,1,0,1,0,1,1,0,0,1,1,1,0
15,1,0,12,0,0,1,1,34,8,30,1,1,1,0,1,3,1,1,1,0,1,0,0,0,0,0,1,1,0,0
2,0,0,5,0,0,0,0,5,4,8,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
5,0,0,16,0,0,1,0,25,13,60,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0
14,0,0,67,0,0,11,1,30,15,75,1,1,1,0,1,13,0,1,1,0,0,1,0,0,0,0,1,1,0,0
10,1,0,12,1,0,0,0,21,9,32,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
8,0,0,5,0,1,1,0,28,11,19,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
5,0,0,11,0,0,0,0,51,21,69,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0
4,0,0,9,0,0,3,0,16,9,24,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
4,0,0,12,0,0,2,0,32,12,57,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
6,0,0,9,0,0,0,0,16,8,31,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0
5,0,1,10,0,0,0,0,5,3,14,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
14,0,1,18,0,0,4,0,17,6,37,1,1,1,0,1,6,0,1,1,0,1,0,0,0,0,0,1,1,0,0
18,0,0,19,0,1,5,1,20,8,58,1,1,1,0,1,3,0,1,1,1,0,1,1,0,0,0,1,1,0,0
30,0,1,2,1,0,6,1,19,10,5,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0
60,1,1,24,1,1,9,1,39,12,62,1,1,1,1,1,9,1,0,1,1,1,0,1,1,0,0,1,1,1,0
13,0,1,15,0,0,2,0,24,8,24,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
2,0,0,7,0,0,0,0,12,5,25,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
14,0,1,6,0,0,1,1,26,7,7,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0
18,1,1,3,1,1,2,0,29,10,11,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0
36,0,1,30,1,1,21,1,32,16,189,1,1,1,0,1,10,0,1,1,0,1,0,1,0,1,0,1,1,0,0
12,0,1,46,0,0,14,1,20,9,78,1,1,1,0,1,5,0,1,1,0,1,0,1,0,0,0,1,1,0,0
12,0,0,9,0,0,5,0,21,8,22,1,1,1,0,1,3,0,1,1,0,1,0,0,0,0,0,1,1,0,0
6,0,0,25,0,0,21,0,14,7,24,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
5,0,0,10,0,0,1,0,19,9,10,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
15,0,0,7,0,0,1,0,23,10,42,1,1,1,0,1,4,0,0,1,0,0,1,0,0,0,0,1,1,0,0
7,1,1,2,0,1,1,0,10,5,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,0,0,14,0,0,7,1,54,13,70,1,1,1,0,1,6,0,1,1,0,1,0,0,0,0,0,1,1,0,0
5,0,1,9,0,0,0,0,21,9,44,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0
1,0,0,1,0,0,0,0,17,6,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4,0,1,3,0,0,0,0,13,6,44,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
27,1,1,63,1,0,3,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1
14,0,1,5,0,0,6,0,30,11,47,1,1,1,0,1,6,0,0,1,0,1,1,0,0,0,0,1,1,0,0
12,0,1,8,0,0,0,0,24,13,8,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
4,0,0,5,0,0,0,0,14,6,39,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
19,1,1,11,0,0,3,1,25,10,8,1,0,1,0,1,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0
29,0,1,8,1,0,8,0,31,13,31,1,1,1,0,1,4,0,1,1,0,1,1,0,0,0,0,1,1,0,0
31,1,1,109,1,0,12,1,35,13,353,1,1,1,0,1,5,1,1,1,0,1,0,1,1,0,0,1,1,0,0
3,0,0,13,0,0,0,0,18,7,25,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
10,1,0,22,0,0,8,0,23,10,50,1,1,1,0,1,16,0,0,1,0,1,1,1,0,0,0,1,1,0,0
8,0,0,4,1,1,3,1,18,7,22,1,1,1,0,1,5,0,1,1,0,0,0,0,0,0,0,1,1,0,0
8,0,0,15,0,0,3,0,12,5,16,1,1,1,0,1,4,0,0,1,0,0,0,0,0,0,0,1,1,0,0
13,1,1,98,0,0,4,0,51,14,187,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0
4,0,0,4,0,0,2,0,18,8,26,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
20,0,1,31,1,0,4,0,0,0,0,0,1,0,1,0,5,1,0,0,0,1,0,1,1,0,0,0,0,0,0
3,0,0,12,0,0,1,0,16,8,37,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
4,0,0,6,0,0,1,0,12,5,33,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
25,0,0,7,0,0,15,1,25,10,40,1,1,1,0,1,7,0,1,1,0,0,0,1,0,0,0,1,1,0,0
2,0,0,1,0,0,0,0,15,7,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
6,0,0,3,0,0,0,0,61,16,40,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0
7,0,0,8,0,0,0,0,14,7,22,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
9,0,0,9,0,0,1,0,19,10,36,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0
5,0,0,49,0,0,0,0,15,6,25,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
6,0,1,4,0,0,0,0,17,7,16,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
27,0,1,8,0,0,19,1,29,10,38,1,1,1,0,1,8,0,1,1,0,1,0,1,0,0,0,1,1,0,0
2,0,0,4,0,0,0,0,18,7,9,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2,0,0,2,0,0,0,0,6,2,8,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
18,1,1,7,1,1,2,0,32,10,21,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1
17,0,1,28,1,0,9,1,10,8,59,1,1,1,0,1,10,0,1,1,0,1,1,1,0,0,0,1,1,0,0
12,0,0,86,1,0,4,0,28,9,39,1,1,1,0,1,3,0,0,1,0,1,1,1,0,0,0,1,1,0,0
8,0,0,5,0,0,5,0,19,7,25,1,1,1,0,1,4,0,0,1,0,0,0,0,0,0,0,1,1,0,0
6,0,0,4,1,0,0,0,31,8,30,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
1,0,0,3,0,0,0,0,17,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
9,0,1,17,0,0,12,0,19,8,41,1,1,1,0,1,10,0,0,1,0,1,0,0,0,0,0,1,1,0,0
