n_permissions,perm_android_permission_READ_PHONE_STATE,n_urls,perm_android_permission_ACCESS_WIFI_STATE,n_api_calls,n_used_permissions,perm_android_permission_ACCESS_NETWORK_STATE,perm_android_permission_WRITE_EXTERNAL_STORAGE,suspicious_Ljava_lang_System___load,suspicious_getSystemService,suspicious_Base64,suspicious_getDeviceId,perm_android_permission_GET_TASKS,perm_android_permission_ACCESS_COARSE_LOCATION,suspicious_getPackageInfo,suspicious_getExternalStorageDirectory,intent_android_appwidget_action_APPWIDGET_UPDATE,perm_android_permission_SYSTEM_ALERT_WINDOW,n_services,perm_com_android_launcher_permission_INSTALL_SHORTCUT,suspicious_Ljava_lang_Runtime___exec,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_android_permission_WRITE_SETTINGS,suspicious_setWifiEnabled,intent_com_urbanairship_push_RECEIVED,suspicious_getWifiState,suspicious_system_bin_su,intent_com_urbanairship_push_CHANNEL_UPDATED,intent_com_google_android_gms_iid_InstanceID,intent_com_amazon_device_messaging_intent_RECEIVE,label
8,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,1
11,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,4,0,1,0,1,0,0,0,0,0,0,0,1
14,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,1
17,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
17,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
13,0,3,1,5,3,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
7,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
17,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
16,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,7,1,1,0,0,0,0,0,0,0,0,0,1
14,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1
14,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,6,1,1,0,0,0,0,0,0,0,0,0,1
19,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
16,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
18,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
10,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1
18,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
9,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
17,1,1,1,4,2,1,1,1,1,1,0,1,1,1,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
9,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
10,1,3,1,6,4,1,1,1,1,1,1,1,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1
8,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1
11,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1
12,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1
9,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
14,1,3,1,4,3,1,1,1,1,1,1,0,0,1,1,0,0,4,0,1,1,1,0,0,0,0,0,0,0,1
9,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
15,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,6,1,1,1,1,0,0,0,0,0,0,0,1
9,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1
15,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
13,1,2,1,6,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
9,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1
19,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1
11,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,1
17,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,8,1,1,1,1,0,0,0,0,0,0,0,1
14,1,3,1,6,4,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
14,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,7,0,1,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1
18,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,1
19,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
17,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
17,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
20,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,1
20,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
18,1,0,1,2,1,1,1,1,0,0,0,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1
18,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,6,1,1,1,0,0,0,0,0,0,0,0,1
20,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
14,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,1
10,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,1
12,1,1,1,4,2,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
13,1,3,1,6,4,1,1,1,1,1,1,1,0,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
20,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1
8,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1
18,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,1
18,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,1
9,1,0,1,7,5,1,1,1,1,1,0,1,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1
6,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,1
16,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,5,1,0,1,1,0,0,0,0,0,0,0,1
20,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1
17,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
17,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
15,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
17,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
9,0,2,0,6,4,0,1,1,1,1,0,1,0,1,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0
14,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
12,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,5,1,1,1,0,0,0,0,0,0,0,0,1
8,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,1
18,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,7,1,1,1,1,0,0,0,0,0,0,0,1
8,0,3,0,3,2,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,7,1,1,1,1,0,0,0,0,0,0,0,1
19,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1
5,0,0,0,3,2,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5,0,3,0,3,3,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,1,1,4,2,1,1,1,0,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
11,1,6,1,2,2,1,1,1,1,1,0,0,1,1,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1
11,1,6,1,2,2,1,1,1,1,1,0,0,1,1,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1
20,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1
10,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
14,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,1
10,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
18,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,6,1,1,1,1,0,0,0,0,0,0,0,1
10,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
10,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1
10,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
12,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
8,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,1
10,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
10,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
18,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
18,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,1
14,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,1
8,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,1
8,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,1
14,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,1
8,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,1
14,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,1
8,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,1
14,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,1
8,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,1
8,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,1
8,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,1
8,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,1
14,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,1
7,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
7,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
16,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,1
10,1,2,1,6,4,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16,1,3,1,6,4,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
17,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,8,0,1,0,1,0,0,0,0,0,0,0,1
19,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,5,0,1,1,1,0,0,0,0,0,0,0,1
10,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,1
9,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1
13,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,7,1,1,0,0,0,0,0,0,0,0,0,1
14,0,1,0,2,1,1,1,1,1,1,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1
12,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,1
11,1,3,1,6,4,1,1,1,1,1,1,1,0,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1
15,1,3,1,6,4,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
6,0,1,0,4,4,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,3,1,6,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
18,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1
11,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1
11,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
8,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,1
8,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,1
14,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
8,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,1
8,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,1
6,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
21,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
17,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,7,1,1,1,0,0,0,0,0,0,0,0,1
21,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
9,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,1
5,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,1
5,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,1
8,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,1
18,1,3,1,5,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1
19,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
12,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1
8,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
4,0,3,0,5,4,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
9,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
11,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
7,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
5,0,2,0,4,3,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,1
21,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1
15,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
21,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
8,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
21,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
7,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
5,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1
16,1,1,1,4,2,1,1,1,1,1,0,1,0,1,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,1
7,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
16,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,1
5,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
7,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1
10,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,1
7,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1
7,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1
4,0,1,0,2,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,1
9,1,0,1,5,5,1,1,0,1,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1
7,0,2,1,6,4,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
21,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,6,1,0,1,1,0,0,0,0,0,0,0,1
10,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1
17,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,6,1,0,1,0,0,0,0,0,0,0,0,1
17,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,6,1,1,0,1,0,0,0,0,0,0,0,1
19,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
16,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,1
19,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
11,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,1
3,0,6,0,2,2,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,1
13,1,2,1,6,4,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
10,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
10,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
7,1,3,1,6,4,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
21,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1
14,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
12,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
13,1,3,1,6,4,1,1,1,1,1,1,1,1,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1
6,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
9,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
15,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,4,1,1,1,1,0,0,0,0,0,0,0,1
15,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
17,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,3,1,0,1,1,0,0,0,0,0,0,0,1
1,0,0,0,3,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1
21,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
21,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1
15,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,5,0,1,0,1,0,0,0,0,0,0,0,1
10,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
15,1,3,1,3,2,1,1,1,1,1,0,1,1,1,0,0,1,6,0,1,1,0,0,0,0,0,0,0,0,1
14,1,0,1,2,2,1,1,1,1,0,1,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,1
10,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14,1,0,1,2,2,1,1,1,1,0,1,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,1
16,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
2,0,5,0,2,2,1,0,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
16,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
12,1,3,1,3,3,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
