intent_android_net_conn_CONNECTIVITY_CHANGE,intent_android_net_wifi_WIFI_STATE_CHANGED,intent_android_app_action_DEVICE_ADMIN_ENABLED,suspicious_Ldalvik_system_DexClassLoader_,suspicious_Cipher,n_receivers,n_used_permissions,intent_android_intent_action_BOOT_COMPLETED,n_activities,n_permissions,perm_android_permission_ACCESS_WIFI_STATE,n_urls,suspicious_getExternalStorageDirectory,n_api_calls,n_providers,n_services,suspicious_Ljava_lang_System___load,suspicious_Ljava_lang_System___loadLibrary,suspicious_getDeviceId,perm_android_permission_WRITE_EXTERNAL_STORAGE,perm_com_android_vending_BILLING,perm_android_permission_READ_EXTERNAL_STORAGE,suspicious_Ldalvik_system_PathClassLoader_,perm_android_permission_VIBRATE,perm_android_permission_SET_WALLPAPER,perm_android_permission_ACCESS_NETWORK_STATE,suspicious_Base64,intent_android_intent_action_MAIN,intent_android_intent_action_VIEW,suspicious_getSystemService,label
0,0,0,1,1,0,4,0,2,2,0,16,1,5,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,6,2,0,15,1,5,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,4,2,0,19,1,6,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0
1,0,0,1,1,1,4,1,4,2,0,19,1,5,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,5,2,0,19,1,6,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,3,0,5,2,0,19,1,4,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,3,4,1,19,1,5,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0
0,0,0,1,1,1,3,0,3,2,0,17,1,5,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1
0,0,0,1,1,0,4,0,4,2,0,20,1,5,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,5,2,0,19,1,6,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,3,0,2,3,0,16,1,4,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,6,0,3,3,0,17,1,7,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,2,2,0,19,1,5,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,3,3,0,19,1,6,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,4,2,0,20,1,5,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,3,0,2,3,0,18,1,4,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,5,4,0,19,1,6,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,2,0,3,2,0,16,1,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,2,0,3,2,0,16,1,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
0,0,0,1,1,0,4,0,3,5,0,17,1,5,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,3,3,0,19,1,6,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,4,2,0,19,1,6,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,2,2,0,18,1,6,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1
0,0,0,1,1,0,4,0,5,2,0,20,1,5,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,5,2,0,19,1,6,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,0,1,0,4,0,4,3,1,15,1,5,0,2,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,3,2,0,19,1,6,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,5,3,0,20,1,5,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,2,3,0,19,1,6,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,6,2,0,19,1,6,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,3,3,0,20,1,5,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,2,2,0,19,1,6,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1
0,0,0,1,1,0,5,0,2,2,0,19,1,6,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,3,0,6,2,0,19,1,4,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,3,0,4,3,0,14,1,4,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,6,5,1,16,1,5,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,4,2,0,20,1,6,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,2,4,0,16,1,6,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0
0,0,0,1,1,0,3,0,4,3,0,14,1,4,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,3,0,2,2,0,15,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,3,0,4,3,0,14,1,4,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,5,3,1,20,1,6,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1
0,0,0,1,1,0,2,0,3,2,0,17,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,6,5,1,16,1,5,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,4,3,0,20,1,6,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,2,0,5,2,0,19,0,4,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,7,2,0,18,1,6,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,2,4,1,15,1,5,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,3,2,0,14,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,3,2,0,14,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,3,2,0,14,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,2,2,0,19,1,6,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,3,2,0,14,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
0,0,0,1,1,0,3,0,7,2,0,17,1,4,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,3,2,0,14,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,2,0,5,2,0,19,0,4,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,3,2,0,14,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,5,5,1,19,1,6,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,4,2,0,20,1,6,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,3,0,5,2,0,20,1,5,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,2,4,0,19,1,5,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,2,0,3,2,0,17,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,0,1,1,0,3,0,4,2,0,16,1,8,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,3,2,0,14,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,3,2,0,14,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,4,2,0,20,1,6,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,3,2,0,14,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,6,2,0,20,1,5,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,3,0,6,5,1,17,1,4,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,2,2,0,20,1,5,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,6,2,0,20,1,5,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,7,2,0,19,1,5,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,6,2,0,20,1,5,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,6,2,0,20,1,5,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,3,0,3,2,0,19,1,3,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,0,0,0,2,0,2,3,0,16,1,6,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,3,0,5,3,0,20,1,4,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,6,2,0,20,1,5,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,2,2,0,20,1,5,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,5,5,0,19,1,6,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,2,2,0,20,1,5,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,6,2,0,20,1,5,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,2,2,0,20,1,5,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,2,2,0,20,1,5,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,3,0,2,2,0,19,1,4,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,2,2,0,20,1,5,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,6,2,0,20,1,5,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,0,1,1,5,0,3,4,0,18,0,6,2,2,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,6,2,0,20,1,5,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,2,2,0,20,1,5,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,3,2,0,14,1,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
0,0,0,1,1,0,5,0,3,2,0,14,1,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,3,2,0,20,1,6,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,3,2,0,14,1,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,3,5,1,19,1,5,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,3,2,0,14,1,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,2,3,0,20,1,5,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1
0,0,0,1,1,0,3,0,3,3,0,16,1,8,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,6,3,0,14,1,5,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0
0,0,0,0,1,0,3,0,2,3,0,18,1,3,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,3,2,0,14,1,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
0,0,0,1,1,0,2,0,5,4,0,15,0,4,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,4,3,0,21,1,5,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1
0,0,0,1,1,0,5,0,3,2,0,14,1,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,3,2,0,14,1,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,3,2,0,14,1,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,4,3,0,20,1,7,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0
0,0,0,1,1,0,5,0,3,2,0,14,1,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,3,0,6,2,0,19,1,7,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,2,0,6,3,0,17,1,3,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,3,2,0,14,1,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,3,2,0,14,1,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,3,0,5,2,0,14,1,4,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1
0,0,0,1,1,1,3,0,3,5,0,18,1,3,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,1,3,0,3,5,0,18,1,3,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,1,3,0,3,5,0,18,1,3,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,1,3,0,3,5,0,18,1,3,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,1,3,0,3,5,0,18,1,3,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,1,3,0,3,5,0,18,1,3,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,2,2,0,20,1,6,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,1,3,0,3,5,0,18,1,3,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,1,3,0,3,5,0,18,1,3,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,1,3,0,3,5,0,18,1,3,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,2,4,0,19,1,6,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0
0,0,0,1,1,1,3,0,3,5,0,18,1,3,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1
0,0,0,1,1,1,3,0,3,5,0,18,1,3,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,5,3,0,21,1,5,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,1,3,0,3,5,0,18,1,3,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,3,0,2,2,0,19,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,1,3,0,3,5,0,18,1,3,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,1,3,0,3,5,0,18,1,3,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,6,3,0,20,1,6,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,1,3,0,3,5,0,18,1,3,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,3,4,0,14,0,5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
0,0,0,1,1,1,3,0,3,5,0,18,1,3,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,2,5,1,18,0,6,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0
0,0,0,1,1,1,3,0,3,5,0,18,1,3,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,1,3,0,3,5,0,18,1,3,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,1,3,0,3,5,0,18,1,3,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1
0,0,0,1,1,1,3,0,3,5,0,18,1,3,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,4,5,0,20,1,5,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0
0,0,0,1,1,1,3,0,3,5,0,18,1,3,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,1,3,0,3,5,0,18,1,3,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,5,3,0,21,1,5,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,1,3,0,3,5,0,18,1,3,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,1,3,0,3,5,0,18,1,3,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,7,4,0,15,1,5,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0
0,0,0,0,1,0,4,0,4,2,0,14,1,4,0,2,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,0,0,0,3,0,3,3,0,17,1,6,0,2,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1
0,0,0,1,1,0,5,0,6,2,0,20,1,6,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0
0,0,0,1,1,0,5,0,2,2,0,20,1,6,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,2,2,0,20,1,6,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,2,3,0,20,1,6,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,2,2,0,20,1,6,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,0,1,1,3,0,5,4,0,18,0,3,2,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
0,0,0,1,1,0,3,0,7,2,0,15,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,3,3,0,20,1,7,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,2,2,0,20,1,6,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,0,1,0,4,0,6,2,0,15,1,4,0,2,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
0,0,0,1,1,0,5,0,7,3,0,19,1,6,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,7,3,0,19,1,6,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,2,3,0,20,1,5,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
0,0,0,1,1,0,5,0,2,3,0,14,1,6,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,3,5,0,20,1,5,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,3,0,4,4,0,20,1,4,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0
0,0,0,0,1,0,4,0,7,2,0,17,1,4,1,2,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,7,5,0,17,1,6,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0
0,0,0,0,0,0,2,0,5,5,0,16,1,7,2,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,2,3,0,14,1,6,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,2,5,0,19,1,6,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,7,3,0,19,1,6,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,5,2,0,21,1,6,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,5,6,0,15,1,5,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0
0,0,0,1,1,0,4,0,7,2,0,20,1,5,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,2,0,6,3,0,19,1,3,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,2,4,0,20,1,6,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0
0,0,0,1,1,0,2,0,4,2,0,14,1,3,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,0,0,1,3,0,4,3,0,15,0,3,1,2,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,5,3,1,21,1,5,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,2,0,4,2,0,14,1,3,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1
0,0,0,1,1,0,4,0,3,2,0,21,1,5,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,5,2,0,21,1,6,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,3,4,0,21,1,5,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1
0,0,0,1,1,0,5,0,5,2,0,21,1,6,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,5,2,0,21,1,6,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,0,0,5,0,2,3,0,16,1,8,2,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0
0,0,0,1,1,0,5,0,2,3,0,14,1,6,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,5,2,0,21,1,6,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,5,2,0,21,1,6,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1
0,0,0,1,1,0,5,0,3,2,0,21,1,6,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,6,0,7,4,0,17,1,7,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,5,6,0,15,1,6,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1
0,0,0,1,1,0,5,0,5,6,0,15,1,6,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0
0,0,0,1,1,0,6,0,4,4,1,20,1,7,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,3,0,6,2,0,15,1,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,2,3,0,21,1,6,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,5,3,0,16,1,9,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,2,3,0,21,1,6,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1
0,0,0,1,1,0,3,0,2,4,0,15,0,4,3,2,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,3,0,4,2,0,13,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,1,4,0,6,4,0,14,1,4,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,5,6,0,15,1,6,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0
0,0,0,1,1,0,3,0,8,2,0,16,1,4,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1
0,0,0,1,1,0,5,0,4,2,0,21,1,6,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1
0,0,0,1,1,0,5,0,5,6,0,15,1,6,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0
0,0,0,1,1,0,5,0,4,3,0,19,1,9,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1
0,0,0,1,1,1,4,0,4,2,0,21,1,5,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,5,2,0,21,1,6,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,3,0,4,3,0,13,1,4,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1
0,0,0,1,1,0,4,0,6,2,0,21,1,5,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,4,0,6,2,0,21,1,5,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1
0,0,0,1,1,0,5,0,4,3,0,19,1,9,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,2,3,0,19,1,8,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,3,0,6,3,1,15,1,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,7,2,0,15,1,7,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,1,1,0,5,0,5,2,0,21,1,6,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,0,0,1,4,1,4,3,0,19,1,7,0,2,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0
0,0,0,1,1,0,2,0,3,5,0,19,1,3,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0
