n_api_calls,n_used_permissions,n_permissions,suspicious_system_bin_su,perm_android_permission_ACCESS_WIFI_STATE,n_activities,suspicious_Ljava_lang_System___load,suspicious_Ljava_lang_System___loadLibrary,perm_android_permission_WRITE_EXTERNAL_STORAGE,suspicious_Ldalvik_system_PathClassLoader_,perm_android_permission_READ_PHONE_STATE,suspicious_getDeviceId,suspicious_Ldalvik_system_DexClassLoader_,perm_android_permission_READ_EXTERNAL_STORAGE,n_providers,n_services,perm_android_permission_ACCESS_COARSE_LOCATION,perm_android_permission_ACCESS_FINE_LOCATION,n_receivers,intent_android_intent_action_VIEW,perm_android_permission_SET_WALLPAPER,perm_android_permission_VIBRATE,perm_android_permission_CAMERA,perm_com_android_vending_BILLING,n_urls,suspicious_getPackageInfo,suspicious_Base64,suspicious_Ljava_lang_Runtime___exec,perm_android_permission_ACCESS_NETWORK_STATE,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,label
20,8,4,1,1,7,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,0
20,8,2,0,0,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,0
16,7,4,1,1,7,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,1,0,0
18,7,5,0,1,6,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,16,1,1,0,1,0,1
20,8,4,1,1,7,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,0
20,7,3,0,1,6,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,0
18,7,2,0,0,8,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,1,0,0
18,7,2,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16,1,1,0,1,0,0
18,7,5,0,1,8,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,14,1,1,0,1,0,0
18,8,2,0,0,6,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,0
18,7,2,0,0,8,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,1,0,0
18,8,2,0,0,6,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,0
20,8,4,1,1,7,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,1
18,7,2,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,0
18,7,2,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16,1,1,0,1,0,0
19,8,5,1,1,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,1,1,0,1,0,0
18,7,2,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16,1,1,0,1,0,0
18,8,2,0,0,6,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,1
18,8,2,0,0,6,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,0
18,7,2,0,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,1,1,0,1,0,0
20,8,4,1,1,7,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,0
18,7,3,0,1,8,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,1,0,1
18,7,2,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16,1,1,0,1,0,0
18,7,2,0,0,8,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,1,0,0
19,8,3,0,0,6,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,15,1,1,0,1,0,0
17,7,4,0,0,7,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,14,1,1,0,1,0,0
20,8,4,1,1,7,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,1
20,8,4,1,1,7,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,0
18,7,2,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16,1,1,0,1,0,0
19,9,2,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,1,0,0
18,7,2,0,0,8,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,1,0,0
18,7,2,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,0
18,7,2,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16,1,1,0,1,0,0
20,8,4,1,1,7,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,0
18,7,2,0,0,8,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,1,0,0
18,7,2,0,0,11,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16,1,1,0,1,0,0
18,7,2,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16,1,1,0,1,0,0
20,8,4,1,1,7,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,0
18,7,2,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,0
18,7,2,0,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,1,1,0,1,0,0
17,9,4,0,0,7,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,17,1,1,0,1,0,0
18,7,5,0,1,6,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,16,1,1,0,1,0,0
18,7,4,0,0,5,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,17,1,1,0,1,0,0
20,8,4,0,1,7,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,16,1,1,0,1,0,0
19,8,3,0,0,6,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
18,7,2,0,0,5,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,0
18,7,3,0,1,9,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,1,0,0
19,8,4,0,0,6,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,17,1,1,0,1,0,0
18,7,5,0,0,6,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,17,1,1,0,1,0,0
18,7,5,0,1,6,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,16,1,1,0,1,0,0
20,8,4,1,1,7,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,1,0,0
18,7,5,0,1,6,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,16,1,1,0,1,0,0
16,7,3,0,0,6,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,16,1,1,0,0,0,0
17,7,2,0,0,9,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
18,7,3,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,0
18,7,4,0,0,9,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,19,1,1,0,1,0,1
18,7,5,0,1,6,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,16,1,1,0,1,0,1
16,7,2,0,0,6,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,1,0,0
18,7,5,1,1,6,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,16,1,1,0,1,0,0
18,7,5,0,1,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,1,0,0
18,7,5,0,1,6,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,16,1,1,0,1,0,0
20,8,2,0,0,8,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,15,1,1,0,1,0,0
18,7,5,0,1,6,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,16,1,1,0,1,0,0
18,7,2,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,1,0,0
18,8,2,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,0
18,7,2,0,0,6,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
16,7,3,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,15,1,1,0,1,0,0
18,7,4,0,0,9,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,19,1,1,0,1,0,0
18,7,3,0,0,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,1,1,0,1,0,0
18,7,2,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,0
18,7,2,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,1,0,0
17,8,3,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,16,1,1,0,1,0,0
19,9,2,0,0,7,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
18,7,3,0,1,9,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,1,0,0
18,7,3,0,0,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,1,1,0,1,0,0
18,7,2,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,0
18,7,3,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,1,1,0,1,0,0
18,7,2,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,1,0,0
18,7,2,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,0
18,7,5,0,1,6,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,16,1,1,0,1,0,0
18,7,4,0,0,9,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,19,1,1,0,1,0,0
18,7,2,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,1,0,0
18,7,2,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,0
20,8,4,1,1,7,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,1,0,0
18,7,5,0,1,6,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,16,1,1,0,1,0,0
19,9,2,0,0,9,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
18,7,5,0,1,6,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,16,1,1,0,1,0,0
17,6,4,0,0,6,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,15,0,1,0,1,0,0
18,7,3,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
18,7,5,0,1,6,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,16,1,1,0,1,0,0
18,7,4,0,0,7,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,13,1,1,0,1,0,0
18,7,5,0,1,6,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,16,1,1,0,1,0,0
18,7,3,0,1,9,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,1,0,0
18,7,2,0,0,7,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,1,0,1
18,7,5,0,1,6,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,16,1,1,0,1,0,0
17,7,4,0,0,6,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,0
18,7,2,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,1,0,0
18,7,2,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,1,0,0
18,7,5,0,1,6,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,16,1,1,0,1,0,0
18,7,3,0,1,7,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,1,0,0
19,8,6,0,0,7,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,16,1,1,0,1,0,1
16,7,4,0,0,6,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
18,7,5,0,1,10,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,15,1,1,0,1,0,0
18,8,3,0,0,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,1,1,0,1,0,0
19,8,5,0,0,7,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,18,1,1,0,1,0,0
19,8,5,0,0,10,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,17,1,1,0,1,0,0
18,7,6,0,1,9,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,17,1,1,0,1,0,0
17,7,5,1,1,8,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
19,9,2,0,0,8,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
19,8,2,0,0,6,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,1,1,0,1,0,0
18,8,4,0,0,5,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,17,1,1,0,1,0,0
18,7,3,0,0,5,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,0
20,7,2,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,1,1,0,1,0,0
18,8,4,0,0,5,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,17,1,1,0,1,0,0
17,8,3,0,0,6,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,15,1,1,0,1,0,0
19,9,2,0,0,6,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,15,1,1,0,1,0,1
16,7,4,0,0,6,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
16,7,2,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,1,1,0,1,0,0
16,7,4,0,0,6,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
18,7,3,0,0,5,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,0
18,7,3,0,0,5,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,0
17,8,2,0,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,1,1,0,1,0,0
18,7,4,1,1,6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,1
19,6,5,0,0,10,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,15,1,1,0,1,0,0
18,7,4,1,1,6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
16,7,4,0,0,7,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,14,1,1,0,1,0,0
18,7,4,0,0,10,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,15,1,1,0,1,0,0
18,8,3,0,0,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,1,1,0,1,0,0
18,7,4,1,1,6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
18,8,4,0,0,5,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,17,1,1,0,1,0,0
18,8,4,0,0,5,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,17,1,1,0,1,0,1
16,7,2,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,1,1,0,1,0,0
18,8,5,0,1,6,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,16,1,1,0,1,0,0
18,7,5,0,1,10,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,15,1,1,0,1,0,0
18,7,3,0,0,6,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,19,1,1,0,1,0,0
16,7,3,0,0,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16,1,1,0,1,0,0
18,8,5,0,1,6,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,16,1,1,0,1,0,1
17,7,4,1,1,6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
19,8,3,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,15,1,1,0,1,0,0
17,7,4,1,1,6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
18,7,2,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,1,1,0,1,0,1
18,7,2,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,1,1,0,1,0,0
19,8,3,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,15,1,1,0,1,0,0
17,7,4,1,1,6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
17,7,4,1,1,6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
18,8,5,0,0,9,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,14,1,1,0,1,0,0
20,9,4,0,0,8,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,17,1,1,0,1,0,0
17,7,4,1,1,6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
16,7,5,1,1,7,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,0
20,8,5,1,1,9,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,0
17,7,4,1,1,6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
17,7,4,1,1,6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
17,7,4,1,1,6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
17,7,4,1,1,6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
17,7,4,1,1,6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
16,7,5,0,1,7,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,16,1,1,0,1,0,0
18,7,3,0,0,11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,18,1,1,0,1,0,0
19,9,2,0,0,6,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,16,1,1,0,1,0,0
18,7,2,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,1,1,0,1,0,0
17,7,4,1,1,6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
19,8,3,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,15,1,1,0,1,0,0
20,8,5,0,1,7,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,16,1,1,0,1,0,0
17,7,4,1,1,6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,1
18,7,2,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,1,1,0,1,0,0
17,7,2,0,0,5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,1,0,0
17,9,2,0,0,6,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,15,1,1,0,1,0,0
16,7,3,0,0,6,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,15,1,1,0,1,0,0
17,7,3,0,0,5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,17,1,1,0,1,0,0
17,7,4,1,1,6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
18,7,4,0,0,5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,14,1,1,0,1,0,0
17,7,4,1,1,6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,1
19,8,3,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,15,1,1,0,1,0,0
17,7,4,1,1,6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
19,8,3,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,15,1,1,0,1,0,0
17,7,4,1,1,6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
19,10,3,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,16,1,1,1,1,0,0
18,7,2,0,0,5,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,1,1,0,1,0,0
17,7,4,1,1,6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
18,7,3,0,0,6,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,1,0,0
18,7,2,0,0,7,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,1,0,1
19,8,6,0,0,8,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,16,1,1,0,1,0,0
17,7,4,1,1,6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
19,10,3,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,16,1,1,1,1,0,0
19,8,3,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,15,1,1,0,1,0,0
17,7,5,1,1,6,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,15,1,1,0,1,0,0
18,7,5,0,0,8,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,1,0,0
19,9,2,0,0,6,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,16,1,1,0,1,0,1
18,7,2,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,1,1,0,1,0,0
17,7,4,1,1,6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
17,7,4,1,1,6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
18,7,4,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,18,1,1,0,1,0,1
19,8,2,0,0,8,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,1,0,0
18,7,2,0,0,6,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,1,0,0
19,9,2,0,0,6,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
18,7,2,0,0,6,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,1,0,0
18,7,2,0,0,10,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,1,0,1
18,8,5,1,0,7,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,15,1,1,1,1,0,0
18,6,4,0,1,9,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,14,1,1,0,1,0,0
19,9,3,0,0,6,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
19,10,3,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,17,1,1,1,1,0,0
18,7,2,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
19,9,2,0,0,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,1,1,0,1,0,0
19,9,2,0,0,6,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
17,7,4,1,1,5,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16,1,1,0,1,0,0
20,8,2,0,0,11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16,1,1,0,1,0,0
18,7,2,0,0,11,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
18,7,2,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0
18,8,2,0,0,8,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,1,0,0
16,7,3,0,1,8,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,19,1,1,0,1,0,0
18,7,2,0,0,6,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,1,0,0
21,7,3,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,0,1,0,0
18,7,3,0,0,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16,1,1,0,1,0,0
17,6,5,1,0,7,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,15,1,1,1,1,0,0
18,7,2,0,0,10,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,1,0,0
19,7,5,0,0,6,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,15,1,1,0,1,0,0
17,8,4,0,0,8,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,13,1,1,0,1,0,1
18,7,6,0,0,10,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,16,1,1,0,1,0,0
17,7,4,0,0,6,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,14,1,1,0,1,0,0
