perm_android_permission_ACCESS_FINE_LOCATION,perm_android_permission_ACCESS_COARSE_LOCATION,n_used_permissions,n_urls,n_permissions,n_services,suspicious_getDeviceId,suspicious_Ldalvik_system_PathClassLoader_,n_activities,suspicious_getSimCountryIso,n_api_calls,perm_android_permission_ACCESS_WIFI_STATE,suspicious_Ljava_lang_System___load,suspicious_Ljava_lang_System___loadLibrary,perm_android_permission_WRITE_EXTERNAL_STORAGE,perm_android_permission_READ_EXTERNAL_STORAGE,n_receivers,intent_android_media_AUDIO_BECOMING_NOISY,n_providers,perm_com_android_vending_BILLING,perm_android_permission_SET_WALLPAPER,perm_android_permission_READ_PHONE_STATE,intent_com_google_vr_vrcore_ACTION_NONE,suspicious_Ljava_lang_Runtime___exec,perm_android_permission_VIBRATE,suspicious_getExternalStorageDirectory,perm_android_permission_ACCESS_NETWORK_STATE,suspicious_Ldalvik_system_DexClassLoader_,suspicious_getPackageInfo,suspicious_Cipher,label
0,0,9,25,2,0,1,1,6,0,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,26,3,0,1,0,5,0,18,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
0,0,9,28,3,0,1,1,9,0,19,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,29,4,0,1,1,6,1,16,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0
1,1,9,28,4,1,1,1,7,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,29,2,0,1,0,5,0,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,29,4,0,1,1,8,1,16,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0
0,0,9,25,2,0,1,1,6,0,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,29,4,0,1,1,6,1,16,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0
0,0,6,28,3,0,1,1,7,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,29,4,0,1,1,6,1,16,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0
0,0,7,29,3,0,1,0,5,0,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
1,1,9,28,4,1,1,1,7,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,24,2,0,1,1,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,24,2,0,1,1,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,28,2,0,1,1,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,26,4,1,1,0,10,0,18,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,30,3,0,1,1,8,0,18,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
0,0,6,28,4,1,1,1,10,0,15,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0
0,1,7,27,5,0,1,0,6,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
0,0,6,28,3,0,1,1,6,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,6,28,3,0,1,1,8,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,28,2,0,1,1,10,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,30,3,0,1,1,8,0,18,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
0,0,6,28,3,0,1,1,8,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,9,26,4,0,1,1,6,0,19,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,29,4,2,1,1,9,1,17,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,29,3,0,1,1,6,0,20,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
0,0,8,24,2,1,1,1,8,0,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,26,2,0,0,0,4,0,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,30,3,0,1,1,6,1,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
0,0,8,28,2,0,1,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,25,4,1,1,1,9,0,18,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,24,2,1,1,1,8,0,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
0,0,9,27,4,1,1,1,8,0,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,6,26,2,1,1,1,9,0,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
0,0,8,24,4,0,0,1,5,0,18,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1
0,0,9,26,2,0,1,1,6,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1
0,0,7,30,3,1,1,1,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0,0,7,30,3,0,1,1,8,0,18,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
0,0,7,30,2,0,1,1,8,1,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
0,0,6,30,3,1,1,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,0,8,24,2,1,1,1,8,0,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,10,27,2,0,1,1,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,9,26,4,1,1,0,5,0,18,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0,0,9,26,4,0,1,1,5,0,19,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
0,0,6,25,2,2,1,0,7,1,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,9,26,3,0,1,1,5,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,28,3,0,1,1,6,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,28,5,1,1,1,9,0,19,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
0,0,6,25,2,2,1,0,7,1,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,9,30,2,1,0,1,5,0,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,27,5,3,1,1,6,1,16,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,9,26,4,1,1,0,5,0,18,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0,0,9,28,2,0,1,1,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,9,26,4,1,1,0,5,0,18,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0,0,6,25,2,2,1,0,7,1,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,6,25,2,2,1,0,7,1,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,9,26,2,0,1,1,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,26,4,2,1,1,4,0,18,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
0,0,9,27,2,1,0,1,9,0,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,29,2,0,1,0,5,0,19,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
0,0,8,26,2,0,1,1,6,0,19,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,25,3,0,1,1,4,0,18,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0
0,0,6,25,2,2,1,0,7,1,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1
0,0,8,30,3,0,1,1,8,0,16,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0
0,0,6,25,2,2,1,0,7,1,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,9,26,4,1,1,0,5,0,18,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0,0,9,28,4,1,0,1,9,0,20,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0
0,0,8,27,6,0,0,1,7,0,19,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,9,28,3,0,1,1,5,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,24,3,0,0,0,8,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,26,6,0,1,1,8,0,18,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,9,26,4,1,1,0,5,0,18,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0,0,9,25,2,0,1,1,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,9,28,2,0,1,1,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,6,29,3,1,1,0,6,0,14,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
0,0,6,25,2,2,1,0,7,1,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,26,5,0,1,1,8,0,15,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0
0,0,6,25,2,2,1,0,7,1,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,9,29,3,0,1,1,5,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
0,0,7,27,5,2,1,0,10,0,17,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0
0,0,8,25,4,0,1,1,5,1,16,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0
0,0,7,30,2,1,1,0,6,1,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,27,4,0,1,1,10,1,17,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0
0,0,7,23,2,1,1,1,6,0,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,25,4,0,1,1,5,1,16,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0
0,0,7,26,2,1,1,0,4,0,18,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0
0,0,6,25,1,0,1,0,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,8,30,3,1,0,1,5,0,19,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,26,5,0,1,1,10,0,18,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
0,0,7,26,2,0,1,1,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,25,4,0,1,1,5,1,16,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0
0,0,9,25,2,0,1,1,5,0,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,26,2,0,1,1,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,10,27,3,1,0,1,6,0,18,0,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,1,1,1,1
0,0,10,28,3,0,1,1,6,0,19,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,25,2,0,1,1,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,30,3,1,0,1,5,0,19,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0,0,8,31,3,1,0,1,7,0,19,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0
0,0,8,25,4,0,1,1,5,1,16,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1
0,0,8,25,4,0,1,1,5,1,16,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1
0,0,7,25,4,0,1,1,10,0,18,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,26,2,0,1,1,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
0,0,6,27,2,0,0,1,3,0,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,25,4,0,1,1,5,1,16,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1
0,0,10,26,2,0,1,1,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,1,7,28,4,0,1,1,10,0,19,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,25,4,0,1,1,5,1,16,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0
0,0,6,28,3,1,0,1,11,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
0,0,7,23,2,1,1,1,6,0,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,25,4,0,1,1,5,1,16,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0
1,1,7,29,5,0,1,1,7,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
1,0,9,24,4,0,1,1,9,0,17,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0
0,0,7,24,2,0,1,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,27,4,0,1,0,10,1,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,25,5,0,1,1,5,0,18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,25,4,0,1,1,5,1,16,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0
0,0,6,28,3,0,1,1,5,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,9,26,4,0,1,1,5,0,19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,30,3,0,1,1,5,1,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
0,0,9,24,2,0,1,1,6,0,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
0,0,7,29,4,3,1,1,9,1,17,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,25,2,0,1,1,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,27,4,0,1,1,10,1,16,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1
0,0,9,24,2,2,1,1,6,0,18,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
0,0,8,25,4,0,1,1,4,0,18,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,23,2,1,1,1,6,0,16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,6,28,3,0,1,1,5,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,24,4,0,1,1,9,0,16,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
1,0,7,26,6,0,1,1,8,0,18,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,27,4,0,1,1,10,1,16,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0
0,0,7,28,4,0,1,0,10,1,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,9,26,5,0,1,1,7,0,19,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
0,0,9,26,5,0,1,1,7,0,19,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
0,0,6,24,5,0,0,0,8,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
0,0,8,28,4,0,1,1,10,1,17,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0
0,0,6,28,3,0,1,1,9,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,28,4,0,1,1,10,1,17,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0
0,0,6,28,3,0,1,1,5,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,27,6,0,1,0,5,0,17,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
0,0,6,26,4,2,1,1,6,0,14,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,28,4,0,1,1,10,1,17,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0
0,0,9,28,3,1,0,1,8,0,21,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0
0,0,8,24,3,0,1,1,5,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
0,0,6,28,3,0,1,1,5,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,10,28,3,0,1,1,8,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,27,4,0,1,1,10,1,16,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0
0,0,7,29,2,0,1,1,10,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,26,2,0,0,1,3,0,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,28,2,0,1,0,5,0,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,0,7,23,2,1,1,1,6,0,16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,24,1,1,1,1,7,0,18,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1
0,0,9,24,2,0,1,1,8,0,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,28,4,1,1,1,10,0,20,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0
0,0,9,24,3,0,0,1,4,0,17,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0
0,0,6,30,3,0,1,1,8,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,28,3,1,1,1,11,0,18,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,30,3,2,1,1,5,1,17,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0
0,0,7,24,4,0,1,1,5,0,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
0,0,9,26,2,0,1,1,10,0,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,26,2,0,1,1,11,0,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,10,26,5,0,0,1,5,0,18,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0
0,0,9,24,2,1,1,1,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,25,5,0,1,1,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,24,4,0,1,1,5,0,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
0,0,9,25,2,0,1,1,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,29,5,3,1,1,7,1,16,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,9,24,3,0,1,1,6,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1
0,0,7,24,4,0,1,1,5,0,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
0,0,9,25,2,0,1,1,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,24,4,0,1,1,5,0,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0
1,0,8,27,6,0,0,1,5,0,19,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0
0,0,9,25,2,0,1,1,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,29,5,3,1,1,7,1,16,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,9,25,2,0,1,1,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,9,25,2,0,1,1,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,9,25,2,0,1,1,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
0,0,8,28,5,0,1,0,6,0,19,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
0,0,7,24,4,0,1,1,6,0,19,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,30,3,1,0,1,9,0,20,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0
0,0,8,29,2,0,1,0,5,0,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,24,4,0,1,1,5,0,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,9,25,4,1,1,1,6,0,20,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
0,0,7,29,5,3,1,1,6,1,16,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
1,1,7,30,4,0,1,1,9,1,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
0,0,9,25,4,1,1,1,6,0,20,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,28,4,0,1,1,10,0,19,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,27,6,0,0,1,6,1,18,0,1,1,1,0,2,0,0,0,0,1,0,0,0,1,1,1,1,1,1
0,0,8,28,4,0,1,1,10,0,19,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,28,5,0,1,1,7,0,14,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0
0,0,7,27,5,4,1,1,8,1,17,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,24,4,0,1,1,5,0,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,29,2,0,1,0,5,0,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
0,0,7,26,3,0,0,1,3,0,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,27,6,0,0,1,6,1,18,0,1,1,1,0,2,0,0,0,0,1,0,0,0,1,1,1,1,1,0
0,0,6,28,2,0,1,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,0,6,28,2,0,1,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,0,8,30,2,0,1,1,5,1,17,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0
1,1,7,30,5,0,1,1,8,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,9,25,2,0,1,1,6,0,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,9,28,2,2,1,1,5,1,19,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0
0,0,7,23,2,0,1,1,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,9,26,5,0,1,0,6,0,19,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
0,0,8,29,2,0,1,0,5,0,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,9,25,4,1,1,1,6,0,20,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,29,2,0,1,0,5,0,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,24,4,0,0,1,4,0,18,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0
0,0,8,30,4,1,0,1,8,0,19,0,1,1,0,0,2,0,1,1,0,0,1,0,0,1,1,1,1,1,0
0,0,8,29,2,0,1,0,5,0,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,10,24,3,0,0,1,5,0,18,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0
0,0,7,23,4,0,0,1,7,0,17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,6,30,3,0,1,1,6,0,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,8,30,2,0,1,1,5,1,17,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0
0,0,6,23,3,1,1,0,7,0,15,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
0,0,9,24,2,0,1,1,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,9,25,4,1,1,1,6,0,20,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
