perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_android_permission_SYSTEM_ALERT_WINDOW,n_providers,intent_android_intent_action_SEND,perm_android_permission_GET_TASKS,perm_android_permission_READ_PHONE_STATE,n_permissions,intent_android_intent_action_VIEW,perm_com_android_vending_BILLING,suspicious_Ljava_lang_System___loadLibrary,suspicious_Ljava_lang_System___load,n_receivers,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_WRITE_EXTERNAL_STORAGE,suspicious_Cipher,n_api_calls,n_urls,n_services,n_used_permissions,suspicious_Ldalvik_system_PathClassLoader_,suspicious_getSimCountryIso,perm_android_permission_SET_WALLPAPER,perm_com_google_android_c2dm_permission_RECEIVE,perm_android_permission_READ_EXTERNAL_STORAGE,n_activities,intent_com_google_android_c2dm_intent_RECEIVE,suspicious_getDeviceId,suspicious_Ldalvik_system_DexClassLoader_,perm_android_permission_ACCESS_NETWORK_STATE,suspicious_getPackageInfo,label
0,0,0,0,0,0,5,0,0,0,0,0,1,1,1,20,31,1,7,1,1,0,0,1,22,0,1,1,1,1,0
0,0,1,0,0,0,3,1,0,1,1,0,0,1,1,12,25,0,5,1,0,0,0,0,21,0,0,1,1,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,37,0,5,0,0,0,0,0,20,0,1,0,0,0,0
0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,14,27,0,6,1,0,0,0,0,13,0,1,1,1,1,0
0,0,1,0,0,0,4,0,0,0,0,1,0,0,1,12,37,2,5,0,0,0,1,0,19,0,1,1,1,1,0
0,0,1,0,0,0,8,0,0,0,0,1,0,1,1,16,29,2,8,1,1,1,1,0,21,1,1,1,1,1,0
0,0,1,0,0,0,5,0,0,0,0,0,1,1,1,17,36,0,8,1,1,1,0,0,22,0,1,1,1,1,1
0,0,1,1,0,0,5,1,0,1,1,0,0,1,1,16,35,0,8,0,0,0,0,0,15,0,1,1,1,1,0
0,0,1,0,0,0,8,0,0,0,0,1,0,1,1,16,29,2,8,1,1,1,1,0,21,1,1,1,1,1,0
0,0,1,0,0,0,6,1,0,1,1,2,0,0,1,14,32,2,6,0,0,0,1,0,14,1,0,1,1,1,1
0,0,1,0,0,0,8,0,0,0,0,1,0,1,1,16,29,2,8,1,1,1,1,0,21,1,1,1,1,1,0
0,0,1,0,0,0,3,1,0,0,0,1,0,0,1,10,32,2,8,1,0,0,0,0,14,0,1,1,1,1,0
0,0,1,0,0,0,9,0,0,0,0,1,1,1,1,15,32,2,7,1,1,1,1,0,17,1,1,1,1,1,0
0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,12,26,0,5,0,0,0,0,1,23,0,1,0,0,0,1
0,0,2,0,0,0,5,1,0,0,0,0,0,1,1,11,30,3,4,1,0,0,0,0,23,0,1,0,1,1,0
0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,17,34,0,7,1,1,0,0,0,13,0,1,1,1,1,0
0,0,1,0,0,1,8,0,0,1,1,3,1,1,1,14,29,2,6,0,0,0,1,0,19,1,1,1,1,1,0
0,0,0,0,0,0,4,0,0,0,0,0,1,1,1,18,27,0,8,1,0,0,0,0,15,0,1,0,1,1,0
0,0,1,0,0,1,5,0,1,1,1,0,0,0,1,17,36,0,7,0,0,0,0,0,16,0,1,1,1,1,0
0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,14,38,0,6,0,0,0,0,0,17,0,1,1,1,1,0
0,0,1,0,0,0,8,0,0,0,0,1,0,1,1,13,27,2,7,1,0,1,1,0,19,1,1,1,1,1,0
0,0,0,0,0,0,4,0,1,1,1,3,0,0,1,9,29,3,5,1,1,1,0,0,18,0,1,1,1,1,0
0,0,0,0,0,0,4,0,1,1,1,3,0,0,1,9,29,3,5,1,1,1,0,0,18,0,1,1,1,1,0
0,0,1,0,0,0,8,0,0,0,0,1,0,1,1,13,27,2,7,1,0,1,1,0,19,1,1,1,1,1,0
0,0,0,0,0,0,4,0,1,1,1,3,0,0,1,9,29,3,5,1,1,1,0,0,18,0,1,1,1,1,1
0,0,1,0,0,0,8,0,0,0,0,2,0,1,1,13,35,1,6,0,0,0,0,1,19,0,1,1,1,1,0
0,0,2,0,0,0,5,0,0,0,0,0,1,1,1,15,37,1,7,1,1,1,0,0,16,0,1,1,1,1,0
0,0,1,0,0,0,6,0,0,1,1,0,1,1,1,8,30,2,7,1,0,0,0,1,18,0,1,1,1,1,0
0,0,1,0,0,0,4,0,1,1,1,1,0,0,1,19,33,0,10,1,0,0,0,0,21,0,1,1,1,1,0
0,0,0,0,1,0,9,0,0,1,1,0,1,1,1,16,33,1,6,0,0,0,0,0,19,0,1,1,1,1,0
0,0,1,0,0,0,6,1,0,1,1,3,0,1,1,15,27,2,6,0,0,0,0,0,17,0,1,0,1,1,0
0,0,1,0,0,0,5,0,0,0,0,0,1,1,1,15,30,0,7,1,1,1,0,0,12,0,1,1,1,1,0
0,0,0,0,1,0,4,0,0,1,1,1,0,1,1,16,28,1,7,1,0,0,0,0,13,0,1,1,1,1,0
0,0,0,0,1,0,4,0,0,1,1,1,0,1,1,16,28,1,7,1,0,0,0,0,13,0,1,1,1,1,0
0,0,0,0,1,0,4,0,0,1,1,1,0,1,1,16,28,1,7,1,0,0,0,0,13,0,1,1,1,1,0
0,0,0,0,1,0,4,0,0,1,1,1,0,1,1,16,28,1,7,1,0,0,0,0,13,0,1,1,1,1,0
0,0,0,0,0,0,4,0,1,1,1,1,1,0,1,20,34,0,8,1,1,0,0,0,17,0,1,1,1,1,0
0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,17,31,0,7,1,1,0,0,0,26,0,1,1,1,1,1
0,0,0,0,1,0,4,0,0,1,1,1,0,1,1,16,28,1,7,1,0,0,0,0,13,0,1,1,1,1,0
0,0,0,0,0,0,3,0,0,1,1,0,0,1,1,15,26,0,6,0,0,0,0,0,14,0,0,1,1,1,0
0,0,0,0,1,0,4,0,0,1,1,1,0,1,1,16,28,1,7,1,0,0,0,0,13,0,1,1,1,1,0
0,0,0,0,1,0,4,0,0,1,1,1,0,1,1,16,28,1,7,1,0,0,0,0,13,0,1,1,1,1,0
0,0,0,0,1,0,4,0,0,1,1,1,0,1,1,16,28,1,7,1,0,0,0,0,13,0,1,1,1,1,0
0,0,0,0,1,0,4,0,0,1,1,1,0,1,1,16,28,1,7,1,0,0,0,0,13,0,1,1,1,1,0
0,0,0,0,0,0,7,0,0,0,0,1,0,1,1,19,32,0,9,1,0,1,0,0,18,0,1,1,1,1,0
0,0,1,0,0,0,5,0,0,0,0,1,1,1,1,13,32,7,6,1,0,0,0,0,19,0,1,1,1,1,0
0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,18,32,0,6,1,0,0,0,0,13,0,1,0,1,1,0
0,0,1,0,0,0,6,1,1,1,1,0,1,1,1,18,35,1,7,1,0,0,0,0,22,0,1,1,1,1,0
0,0,0,0,0,1,6,0,0,0,0,0,0,1,1,19,27,0,7,0,0,0,0,1,20,0,1,0,1,0,0
0,0,1,0,0,0,6,0,0,0,0,4,0,0,1,18,29,2,7,1,0,0,1,0,18,1,1,1,1,1,0
0,0,0,0,0,0,6,0,0,0,0,1,0,1,1,12,37,0,5,0,0,0,0,1,18,0,1,1,1,1,1
0,0,1,0,0,0,5,0,0,0,0,3,1,1,1,10,28,0,6,1,1,0,0,0,15,0,1,1,1,1,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,12,25,0,5,1,0,0,0,0,23,0,1,1,1,1,0
0,0,0,0,0,0,6,1,0,0,0,0,0,1,1,18,32,1,7,1,0,0,0,1,14,0,1,1,1,1,1
0,0,0,0,0,0,6,1,1,1,1,1,1,1,1,17,36,1,8,1,0,0,0,0,21,0,1,1,1,1,0
0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,16,33,0,7,0,0,0,0,0,12,0,1,1,1,1,0
0,0,1,0,0,0,5,0,0,0,0,3,0,1,1,12,35,4,5,0,0,0,1,0,18,0,1,1,1,1,1
0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,19,28,1,10,1,0,0,0,0,18,0,1,0,1,1,0
0,0,1,0,0,0,8,0,0,0,0,1,0,1,1,13,27,2,7,1,0,1,1,0,21,1,1,1,1,1,1
0,0,0,0,0,0,4,0,1,1,1,0,1,0,1,20,32,0,9,1,1,0,0,0,16,0,0,1,1,1,0
0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,15,30,3,6,1,0,0,0,0,13,0,1,1,1,1,0
0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,14,34,0,6,1,0,0,0,0,26,0,1,1,1,1,0
0,0,0,0,0,0,4,0,1,1,1,0,1,0,1,20,32,0,9,1,1,0,0,0,16,0,0,1,1,1,0
0,0,2,1,0,0,7,0,1,1,1,1,0,1,1,11,29,0,5,1,0,1,0,0,15,0,1,1,1,1,0
0,0,0,0,0,0,6,0,1,1,1,1,1,1,1,18,30,1,8,1,0,0,0,0,14,0,1,1,1,1,0
0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,12,35,0,5,0,0,0,0,0,13,0,1,1,1,1,0
0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,14,26,0,6,1,0,0,0,0,13,0,1,1,1,1,0
0,0,1,0,0,0,8,0,0,0,0,2,0,1,1,13,35,1,6,0,0,0,0,1,21,0,1,1,1,1,0
0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,12,37,0,5,0,0,0,0,0,15,0,1,1,1,1,0
0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,17,27,3,6,0,0,0,0,0,15,0,1,0,0,1,0
0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,20,28,0,9,1,0,0,0,0,17,0,1,1,1,1,0
0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,14,26,0,6,1,0,0,0,0,13,0,1,1,1,1,0
0,0,1,0,0,0,5,1,0,1,1,3,0,1,1,18,31,2,7,1,0,0,0,0,15,0,1,1,1,1,0
0,0,0,0,0,0,4,0,1,0,0,0,1,0,1,19,27,0,9,1,0,0,0,0,22,0,1,1,1,1,0
0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,13,26,4,6,1,0,0,0,0,23,0,1,1,1,1,0
0,0,0,0,0,0,4,0,0,1,1,1,0,1,1,15,38,0,7,1,1,0,0,0,17,0,1,1,1,1,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,18,33,0,8,1,0,0,0,0,13,0,1,1,1,1,0
0,0,0,0,0,0,7,0,1,1,1,0,1,1,1,19,30,0,9,1,1,0,0,0,17,0,0,1,1,1,1
0,0,0,0,0,0,4,0,1,1,1,1,0,1,1,18,34,0,8,1,0,0,0,0,14,0,1,1,1,1,0
0,0,2,0,0,1,5,0,0,0,0,0,0,1,1,16,26,2,7,1,0,0,0,0,15,0,1,1,1,1,0
0,0,0,0,0,0,4,1,0,0,0,0,0,1,1,18,25,0,7,1,0,0,0,1,21,0,1,1,1,1,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,18,33,0,8,1,0,0,0,0,13,0,1,1,1,1,0
0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,17,36,0,7,1,1,0,0,0,14,0,1,1,1,1,0
0,0,0,0,0,1,9,0,1,0,0,0,0,1,1,18,32,0,7,0,0,0,0,1,19,0,1,1,1,1,0
0,0,0,0,0,1,6,0,0,1,1,0,0,1,1,9,35,2,5,1,1,0,0,0,20,0,1,1,1,1,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,15,34,0,6,0,0,0,0,0,12,0,1,1,1,1,0
0,0,0,0,0,0,5,0,0,0,0,1,0,1,1,17,34,3,7,1,1,0,0,0,14,0,1,1,1,1,1
0,0,0,0,0,0,5,0,0,0,0,0,1,1,1,15,35,1,6,1,0,0,0,0,13,0,0,1,1,1,0
0,0,0,0,0,0,7,1,0,1,1,1,1,1,1,18,28,3,6,1,0,0,0,1,21,0,1,0,1,1,0
0,1,0,0,0,0,4,0,0,0,0,1,0,0,1,12,32,1,5,0,0,0,0,0,12,0,1,1,1,1,0
0,0,1,0,0,0,4,0,1,1,1,0,0,1,1,16,24,0,7,1,0,0,0,0,20,0,1,1,1,1,0
0,0,0,0,0,0,6,0,0,1,1,0,0,1,1,18,26,0,7,0,0,0,0,1,17,0,1,1,1,1,0
0,0,1,0,0,0,5,0,0,0,0,0,1,1,1,16,35,0,7,1,1,1,0,0,13,0,1,1,1,1,1
0,0,0,0,0,0,3,0,0,1,1,1,0,1,1,16,35,1,6,1,0,0,0,0,13,0,1,1,1,1,0
0,0,0,0,0,0,7,0,0,0,0,0,0,1,1,9,30,0,6,1,0,1,0,0,15,0,1,1,1,1,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,20,35,0,9,1,0,0,0,0,20,0,1,1,1,1,0
0,0,1,0,0,1,8,0,0,0,0,3,0,1,1,13,29,2,5,0,0,0,1,1,16,1,1,1,1,1,0
0,0,1,0,0,0,7,0,0,0,0,1,0,0,1,14,34,2,6,0,0,0,1,0,14,0,1,1,1,1,0
0,0,1,0,0,0,5,0,0,0,0,3,0,0,1,12,26,2,5,0,0,0,1,0,16,1,1,1,1,1,0
0,0,1,0,0,0,7,0,0,0,0,1,0,0,1,14,34,2,6,0,0,0,1,0,14,0,1,1,1,1,1
0,0,0,0,0,0,4,1,0,1,1,0,0,1,1,16,31,0,8,1,0,0,0,0,12,0,1,0,1,1,0
0,0,2,0,0,0,7,1,0,1,1,1,0,1,1,15,28,0,10,1,0,1,0,0,16,0,1,1,1,1,1
0,0,1,0,0,0,8,0,0,1,1,0,1,1,1,12,30,1,5,0,0,0,0,0,24,0,1,1,1,1,0
0,0,0,0,0,0,5,0,0,1,1,2,0,0,1,19,28,2,7,1,0,0,0,0,16,0,1,1,1,1,0
0,0,1,0,0,0,8,0,0,0,0,1,0,1,1,16,29,2,8,1,1,1,1,0,15,1,1,1,1,1,0
0,0,1,0,0,0,8,0,0,0,0,1,0,1,1,16,29,2,8,1,1,1,1,0,15,1,1,1,1,1,0
0,0,1,0,0,0,5,0,0,0,0,4,0,0,1,19,29,2,8,1,0,0,1,0,20,1,1,1,1,1,0
0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,15,30,0,6,1,1,0,0,0,11,0,1,1,1,1,0
0,0,1,0,0,0,9,0,0,0,0,1,1,1,1,17,32,2,8,1,1,1,1,0,17,1,1,1,1,1,0
0,0,1,0,0,0,4,0,0,0,0,0,0,1,1,16,29,0,8,1,1,1,0,0,12,0,1,1,1,1,0
0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,15,32,0,6,1,1,0,0,0,11,0,1,1,1,1,0
0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,15,30,0,6,1,1,0,0,0,27,0,1,1,1,1,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,12,24,0,5,1,0,0,0,0,16,0,1,1,1,1,0
0,0,1,0,0,0,5,0,0,0,0,4,0,0,1,12,29,2,5,1,0,0,1,0,14,1,1,1,1,1,0
0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,16,37,2,7,1,1,0,0,0,15,0,1,1,1,1,0
0,0,1,0,0,0,8,0,0,0,0,1,0,1,1,13,27,2,7,1,0,1,1,0,22,1,1,1,1,1,0
0,0,1,0,0,0,9,0,0,0,0,1,0,1,1,11,31,1,5,1,0,0,0,1,22,0,1,1,1,1,0
0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,19,30,0,6,0,0,0,0,0,13,0,1,1,1,1,0
0,1,0,0,0,0,6,0,0,0,0,0,0,1,1,16,28,1,5,0,0,0,0,1,13,0,1,1,1,1,0
0,0,1,0,0,0,9,0,0,0,0,1,1,1,1,14,32,2,7,1,0,1,1,0,23,1,1,1,1,1,0
0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,19,27,0,9,1,0,0,0,0,21,0,1,1,1,1,1
0,0,1,0,0,0,9,0,0,0,0,1,1,1,1,14,32,2,7,1,0,1,1,0,23,1,1,1,1,1,0
0,0,0,0,0,0,8,0,1,0,1,0,1,1,1,16,35,0,7,0,1,0,0,0,15,0,1,1,1,1,0
0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,17,34,0,7,1,1,0,0,0,26,0,1,1,1,1,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,16,25,0,7,1,1,0,0,0,14,0,1,1,1,1,1
0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,16,25,0,7,1,1,0,0,0,24,0,1,1,1,1,0
0,0,0,0,0,0,4,0,0,1,1,1,0,1,1,18,27,1,8,1,0,0,0,1,23,0,1,0,0,1,0
0,0,0,0,0,0,7,0,0,0,0,0,0,1,1,9,29,0,6,1,0,1,0,0,15,0,1,1,1,1,0
0,0,1,0,0,0,6,0,1,1,1,1,1,1,1,20,34,0,7,1,0,0,0,0,17,0,0,1,1,1,0
0,0,1,0,0,0,5,0,0,0,0,4,0,0,1,12,27,2,5,1,0,0,1,0,15,1,1,1,1,1,0
0,0,1,0,0,0,6,1,1,0,0,1,1,1,1,14,26,1,5,1,1,0,0,1,14,0,0,1,1,1,0
0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,16,27,0,7,0,0,0,0,0,13,0,1,1,1,1,0
0,0,1,0,0,0,4,0,0,0,0,0,0,1,1,13,26,0,7,1,0,1,0,0,13,0,1,1,1,1,0
0,0,1,0,0,0,2,0,0,1,1,0,0,0,1,15,36,0,6,0,0,0,0,0,13,0,1,1,1,1,0
0,0,1,0,0,0,7,0,0,0,0,0,1,1,1,11,30,0,5,1,0,0,0,1,13,0,1,1,1,1,1
0,0,0,0,0,0,4,0,0,1,1,0,0,1,1,14,25,0,6,0,0,0,0,1,14,0,1,1,1,1,0
0,0,0,0,0,0,6,0,0,0,0,1,0,1,1,17,34,3,7,1,1,0,0,0,14,0,1,1,1,1,0
0,0,0,0,0,0,8,0,1,1,1,2,1,0,1,19,30,0,7,0,0,0,0,1,21,0,1,1,1,1,0
0,0,2,0,0,0,4,0,0,0,0,0,0,1,1,20,30,1,8,0,0,1,0,0,15,0,0,1,1,1,0
0,0,1,0,0,0,7,0,0,0,0,0,1,1,1,11,30,0,5,1,0,0,0,1,13,0,1,1,1,1,0
0,0,1,0,0,0,5,0,0,0,0,0,1,1,1,17,32,0,8,1,1,1,0,0,26,0,1,1,1,1,0
0,1,1,1,0,0,7,1,0,1,1,0,1,1,1,13,31,2,7,0,1,0,0,0,13,0,1,1,1,1,0
0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,19,28,1,9,1,0,0,0,0,15,0,1,1,1,1,0
0,0,1,0,0,0,6,0,1,1,1,1,0,1,1,15,24,1,6,0,0,0,0,0,19,0,1,0,1,1,0
0,0,1,0,0,0,5,0,0,1,1,1,0,1,1,8,35,2,6,1,0,0,0,1,18,0,0,1,1,1,0
0,0,0,0,0,0,7,0,0,1,1,0,1,1,1,18,36,1,8,1,0,0,0,0,18,0,0,1,1,1,0
0,0,1,0,0,0,6,0,0,0,0,3,0,0,1,17,27,2,9,0,0,0,1,0,17,1,1,1,1,1,0
0,0,2,0,0,0,4,0,0,1,1,0,0,1,1,12,38,1,5,1,0,0,0,1,17,0,1,1,1,1,0
0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,12,37,0,5,0,0,0,0,0,24,0,1,1,1,1,0
1,1,0,1,1,1,9,1,1,1,1,1,1,1,0,13,28,1,5,0,0,0,0,0,16,0,1,1,1,1,0
0,0,0,0,0,0,5,0,0,0,0,2,0,0,1,20,31,2,10,1,0,0,0,0,19,0,1,1,1,1,1
0,0,1,0,0,0,5,0,0,1,1,4,0,0,1,18,33,2,7,1,0,0,1,0,15,1,1,1,1,1,0
0,0,1,0,0,0,8,0,0,0,0,2,0,1,1,12,34,1,5,0,0,0,0,1,15,0,1,1,1,1,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,15,35,0,7,0,0,0,0,0,12,0,1,1,1,1,0
0,0,1,1,0,0,6,0,0,0,0,3,0,0,1,11,32,4,9,1,0,0,0,0,16,0,1,1,1,1,1
0,0,1,0,0,0,5,0,0,0,0,0,0,1,1,18,36,0,8,1,1,1,0,0,23,0,1,1,1,1,0
0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,19,26,0,10,1,0,0,0,0,21,0,1,1,1,1,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,19,26,0,9,1,0,0,0,0,16,0,1,1,1,1,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,19,28,0,9,1,0,0,0,0,14,0,1,1,1,1,0
0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,7,28,0,6,1,0,0,0,0,16,0,0,1,1,1,0
0,0,1,0,0,1,5,0,1,1,1,0,0,0,1,18,36,0,9,0,0,0,0,0,16,0,1,1,1,1,0
0,0,1,0,0,0,6,0,1,1,1,1,1,1,1,18,25,0,7,0,0,0,0,0,20,0,1,1,1,1,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,16,23,0,7,1,1,0,0,0,20,0,1,1,1,1,0
0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,12,30,0,5,1,1,0,0,0,11,0,1,1,1,1,0
0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,11,28,0,5,1,0,0,0,0,26,0,1,1,1,1,0
0,0,1,0,0,0,7,0,0,0,0,4,0,0,1,18,33,3,7,1,0,0,1,0,18,1,1,1,1,1,1
0,0,4,0,0,0,7,0,0,0,0,1,0,1,1,17,32,1,8,1,1,0,0,1,15,0,1,1,1,1,0
0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,12,32,0,5,0,0,0,0,0,11,0,1,1,1,1,0
0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,12,30,0,5,1,1,0,0,0,11,0,1,1,1,1,0
0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,16,35,2,8,0,0,0,0,0,13,0,1,1,0,1,0
0,0,1,0,0,0,5,0,1,1,1,1,0,0,1,19,26,1,8,0,0,0,0,0,21,0,1,0,1,1,1
0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,16,23,0,7,1,1,0,0,0,18,0,1,1,1,1,0
0,0,1,0,0,0,5,1,0,0,0,2,1,0,1,9,29,2,7,1,0,0,0,0,14,0,1,1,1,1,0
0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,8,32,1,3,0,0,0,0,0,15,0,1,0,1,1,0
0,0,1,0,0,0,7,0,0,1,1,3,0,1,1,16,27,2,6,0,0,0,1,1,22,1,1,0,1,1,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,19,26,0,10,1,0,0,0,0,21,0,1,1,1,1,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,12,24,0,5,1,0,0,0,0,15,0,1,1,1,1,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,12,27,0,5,1,0,0,0,0,12,0,1,1,1,1,0
0,0,1,0,0,0,6,0,0,0,0,1,0,1,1,12,33,3,5,0,0,0,1,0,13,0,1,1,1,1,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,18,24,0,7,1,0,0,0,0,21,0,1,1,1,1,0
0,0,0,0,0,0,4,0,0,1,1,1,1,0,1,15,38,0,6,1,0,0,0,0,15,0,1,1,1,1,0
0,0,1,0,0,0,6,0,0,0,0,1,0,1,1,12,33,3,5,0,0,0,1,0,13,0,1,1,1,1,0
0,0,0,0,0,0,5,0,0,0,0,1,1,1,1,16,36,6,6,1,1,0,0,0,18,0,1,1,1,1,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,12,24,0,5,1,0,0,0,0,15,0,1,1,1,1,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,12,24,0,5,1,0,0,0,0,15,0,1,1,1,1,1
0,0,0,0,0,0,4,0,1,1,1,1,0,0,1,12,26,0,5,1,0,0,0,0,13,0,1,1,1,1,0
0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,14,30,3,6,1,0,0,0,0,12,0,1,1,1,1,0
0,0,0,0,0,0,3,0,0,1,1,1,0,1,1,14,30,0,5,0,0,0,0,0,11,0,1,1,1,1,0
0,0,1,0,0,0,6,0,0,0,0,1,1,1,1,14,28,5,6,1,0,0,0,0,14,0,1,1,1,1,0
0,0,0,0,0,0,2,1,0,1,1,1,0,0,1,20,31,1,8,0,1,0,0,0,14,0,1,1,1,1,1
0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,16,38,1,8,1,0,0,0,1,19,0,1,0,1,1,0
0,0,2,0,0,1,5,0,0,0,0,0,0,1,1,16,25,2,7,1,0,0,0,0,15,0,1,1,1,1,0
0,0,1,0,0,0,5,0,0,0,0,0,1,1,1,14,32,0,7,1,0,1,0,0,11,0,1,1,1,1,0
0,0,2,0,0,0,5,0,0,0,0,0,0,1,1,18,37,2,8,1,1,1,0,0,18,0,1,1,1,1,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,12,35,0,5,0,0,0,0,0,12,0,1,1,1,1,1
0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,17,36,0,7,1,1,0,0,0,25,0,1,1,1,1,0
0,0,0,0,0,0,7,0,0,0,0,0,0,1,1,9,30,0,6,1,0,1,0,0,14,0,1,1,1,1,0
0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,14,28,0,6,1,0,0,0,0,11,0,1,1,1,1,0
0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,14,37,3,6,0,1,0,0,0,24,0,1,1,1,1,0
0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,14,28,0,6,1,0,0,0,0,11,0,1,1,1,1,1
0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,17,30,0,7,1,1,0,0,0,11,0,1,1,1,1,0
0,0,1,0,0,0,4,0,0,0,0,0,0,1,1,12,27,0,6,1,0,1,0,0,12,0,1,1,1,1,0
0,0,0,0,0,0,5,0,0,1,1,1,1,1,1,19,36,0,8,0,0,0,0,0,16,0,1,1,1,1,0
0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,14,26,0,6,1,0,0,0,0,12,0,1,1,1,1,0
0,0,1,0,0,0,2,0,0,1,1,0,0,0,1,21,34,1,9,1,0,0,0,0,20,0,1,1,1,1,0
0,0,0,0,0,0,5,0,0,1,1,1,1,1,1,19,36,0,8,0,0,0,0,0,16,0,1,1,1,1,1
0,0,1,0,0,0,4,0,1,1,1,1,0,0,1,21,33,0,9,1,0,0,0,0,21,0,0,1,1,1,1
0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,16,29,0,7,1,1,0,0,0,11,0,1,1,1,1,0
0,0,2,0,0,0,4,1,1,0,0,0,0,0,1,20,30,0,11,1,0,0,0,0,17,0,1,1,1,1,0
0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,14,26,0,6,1,0,0,0,0,12,0,1,1,1,1,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,16,23,0,7,1,1,0,0,0,17,0,1,1,1,1,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,16,23,0,7,1,1,0,0,0,17,0,1,1,1,1,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,16,23,0,7,1,1,0,0,0,17,0,1,1,1,1,0
0,0,1,0,0,0,8,0,0,0,0,1,0,1,1,16,29,2,8,1,1,1,1,0,24,1,1,1,1,1,0
0,0,0,0,0,0,5,0,0,1,1,1,1,1,1,19,36,0,8,0,0,0,0,0,16,0,1,1,1,1,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,16,23,0,7,1,1,0,0,0,17,0,1,1,1,1,0
0,0,1,0,0,0,4,0,0,1,1,0,0,1,1,21,33,2,9,1,0,0,0,0,18,0,1,1,1,1,0
