perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_GET_TASKS,n_permissions,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,n_urls,n_api_calls,n_used_permissions,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_READ_PHONE_STATE,suspicious_Base64,suspicious_Cipher,suspicious_getPackageInfo,suspicious_getExternalStorageDirectory,suspicious_getDeviceId,suspicious_Ljava_lang_System___load,suspicious_getSystemService,intent_com_google_android_c2dm_intent_RECEIVE,suspicious_Ldalvik_system_PathClassLoader_,perm_com_google_android_c2dm_permission_RECEIVE,intent_android_intent_action_PACKAGE_ADDED,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_com_google_firebase_MESSAGING_EVENT,perm_android_permission_CHANGE_WIFI_STATE,perm_android_permission_WRITE_SETTINGS,intent_android_intent_action_USER_PRESENT,perm_com_android_launcher_permission_INSTALL_SHORTCUT,n_services,suspicious_system_bin_su,intent_android_intent_action_PACKAGE_REMOVED,intent_android_net_conn_CONNECTIVITY_CHANGE,label
0,0,10,0,74,18,7,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,8,0,0,0,0
0,0,2,0,76,12,5,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,51,7,6,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,7,0,0,0,0
0,0,7,0,18,32,13,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
1,1,43,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,11,0,0,1,0
0,0,7,0,28,20,7,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,6,0,0,0,0
0,0,4,0,14,18,6,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
0,0,31,0,33,18,9,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,9,0,0,0,0
0,0,2,0,10,12,5,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,10,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0
0,0,20,0,56,40,13,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,0,3,0,47,37,12,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,8,0,15,31,14,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
0,0,6,0,14,19,7,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0
0,0,17,0,84,35,17,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,11,0,0,0,0
0,0,7,0,33,24,12,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,6,0,0,0,0
0,0,11,0,97,31,13,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,6,0,0,0,0
0,0,8,0,109,19,8,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,18,0,0,0,0
0,0,11,0,52,22,11,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,7,0,0,0,0
0,0,11,0,44,44,18,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,1,0
0,0,23,0,6,18,8,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0
0,0,14,0,121,45,16,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,9,1,0,0,0
0,0,12,0,60,15,6,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,7,0,0,0,0
0,0,4,0,33,29,13,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,30,24,10,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,4,0,0,0,1
0,0,8,0,82,30,9,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0,4,0,45,24,11,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
0,0,28,0,45,25,9,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,6,0,0,0,0
1,0,23,0,22,6,5,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,32,20,8,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,48,14,5,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0
1,1,42,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,11,0,0,1,1
0,0,4,0,32,28,10,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,8,0,26,20,9,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,5,0,0,0,0
1,1,28,1,187,64,16,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,6,0,1,1,0
0,1,39,1,333,25,12,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,13,1,1,1,0
0,0,8,0,17,36,15,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0
0,0,2,0,6,12,5,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,34,26,13,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,17,0,49,42,10,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0
0,0,4,0,18,19,10,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,19,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,6,0,0,1,0
0,0,14,1,10,36,10,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,12,0,31,18,8,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,6,0,0,0,0
0,0,5,0,40,35,11,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,9,0,0,0,0
0,0,27,0,35,25,11,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,13,0,0,0,0
0,0,8,0,3,19,7,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,4,0,10,17,6,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,8,0,25,15,6,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,4,0,0,0,0
0,0,2,0,33,14,6,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,11,13,5,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11,0,55,20,7,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,3,1,0,0,0
0,0,7,0,50,11,9,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0
0,1,11,0,45,39,9,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,5,0,0,0,0
0,0,6,0,132,45,12,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,10,0,0,0,0
0,0,30,0,7,19,7,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,6,0,0,0,0
0,0,18,0,118,30,10,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,13,0,0,0,0
0,0,8,0,18,31,11,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
0,1,17,1,106,37,12,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0
0,0,2,0,10,3,2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,21,23,6,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,20,0,36,44,14,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0
0,0,5,0,30,5,4,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,0,13,17,6,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,19,0,106,36,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,8,1,1,1,1
0,0,10,0,18,14,6,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0
0,0,16,1,3,4,3,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,2,1,1,1,1
0,0,20,0,28,20,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0
0,0,8,0,26,24,10,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,6,0,0,0,0
0,0,16,0,42,23,10,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,6,1,0,0,0
1,1,33,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0
1,0,23,0,44,34,12,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
1,1,27,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,19,0,1,1,0
0,0,10,0,45,31,9,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,20,1,46,28,9,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,9,0,1,1,0
1,1,16,1,0,2,2,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1
0,0,4,0,38,21,10,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,10,0,33,30,9,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0
1,1,47,0,247,72,24,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,29,1,1,1,0
0,0,13,0,128,14,6,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,7,0,0,0,0
0,0,11,0,41,30,12,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,8,1,0,1,0
0,0,2,0,29,20,7,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,26,0,70,36,17,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,14,1,0,0,0
0,0,3,0,25,24,13,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,22,0,27,38,13,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,8,0,0,0,0
0,0,14,0,22,17,9,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,8,0,0,0,0
0,0,11,0,26,7,5,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,8,1,0,0,0
0,0,1,0,1,12,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,9,0,182,41,16,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,17,0,0,0,0
0,0,3,0,7,16,6,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9,0,21,8,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0
0,0,6,0,23,18,7,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,2,0,0,0,0
0,0,5,0,1,3,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,16,16,7,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,30,0,23,19,10,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,9,0,0,0,0
0,1,9,0,14,12,5,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,12,0,227,35,13,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,6,0,0,0,0
0,0,16,0,35,8,5,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0
1,1,39,1,77,59,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,32,0,1,1,0
0,0,4,0,32,20,9,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,0,24,12,5,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,8,0,14,27,10,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,31,29,13,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,6,6,3,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,8,0,45,25,10,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
1,1,15,0,4,10,7,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,4,0,0,1,1
1,0,9,0,38,30,9,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0
0,0,9,0,31,9,7,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
0,0,9,0,25,21,11,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,3,0,0,0,0
0,0,8,0,29,18,7,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,35,25,11,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10,0,80,26,12,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,10,0,0,0,0
1,0,20,1,32,18,7,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,4,0,0,0,0
0,0,12,0,82,33,8,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,8,0,0,0,0
0,0,2,0,20,6,5,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9,0,36,19,8,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,7,0,38,17,7,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,18,0,22,19,7,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0
0,0,6,0,31,17,7,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,17,0,0,0,1
0,0,28,1,88,61,17,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,5,0,1,1,0
0,0,4,0,23,7,5,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,47,27,11,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,8,0,0,0,0
0,0,6,0,48,32,13,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,5,16,6,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,28,0,4,21,9,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,3,0,0,0,1
0,0,20,0,73,33,14,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,13,1,0,0,0
0,0,16,0,50,44,17,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0
0,1,13,0,158,30,10,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,9,0,1,1,1
0,0,4,0,19,18,10,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,16,4,3,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,24,15,7,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0
0,0,10,0,67,42,12,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,7,0,0,0,0
1,0,28,0,69,56,15,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,11,0,0,0,0
0,0,2,0,13,21,9,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,13,5,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,19,1,75,23,9,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,2,0,1,1,0
1,1,79,1,88,48,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,17,0,1,1,0
0,0,2,0,44,20,9,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,29,0,20,23,8,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,12,0,0,0,0
0,0,6,0,34,26,9,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,30,19,9,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,3,0,0,0,0
0,0,12,0,18,32,11,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,5,0,0,0,0
0,0,2,0,27,19,9,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11,0,36,28,9,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,0,1,0
0,0,2,0,21,22,9,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,18,0,142,20,9,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,8,0,0,1,1
0,0,10,0,46,14,5,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,8,0,0,0,0
0,0,6,0,32,8,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11,0,66,43,14,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,12,0,0,0,0
0,0,12,0,52,13,11,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,9,0,0,0,1
0,0,4,0,15,20,8,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,8,0,16,20,9,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,4,0,0,0,0
0,0,6,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,27,18,8,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,21,10,5,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,62,36,15,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0
0,0,4,0,25,6,5,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,8,0,11,25,10,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1,0,20,0,63,43,16,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,10,1,0,0,0
0,0,5,0,33,34,14,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,5,0,4,2,2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,14,0,71,21,11,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,6,1,0,0,0
0,0,7,0,28,33,8,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
0,0,7,0,24,18,7,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,23,0,82,44,20,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,11,1,1,0,0
0,0,9,0,8,16,8,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,44,28,11,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,8,0,21,19,9,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,3,0,0,0,1
0,0,7,0,18,19,10,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,2,0,23,17,7,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,21,0,126,32,16,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0
1,1,14,1,11,14,6,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,10,0,113,37,15,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,16,1,0,0,0
0,0,6,0,3,20,8,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9,1,33,7,5,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,2,0,22,21,6,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,25,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,11,0,1,1,0
0,0,5,0,22,13,6,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,29,0,51,40,19,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,22,1,0,1,0
0,0,5,0,22,18,7,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,2,0,0,0,0
1,0,9,0,27,24,10,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,8,0,0,0,0
0,0,18,0,113,36,12,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,13,0,0,1,0
0,0,13,0,61,15,10,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,13,0,0,0,1
0,0,2,0,16,12,5,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,16,4,3,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,14,0,12,27,8,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,8,0,0,0,0
0,0,6,0,26,5,4,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,7,0,0,0,0
0,0,7,0,49,20,11,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,8,0,39,23,9,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
0,0,3,0,17,5,4,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,6,0,8,26,7,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,16,18,7,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,14,0,58,13,7,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,15,0,0,0,0
0,1,18,1,1,2,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,5,0,1,1,0
0,0,28,0,3,22,11,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
0,0,8,0,26,13,7,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,11,0,0,1,0
0,0,15,0,72,14,6,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,8,0,0,0,0
0,0,4,0,20,4,4,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0
0,0,5,0,29,30,13,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10,0,129,33,13,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,6,1,1,1,0
0,0,2,0,18,19,9,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,9,7,4,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,20,1,51,32,10,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,11,1,1,1,0
0,0,12,0,13,20,7,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,7,0,0,0,0
0,0,5,0,1227,21,9,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9,0,31,36,8,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0
0,0,2,0,9,12,5,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,25,16,7,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11,0,15,17,6,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,7,0,0,0,0
0,0,10,0,41,42,10,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0
0,0,4,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
0,0,9,0,48,22,8,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,3,1,0,0,0
0,0,8,0,44,24,10,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,30,0,188,26,10,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,11,1,1,1,0
0,0,4,0,5,19,9,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,15,0,81,24,9,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,15,0,0,0,0
