intent_android_net_conn_CONNECTIVITY_CHANGE,intent_android_intent_action_PACKAGE_ADDED,intent_android_intent_action_PACKAGE_RESTARTED,intent_android_intent_action_PACKAGE_CHANGED,intent_android_intent_action_PACKAGE_REMOVED,n_api_calls,n_providers,intent_com_google_android_c2dm_intent_RECEIVE,perm_android_permission_GET_TASKS,intent_cryopiggy_start,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_android_intent_action_BOOT_COMPLETED,intent_android_intent_action_QUICKBOOT_POWERON,suspicious_Ldalvik_system_PathClassLoader_,perm_android_permission_ACCESS_COARSE_LOCATION,intent_com_google_firebase_MESSAGING_EVENT,intent_android_intent_action_ACTION_POWER_DISCONNECTED,intent_android_intent_action_PACKAGE_REPLACED,intent_android_app_action_DEVICE_ADMIN_ENABLED,intent_android_intent_action_ACTION_POWER_CONNECTED,intent_android_intent_action_EXTERNAL_APPLICATIONS_AVAILABLE,perm_android_permission_CHANGE_NETWORK_STATE,n_urls,n_activities,n_receivers,n_services,n_used_permissions,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_android_vending_INSTALL_REFERRER,intent_android_intent_action_VIEW,label
0,0,0,0,0,29,4,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,55,8,6,13,11,1,1,0,1
0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,5,0,0,0,0
0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,3,0,1,9,0,0,0,1
0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,6,0,0,0,0
0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,0,7,0,0,0,0
1,1,0,0,1,7,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,21,193,13,17,5,0,1,1,0
0,1,0,0,1,21,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,32,5,6,3,10,1,1,1,0
0,0,0,0,0,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,5,0,0,5,0,0,0,0
0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,5,0,0,0,0
1,1,0,0,1,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,14,4,4,6,0,0,1,0
0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,616,0,0,7,0,0,0,0
0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,0,7,0,0,0,0
0,0,0,0,0,19,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,24,5,6,5,7,1,1,0,0
0,0,0,0,0,10,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,22,4,2,1,5,0,0,0,0
0,0,0,0,0,55,5,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,165,33,8,15,14,1,1,1,0
0,0,0,0,0,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,2,3,5,1,0,0,0
0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,3,0,0,0,1
0,0,0,0,0,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65,13,5,3,7,0,1,0,0
0,0,0,0,0,30,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,38,13,2,2,9,0,1,0,0
0,0,0,0,0,25,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,34,35,9,8,10,1,1,1,0
0,0,0,0,0,25,3,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,40,9,12,9,12,1,1,0,0
0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,6,0,0,0,0
0,0,0,0,0,18,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,194,9,5,9,7,1,1,1,0
0,0,0,0,0,27,3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,25,65,3,9,14,1,1,1,1
0,0,0,0,0,17,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,5,4,6,8,1,0,0,0
1,0,0,0,0,6,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,20,22,5,13,5,1,0,1,0
0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,1,1,11,0,0,0,0
0,0,0,0,0,14,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,48,45,6,6,5,1,0,1,1
0,0,0,0,0,9,5,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,41,17,6,12,8,1,1,1,0
1,1,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,30,2,5,11,0,0,0,1
0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,8,6,11,10,1,1,0,0
0,1,0,0,0,38,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67,33,4,1,14,0,1,1,0
1,0,0,0,0,28,5,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,85,12,9,16,12,1,1,1,0
0,0,0,0,0,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32,7,0,1,9,0,0,0,0
0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,1,0,8,0,0,0,0
0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,2,0,0,9,0,0,0,0
0,0,0,0,0,21,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,17,10,4,3,8,1,0,0,0
0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,5,0,0,0,0
1,0,0,0,0,8,3,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,35,18,5,8,5,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1,5,0,0,0,0,0
0,0,0,0,0,12,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,22,5,5,4,5,1,0,0,0
0,0,0,0,0,12,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,34,28,8,9,9,0,0,1,0
0,0,0,0,0,22,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,35,6,4,5,10,1,1,0,0
0,0,0,0,0,7,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,37,6,4,2,5,1,1,0,0
0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,4,0,0,8,0,0,0,0
0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5,0,0,9,0,0,0,0
0,0,0,0,0,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,33,0,1,6,0,0,0,0
0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,6,0,1,6,0,0,0,0
0,0,0,0,0,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,3,3,9,1,0,0,0
0,0,0,0,0,17,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,86,12,4,2,6,0,0,0,0
0,0,0,0,0,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91,13,1,3,12,0,0,0,0
0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,6,0,0,0,0
0,0,0,0,0,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42,8,0,0,12,0,0,0,0
0,0,0,0,0,20,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,70,46,6,12,10,1,1,1,0
0,1,0,0,0,23,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,696,46,4,3,12,0,0,0,0
0,0,0,0,0,26,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,78,21,0,0,12,0,0,0,0
0,0,0,0,0,25,4,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,18,6,11,6,11,1,1,0,0
0,0,0,0,0,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22,7,1,1,10,0,0,0,0
0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33,6,0,0,5,0,0,0,1
0,0,0,0,0,22,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,39,29,0,0,11,0,0,0,0
0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,3,0,0,9,0,0,0,0
0,0,0,0,0,17,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,32,13,4,7,11,1,1,0,1
0,0,0,0,0,23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39,4,0,2,11,0,0,0,1
1,0,0,0,1,64,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,178,148,9,13,16,0,0,1,0
0,0,0,0,0,33,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,149,67,9,17,15,1,1,1,0
1,0,0,0,0,26,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,93,26,3,5,11,0,0,1,0
0,0,0,0,0,12,2,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,8,4,5,9,5,1,0,0,0
0,0,0,0,0,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,36,2,5,8,1,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0
0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36,59,1,52,6,0,0,0,0
1,1,0,0,1,48,2,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,186,47,16,9,15,0,1,0,0
0,0,0,0,0,14,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,42,35,12,13,6,1,0,0,0
0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,2,0,0,7,0,0,0,0
1,1,0,0,1,42,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,23,37,4,2,14,0,0,1,0
0,0,0,0,0,18,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,27,19,4,6,8,1,1,0,0
0,0,0,0,0,14,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,51,38,8,8,5,1,0,1,0
0,0,0,0,0,21,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,33,16,11,4,8,1,1,0,0
0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,1,1,5,0,1,1,0
0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,9,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,11,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,8,34,3,7,7,1,1,0,0
1,1,0,0,1,14,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,109,20,13,11,9,1,1,0,0
0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,4,0,0,7,0,0,0,0
0,0,0,0,0,34,4,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,120,27,3,18,14,1,1,0,0
1,0,1,0,0,28,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,80,25,8,17,10,0,0,0,0
0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,6,0,0,7,0,0,0,1
0,0,0,0,0,7,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,50,7,3,7,6,1,1,0,1
0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,5,0,0,0,0
0,0,0,0,0,19,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,19,27,1,1,8,1,0,0,0
0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,0,0,3,0,0,1,0
0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,9,0,0,9,0,0,0,0
0,0,0,0,0,20,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,81,22,5,10,9,1,1,1,0
0,0,0,0,0,23,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,29,5,3,4,10,1,1,0,0
0,0,0,0,0,31,4,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,44,63,3,8,15,1,0,1,0
0,0,0,0,0,20,3,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,7,2,6,6,7,1,1,1,0
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,3,0,1,0,1
0,0,0,0,0,29,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45,19,2,4,12,0,0,1,0
0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,7,0,0,0,0
0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,6,0,0,0,1
0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,4,0,0,5,0,0,0,0
0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,0,1,6,0,0,0,0
0,0,0,0,0,23,2,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,79,32,6,13,9,1,1,1,0
0,0,0,0,0,39,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,12,4,7,11,1,0,1,1
1,0,0,0,0,58,7,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,993,446,10,44,23,0,0,1,0
0,0,0,0,0,17,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,36,8,5,6,8,1,0,0,0
0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6,0,0,7,0,0,0,0
1,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,12,1,4,3,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0
0,0,0,0,0,25,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66,25,3,9,9,0,0,1,0
0,0,0,0,0,42,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,41,24,4,3,10,1,0,0,0
0,0,0,0,0,28,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,12,5,7,8,10,1,0,0,0
0,0,0,0,0,11,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,48,4,3,5,9,1,1,0,0
0,0,0,0,0,20,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,24,11,3,5,11,1,0,0,1
0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,0,8,0,0,0,0
0,0,0,0,0,14,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49,47,6,7,5,1,0,1,1
0,0,0,0,0,25,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,16,1,1,9,0,0,0,0
0,0,0,0,0,21,2,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,7,2,5,6,8,1,1,0,0
0,0,0,0,0,18,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,21,4,3,6,8,1,0,0,0
0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,21,0,0,9,0,0,0,0
0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,7,1,2,10,0,0,0,0
0,0,0,0,0,22,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,82,42,5,12,9,1,1,1,0
0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,18,1,0,3,0,0,0,1
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0
0,0,0,0,0,64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,46,5,7,13,1,1,1,0
0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,10,0,0,0,0
0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,3,0,0,0,0
0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,2,7,0,0,0,0
1,0,0,0,0,47,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,105,42,8,4,13,0,1,0,0
0,0,0,0,0,19,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,26,8,10,10,7,1,1,0,0
1,0,0,0,1,39,3,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,109,8,13,13,12,1,1,1,0
0,0,0,0,0,27,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,40,9,4,4,14,1,1,0,0
1,0,0,0,0,61,3,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,164,174,5,12,17,0,0,1,0
0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0
0,0,0,0,0,24,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,29,137,3,7,10,1,1,0,0
1,0,0,0,0,25,4,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,56,19,4,10,11,1,1,1,0
0,0,0,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,8,0,0,0,0
0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,0,0,6,0,0,0,1
0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,1,0,12,0,0,0,0
1,1,0,0,1,63,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,332,117,23,27,20,0,0,1,0
1,0,0,0,0,44,3,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,93,55,11,13,15,1,1,1,0
0,0,0,0,0,17,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,6,2,6,6,6,1,1,0,1
0,0,0,0,0,28,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55,5,1,4,12,0,0,0,0
0,0,0,0,0,20,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,26,8,4,2,10,1,1,0,0
0,0,0,0,0,37,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,11,1,1,12,1,0,0,0
0,0,0,0,0,33,5,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,128,37,10,13,15,1,1,1,0
0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29,11,1,9,7,0,0,0,0
0,0,0,0,0,46,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39,5,0,0,12,0,0,1,0
0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,0,0,8,0,0,0,0
0,0,0,0,0,18,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,64,7,5,7,8,1,1,1,0
0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,9,0,0,8,0,0,0,0
0,0,0,0,0,20,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,4,1,1,8,0,0,0,0
0,0,0,0,0,12,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,2,3,5,1,0,0,0
0,0,0,0,0,17,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,6,2,4,6,6,1,1,0,0
0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1,1,6,0,1,0,1
0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,4,0,0,7,0,0,0,0
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,3,0,1,0,0
0,0,0,0,0,29,4,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,26,24,4,11,13,1,1,0,0
0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,3,0,0,7,0,0,0,0
0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,15,0,0,8,0,0,0,0
0,0,0,0,0,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,0,0,8,0,0,0,0
0,0,0,0,0,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,26,36,7,3,7,1,0,0,0
1,0,0,0,0,65,2,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,46,29,9,17,11,1,0,1,0
1,1,0,0,1,69,17,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,202,419,18,56,21,0,0,1,0
0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,8,0,0,6,0,0,1,0
0,0,0,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,19,0,0,8,0,0,0,0
0,0,0,0,0,18,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,5,3,2,7,1,0,0,0
0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,9,0,0,11,0,0,0,0
0,0,0,0,0,37,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45,25,4,4,10,1,0,0,0
0,0,0,0,0,26,3,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,25,7,4,4,12,1,1,0,0
0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,632,0,0,5,0,0,0,0
0,0,0,0,0,18,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,51,8,4,2,7,1,1,0,0
0,0,0,0,0,40,5,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,119,31,6,13,16,1,1,1,1
0,0,0,0,0,55,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,3,2,3,17,1,0,0,0
0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42,2,0,1,9,0,0,0,1
1,0,0,0,0,29,5,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,54,27,11,12,12,1,1,1,0
0,0,0,0,0,50,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,84,19,6,7,13,1,1,1,0
0,0,0,0,0,12,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,16,4,5,5,1,0,0,0
0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,6,0,0,0,0
0,1,0,0,0,44,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,94,57,10,18,15,1,1,0,0
0,0,0,0,0,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33,10,0,1,8,0,0,0,0
1,0,0,0,0,20,9,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,78,32,19,15,11,1,1,1,0
0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,6,0,0,0,0
0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,9,0,0,0,0
0,0,0,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42,3,0,0,11,0,0,0,0
0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0
0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,9,0,0,7,0,0,0,0
0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,6,0,1,11,0,0,0,1
0,0,0,0,0,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,7,0,0,0,1
0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,12,3,2,0,0,0,0,0
0,0,0,0,0,19,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,65,3,1,8,1,0,0,0
0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4,0,0,6,0,0,1,0
0,0,0,0,0,32,6,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,46,37,5,8,15,1,1,0,0
0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61,11,2,4,9,0,1,0,0
0,0,0,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,13,1,2,12,0,0,0,0
1,0,0,0,0,41,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,201,12,7,20,9,0,0,0,0
0,0,0,0,0,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29,7,0,0,8,0,0,0,0
1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,6,5,0,0,0,1,0
0,0,0,0,0,19,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,20,10,0,1,8,0,0,0,0
1,0,0,0,0,40,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,147,48,14,10,15,0,1,0,0
0,0,0,0,0,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,0,0,10,0,0,0,0
0,0,0,0,0,22,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,37,8,3,7,10,0,1,0,1
0,0,0,0,0,13,6,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,37,22,6,7,7,1,1,0,1
0,0,0,0,0,19,2,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,34,8,4,9,10,1,1,0,0
0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,5,0,0,0,0
0,0,0,0,0,19,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,33,9,1,3,10,0,0,0,0
0,0,0,0,0,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,166,33,2,3,10,0,1,0,0
0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,0,0,5,0,0,0,0
0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10,3,3,2,3,0,1,0,0
0,0,0,0,0,25,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,33,4,6,10,10,1,1,0,0
0,0,0,0,0,22,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,4,0,0,11,1,0,0,1
1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,7,7,13,0,0,0,0,0
1,0,0,0,0,41,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,344,89,7,6,11,1,0,0,0
0,1,0,0,0,31,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,78,35,7,14,12,1,1,0,1
0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,0,12,0,0,0,0
