perm_android_permission_GET_TASKS,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_READ_PHONE_STATE,perm_android_permission_ACCESS_WIFI_STATE,perm_com_android_launcher_permission_INSTALL_SHORTCUT,n_permissions,suspicious_Ljava_lang_Runtime___exec,intent_android_intent_action_PACKAGE_ADDED,n_urls,n_used_permissions,n_api_calls,suspicious_getPackageInfo,suspicious_getSystemService,suspicious_Base64,perm_android_permission_WRITE_EXTERNAL_STORAGE,suspicious_getDeviceId,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_google_android_c2dm_intent_RECEIVE,intent_com_google_firebase_INSTANCE_ID_EVENT,suspicious_getExternalStorageDirectory,intent_com_google_firebase_MESSAGING_EVENT,suspicious_Ljava_lang_System___load,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_com_android_vending_INSTALL_REFERRER,suspicious_Cipher,perm_com_android_launcher_permission_READ_SETTINGS,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,n_receivers,perm_android_permission_WRITE_SETTINGS,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,label
0,0,1,1,1,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0,0,0,0,8,0,0,3,3,3,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,3,0,0,0
0,0,0,0,0,8,0,0,4,4,6,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,2,0,0,1
0,0,0,0,0,8,0,0,3,3,3,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,3,0,0,0
0,0,1,1,0,15,0,0,10,5,5,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,4,0,0,0
1,1,1,1,1,13,0,1,4,2,2,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,3,0,0,0
0,0,0,0,0,8,0,0,3,3,3,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,3,0,0,0
0,1,1,1,0,10,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0
1,0,0,1,0,7,0,0,7,4,4,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0,1,0,0,7,1,0,4,3,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,0,1,0,0,9,0,1,2,3,4,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
0,0,0,0,0,5,0,0,7,3,3,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1,1,0,0,8,0,0,3,5,5,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,1,0,9,0,0,10,1,2,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,8,0,0,0
1,0,1,1,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0,1,1,1,0,11,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
1,1,1,1,0,10,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,1,1,1,1,13,0,1,0,5,6,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,5,0,1,1
1,1,1,1,1,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0
0,1,1,1,0,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
0,0,0,1,0,6,0,0,9,3,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7,0,0,10,6,6,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,4,0,0,0
0,0,0,1,0,7,1,0,0,1,2,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0
0,0,0,0,0,6,0,0,5,2,2,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,1,1,1,0,13,1,0,3,4,6,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
0,0,0,1,0,6,0,0,9,3,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,6,0,0,9,3,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,6,0,0,10,2,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,6,0,0,10,2,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,8,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,2,0,0,0
1,1,1,1,0,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0,1,1,1,1,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0
1,1,1,1,0,11,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0
1,1,1,1,1,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,1,0,11,0,0,13,4,4,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,4,0,0,0
0,0,1,0,0,7,0,0,1,5,5,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0
0,0,1,1,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,0,1,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,8,0,0,6,5,6,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,3,0,0,0
0,0,0,0,0,4,0,0,7,3,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0,10,0,0,7,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0,1,1,1,0,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,1,1,1,1,8,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0
0,0,0,0,0,5,0,0,10,3,3,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,3,0,0,1
1,1,1,1,1,13,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,5,1,0,0
1,1,1,1,1,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
1,0,1,0,0,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,0,1,10,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1,1,1,1,1,12,0,0,4,2,7,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,1,1,1,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,1,1,1,1,13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,1
0,0,0,0,0,5,0,0,7,3,3,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,1,0,6,0,0,11,5,5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,5,0,0,0
1,1,1,1,1,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0
1,1,1,1,0,10,1,0,7,3,4,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0
1,1,1,0,1,10,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,5,0,0,6,2,3,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,1,0,12,1,0,3,3,4,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1,0,1,1,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,4,0,0,4,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,9,0,0,8,5,8,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,2,0,0,0
1,1,1,1,1,16,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,3,0,0,0
0,1,1,1,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,1,1,1,1,15,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3,1,1,0
1,1,1,1,0,9,0,0,0,5,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
1,1,1,1,1,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,0,1,1,0,16,0,0,0,2,3,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,5,0,0,0
0,0,0,0,0,8,0,0,8,5,5,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,3,0,0,0
0,0,1,1,0,10,1,0,2,4,6,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,7,0,0,4,4,5,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,1,1,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,1,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
0,1,0,0,0,6,0,0,2,3,6,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
1,1,1,1,0,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,5,0,0,6,3,5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5,0,0,3,2,5,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,5,0,0,3,3,3,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,11,0,0,4,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0
0,0,0,1,0,11,0,0,13,5,5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,4,0,0,1
0,0,0,1,0,6,0,0,10,3,4,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,13,0,0,8,6,6,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,6,0,0,0
1,1,1,1,0,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0
1,1,1,1,1,10,0,0,1,3,4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,7,0,0,3,3,3,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,3,0,0,0
0,0,0,0,0,7,0,0,3,3,3,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,3,0,0,0
0,1,1,1,0,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,1,1,0,8,1,0,3,4,6,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
0,0,1,1,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7,0,0,3,3,3,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,3,0,0,0
0,0,0,0,0,7,0,0,3,3,3,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,3,0,0,0
0,0,0,0,0,7,0,0,3,3,3,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,3,0,0,0
1,1,1,1,1,8,0,1,2,3,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0
1,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,7,0,0,0
1,1,1,1,1,10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1,1,1,1,1,11,0,0,3,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1,1,0,1,0,9,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,4,0,0,0
1,0,1,1,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,3,0,0,8,3,3,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
0,0,1,1,0,9,0,0,10,1,2,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,10,0,0,0
0,0,1,1,0,9,0,0,10,1,2,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,10,0,0,0
0,0,0,0,0,6,1,0,3,3,5,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,7,0,0,1
0,0,0,0,0,6,0,0,9,3,3,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,1,1,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,0,0,1,0,6,0,0,2,2,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,8,1,0,7,3,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
1,0,1,1,0,13,1,1,2,4,6,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,2,1,0,0
0,0,1,1,0,14,1,0,3,4,6,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
0,1,1,0,0,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,9,0,0,14,4,4,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,5,0,0,0
0,1,1,1,0,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,0,1,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,0,6,0,0,3,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1,1,1,1,0,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,1,0,7,1,0,3,4,6,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,4,0,0,4,2,3,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,0,0,1,0,13,0,0,3,3,10,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1,1,1,1,1,16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,6,1,1,0
1,1,1,1,0,9,1,1,3,4,6,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,2,0,1,0
0,0,0,0,1,8,1,0,10,4,9,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,2,0,0,1
1,0,1,1,1,14,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,3,0,1,0
0,0,0,1,0,6,0,0,10,3,4,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0
0,0,1,1,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0
1,1,1,1,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0
1,1,1,1,1,16,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,3,0,0,0
0,0,1,0,0,6,0,0,9,3,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
0,0,0,1,0,6,0,0,2,3,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0,0,1,1,1,9,1,0,3,4,6,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
1,1,1,1,1,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,0,1,0,0,4,0,0,4,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,7,0,0,12,3,4,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0,0,1,1,0,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
1,0,1,1,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,6,0,0,3,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,1,1,1,0,11,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,1,1,1,1,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,0,1,1,1,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
0,0,1,0,0,9,1,0,6,3,5,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,3,0,0,0
0,0,1,0,0,12,1,0,3,3,9,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
0,0,0,0,0,7,0,0,2,4,5,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0,1,1,0,9,0,1,7,5,9,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
0,0,0,1,0,9,0,0,8,4,6,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,0,1,1,1,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
1,1,1,1,1,9,0,0,2,4,9,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,1,1,1,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
1,0,1,1,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,1,1,1,0,8,1,0,3,4,6,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1,0,1,1,1,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1
1,0,1,1,1,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
1,0,1,1,1,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
1,0,1,1,1,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
0,0,0,0,0,5,0,0,10,4,4,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,3,0,0,0
1,1,1,1,1,17,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0
0,0,0,0,0,8,0,0,14,3,3,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,3,0,0,0
0,1,0,0,0,14,1,0,6,4,7,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0
0,0,1,1,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
0,0,0,0,0,9,0,0,6,6,8,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
0,0,1,0,0,7,0,0,1,5,5,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,7,0,0,0
1,1,1,1,1,17,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,3,0,1,0
1,1,1,1,1,9,0,1,3,2,4,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1,1,1,1,1,16,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0
0,0,1,1,0,9,0,0,2,4,4,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,0,0,0,7,0,0,13,4,4,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,6,0,0,0
1,1,1,1,1,14,0,0,0,2,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
0,0,0,0,0,7,1,0,4,5,7,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0,5,0,0,3,3,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,17,1,0,1,2,4,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
1,1,1,1,0,9,1,0,1,2,4,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,1,1,14,0,0,0,2,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
0,0,1,1,1,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,0,1,1,0,15,1,0,3,4,6,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
0,0,0,0,0,5,0,0,8,2,3,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0,1,1,1,0,13,1,0,2,4,6,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1,1,1,1,0,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,0,1,1,0,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,1,0,10,0,0,11,5,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,0,0,0
0,0,0,1,0,10,0,0,12,5,7,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,4,0,0,0
1,1,1,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,1,1,16,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,3,1,1,0
0,0,0,0,0,5,0,0,10,4,5,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0,1,0,0,8,0,0,11,2,3,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
1,1,1,1,1,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,9,0,0,3,4,5,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,1,0,17,1,0,3,3,5,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0
0,0,0,0,0,11,0,0,2,3,4,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,1,0,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,10,0,0,5,3,3,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,4,0,0,0
1,1,1,1,1,16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,2,0,0,0
0,0,0,1,0,10,0,0,12,5,7,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,4,0,0,0
1,0,1,1,1,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
0,0,0,0,0,4,0,0,10,3,4,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
0,0,0,0,0,5,0,0,4,2,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,1,0,0,0,5,1,0,1,4,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
0,0,0,1,0,5,0,0,2,4,5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,1,1,1,13,1,1,3,4,6,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0
0,0,0,0,0,8,0,0,2,2,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,0,9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0
1,1,1,1,0,10,0,1,2,2,4,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
0,0,1,1,0,12,0,0,6,4,7,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
0,0,1,1,0,12,0,0,6,4,7,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
0,0,1,1,0,12,0,0,6,4,7,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
0,1,1,1,1,17,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,3,1,0,0
0,0,1,1,0,12,0,0,6,4,7,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
0,0,1,1,0,12,0,0,6,4,7,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
0,0,1,1,0,12,0,0,6,4,7,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
0,0,0,1,0,8,1,0,14,4,5,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,4,0,0,1
0,0,1,1,0,12,0,0,6,4,7,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
0,0,1,1,0,12,0,0,6,4,7,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
0,0,1,1,0,12,0,0,6,4,7,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
0,0,1,1,0,12,0,0,6,4,7,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
0,0,0,0,0,6,0,0,9,4,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0,12,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,7,0,0,0
