perm_com_android_launcher_permission_WRITE_SETTINGS,perm_android_permission_SEND_SMS,perm_com_android_launcher2_permission_READ_SETTINGS,n_permissions,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_android_permission_READ_PHONE_STATE,perm_android_permission_CHANGE_NETWORK_STATE,perm_android_permission_READ_LOGS,perm_android_permission_GET_TASKS,intent_com_google_firebase_MESSAGING_EVENT,perm_android_permission_ACCESS_DOWNLOAD_MANAGER,perm_android_permission_WRITE_SMS,perm_android_permission_READ_SMS,intent_com_google_android_c2dm_intent_RECEIVE,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,perm_android_permission_CHANGE_WIFI_STATE,perm_com_android_launcher_permission_READ_SETTINGS,perm_android_permission_WRITE_SETTINGS,n_providers,perm_android_permission_WRITE_OWNER_DATA,intent_com_google_firebase_INSTANCE_ID_EVENT,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_com_android_vending_CHECK_LICENSE,perm_android_permission_BROADCAST_STICKY,perm_android_permission_RECEIVE_SMS,n_urls,perm_android_permission_DISABLE_KEYGUARD,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_RECEIVE_MMS,n_api_calls,label
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,15,0
0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,23,0,1,0,10,1
0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,1,0,22,0
0,0,0,9,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,28,0,0,0,13,0
0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,26,0,0,0,18,0
0,1,0,42,1,1,1,0,1,0,0,0,0,1,0,1,1,1,2,0,0,1,0,1,1,241,0,1,0,46,0
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,15,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,10,0
0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,1,0,0,30,0
0,0,0,25,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,28,1,1,0,34,0
0,1,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,12,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,0,35,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,13,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,8,0
0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,35,0,1,0,11,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,10,0
0,0,0,12,0,0,0,0,0,1,0,0,0,1,1,0,0,0,6,0,1,0,0,0,0,136,0,1,0,33,1
0,1,0,28,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,57,0,1,0,48,1
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,0,0,15,0
0,0,0,28,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,21,0
0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,128,0,0,0,33,0
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,1,0,43,0
0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,14,0,0,0,3,1
0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,0,8,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,12,0
0,0,0,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,48,0,0,0,22,0
0,0,0,12,0,1,0,0,0,1,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,72,0,1,0,24,0
0,1,0,19,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,105,0,1,0,47,0
0,0,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,0,1,0,20,0
0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,21,0,0,0,19,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,18,0
0,0,0,34,0,1,0,0,0,1,0,0,0,1,1,0,0,0,5,0,1,0,0,0,0,78,0,0,0,23,0
0,0,0,13,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,63,0,1,0,16,0
0,0,0,21,0,1,1,0,0,1,0,0,0,1,1,1,0,0,2,0,1,1,0,0,0,95,0,1,0,42,0
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,17,0
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,3,0
0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,56,0,1,0,14,0
0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,96,0,1,0,41,0
0,1,0,24,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,193,0,1,0,39,0
0,0,0,19,0,1,1,0,0,1,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,35,0,1,0,21,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,0,0,0,20,0
0,1,0,66,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,74,1,1,1,67,0
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,10,0
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0
0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,89,0,1,0,26,0
0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,1,0,0,19,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,19,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,6,0
0,0,0,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,21,0,0,0,20,0
0,0,0,9,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4,0,1,0,0,0,0,134,0,0,0,11,0
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,1,0,18,0
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,1,0,28,1
0,0,0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,463,0,0,0,19,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,12,0
0,0,0,8,0,0,0,0,0,1,0,0,0,1,1,0,0,0,5,0,1,0,0,0,0,87,0,0,0,23,0
0,0,0,32,1,1,1,0,1,0,0,0,0,0,0,1,1,1,3,0,0,1,0,1,0,0,1,1,0,0,0
0,0,0,11,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,41,0,1,0,40,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,17,0
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1,0,12,0
0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,33,0
0,0,0,29,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,162,0,1,0,35,1
0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,24,0,1,0,18,0
0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,156,0,1,0,24,0
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40,0,1,0,22,1
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,14,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,30,0
0,0,0,12,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4,0,1,0,0,0,0,55,0,0,0,21,0
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,1,0,21,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,11,0
0,0,0,7,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,59,0,0,0,31,0
0,1,0,17,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,28,1,1,0,20,0
0,0,0,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,33,0,1,0,12,0
0,0,0,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,142,0,1,0,58,0
0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,18,0,0,0,13,0
0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0
0,0,0,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,45,0,0,0,18,0
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,17,0
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0,19,0
0,0,0,23,1,1,1,1,1,0,0,0,0,0,0,1,0,1,5,0,0,1,0,0,1,3,0,1,0,5,0
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,21,0
0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41,0,1,0,34,1
0,0,0,12,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,0,1,1,0,0,0,83,0,1,0,48,0
0,0,0,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,46,0,1,0,21,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,11,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,18,0
0,0,0,10,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,36,0,0,0,27,0
0,0,0,15,0,0,0,0,0,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,91,0,1,0,23,0
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,1,0,36,0
0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0
0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,30,0
0,0,0,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,76,0,0,0,19,0
0,0,0,18,0,1,0,0,0,1,1,0,0,1,0,0,0,0,2,0,1,1,0,0,0,32,0,0,0,31,0
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,30,0,0,0,11,0
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43,0,0,0,15,0
0,0,0,19,0,0,0,0,0,1,0,0,0,1,1,1,0,0,5,0,1,0,0,0,0,78,0,1,0,45,0
0,0,0,16,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,18,0,1,0,33,0
0,0,0,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,44,0,0,0,14,0
0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,28,0
0,0,0,18,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,48,0,0,0,67,0
0,0,0,25,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,158,0,0,0,18,0
0,0,0,15,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,18,0,1,0,22,0
0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33,0,1,0,14,0
0,0,0,10,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,34,0,0,0,22,0
0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,15,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,12,0
0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,0,26,0
0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,138,0,0,0,31,0
0,0,0,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41,0,1,0,45,0
0,0,0,26,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,65,0,1,0,17,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,5,0
0,0,0,42,0,1,1,1,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,237,0,1,0,44,0
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,14,0
0,1,0,17,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,5,0,1,0,16,0
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,27,0
0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,37,1,1,0,19,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,5,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,22,0
0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,24,0
0,0,0,24,0,0,0,0,0,1,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,78,0,0,0,33,0
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,77,0,0,0,39,0
0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,14,0,0,0,4,0
0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,121,0,0,0,40,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0
0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,0,1,0,22,0
0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,92,0,0,0,17,0
0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,47,0,0,0,22,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,1,0,12,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,18,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,8,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,49,0,1,0,44,0
0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,63,0,0,0,19,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0
0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,16,0,0,0,19,0
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,1,0,53,0
0,0,0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,22,0
0,0,0,27,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,209,0,1,0,60,0
0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,18,0
0,0,0,21,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,44,1,1,0,53,0
0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,33,0
0,0,0,25,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,26,0,0,0,20,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,13,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,32,0,1,0,24,0
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,27,0,1,0,6,0
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,1,0,55,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,0,0,0,34,0
0,0,0,13,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,1,0,1,0,0,84,0,1,0,34,0
0,0,0,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,72,0,0,0,23,0
0,0,0,37,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,167,0,1,0,74,0
0,0,0,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,17,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,15,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,12,0
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,24,0
0,0,0,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,29,0,0,0,24,0
0,1,0,32,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,86,0,1,0,64,1
0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1,0,25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,12,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,13,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,18,0
0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,12,0,0,0,3,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,0,0,0,20,0
0,0,0,23,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39,0,1,0,25,0
0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,33,1
0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,13,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,0,30,0
0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,0
0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,0,1,0,27,0
0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,32,0,1,0,19,0
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,1,0,29,0
0,1,0,21,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,86,0,1,0,30,0
0,0,0,10,0,1,0,0,0,1,0,0,0,1,1,0,0,0,5,0,1,0,0,0,0,65,0,0,0,24,0
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,0,12,0
0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,20,0
0,1,0,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,28,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,18,0
0,0,0,21,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,121,0,0,0,58,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,12,0
0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,118,0,1,0,14,0
0,0,0,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,14,0,1,0,46,0
0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,21,0,0,0,20,0
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,19,0
0,0,0,34,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,202,0,1,0,33,0
0,0,0,14,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,50,0,1,0,15,0
0,0,0,13,0,1,0,0,0,1,0,0,0,1,1,0,0,0,7,0,1,0,0,0,0,119,0,1,0,15,1
0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,19,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,19,0
0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,43,0,1,0,26,0
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,1,1,0,12,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,17,0
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,1,0,14,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,18,0
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,0,22,0
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,0,21,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,25,0
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,17,0
0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,16,0,1,0,12,0
0,0,0,12,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,17,0,0,0,11,0
0,0,0,26,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,8,0,0,0,21,0
0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,22,0,0,0,18,1
0,0,0,16,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,83,0,1,0,46,0
0,0,0,14,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,1,0,0,0,0,150,0,1,0,54,1
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,0,1,0,22,0
