n_urls,n_api_calls,perm_android_permission_READ_PHONE_STATE,n_activities,suspicious_getDeviceId,suspicious_getExternalStorageDirectory,n_used_permissions,perm_android_permission_ACCESS_NETWORK_STATE,suspicious_getSubscriberId,suspicious_Ldalvik_system_DexClassLoader_,n_providers,suspicious_sendTextMessage,intent_android_intent_action_PACKAGE_ADDED,suspicious_Ljava_lang_System___load,suspicious_Ldalvik_system_PathClassLoader_,suspicious_Ljava_lang_System___loadLibrary,suspicious_getPackageInfo,n_services,perm_com_android_vending_BILLING,intent_com_google_android_c2dm_intent_RECEIVE,intent_android_intent_action_VIEW,n_receivers,perm_com_google_android_c2dm_permission_RECEIVE,perm_android_permission_SET_WALLPAPER,n_permissions,perm_android_permission_SEND_SMS,perm_android_permission_FLASHLIGHT,intent_com_google_android_gms_measurement_UPLOAD,intent_show_lock_set_email,perm_android_permission_READ_CELL_BROADCASTS,label
151,20,1,38,1,1,9,1,0,1,1,0,0,1,1,1,1,3,0,1,0,5,1,0,21,0,0,0,0,0,0
57,23,0,17,1,1,11,1,0,1,3,0,0,0,1,0,1,6,1,1,0,3,1,0,8,0,0,0,0,0,0
35,22,0,9,1,1,8,1,0,1,1,0,0,1,0,1,1,2,0,0,0,4,0,0,3,0,0,0,0,0,0
37,25,1,5,1,1,11,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0
12,21,0,8,1,1,7,1,0,0,3,0,0,0,1,0,1,7,0,1,0,5,1,0,26,0,0,0,0,0,0
271,49,1,141,1,1,21,1,1,1,4,0,1,1,1,1,1,36,0,0,1,25,0,1,120,0,1,0,0,0,0
1,21,0,2,1,1,7,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5,0,0,0,0,0,0
21,22,0,10,1,1,9,1,1,0,1,0,0,1,1,1,1,8,0,1,1,4,1,0,6,0,0,0,0,0,0
80,28,0,122,1,1,15,1,0,0,5,1,0,1,1,1,1,7,0,1,1,10,1,0,18,0,0,0,0,0,0
67,51,1,77,1,1,16,1,1,1,0,0,0,0,0,0,1,7,0,0,0,4,0,0,23,0,0,0,0,0,1
20,16,0,6,0,1,7,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
207,37,0,106,1,1,14,1,1,1,8,0,0,1,1,1,1,20,1,1,1,11,1,0,28,0,0,0,0,0,0
1,2,0,1,0,1,2,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0
46,25,0,5,1,1,8,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
84,43,1,36,1,1,15,1,0,1,2,0,0,1,1,1,1,14,0,1,1,10,1,0,16,0,0,0,0,0,0
21,17,0,5,0,1,9,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0
61,19,0,31,1,1,10,1,0,0,2,0,0,0,1,0,1,5,0,1,1,5,1,0,11,0,0,0,0,0,0
46,47,1,11,1,1,12,1,0,1,0,0,0,1,1,1,1,5,0,1,0,5,1,0,22,0,0,0,0,0,0
43,26,0,11,1,1,11,1,0,1,1,0,0,0,1,0,1,9,0,1,0,5,1,1,27,0,0,0,0,0,0
72,35,0,21,1,1,12,1,1,1,2,0,0,1,0,1,1,0,1,1,1,7,1,0,19,0,0,0,0,0,0
67,25,1,51,1,1,10,1,0,0,1,0,0,0,1,0,1,9,0,1,1,13,1,0,18,1,0,0,0,0,0
8,10,0,2,0,0,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
27,12,0,6,1,1,5,1,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,4,0,0,0,0,0,0
0,0,1,15,0,0,0,1,0,0,0,0,1,1,0,0,0,5,0,0,0,3,0,0,64,0,0,0,0,0,0
0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,18,1,0,0,0,0,0
14,58,0,6,1,1,18,1,0,1,0,1,0,1,1,1,1,2,0,1,1,8,1,0,15,0,0,0,0,0,0
29,18,1,12,1,1,7,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,8,0,0,0,0,0,0
57,32,1,5,1,1,10,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,17,0,0,0,0,0,0
4,5,1,10,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
17,19,0,8,0,1,7,1,0,1,0,0,0,0,0,0,1,6,0,0,0,1,0,0,6,0,0,0,0,0,0
76,22,1,14,1,1,10,1,0,1,3,0,0,1,1,1,1,11,1,1,1,6,1,0,32,0,0,0,0,0,0
18,19,0,2,1,1,9,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0
35,31,0,6,1,1,13,1,0,0,2,0,0,1,1,1,1,4,1,0,0,3,1,0,7,0,0,0,0,0,0
1,12,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,12,1,6,0,1,4,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0
48,14,1,46,1,1,5,1,0,1,3,0,0,1,0,1,1,6,0,1,1,6,1,0,11,0,0,0,0,0,0
103,21,1,28,1,1,10,1,0,1,3,0,0,0,1,0,1,4,1,1,1,4,1,0,10,0,0,1,0,0,0
31,20,0,11,1,1,8,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0
32,22,0,16,1,1,11,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
80,20,0,29,1,1,9,1,0,1,3,0,0,1,1,1,1,12,0,1,1,5,1,0,11,0,0,0,0,0,0
1,17,0,2,0,1,5,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,10,0,0,0,0,0,0
8,5,0,5,1,1,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
60,13,0,8,1,1,10,1,0,1,4,0,0,0,1,0,1,10,0,1,0,4,1,0,10,0,0,0,0,0,0
1,17,0,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,31,0,23,1,1,12,1,0,1,5,0,0,1,1,1,1,4,1,1,0,7,1,0,12,0,0,0,0,0,0
213,42,1,101,1,1,14,1,1,1,2,1,0,1,1,1,1,14,0,0,1,9,0,0,37,0,0,0,0,0,0
19,15,0,6,1,1,6,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0
12,18,0,82,1,1,9,1,0,0,1,0,0,0,1,0,1,5,0,1,1,1,1,0,9,0,0,0,0,0,0
42,19,0,10,1,1,10,1,0,1,1,0,0,0,0,0,1,2,0,0,0,1,1,0,10,0,0,1,0,0,0
1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,18,1,16,0,1,8,1,0,1,1,0,0,1,1,1,1,7,0,1,1,10,1,0,20,0,1,0,0,0,0
22,13,0,7,1,1,6,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
197,47,1,25,1,1,12,1,1,1,0,0,0,1,0,1,1,5,0,0,0,0,0,0,15,0,0,0,0,0,0
25,6,0,6,0,1,4,1,0,1,1,0,0,0,1,0,1,5,0,1,1,4,1,0,6,0,0,0,0,0,0
40,31,1,5,1,1,13,1,0,0,4,0,0,1,1,1,1,10,0,1,0,8,1,0,17,0,0,0,0,0,0
34,20,0,7,1,1,8,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
21,8,0,1,1,1,5,1,0,0,2,0,0,0,1,0,1,3,0,1,0,4,1,0,8,0,0,0,0,0,0
16,13,0,17,0,1,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
16,37,0,3,1,1,12,1,0,0,0,0,0,0,0,0,1,6,0,1,0,5,1,0,15,0,0,0,0,0,0
37,30,0,6,1,1,11,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
24,22,1,5,1,1,10,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,18,0,0,0,0,0,0
21,12,0,5,1,0,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
51,13,0,32,1,1,8,1,0,1,1,0,1,1,1,1,1,18,0,1,0,6,1,0,92,0,0,0,0,0,0
0,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,2,0,0,10,0,0,0,0,0,0
176,23,1,20,1,1,11,1,0,1,0,0,0,1,0,1,1,5,0,1,1,6,1,0,9,0,0,0,0,0,0
176,22,0,62,1,1,10,1,0,1,8,0,0,1,1,1,1,10,1,1,1,10,1,0,14,0,0,0,0,0,0
43,37,0,2,1,1,14,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
7,18,0,6,0,1,6,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0
253,27,1,21,1,1,11,1,0,1,1,0,0,1,1,1,1,36,0,1,1,8,1,0,23,0,0,0,0,0,1
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,2,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0
24,14,0,9,1,1,6,1,0,1,0,0,0,0,1,0,1,6,0,0,0,1,0,0,5,0,0,0,0,0,0
13,17,0,7,1,1,8,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
23,16,0,17,1,1,7,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
34,64,1,7,1,1,13,1,0,1,2,0,0,1,0,1,1,5,0,1,1,6,1,0,16,0,0,0,0,0,0
45,19,0,33,1,1,8,1,0,0,2,0,0,1,1,1,1,14,0,1,1,11,1,0,8,0,0,0,0,0,0
12,30,1,3,1,1,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,1
42,28,0,10,1,1,10,1,0,1,1,0,0,0,1,0,1,7,0,1,0,5,1,0,10,0,0,0,0,0,0
95,50,1,41,1,1,15,1,0,1,2,0,0,1,0,1,1,7,0,1,1,4,1,0,12,0,0,0,0,0,0
39,21,0,3,1,1,11,1,0,1,3,0,0,0,1,0,1,4,0,1,0,3,1,0,7,0,0,0,0,0,0
1,10,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
15,21,0,8,1,0,8,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0
9,17,0,3,1,1,6,1,0,0,1,0,0,0,1,0,1,5,0,1,0,5,1,0,7,0,0,0,0,0,0
5,9,0,2,0,1,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0
105,20,0,24,1,1,9,1,0,1,1,0,0,1,1,1,1,6,0,1,0,6,1,0,25,0,0,0,0,0,0
71,31,0,17,1,1,12,1,0,1,3,0,0,1,1,0,1,3,1,1,1,3,1,0,6,0,0,0,0,0,0
85,53,0,37,1,1,14,1,0,1,1,0,0,1,0,1,1,8,0,1,0,10,0,0,2,0,0,1,0,0,0
67,42,1,21,1,1,13,1,0,1,0,0,1,1,0,1,1,1,0,0,1,6,0,0,18,0,0,0,0,0,0
22,19,0,3,1,1,10,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
78,19,0,18,1,1,7,1,0,1,0,0,1,1,1,1,1,3,1,0,0,3,0,0,4,0,0,0,0,0,0
12,20,0,4,1,1,7,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0
32,8,0,5,1,1,6,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,0
35,22,0,4,1,1,10,1,0,1,1,0,0,0,1,0,1,16,0,1,0,10,1,0,27,0,0,0,0,0,0
68,32,0,29,1,1,10,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
9,19,0,3,0,1,7,1,0,0,1,0,0,0,1,0,1,10,0,1,0,6,1,0,25,0,0,0,0,0,0
43,25,1,12,1,1,9,1,0,1,0,0,0,1,0,1,1,2,0,0,0,4,0,0,9,0,0,0,0,0,0
18,9,1,7,0,1,4,1,0,1,0,0,0,1,0,1,1,1,1,1,1,4,1,0,10,0,0,0,0,0,0
52,28,0,10,1,1,11,1,0,1,1,0,1,1,1,1,1,1,1,0,0,4,0,0,4,0,0,0,0,0,0
48,26,0,7,1,1,11,1,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,6,0,0,0,0,0,0
4,13,0,4,1,1,6,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
67,23,0,17,1,1,12,1,0,1,7,0,0,1,1,1,1,14,1,1,1,11,1,0,14,0,0,0,0,0,0
25,27,0,14,1,1,12,1,0,0,3,1,0,1,1,1,1,5,0,1,0,3,1,0,10,0,0,0,0,0,0
26,25,1,10,1,1,7,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0
52,18,1,32,1,1,7,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,8,0,0,0,0,0,1
26,43,1,29,1,1,12,1,0,0,2,1,1,1,0,1,1,14,1,1,1,10,1,0,15,0,0,0,0,0,0
84,19,1,69,1,1,8,1,0,0,3,0,0,1,1,1,1,11,1,1,1,8,1,0,25,0,0,0,0,0,0
52,52,0,4,1,1,15,1,0,1,0,0,0,1,0,0,1,3,1,1,0,5,1,0,10,0,0,0,0,0,0
7,3,0,10,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,7,0,0,0,0,0,0
20,19,0,5,1,1,9,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0
20,24,0,5,1,1,10,1,0,0,3,0,0,0,1,0,1,6,0,0,0,9,0,0,12,0,0,0,0,0,0
34,11,0,58,1,1,7,1,0,1,2,0,0,0,0,0,1,8,1,1,0,6,1,0,11,0,0,1,0,0,0
67,58,0,36,1,1,15,1,1,1,0,0,0,1,0,1,1,1,0,0,0,3,0,0,16,0,0,0,0,0,0
40,20,0,17,1,1,9,1,0,1,2,0,0,1,1,1,1,8,1,1,0,11,1,0,11,0,0,0,0,0,0
100,14,0,57,1,1,8,1,0,1,6,0,0,1,1,1,1,10,1,1,1,7,1,0,28,0,0,0,0,0,0
35,19,0,4,1,1,10,1,0,1,3,0,0,1,1,1,1,4,1,1,0,3,1,0,6,0,0,0,0,0,0
26,20,0,14,1,1,11,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,4,0,0,0,0,0,1
21,23,1,6,0,0,7,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
102,42,1,30,1,1,12,1,1,1,0,0,1,1,0,1,1,9,0,0,1,6,0,0,31,0,0,0,0,0,0
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
19,16,0,5,1,1,7,1,0,1,1,0,0,1,0,1,1,2,1,0,1,0,0,0,6,0,0,0,0,0,0
41,35,1,2,1,1,12,1,1,1,1,1,0,1,0,1,1,12,0,0,0,6,0,0,28,1,0,0,0,0,0
6,7,1,4,1,1,4,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,12,0,0,0,0,0,0
10,15,1,81,0,1,7,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,17,0,1,0,0,0,0
29,15,0,8,1,1,7,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2,19,1,1,0,1,8,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
23,14,0,8,0,1,6,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0
33,18,1,5,1,1,7,1,1,0,1,0,1,0,0,0,1,3,0,0,0,1,0,0,10,0,0,0,0,0,0
5,9,0,1,1,1,4,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
18,13,0,7,1,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0
12,26,0,4,1,1,10,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
76,26,1,25,1,1,9,1,0,1,1,0,1,1,0,1,1,5,0,0,1,3,0,0,24,0,0,0,0,0,0
52,17,0,38,1,1,7,1,0,0,1,0,0,1,0,1,1,7,1,1,0,5,1,0,12,0,0,0,0,0,0
31,19,0,7,1,1,9,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0
23,25,1,4,1,1,7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0
420,57,0,58,1,1,20,1,1,1,11,0,0,1,1,1,1,49,0,1,1,19,1,1,74,0,0,0,0,0,0
2,12,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,8,0,6,1,1,6,1,0,1,4,0,0,0,1,0,1,6,0,1,0,3,1,0,5,0,0,0,0,0,0
12,18,0,6,1,1,8,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0
23,18,0,7,1,1,7,1,0,1,1,0,0,0,1,0,1,2,0,1,0,4,1,0,7,0,0,0,0,0,0
16,19,0,7,0,1,8,1,0,0,0,0,0,1,1,1,1,1,1,1,1,5,1,0,8,0,0,0,0,0,1
121,58,1,58,1,1,17,1,0,1,0,0,0,1,0,1,1,10,0,1,1,6,1,0,21,0,0,0,0,0,0
1,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
34,26,0,8,1,1,8,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,0,0
31,29,1,12,1,1,11,1,0,0,3,0,0,1,1,1,1,7,0,1,1,8,1,0,23,0,0,0,0,0,0
36,22,0,3,1,1,10,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,4,0,0,0,0,0,0
24,37,0,5,1,1,16,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2,20,0,4,1,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
17,18,0,7,1,1,7,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
55,16,1,42,1,1,6,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,8,0,0,0,0,0,0
34,29,0,20,1,1,12,1,1,1,4,1,0,1,1,1,1,11,1,1,1,7,1,0,11,0,0,0,0,0,0
52,32,0,12,1,1,13,1,0,0,1,0,0,0,1,0,1,8,0,0,0,3,0,0,4,0,0,0,0,0,0
36,27,0,7,1,1,11,1,0,1,1,0,0,1,1,1,1,1,0,0,0,3,0,0,2,0,0,0,0,0,0
19,18,0,6,0,1,8,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
3,4,1,35,0,1,3,1,0,0,3,0,1,1,1,1,1,6,0,0,1,5,0,0,31,0,1,0,0,0,0
2,17,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
25,20,0,5,0,1,9,1,0,0,2,0,0,0,1,0,1,13,0,1,0,9,1,0,30,0,0,0,0,0,0
22,19,0,8,1,1,9,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
45,18,0,4,0,1,7,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,4,0,0,0,0,0,0
15,34,1,7,1,1,6,1,0,1,0,0,1,1,0,1,1,2,0,0,0,1,0,0,10,0,0,0,0,0,0
31,19,0,15,1,1,8,1,0,0,3,0,0,0,1,0,1,5,0,1,0,4,1,0,11,0,0,0,0,0,0
23,14,0,7,0,1,6,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0
17,38,1,8,1,1,13,1,0,1,1,0,0,1,0,1,1,6,0,1,0,3,1,0,14,0,0,1,0,0,0
27,13,0,5,1,1,5,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0
1,16,1,1,0,1,7,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,13,0,0,0,0,0,0
80,21,0,32,0,1,12,1,0,1,0,0,0,1,1,1,1,10,1,1,1,7,1,0,28,0,0,0,0,0,1
0,0,1,14,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,19,0,0,0,0,0,0
0,6,0,1,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,47,0,10,1,1,18,1,0,1,3,0,0,1,1,1,1,4,0,1,1,4,1,0,10,0,0,0,0,0,1
38,21,0,9,1,1,11,1,0,1,0,0,0,0,1,0,1,2,0,0,0,1,0,0,3,0,0,0,0,0,0
31,20,0,6,1,1,9,1,0,1,2,0,0,0,1,0,1,4,1,1,0,3,1,0,9,0,0,0,0,0,0
22,4,0,3,0,1,3,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2,17,0,1,0,1,8,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0
14,6,0,3,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
60,45,1,72,1,1,12,1,0,1,0,0,0,0,0,0,1,0,0,1,1,2,1,0,21,0,0,0,0,0,0
14,15,0,4,0,1,6,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
100,53,1,62,1,1,14,1,0,1,0,0,1,1,0,1,1,2,1,1,0,5,1,0,12,0,0,0,0,0,0
43,25,0,5,1,1,9,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0
1,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
35,25,0,11,1,1,11,1,0,1,1,0,0,0,1,0,1,9,0,1,0,5,1,1,28,0,0,0,0,0,0
51,39,0,1,1,1,10,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,11,0,0,0,0,0,0
17,4,0,4,1,0,3,1,0,0,2,0,0,1,1,1,1,5,0,1,0,3,1,0,5,0,0,0,0,0,0
20,22,1,9,1,1,9,1,1,0,1,0,0,1,0,1,1,5,1,1,1,4,1,0,18,0,0,0,0,0,0
145,45,0,48,1,1,17,1,0,1,2,0,1,1,1,1,1,8,1,0,0,11,0,0,8,0,0,0,0,0,0
23,6,0,5,1,1,5,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0
36,20,0,2,1,1,9,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2,18,0,3,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
4,18,1,10,1,1,9,1,0,0,0,1,0,1,0,1,1,4,0,1,1,8,1,0,19,0,0,0,0,0,0
8,11,0,3,0,1,4,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
53,20,0,13,1,1,9,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,14,0,0,1,0,0,0
204,30,1,83,1,1,11,1,1,0,2,0,1,1,0,1,1,3,0,0,1,5,0,0,24,0,0,0,0,0,0
96,28,1,4,1,1,13,1,0,0,6,0,0,1,1,1,1,8,0,1,1,4,1,0,13,0,0,0,0,0,0
38,33,0,19,1,1,13,1,0,1,0,0,0,0,1,0,1,6,0,1,0,5,1,0,26,0,0,0,0,0,0
54,33,0,13,1,1,12,1,0,0,8,0,0,1,1,1,1,15,1,1,0,11,1,0,35,0,0,0,0,0,0
20,22,0,6,1,1,9,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
1,27,1,4,1,1,9,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0
107,26,0,14,1,1,10,1,0,1,4,0,0,1,1,1,1,13,1,1,0,9,1,1,16,0,0,0,0,0,0
82,25,1,40,1,1,10,1,0,1,2,1,0,1,0,1,1,12,0,1,1,6,1,0,21,1,1,0,0,0,0
18,3,0,3,0,1,3,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,5,0,0,0,0,0,0
31,20,0,9,1,1,7,1,0,1,1,0,0,0,1,0,1,10,0,1,1,6,1,0,13,0,0,0,0,0,0
22,6,0,4,1,1,5,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,5,0,0,0,0,0,0
39,29,1,11,1,1,10,1,1,1,1,0,0,1,0,1,1,2,0,0,0,0,0,0,20,0,0,0,0,0,0
10,17,1,2,0,1,8,1,0,0,2,1,0,0,1,0,1,6,0,1,1,6,1,0,19,1,0,0,0,0,0
16,6,0,3,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
78,35,1,62,1,1,15,1,1,1,8,0,1,1,1,1,1,40,0,1,0,21,1,1,38,0,0,0,0,0,0
40,25,0,9,0,1,12,1,0,1,3,0,0,0,1,0,1,9,0,1,0,12,1,0,31,0,1,0,0,0,0
2,37,0,1,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0
18,24,0,6,0,1,7,1,0,1,1,0,0,0,1,0,1,2,0,1,0,4,1,0,8,0,0,0,0,0,0
45,27,0,16,0,1,9,1,0,1,0,0,0,0,1,0,1,1,0,0,0,2,0,1,8,0,0,0,0,0,0
1,18,0,1,1,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,17,0,1,0,1,8,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
1,13,1,1,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
24,19,0,7,1,1,9,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
22,6,1,2,1,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
22,50,1,3,1,1,14,1,1,1,1,0,0,1,0,1,1,4,0,0,0,5,0,0,21,0,0,0,0,0,0
44,12,1,9,1,1,6,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,6,0,0,0,0,0,0
27,7,0,15,1,1,6,1,0,1,2,0,0,0,1,0,1,8,1,1,1,5,1,0,9,0,0,0,0,0,0
