n_api_calls,suspicious_getCellLocation,perm_android_permission_READ_PHONE_STATE,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_android_permission_GET_TASKS,perm_android_permission_CHANGE_NETWORK_STATE,intent_android_intent_action_USER_PRESENT,intent_com_google_android_c2dm_intent_RECEIVE,intent_com_google_firebase_INSTANCE_ID_EVENT,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,n_providers,perm_android_permission_CHANGE_WIFI_STATE,suspicious_getSubscriberId,perm_android_permission_WRITE_SMS,intent_com_google_firebase_MESSAGING_EVENT,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_BLUETOOTH,perm_com_android_launcher_permission_INSTALL_SHORTCUT,n_permissions,perm_com_google_android_c2dm_permission_RECEIVE,suspicious_Ldalvik_system_PathClassLoader_,perm_android_permission_ACCESS_COARSE_LOCATION,perm_android_permission_RESTART_PACKAGES,intent_android_bluetooth_adapter_action_STATE_CHANGED,perm_android_permission_WRITE_SETTINGS,perm_android_permission_RECEIVE_SMS,intent_android_intent_action_ACTION_POWER_CONNECTED,n_used_permissions,n_services,n_urls,label
40,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,11,10,120,0
35,0,0,0,0,0,0,1,0,0,6,0,0,0,1,0,0,0,10,1,1,1,0,0,0,0,0,17,9,109,0
32,1,0,0,0,0,0,1,1,0,3,0,1,0,1,0,0,0,31,1,1,1,0,0,0,0,0,12,14,91,0
32,1,0,0,0,0,0,1,1,0,3,0,1,0,1,0,0,0,31,1,1,1,0,0,0,0,0,12,14,91,0
32,1,0,0,0,0,0,1,1,0,3,0,1,0,1,0,0,0,31,1,1,1,0,0,0,0,0,12,14,91,0
32,1,0,0,0,0,0,1,1,0,3,0,1,0,1,0,0,0,31,1,1,1,0,0,0,0,0,12,14,91,0
17,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,8,11,93,0
37,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,10,1,0,0,0,0,0,0,1,12,15,85,0
37,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,15,1,1,1,0,0,0,0,0,13,10,110,0
51,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,46,0,0,1,1,1,1,1,1,13,24,101,1
42,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,10,1,0,0,0,0,0,0,0,13,12,92,0
40,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,11,10,121,0
16,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,36,1,1,0,0,0,1,0,0,9,11,109,0
16,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,36,1,1,0,0,0,1,0,0,9,11,109,0
27,0,1,0,1,0,1,1,1,0,2,1,0,0,1,1,1,1,32,1,1,1,0,0,1,0,0,14,10,107,0
28,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,20,0,0,1,1,0,1,0,0,10,9,118,0
24,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,10,1,1,0,0,0,0,0,1,11,9,105,0
20,0,0,1,1,0,0,1,1,0,4,0,1,0,0,1,0,1,21,1,1,0,1,0,1,0,0,9,8,128,0
25,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,15,1,1,1,0,0,0,0,0,13,13,81,0
31,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,24,1,1,0,0,0,0,0,0,11,7,117,0
40,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,7,1,1,0,0,0,0,0,0,20,10,100,0
38,1,0,1,0,0,1,1,1,0,3,0,1,0,1,1,1,0,15,1,1,0,0,0,0,0,1,13,12,108,0
46,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,21,0,0,1,0,0,1,0,0,12,10,102,1
36,0,0,1,0,0,0,1,1,0,4,0,0,0,1,1,0,0,10,1,1,0,0,0,0,0,0,14,8,98,0
39,1,0,0,0,0,0,1,1,0,5,0,0,0,1,0,0,0,11,1,1,0,0,0,0,0,0,15,12,130,0
17,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,8,11,92,0
17,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,8,11,92,0
40,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,11,10,122,0
61,1,1,1,1,0,0,1,1,0,6,0,1,0,0,0,0,0,27,1,1,1,0,0,0,0,1,23,28,116,0
45,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,20,0,1,0,0,0,1,1,0,17,12,103,1
33,0,0,1,0,0,0,1,1,0,13,0,0,0,1,1,1,0,19,1,1,0,0,0,1,0,1,12,28,83,0
17,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,34,1,1,0,0,0,1,0,1,10,10,109,0
26,1,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,27,1,1,0,0,0,0,0,0,12,9,94,0
17,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,34,1,1,0,0,0,1,0,1,10,10,108,0
17,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,34,1,1,0,0,0,1,0,1,10,10,108,0
14,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,36,1,1,0,0,0,1,0,0,9,11,109,0
22,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,18,1,0,1,0,0,0,0,0,9,12,82,0
22,0,1,0,0,0,0,1,1,0,2,1,0,0,1,1,1,0,18,1,1,0,0,0,0,0,0,13,12,108,0
27,0,0,0,0,0,0,1,1,0,3,0,0,0,1,1,0,0,10,1,1,0,0,0,0,0,0,14,9,129,0
36,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,25,1,1,0,0,0,0,0,0,17,22,77,1
22,0,1,0,0,0,0,1,1,0,2,1,0,0,1,1,1,0,20,1,1,0,0,0,0,0,0,13,12,108,0
16,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,13,1,1,1,0,0,0,0,0,9,8,115,0
45,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,25,0,0,0,1,0,1,0,0,13,9,111,1
20,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,8,7,109,0
25,0,1,0,0,0,0,1,1,0,2,0,0,0,1,1,0,0,21,1,0,1,0,0,0,0,0,10,12,82,0
45,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,20,0,1,0,0,0,1,1,0,17,12,101,1
39,0,1,1,0,0,0,1,0,0,11,0,1,0,1,0,0,0,18,1,1,1,0,0,0,0,1,17,33,68,0
23,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,0,12,1,1,1,0,0,0,0,0,12,12,82,0
33,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,13,7,117,0
40,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,11,9,121,0
32,0,0,0,0,0,0,1,1,0,4,0,0,0,1,1,0,0,10,1,1,0,0,0,0,0,0,12,7,96,0
24,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,26,0,0,1,0,0,1,0,0,9,7,96,0
22,0,0,0,0,0,0,1,1,0,5,0,0,0,1,0,0,0,10,1,1,1,0,0,0,0,0,11,11,87,0
41,0,0,1,0,0,0,1,1,0,5,0,1,0,0,1,1,0,17,1,1,1,0,0,0,0,1,17,18,78,0
29,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,21,1,0,1,0,0,0,0,0,10,6,124,0
40,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,11,9,121,0
40,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,11,9,121,0
40,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,11,9,121,0
26,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,11,16,105,0
34,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,30,1,1,1,0,0,0,0,1,10,11,93,1
26,0,0,0,0,0,0,1,1,0,5,0,0,0,1,1,0,0,9,1,1,0,0,0,0,0,0,15,12,83,0
55,1,1,1,1,1,1,0,0,0,2,1,1,0,0,1,0,1,16,0,0,1,0,0,0,0,1,13,28,131,1
20,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,20,0,1,1,0,0,1,0,0,9,5,102,0
25,0,1,0,0,0,0,1,1,0,2,0,0,0,1,1,0,0,21,1,0,1,0,0,0,0,0,10,12,82,0
15,0,0,0,0,0,0,1,1,0,10,1,0,0,1,1,0,0,19,1,1,1,0,0,0,0,0,9,14,83,0
40,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,11,9,121,0
28,0,0,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,15,1,1,1,0,0,0,0,0,12,7,128,0
38,1,1,1,1,0,0,1,1,0,13,0,1,0,1,1,0,1,16,1,1,0,0,0,0,0,0,14,18,111,1
19,0,1,1,0,0,0,1,1,0,4,0,0,0,1,1,0,0,33,1,1,1,0,0,0,0,0,10,9,118,0
44,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,8,1,1,0,0,0,0,0,0,15,12,102,0
32,0,0,1,0,0,0,1,1,0,8,0,0,0,1,1,0,0,29,1,1,1,0,0,0,0,1,12,18,127,0
23,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,12,1,1,1,0,0,0,0,0,11,8,93,0
25,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,11,1,1,1,0,0,0,0,0,11,5,100,0
40,0,1,1,1,1,1,0,0,0,4,1,1,0,0,1,1,0,29,0,0,1,0,0,0,0,1,16,10,113,1
33,0,0,1,0,0,0,0,0,0,4,0,1,0,0,1,0,0,9,1,1,0,0,0,0,0,0,12,6,101,0
31,0,0,1,0,0,0,1,1,0,3,0,0,0,1,1,0,0,10,1,1,0,0,0,0,0,1,12,18,75,0
46,1,1,0,0,0,0,1,1,0,9,1,1,0,0,1,1,0,17,1,1,1,0,0,0,0,0,16,9,107,0
33,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,13,12,126,0
34,1,1,1,1,1,1,0,0,0,2,1,1,0,0,1,0,0,20,0,0,1,1,0,0,0,0,14,13,139,1
42,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,31,0,0,1,0,0,1,0,0,12,9,102,1
35,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,1,0,0,0,0,0,0,14,7,122,0
56,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,13,1,1,1,0,0,0,0,0,15,26,88,1
34,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10,0,1,0,0,0,0,0,0,17,7,122,0
47,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,25,0,0,0,1,0,1,0,0,16,11,111,1
40,1,1,1,0,1,1,0,0,0,5,1,1,0,0,1,0,0,15,0,0,1,0,0,0,0,1,14,12,91,1
33,0,0,1,0,0,1,1,1,0,5,0,0,0,1,1,0,0,13,1,1,1,0,0,0,0,0,15,13,139,0
26,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,15,1,1,0,0,0,1,0,1,9,9,127,0
26,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,15,1,1,0,0,0,1,0,1,9,9,127,0
37,1,1,0,0,0,0,1,1,0,4,1,1,0,1,1,0,0,13,1,1,1,0,0,0,0,0,15,13,113,0
34,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,13,0,0,0,0,0,0,1,0,13,6,98,1
40,0,1,1,1,0,0,1,1,0,6,0,0,0,1,1,0,0,16,1,1,0,0,0,0,0,1,13,10,98,0
23,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,0,9,1,1,0,0,0,0,0,0,11,12,92,0
50,0,1,1,0,0,1,1,1,0,4,0,1,0,1,1,0,0,12,1,1,0,0,0,0,0,0,16,19,85,0
39,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,0,24,1,0,1,0,0,1,1,0,12,13,109,1
49,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,25,0,0,1,1,0,1,0,0,15,12,110,1
51,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,24,0,0,1,1,0,1,0,0,16,12,108,1
20,0,0,0,0,0,0,1,1,0,5,0,0,0,1,0,0,0,26,1,1,0,0,0,0,0,0,11,15,83,0
39,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,1,0,0,0,0,0,0,14,8,124,0
32,1,1,0,1,0,0,0,0,1,3,1,1,0,0,1,1,1,29,0,0,1,0,0,1,1,0,11,12,121,1
40,1,1,1,0,0,0,1,0,0,7,0,0,0,1,1,0,0,22,1,1,0,0,0,0,0,0,20,15,98,0
44,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,40,0,0,1,1,1,1,1,1,11,20,84,1
38,0,0,0,0,0,0,1,1,0,3,0,0,0,1,0,1,0,13,1,1,1,0,0,0,0,0,11,10,92,0
20,0,0,1,1,0,1,1,1,0,2,0,0,0,0,1,1,0,13,1,1,0,0,1,0,0,0,11,9,87,0
50,0,0,0,0,0,0,1,0,0,5,1,0,0,1,1,1,0,19,1,1,1,0,1,0,0,1,15,20,83,0
35,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,15,0,0,1,0,0,0,0,1,10,6,103,1
25,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,21,1,1,1,0,0,0,0,0,11,12,88,0
33,0,1,1,0,0,0,1,1,0,3,0,0,0,1,0,0,0,9,1,1,0,0,0,0,0,0,14,14,81,0
45,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,54,1,0,1,1,0,1,0,1,13,25,126,1
40,1,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,10,1,1,1,0,0,0,0,0,16,9,94,1
37,1,0,0,0,0,0,1,1,0,7,0,0,0,1,0,0,0,21,1,1,1,0,0,0,0,0,16,11,85,0
29,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,12,1,1,1,0,0,0,0,0,10,9,90,0
47,0,0,1,0,0,0,1,0,0,7,0,0,0,1,1,0,0,20,1,1,1,0,0,0,0,0,17,12,91,0
36,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,12,0,0,0,0,0,0,0,0,11,5,116,0
32,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,19,0,0,1,0,0,0,0,0,9,7,129,1
23,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,8,0,1,0,0,0,0,0,0,10,7,93,0
27,0,0,1,0,0,1,1,1,0,2,0,0,0,0,1,0,0,16,1,1,0,0,0,1,0,1,10,12,135,0
35,0,0,0,0,1,0,1,1,0,4,1,0,0,1,1,0,0,17,1,1,1,0,0,1,0,0,17,11,84,0
51,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,15,1,1,0,0,0,0,0,0,12,10,103,1
21,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,16,1,1,1,0,0,0,0,0,9,3,115,1
24,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,12,1,1,0,0,0,0,0,0,10,5,96,0
36,0,1,1,0,0,0,1,1,0,3,0,0,0,1,1,0,0,28,1,1,0,0,0,0,0,0,17,23,150,0
36,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,21,0,0,1,0,0,1,0,0,11,5,104,0
26,1,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,7,1,1,0,0,0,0,0,0,12,6,106,1
20,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,28,1,1,1,0,0,0,0,0,9,17,79,0
39,0,0,1,0,0,0,1,1,0,6,0,0,0,1,1,0,0,10,1,1,0,0,0,0,0,0,18,11,87,0
41,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,19,0,0,1,1,0,1,0,0,14,7,103,1
46,0,0,1,0,0,0,1,0,0,8,0,0,0,1,1,0,0,11,1,1,0,0,0,0,0,0,20,9,113,0
43,1,1,1,1,1,1,0,0,1,5,1,1,0,0,1,1,0,34,1,0,1,1,0,0,0,1,16,18,138,0
46,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,12,10,100,0
40,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,47,1,1,1,0,0,1,1,1,16,17,95,1
23,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,24,1,1,0,0,0,0,0,0,11,8,88,0
66,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,34,0,0,1,0,0,1,1,0,17,38,137,1
12,0,0,1,0,0,0,1,1,0,3,0,0,0,1,0,0,0,6,1,1,1,0,0,0,0,0,5,11,88,0
29,0,1,1,1,1,0,1,0,0,6,1,0,0,0,1,1,0,30,1,0,0,0,1,1,1,1,10,48,61,0
26,1,0,0,0,0,0,1,1,0,4,0,1,0,0,1,0,0,11,1,1,0,0,0,0,0,0,14,14,85,0
32,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,9,1,1,0,0,0,0,0,0,12,11,91,0
37,1,0,0,0,0,0,1,1,0,5,0,0,0,1,1,0,0,12,1,1,0,0,0,0,0,0,12,10,90,0
39,0,0,0,0,0,0,1,1,0,8,0,0,0,1,1,0,1,40,1,1,1,0,0,1,0,0,22,14,111,0
41,1,0,1,0,0,0,1,1,0,4,0,0,0,0,1,1,0,32,1,1,1,0,0,0,0,0,13,16,87,0
55,1,1,1,1,1,1,0,0,1,8,1,1,0,0,1,0,1,26,0,0,1,0,0,1,0,0,20,21,108,1
12,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,10,1,1,0,0,0,0,0,0,7,6,125,0
46,1,1,1,1,1,1,0,0,1,4,1,1,0,0,1,0,0,26,0,0,1,0,0,1,0,1,18,10,107,1
57,1,1,0,0,0,0,1,1,0,2,0,0,0,1,1,1,0,14,1,1,1,0,0,0,0,1,15,13,114,0
46,1,0,0,0,0,0,1,1,0,4,0,0,0,1,1,0,0,11,1,1,0,0,0,0,0,0,17,18,100,0
26,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,10,1,1,0,0,0,0,0,0,8,9,136,0
48,0,1,1,0,0,1,1,1,0,3,0,1,0,1,1,0,0,12,1,1,0,0,0,0,0,0,14,17,83,0
34,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,13,5,109,0
51,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,51,0,0,1,1,1,1,1,1,13,24,100,1
23,0,0,1,0,0,0,1,0,0,7,0,0,0,1,0,0,0,14,1,1,0,0,0,0,0,1,12,14,88,0
57,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,13,1,1,1,0,0,1,0,0,17,15,104,1
17,0,0,0,0,0,0,1,1,0,7,1,0,0,1,1,0,0,14,1,1,0,0,0,0,0,1,11,33,132,0
24,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,28,1,1,0,0,0,0,0,0,9,11,126,0
38,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,14,1,0,1,0,0,0,1,0,11,5,104,0
29,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,24,0,0,1,0,0,0,1,0,9,7,120,1
25,0,0,0,1,0,0,1,1,0,2,0,0,0,1,0,0,0,12,1,1,0,0,0,0,0,0,14,12,139,0
34,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,5,0,1,0,0,0,0,0,0,16,10,86,0
25,0,0,0,0,0,0,1,1,0,5,0,0,0,1,0,0,0,8,1,1,0,0,0,0,0,0,12,8,108,0
23,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,15,1,1,1,0,0,1,0,0,11,5,91,0
21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,16,1,1,1,0,0,0,0,0,10,2,109,0
40,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,12,0,0,1,0,0,0,0,0,8,33,78,1
36,1,0,0,0,0,0,1,1,0,3,0,0,0,1,1,1,1,18,1,1,1,0,0,1,0,0,13,14,81,1
49,1,0,1,1,0,1,1,0,0,2,0,1,0,0,1,0,0,10,1,1,1,0,0,0,0,0,18,14,92,1
49,1,0,1,1,0,1,1,0,0,2,0,1,0,0,1,0,0,10,1,1,1,0,0,0,0,0,18,14,92,1
49,1,0,1,1,0,1,1,0,0,2,0,1,0,0,1,0,0,10,1,1,1,0,0,0,0,0,18,14,92,1
49,1,0,1,1,0,1,1,0,0,2,0,1,0,0,1,0,0,10,1,1,1,0,0,0,0,0,18,14,92,1
49,1,0,1,1,0,1,1,0,0,2,0,1,0,0,1,0,0,10,1,1,1,0,0,0,0,0,18,14,92,1
22,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,11,1,1,0,0,0,0,0,0,10,9,86,0
41,1,1,1,1,1,1,0,0,1,2,1,1,0,0,1,1,0,39,0,1,1,1,0,1,0,0,16,12,128,1
31,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,35,0,0,1,1,1,1,0,1,9,7,126,0
44,0,1,0,1,1,0,1,1,0,8,0,0,0,1,1,1,0,22,1,1,1,0,0,0,0,0,16,9,96,0
29,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,24,0,0,1,0,0,0,1,0,9,7,122,1
45,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,12,10,127,0
33,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,33,0,0,1,0,1,1,1,1,10,10,97,1
33,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,33,0,0,1,0,1,1,1,1,10,10,97,1
33,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,33,0,0,1,0,1,1,1,1,10,10,97,1
47,1,1,0,0,0,0,1,1,0,3,0,0,0,1,1,0,1,11,1,1,0,0,0,0,0,0,12,9,125,0
55,1,1,1,1,0,1,0,0,0,2,0,1,0,0,1,0,1,26,0,0,1,0,0,1,0,0,14,19,102,1
55,1,1,1,1,0,1,0,0,0,2,0,1,0,0,1,0,1,26,0,0,1,0,0,1,0,0,14,19,102,1
55,1,1,1,1,0,1,0,0,0,2,0,1,0,0,1,0,1,26,0,0,1,0,0,1,0,0,14,19,102,1
28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,1,0,1,0,0,0,0,0,9,18,70,0
20,0,1,0,0,0,0,1,1,0,5,0,1,0,1,1,0,0,14,1,1,1,0,0,0,0,0,10,13,77,0
16,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,7,4,117,0
39,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,26,1,1,0,0,0,0,0,0,14,12,85,0
45,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,30,0,0,1,0,0,1,0,0,14,8,116,1
33,0,0,0,0,0,0,1,1,0,6,0,0,0,1,1,0,0,12,1,1,0,0,1,0,0,0,16,16,136,0
33,0,0,0,0,0,0,1,1,0,6,0,0,0,1,1,0,0,12,1,1,0,0,1,0,0,0,16,16,136,0
33,0,0,0,0,0,0,1,1,0,6,0,0,0,1,1,0,0,12,1,1,0,0,1,0,0,0,16,16,136,0
33,0,0,0,0,0,0,1,1,0,6,0,0,0,1,1,0,0,12,1,1,0,0,1,0,0,0,16,16,136,0
23,0,0,1,0,0,0,1,1,0,4,1,0,0,1,1,0,0,8,1,1,0,0,0,0,0,0,11,12,85,0
33,0,0,0,0,0,0,1,1,0,6,0,0,0,1,1,0,0,12,1,1,0,0,1,0,0,0,16,16,136,0
33,0,0,0,0,0,0,1,1,0,6,0,0,0,1,1,0,0,12,1,1,0,0,1,0,0,0,16,16,136,0
33,0,0,0,0,0,0,1,1,0,6,0,0,0,1,1,0,0,12,1,1,0,0,1,0,0,0,16,16,136,0
33,0,0,0,0,0,0,1,1,0,6,0,0,0,1,1,0,0,12,1,1,0,0,1,0,0,0,16,16,136,0
33,0,0,0,0,0,0,1,1,0,6,0,0,0,1,1,0,0,12,1,1,0,0,1,0,0,0,16,16,136,0
33,0,0,0,0,0,0,1,1,0,6,0,0,0,1,1,0,0,12,1,1,0,0,1,0,0,0,16,16,136,0
33,0,0,0,0,0,0,1,1,0,6,0,0,0,1,1,0,0,12,1,1,0,0,1,0,0,0,16,16,136,0
29,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,7,1,1,0,0,0,1,0,0,12,7,92,0
37,1,1,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,15,1,1,0,0,0,0,0,0,17,8,88,0
45,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,12,0,0,0,1,0,0,0,0,14,8,117,1
46,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,27,0,0,1,0,0,1,0,0,14,8,111,1
43,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,23,0,0,1,0,0,0,1,0,13,9,112,1
26,0,1,0,0,0,0,1,1,0,6,0,0,0,1,0,0,0,18,1,1,0,0,0,0,0,0,10,11,80,0
14,0,0,1,0,0,0,1,0,0,10,0,0,0,1,0,0,0,8,1,1,0,0,0,0,0,1,10,14,84,0
27,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,12,1,1,0,0,0,0,0,0,11,6,90,0
32,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,15,3,114,0
25,1,1,0,1,0,0,1,1,0,4,1,0,0,0,1,1,0,23,1,1,1,0,0,0,0,0,11,12,124,0
19,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,11,1,0,0,0,0,0,0,0,8,8,90,0
22,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,17,1,1,1,0,0,0,0,0,10,12,85,0
23,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,6,1,1,0,0,0,0,0,0,10,10,93,0
16,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,27,1,0,1,0,0,0,0,0,7,9,129,0
36,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,18,1,1,1,0,0,0,0,0,11,9,89,1
27,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,10,0,0,1,0,0,0,0,0,10,4,93,1
37,1,1,1,0,0,0,0,0,0,4,1,0,0,0,1,0,0,11,0,1,0,0,0,0,0,0,16,3,111,0
32,0,1,0,0,0,0,1,1,0,4,0,1,0,1,1,0,0,17,1,1,1,0,0,0,1,0,12,9,132,0
40,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,25,0,0,1,0,0,1,0,0,13,5,110,1
36,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,25,0,0,1,1,0,1,0,0,10,10,85,1
