intent_android_intent_action_PACKAGE_REMOVED,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_android_intent_action_PACKAGE_CHANGED,intent_android_intent_action_PACKAGE_RESTARTED,intent_android_intent_action_PACKAGE_ADDED,perm_android_permission_ACCESS_COARSE_LOCATION,intent_android_intent_action_ACTION_POWER_CONNECTED,n_api_calls,intent_android_intent_action_QUICKBOOT_POWERON,n_providers,n_used_permissions,intent_android_intent_action_ACTION_POWER_DISCONNECTED,intent_com_google_android_c2dm_intent_RECEIVE,perm_android_permission_SEND_SMS,perm_com_android_launcher_permission_INSTALL_SHORTCUT,suspicious_Ldalvik_system_PathClassLoader_,perm_android_permission_GET_TASKS,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,perm_android_permission_RECEIVE_BOOT_COMPLETED,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_android_vending_INSTALL_REFERRER,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_com_google_firebase_MESSAGING_EVENT,n_urls,n_permissions,n_services,intent_android_intent_action_BOOT_COMPLETED,perm_android_permission_NFC,perm_android_webkit_permission_PLUGIN,intent_android_intent_action_DOWNLOAD_COMPLETE,label
0,0,0,0,1,0,0,24,1,1,12,0,1,0,0,1,0,0,1,1,1,1,1,50,7,7,1,0,0,0,0
0,1,0,0,1,0,0,19,0,1,7,0,1,0,1,1,1,1,0,1,1,1,0,44,12,3,0,0,0,0,1
0,0,0,0,0,1,0,14,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,46,6,0,0,0,0,0,0
0,0,0,0,0,1,0,22,0,1,11,0,1,0,0,1,0,0,0,1,1,1,0,58,14,3,0,0,0,0,0
1,1,1,1,1,1,0,7,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,54,5,5,1,0,0,0,1
1,1,1,1,1,1,0,7,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,54,5,5,1,0,0,0,1
1,1,1,1,1,1,0,7,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,54,5,5,1,0,0,0,1
1,1,1,1,1,1,0,7,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,54,5,5,1,0,0,0,1
1,1,1,1,1,1,0,7,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,54,5,5,1,0,0,0,1
1,1,1,1,1,1,0,7,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,54,5,5,1,0,0,0,1
1,1,1,1,1,1,0,7,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,54,5,5,1,0,0,0,1
1,1,1,1,1,1,0,7,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,54,5,5,1,0,0,0,1
1,1,1,1,1,1,0,7,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,54,5,5,1,0,0,0,1
0,0,0,0,1,0,0,20,1,1,7,0,0,0,0,1,0,0,1,0,1,0,0,56,7,11,1,0,0,0,0
0,0,0,0,1,0,0,20,1,1,7,0,0,0,0,1,0,0,1,0,1,0,0,56,7,11,1,0,0,0,0
0,0,0,0,0,0,0,19,0,2,7,0,1,0,0,1,0,0,0,1,1,1,1,47,6,12,0,0,0,0,0
1,1,1,1,1,1,0,7,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,54,5,5,1,0,0,0,1
1,1,1,1,1,1,0,7,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,54,5,5,1,0,0,0,1
1,1,1,1,1,1,0,7,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,54,5,5,1,0,0,0,1
1,1,1,1,1,1,0,7,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,54,5,5,1,0,0,0,1
1,1,1,1,1,1,0,7,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,54,5,5,1,0,0,0,1
1,1,1,1,1,1,0,7,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,54,5,5,1,0,0,0,1
0,0,0,0,0,0,0,8,0,2,7,0,1,0,0,1,0,0,0,1,1,1,0,47,6,7,0,0,0,0,0
0,0,0,0,0,0,0,22,0,3,13,0,1,0,0,1,0,0,0,1,1,1,0,58,10,5,0,0,0,0,0
0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,48,7,0,0,0,0,0,0
1,1,0,0,1,0,0,19,0,3,9,0,1,0,0,1,0,0,0,1,1,1,0,59,13,7,0,0,0,0,0
0,0,0,0,0,0,0,25,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,56,5,2,0,0,0,0,0
0,0,0,0,0,0,0,18,0,1,7,0,1,0,0,0,0,0,0,1,0,1,1,43,8,7,0,0,0,0,0
0,0,0,0,0,1,0,25,0,0,8,0,1,0,0,0,0,0,0,1,0,0,0,54,12,2,0,0,0,0,0
0,0,0,0,0,0,0,20,1,0,9,0,0,0,1,1,0,0,1,0,0,0,0,44,5,2,1,0,0,0,1
0,0,0,0,1,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,45,4,0,0,0,0,0,1
0,0,0,0,0,0,0,9,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,52,4,0,0,0,0,0,0
1,1,0,0,0,1,0,16,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,45,13,1,1,0,1,0,1
1,1,0,0,0,1,0,16,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,45,13,1,1,0,1,0,1
0,0,0,0,0,0,0,25,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,47,9,2,1,0,0,0,0
0,0,0,0,0,0,0,25,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,47,9,2,1,0,0,0,0
0,0,0,0,0,0,0,24,0,3,10,0,0,0,0,0,0,0,0,0,1,0,0,50,8,2,0,0,0,0,0
0,0,0,0,0,0,0,25,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,47,9,2,1,0,0,0,0
0,0,0,0,1,0,0,13,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,48,4,0,0,0,0,0,0
0,0,0,0,0,0,0,22,0,1,10,0,0,0,0,1,0,0,0,0,0,0,0,45,9,0,0,0,0,0,0
0,0,0,0,0,0,0,25,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,47,9,2,1,0,0,0,0
0,0,0,0,0,1,0,22,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,45,11,1,0,0,0,0,0
0,0,0,0,0,1,0,24,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,49,8,0,0,0,0,0,0
0,0,0,0,0,0,0,22,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,45,3,0,0,0,0,0,0
0,0,0,0,0,0,0,19,0,1,7,0,0,0,0,1,0,0,0,0,1,0,0,44,4,2,0,0,0,0,0
0,0,0,0,0,0,0,20,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,44,5,0,0,0,0,0,0
0,0,0,0,0,0,0,20,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,43,6,0,0,0,0,0,0
0,1,0,0,0,0,0,23,0,1,10,0,0,0,0,1,0,0,1,0,1,0,0,57,8,3,1,0,0,0,0
0,0,0,0,0,1,0,22,0,3,8,0,1,0,0,1,0,0,1,1,1,1,0,46,9,7,0,0,0,0,0
0,0,0,0,0,0,0,18,0,4,6,0,0,0,0,1,0,0,0,0,0,0,0,55,2,0,0,0,0,0,0
0,1,0,1,0,0,0,16,1,5,9,0,1,0,0,1,0,0,0,1,1,1,1,54,11,8,1,0,0,0,0
0,0,0,0,0,1,0,14,0,1,5,0,1,0,0,0,0,0,0,1,0,0,0,44,13,3,0,0,0,0,0
0,0,0,0,0,0,0,20,0,1,11,0,1,0,0,1,0,0,0,1,1,1,0,52,12,8,1,0,0,0,0
0,0,0,0,0,0,0,16,0,2,7,0,1,0,0,1,0,0,0,1,1,1,1,43,8,7,0,0,0,0,0
0,0,0,0,0,0,0,16,0,6,7,0,1,0,0,1,0,0,0,1,1,1,0,43,10,3,0,0,0,0,0
0,0,0,0,0,1,0,13,0,5,8,0,1,0,0,1,0,0,0,1,1,1,1,47,7,7,0,0,0,0,0
0,0,0,0,0,0,0,19,0,1,9,0,1,0,0,1,0,0,0,1,1,1,1,61,5,10,0,0,0,0,0
0,0,0,0,0,0,0,18,0,1,9,0,0,0,0,1,0,0,0,0,0,0,0,52,1,0,0,0,0,0,0
0,0,0,0,0,0,0,22,0,2,9,0,0,0,0,0,0,0,1,0,0,0,0,52,13,1,0,0,0,0,0
0,0,0,0,0,0,0,19,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,45,3,0,0,0,0,0,0
0,0,0,0,0,1,0,22,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,55,9,1,0,0,0,0,0
0,0,0,0,0,0,0,18,0,1,7,0,1,0,0,1,0,0,0,1,1,1,1,63,5,8,0,0,0,0,0
0,0,0,0,0,0,0,19,0,4,10,0,1,0,0,1,0,0,0,1,1,1,0,44,5,4,0,0,0,0,0
0,0,0,0,0,0,0,14,0,2,6,0,1,0,0,0,0,0,0,1,0,1,1,47,9,10,0,0,0,0,0
0,0,0,0,0,0,0,22,0,2,9,0,1,0,0,1,0,0,0,1,1,1,1,46,10,7,0,0,0,0,0
0,0,0,0,0,0,0,21,0,5,10,0,1,0,0,1,0,0,0,1,1,0,0,58,10,5,0,0,0,0,0
1,1,0,0,1,0,0,25,0,2,12,0,1,0,0,1,1,0,0,0,1,1,0,57,6,6,0,0,0,0,0
0,0,0,0,0,0,0,11,0,2,5,0,1,0,0,0,0,0,0,1,0,1,1,45,8,5,0,0,0,0,0
0,0,0,0,0,0,0,16,0,1,7,0,1,0,0,0,0,0,0,1,1,1,1,61,11,5,0,0,0,0,0
0,0,0,0,0,0,0,20,0,2,10,0,1,0,0,1,0,0,0,1,1,1,1,48,5,7,0,0,0,0,0
1,1,1,1,1,1,0,9,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,50,5,7,1,0,0,0,1
0,0,0,0,0,1,0,12,0,5,6,0,1,0,0,1,1,0,1,1,1,1,1,52,10,7,1,0,0,0,0
0,1,0,0,0,0,0,14,0,1,6,0,1,0,0,0,0,0,1,1,1,0,0,42,10,4,0,0,0,0,0
0,0,0,0,1,0,0,22,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,48,5,0,0,0,0,0,0
0,0,0,0,0,0,0,24,0,4,10,0,1,0,0,0,0,0,0,1,1,0,0,51,11,3,0,0,0,0,0
0,0,0,0,0,0,0,20,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,45,4,0,0,0,0,0,0
0,0,0,0,0,0,0,6,0,1,5,0,1,0,0,1,0,0,0,1,1,1,1,58,5,7,0,0,0,0,0
0,0,0,0,0,0,0,16,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,46,2,0,0,0,0,0,0
0,0,0,0,0,0,0,25,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,52,3,1,0,0,0,0,0
0,0,0,0,0,1,0,20,0,2,10,0,1,0,0,1,0,0,0,1,1,1,1,44,10,8,0,0,0,0,0
0,0,0,0,0,0,0,27,0,1,11,0,1,0,0,1,0,0,0,0,0,0,0,55,4,2,1,0,0,0,0
0,0,0,0,0,0,0,21,0,2,10,0,1,0,0,1,0,0,0,1,1,1,1,47,12,10,0,0,0,0,0
0,0,0,0,1,0,0,23,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,44,4,1,1,0,0,0,0
0,1,0,0,0,1,0,15,0,1,6,0,1,0,0,1,0,0,0,1,1,1,1,63,9,8,0,0,0,0,0
0,0,0,0,0,0,0,7,0,1,5,0,1,0,0,0,0,0,0,1,0,0,0,54,9,2,0,0,0,0,0
0,0,0,0,0,0,0,18,0,1,7,0,1,0,0,1,0,0,0,1,1,1,0,43,5,4,0,0,0,0,0
0,0,0,0,0,0,0,10,0,2,8,0,1,0,0,1,0,0,0,1,1,1,1,54,7,9,0,0,0,0,0
0,0,0,0,0,0,0,18,0,1,7,0,1,0,0,1,0,0,0,1,1,1,0,43,5,4,0,0,0,0,0
0,0,0,0,0,0,0,13,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,41,7,2,0,0,0,0,0
0,0,0,0,0,0,0,19,1,2,9,0,1,0,0,1,0,0,1,1,0,1,1,49,9,8,1,0,0,0,0
0,0,0,0,0,0,0,26,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,48,6,2,1,0,0,0,0
0,0,0,0,0,0,0,24,0,4,13,0,1,0,0,1,0,0,0,1,1,1,0,53,8,6,0,0,0,0,0
0,0,0,0,0,0,0,22,0,2,10,0,1,0,0,0,1,0,0,1,1,0,0,51,17,3,0,0,0,0,0
0,0,0,0,0,1,0,22,0,1,9,0,1,0,1,0,0,0,1,1,0,1,1,60,12,9,0,0,0,0,0
0,0,0,0,0,0,0,12,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,45,2,0,0,0,0,0,0
0,0,0,0,0,0,0,28,0,1,8,0,1,0,0,1,0,0,0,1,1,1,0,53,5,2,0,0,0,0,0
0,0,0,0,0,0,0,25,0,1,11,0,0,0,0,1,0,0,0,0,0,0,0,51,5,0,0,0,0,0,0
0,0,0,0,0,0,0,12,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,46,3,1,0,0,0,0,0
0,0,0,0,0,1,0,19,0,1,9,0,1,0,0,1,0,0,0,1,1,1,1,63,9,8,0,0,0,0,0
0,0,0,0,0,0,0,26,0,2,10,0,1,0,0,1,0,0,0,1,0,1,1,56,7,5,0,0,0,0,0
0,0,0,0,0,0,0,25,0,1,10,0,0,0,0,1,0,0,0,0,0,0,0,56,9,0,0,0,0,0,0
0,0,0,0,1,0,0,20,0,1,10,0,1,0,0,1,0,0,0,1,1,1,0,45,6,2,0,0,0,0,0
0,0,0,0,0,0,0,13,0,5,11,0,1,0,0,1,0,0,0,1,1,1,1,44,10,8,0,0,0,0,0
0,0,0,0,0,0,0,17,0,1,8,0,1,0,0,0,0,0,0,1,0,1,1,42,6,9,0,0,0,0,0
0,0,0,0,0,0,0,20,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,45,3,0,0,0,0,0,0
0,0,0,0,0,0,0,21,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,59,2,0,0,0,0,0,1
0,0,0,0,0,0,0,21,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,59,1,0,0,0,0,0,1
0,0,0,0,0,0,0,20,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,45,6,0,0,0,0,0,0
0,0,0,0,1,0,0,16,0,1,7,0,0,0,0,1,0,0,0,0,0,0,0,65,4,2,0,0,0,0,0
0,0,0,0,0,1,0,16,0,0,8,0,0,0,1,0,0,0,1,0,0,0,0,42,12,2,1,0,0,0,1
0,0,0,0,0,1,0,25,0,0,8,0,1,0,0,0,0,0,1,1,0,0,0,58,13,6,1,0,0,0,0
0,0,0,0,0,0,0,22,0,0,8,0,0,1,0,0,0,0,0,0,1,0,0,49,12,0,0,0,0,0,1
0,0,0,0,0,0,0,11,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,43,5,0,0,0,0,0,0
0,0,0,0,0,0,0,5,1,0,4,0,1,0,0,0,0,0,1,1,1,0,0,55,7,6,1,0,0,0,0
0,0,0,0,0,0,0,18,0,1,8,0,0,0,0,1,0,0,1,0,0,0,0,45,11,1,0,0,0,0,0
0,0,0,0,0,0,0,23,0,3,9,0,1,0,0,1,0,0,0,1,1,1,1,49,9,9,0,0,0,0,0
0,0,0,0,0,0,0,22,0,2,9,0,1,0,0,1,0,0,0,1,1,1,0,62,6,3,0,0,0,0,0
0,0,0,0,0,0,0,20,0,3,8,0,1,0,0,1,0,0,0,1,1,1,0,53,8,13,0,0,0,0,0
0,0,0,0,1,0,0,12,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,42,6,0,0,0,0,0,0
0,0,0,0,0,0,0,24,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,45,3,0,0,0,0,0,0
0,0,0,0,0,0,0,26,0,1,10,0,1,0,0,1,0,0,1,1,0,1,1,55,9,6,1,0,0,0,0
0,0,0,0,0,0,0,24,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,45,4,0,0,0,0,0,0
0,0,0,0,0,0,0,26,0,2,10,0,1,0,0,1,0,0,0,1,0,1,1,54,8,5,0,0,0,0,0
0,0,0,0,0,0,0,23,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,47,3,0,0,0,0,0,0
0,0,0,0,0,0,0,27,0,0,9,0,0,0,0,1,0,0,1,0,0,0,0,53,11,0,0,0,0,0,0
0,0,0,0,0,0,0,14,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,42,10,6,1,0,0,0,0
1,1,0,0,1,1,0,14,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,49,18,3,0,0,0,1,1
0,0,0,0,0,0,0,17,0,1,8,0,1,0,0,1,0,0,0,1,1,1,1,42,7,6,0,0,0,0,0
0,0,0,0,0,0,0,19,0,1,9,0,1,0,0,1,0,0,0,1,1,1,1,64,5,8,0,0,0,0,0
0,0,0,0,1,0,0,11,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,42,6,0,0,0,0,0,0
0,0,0,0,0,0,0,12,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,65,5,2,0,0,0,0,0
0,0,0,0,0,0,0,12,0,0,5,0,1,0,0,0,1,0,0,1,0,0,0,57,18,2,0,0,0,0,0
0,0,0,0,0,0,0,15,0,5,9,0,1,0,0,1,0,0,0,1,1,1,0,44,8,4,0,0,0,0,0
0,0,0,0,0,0,0,18,0,1,7,0,1,0,0,1,0,0,0,1,1,1,1,64,5,8,0,0,0,0,0
0,0,0,0,0,1,0,26,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,47,5,0,0,0,0,0,0
0,0,0,0,0,0,0,14,0,5,9,0,1,0,0,1,0,0,0,1,1,1,1,43,9,9,0,0,0,0,0
0,0,0,0,0,0,0,23,0,2,10,0,1,0,0,1,0,0,0,1,1,1,1,62,7,8,0,0,0,0,0
0,0,0,0,0,0,0,15,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,44,4,0,0,0,0,0,0
0,0,0,0,0,0,0,12,0,1,5,0,0,0,0,0,0,0,1,1,0,0,0,41,9,2,1,0,0,0,0
0,0,0,0,0,0,0,10,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,42,6,5,0,0,0,0,0
0,0,0,0,0,0,0,7,1,0,4,0,1,0,0,1,0,0,1,1,1,0,0,45,9,4,1,0,0,0,0
0,0,0,0,0,0,0,10,0,6,6,0,1,0,0,1,0,0,0,1,1,1,0,45,9,7,0,0,0,0,0
0,0,0,0,0,0,0,21,0,3,9,0,1,0,0,1,0,0,0,1,1,1,0,62,9,9,0,0,0,0,0
0,0,0,0,0,0,0,22,1,1,8,0,1,0,0,1,0,0,1,1,0,0,0,47,9,6,1,0,0,0,0
0,0,0,0,0,0,0,22,1,1,8,0,1,0,0,1,0,0,1,1,0,0,0,47,9,6,1,0,0,0,0
0,0,0,0,0,0,0,22,1,1,8,0,1,0,0,1,0,0,1,1,0,0,0,47,9,6,1,0,0,0,0
0,0,0,0,0,0,0,22,1,1,8,0,1,0,0,1,0,0,1,1,0,0,0,47,9,6,1,0,0,0,0
0,0,0,0,0,0,0,16,0,4,12,0,1,0,0,1,0,0,0,1,1,0,0,54,16,7,0,0,0,0,0
0,0,0,0,0,0,0,22,1,1,8,0,1,0,0,1,0,0,1,1,0,0,0,47,9,6,1,0,0,0,0
0,0,0,0,1,0,0,24,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,50,5,0,0,0,0,0,0
0,0,0,0,1,0,0,28,0,1,11,0,0,0,0,1,0,0,0,0,0,0,0,52,4,1,1,0,0,0,0
0,0,0,0,0,0,0,26,0,5,10,0,1,0,0,1,0,0,0,1,1,1,0,56,11,6,0,0,0,0,0
0,1,0,0,1,0,0,21,0,1,8,0,0,0,1,0,1,1,0,0,0,0,0,43,11,2,0,0,0,0,1
0,0,0,0,0,0,0,20,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,45,3,0,0,0,0,0,0
0,0,0,0,0,0,0,16,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,41,10,0,1,0,0,0,0
0,0,0,0,0,0,0,26,0,1,10,0,1,0,0,1,0,0,1,1,0,1,1,56,11,5,1,0,0,0,0
0,0,0,0,0,0,0,20,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,44,3,0,0,0,0,0,0
0,0,0,0,0,0,0,26,1,0,8,0,0,0,0,1,0,0,1,0,0,0,0,45,9,1,1,0,0,0,0
0,0,0,0,0,0,0,26,1,0,8,0,0,0,0,1,0,0,1,0,0,0,0,45,9,1,1,0,0,0,0
0,0,0,0,0,0,0,25,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,46,4,0,0,0,0,0,0
0,0,0,0,0,0,0,25,0,3,9,0,1,0,0,1,0,0,0,1,1,1,1,47,8,7,0,0,0,0,0
0,0,0,0,0,0,0,11,0,1,6,0,0,0,0,1,0,0,1,0,0,0,0,60,7,1,1,0,0,0,0
0,0,0,0,0,0,0,19,0,1,9,0,1,0,0,1,0,0,0,1,1,1,1,64,5,8,0,0,0,0,0
0,0,0,0,0,0,0,27,0,0,12,0,0,0,0,1,1,0,0,0,0,0,0,51,9,0,0,0,0,0,0
0,0,0,0,0,0,0,19,0,1,9,0,1,0,0,1,0,0,0,1,1,1,1,64,5,8,0,0,0,0,0
0,0,0,0,0,1,0,20,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,41,7,0,0,0,0,0,1
0,0,0,0,0,1,0,22,0,1,9,0,1,0,0,1,0,0,0,1,1,1,1,62,7,9,0,0,0,0,0
0,0,0,0,0,0,0,20,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,45,2,0,0,0,0,0,0
0,0,0,0,0,0,0,20,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,45,2,0,0,0,0,0,0
0,0,0,0,0,0,0,24,0,3,10,0,1,0,0,1,0,0,0,1,1,1,0,60,9,4,0,0,0,0,0
0,0,0,0,0,0,0,23,0,1,11,0,1,0,0,0,0,0,0,1,0,0,0,46,8,1,0,0,0,0,0
0,0,0,0,0,0,0,7,0,4,5,0,1,0,0,1,0,0,1,1,1,1,0,44,7,6,0,0,0,0,0
0,0,0,0,0,0,0,23,0,1,11,0,1,0,0,0,0,0,0,1,0,0,0,46,8,1,0,0,0,0,0
0,0,0,0,0,0,0,20,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0,0,0,0,0,0
0,0,0,0,0,0,0,23,0,1,11,0,1,0,0,0,0,0,0,1,0,0,0,46,8,1,0,0,0,0,0
0,0,0,0,0,0,0,23,0,1,11,0,1,0,0,0,0,0,0,1,0,0,0,46,8,1,0,0,0,0,0
0,0,0,0,0,1,0,21,0,1,8,0,0,0,0,0,1,0,0,1,0,0,0,41,10,2,0,0,0,0,1
0,0,0,0,0,0,0,21,0,0,7,0,0,0,0,0,0,0,1,0,1,0,0,41,9,2,1,0,0,0,0
0,0,0,0,0,0,0,21,0,0,7,0,0,0,0,0,0,0,1,0,1,0,0,41,9,2,1,0,0,0,0
0,0,0,0,0,0,0,21,0,0,7,0,0,0,0,0,0,0,1,0,1,0,0,41,9,2,1,0,0,0,0
0,0,0,0,0,0,0,21,0,0,7,0,0,0,0,0,0,0,1,0,1,0,0,41,9,2,1,0,0,0,0
0,0,0,0,0,0,0,17,0,1,8,0,1,0,0,0,0,0,0,1,1,0,0,50,14,2,0,0,0,0,0
0,0,0,0,0,1,0,25,0,1,13,0,0,0,0,1,0,0,0,0,0,0,0,47,8,0,0,0,0,0,0
0,0,0,0,0,1,0,13,0,1,5,0,1,0,0,0,0,0,0,1,0,0,0,41,11,3,0,0,0,0,1
0,0,0,0,0,0,0,20,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,45,2,0,0,0,0,0,0
0,0,0,0,0,0,0,20,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,45,2,0,0,0,0,0,0
0,0,0,0,0,1,0,13,0,1,5,0,1,0,0,0,0,0,0,1,0,0,0,41,11,3,0,0,0,0,1
0,0,0,0,0,1,0,13,0,1,5,0,1,0,0,0,0,0,0,1,0,0,0,41,11,3,0,0,0,0,1
0,0,0,0,0,0,0,20,0,1,9,0,0,0,0,0,0,0,0,0,1,0,0,44,3,1,0,0,0,0,0
0,0,0,0,0,0,0,20,0,1,9,0,1,0,0,1,0,0,0,1,1,1,1,41,9,6,0,0,0,0,0
1,1,0,0,1,0,0,13,1,3,7,0,1,0,0,1,0,0,1,1,1,1,0,43,11,6,1,0,0,0,0
0,0,0,0,0,0,0,18,0,2,8,0,1,0,0,1,0,0,1,1,1,1,0,50,9,8,1,0,0,0,0
0,0,0,0,0,0,0,25,0,0,9,0,0,0,0,1,0,0,1,0,1,0,0,44,10,4,1,0,0,0,0
0,0,0,0,1,0,0,21,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,43,4,0,0,0,0,0,0
0,0,0,0,0,0,0,18,0,1,7,0,1,0,0,0,0,0,0,1,0,1,1,41,5,9,0,0,0,0,0
0,0,0,0,0,0,0,19,0,1,7,0,1,0,0,1,0,0,0,1,1,1,0,41,11,3,0,0,0,0,0
0,0,0,0,0,0,0,8,0,1,4,0,0,0,0,0,0,0,1,0,1,0,0,44,9,2,1,0,0,0,0
0,0,0,0,0,0,0,8,0,1,4,0,0,0,0,0,0,0,1,0,1,0,0,44,9,2,1,0,0,0,0
0,0,0,0,0,0,0,17,0,0,9,0,0,0,0,1,0,0,0,1,0,0,0,65,5,1,0,0,0,0,0
0,0,0,0,0,0,0,8,0,1,4,0,0,0,0,0,0,0,1,0,1,0,0,44,9,2,1,0,0,0,0
0,0,0,0,0,0,0,8,0,1,4,0,0,0,0,0,0,0,1,0,1,0,0,44,9,2,1,0,0,0,0
0,0,0,0,0,0,0,26,0,2,12,0,0,0,0,1,0,0,1,0,0,0,0,55,5,1,1,0,0,0,0
0,0,0,0,0,1,0,22,0,3,8,0,1,0,0,1,0,0,1,1,1,1,1,45,13,8,1,0,0,0,0
0,0,0,0,0,0,0,8,0,1,4,0,0,0,0,0,0,0,1,0,1,0,0,44,9,2,1,0,0,0,0
0,0,0,0,0,1,0,9,0,1,4,0,1,0,0,1,0,0,0,1,1,1,1,63,9,7,0,0,0,0,0
0,0,0,0,0,0,0,8,0,1,4,0,0,0,0,0,0,0,1,0,1,0,0,44,9,2,1,0,0,0,0
1,0,0,0,1,0,0,13,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,40,5,2,0,0,0,0,0
0,0,0,0,0,0,0,20,0,2,8,0,1,0,0,1,0,0,1,1,1,1,1,47,16,8,0,0,0,0,0
0,0,0,0,0,0,0,11,0,1,4,0,0,0,1,1,1,1,0,0,0,0,0,53,11,1,0,0,0,0,1
0,0,0,0,0,0,0,20,0,0,11,0,1,0,0,1,1,0,1,1,0,0,0,63,13,5,1,0,0,0,0
0,0,0,0,0,0,0,20,0,0,11,0,1,0,0,1,1,0,1,1,0,0,0,63,13,5,1,0,0,0,0
0,0,0,0,0,0,0,13,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,49,7,0,0,0,0,0,0
0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,41,4,3,0,0,0,0,0
0,0,0,0,0,0,0,25,0,2,11,0,1,0,0,1,0,0,0,1,1,1,1,49,9,10,0,0,0,0,0
0,0,0,0,0,0,0,5,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,50,9,2,0,0,0,0,0
0,0,0,0,0,1,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,43,9,0,0,0,0,0,0
