intent_android_intent_action_PACKAGE_ADDED,intent_android_intent_action_PACKAGE_CHANGED,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_android_intent_action_PACKAGE_RESTARTED,intent_android_intent_action_PACKAGE_REMOVED,perm_android_permission_ACCESS_COARSE_LOCATION,perm_android_permission_GET_TASKS,n_providers,intent_com_google_android_c2dm_intent_RECEIVE,suspicious_Ldalvik_system_PathClassLoader_,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_com_google_firebase_MESSAGING_EVENT,intent_android_intent_action_QUICKBOOT_POWERON,perm_android_permission_SYSTEM_ALERT_WINDOW,n_api_calls,intent_com_android_vending_INSTALL_REFERRER,suspicious_getSubscriberId,perm_android_permission_CHANGE_NETWORK_STATE,intent_android_intent_action_ACTION_POWER_CONNECTED,perm_com_android_launcher_permission_INSTALL_SHORTCUT,intent_android_intent_action_ACTION_POWER_DISCONNECTED,intent_cryopiggy_start,intent_android_intent_action_VIEW,n_urls,n_services,n_receivers,n_activities,n_used_permissions,intent_android_app_action_DEVICE_ADMIN_ENABLED,label
0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,13,1,0,0,0,0,0,0,0,79,7,4,5,8,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,53,1,1,16,8,0,1
0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,17,1,0,0,0,0,0,0,0,78,4,4,6,6,0,0
0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,24,1,0,0,0,0,0,0,0,63,3,7,14,10,0,0
0,0,1,0,0,0,0,2,1,1,1,1,1,0,0,8,1,0,0,0,0,0,0,1,64,8,10,25,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,54,0,0,5,10,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,19,0,0,0,0,1,0,0,0,75,1,1,5,8,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,70,0,0,12,10,0,0
0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,21,1,0,0,0,0,0,0,0,51,7,3,8,10,0,0
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,19,1,0,0,0,0,0,0,0,50,6,7,11,10,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,16,0,1,1,0,0,0,0,0,60,1,1,3,7,0,1
0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,21,1,0,0,1,0,1,0,0,51,3,5,10,8,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,59,0,0,3,6,0,1
0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,21,1,0,0,0,0,0,0,0,64,7,8,13,8,0,0
0,0,0,0,0,0,0,3,1,1,1,1,0,0,0,15,1,0,0,0,0,0,0,0,47,8,4,11,9,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,59,0,0,2,7,0,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0,1,70,0,1,18,7,0,0
0,0,1,0,0,0,0,2,1,1,1,1,1,0,0,20,1,0,0,0,0,0,0,1,71,11,12,15,9,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,65,1,0,2,6,0,1
0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,55,0,0,1,6,0,0
0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,24,1,0,0,0,0,0,0,0,70,6,6,12,9,0,0
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,25,0,0,0,0,0,0,0,0,58,6,5,12,8,0,0
0,0,0,0,0,0,0,3,1,1,1,1,1,0,0,25,1,0,0,0,0,0,0,0,64,8,3,4,10,0,0
1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,15,1,0,0,0,0,0,0,0,47,10,8,8,6,0,0
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,24,1,0,0,0,0,0,0,0,71,6,7,10,10,0,0
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,11,0,1,0,0,1,0,0,0,53,1,0,21,4,0,1
0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,7,1,0,0,0,0,0,0,0,45,4,5,7,4,0,0
0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,25,1,1,0,0,0,0,0,1,67,5,6,12,11,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,79,0,0,6,6,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,47,2,2,6,7,0,0
1,0,0,0,0,0,0,5,1,1,1,0,0,0,0,20,0,0,0,0,0,0,0,1,51,2,4,10,10,0,0
1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,49,3,3,6,7,0,1
0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,16,0,0,0,0,1,0,0,0,57,0,0,8,7,0,0
0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,18,0,0,0,0,0,0,0,0,52,8,3,19,9,0,0
0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,22,1,0,0,0,0,0,0,0,57,6,5,18,7,0,0
0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,21,0,0,0,0,0,0,0,0,52,2,5,8,8,0,0
0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,10,1,0,0,0,0,0,0,0,46,3,1,10,7,0,0
0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,24,1,0,0,0,0,0,0,0,71,4,4,7,10,0,1
0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,25,1,0,0,1,0,1,0,0,59,8,9,13,10,0,1
0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,25,1,0,0,1,0,1,0,0,59,8,9,13,10,0,1
0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,14,1,0,0,0,0,0,0,0,49,7,7,12,6,0,0
0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,20,1,0,0,0,0,0,0,1,68,10,6,21,9,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,50,0,1,16,7,0,1
0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,22,1,0,0,0,0,0,0,0,58,6,5,19,7,0,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,53,0,0,4,10,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,16,0,1,1,0,0,0,0,0,54,2,1,3,7,0,1
0,0,0,0,0,0,0,6,1,1,1,1,0,0,0,10,1,0,0,0,0,0,0,0,45,7,5,5,6,0,0
0,0,0,0,0,0,0,3,1,1,1,0,1,0,0,14,1,0,0,0,0,0,0,1,46,5,3,12,9,0,0
0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,19,1,0,0,0,0,0,0,1,66,8,6,22,9,0,0
0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,14,1,0,0,0,0,0,0,0,49,6,7,10,6,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,55,0,1,15,9,0,0
0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,17,1,0,0,0,0,0,0,0,58,8,4,24,8,0,0
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,20,1,0,0,0,0,0,0,0,52,8,7,16,11,0,0
0,0,0,0,0,1,0,2,1,1,1,1,1,0,0,23,1,0,0,0,0,0,0,1,64,11,6,19,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,1,56,2,2,4,6,0,0
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,24,1,0,1,0,0,0,1,0,70,5,9,13,10,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,53,1,5,11,6,0,0
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,24,1,0,1,0,0,0,1,0,70,5,9,13,10,1,1
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,24,1,0,1,0,0,0,1,0,70,5,9,13,10,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,53,1,5,11,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,53,1,5,11,6,0,0
0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,14,0,0,0,0,0,0,0,1,47,10,5,17,6,0,0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,48,3,6,13,8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,53,1,5,11,6,0,0
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,24,1,0,1,0,0,0,1,0,70,5,9,13,10,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,53,1,5,11,6,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20,1,0,0,0,1,0,0,0,77,2,2,6,8,0,1
0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,23,1,0,0,0,0,0,0,0,57,3,6,17,10,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,50,2,0,4,8,0,0
1,0,1,0,1,0,1,2,1,1,0,1,0,0,1,25,1,0,0,0,0,0,0,0,57,6,4,9,12,0,0
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,24,1,0,0,0,0,0,0,0,53,3,3,8,9,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,49,0,1,14,5,0,0
0,0,1,0,0,0,0,4,1,1,1,1,1,0,0,11,1,0,0,1,0,1,0,1,79,12,12,13,6,0,0
0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,25,1,0,0,0,0,0,0,0,62,3,4,13,12,0,0
0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,23,1,0,0,0,0,0,0,1,53,1,4,13,9,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,66,1,0,25,5,0,0
0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,52,0,0,1,8,0,0
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,17,1,0,0,0,0,0,0,0,47,5,4,4,9,0,0
0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,7,1,0,0,0,0,0,0,1,44,6,3,9,5,0,0
0,0,1,0,0,0,0,2,1,1,1,1,1,0,0,25,1,1,0,1,0,1,0,0,57,13,6,13,8,0,0
0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,20,1,0,1,0,1,0,0,1,58,5,3,19,8,0,0
0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,23,1,0,0,0,0,0,0,1,69,10,6,18,11,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,17,0,1,1,0,0,0,0,0,55,2,1,3,7,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,56,0,0,10,11,0,0
0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,15,0,0,0,0,0,0,0,0,46,3,0,11,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,62,0,1,18,9,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,53,1,1,11,6,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,51,1,1,8,8,0,0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0,0,0,0,0,0,67,4,7,11,11,0,0
0,0,0,0,0,1,0,2,1,1,1,1,0,0,1,8,1,0,0,0,0,0,0,0,46,10,9,15,5,0,1
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,22,1,0,0,0,0,0,0,1,53,2,3,13,12,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,54,0,2,10,11,0,0
0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,18,0,0,0,0,0,0,0,1,46,10,4,7,7,0,0
0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,18,1,0,0,0,0,0,0,1,46,4,6,10,7,0,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,22,0,0,0,0,1,0,0,0,56,2,3,18,10,0,0
1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,24,0,0,0,0,0,0,0,0,54,2,2,9,11,0,0
0,0,0,0,0,0,0,3,1,1,1,1,1,0,0,20,1,0,0,0,0,0,0,0,47,5,4,6,8,0,0
1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,25,1,0,0,0,0,0,0,0,69,4,5,12,12,0,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,24,0,0,0,0,0,0,0,0,56,2,1,9,11,0,0
0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,16,1,0,0,0,0,0,0,0,45,5,4,4,7,0,0
0,0,1,0,0,0,0,4,1,1,1,1,1,0,0,12,1,0,0,0,0,0,0,1,54,10,6,24,7,0,0
0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,24,0,0,0,0,0,0,0,0,55,6,5,3,11,0,0
0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,19,1,0,0,0,0,0,0,0,47,12,4,9,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,45,5,2,14,8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,45,5,2,14,8,0,0
0,0,0,0,0,1,0,2,1,1,1,1,1,0,0,21,1,0,0,0,0,0,0,0,58,11,7,9,10,0,0
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,1,0,0,0,0,0,0,0,47,0,1,7,8,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,46,0,1,11,3,0,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,1,46,1,1,10,7,0,0
0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,28,1,0,0,0,0,0,0,1,63,7,5,8,10,0,0
0,0,0,0,0,1,0,5,1,1,1,1,1,0,0,13,1,0,0,0,0,0,0,1,47,7,3,18,8,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,0,1,0,0,0,0,0,0,60,3,1,12,10,0,1
0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,13,1,0,0,0,0,0,0,0,44,4,4,5,5,0,0
0,0,0,0,0,0,0,3,1,1,1,1,0,0,0,23,1,0,0,0,0,0,0,1,62,6,6,22,8,0,0
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,25,0,0,0,0,0,0,0,0,54,2,2,5,8,0,0
0,0,0,0,0,0,0,3,1,1,1,1,0,0,0,19,1,1,0,0,1,0,0,1,73,7,3,21,6,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,49,2,0,5,9,0,0
0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,13,0,1,0,0,0,0,0,1,56,5,4,19,7,0,0
0,0,0,0,0,1,0,2,1,1,1,1,0,0,0,21,1,0,0,0,0,0,0,0,50,7,4,12,12,0,0
0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,7,1,0,0,0,0,0,0,0,43,7,3,7,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,48,0,0,3,7,0,0
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,19,1,0,0,0,0,0,0,0,47,6,7,11,10,0,0
0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,21,1,0,0,0,0,0,0,1,78,2,4,9,8,0,0
0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,18,1,0,0,0,0,0,0,1,77,11,10,17,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,46,0,0,11,7,0,0
0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,24,1,0,0,0,0,0,0,0,72,11,4,10,11,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,1,0,0,0,0,0,0,67,2,2,9,12,0,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,52,0,0,1,9,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,45,0,1,9,6,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,81,1,1,6,6,0,0
0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,11,0,0,0,0,0,0,0,1,45,5,3,17,5,0,0
0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,18,0,0,0,0,0,0,0,1,45,6,6,7,7,0,0
0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,20,1,0,0,0,0,0,0,0,49,5,4,4,12,0,0
0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,21,0,1,0,0,0,0,0,0,52,4,4,16,11,0,1
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,24,0,0,0,0,0,0,0,1,67,0,0,4,12,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,51,2,2,12,11,0,1
0,0,0,0,0,0,0,3,1,1,1,1,1,0,0,24,1,0,0,0,0,0,0,1,74,7,3,11,12,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,79,2,1,5,7,0,0
0,0,0,0,0,0,0,5,1,1,1,1,0,0,0,26,1,1,0,0,0,0,0,0,56,6,4,13,10,0,0
0,0,0,0,0,1,0,4,1,1,1,0,1,0,0,14,1,0,0,0,0,0,0,1,50,9,4,15,8,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,51,0,2,15,8,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,46,0,1,2,6,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,81,0,1,7,5,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,1,0,0,0,0,0,0,0,61,2,3,18,11,0,0
0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,24,1,0,0,0,0,0,0,0,52,4,9,12,9,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,72,4,4,23,7,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,26,0,0,0,0,1,0,0,0,62,1,0,3,9,0,1
0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,18,0,0,0,0,0,0,0,1,45,7,3,8,7,0,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,56,0,0,4,10,0,0
0,0,0,0,0,1,0,4,1,1,1,1,1,0,1,15,0,0,0,0,0,0,0,0,54,7,5,7,7,0,0
0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,23,1,0,1,0,0,0,0,0,50,3,3,9,9,0,0
0,0,0,0,0,0,0,5,1,1,1,1,1,0,0,14,1,0,0,0,0,0,0,0,56,10,6,26,7,0,0
0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,21,1,0,0,0,0,0,0,0,49,7,3,16,9,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,1,50,1,1,21,2,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,44,2,4,15,4,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,44,2,4,15,4,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,44,2,4,15,4,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,44,2,4,15,4,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,44,2,4,15,4,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,44,2,4,15,4,0,0
0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,16,0,1,0,0,0,0,0,1,57,11,5,26,7,0,0
1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,14,0,1,0,0,1,0,0,0,81,4,7,16,5,0,1
0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,29,1,0,0,0,0,0,0,1,63,8,5,6,10,0,0
0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,16,1,1,0,0,0,0,0,0,45,2,5,14,7,0,0
0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,22,1,0,0,0,0,0,0,1,51,3,2,8,10,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,0,0,0,0,0,0,0,0,68,1,1,15,12,0,0
0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,28,1,0,0,0,0,0,0,1,62,11,7,13,10,0,0
0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,18,1,0,0,0,0,0,0,1,50,8,7,21,8,0,0
1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,28,1,0,1,0,0,0,0,0,64,2,2,5,10,0,1
0,0,0,0,0,0,0,3,1,1,1,1,1,0,0,24,1,0,0,0,0,0,0,1,75,7,3,11,12,0,0
0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,29,1,0,0,0,0,0,0,1,63,7,5,8,10,0,0
0,0,0,0,0,0,0,3,1,1,1,1,1,0,0,24,1,0,0,0,0,0,0,1,75,7,3,11,12,0,0
0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,26,1,0,0,0,0,0,0,0,56,7,3,6,14,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,1,83,4,0,9,5,0,0
0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,20,1,0,0,0,0,0,0,1,47,8,6,6,8,0,0
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,55,1,0,18,11,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,1,44,0,1,9,6,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,23,1,0,0,0,0,0,0,1,74,10,5,14,12,0,0
0,0,0,0,0,0,0,3,1,1,1,1,1,0,0,26,1,0,0,0,0,0,0,0,71,8,5,14,11,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,50,0,0,16,8,0,0
0,0,0,0,0,0,0,3,1,1,1,1,0,0,0,18,1,0,0,0,0,0,0,0,45,4,3,11,8,0,0
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,26,0,0,0,0,0,0,0,0,66,0,0,10,12,0,0
0,0,0,0,0,0,0,3,1,1,1,1,1,0,0,26,1,0,0,0,0,0,0,0,71,8,5,14,11,0,0
0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,26,0,0,0,0,0,0,0,0,56,5,3,16,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,46,2,1,5,7,0,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,26,0,0,1,0,0,0,0,0,61,4,1,11,15,0,0
0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,19,0,1,0,0,0,0,0,1,49,8,6,19,9,0,0
0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,26,0,0,0,0,0,0,0,0,56,5,2,16,10,0,0
0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,50,2,2,5,10,0,0
0,0,0,0,0,0,0,3,1,1,1,1,1,0,1,23,1,0,0,0,0,0,0,1,74,15,4,11,10,0,0
0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,21,1,0,0,0,0,0,0,0,47,10,4,8,10,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,76,0,0,3,10,0,0
0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,26,0,0,0,0,0,0,0,0,55,6,4,16,10,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,22,0,1,0,0,0,0,0,0,77,4,0,14,8,0,1
0,0,1,0,0,0,0,4,1,1,1,1,1,1,0,26,1,0,0,0,0,0,0,0,57,14,8,8,12,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,18,1,0,0,0,0,0,0,1,80,2,4,15,8,0,0
0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,0,1,44,3,3,14,5,0,0
0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,8,1,0,0,0,0,0,0,0,62,9,8,22,7,0,0
0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,6,1,0,0,0,0,0,0,0,42,5,3,10,5,0,0
0,0,0,0,0,0,0,5,1,1,1,1,1,0,0,13,1,0,0,0,0,0,0,0,44,8,3,12,11,0,0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,27,0,1,0,0,1,0,0,1,62,3,3,12,10,0,0
0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,24,1,0,0,0,0,0,0,1,51,3,3,3,10,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,48,0,1,19,7,0,0
0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,18,1,0,0,0,0,0,0,1,81,10,5,12,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,66,0,0,14,11,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,80,2,5,3,7,0,0
0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,22,1,0,0,0,0,0,0,0,47,8,4,7,9,0,0
0,0,0,0,0,1,0,3,1,1,1,1,1,0,0,20,1,0,0,0,0,0,0,0,64,11,4,23,7,0,0
0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,20,0,0,0,0,0,0,0,0,47,2,1,8,10,0,0
0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,15,1,0,0,0,0,0,0,0,44,14,8,8,7,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,44,0,1,11,6,0,1
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,15,0,0,1,0,0,0,0,0,50,2,4,22,7,0,0
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,23,1,0,0,0,0,0,0,0,59,7,12,21,10,0,0
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,24,1,0,0,0,0,0,0,0,77,6,7,10,10,0,0
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,19,1,0,0,0,0,0,0,0,45,2,5,12,6,0,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,52,1,2,17,9,0,0
