n_used_permissions,intent_android_intent_action_VIEW,perm_android_permission_SYSTEM_ALERT_WINDOW,n_api_calls,perm_android_permission_GET_TASKS,n_permissions,suspicious_getExternalStorageDirectory,perm_android_permission_CAMERA,n_services,n_activities,perm_android_permission_READ_PHONE_STATE,perm_android_permission_WRITE_EXTERNAL_STORAGE,n_receivers,suspicious_Ljava_lang_System___loadLibrary,suspicious_Ljava_lang_System___load,perm_android_permission_ACCESS_WIFI_STATE,suspicious_getCellSignalStrength,n_providers,suspicious_getCellLocation,suspicious_Ldalvik_system_PathClassLoader_,perm_android_permission_READ_EXTERNAL_STORAGE,perm_android_permission_WRITE_SETTINGS,suspicious_getSimCountryIso,perm_android_permission_SET_WALLPAPER,suspicious_Ldalvik_system_DexClassLoader_,suspicious_getDeviceId,n_urls,intent_android_intent_action_SEARCH,suspicious_getPackageInfo,suspicious_Base64,label
8,0,0,29,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,33,0,1,1,0
8,0,0,25,0,3,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,34,0,1,1,0
7,0,0,28,0,2,1,0,1,7,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,34,0,1,1,0
7,0,0,25,0,3,0,0,1,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,31,0,1,1,0
8,0,0,24,0,3,1,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,31,0,1,1,0
7,0,0,25,0,3,0,0,1,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,31,0,1,1,0
8,0,0,24,0,6,1,0,1,8,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,33,0,1,1,0
9,0,0,27,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35,0,1,1,0
7,0,0,25,0,3,0,0,1,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,31,0,1,1,0
9,0,0,27,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35,0,1,1,0
9,0,0,27,0,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,0,1,1,0
9,0,0,26,0,6,1,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,34,0,1,1,0
8,0,0,26,0,6,1,1,0,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
9,0,0,27,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35,0,1,1,0
10,0,0,25,0,3,1,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,33,0,1,1,0
9,0,1,26,1,6,1,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,34,0,1,1,0
8,0,0,24,0,3,1,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,31,0,1,1,0
10,0,0,28,0,3,1,0,0,9,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,36,0,1,1,1
10,0,0,28,0,5,1,0,3,9,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,33,0,1,1,1
9,0,0,27,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35,0,1,1,0
7,0,0,26,0,3,1,0,0,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,32,0,1,1,0
10,0,0,26,0,3,1,0,1,5,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,33,0,1,1,0
10,0,0,27,0,2,1,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,30,0,1,1,0
8,0,0,26,0,4,1,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,37,0,1,1,0
10,0,0,28,0,6,1,0,1,9,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,35,0,1,1,0
8,0,0,24,0,3,1,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,31,0,1,1,0
9,0,1,24,0,4,1,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,32,0,1,1,0
8,0,0,26,0,6,1,0,1,6,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,35,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,1
8,0,0,26,0,6,1,0,1,6,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,35,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,6,1,0,1,6,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,35,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,6,1,0,1,6,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,35,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
7,0,0,24,0,3,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,32,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,1
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,1
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,6,1,0,1,6,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,35,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,6,1,0,1,6,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,35,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,6,1,0,1,6,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,35,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,6,1,0,1,6,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,35,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,6,1,0,1,6,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,35,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,6,1,0,1,6,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,35,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
7,0,0,26,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,33,0,1,1,1
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,6,1,0,1,6,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,35,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,6,1,0,1,6,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,35,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,1
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,1
8,0,0,26,0,6,1,0,1,6,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,35,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,1,1,0
8,0,0,26,0,6,1,0,1,6,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,35,0,1,1,0
9,0,0,26,0,4,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,32,0,1,1,0
9,0,0,27,0,3,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,32,0,1,1,0
10,0,0,25,0,2,1,0,0,6,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,32,0,1,1,0
9,0,0,27,0,3,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,32,0,1,1,0
9,0,0,26,0,4,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,32,0,1,1,0
9,0,0,27,0,3,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,34,0,1,1,0
8,0,0,27,0,3,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,33,0,1,1,0
9,0,0,26,0,4,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,32,0,1,1,0
9,0,0,26,0,4,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,32,0,1,1,0
10,0,0,31,0,5,1,1,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,33,0,1,1,0
9,0,0,26,0,4,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,32,0,1,1,0
8,0,0,25,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,32,0,1,1,0
9,0,0,27,0,6,1,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,31,0,1,1,0
8,0,0,24,0,6,1,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,32,0,1,1,0
10,0,0,29,0,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35,0,1,1,0
8,0,0,29,0,4,1,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35,0,1,1,0
11,0,0,28,0,7,1,1,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,34,0,1,1,0
10,0,0,24,0,4,1,0,0,8,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,35,0,1,1,0
9,0,0,29,0,3,0,0,1,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,33,0,1,1,0
10,0,0,28,0,4,1,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34,0,1,1,0
9,0,0,27,0,4,1,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,0,1,1,0
9,0,0,26,0,4,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,32,0,1,1,0
11,0,0,28,0,7,1,1,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,34,0,1,1,0
10,0,0,28,0,4,1,0,2,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,33,0,1,1,0
8,0,0,24,0,3,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34,0,1,1,0
9,0,0,26,0,4,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,32,0,1,1,0
8,0,0,27,0,3,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,34,0,1,1,0
9,0,0,26,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,33,0,1,1,0
8,0,0,30,0,3,1,0,1,9,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,32,0,1,1,0
8,0,0,24,0,4,1,0,1,7,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,34,0,1,1,0
9,0,0,27,0,7,1,0,0,5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,33,0,1,1,1
9,1,0,25,0,5,1,0,0,8,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,36,0,1,1,0
8,0,0,24,0,4,1,0,1,7,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,34,0,1,1,0
11,0,0,25,0,6,1,0,2,8,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,32,0,1,1,0
9,0,0,27,0,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,34,0,1,1,0
8,0,0,24,0,4,1,0,1,7,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,34,0,1,1,1
11,0,0,29,0,5,1,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,34,0,1,1,0
8,0,0,27,0,6,1,1,1,6,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,31,0,1,1,0
7,0,0,23,0,4,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,33,0,1,1,0
10,0,0,25,0,2,1,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,34,0,1,1,0
10,0,0,26,0,3,1,0,2,10,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,32,0,1,1,0
6,0,0,25,0,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,33,0,1,1,0
9,0,1,26,1,8,1,0,0,8,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,33,0,1,1,0
10,0,0,25,0,2,1,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,32,0,1,1,0
8,0,0,25,0,4,1,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,30,0,1,1,0
10,0,0,28,0,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,32,0,1,1,0
10,0,0,30,0,5,1,0,0,11,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,34,0,1,1,0
10,0,0,29,0,3,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,1,1,1,0
9,0,0,24,0,5,1,0,0,6,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,32,0,1,1,0
8,0,0,25,0,3,1,0,0,11,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,34,0,1,1,0
10,0,0,27,0,7,1,0,0,5,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,32,0,1,1,0
10,0,0,26,0,3,1,0,2,10,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,32,0,1,1,1
9,0,0,25,0,6,1,0,0,6,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,32,0,1,1,1
9,0,0,27,0,6,1,0,0,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,33,0,1,1,1
7,0,0,27,0,4,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30,1,1,1,0
9,0,0,27,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,0,1,1,0
8,0,0,28,0,5,1,0,0,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,34,0,1,1,0
9,0,0,27,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,0,1,1,0
9,0,0,26,0,6,1,1,0,10,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,30,0,1,1,0
8,0,0,28,0,7,1,1,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,31,0,1,1,1
7,0,0,26,0,3,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,32,0,1,1,0
9,0,0,28,0,2,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,37,0,1,1,0
11,0,0,25,0,3,1,1,0,6,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,35,0,1,1,0
11,0,0,25,0,6,1,0,0,6,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,33,0,1,1,0
8,0,0,28,0,5,1,0,0,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,34,0,1,1,0
12,0,0,27,0,4,1,0,0,5,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,34,0,1,1,0
9,0,0,27,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,0,1,1,0
9,0,0,27,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,0,1,1,0
11,0,0,26,0,6,1,0,0,6,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,32,0,1,1,0
8,0,0,28,0,5,1,0,0,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,34,0,1,1,0
9,0,0,27,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,0,1,1,1
8,0,0,26,0,7,1,0,1,10,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,32,0,1,1,0
8,0,0,25,0,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30,0,1,1,1
9,0,0,27,0,2,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,0,1,1,0
9,0,0,28,0,2,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,37,0,1,1,0
9,0,0,28,0,6,1,0,1,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,34,0,1,1,0
10,0,0,28,0,3,1,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,33,0,1,1,0
9,0,0,27,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,0,1,1,0
12,0,0,25,0,5,1,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,34,0,1,1,0
8,0,0,28,0,5,1,0,0,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,34,0,1,1,0
9,0,0,27,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,0,1,1,0
9,0,0,26,0,3,1,0,0,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,34,0,1,1,0
8,0,0,27,0,4,1,0,0,9,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,37,0,1,1,0
8,0,0,27,0,2,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,37,0,1,1,1
8,0,0,31,0,4,1,0,1,7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,32,0,1,1,0
8,0,0,31,0,4,1,0,1,7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,32,0,1,1,0
10,0,0,25,0,7,1,0,0,9,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,35,0,1,1,0
10,0,0,27,0,2,1,0,0,6,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,30,0,1,1,0
10,0,0,29,0,4,1,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34,0,1,1,0
10,0,0,30,0,4,1,0,0,5,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,34,0,1,1,0
11,0,0,29,0,5,1,1,2,10,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,34,0,1,1,0
8,0,0,25,1,6,1,0,1,7,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,32,0,1,1,0
11,0,0,29,0,5,1,1,2,10,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,34,0,1,1,0
8,0,1,26,1,7,1,0,0,7,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,36,0,1,1,0
11,0,0,25,0,4,1,0,0,8,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,30,0,1,1,0
11,0,0,29,0,5,1,1,2,10,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,34,0,1,1,0
10,0,0,25,0,7,1,0,0,9,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,35,0,1,1,0
9,0,0,26,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,0,1,1,0
8,0,1,26,1,8,1,0,0,8,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,34,0,1,1,0
11,0,0,29,0,5,1,1,2,10,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,34,0,1,1,0
11,0,0,29,0,5,1,1,2,10,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,34,0,1,1,0
10,0,0,30,0,4,1,0,0,5,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,34,0,1,1,0
11,0,0,29,0,5,1,1,2,10,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,34,0,1,1,0
8,0,0,24,0,2,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,33,0,1,1,0
10,0,0,25,0,7,1,0,0,9,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,35,0,1,1,0
8,0,0,30,0,6,1,0,2,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,32,0,1,1,0
10,0,0,23,0,5,1,0,0,8,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,33,0,1,1,0
