perm_android_permission_RECEIVE_BOOT_COMPLETED,intent_android_intent_action_BOOT_COMPLETED,intent_com_google_android_c2dm_intent_RECEIVE,n_urls,n_used_permissions,n_activities,n_receivers,n_permissions,n_services,n_providers,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_com_android_vending_INSTALL_REFERRER,suspicious_getDeviceId,suspicious_Ldalvik_system_DexClassLoader_,suspicious_Ldalvik_system_PathClassLoader_,suspicious_Ljava_lang_System___load,suspicious_Ljava_lang_System___loadLibrary,perm_android_permission_WRITE_EXTERNAL_STORAGE,intent_com_google_android_c2dm_intent_REGISTRATION,perm_android_permission_READ_EXTERNAL_STORAGE,perm_com_android_vending_BILLING,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_VIBRATE,n_api_calls,perm_android_permission_ACCESS_NETWORK_STATE,perm_com_asus_email_permission_ACCESS_PROVIDER,intent_com_evernote_android_job_ADD_JOB_CREATOR,perm_android_permission_PREVENT_POWER_KEY,intent_com_excelliance_kxqp_action_SmtCntService,label
0,0,0,22,12,6,0,5,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,21,1,0,0,0,0,0
0,0,1,24,12,6,1,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,21,1,0,0,0,0,0
0,0,0,23,11,5,0,5,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,21,1,0,0,0,0,0
0,0,1,20,10,4,3,7,3,2,1,0,1,1,0,1,1,1,0,0,0,1,0,0,18,1,0,0,0,0,0
0,0,0,21,8,7,1,4,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,18,1,0,0,0,0,1
0,0,1,24,9,3,4,6,3,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,21,1,0,0,0,0,0
0,0,0,20,9,5,2,7,3,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,21,1,0,0,0,0,1
0,0,1,23,9,9,4,6,5,2,1,0,1,1,0,0,1,1,1,0,0,0,0,0,22,1,0,0,0,0,0
0,0,0,25,12,7,1,6,2,2,0,0,1,1,1,1,0,0,1,0,0,0,0,0,22,1,0,0,0,0,0
0,0,0,22,10,9,1,4,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,21,1,0,0,0,0,0
0,0,1,21,10,2,4,5,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,21,1,0,0,0,0,0
1,1,0,23,9,8,1,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,22,1,0,0,0,0,0
0,0,1,21,7,5,4,5,3,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,18,1,0,0,0,0,0
0,0,1,24,9,3,4,5,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0
0,1,0,24,8,7,4,3,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,22,1,0,0,0,0,0
0,0,1,19,9,4,4,6,2,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,19,1,0,0,0,0,0
0,0,1,20,9,6,3,8,4,2,1,1,0,1,1,0,0,0,0,1,0,1,0,0,20,1,0,0,0,0,0
0,0,1,23,9,7,4,9,2,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,20,1,0,0,0,0,0
0,0,0,21,10,8,0,4,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,19,1,0,0,0,0,0
0,0,0,23,8,6,1,4,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,19,1,0,0,0,0,0
1,1,0,23,9,6,2,5,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,22,1,0,0,0,0,0
0,0,0,25,10,7,0,5,2,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,19,1,0,0,0,0,0
0,0,1,24,9,3,3,5,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0
0,0,1,21,10,9,3,8,4,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,23,1,0,0,0,0,0
0,0,1,20,9,9,3,7,3,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,21,1,0,0,0,0,0
0,0,1,21,7,5,4,5,2,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,18,1,0,0,0,0,0
0,0,1,26,9,7,4,7,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0
0,0,1,21,7,5,4,5,3,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,18,1,0,0,0,0,0
0,0,1,24,9,4,4,5,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0
0,1,0,23,12,4,2,4,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,20,1,0,0,0,0,0
0,0,1,24,9,11,4,6,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0
0,0,1,25,10,5,5,5,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0
0,0,1,21,7,8,4,6,2,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,18,1,0,0,0,0,0
0,0,1,20,10,8,3,8,4,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,22,1,0,0,0,0,0
0,1,0,25,12,8,5,4,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,21,1,0,0,0,0,0
0,0,0,22,8,6,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21,1,0,0,0,0,0
0,0,0,22,10,8,0,5,0,2,0,0,0,1,1,1,0,0,1,0,1,0,0,0,19,1,0,0,0,0,0
0,0,0,23,10,6,0,4,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,20,1,0,0,0,0,0
0,0,0,22,10,7,0,3,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,20,1,0,0,0,0,0
0,0,1,20,7,8,4,5,3,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,18,1,0,0,0,0,0
0,0,0,22,10,5,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,20,1,0,0,0,0,0
0,0,1,18,9,9,4,5,2,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,19,1,0,0,0,0,0
0,0,1,20,7,6,4,5,2,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,18,1,0,0,0,0,0
0,0,0,24,10,7,0,4,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0
0,1,0,24,8,7,4,3,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,22,1,0,0,0,0,1
0,1,0,24,8,7,4,3,2,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,22,1,0,0,0,0,0
0,0,1,22,7,4,4,5,2,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,19,1,0,0,0,0,0
0,0,0,24,10,9,1,7,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,20,1,0,0,0,0,0
0,0,0,22,9,4,2,6,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,20,1,0,0,0,0,0
0,0,1,26,8,7,4,5,2,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,21,1,0,0,0,0,1
0,0,0,23,10,6,0,5,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,19,1,0,0,0,0,1
0,0,0,20,9,6,0,6,2,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,19,1,0,0,0,0,0
0,0,1,24,7,5,4,5,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,18,1,0,0,0,0,0
1,1,0,24,12,7,2,3,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,22,1,0,0,0,0,0
0,0,0,24,11,7,0,3,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,20,1,0,0,0,0,1
0,0,1,20,7,5,4,5,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,18,1,0,0,0,0,0
0,0,0,21,9,5,2,5,6,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,22,1,0,0,0,0,0
0,0,1,22,10,4,3,6,4,2,1,1,1,1,0,1,1,1,0,0,0,0,0,0,24,1,0,0,0,0,0
0,0,0,22,10,5,1,6,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,21,1,0,0,0,0,0
1,1,0,23,9,5,5,4,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,20,1,0,0,0,0,0
0,0,0,20,9,7,0,5,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,21,1,0,0,0,0,0
0,0,0,22,11,8,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,20,1,0,0,0,0,0
0,0,0,20,10,7,2,7,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,18,1,0,0,0,0,0
0,0,1,24,7,6,4,6,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0
0,0,0,24,11,8,0,5,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,20,1,0,0,0,0,0
0,0,0,24,10,9,1,7,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,20,1,0,0,0,0,0
0,0,0,21,11,7,0,6,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,20,1,0,0,0,0,0
0,0,0,23,10,7,0,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0
0,0,1,24,7,9,4,5,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0
0,0,0,23,9,5,0,5,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,19,1,0,0,0,0,0
0,0,0,21,9,8,0,3,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,20,1,0,0,0,0,0
0,0,1,22,10,2,4,6,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,20,1,0,0,0,0,0
0,0,0,23,10,7,0,5,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,21,1,0,0,0,0,0
0,0,1,23,9,9,4,5,7,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0
0,0,1,24,7,9,4,5,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0
0,0,1,25,8,9,4,7,3,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,20,1,0,0,0,0,0
0,0,0,23,11,6,0,4,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,22,1,0,0,0,0,0
0,0,1,24,7,9,4,5,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0
0,0,0,20,9,6,0,6,2,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,19,1,0,0,0,0,0
0,0,0,22,12,8,0,3,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,21,1,0,0,0,0,0
0,0,1,24,11,11,3,6,5,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,20,1,0,0,0,0,1
0,0,0,22,11,8,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0
0,0,1,24,7,6,4,5,2,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,18,1,0,0,0,0,0
0,0,0,19,10,8,0,5,2,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,21,1,0,0,0,0,0
0,0,1,24,8,8,1,7,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,20,1,0,0,0,0,0
0,1,0,20,8,5,4,3,2,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,21,0,0,0,0,0,0
0,0,0,24,11,6,0,3,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,20,1,0,0,0,0,0
0,0,0,24,11,6,0,4,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,22,1,0,0,0,0,0
0,0,0,23,8,7,0,4,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,19,1,0,0,0,0,0
0,0,0,21,10,6,0,4,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,18,1,0,0,0,0,0
0,0,0,21,11,7,0,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,20,1,0,0,0,0,0
0,0,0,23,11,5,0,4,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,21,1,0,0,0,0,1
0,0,0,23,8,7,0,4,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,19,1,0,0,0,0,0
0,0,0,22,9,8,0,4,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,19,1,0,0,0,0,0
0,0,0,21,11,7,0,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,20,1,0,0,0,0,0
0,0,0,23,9,6,0,4,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,21,1,0,0,0,0,0
0,0,0,23,8,6,1,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0
0,0,1,23,7,8,4,7,4,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,18,1,0,0,0,0,0
0,0,1,21,8,3,4,5,3,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,18,1,0,0,0,0,0
0,0,1,22,7,6,4,7,2,2,1,1,1,1,1,1,0,0,1,0,1,0,0,0,18,1,0,0,0,0,0
0,0,0,21,10,7,0,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0
1,1,0,22,9,8,5,7,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,20,1,0,0,0,0,0
0,0,0,23,10,8,0,5,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,21,1,0,0,0,0,0
0,0,0,22,10,5,0,4,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,19,1,0,0,0,0,0
0,0,1,21,7,5,4,6,2,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,18,1,0,0,0,0,0
0,0,1,23,7,7,4,7,2,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,18,1,0,0,0,0,0
1,1,0,23,10,5,5,4,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,18,1,0,0,0,0,0
0,0,1,24,8,6,4,5,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,24,1,0,0,0,0,1
0,0,0,22,10,8,0,4,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,22,1,0,0,0,0,0
0,0,0,22,9,5,0,5,2,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,22,1,0,0,0,0,0
0,0,1,25,7,7,4,5,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0
0,0,0,21,12,8,0,4,2,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,23,1,0,0,0,0,0
0,0,0,23,12,6,0,5,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,22,1,0,0,0,0,0
0,0,0,23,8,7,0,4,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,19,1,0,0,0,0,0
0,1,0,19,9,7,1,4,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0
0,0,0,22,9,7,0,5,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,19,1,0,0,0,0,0
0,0,0,21,7,6,2,5,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,20,1,0,0,0,0,0
0,0,1,20,8,5,4,7,3,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,21,1,0,0,0,0,0
0,0,0,22,12,8,0,3,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,21,1,0,0,0,0,0
0,0,1,21,8,8,3,7,4,2,1,1,1,1,0,1,0,0,0,0,0,1,1,0,17,1,0,0,0,0,0
0,0,0,20,8,5,2,6,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,19,1,0,0,0,0,1
0,0,0,21,9,6,0,4,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,20,1,0,0,0,0,0
0,0,0,21,9,7,0,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0
0,0,1,20,7,5,4,6,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,18,1,0,0,0,0,0
0,0,0,24,8,5,1,5,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,19,1,0,0,0,0,0
0,0,1,21,9,3,4,5,3,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,17,1,0,0,0,0,0
0,0,1,21,8,3,3,6,3,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,18,1,0,0,0,0,0
0,0,0,25,12,8,1,4,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,21,1,0,0,0,0,0
0,0,0,22,9,6,0,5,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,19,1,0,0,0,0,0
0,0,1,25,7,7,4,5,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0
0,0,1,23,9,2,3,5,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0
0,0,0,22,10,7,0,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,21,1,0,0,0,0,0
0,0,0,22,9,5,0,5,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,22,1,0,0,0,0,0
0,0,0,22,9,7,0,3,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0
0,0,1,22,7,4,4,5,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,18,1,0,0,0,0,1
0,0,0,23,11,5,0,5,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,20,1,0,0,0,0,0
0,0,1,25,7,7,4,5,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0
0,0,0,21,11,5,0,5,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,20,1,0,0,0,0,0
0,0,1,24,7,5,4,5,2,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,18,1,0,0,0,0,0
0,0,0,23,11,5,0,4,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,20,1,0,0,0,0,0
0,0,1,22,7,6,5,6,3,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,18,1,0,0,0,0,0
0,0,1,26,9,8,4,7,3,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,19,1,0,0,0,0,0
0,0,1,20,7,9,4,5,2,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,18,1,0,0,0,0,0
0,0,1,21,9,8,4,9,2,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,19,1,0,0,0,0,0
0,0,0,24,8,5,1,4,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,19,1,0,0,0,0,0
0,0,0,24,10,6,0,5,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,19,1,0,0,0,0,0
0,0,0,22,9,6,0,6,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,21,1,0,0,0,0,0
0,0,1,23,9,2,3,5,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,1
0,0,0,23,7,6,2,4,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0
1,1,0,21,9,6,2,7,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,19,1,0,0,0,0,0
0,0,1,24,10,11,3,6,5,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,21,1,0,0,0,0,0
0,0,0,21,10,6,0,3,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,21,1,0,0,0,0,1
0,0,1,23,7,10,4,5,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0
0,0,0,23,11,5,0,6,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,20,1,0,0,0,0,0
0,0,0,22,9,6,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0
0,0,0,23,10,7,0,6,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,21,1,0,0,0,0,0
0,0,1,23,9,2,3,5,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,21,1,0,0,0,0,1
0,0,1,24,9,3,4,7,3,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,20,1,0,0,0,0,1
0,0,1,19,8,7,4,7,5,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,19,1,0,0,0,0,1
0,0,0,21,11,5,0,5,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,20,1,0,0,0,0,0
0,0,0,22,9,5,0,4,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0
0,0,1,23,9,2,3,5,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0
0,0,0,20,7,6,2,5,2,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,19,1,0,0,0,0,0
0,0,1,22,7,5,4,5,5,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,18,1,0,0,0,0,0
0,0,0,21,9,7,0,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0
0,0,1,23,7,4,3,5,2,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,20,1,0,0,0,0,0
0,0,0,21,11,5,0,5,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,20,1,0,0,0,0,0
0,0,1,23,9,3,5,7,3,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,21,1,0,0,0,0,0
0,0,0,23,10,5,0,4,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,19,1,0,0,0,0,0
0,0,0,21,9,4,2,3,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0
0,0,1,22,9,3,3,5,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0
0,0,1,23,7,4,3,5,2,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,20,1,0,0,0,0,0
0,0,0,22,9,7,0,3,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0
0,0,0,22,9,7,0,3,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0
0,0,0,24,8,6,1,5,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,21,1,0,0,0,0,0
0,0,0,21,11,5,0,5,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,20,1,0,0,0,0,0
0,0,1,20,8,4,3,6,4,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0
0,0,1,24,9,3,4,7,3,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,20,1,0,0,0,0,0
0,0,1,27,9,7,4,5,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0
0,0,0,21,11,9,0,5,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,19,1,0,0,0,0,0
0,0,1,22,7,4,4,5,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0
0,0,1,23,9,2,3,5,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0
0,0,1,20,12,5,3,5,5,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,24,1,0,0,0,0,0
0,0,0,22,9,8,0,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,19,1,0,0,0,0,0
0,0,1,23,7,4,3,5,2,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,20,1,0,0,0,0,0
0,0,1,25,8,4,4,6,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0
0,0,0,25,10,6,2,6,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,19,1,0,0,0,0,0
0,0,0,24,10,8,0,2,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,19,1,0,0,0,0,1
0,0,0,24,10,6,0,5,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0
0,0,0,21,7,8,1,5,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,20,1,0,0,0,0,0
0,0,1,26,9,4,3,6,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0
0,0,0,21,7,8,1,5,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,20,1,0,0,0,0,0
0,0,1,22,7,6,5,7,3,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,19,1,0,0,0,0,0
0,0,0,23,9,9,0,5,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,19,1,0,0,0,0,0
0,1,0,24,8,7,4,2,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,22,1,0,0,0,0,0
0,0,0,23,8,7,0,3,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,19,1,0,0,0,0,0
0,0,0,22,9,6,0,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0
0,1,0,24,8,7,4,2,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,22,1,0,0,0,0,0
1,1,0,25,10,10,2,5,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,19,1,0,0,0,0,1
0,0,0,24,11,9,1,6,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,20,1,0,0,0,0,0
0,0,0,21,9,5,0,4,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0
0,0,0,21,10,7,0,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,20,1,0,0,0,0,0
0,0,1,21,8,8,4,8,5,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,19,1,0,0,0,0,0
1,1,0,21,9,4,1,5,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,19,1,0,0,0,0,0
0,0,0,21,9,4,1,6,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,19,1,0,0,0,0,0
0,0,0,21,9,5,0,4,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,1
0,0,0,24,12,6,0,3,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,21,1,0,0,0,0,0
0,0,0,23,8,7,0,3,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,19,1,0,0,0,0,1
0,0,0,24,10,6,0,5,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,1
1,1,0,24,10,5,2,4,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,18,1,0,0,0,0,0
0,0,1,23,8,5,3,6,6,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0
1,1,0,25,10,10,2,5,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,19,1,0,0,0,0,0
0,0,0,23,9,6,1,8,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,19,1,0,0,0,0,0
0,0,1,22,7,4,4,5,2,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,18,1,0,0,0,0,0
0,0,0,21,9,5,0,4,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0
0,0,0,24,10,6,0,6,0,2,0,0,0,1,1,1,1,1,1,0,1,0,0,0,19,1,0,0,0,0,0
0,0,1,18,8,8,4,6,2,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,19,1,0,0,0,0,0
