n_api_calls,intent_android_intent_action_PACKAGE_ADDED,suspicious_getExternalStorageDirectory,n_activities,suspicious_getDeviceId,n_permissions,perm_android_permission_SYSTEM_ALERT_WINDOW,suspicious_getSubscriberId,perm_android_permission_GET_TASKS,suspicious_Ljava_lang_System___load,n_used_permissions,n_providers,intent_android_net_wifi_WIFI_STATE_CHANGED,n_receivers,intent_android_net_conn_CONNECTIVITY_CHANGE,suspicious_Ldalvik_system_PathClassLoader_,n_services,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_com_google_android_c2dm_intent_RECEIVE,perm_android_permission_VIBRATE,intent_com_android_vending_INSTALL_REFERRER,perm_com_google_android_c2dm_permission_RECEIVE,suspicious_Ljava_lang_System___loadLibrary,perm_com_android_vending_BILLING,n_urls,intent_android_net_wifi_STATE_CHANGE,intent_android_intent_action_MEDIA_UNMOUNTED,intent_com_google_android_c2dm_intent_REGISTRATION,perm_com_android_launcher_permission_INSTALL_SHORTCUT,intent_android_intent_action_ANY_DATA_STATE,label
22,0,1,23,1,24,0,1,1,1,11,1,0,3,1,0,4,0,0,1,0,0,1,0,60,0,0,0,0,0,0
28,0,1,4,1,5,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1
42,0,1,6,1,5,0,0,0,1,14,1,0,1,0,1,2,0,0,0,0,0,1,0,35,1,0,0,0,0,0
16,0,1,6,1,11,0,0,1,1,8,1,0,2,0,1,4,0,1,0,0,1,1,0,6,0,0,1,0,0,0
17,0,1,8,1,3,0,0,0,0,7,1,0,1,0,0,1,0,0,0,1,0,0,0,17,0,0,0,0,0,0
22,1,1,13,1,4,0,0,0,1,8,0,0,1,0,1,0,0,0,0,0,0,1,1,36,0,0,0,0,0,0
42,0,1,44,1,22,0,0,0,0,11,0,0,3,0,0,1,0,1,1,0,1,0,0,246,0,0,1,0,0,0
14,0,1,47,1,8,0,0,0,1,5,3,0,7,0,0,7,0,1,0,0,1,1,0,45,0,0,0,0,0,0
18,0,1,6,1,2,0,0,0,1,8,0,0,0,0,1,1,0,0,0,0,0,1,0,12,0,0,0,0,0,0
53,0,1,10,1,5,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0
18,0,1,7,1,7,0,0,0,0,7,1,0,4,0,1,2,1,1,0,1,1,0,0,23,0,0,1,0,0,0
96,0,1,11,1,31,0,1,1,1,21,0,0,6,0,0,9,0,0,1,1,0,1,0,174,0,0,0,1,0,1
21,1,1,13,0,4,0,0,0,1,9,0,0,4,0,0,2,0,0,0,1,0,1,0,16,0,0,0,0,0,0
5,0,1,17,1,9,0,0,0,0,4,0,0,2,0,0,2,0,1,1,0,1,0,0,54,0,0,1,0,0,0
29,0,1,2,1,16,0,0,0,0,11,0,0,5,0,0,4,0,1,1,0,1,0,0,35,0,0,0,0,0,0
1,1,0,304,0,58,1,0,1,1,1,12,1,17,1,0,38,0,0,1,0,1,1,0,1,1,0,0,0,0,0
22,0,1,31,1,17,0,0,0,1,9,3,0,3,0,1,3,0,0,1,0,0,1,0,11,0,0,0,0,0,0
19,0,1,8,1,2,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
20,0,1,4,1,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
37,0,1,5,1,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
22,0,1,3,1,4,0,0,0,1,10,0,0,1,0,0,1,0,0,0,1,0,1,0,36,0,0,0,0,0,0
18,1,1,32,1,14,0,0,0,0,8,6,0,15,1,1,13,1,1,0,1,1,0,1,77,0,0,0,0,0,0
18,0,1,38,0,4,0,0,0,0,6,0,0,1,0,0,36,0,0,0,0,0,0,0,14,0,0,0,0,0,0
18,0,1,17,1,5,0,0,0,1,7,1,0,1,0,1,1,0,0,0,1,0,1,0,24,0,0,0,0,0,0
30,0,1,1,1,22,1,1,0,1,11,0,0,0,0,0,2,0,0,0,0,0,0,0,38,0,0,0,0,0,0
6,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,1,122,1,18,0,0,0,1,15,5,0,10,1,1,7,0,1,1,1,1,1,0,80,0,0,0,0,0,0
47,0,1,10,1,10,1,0,0,1,18,3,0,4,0,1,4,1,1,0,1,1,1,0,40,0,0,0,0,0,1
52,0,1,124,1,20,0,1,1,1,16,9,0,9,0,1,13,1,1,1,1,1,1,0,276,0,0,0,0,0,0
16,0,1,5,1,4,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,1,1,15,0,0,0,0,0,0
25,0,1,7,1,3,0,0,0,0,9,0,0,0,0,1,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0
6,0,1,6,0,5,0,0,0,0,5,3,0,3,0,1,5,1,1,0,1,1,0,0,36,0,0,0,0,0,0
10,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,0,1,3,1,5,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
19,0,1,10,1,9,0,0,0,1,9,0,0,4,0,0,3,0,0,1,1,0,1,0,29,0,0,0,0,0,0
3,0,1,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
53,0,1,1,1,5,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0
12,0,1,11,1,5,0,0,0,0,6,0,0,1,0,1,7,0,0,0,0,0,0,0,25,0,0,0,0,0,0
49,0,1,4,1,3,0,0,0,1,13,0,0,0,0,1,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0
5,0,1,2,1,9,1,1,0,0,4,0,0,2,1,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0
20,0,1,2,1,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0
33,0,1,42,1,18,1,1,0,1,11,1,0,0,0,0,2,0,0,1,0,0,1,0,34,0,0,0,0,0,0
27,0,1,58,1,18,1,0,0,0,12,4,0,8,1,1,12,1,1,0,1,1,0,0,102,0,0,0,0,0,0
26,0,1,53,1,17,0,1,0,1,10,2,0,9,0,1,13,1,1,1,1,1,1,0,167,0,0,1,0,0,0
22,0,1,18,1,2,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
32,0,1,16,1,12,0,0,0,1,16,5,0,6,0,1,5,0,1,0,1,1,1,0,79,0,0,0,0,0,0
35,1,1,29,1,8,0,0,0,1,16,4,0,9,0,1,9,1,1,0,1,1,1,1,132,0,0,0,0,0,0
25,0,1,6,0,3,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0
4,0,0,43,1,11,0,0,0,0,3,1,0,3,0,0,2,0,1,0,1,1,0,0,19,0,0,1,0,0,0
20,0,1,23,1,15,0,0,0,1,9,3,0,8,0,1,12,0,1,1,1,1,1,0,98,0,0,1,0,0,0
8,0,1,3,1,6,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,32,0,0,0,0,0,0
18,0,1,34,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1
4,0,1,5,1,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
0,1,0,1,0,10,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,7,1,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0
27,0,1,7,1,14,0,0,0,0,10,7,0,14,1,1,13,1,1,0,1,1,0,1,42,0,0,0,0,0,0
19,0,1,4,0,5,0,0,0,0,9,0,0,0,0,1,1,0,0,1,0,0,0,0,22,0,0,0,0,0,0
42,1,1,21,1,18,1,0,1,1,13,0,0,6,1,0,1,0,0,1,0,0,1,0,67,0,0,0,0,0,0
38,0,1,8,1,14,1,0,1,1,13,1,0,3,0,0,6,0,1,1,0,1,1,0,17,0,0,1,1,0,0
17,0,1,21,1,10,0,0,0,1,9,0,0,0,0,1,2,0,0,0,0,0,1,0,17,0,0,0,0,0,0
3,0,0,3,1,8,0,0,0,0,3,1,0,3,0,0,5,1,1,0,0,1,0,0,3,0,0,1,0,0,0
48,0,1,37,1,38,0,1,1,1,12,8,0,8,1,1,17,1,1,1,1,1,1,0,65,0,0,0,0,0,0
9,0,1,7,0,10,0,0,0,1,4,0,0,4,0,0,1,0,1,1,1,1,1,1,18,0,0,0,0,0,0
23,0,1,17,1,14,1,0,0,1,12,7,0,11,0,1,14,0,1,0,1,1,1,1,67,0,0,0,0,0,0
19,0,1,3,0,25,0,0,0,0,7,1,0,6,0,1,10,1,1,1,0,1,0,0,9,0,0,0,0,0,0
35,0,1,2,1,28,1,1,1,1,12,1,1,6,1,0,12,0,0,0,0,0,1,0,41,1,0,0,1,1,0
55,0,1,1,1,5,0,0,0,1,17,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,0,0,0,0
12,0,1,7,1,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
36,0,1,22,1,21,0,0,0,1,10,0,0,0,0,0,0,0,0,1,0,0,1,0,16,0,0,0,0,0,0
12,0,1,4,1,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,1
27,1,1,9,1,6,0,0,0,1,10,1,0,3,0,1,1,0,0,0,1,0,1,1,65,0,0,0,0,0,0
10,0,1,1,0,3,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
18,0,1,1,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0
15,1,1,6,1,17,0,0,0,1,7,1,0,3,0,0,1,0,1,1,0,1,1,0,8,0,0,0,0,0,0
14,0,1,3,1,8,0,0,0,0,6,1,0,2,0,0,5,0,1,0,0,1,0,0,17,0,0,0,0,0,0
14,0,1,3,1,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
15,0,1,2,1,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
27,0,1,4,1,3,0,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
20,0,1,4,1,11,0,0,0,0,7,1,0,5,0,1,6,1,1,0,1,1,0,0,29,0,0,0,0,0,0
5,0,1,2,1,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,32,0,0,0,0,0,0
17,0,1,17,1,5,0,0,0,0,7,0,1,2,1,0,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0
18,0,1,4,0,5,0,0,0,1,10,1,0,0,0,1,0,0,0,1,0,0,1,1,24,0,0,0,0,0,0
16,0,1,3,0,6,0,0,0,0,7,0,0,2,0,0,2,0,0,0,1,0,0,0,18,0,0,0,0,0,0
23,0,1,5,1,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
18,0,1,12,1,8,0,0,0,1,7,0,0,0,0,1,1,0,0,0,0,0,1,0,29,0,0,0,0,0,0
33,0,1,14,1,18,0,0,0,0,14,5,0,8,0,1,9,0,1,1,1,1,0,0,66,0,0,0,0,0,0
15,0,1,10,1,9,0,0,0,0,6,1,0,5,0,1,6,1,1,0,1,1,0,0,10,0,0,1,0,0,0
15,0,1,362,1,12,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,253,0,0,0,0,0,0
28,0,0,5,1,5,0,0,0,0,8,0,0,1,0,0,1,0,0,0,1,0,0,0,250,0,0,0,0,0,0
16,0,1,10,1,10,0,0,0,0,8,3,0,6,0,1,8,1,1,1,1,1,0,0,80,0,0,0,0,0,0
11,1,1,7,1,5,0,0,0,1,5,0,0,1,0,1,0,0,0,1,0,0,1,0,40,0,0,0,0,0,0
13,0,1,1,1,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
15,0,1,81,0,17,0,0,0,1,7,0,0,1,0,0,1,0,0,1,0,0,1,1,10,0,0,0,0,0,0
16,0,1,4,1,4,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0
11,0,0,6,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1
18,0,1,9,1,10,0,0,0,0,6,2,0,1,0,0,1,0,1,0,0,1,0,0,11,0,0,1,0,0,0
26,1,1,10,1,6,0,0,0,1,10,1,0,3,0,1,1,0,0,0,1,0,1,1,65,0,0,0,0,0,0
19,0,1,8,1,10,0,0,0,1,9,1,0,5,0,1,10,1,1,0,1,1,1,1,64,0,0,0,0,0,0
21,0,1,16,1,10,1,0,1,0,7,1,0,5,0,1,6,1,1,0,1,1,0,0,52,0,0,1,0,0,0
36,0,1,16,0,13,0,0,0,0,12,1,0,4,0,1,3,1,1,1,1,1,0,0,40,0,0,1,0,0,1
16,0,1,4,0,2,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
6,0,1,3,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5,0,1,108,1,34,1,1,1,1,3,4,0,0,0,0,10,0,0,1,0,0,1,0,3,0,0,0,0,0,0
8,0,1,3,1,6,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,32,0,0,0,0,0,0
44,0,1,2,1,6,0,0,0,1,15,1,0,1,0,0,1,0,0,0,1,0,0,1,45,0,0,0,0,0,0
20,0,1,10,1,9,0,0,0,1,11,3,0,3,0,1,4,1,1,0,1,1,1,0,40,0,0,0,0,0,1
21,0,1,1,1,10,0,1,0,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,45,0,38,1,0,1,1,0,1,0,8,1,0,14,0,0,1,0,0,1,0,0,0,0,0,0,0,0
17,0,1,41,1,28,0,0,0,0,7,1,0,9,0,1,13,1,1,1,1,1,0,0,102,0,0,0,0,0,0
26,0,1,21,1,28,0,0,0,0,14,3,0,9,0,1,12,1,1,1,1,1,0,0,57,0,0,0,0,0,0
5,0,0,3,1,8,0,0,0,1,3,0,0,3,0,0,2,0,0,1,1,0,1,0,10,0,0,0,0,0,0
18,0,1,4,1,2,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
17,0,1,9,1,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
9,0,1,2,0,6,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0
20,0,1,38,1,21,0,0,0,1,9,1,0,5,0,1,3,1,1,0,1,1,1,0,151,0,0,1,0,0,0
49,1,1,141,1,120,1,1,1,1,21,4,0,25,1,1,36,0,0,1,0,0,1,0,271,0,1,0,1,0,0
28,0,1,42,1,17,1,0,0,1,15,5,0,10,0,1,11,1,1,0,1,1,1,0,114,0,0,0,0,0,0
8,0,1,3,1,6,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,32,0,0,0,0,0,0
21,0,1,2,1,5,0,1,0,0,7,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
25,0,1,5,1,4,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0
19,0,1,79,1,12,0,0,0,0,8,5,0,15,0,1,17,1,1,0,1,1,0,0,99,0,0,0,0,0,0
13,0,1,17,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
13,1,1,32,1,92,1,0,1,1,8,1,1,6,1,1,18,1,1,1,1,1,1,0,51,1,0,0,1,0,0
21,0,1,23,1,7,0,0,0,1,12,3,0,4,0,1,2,1,1,0,1,1,1,0,24,0,0,1,0,0,0
19,0,1,2,1,5,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
42,0,1,101,1,37,1,1,1,1,14,2,0,9,1,1,14,0,0,1,0,0,1,0,213,0,0,0,0,0,0
30,0,1,3,1,13,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1
20,0,1,7,1,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
20,0,1,90,1,12,0,0,0,0,7,6,0,15,1,1,30,1,1,1,1,1,0,1,45,0,0,0,0,0,1
27,0,1,21,1,23,0,0,1,1,11,1,0,8,0,1,36,1,1,0,1,1,1,0,253,1,0,1,0,0,1
14,0,1,46,1,11,0,0,0,1,5,3,0,6,0,0,6,0,1,0,0,1,1,0,48,0,0,0,0,0,0
19,0,1,31,1,11,0,0,0,0,10,2,0,5,0,1,5,1,1,0,1,1,0,0,61,0,0,0,0,0,0
20,1,1,11,1,3,0,0,0,1,8,0,0,1,0,1,0,0,0,0,0,0,1,0,31,0,0,0,0,0,0
0,0,0,1,0,18,1,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22,0,1,9,1,3,0,0,0,1,8,1,0,4,0,0,2,0,0,0,0,0,1,0,35,0,0,0,0,0,0
31,0,1,5,1,17,1,0,0,1,13,4,0,8,0,1,10,1,1,1,1,1,1,0,40,0,0,0,0,0,0
16,0,1,6,0,3,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0
17,0,1,3,1,7,0,0,0,0,6,1,0,5,0,1,5,1,1,0,1,1,0,0,9,0,0,1,0,0,0
10,0,0,2,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0
13,0,1,7,1,2,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
25,0,1,51,1,18,1,0,1,0,10,1,0,13,1,1,9,0,1,0,1,1,0,0,67,0,0,1,0,0,0
12,0,0,5,1,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
25,0,1,5,1,4,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0
16,0,1,17,1,2,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
20,0,1,24,1,25,0,0,0,1,9,1,0,6,0,1,6,1,1,1,1,1,1,0,105,0,0,1,0,0,0
6,0,1,6,0,6,0,0,0,0,4,1,0,4,0,1,5,1,1,0,1,1,0,0,25,0,0,1,0,0,0
13,0,1,8,1,10,0,0,0,0,10,4,0,4,0,1,10,1,1,0,1,1,0,0,60,0,0,0,0,0,0
0,1,0,3,0,10,1,0,1,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,0,1,5,1,17,1,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,1,0,0
2,0,1,1,0,5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
37,0,1,3,1,15,0,0,0,0,12,0,0,5,0,0,6,0,1,1,1,1,0,0,16,0,0,0,0,0,0
22,0,1,62,1,14,1,0,0,1,10,8,0,10,0,1,10,1,1,0,1,1,1,1,176,0,0,0,0,0,0
14,0,1,9,1,5,0,0,0,0,6,0,0,1,0,1,6,0,0,0,0,0,0,0,24,0,0,0,0,0,0
2,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
58,0,1,6,1,15,0,0,0,1,18,0,0,8,0,1,2,0,1,1,1,1,1,0,14,0,0,0,0,0,0
30,0,1,6,1,5,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,1,0,37,0,0,0,0,0,0
21,0,1,28,1,10,0,0,0,0,10,3,0,4,0,1,4,0,1,0,1,1,0,1,103,0,0,0,0,0,0
0,1,0,15,0,64,1,0,1,1,0,0,0,3,1,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22,0,1,10,1,6,0,1,0,1,9,1,0,4,0,1,8,1,1,0,1,1,1,0,21,0,0,0,0,0,0
47,0,1,25,1,15,1,1,1,1,12,0,0,0,0,0,5,0,0,1,0,0,1,0,197,0,0,0,0,0,0
21,0,1,3,1,7,0,0,0,0,11,3,0,3,0,1,4,1,1,0,1,1,0,0,39,0,0,0,0,0,0
20,0,1,29,1,11,0,0,0,1,9,3,0,5,0,1,12,1,1,0,1,1,1,0,80,0,0,0,0,0,0
18,0,1,1,1,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
12,0,1,6,1,4,0,0,0,0,5,0,0,2,0,0,2,0,0,0,1,0,0,0,27,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,0,1,10,1,10,0,0,0,0,10,1,0,1,0,0,2,0,0,0,0,1,0,0,42,0,0,0,0,0,0
43,0,1,36,1,16,0,0,0,1,15,2,0,10,0,1,14,1,1,0,1,1,1,0,84,0,0,0,0,0,0
0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,3,1,11,1,0,0,0,11,1,0,3,0,1,6,1,1,1,1,1,0,0,30,0,0,0,0,0,0
28,0,1,10,1,10,0,0,0,0,10,1,0,5,0,1,7,1,1,0,1,1,0,0,42,0,0,1,0,0,0
50,0,1,41,1,12,0,0,0,1,15,2,0,4,0,0,7,0,1,0,1,1,1,0,95,0,0,1,0,0,0
35,0,1,21,1,19,1,1,1,1,12,2,0,7,0,0,0,0,1,1,1,1,1,1,72,0,0,1,0,0,0
25,0,1,5,1,8,1,0,0,1,11,1,0,0,0,1,0,0,0,0,0,0,1,0,37,0,0,0,0,0,0
17,0,1,7,1,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
19,0,1,8,0,6,0,0,0,0,7,0,0,1,0,0,6,0,0,0,0,0,0,0,17,0,0,0,0,0,0
18,0,1,12,1,8,0,0,0,1,7,0,0,0,0,1,1,0,0,0,0,0,1,0,29,0,0,0,0,0,0
10,0,1,1,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,0,1,10,1,7,0,0,0,0,9,0,0,2,0,0,2,0,1,0,0,1,0,0,56,0,0,0,0,0,0
31,0,1,23,1,12,0,0,0,1,12,5,0,7,0,1,4,1,1,1,1,1,1,1,40,0,0,0,0,0,0
17,0,1,5,0,4,0,0,0,1,9,0,0,0,0,1,0,0,0,1,0,0,1,1,21,0,0,0,0,0,0
37,0,1,106,1,28,0,1,1,1,14,8,1,11,1,1,20,1,1,1,1,1,1,1,207,1,0,0,0,0,0
23,0,1,20,1,9,1,0,0,1,11,0,0,6,0,0,5,0,1,0,1,1,1,0,176,0,0,1,0,0,0
58,0,1,64,1,32,1,1,0,1,19,2,0,24,1,1,30,1,1,0,1,1,1,0,171,0,0,0,1,0,1
2,0,0,2,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
12,0,1,6,0,5,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0
26,0,1,11,1,27,1,0,0,0,11,1,0,5,0,1,9,0,1,1,0,1,0,0,43,0,0,0,0,0,0
37,0,1,2,1,4,0,1,0,1,14,0,0,0,0,0,0,0,0,0,0,0,1,0,43,0,0,0,0,0,0
51,0,1,77,1,23,1,1,0,0,16,0,1,4,1,0,7,0,0,1,0,0,0,0,67,0,0,0,1,0,1
18,0,1,6,0,5,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,1,0,7,0,0,0,0,0,0
22,1,1,5,1,18,1,0,1,1,10,0,0,1,0,0,1,0,0,0,0,0,1,0,24,0,0,0,1,0,0
30,1,1,43,1,33,1,0,0,1,13,8,1,14,1,1,13,0,1,1,1,1,1,1,58,1,0,0,1,0,0
64,0,1,7,1,16,0,0,0,1,13,2,0,6,1,0,5,0,1,1,0,1,1,0,34,0,0,1,0,0,0
28,1,1,16,1,7,0,0,0,1,11,0,0,3,0,1,0,0,0,1,0,1,1,0,64,0,0,0,0,0,0
12,0,1,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17,0,1,2,0,10,0,0,0,0,5,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0
5,0,1,5,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
8,0,1,1,1,8,0,0,0,0,5,2,0,4,0,1,3,1,1,0,1,1,0,0,21,0,0,1,0,0,0
18,0,1,82,1,9,0,0,0,0,9,1,0,1,0,1,5,1,1,1,0,1,0,0,12,0,0,0,0,0,0
23,0,1,17,1,8,1,0,0,0,11,3,0,3,0,1,6,0,1,0,1,1,0,1,57,0,0,0,0,0,0
22,0,1,16,1,5,0,0,0,0,11,1,0,0,0,1,0,0,0,1,0,0,0,0,32,0,0,0,0,0,0
21,0,1,8,1,26,0,0,0,0,7,3,0,5,0,1,7,0,1,1,0,1,0,0,12,0,0,0,0,0,0
17,0,1,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,0,0,8,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
63,0,1,316,1,31,1,1,1,1,16,9,0,9,1,0,26,0,0,1,0,0,1,0,141,0,0,0,1,0,0
21,0,1,15,1,9,0,0,0,1,7,0,0,4,0,0,2,0,0,1,1,0,1,0,46,0,0,0,0,0,0
31,0,1,6,1,7,1,0,0,1,13,2,0,3,0,1,4,0,0,0,1,1,1,1,35,0,0,0,0,0,0
18,0,1,16,0,20,0,0,0,1,8,1,0,10,0,1,7,0,1,1,0,1,1,0,32,0,0,1,0,0,0
31,0,1,17,1,6,0,0,0,1,12,3,0,3,0,1,3,1,1,0,1,1,0,1,71,0,0,0,0,0,0
9,0,1,4,1,11,0,0,0,0,4,1,0,2,0,0,1,0,1,0,0,1,0,0,120,0,0,0,0,0,0
15,0,1,18,1,5,0,0,0,1,6,2,0,0,0,1,0,0,0,0,0,0,1,0,53,0,0,0,0,0,0
5,0,0,10,1,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
22,0,1,14,1,32,1,0,0,1,10,3,1,6,0,1,11,1,1,0,1,1,1,1,76,1,0,0,0,0,0
19,0,1,33,1,8,0,0,0,1,8,2,0,11,1,1,14,1,1,0,1,1,1,0,45,0,0,0,0,0,0
30,0,1,27,1,17,0,0,0,0,10,1,1,10,1,1,10,1,1,0,1,1,0,0,77,0,0,1,0,0,0
41,0,1,11,1,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0
4,0,1,5,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
16,0,1,2,0,5,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
