perm_android_permission_READ_PHONE_STATE,n_api_calls,suspicious_getCellLocation,perm_android_permission_GET_TASKS,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,suspicious_getSubscriberId,perm_com_android_launcher_permission_INSTALL_SHORTCUT,intent_android_intent_action_PACKAGE_REMOVED,intent_android_intent_action_ACTION_POWER_CONNECTED,intent_android_intent_action_USER_PRESENT,perm_android_permission_ACCESS_COARSE_LOCATION,suspicious_Ldalvik_system_PathClassLoader_,intent_com_google_firebase_MESSAGING_EVENT,intent_com_google_firebase_INSTANCE_ID_EVENT,perm_android_permission_CHANGE_WIFI_STATE,perm_android_permission_READ_LOGS,perm_android_permission_WRITE_SETTINGS,perm_com_google_android_c2dm_permission_RECEIVE,n_services,n_providers,perm_android_permission_ACCESS_WIFI_STATE,intent_android_intent_action_PACKAGE_ADDED,intent_com_google_android_c2dm_intent_RECEIVE,perm_android_permission_SYSTEM_ALERT_WINDOW,n_receivers,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,n_permissions,suspicious_getCellSignalStrength,n_used_permissions,label
0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,9,1
0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,6,0
0,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,8,0
0,15,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,5,1,0,0,1,0,3,0,5,0,6,0
0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,20,0,11,0
0,18,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,1,1,0,1,0,9,0,11,0,8,0
0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,7,0
0,20,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,6,2,0,0,1,0,5,0,25,0,9,0
1,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,10,0,7,0
0,19,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,7,0
0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,6,0
0,25,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,4,1,0,0,1,0,5,0,5,0,12,1
0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0
0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,5,0
0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,1,0,5,0,15,0,6,0
0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,1,0,3,0,6,0,11,0
0,32,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,23,3,0,1,1,1,14,1,23,0,14,0
1,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,7,0,8,0
0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,3,0,7,0,5,0
0,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,3,0,4,0,11,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,4,0
1,23,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,16,2,0,0,1,0,11,0,41,0,10,0
0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0
1,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,9,0,12,0
1,6,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,7,0,1,1,0,0,3,0,100,0,4,0
1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,0,0,0,8,0,9,0,6,0
0,19,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,0,0,1,1,4,0,6,0,9,0
0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,0,0,1,0,4,0,6,0,4,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,0,7,0,10,0
0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,8,0
1,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,6,4,1,0,1,0,8,0,12,0,8,0
1,28,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,4,3,0,0,1,1,3,0,10,0,8,0
1,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,13,0,10,0
0,21,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,9,4,0,0,1,0,3,1,12,0,8,0
0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,2,0,7,0,7,0
0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,0,1,0,4,0,27,0,8,0
1,19,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,10,3,1,0,1,0,12,1,20,0,11,0
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
1,25,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,6,2,0,0,1,0,6,0,8,0,11,0
1,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,7,0,8,0
0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,7,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,1,0,0,0,3,0,14,0,0,1
0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0
0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,1,0,3,0,6,0,3,0
1,39,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,120,110,1,1,0,1,109,0,235,0,12,0
0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,10,1
0,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,2,0,0,0,1,1,0,6,0,14,0
1,46,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,2,1,0,0,0,4,0,10,1,14,0
0,36,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,8,1,11,0
1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,7,1
0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,8,0,8,0,13,0
0,23,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,17,5,1,0,1,0,14,0,30,0,12,0
1,22,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,12,1,1,0,1,0,9,0,33,0,10,0
1,49,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,19,13,0,1,1,1,17,1,18,0,15,0
1,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,16,0
1,24,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,3,1,0,0,1,1,3,0,12,0,11,0
0,18,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,1,0,0,1,0,6,0,5,0,7,0
0,26,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,9,2,0,0,1,0,7,1,11,0,13,0
0,37,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,3,0,12,1,13,0
0,18,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,0,0,1,0,4,0,7,0,9,0
1,20,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,10,1,0,0,1,0,8,0,35,0,7,0
0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,1,0,0,0,1,0,6,0,6,0
0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0
0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0
1,18,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,6,1,1,0,1,0,6,0,8,0,8,0
0,18,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6,7,1,0,1,0,6,1,13,0,9,0
0,36,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,19,6,1,0,1,1,7,1,34,0,16,0
1,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,7,0,20,0,6,0
1,31,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,2,0,16,0,11,0
0,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0
0,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,10,1
0,18,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,15,4,0,0,1,1,8,0,12,0,8,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,1
0,9,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,2,1,0,0,1,1,0,20,0,8,0
0,16,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,5,2,0,0,1,0,4,0,20,0,6,0
0,24,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,1,0,0,1,0,3,0,7,0,8,0
0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,18,0,12,0
0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0
0,55,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,3,0,4,0,15,0
0,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,6,3,0,0,1,0,6,1,12,0,5,0
1,38,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,4,1,1,0,1,0,2,0,18,1,12,0
0,23,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,4,2,1,0,1,0,3,1,9,0,9,0
0,7,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,3,0,5,0,5,0
1,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0
0,18,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,4,2,0,0,1,0,5,0,6,0,8,0
1,4,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,23,3,1,0,0,0,10,0,27,0,3,0
0,15,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,4,2,0,0,1,0,2,0,10,0,7,0
1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,12,0,1,0,0,1,5,0,42,0,0,0
0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0
0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,7,0
0,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,13,0
0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,5,0
1,105,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,28,57,1,0,1,1,17,0,197,0,29,0
0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25,0,1,0,0,0,1,0,6,0,6,0
0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,1,0,1,0,8,0,7,0
0,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,1,0,1,1,1,7,0,25,0,10,0
0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0
0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0
0,19,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,12,1,0,0,1,0,5,0,5,0,9,0
0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,1,0,5,0,15,0,6,0
1,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,1,0,15,0,8,1
0,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,14,0,8,0
0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,1,0,6,0,12,0
0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,9,0
0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,1,0,1,0,6,0,27,0,5,0
1,12,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,6,0
1,25,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,2,0,1,0,0,0,3,0,24,1,10,0
1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,4,0
0,17,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,5,1,0,0,1,0,4,0,8,0,6,0
0,55,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,3,0,4,0,15,0
1,30,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,10,0
0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,2,0,9,0,9,1
1,21,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,9,2,0,0,1,0,4,1,24,0,11,0
1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,22,0,1,0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,6,0
0,31,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,1,10,0
1,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,9,0
1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,12,0,1,1,0,1,6,0,42,0,0,0
0,31,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,2,0,7,0,13,0
1,53,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,3,0,1,0,0,1,2,0,24,0,14,0
1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,3,0,11,0,15,1
0,29,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,13,5,1,0,1,0,9,1,27,1,10,0
0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0
0,32,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,13,3,1,0,1,0,6,1,27,1,14,0
1,53,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,4,51,1,0,0,1,1,0,180,1,16,0
0,45,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,22,5,1,0,1,0,10,1,19,0,12,0
0,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,8,0,8,0
0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,11,0
1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0
1,69,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,57,17,1,1,0,1,19,0,125,0,21,0
0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0
1,16,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,20,0,5,0
0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,5,0
0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,10,0
0,34,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,9,1,1,0,1,0,6,0,14,1,14,0
1,16,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,11,2,1,0,1,1,10,0,36,0,8,0
0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0
0,27,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,8,6,0,0,1,0,6,0,11,0,15,0
0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,1,0,0,1,0,5,0,9,0,4,0
1,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,5,0
0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0
1,26,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,13,2,1,0,1,0,9,0,17,0,10,1
0,23,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,5,0,9,0,9,0
0,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,15,0
0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,3,0,8,0
1,32,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,7,2,1,0,0,1,4,0,34,1,13,0
1,42,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,1,0,1,0,16,0,10,0
0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,12,0
1,19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,2,0,0,1,0,6,0,10,0,8,0
0,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,9,0,12,0
0,23,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,11,1
1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,6,0
0,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0
0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,5,0
0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0
0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,8,0
1,44,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,2,1,1,0,0,5,0,10,1,13,0
1,18,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,6,1,1,0,1,0,4,0,22,0,7,0
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,3,0
0,24,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,2,1,0,1,0,3,1,9,0,10,0
0,22,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,5,2,0,0,1,0,4,0,12,0,8,0
0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,6,0
0,19,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,5,0,10,0,7,0
0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,0,1,0,3,0,7,0,5,0
0,38,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,26,5,1,0,1,0,8,0,17,0,10,0
0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,0,0,1,0,4,0,8,0,7,0
1,22,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,12,1,1,0,1,0,9,0,33,0,10,0
0,17,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,1,0,1,0,7,0,29,0,7,0
0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,8,0
0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,1
0,49,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,8,1,1,0,1,0,7,0,11,0,12,0
1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,7,0,11,0
0,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,4,0,8,0,7,0
1,69,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,57,17,1,1,0,1,19,0,125,0,21,0
1,44,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,2,0,1,0,0,0,0,0,24,0,12,0
1,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,6,0
0,10,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6,1,1,0,1,0,4,0,7,0,6,0
0,13,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,16,2,1,0,1,0,7,0,11,0,8,0
1,25,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,1,3,0,14,0,8,0
1,27,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,13,2,1,0,0,1,9,0,31,1,11,0
0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,0,0,1,0,4,0,7,0,5,0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,8,0
1,35,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,15,0,10,0
0,21,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,5,1,8,0
0,10,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,14,1,0,0,1,0,6,0,15,0,4,0
1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,5,0,6,0
0,22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,9,1,0,0,1,0,8,1,10,0,12,0
0,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,4,0
1,23,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,4,1,1,0,1,1,3,0,19,0,9,0
0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25,0,0,0,0,0,1,0,5,0,7,0
1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,1,0,0,0,6,0,24,0,5,1
0,35,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,2,1,0,1,0,6,0,7,0,10,0
0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,1,0,2,0,19,0,6,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
1,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,0,9,0,7,0
1,65,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,39,7,1,1,0,1,14,0,61,1,27,0
0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,7,0
0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,3,0,0,1,0,3,1,7,0,8,0
0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,6,0
0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,8,0
0,22,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,5,1,0,0,1,0,3,1,7,0,8,0
0,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0
0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,5,0
0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0
0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8,0,0,1,0,1,6,0,14,0,1,0
0,24,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6,1,0,0,1,0,3,1,6,0,10,0
0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5,1,15,0
0,10,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,10,4,0,0,1,0,5,0,31,0,6,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0
0,20,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,18,0,8,0
0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0
0,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,1,3,0,9,1,10,0
0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0
0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,5,0,10,0
0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,8,0
0,18,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,7,2,0,0,1,0,4,0,15,0,8,1
