n_urls,suspicious_getCellLocation,perm_android_permission_SYSTEM_ALERT_WINDOW,intent_com_inmobi_share_id,suspicious_getCellSignalStrength,suspicious_system_bin_su,perm_android_permission_READ_PHONE_STATE,suspicious_Ldalvik_system_PathClassLoader_,n_providers,n_services,suspicious_Ljava_lang_System___loadLibrary,perm_android_permission_RECEIVE_BOOT_COMPLETED,intent_com_google_firebase_INSTANCE_ID_EVENT,suspicious_Ljava_lang_System___load,intent_android_intent_action_BOOT_COMPLETED,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_com_google_firebase_MESSAGING_EVENT,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,n_api_calls,n_activities,suspicious_getSimCountryIso,perm_com_google_android_providers_gsf_permission_READ_GSERVICES,perm_com_android_vending_BILLING,n_used_permissions,n_permissions,n_receivers,intent_com_google_android_c2dm_intent_REGISTRATION,intent_com_google_android_gms_appinvite_ACTION_PREVIEW,perm_android_permission_VIBRATE,intent_com_google_android_gms_iid_InstanceID,label
16,0,0,0,0,0,1,1,2,1,1,0,0,1,0,0,0,0,25,43,0,0,0,11,13,12,0,0,1,1,0
45,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,20,28,0,0,1,11,9,7,0,0,1,0,1
238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,0,0,0,5,2,0,0,0,0,0,0
61,0,0,0,0,0,0,1,4,8,1,0,0,1,0,0,0,0,21,48,0,0,0,7,8,8,0,0,0,0,0
16,0,1,0,0,0,1,1,1,7,1,1,0,1,1,0,0,0,27,5,0,0,0,9,30,4,0,0,1,0,0
71,1,1,0,0,1,1,1,51,10,1,0,0,1,0,0,0,0,27,125,0,0,0,9,23,4,0,0,0,0,0
2,0,0,0,0,0,1,0,0,4,1,0,0,1,0,1,0,0,15,6,0,0,0,6,19,3,0,0,1,0,0
26,0,0,0,0,0,0,1,1,3,0,1,0,0,1,0,0,0,26,8,0,0,0,8,25,5,0,0,1,0,0
54,0,0,0,0,0,1,1,2,7,1,0,1,1,0,0,1,1,24,19,0,1,0,11,18,4,0,0,1,0,0
15,0,0,0,0,0,0,1,2,5,1,0,1,1,0,0,0,0,19,3,0,0,0,7,10,6,0,0,0,0,0
79,0,0,0,1,0,1,0,12,26,0,1,1,0,1,0,0,0,58,128,1,0,1,17,25,66,1,0,1,0,0
12,0,0,0,0,0,0,1,3,3,0,0,1,0,0,0,0,0,8,15,0,0,1,5,8,7,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,3,3,0,0,0,0,0,0
171,0,0,0,0,0,1,0,1,3,1,0,0,1,0,0,0,0,13,11,0,0,0,6,15,2,0,0,1,1,0
4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,15,20,0,0,0,6,5,1,0,0,0,0,0
88,1,1,0,0,0,1,1,5,8,1,0,1,1,0,0,0,0,21,62,0,1,0,10,15,7,1,0,1,0,0
47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,3,0,0,0,12,7,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,2,0,0,0,4,6,0,0,0,0,0,0
40,0,0,0,0,0,0,1,3,9,0,1,1,0,1,0,1,1,25,9,0,0,0,12,31,12,0,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,7,3,0,0,0,0,0,0
22,0,0,0,0,0,0,0,2,5,1,1,0,1,1,0,0,0,48,4,0,0,0,12,26,6,0,0,1,0,0
56,0,0,0,0,0,0,1,3,8,1,0,0,1,0,0,1,1,29,16,1,0,1,16,9,3,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,7,2,0,0,0,0,0,0
10,0,0,0,0,0,1,0,0,2,1,0,0,1,1,0,0,0,5,3,0,0,0,3,8,3,0,0,1,0,0
25,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,11,0,0,0,6,3,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,9,0,0,0,0,18,0,0,0,1,0,1
14,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,30,4,0,0,1,11,4,2,0,0,0,0,1
52,1,1,0,1,0,1,0,0,9,1,1,0,1,0,1,0,0,70,1,0,0,0,17,21,0,0,0,1,0,0
85,1,0,0,0,0,0,1,6,21,1,0,0,1,0,0,1,1,34,91,1,1,0,16,19,15,0,0,1,0,0
11,0,1,0,0,0,1,0,0,3,0,1,0,0,1,1,0,0,8,4,0,0,0,6,9,4,0,0,0,0,0
52,0,0,0,0,1,0,1,2,0,1,0,0,1,0,0,0,0,9,21,1,0,0,4,4,0,0,0,0,0,0
32,0,0,0,0,0,1,0,0,6,1,0,0,1,0,0,0,0,16,9,0,0,1,5,11,5,1,0,0,0,1
23,0,0,0,0,0,0,1,1,8,1,1,0,1,0,0,0,0,24,9,0,1,0,14,14,2,0,0,1,1,0
0,0,1,0,0,0,1,0,2,12,1,0,0,1,0,1,0,0,0,28,0,0,0,0,30,9,0,0,1,0,0
105,0,0,0,0,0,0,0,1,4,1,1,0,1,1,0,0,0,47,42,1,0,0,13,8,8,0,0,1,0,0
79,0,0,0,0,0,0,1,2,7,1,0,0,1,0,0,0,1,13,5,0,0,0,8,13,4,0,0,0,0,0
108,0,0,0,0,0,0,1,1,14,0,0,1,0,1,0,1,0,25,10,1,0,0,10,5,6,0,1,0,0,0
37,0,0,0,0,0,0,0,1,9,0,1,1,0,1,0,0,0,14,3,0,0,1,6,13,8,1,0,0,0,0
12,0,0,0,0,0,0,0,1,8,0,1,0,0,1,0,0,0,27,5,0,0,0,8,14,5,1,0,1,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
58,1,0,0,0,0,1,1,1,5,1,0,0,1,0,0,0,0,46,16,0,0,0,11,5,6,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,5,5,0,0,0,0,0,0
68,0,1,0,0,0,0,1,4,6,1,0,0,1,0,0,1,1,31,43,0,0,1,14,34,8,0,0,1,0,0
3,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,16,2,0,0,0,8,5,1,0,0,0,0,1
40,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,13,10,0,0,0,6,11,0,0,0,0,0,0
80,0,1,0,0,0,0,1,2,4,0,1,1,0,1,0,0,0,19,9,1,0,0,7,14,6,1,0,1,0,0
205,0,1,0,0,0,1,0,0,7,1,0,0,1,1,0,0,0,57,64,1,1,0,15,25,4,1,0,1,0,0
46,0,0,0,0,0,0,1,2,7,0,0,1,0,0,0,0,1,12,11,0,0,1,8,9,4,0,0,0,0,0
47,0,0,0,0,0,0,1,1,6,0,1,0,0,1,0,0,0,22,19,0,0,0,8,9,5,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0
19,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,23,1,0,0,0,7,10,2,0,0,0,0,0
14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,7,0,0,0,7,3,1,0,0,0,0,0
36,0,1,0,0,1,1,1,0,2,1,1,0,1,1,0,0,0,30,13,1,0,0,9,10,2,0,0,1,0,1
31,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,25,8,0,0,0,13,7,2,0,0,0,0,1
99,1,0,0,0,0,0,1,3,1,1,1,0,1,0,0,0,0,33,23,1,0,1,14,7,2,0,0,0,0,0
33,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,1,9,11,0,0,0,7,6,3,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,1,0,0,0,12,3,0,0,0,0,0,0
60,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,40,7,0,0,0,11,8,1,0,0,1,0,0
81,0,1,0,0,0,0,1,12,17,1,0,1,1,0,0,1,1,31,37,1,1,1,13,19,10,1,1,1,0,0
34,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,9,3,0,0,0,4,6,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,1,0,0,0,5,5,0,0,0,1,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,5,2,0,0,0,0,0,0
75,1,1,0,0,1,1,0,2,10,1,1,0,1,1,1,0,0,43,88,0,0,0,16,41,7,0,0,1,0,0
62,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,15,24,0,0,1,7,21,2,0,1,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,4,3,0,0,0,0,0,0
127,1,1,0,1,0,1,0,1,15,1,0,0,1,1,1,0,0,55,135,1,0,0,14,34,2,0,0,1,0,0
141,1,0,0,1,0,1,0,2,19,1,1,0,1,1,1,0,0,46,29,0,0,1,13,25,13,0,0,1,0,0
13,0,0,0,0,0,0,0,2,5,0,0,1,0,0,0,1,0,15,4,0,0,0,7,10,4,1,0,0,0,0
31,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,21,5,1,0,0,8,9,1,0,0,0,0,0
17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,19,0,0,0,5,6,0,0,0,0,0,1
53,0,0,0,0,0,0,0,2,2,0,1,0,0,1,0,0,0,12,2,0,0,0,5,11,3,1,0,1,0,0
23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,6,0,0,0,11,2,0,0,0,0,0,0
20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,9,2,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,18,8,0,0,0,6,4,1,0,0,0,0,0
23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,5,0,0,0,9,2,0,0,0,0,0,0
25,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,24,7,0,0,0,9,22,2,0,0,1,1,0
36,0,0,0,0,0,0,1,3,11,1,0,1,1,0,0,1,1,32,24,1,0,1,14,24,6,0,0,1,0,0
58,1,0,0,0,0,1,0,1,4,1,0,0,1,0,0,0,0,20,25,0,1,0,8,13,4,0,0,1,0,0
27,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,6,1,0,0,5,2,1,0,0,0,0,0
19,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,13,6,0,0,0,5,2,0,0,0,0,0,0
32,0,0,0,0,0,0,1,1,7,0,0,1,0,0,0,1,0,9,14,0,0,0,5,9,6,1,0,1,0,0
12,0,0,0,0,0,0,0,1,5,1,0,1,1,0,0,1,0,18,12,0,0,1,7,11,3,1,0,0,0,0
57,0,0,0,0,0,0,0,1,11,0,0,1,0,0,0,1,0,16,26,0,0,1,7,10,5,1,1,0,0,0
18,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,17,4,0,0,1,7,4,0,0,0,1,0,0
35,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,2,0,0,0,4,4,2,0,0,0,0,0
20,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,18,2,0,0,0,10,2,0,0,0,0,0,0
99,0,0,0,0,0,0,1,3,13,0,0,0,0,1,0,0,0,18,48,0,0,0,8,6,4,1,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,5,0,0,0,5,5,0,0,0,0,0,0
83,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43,27,1,1,0,12,12,1,0,0,1,0,0
7,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,12,1,0,0,0,5,5,4,1,0,0,0,0
57,0,1,0,0,0,1,0,0,6,1,1,0,1,1,0,0,0,46,7,1,1,0,14,27,7,1,0,1,0,1
75,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,59,14,1,0,0,16,4,0,0,0,0,0,0
107,0,0,0,1,0,0,1,5,18,0,0,1,0,0,0,1,0,39,76,1,0,1,12,14,11,0,0,1,0,0
34,0,0,0,0,0,0,1,3,7,0,0,1,0,0,0,1,0,11,16,0,0,0,7,9,5,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0
76,0,0,0,0,0,0,1,2,10,0,0,1,0,0,0,1,0,20,22,0,0,0,7,7,7,1,1,0,0,0
33,1,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,31,11,0,0,0,10,2,1,0,0,0,0,0
68,0,0,0,0,0,0,1,1,3,1,1,0,1,1,0,0,0,21,30,0,0,1,10,26,4,0,0,1,0,0
23,0,0,0,0,0,1,1,1,7,0,0,1,0,0,1,1,0,15,16,0,0,0,7,12,4,0,0,1,0,0
26,0,0,0,0,0,0,1,0,25,0,0,0,0,0,0,0,0,14,27,0,0,0,6,6,1,0,0,0,0,0
203,0,0,0,0,0,0,0,2,5,1,0,0,1,0,0,0,0,63,24,1,1,0,11,11,5,1,0,1,0,0
28,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,15,10,0,0,1,7,6,0,0,0,0,0,0
39,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,29,14,0,0,0,8,11,0,0,0,1,0,0
29,0,0,0,0,0,0,1,2,4,0,0,1,0,0,0,0,1,10,5,0,0,0,9,6,3,0,0,0,0,0
8,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,18,8,0,0,0,8,16,4,1,0,1,1,0
80,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
41,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,31,22,0,0,0,10,7,3,1,0,1,0,0
61,0,0,0,0,0,0,1,1,7,0,0,1,0,0,0,1,0,8,30,0,0,1,7,10,5,0,1,0,0,0
7,0,0,0,0,0,0,0,1,3,1,1,0,1,1,0,0,0,18,3,0,0,0,8,22,4,0,0,1,0,0
5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13,1,0,0,0,5,1,0,0,0,0,0,1
20,0,0,0,0,0,1,1,1,3,0,1,1,0,1,0,0,0,22,17,0,0,0,10,30,5,1,0,0,0,0
0,0,1,0,0,0,1,0,0,8,1,1,0,1,1,1,0,0,0,13,0,1,0,0,73,7,0,0,1,0,0
3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,3,0,0,0,3,2,0,0,0,0,0,0
33,0,0,0,0,0,0,1,3,11,0,1,1,0,1,0,1,0,23,12,0,0,0,14,27,5,0,0,1,0,0
33,0,0,0,0,0,0,1,1,11,0,1,1,0,1,0,1,0,8,7,0,0,0,7,25,6,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,3,0,0,0,5,2,0,0,0,0,0,0
47,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,31,3,1,0,0,10,10,0,0,0,0,0,0
28,0,0,0,0,0,0,1,1,4,0,0,1,0,0,0,0,0,25,7,0,0,0,12,5,5,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,0,0,0,0,0,0
257,0,1,0,0,0,1,0,110,120,1,1,0,1,1,1,0,0,39,355,1,1,1,12,235,109,0,0,1,0,0
70,0,0,0,0,0,0,1,3,15,1,1,1,1,1,0,0,1,14,29,1,0,0,7,17,12,1,0,1,1,0
135,0,1,0,0,0,0,1,1,13,1,1,1,1,1,0,0,0,16,20,1,0,0,9,18,15,1,0,1,1,0
17,0,0,0,0,0,1,1,1,7,1,1,1,1,1,0,1,0,28,6,1,0,0,12,20,9,0,0,1,0,0
45,0,0,0,0,0,1,1,2,6,0,0,1,0,1,0,0,0,25,40,0,0,1,11,8,6,0,0,0,0,0
2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,25,7,0,0,0,7,10,0,0,0,1,0,0
60,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,19,6,0,0,0,9,4,0,0,1,0,0,0
7,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,20,62,0,0,0,7,6,1,0,0,0,0,0
56,0,0,0,0,0,0,1,4,9,0,0,1,0,0,0,1,0,13,16,0,0,1,7,8,3,0,0,0,0,0
13,0,0,0,0,0,0,1,1,7,0,0,1,0,0,0,0,0,20,16,0,0,0,7,12,5,1,0,0,1,0
25,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,28,8,1,0,0,9,4,1,0,0,0,0,0
40,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,34,2,1,0,0,15,6,0,0,0,0,0,0
67,1,1,0,0,0,1,0,2,14,1,1,0,1,1,1,0,0,64,57,0,0,0,16,50,22,0,0,1,0,0
5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,18,4,0,0,0,7,3,0,0,0,0,0,0
16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,25,4,0,0,0,9,3,0,0,0,0,0,0
3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,16,2,0,0,0,8,4,1,0,0,0,0,0
44,1,0,0,1,0,0,1,0,10,0,1,0,0,1,0,0,0,19,13,0,0,0,11,26,5,0,0,1,0,0
12,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,36,3,0,0,0,14,11,0,0,0,1,0,0
18,0,0,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,46,5,0,0,0,13,10,3,0,0,1,1,0
20,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,5,36,0,0,0,4,4,2,0,0,0,0,0
3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,6,5,0,0,0,4,19,0,0,0,0,0,1
33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,9,3,0,0,0,0,0,0
62,0,0,0,0,0,0,1,8,10,0,1,1,0,1,0,1,1,14,5,1,0,0,7,29,7,0,0,1,0,0
12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,10,13,0,0,0,0,0,0
29,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,15,7,1,0,0,7,2,0,0,0,0,0,0
44,0,0,0,0,0,1,0,3,6,1,1,0,1,1,0,0,0,14,45,0,0,0,5,10,6,0,0,0,0,0
13,0,1,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,13,8,0,0,1,4,5,5,0,0,0,0,0
187,1,1,0,0,0,1,1,0,9,1,1,0,1,1,1,0,0,50,24,1,0,0,14,50,6,0,0,1,0,0
20,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,17,2,0,0,0,9,4,0,0,0,0,0,0
33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,0,0,0,9,8,0,0,0,0,0,0
17,0,0,0,0,0,0,0,1,5,0,1,1,0,0,0,1,0,21,9,0,0,0,8,12,3,1,0,1,0,0
83,0,0,0,0,0,1,1,2,12,0,1,1,0,1,0,1,0,31,44,0,1,0,10,26,10,1,1,1,0,0
10,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,19,5,0,0,0,7,6,2,0,0,0,0,0
32,0,0,0,0,0,0,1,2,12,0,1,0,0,1,0,1,1,11,8,0,0,0,9,25,8,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
30,0,0,0,0,0,1,1,0,2,1,0,0,1,0,0,0,0,24,18,0,0,1,9,11,5,1,0,0,0,0
15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,6,0,0,0,7,2,0,0,0,0,0,0
23,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,19,7,0,0,0,8,3,0,0,0,0,0,0
3,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,9,1,0,0,0,3,3,0,0,0,0,0,0
43,0,0,0,0,0,0,0,2,3,1,0,0,1,0,0,0,0,9,14,0,0,1,6,7,5,1,0,0,0,0
10,0,0,0,0,0,0,1,1,6,1,0,1,1,0,0,1,0,18,4,0,0,0,6,6,4,0,0,0,0,0
18,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,49,4,0,0,0,13,3,0,0,0,0,0,1
45,0,0,0,0,0,1,0,2,7,1,1,0,1,0,0,0,0,13,8,0,0,0,5,16,5,0,0,1,0,0
33,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,28,5,0,0,0,10,4,1,0,1,0,0,0
19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,19,4,0,0,0,7,6,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,24,6,0,0,0,9,7,4,1,0,0,0,0
46,1,0,0,1,0,0,1,0,3,1,1,0,1,1,0,0,0,34,10,0,0,0,14,8,1,0,0,1,0,0
21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,9,0,0,0,9,2,0,0,0,0,0,0
11,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,26,16,0,0,0,8,9,3,1,0,1,0,0
8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,17,3,0,0,0,6,2,2,0,0,0,0,1
31,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,11,22,0,0,0,5,9,1,0,0,0,0,0
105,0,0,0,0,0,0,0,1,4,1,1,0,1,1,0,0,0,47,42,1,0,0,13,8,8,0,0,1,0,1
37,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,30,3,0,0,1,11,5,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,2,3,0,0,0,0,0,0
50,0,0,0,0,0,1,1,1,12,1,1,1,1,1,0,1,0,22,17,0,1,1,10,33,9,0,0,1,0,0
139,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,74,19,1,0,0,19,23,0,0,0,1,0,0
49,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,25,4,1,0,0,10,11,1,1,0,1,0,0
36,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,19,16,0,0,0,8,5,1,0,0,0,0,0
18,0,0,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,46,5,0,0,0,13,10,3,0,0,1,1,0
20,0,0,0,0,0,0,0,0,8,1,1,0,1,1,0,0,0,21,12,0,0,0,10,27,4,0,0,1,0,0
174,1,0,0,0,0,1,1,2,13,1,0,1,1,1,0,1,0,26,53,0,1,0,10,17,9,1,1,1,1,1
38,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,29,6,0,0,0,11,3,0,0,0,0,0,0
25,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,17,9,0,0,0,9,16,5,1,0,1,0,1
24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19,10,0,0,0,10,4,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,8,3,0,0,0,0,0,0
36,0,0,0,0,0,0,1,2,4,1,0,1,1,0,0,0,0,30,20,0,0,1,12,7,5,0,0,1,0,0
41,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,1,1,23,4,0,1,0,12,6,3,0,0,0,0,0
115,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,22,7,0,0,1,9,9,2,0,0,0,0,0
7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,6,3,0,0,0,0,0
27,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,20,12,0,0,0,11,20,2,0,0,0,0,0
25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,8,0,0,0,10,4,0,0,0,0,0,0
12,1,0,0,1,0,0,0,1,20,0,1,0,0,1,0,0,0,22,10,0,0,0,7,26,13,1,0,1,1,0
15,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,14,7,1,0,1,6,17,2,0,0,1,0,0
35,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,20,11,1,0,0,9,5,0,0,0,0,0,0
41,0,0,0,0,0,0,1,1,7,0,0,1,0,1,0,0,0,14,8,0,0,0,6,7,7,0,0,0,0,0
12,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,32,13,0,0,0,9,6,0,0,0,0,0,1
67,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,30,21,1,0,1,11,11,4,0,0,0,0,0
7,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,18,6,0,0,0,6,5,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,0
33,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,8,0,0,0,7,3,0,0,0,0,0,0
0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,13,3,0,0,0,5,20,0,0,0,0,0,0
48,1,1,0,0,1,1,0,0,3,1,0,0,1,0,1,0,0,53,10,0,0,0,14,24,2,0,0,1,0,0
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0
141,1,0,0,1,1,0,1,0,5,1,1,0,1,1,1,0,0,65,97,0,0,0,17,38,5,0,0,1,0,0
40,0,0,0,0,0,0,1,1,5,1,0,1,1,0,0,0,1,20,9,0,0,1,11,6,3,0,1,0,0,0
29,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,19,9,0,0,0,7,10,0,0,0,0,0,0
11,1,0,0,0,1,0,0,1,2,1,0,0,1,0,0,0,0,21,5,0,0,0,10,8,0,0,0,0,0,0
23,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,6,7,0,0,0,5,7,4,1,0,0,0,0
2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,20,2,0,0,0,6,12,1,1,0,1,0,0
6,1,1,0,0,0,1,0,6,9,1,1,0,1,0,1,0,0,14,22,0,1,1,5,75,3,1,0,1,0,0
19,0,0,0,0,0,0,1,2,12,1,1,0,1,1,0,0,0,27,8,1,0,0,9,28,5,0,0,1,1,0
15,0,0,0,0,0,1,0,0,5,1,0,0,1,1,1,0,0,6,5,0,0,0,4,7,2,0,0,0,0,0
26,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,14,5,0,0,0,7,5,0,0,0,0,0,0
687,1,1,0,0,1,1,0,7,22,1,1,0,1,1,0,0,0,52,333,1,0,0,21,33,10,0,0,1,0,0
32,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,32,2,0,0,0,10,6,0,0,0,1,0,0
30,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,22,10,0,0,0,9,5,2,0,0,0,0,0
22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,11,0,0,0,9,3,0,0,0,0,0,0
