perm_android_permission_ACCESS_NETWORK_STATE,n_permissions,n_used_permissions,n_api_calls,suspicious_getSystemService,suspicious_Base64,n_urls,suspicious_getPackageInfo,suspicious_getExternalStorageDirectory,suspicious_Ljava_lang_System___loadLibrary,suspicious_Ljava_lang_System___load,suspicious_Cipher,n_services,intent_android_intent_action_BOOT_COMPLETED,perm_android_permission_READ_EXTERNAL_STORAGE,suspicious_getDeviceId,perm_android_permission_ACCESS_COARSE_LOCATION,n_activities,perm_android_permission_ACCESS_WIFI_STATE,intent_android_intent_action_VIEW,perm_android_permission_RECORD_AUDIO,perm_com_android_vending_BILLING,suspicious_sendTextMessage,perm_android_permission_MODIFY_AUDIO_SETTINGS,perm_android_permission_BROADCAST_SMS,intent_com_tencent_android_tpush_action_SDK,intent_cn_ngds_android_intent_alarm,perm_com_google_android_googleapps_permission_GOOGLE_AUTH_blogger,intent_com_kingroot_kinguser_action_update,perm_com_android_launcher_permission_INSTALL_SHORTCUT,label
1,7,10,23,1,1,46,1,1,1,1,1,2,0,1,1,0,24,1,0,0,0,0,0,0,0,0,0,0,0,1
1,19,10,29,1,0,12,1,1,1,1,0,1,0,0,0,1,55,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2,2,4,1,1,37,1,0,0,0,1,0,0,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17,7,19,1,1,50,1,1,0,1,1,7,1,0,1,1,105,1,1,0,0,0,0,0,0,0,0,0,0,0
1,3,2,2,1,0,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,7,11,1,1,26,1,1,0,0,1,8,1,0,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0
1,23,17,58,1,1,113,1,1,1,1,1,10,1,1,1,1,58,0,1,1,0,0,0,0,0,0,0,0,0,0
1,24,8,20,1,0,4,1,1,1,1,1,4,1,0,1,0,20,1,0,0,0,0,0,0,0,0,0,1,0,0
1,12,9,30,1,1,23,1,1,0,0,1,1,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,22,1,1,29,1,1,1,1,1,0,0,0,1,0,18,1,0,0,1,0,0,0,0,0,0,0,0,0
1,8,16,41,1,1,186,1,1,1,1,1,17,0,0,1,0,30,0,1,0,0,0,1,0,0,0,0,0,0,0
1,6,9,17,1,1,11,1,1,1,1,1,3,0,1,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
1,4,9,20,1,1,31,1,1,0,0,1,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,9,25,1,1,30,1,1,1,1,1,4,0,1,1,0,25,1,1,0,1,0,0,0,0,0,0,0,0,1
1,4,12,41,1,1,20,1,1,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
1,9,18,35,1,1,91,1,1,1,1,1,4,0,1,1,0,21,1,0,0,1,0,0,0,0,0,0,0,0,0
1,43,13,51,1,1,92,1,1,1,1,1,12,1,0,1,1,52,1,0,1,0,1,1,0,1,0,0,0,0,1
1,17,12,38,1,1,77,1,1,1,1,1,8,1,1,1,0,46,1,1,0,1,0,0,0,0,0,0,0,0,0
1,6,9,19,1,1,26,1,1,0,0,1,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,63,11,28,1,1,138,1,1,1,1,1,52,1,1,1,1,571,1,1,1,0,0,0,0,0,0,0,0,1,0
1,2,4,5,1,1,8,1,1,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,11,31,1,1,3,1,1,0,0,1,1,0,0,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2,4,10,1,1,16,1,1,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,8,22,1,1,38,1,1,1,1,1,3,1,0,1,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0
1,7,6,17,1,1,13,1,1,0,0,0,2,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0
0,5,10,20,1,1,8,1,1,0,0,1,15,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0
1,3,9,19,1,1,22,1,1,0,0,1,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,9,21,1,1,71,1,1,0,0,1,10,0,0,1,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0
1,17,10,26,1,1,158,1,1,1,1,1,13,1,1,1,1,54,1,1,1,0,0,0,0,0,0,0,0,0,0
1,7,9,35,1,1,35,1,1,1,1,1,0,0,1,1,0,26,1,0,0,0,0,0,0,0,0,0,0,0,1
1,30,8,17,1,1,48,1,1,1,1,1,13,1,1,1,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0
1,4,8,17,1,1,36,1,1,0,0,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
1,26,13,44,1,1,77,1,1,1,1,1,0,0,1,1,1,4,1,0,0,0,0,1,0,0,0,0,0,1,0
1,17,6,13,1,1,115,1,1,0,0,1,2,0,0,1,1,89,1,0,0,0,0,0,0,0,0,0,0,0,0
1,3,10,29,1,1,34,1,1,0,0,1,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,11,21,1,1,63,1,1,1,1,1,5,0,0,1,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0
1,6,11,39,1,1,54,1,1,1,1,1,1,0,0,1,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0
1,5,13,25,1,1,60,1,1,1,1,1,1,0,1,1,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,8,18,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,6,29,1,1,14,1,1,1,1,1,3,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,10,25,1,1,29,1,1,0,0,1,6,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,1
1,12,12,29,1,1,78,1,1,0,1,1,1,1,0,1,0,10,1,1,0,1,0,0,0,0,0,0,0,0,0
1,38,10,30,1,1,51,1,1,1,1,1,8,1,1,1,1,11,1,0,0,0,1,1,0,0,0,0,0,1,1
1,12,9,21,1,1,70,1,1,0,0,1,11,0,0,1,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0
1,4,6,16,1,1,15,1,1,1,1,1,0,0,1,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0
0,3,9,37,1,1,1,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,8,6,15,1,1,66,1,1,0,0,0,0,0,0,0,0,55,1,0,0,0,0,0,0,0,0,0,0,0,0
1,11,10,29,1,1,35,1,1,0,0,1,3,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,10,36,1,1,31,1,1,0,0,1,15,1,0,1,1,20,1,0,0,0,1,0,0,0,0,0,0,0,0
1,15,9,19,1,1,23,1,1,0,0,1,4,0,1,1,1,43,0,1,0,0,0,0,0,0,0,0,0,0,0
1,4,7,14,1,1,17,1,1,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,6,14,1,1,3,1,1,0,0,1,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18,8,16,1,1,11,1,1,0,0,1,3,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,24,6,14,1,1,6,1,1,1,1,1,3,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,17,1,0,1,0,1,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,6,15,1,1,18,1,1,1,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,7,15,1,1,12,1,1,1,1,1,1,0,0,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0
1,20,13,50,1,1,112,1,1,1,1,1,2,0,0,1,1,10,1,1,0,0,0,0,0,0,0,0,0,0,0
1,4,6,12,1,1,27,1,1,0,0,1,2,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0
1,15,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,33,1,1,0,0,0,0,0,0,0,0,0,0,0
1,2,8,18,1,1,20,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,8,17,1,1,30,1,1,0,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,3,4,1,1,7,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16,11,37,1,1,38,1,1,0,0,1,5,0,1,1,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0
1,28,7,21,1,1,9,1,1,1,1,1,10,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,9,26,1,1,32,1,1,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,10,21,1,1,29,1,1,0,0,1,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,8,19,1,1,1,1,1,1,1,0,1,0,0,1,0,9,1,0,0,1,0,0,0,0,0,0,0,1,0
1,18,8,20,1,1,58,1,1,1,1,1,5,1,1,1,1,19,1,1,0,1,0,0,0,0,0,0,0,1,0
1,9,4,5,1,1,25,1,1,0,0,1,7,0,1,1,0,15,1,1,0,0,0,0,0,0,0,0,0,0,0
1,2,6,13,1,1,16,1,1,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1,29,7,17,1,1,34,1,1,1,1,1,5,1,1,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0
0,8,2,9,1,1,3,1,1,1,1,0,1,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,5,12,1,1,36,1,1,0,0,1,1,0,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,7,17,1,1,18,1,1,1,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,5,12,1,1,55,1,1,0,0,1,8,1,0,1,0,11,0,1,0,1,0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15,8,17,1,1,6,1,1,1,1,1,5,0,1,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,7,23,1,1,28,1,1,0,0,1,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,7,16,1,1,11,1,1,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,9,19,1,1,23,1,1,0,0,1,2,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,9,21,1,1,32,1,1,1,1,1,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,0,0,0,0,0,1,0,0,1,0,5,0,0,0,1,46,1,0,0,0,0,0,0,0,0,0,0,1,1
1,4,6,14,1,1,24,1,1,1,1,1,1,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1
1,12,13,24,1,1,58,1,1,1,1,1,9,1,0,1,0,11,1,0,0,1,0,0,0,0,0,0,0,0,0
1,26,7,9,1,1,36,1,1,0,0,1,15,1,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,13,22,1,1,29,1,1,0,0,1,0,0,0,1,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0
1,8,12,41,1,1,30,1,1,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1,14,12,34,1,1,116,1,1,0,0,1,0,0,1,1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0
1,14,3,12,1,0,4,1,1,1,1,0,2,0,1,0,1,11,1,0,0,0,0,0,0,0,0,0,0,1,0
1,25,12,45,1,1,25,1,1,1,1,1,8,1,1,1,1,20,1,0,0,0,1,0,0,0,0,0,0,1,0
1,10,7,16,1,1,54,1,1,0,0,1,11,0,1,1,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0
1,23,0,0,0,0,0,0,0,1,1,0,8,1,1,0,1,31,1,0,0,0,0,0,0,0,0,0,0,0,0
1,11,6,11,1,1,36,1,1,1,1,1,6,0,1,1,0,55,0,1,0,0,0,0,0,0,0,0,0,0,0
1,5,9,25,1,1,43,1,1,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,9,27,1,1,14,1,1,0,0,1,2,0,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,6,18,1,1,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,8,17,1,1,105,1,1,1,1,1,13,1,0,1,0,50,0,1,0,0,0,0,0,0,0,0,0,0,0
1,14,10,25,1,1,54,1,1,0,0,1,7,0,1,1,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5,7,1,1,20,1,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,7,18,1,1,25,1,1,0,0,1,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,8,19,1,1,23,1,1,1,1,1,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,10,23,1,1,50,1,1,1,1,1,8,0,1,1,0,22,0,1,0,1,0,0,0,0,0,0,0,0,0
1,7,12,31,1,1,17,1,1,0,0,1,2,1,0,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,12,1,1,25,1,1,0,0,1,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,9,20,1,1,24,1,1,0,0,1,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1,10,7,19,1,1,66,1,1,0,0,1,2,1,0,1,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0
1,11,6,17,1,1,4,1,0,0,0,1,3,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,8,26,1,1,15,1,1,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,40,15,59,1,1,111,1,1,1,1,1,13,0,1,1,1,24,1,0,0,0,0,0,0,0,0,0,0,1,0
1,4,8,24,1,1,19,1,1,0,0,1,0,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,5,6,1,1,31,1,1,0,0,1,5,0,1,1,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0
1,7,3,3,1,1,1,1,1,1,1,1,1,0,1,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0,1
1,9,9,24,1,1,18,1,1,1,1,1,7,0,1,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0
1,30,10,19,1,0,5,0,1,1,1,0,6,1,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0
1,6,9,21,1,1,37,1,1,1,1,1,3,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1,27,0,0,1,0,0,0,0,1,1,0,7,0,1,0,0,29,1,1,1,0,0,0,0,0,0,0,0,1,0
1,57,16,49,1,1,28,1,1,1,1,1,5,1,0,1,1,12,1,1,1,0,1,1,0,0,0,0,0,1,0
1,16,10,38,1,1,66,1,1,1,1,1,26,1,1,1,1,18,1,0,0,0,0,0,0,0,0,0,0,0,1
1,9,6,9,1,1,28,1,1,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
1,8,7,18,1,1,22,1,1,0,0,1,3,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0
1,21,10,24,1,1,120,1,1,1,1,1,7,1,1,1,1,11,1,1,0,0,0,0,0,0,0,0,0,0,1
1,11,5,11,1,1,18,1,0,0,0,1,10,0,0,1,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0
0,8,5,13,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
1,32,10,23,1,1,23,1,1,0,0,1,1,1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,9,27,1,1,12,1,1,1,1,1,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,12,37,1,1,24,1,1,1,1,1,1,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
1,12,6,6,1,1,19,1,1,0,0,1,2,1,0,1,1,16,0,1,0,0,0,0,0,0,0,0,0,0,0
1,17,5,11,1,1,82,1,1,1,1,1,12,1,1,1,1,57,1,0,0,1,0,0,0,0,0,0,0,0,0
0,4,4,7,1,1,6,1,1,0,0,1,2,0,1,1,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0
1,30,10,25,1,1,205,1,1,1,1,1,4,1,0,1,1,89,1,1,1,0,0,1,0,0,0,0,0,0,0
1,7,12,31,1,1,32,1,1,1,1,1,0,0,1,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
1,16,14,38,1,1,114,1,1,1,1,1,0,0,1,1,1,22,1,1,1,0,0,0,0,0,0,0,0,0,0
1,8,3,6,1,0,5,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,3,8,16,1,1,37,1,1,0,0,1,1,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,5,12,1,1,33,1,1,0,0,1,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,10,18,1,1,20,1,1,1,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15,9,28,1,1,31,1,1,1,1,1,1,0,1,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0
1,6,11,38,1,1,40,1,1,0,0,1,0,0,1,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0
1,34,8,13,1,1,38,1,1,0,0,1,10,1,0,1,0,9,1,0,0,0,0,0,0,0,0,0,0,1,0
1,39,0,0,1,0,0,0,0,1,1,0,24,1,1,0,1,123,1,1,1,0,0,1,0,1,0,0,0,0,0
1,2,5,12,1,1,10,1,1,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,16,61,1,1,40,1,1,0,0,1,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
1,5,9,21,1,1,12,1,1,0,0,1,0,0,1,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0
1,4,9,19,1,1,22,1,1,0,0,1,0,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,32,16,29,1,1,47,1,1,1,1,1,14,1,1,1,0,15,0,1,1,0,0,1,0,0,0,0,0,1,0
1,3,6,15,1,1,32,1,1,0,0,1,0,0,0,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0
1,36,12,31,1,1,146,1,1,1,1,1,16,1,1,1,1,65,1,1,1,0,1,1,0,0,0,0,0,0,0
1,5,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13,14,29,1,1,145,1,1,1,1,1,2,0,0,1,0,27,1,0,0,1,0,0,0,0,0,0,0,0,0
1,3,12,21,1,1,26,1,1,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,10,21,1,1,57,1,1,0,0,1,10,0,0,1,0,81,0,1,0,0,0,0,0,0,0,0,0,0,0
1,14,9,20,1,1,34,1,1,1,1,1,7,0,1,1,0,36,1,0,0,0,0,0,0,0,0,0,0,0,1
1,8,7,16,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,27,8,18,1,1,20,1,1,1,1,1,4,1,0,1,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,12,1,0,24,1,1,0,0,1,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,10,30,1,1,43,1,1,1,1,1,0,0,1,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0
1,32,13,33,1,1,86,1,1,1,1,1,17,1,0,1,1,32,1,1,0,1,0,0,0,0,0,0,0,0,0
1,42,19,93,1,1,725,1,1,1,1,1,24,1,1,1,1,342,1,1,1,0,0,1,0,1,0,0,0,0,0
1,15,7,20,1,1,39,1,1,1,1,1,3,0,0,1,1,14,1,0,0,1,0,1,0,0,0,0,0,0,0
1,14,8,22,1,1,17,1,1,0,0,1,5,0,0,1,1,34,0,0,0,0,0,1,0,0,0,0,0,0,0
1,8,5,13,1,1,29,1,1,0,0,1,2,0,1,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1,19,8,20,1,1,13,1,1,0,0,1,8,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0
1,8,10,22,1,1,43,1,1,1,1,1,0,0,1,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0
1,3,13,26,1,1,40,1,1,0,0,1,1,0,0,1,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,5,12,1,0,4,1,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15,8,20,1,1,60,1,1,1,1,1,1,0,1,1,1,28,1,0,1,0,0,0,0,0,0,0,0,0,0
1,20,13,54,1,1,70,1,1,1,1,1,7,1,1,1,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0
1,21,6,17,1,1,4,1,1,0,0,1,3,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
1,11,5,5,1,1,7,1,1,1,1,1,4,0,0,1,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0
1,6,7,17,1,1,16,1,1,0,0,1,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,1
1,13,11,29,1,1,160,1,1,1,1,1,5,1,0,1,1,61,1,0,0,1,0,0,0,0,0,0,0,0,0
1,4,5,9,1,0,10,1,1,1,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,9,19,1,0,4,1,1,0,0,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,12,12,43,1,1,59,1,1,1,1,1,3,0,1,1,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0
1,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,27,8,19,1,1,35,1,1,1,1,1,6,0,1,1,0,18,0,1,0,0,0,0,0,0,0,0,0,1,0
1,5,4,10,1,1,127,1,0,1,1,0,2,0,0,1,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0
1,7,9,21,1,1,113,1,1,1,1,1,1,0,1,1,0,46,0,0,1,0,0,0,0,0,0,0,0,0,0
1,6,3,8,1,1,32,1,1,1,1,1,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
1,7,9,25,1,1,23,1,1,0,0,1,0,0,1,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0
1,14,13,22,1,1,41,1,1,0,0,1,4,0,0,1,0,11,1,0,1,1,0,0,0,0,0,0,0,0,0
0,3,7,15,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,25,17,45,1,1,263,1,1,1,1,1,24,1,1,1,1,37,1,1,0,0,0,0,0,0,0,0,0,0,0
1,2,7,18,1,1,20,1,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,7,20,1,1,56,1,1,1,1,1,11,1,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1
1,50,16,52,1,1,190,1,1,1,1,1,10,1,1,1,1,24,1,1,1,0,1,1,0,0,0,0,0,1,0
1,15,10,27,1,1,51,1,1,1,1,1,2,0,0,1,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0
1,14,10,43,1,1,90,1,1,0,0,1,3,1,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2,3,4,1,1,12,1,1,1,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,12,21,1,1,63,1,1,0,0,1,7,0,0,1,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0
1,15,12,53,1,1,65,1,1,1,1,1,4,1,1,1,0,16,1,1,0,0,1,0,0,0,0,0,0,0,1
1,17,15,33,1,1,123,1,1,1,1,1,10,1,1,1,1,37,1,1,1,0,0,0,0,0,0,0,0,0,0
1,11,10,36,1,1,31,1,1,0,0,1,15,1,0,1,1,20,1,0,0,0,1,0,0,0,0,0,0,0,0
1,19,11,27,1,1,118,1,1,1,1,1,10,0,1,1,0,50,1,1,1,0,0,1,0,0,0,0,0,0,0
1,23,9,21,1,1,28,1,1,0,0,1,11,1,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,21,51,1,1,69,1,1,0,0,1,0,0,1,1,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,8,1,1,22,1,0,1,1,1,8,0,0,1,0,108,0,1,0,0,0,0,0,0,0,0,0,0,0
1,21,8,21,1,1,45,1,1,1,1,1,10,0,1,1,0,26,0,0,1,0,0,0,0,0,0,0,0,0,0
1,6,7,19,1,1,19,1,1,0,0,1,3,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
1,6,7,16,1,1,23,1,1,0,0,1,5,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
1,35,9,32,1,1,26,1,1,1,1,1,7,1,1,1,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0
1,6,5,6,1,1,31,1,1,1,1,1,8,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0
1,31,8,18,1,1,26,1,1,1,1,1,11,0,1,1,1,44,0,1,0,0,0,0,0,0,0,0,0,1,0
1,4,3,4,1,1,21,1,1,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,10,19,1,1,29,1,1,0,0,1,5,0,0,1,0,304,0,0,0,1,0,0,0,0,0,0,0,0,0
1,12,6,14,1,1,72,1,1,0,0,1,7,1,1,1,0,34,0,1,0,0,0,0,0,0,0,0,0,0,0
1,14,11,29,1,1,87,1,1,1,1,1,12,1,0,1,1,53,1,1,0,1,0,0,0,0,0,0,0,0,1
0,3,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17,9,14,1,1,78,1,1,1,1,1,5,1,1,1,1,97,0,1,0,0,0,1,0,0,0,0,0,0,0
1,14,15,30,1,1,75,1,1,0,0,1,11,1,0,1,1,67,1,1,0,1,1,0,0,0,0,0,0,0,0
1,8,7,18,1,1,152,1,1,0,0,1,3,0,1,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,11,27,1,1,27,1,1,1,1,1,2,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16,17,42,1,1,125,1,1,1,1,1,15,0,1,1,1,94,1,1,0,0,0,0,0,0,0,0,0,0,0
