n_api_calls,perm_android_permission_GET_TASKS,perm_android_permission_READ_PHONE_STATE,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,n_urls,perm_android_permission_SYSTEM_ALERT_WINDOW,n_used_permissions,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_CHANGE_WIFI_STATE,perm_android_permission_SEND_SMS,n_permissions,suspicious_getSubscriberId,intent_android_intent_action_USER_PRESENT,perm_android_permission_CHANGE_NETWORK_STATE,perm_android_permission_WRITE_SETTINGS,perm_android_permission_READ_SMS,perm_android_permission_WRITE_SMS,suspicious_getSystemService,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_android_permission_READ_LOGS,suspicious_Base64,perm_android_permission_RECEIVE_SMS,suspicious_Ldalvik_system_PathClassLoader_,suspicious_getPackageInfo,intent_android_intent_action_PACKAGE_ADDED,perm_android_permission_ACCESS_WIFI_STATE,intent_com_google_android_c2dm_intent_RECEIVE,perm_com_android_launcher_permission_READ_SETTINGS,intent_android_intent_action_PACKAGE_REMOVED,suspicious_getExternalStorageDirectory,label
19,0,0,0,22,0,9,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
20,0,0,0,22,0,10,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,20,0,9,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
21,0,0,0,21,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
21,0,0,0,21,0,10,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,10,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,19,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
21,0,0,0,21,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
20,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1
19,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,22,0,9,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,22,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
20,0,0,0,22,0,9,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,22,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1
19,0,0,0,19,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1
18,0,0,0,23,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
17,0,0,0,21,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,23,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,22,0,8,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,19,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,19,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
20,0,0,0,21,0,9,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,23,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,21,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
17,0,0,0,21,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
17,0,0,0,20,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,21,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,19,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
20,0,0,0,21,0,11,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
21,0,0,0,20,0,9,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0
21,0,0,0,21,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,23,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
17,0,0,0,20,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
17,0,0,0,21,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
17,0,0,0,21,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
17,0,0,0,21,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
17,0,0,0,20,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1
17,0,0,0,21,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,22,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,23,0,10,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,23,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,19,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,23,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,22,0,10,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0
17,0,0,0,20,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,22,0,8,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
17,0,0,0,20,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
17,0,0,0,20,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
17,0,0,0,21,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,19,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,22,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,19,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
17,0,0,0,20,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,21,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
17,0,0,0,20,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,23,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
17,0,0,0,20,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,23,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,23,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
17,0,0,0,20,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
17,0,0,0,21,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,23,0,10,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,22,0,8,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,23,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,19,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,22,0,8,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
17,0,0,0,21,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
20,0,0,0,21,0,11,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
17,0,0,0,21,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,21,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1
21,0,0,0,23,0,11,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,20,0,10,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,23,0,10,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,23,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,21,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
20,0,0,0,19,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,23,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,21,0,8,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,21,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,24,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
22,0,0,0,21,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
20,0,0,0,22,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
21,0,0,0,20,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,20,0,10,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,21,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,21,0,8,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1
18,0,0,0,20,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
21,0,0,0,20,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,7,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,23,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
20,0,0,0,21,0,8,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1
19,0,0,0,22,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
21,0,0,0,21,0,10,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1
18,0,0,0,21,0,7,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,23,0,10,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1
18,0,0,0,23,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,20,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
21,0,0,0,22,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1
19,0,0,0,22,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
21,0,0,0,23,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,21,0,9,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,7,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,21,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1
19,0,0,0,24,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,20,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,22,0,7,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,20,0,7,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
20,0,0,0,22,0,10,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,7,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
20,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,21,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,7,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,20,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,24,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,21,0,8,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,18,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,21,0,9,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,24,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,24,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,18,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,22,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,23,0,10,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,20,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,22,0,10,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
20,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,10,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,18,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,22,0,8,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0
18,0,0,0,22,0,7,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,24,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,20,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,22,0,8,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0
20,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
20,0,0,0,23,0,11,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,20,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,24,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,20,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,24,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,20,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,22,0,8,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,20,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,23,0,9,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0
18,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
21,0,0,0,23,0,10,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
20,0,0,0,24,0,11,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
20,0,0,0,21,0,8,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0
19,0,0,0,20,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
21,0,0,0,20,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,7,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
20,0,0,0,21,0,7,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,20,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,20,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,20,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,22,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1
20,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,7,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1
18,0,0,0,22,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,22,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,7,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1
19,0,0,0,20,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,20,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,19,0,8,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,20,0,10,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,19,0,10,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1
19,0,0,0,22,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
20,0,0,0,21,0,11,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,20,0,7,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,20,0,7,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,20,0,7,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,7,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,8,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,22,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,7,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,20,0,7,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
20,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,7,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,20,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,22,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,21,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,24,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,7,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,0,0,0,21,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,20,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,24,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
19,0,0,0,20,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1
18,0,0,0,21,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
