suspicious_getExternalStorageDirectory,n_urls,n_api_calls,n_used_permissions,suspicious_Ldalvik_system_PathClassLoader_,n_activities,suspicious_getDeviceId,n_permissions,suspicious_Ljava_lang_System___loadLibrary,suspicious_Ljava_lang_System___load,perm_android_permission_SET_WALLPAPER,n_receivers,perm_android_permission_SEND_SMS,suspicious_sendTextMessage,perm_android_permission_WRITE_EXTERNAL_STORAGE,suspicious_getSubscriberId,n_services,n_providers,perm_android_permission_CAMERA,perm_android_permission_VIBRATE,intent_com_android_vending_INSTALL_REFERRER,perm_android_permission_READ_EXTERNAL_STORAGE,perm_com_android_vending_BILLING,perm_android_permission_ACCESS_WIFI_STATE,perm_com_google_android_c2dm_permission_RECEIVE,perm_android_permission_GET_TASKS,intent_com_kingroot_common_ACTION_SWITCH_OUT_DESKTOP,intent_android_intent_action_USER_PRESENT,intent_com_excelliance_open_action_fw,intent_android_intent_action_PUSH_NOTIFY_ALARM,label
0,8,10,4,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,32,22,11,1,16,1,5,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,22,13,6,1,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18,19,9,1,2,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,31,20,8,1,11,1,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,10,0,0,0,2,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,103,21,10,1,28,1,10,0,0,0,4,0,0,1,0,4,3,0,0,1,1,1,1,1,0,0,0,0,0,0
1,64,28,11,1,16,1,7,1,1,0,3,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
1,35,31,13,1,6,1,7,1,1,0,3,0,0,1,0,4,2,0,0,1,0,1,0,1,0,0,0,0,0,0
1,37,25,11,1,5,1,8,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,34,20,8,0,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,57,32,10,0,5,1,17,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,61,19,10,1,31,1,11,0,0,0,5,0,0,1,0,5,2,1,0,1,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,15,0,64,0,1,0,3,0,0,1,0,5,0,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,22,9,1,10,1,6,1,1,0,4,0,0,1,1,8,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1,9,16,6,1,2,0,4,0,0,0,2,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,22,12,6,1,7,1,13,0,0,0,4,0,0,1,0,7,3,0,0,1,1,0,0,1,0,0,0,0,0,0
1,54,7,5,0,4,1,5,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,57,9,4,1,17,0,6,1,1,1,2,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,157,39,13,1,35,1,24,1,1,0,20,0,0,1,1,20,3,0,0,1,1,0,1,1,0,0,0,0,0,1
1,6,23,7,0,2,1,20,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,57,32,14,0,26,1,12,1,1,0,3,0,0,1,1,8,0,0,0,0,1,0,1,0,1,0,1,0,0,0
1,36,22,8,1,13,1,4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,4,32,7,1,5,0,23,0,0,0,2,0,0,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,52,26,8,0,23,1,9,0,0,0,4,0,0,1,0,4,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1,17,15,6,0,7,0,19,1,1,0,4,0,0,0,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1,5,15,7,0,2,1,5,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,35,24,10,1,7,1,8,0,0,0,3,0,0,1,0,4,1,0,0,1,1,0,0,1,0,0,0,0,0,0
1,3,24,7,0,3,1,13,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,32,20,9,1,11,1,7,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23,20,10,1,6,1,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,39,17,7,0,18,1,8,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0
1,27,13,5,0,5,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,80,21,12,1,32,0,28,1,1,0,7,0,0,1,0,10,0,0,1,1,0,1,1,1,1,0,0,0,0,1
1,28,30,11,0,7,1,34,1,1,1,0,1,0,1,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0
1,20,19,9,1,5,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,20,19,9,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,53,31,8,1,13,1,12,1,1,0,4,0,0,1,0,7,1,0,0,1,1,1,1,1,0,0,0,0,0,1
1,1,16,7,0,1,0,13,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,43,25,9,0,12,1,9,1,1,0,4,0,0,1,0,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0
0,1,2,2,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,54,70,17,0,1,1,23,1,1,0,0,0,0,1,1,8,0,1,1,0,0,0,1,0,1,0,0,0,0,0
1,410,52,18,1,43,1,32,1,1,0,18,0,0,1,0,15,2,0,0,1,1,0,1,1,0,0,0,0,0,0
1,13,15,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,6,5,0,1,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,5,17,8,0,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,107,21,8,1,13,1,11,0,0,0,3,0,0,1,0,9,1,0,0,1,1,0,0,1,0,0,0,0,0,0
1,1,13,5,0,1,1,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15,23,8,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,48,20,8,1,19,1,25,1,1,0,6,0,0,1,0,4,0,0,1,0,0,1,1,1,0,0,0,0,0,0
1,36,13,6,0,15,0,8,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
1,132,38,16,1,28,1,18,1,1,0,10,0,0,0,0,23,4,0,1,1,0,0,1,1,1,0,0,0,0,0
1,70,43,13,0,18,1,31,1,1,1,6,0,0,1,1,6,0,1,0,0,1,0,1,0,1,0,1,0,0,0
1,22,19,9,1,4,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,25,19,9,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23,5,4,1,2,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,202,69,21,1,421,1,125,1,1,1,19,1,1,1,1,57,17,1,1,0,1,0,1,0,1,0,1,0,0,0
1,41,35,12,0,2,1,28,1,1,0,6,1,1,1,1,12,1,0,0,0,1,0,1,0,1,0,1,0,0,0
1,17,20,11,0,7,1,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,23,17,9,1,2,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,22,19,7,0,5,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,119,11,6,1,33,1,8,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
1,5,10,4,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16,22,7,0,8,0,22,0,0,0,2,0,0,1,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,7,41,12,1,3,1,15,1,1,0,2,0,1,1,0,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0
1,48,12,7,1,39,1,32,1,1,0,11,0,0,1,0,17,7,1,1,1,1,0,1,1,0,0,0,0,0,1
1,25,16,8,1,5,1,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7,0,10,1,1,0,1,0,0,1,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1,8,17,6,1,20,1,10,0,0,0,6,0,0,1,0,7,1,0,0,1,1,0,0,1,0,0,0,0,0,0
1,108,43,12,1,99,1,18,1,1,0,6,0,0,1,0,16,5,1,1,0,1,0,1,1,0,0,0,0,0,0
1,98,46,14,0,38,1,10,1,1,0,4,0,0,1,0,6,2,0,0,1,0,0,1,0,0,0,0,0,0,0
1,18,24,7,1,6,0,8,0,0,0,4,0,0,0,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,11,0,15,1,1,0,3,0,0,1,0,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1,0,12,5,0,1,1,9,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,80,37,12,0,161,1,20,1,1,0,6,0,0,1,1,3,0,0,1,0,1,0,1,0,1,0,1,0,0,0
1,29,20,7,1,4,1,11,0,0,0,5,0,0,1,0,6,1,1,0,1,1,0,1,1,0,0,0,0,0,0
1,27,21,9,1,10,1,4,1,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,3,17,6,0,6,1,2,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,103,56,14,1,55,1,24,1,1,0,6,0,0,1,1,9,3,0,1,1,0,0,1,1,1,0,0,0,0,0
1,1,12,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,35,15,9,1,13,1,25,1,1,0,8,0,0,1,0,13,3,0,1,1,0,0,0,1,0,0,0,0,0,0
1,25,29,11,1,22,1,12,1,1,0,6,0,0,1,0,11,3,0,0,1,1,1,1,1,0,0,0,0,0,0
1,43,25,9,0,12,1,9,1,1,0,4,0,0,1,0,2,0,0,1,1,0,0,1,0,0,0,1,0,0,1
0,16,14,5,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,18,7,1,26,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,24,23,11,1,6,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15,18,6,0,4,0,7,0,0,0,3,0,0,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0
1,32,29,13,0,1,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1,8,21,9,0,7,1,10,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
1,60,16,7,0,6,1,11,1,1,0,2,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0
1,68,57,16,1,90,1,55,1,1,1,10,0,0,1,1,32,4,1,1,1,1,0,1,1,1,0,1,0,0,0
1,147,30,10,1,63,1,11,1,1,0,12,0,0,1,0,16,5,0,1,1,0,0,1,1,0,0,0,0,0,0
1,1,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,51,17,9,1,186,1,16,1,1,0,5,0,0,1,0,14,5,1,0,1,1,0,0,1,0,0,0,0,0,0
1,71,20,8,1,12,1,11,0,0,0,6,0,0,1,0,10,1,0,1,1,1,0,1,1,0,0,0,0,0,1
1,27,23,9,0,15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,41,12,5,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,44,8,4,0,15,1,9,1,1,0,4,0,0,1,0,2,1,0,1,1,0,0,1,0,0,0,1,0,0,1
1,31,20,9,1,6,1,9,0,0,0,3,0,0,0,0,4,2,0,0,1,0,1,1,1,1,0,0,0,0,0
1,27,6,5,1,8,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,145,32,12,1,209,1,27,1,1,0,6,0,0,1,1,18,7,1,1,1,1,0,1,1,1,0,0,0,0,0
1,17,21,10,1,9,1,26,0,0,0,8,0,0,1,0,10,0,0,1,1,1,0,1,1,1,0,0,0,0,0
1,57,16,7,1,15,1,7,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
1,33,12,5,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,33,20,10,1,78,1,6,0,0,0,4,0,0,0,0,4,1,0,1,1,0,0,0,1,0,0,0,0,0,0
1,57,34,15,1,3,1,21,0,0,0,4,0,0,1,0,4,1,0,1,0,1,0,1,1,0,0,0,0,0,0
1,14,18,8,1,20,1,6,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,32,8,3,0,3,1,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,13,5,0,13,1,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,5,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23,29,12,1,25,1,16,0,0,0,4,0,0,1,0,5,2,0,0,1,1,0,1,1,0,0,0,0,0,0
1,21,5,4,1,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,31,19,9,1,17,1,29,1,1,0,4,0,0,1,0,9,4,0,0,1,1,0,1,1,0,0,0,0,0,0
1,91,63,14,1,23,1,16,1,1,0,6,0,0,1,0,11,3,1,1,1,1,0,0,1,0,0,0,0,0,0
1,9,23,12,0,7,1,12,0,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,35,8,3,0,6,1,5,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1,11,22,9,1,31,1,17,1,1,0,3,0,0,1,0,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0
1,116,63,16,1,13,1,19,1,1,0,9,0,0,1,0,17,4,1,1,1,1,1,1,1,0,0,0,0,0,0
1,59,41,13,1,14,1,15,1,1,0,4,0,0,1,0,7,3,0,0,0,1,0,1,1,0,0,0,0,0,0
1,27,19,10,1,5,1,5,0,0,0,3,0,0,0,0,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1,14,33,13,0,2,1,30,1,1,0,1,1,1,1,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,33,8,3,0,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,10,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0
1,0,12,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,119,38,12,1,43,1,7,1,1,0,5,0,0,1,1,12,3,0,0,0,0,0,1,1,0,0,0,0,0,0
1,16,21,6,0,3,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,23,11,0,2,1,8,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0
1,30,22,9,0,10,1,5,1,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,36,18,9,0,16,1,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,11,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17,38,13,0,8,1,14,1,1,0,3,0,0,1,0,6,1,0,1,0,1,0,0,1,1,0,0,0,0,0
1,4,15,7,1,18,1,9,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,21,19,9,1,23,1,7,0,0,0,3,0,0,1,0,5,2,0,0,1,1,0,0,1,0,0,0,0,0,1
1,34,33,11,0,42,1,18,1,1,0,0,0,0,1,1,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0
1,251,37,12,0,78,1,36,1,1,0,7,0,0,1,1,10,1,1,1,0,1,0,1,0,1,0,1,0,0,0
1,9,13,5,0,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23,49,13,1,4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,10,17,7,0,13,1,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,202,69,21,1,419,1,124,1,1,1,18,1,1,1,1,56,17,1,1,0,1,0,1,0,1,0,1,0,0,0
1,48,29,11,0,7,1,7,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1,37,41,12,0,11,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,25,18,7,0,1,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,32,8,6,0,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,42,18,11,1,25,1,10,0,0,0,6,0,0,1,0,8,5,1,1,1,1,0,1,1,0,0,0,0,0,0
0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43,25,10,1,23,1,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,17,8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,25,18,7,0,20,1,6,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,17,0,16,0,1,0,1,0,0,1,0,3,0,0,1,0,1,0,1,0,1,0,0,0,0,0
1,25,16,8,1,5,1,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,15,5,0,2,1,4,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,16,13,6,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,105,47,13,0,42,1,8,1,1,0,8,0,0,1,0,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0
1,17,19,8,0,4,1,8,0,0,1,3,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,65,48,12,1,37,1,38,1,1,0,8,0,0,1,1,17,8,1,1,1,1,0,1,1,1,0,0,0,0,0
0,0,0,0,0,16,0,7,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
1,22,18,7,1,10,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,19,18,7,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,54,41,13,0,10,1,6,1,1,0,5,0,0,0,0,9,1,1,0,1,0,0,0,1,0,0,0,0,0,0
1,31,28,13,1,4,1,11,0,0,0,7,0,0,1,0,2,2,0,0,1,1,1,1,0,0,0,0,0,0,0
1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,32,37,13,0,60,1,14,1,1,0,3,0,0,1,0,7,1,1,1,0,0,0,0,1,0,0,0,0,0,0
1,26,16,7,1,17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,18,7,1,4,1,17,0,0,0,4,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,16,21,10,1,5,1,11,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,19,12,5,0,4,1,6,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,30,19,9,1,13,1,6,0,0,0,3,0,0,1,0,4,1,0,0,0,1,0,1,1,0,0,0,0,0,0
1,33,18,7,0,5,1,10,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1,15,17,6,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,28,7,0,6,0,9,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,46,25,8,1,5,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15,25,8,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,35,42,14,1,6,1,5,1,1,0,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,26,17,7,0,10,0,16,1,1,0,6,0,0,1,0,3,0,1,1,0,0,0,1,1,0,0,0,0,0,0
1,60,26,10,1,14,1,6,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
1,25,22,8,0,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,79,32,16,1,16,1,12,1,1,0,6,0,0,1,0,5,5,0,0,1,1,0,1,1,0,0,0,0,0,0
1,35,27,9,0,3,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16,12,5,0,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,3,0,3,0,15,0,0,1,1,0,0,1,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,7,5,5,0,2,1,8,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,33,26,7,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,27,23,11,1,5,1,5,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,49,30,12,1,6,1,28,0,1,0,8,0,0,1,0,10,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1,31,16,9,1,4,1,12,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
1,64,35,9,1,35,1,12,0,0,0,1,0,0,1,0,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0
1,28,20,8,1,9,0,4,1,1,0,2,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1,90,22,9,1,38,1,17,1,1,0,9,0,1,1,0,9,3,0,1,1,1,0,1,1,0,0,0,0,0,0
1,6,15,6,0,2,1,13,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,71,20,8,1,12,1,11,0,0,0,6,0,0,1,0,10,1,0,1,1,1,0,1,1,0,0,0,0,0,0
1,106,40,12,0,10,1,6,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,18,13,5,0,5,1,8,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,46,47,12,1,11,1,22,1,1,0,5,0,0,1,0,5,0,0,1,0,1,0,1,1,0,0,0,0,0,0
0,0,0,0,0,76,0,24,1,1,0,4,0,0,1,0,4,2,1,1,0,1,0,1,0,0,0,1,0,0,0
1,33,19,7,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14,31,10,0,26,1,15,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1,46,31,10,0,6,1,3,1,1,0,2,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,102,42,12,0,30,1,31,1,1,0,6,0,0,1,1,9,0,0,1,0,1,0,1,0,1,0,1,0,0,0
1,174,96,21,0,11,1,31,1,1,0,6,1,0,1,1,9,0,1,1,1,0,0,1,0,1,0,1,0,0,1
1,25,43,14,1,225,1,444,1,1,1,6,1,0,1,1,108,107,1,1,0,1,1,1,1,1,0,0,0,0,0
1,51,14,5,0,38,1,13,1,1,0,8,0,0,1,0,8,3,1,0,0,0,0,0,1,0,0,0,0,0,0
1,21,18,7,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,12,5,0,2,0,7,0,0,0,3,0,0,1,0,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,54,5,4,0,17,1,9,0,0,0,2,0,0,1,0,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0
1,37,16,7,1,93,1,2,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,11,11,6,1,14,0,10,0,0,0,4,0,0,1,0,3,2,0,1,1,1,1,0,1,1,0,0,0,0,0
1,21,5,4,1,16,0,9,0,0,0,5,0,0,1,0,5,1,0,0,1,1,1,0,1,0,0,0,0,0,0
1,133,30,15,1,29,1,16,1,1,0,11,0,0,0,0,22,4,0,1,1,0,0,1,1,0,0,0,0,0,0
1,17,19,7,0,16,0,6,0,0,0,1,0,0,1,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,14,18,6,1,25,1,13,0,0,0,9,0,0,1,0,6,1,0,0,1,1,0,0,1,0,0,0,0,0,0
0,1,8,6,0,5,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,17,20,8,1,3,1,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,114,65,15,0,97,1,38,1,1,0,3,0,1,1,1,8,0,1,1,0,1,0,1,0,1,0,1,0,0,0
1,118,14,6,0,70,1,13,0,0,0,5,0,0,1,0,7,0,1,1,1,0,0,1,1,0,0,0,0,0,0
1,32,7,6,1,8,1,5,0,0,0,4,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1,78,80,17,1,1,1,25,1,1,0,2,0,0,1,1,22,0,1,1,0,0,0,1,0,1,0,0,0,0,0
