perm_android_permission_READ_PHONE_STATE,suspicious_getSubscriberId,n_activities,n_api_calls,n_used_permissions,perm_android_permission_GET_TASKS,intent_android_intent_action_PACKAGE_ADDED,suspicious_Ldalvik_system_PathClassLoader_,suspicious_getDeviceId,suspicious_getCellLocation,intent_android_intent_action_PACKAGE_REMOVED,suspicious_Ljava_lang_Runtime___exec,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_com_adroid_SERVICE,intent_android_intent_action_USER_PRESENT,n_permissions,suspicious_sendTextMessage,perm_android_permission_KILL_BACKGROUND_PROCESSES,perm_com_android_launcher_permission_INSTALL_SHORTCUT,n_providers,perm_android_permission_ACCESS_NETWORK_STATE,perm_android_permission_SET_WALLPAPER,perm_com_google_android_c2dm_permission_RECEIVE,n_urls,suspicious_Ldalvik_system_DexClassLoader_,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_READ_LOGS,intent_android_intent_action_DOWNLOAD_COMPLETE,suspicious_Base64,label
0,0,4,18,7,0,0,1,1,0,0,0,0,0,0,0,17,0,0,0,0,1,0,1,10,0,0,0,0,1,0
0,0,14,14,7,0,0,1,1,0,0,1,0,0,0,0,30,0,0,0,4,1,0,1,33,1,0,0,0,1,0
1,0,1,19,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,1,0,0,2,0,0,0,0,1,0
1,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,49,21,7,0,0,1,1,0,0,0,0,0,0,0,18,0,0,0,2,1,0,1,139,0,0,0,0,1,0
0,0,14,27,12,0,0,1,1,0,0,1,0,0,0,0,10,1,0,0,3,1,0,1,25,0,0,0,0,1,0
0,1,9,37,9,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,19,5,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,1,6,0,0,0,0,1,0
0,0,6,8,6,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,4,1,0,1,131,1,0,0,0,1,0
0,0,94,55,10,0,0,1,1,0,0,1,0,0,0,0,17,0,0,0,5,1,0,1,100,0,1,0,0,1,0
1,0,21,22,9,0,0,1,1,0,0,1,0,0,0,0,14,1,0,0,3,1,0,1,84,0,1,0,0,1,0
1,0,20,18,6,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,1,1,0,1,20,0,1,0,0,1,0
0,0,65,41,18,0,1,1,1,0,0,1,0,0,0,0,15,1,0,0,6,1,0,1,165,1,1,0,0,1,0
0,0,2,45,14,0,0,1,1,0,0,0,0,0,0,0,6,0,0,0,1,1,0,1,28,1,0,0,0,1,0
1,0,41,50,15,0,0,0,1,1,0,0,0,0,0,0,7,0,0,0,2,1,0,0,95,1,1,0,0,1,0
1,0,25,16,10,0,0,1,1,0,0,0,0,0,0,0,11,0,0,0,2,1,0,1,41,1,0,0,0,1,0
0,0,15,16,7,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,34,1,0,0,0,1,0
1,1,1,29,13,1,0,0,1,1,0,1,0,1,0,1,26,1,1,0,0,1,0,0,4,0,1,1,0,1,1
0,0,4,18,7,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,19,1,0,0,0,1,0
0,0,5,7,5,0,1,0,1,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,50,1,0,0,0,1,0
1,0,1,27,12,1,0,0,1,0,0,0,0,0,0,0,12,0,0,0,1,1,0,1,49,1,1,0,0,1,1
0,0,4,7,6,0,0,1,1,0,0,0,0,0,0,0,7,0,0,0,1,1,0,1,32,1,0,0,0,1,0
0,0,23,13,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,16,1,0,0,0,1,0
0,0,14,27,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,32,1,0,0,0,1,0
0,0,4,52,15,0,0,1,1,0,0,1,0,0,0,0,5,1,0,0,0,1,0,0,30,1,1,0,0,1,0
0,0,4,12,5,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,10,1,0,0,0,1,0
0,0,23,26,12,1,0,1,1,0,0,0,0,0,0,0,16,0,0,0,5,1,0,1,56,1,1,0,0,1,0
1,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,5,0,1,0,0,0,0
0,0,13,33,12,0,0,1,1,0,0,1,1,0,0,0,35,0,0,0,8,1,0,1,54,0,1,0,1,1,0
1,1,83,30,11,1,1,0,1,1,1,1,1,1,0,1,24,0,0,0,2,1,0,0,204,0,1,0,0,1,0
0,0,0,5,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,5,4,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,8,1,0,0,0,1,0
1,0,1,17,6,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,2,0,0,0,0,0,0
0,0,11,23,9,0,0,1,1,1,0,0,0,0,0,0,12,0,0,0,1,1,0,1,48,1,1,0,0,1,0
1,0,5,4,3,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,9,1,0,0,0,1,0
1,1,110,36,14,1,1,0,1,1,1,1,1,1,0,1,28,0,0,0,3,1,0,0,102,1,1,1,0,1,0
1,0,39,14,7,0,0,1,1,0,0,1,0,0,0,0,19,0,0,0,3,1,0,1,113,1,1,0,0,1,0
1,0,1,16,7,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,1,0,0,1,0,0,0,0,1,0
0,0,7,19,8,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,1,16,0,0,0,0,1,1
0,0,2,23,11,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,1,1,0,1,46,1,1,0,0,1,0
0,0,14,26,13,0,0,1,1,1,0,0,1,1,0,0,17,0,0,1,4,1,0,1,68,1,1,0,0,1,0
0,0,32,21,12,1,0,1,0,0,0,1,0,0,0,0,28,0,0,0,0,1,0,1,80,1,1,0,0,1,1
0,0,3,21,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16,1,0,0,0,1,0
1,0,62,53,14,0,1,0,1,0,0,1,0,0,0,0,12,0,0,0,0,1,0,1,100,1,1,0,0,1,0
0,0,5,13,5,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,1,0,1,27,1,0,0,0,1,0
0,0,4,18,10,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,23,1,0,0,0,1,0
0,0,5,14,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,0,17,1,0,0,0,1,0
1,0,27,21,10,0,0,1,1,0,0,0,0,0,0,0,14,0,0,0,4,1,0,1,33,0,1,0,0,1,0
0,0,1,12,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,1,29,14,0,0,0,1,0,0,1,0,0,0,0,6,0,0,0,1,1,0,0,31,1,1,0,0,1,0
0,0,14,17,8,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,6,0,0,0,0,1,0
0,0,362,15,6,0,0,0,1,0,0,1,0,0,0,0,12,0,0,0,0,1,0,0,253,1,0,0,0,1,0
0,0,2,17,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0,6,23,8,0,0,1,1,0,0,0,0,0,0,1,10,0,0,0,1,1,0,1,19,0,0,0,0,1,0
1,0,24,0,0,1,0,0,0,0,0,0,1,0,0,0,21,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,0,3,12,5,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,1,3,0,0,0,0,1,0
0,0,10,15,6,0,0,1,1,0,0,0,0,0,0,0,9,0,0,0,1,1,0,1,10,0,0,0,0,1,0
0,1,37,24,10,0,0,1,1,1,0,1,0,0,0,0,11,0,0,0,2,1,0,0,26,1,1,0,0,1,0
1,0,11,27,9,0,0,1,1,0,0,0,1,0,0,0,10,0,0,0,1,1,0,0,24,1,1,0,0,1,0
1,0,9,19,9,0,0,0,1,0,0,0,0,0,0,0,14,0,1,0,1,1,0,1,34,1,0,0,0,1,0
1,1,5,33,9,1,1,0,1,1,0,1,1,0,0,1,11,0,0,0,0,1,0,0,47,0,1,0,0,1,0
1,0,4,28,8,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,34,1,0,0,0,1,0
1,1,92,37,16,1,0,0,1,1,0,1,1,1,0,1,35,0,0,0,0,1,0,0,100,1,1,1,1,1,0
1,0,201,0,0,1,0,0,0,0,0,1,1,0,0,0,34,0,0,0,8,1,0,1,9,0,1,0,0,1,0
0,0,5,5,4,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,8,1,0,0,0,1,1
0,0,4,19,9,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,21,1,1,0,0,1,0
0,0,2,8,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,27,29,13,0,1,1,1,0,1,1,1,1,0,0,17,0,0,0,5,1,1,1,74,1,1,1,0,1,0
0,0,13,40,7,1,0,1,1,0,0,0,0,0,0,0,13,0,0,0,1,1,0,1,28,0,0,0,0,1,0
0,1,7,21,9,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,28,1,0,0,0,1,0
1,0,15,43,10,1,1,0,1,1,1,0,1,0,0,0,19,0,0,1,0,1,0,1,29,1,1,0,0,1,0
0,0,10,12,6,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,23,1,0,0,0,1,0
1,0,11,47,12,0,0,1,1,1,0,0,0,0,0,0,22,0,0,0,0,1,0,1,46,1,1,0,0,1,0
0,0,4,6,4,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,33,1,1,0,0,1,0
0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0
0,0,11,12,6,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,25,1,0,0,0,1,0
0,0,7,40,10,1,0,0,1,1,0,0,1,0,0,0,8,0,0,0,1,1,0,0,55,1,1,0,0,1,0
0,0,113,19,9,0,0,0,1,0,0,0,0,0,0,0,15,0,1,0,1,1,0,1,57,0,1,0,0,1,0
1,0,2,8,5,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,34,1,1,0,0,1,0
1,0,2,27,8,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,35,1,0,0,0,1,0
0,1,20,29,12,0,0,1,1,0,0,0,0,0,0,0,11,1,0,0,4,1,0,1,34,1,1,0,0,1,0
0,0,7,23,7,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,14,1,1,0,0,1,0
0,0,4,27,11,0,0,1,1,0,0,0,0,0,0,0,10,0,0,0,2,1,0,0,26,1,1,0,0,1,0
0,0,5,18,7,0,0,1,1,0,0,0,0,0,0,0,10,0,0,0,1,1,0,1,21,1,0,0,0,1,0
0,0,8,28,10,0,0,1,1,1,0,0,0,0,0,0,7,0,0,0,0,1,0,0,33,1,1,0,0,1,0
1,0,7,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,1,1,0,0,0,0,1,0,0,0,0
0,0,6,5,4,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,21,1,0,0,0,1,1
0,0,23,30,10,0,0,1,1,0,0,1,0,0,0,1,8,0,0,0,2,1,0,1,27,0,0,0,0,1,0
0,0,4,22,10,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,13,1,1,0,0,1,1
0,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,9,1,0,0,0,1,0
1,1,102,66,17,1,1,1,1,1,1,1,1,1,0,1,43,0,1,1,0,1,0,0,89,1,1,1,0,1,0
0,0,6,20,8,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,18,1,0,0,0,1,0
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,2,15,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,13,1,0,0,0,1,0
0,0,33,24,11,0,0,1,1,0,0,1,0,0,0,0,31,0,0,0,2,1,0,1,49,1,0,0,0,1,0
0,0,8,19,7,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,16,1,1,0,0,1,0
0,0,5,23,8,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,15,1,0,0,0,1,0
0,0,9,21,8,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,1,1,1,1,22,1,1,0,0,1,0
1,1,18,43,13,1,1,0,1,0,1,1,1,1,0,1,31,0,0,1,0,1,1,0,70,1,1,0,0,1,0
0,0,5,3,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,21,1,0,0,0,1,0
1,0,12,34,11,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,45,1,0,0,0,1,0
0,0,3,17,8,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,5,0,0,0,0,1,0
1,1,9,22,9,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,1,1,0,1,20,0,0,0,0,1,0
1,0,5,29,11,1,0,0,1,0,0,1,0,0,0,0,12,0,0,0,0,1,0,0,32,1,1,0,0,1,0
1,0,13,13,6,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,24,0,1,0,0,1,1
0,0,1,11,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0
1,0,5,38,11,1,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,1,0,0,29,1,1,0,0,1,0
0,0,2,18,7,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,17,1,0,0,0,1,0
0,0,2,21,7,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,22,1,0,0,0,1,0
0,0,2,26,10,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,35,1,0,0,0,1,0
1,0,13,35,12,0,0,1,1,0,0,0,1,0,0,0,10,0,0,0,1,1,0,0,38,0,1,0,0,1,0
0,0,11,21,5,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,1,0,53,1,1,0,0,1,1
0,1,56,41,20,1,0,1,1,1,0,1,0,0,0,0,17,0,0,0,5,1,0,1,973,1,1,0,1,1,0
1,0,10,25,13,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,3,1,0,1,41,1,1,0,0,1,0
1,0,19,23,11,0,0,0,1,1,0,0,1,0,0,0,9,0,0,0,0,1,0,1,176,1,0,0,0,1,0
0,0,3,18,7,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,21,1,0,0,0,1,0
0,0,4,26,8,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,33,1,0,0,0,1,0
1,0,10,15,7,0,0,0,1,0,0,0,1,0,0,0,12,0,0,0,1,1,0,1,7,0,0,0,0,1,0
0,0,4,18,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,17,1,1,0,0,1,0
0,0,4,8,7,0,0,1,1,0,0,0,1,0,0,0,7,0,0,0,1,1,0,1,24,1,0,0,0,1,0
0,0,17,11,8,0,0,0,1,0,0,0,1,0,0,0,15,0,0,0,1,1,0,1,14,1,1,0,0,1,0
0,0,11,18,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,14,1,1,0,0,1,0
1,0,5,21,9,0,0,1,0,0,0,1,0,0,0,0,28,0,0,0,1,1,0,1,3,0,0,0,0,1,0
0,0,9,47,15,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,1,1,0,47,1,0,0,0,1,0
0,0,5,15,7,0,0,1,1,0,0,0,0,0,0,0,10,0,0,1,0,1,0,1,12,0,0,0,0,1,0
0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0,11,23,6,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,1,1,0,53,1,1,0,0,1,0
0,0,10,19,7,0,0,1,1,0,0,0,0,0,0,0,11,0,0,0,1,1,0,1,31,1,0,0,0,1,0
0,0,14,15,6,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,22,1,0,0,0,1,0
0,0,3,5,4,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,24,1,0,0,0,1,0
0,0,16,17,7,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,30,1,1,0,0,1,0
1,1,36,63,17,0,0,0,1,1,0,1,0,0,0,0,8,1,0,0,0,1,0,0,106,1,1,0,0,1,0
0,0,42,47,13,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,105,1,1,0,1,1,0
0,0,15,30,10,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,1,1,1,0,33,1,1,0,0,1,0
0,0,20,14,9,0,1,1,1,0,1,1,1,0,0,1,36,0,0,1,1,1,1,1,109,1,1,0,0,1,0
0,0,2,21,9,0,0,1,0,0,0,1,0,0,0,0,25,0,0,0,2,1,0,1,7,0,0,0,0,1,0
1,0,26,10,8,0,0,0,1,0,0,1,1,0,0,0,18,0,0,0,1,1,0,0,26,1,1,1,0,1,0
0,0,1,24,10,0,0,0,1,0,0,1,0,0,0,0,6,0,0,0,2,1,0,0,3,0,1,0,0,1,0
0,0,58,20,9,0,0,1,1,0,0,1,0,0,0,0,14,0,0,0,3,1,0,1,115,1,0,0,0,1,0
0,0,8,18,7,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,2,1,0,1,19,1,1,0,0,1,0
1,0,124,29,14,1,0,1,1,0,0,1,0,1,0,0,23,1,0,0,6,1,0,1,62,0,1,0,0,1,0
1,0,13,21,10,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,36,1,1,0,0,1,0
0,0,2,6,5,0,0,1,1,0,0,0,0,0,0,0,8,0,0,0,1,1,0,1,29,1,0,0,0,1,1
0,0,3,18,8,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,21,1,0,0,0,1,0
1,0,13,30,12,0,0,1,1,0,0,1,0,0,0,0,10,0,0,0,6,1,0,1,55,1,1,0,0,1,0
0,0,18,21,8,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,27,1,0,0,0,1,0
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,14,17,8,0,0,0,1,0,0,1,0,0,0,0,27,0,0,0,1,1,1,1,35,1,1,0,0,1,0
0,0,73,24,9,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,2,1,0,1,156,1,1,0,0,1,0
0,0,10,24,9,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,1,36,0,0,0,0,1,0
0,0,4,19,10,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,24,1,0,0,0,1,0
0,0,5,22,9,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,1,1,0,1,27,1,0,0,0,1,0
0,0,2,15,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,3,0,0,0,0,0,0
1,1,26,71,18,1,1,0,1,1,1,1,1,1,0,1,37,1,0,1,0,1,0,0,230,1,1,1,1,1,0
0,0,8,9,6,0,0,0,0,0,0,0,0,0,0,0,30,0,0,1,0,1,0,0,16,1,1,0,0,1,0
0,0,4,16,7,0,0,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,18,1,1,0,0,1,0
0,0,18,22,11,0,0,1,1,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,50,1,1,0,0,1,0
0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,12,0,1,0,0,1,0
0,0,7,14,6,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,1,15,0,1,0,0,1,0
0,0,22,22,8,0,0,1,1,0,0,0,0,0,0,0,7,0,0,0,6,1,0,1,41,0,0,0,0,1,0
0,0,11,28,11,0,0,1,1,1,0,1,0,0,0,0,7,0,0,0,0,1,0,0,43,1,1,0,0,1,0
0,0,6,20,8,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,12,0,0,0,0,1,0
0,0,30,36,15,0,1,1,1,1,1,0,0,0,0,0,12,0,0,0,4,1,0,1,101,1,1,0,0,1,0
0,0,48,30,10,0,0,0,1,0,0,1,0,0,0,0,7,0,0,0,0,1,0,0,39,1,0,0,0,1,0
0,0,19,20,10,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,24,1,0,0,0,1,0
0,0,64,32,11,0,0,1,1,0,0,1,0,0,0,0,11,0,0,0,5,1,0,1,202,1,1,0,1,1,0
0,0,2,17,8,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,8,0,0,0,0,1,0
0,0,43,16,9,0,0,1,1,0,0,1,0,0,0,0,11,0,0,0,4,1,0,1,72,0,1,0,0,1,0
0,0,26,19,9,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,33,1,0,0,0,1,0
1,1,18,36,16,0,1,1,1,1,0,1,0,0,0,0,5,0,0,0,0,1,0,0,56,1,1,0,0,1,1
0,0,11,9,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,1,0,0,13,1,0,0,0,1,0
0,0,1,14,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,11,0,0,0,0,0,0
1,0,41,21,9,0,0,1,1,0,0,0,0,0,0,0,21,0,0,0,2,1,0,1,119,1,0,0,0,1,0
0,0,8,25,7,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,20,1,0,0,0,1,0
0,0,8,22,7,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,1,16,1,0,0,0,1,0
1,1,29,22,11,1,1,1,1,0,0,1,0,0,0,0,29,0,1,0,2,1,0,1,181,1,1,0,0,1,0
0,0,3,5,4,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,24,1,0,0,0,1,0
0,0,50,36,15,0,1,1,1,1,0,0,0,0,0,0,6,0,0,0,0,1,0,1,63,1,1,0,0,1,1
1,1,147,50,14,0,0,1,1,1,0,0,0,0,0,0,22,0,0,0,4,1,0,1,240,0,1,0,0,1,0
1,0,1,13,7,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,20,0,1,0,0,1,0
0,0,21,19,8,0,0,1,1,0,0,0,1,0,0,0,18,0,0,1,1,1,0,1,46,0,1,0,0,1,0
0,0,3,23,10,0,0,1,1,0,0,0,1,0,0,0,20,0,0,0,1,1,0,1,29,0,0,0,0,1,0
0,0,9,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,12,30,12,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,2,1,0,0,41,1,0,0,0,1,0
0,0,5,20,6,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,11,0,1,0,0,1,0
0,0,9,20,8,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,28,1,0,0,0,1,0
0,0,58,16,12,0,0,1,1,0,0,0,0,0,0,0,19,0,0,0,8,1,0,1,120,1,1,0,0,1,0
0,0,16,19,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,17,1,1,0,0,1,1
1,0,43,4,3,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,1,1,0,1,19,0,1,0,0,1,0
0,0,4,12,5,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,41,1,0,0,0,1,1
1,0,32,18,8,0,1,1,1,1,0,0,0,0,0,0,14,0,0,0,6,1,0,1,77,1,1,0,1,1,0
0,0,4,18,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,17,1,1,0,0,1,0
0,0,1,17,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,1,0
0,0,3,6,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,14,1,0,0,0,1,0
0,0,47,6,5,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,2,1,0,1,13,0,0,0,0,1,0
0,0,42,14,5,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,3,1,0,1,46,1,0,0,0,1,0
0,0,7,37,11,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,49,1,1,0,0,1,0
1,0,6,15,9,1,1,0,1,0,1,0,1,1,0,1,17,0,0,1,0,1,0,0,19,0,1,0,1,0,0
0,0,6,24,7,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,1,18,1,0,0,0,1,0
0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,23,23,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,31,1,1,0,0,1,0
1,0,72,45,12,0,0,0,1,0,0,0,0,0,0,0,21,0,0,0,0,1,0,1,60,1,0,0,0,1,0
0,0,12,8,7,0,0,1,1,0,0,1,0,0,0,0,25,0,0,0,4,1,0,1,31,1,1,0,0,1,0
0,0,6,14,6,0,0,1,1,0,0,0,0,0,0,0,7,0,0,0,1,1,0,1,23,1,0,0,0,1,0
1,0,13,15,8,0,0,1,1,0,0,0,0,0,0,0,12,0,0,1,2,1,0,1,33,0,0,0,0,1,0
0,0,16,16,7,0,1,0,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,50,1,1,0,0,1,0
0,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0,13,14,6,1,0,0,1,0,0,0,1,0,0,0,10,0,0,0,1,1,0,1,36,1,0,0,0,1,0
0,0,3,54,16,0,0,1,1,0,0,1,0,0,0,0,18,0,0,0,2,1,0,1,36,1,1,0,0,1,1
0,0,24,24,9,0,0,1,1,0,0,0,0,0,0,0,10,1,0,0,2,1,0,1,20,0,0,0,0,1,0
0,0,50,18,8,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,36,0,0,0,0,1,0
0,0,9,23,6,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,53,1,1,0,0,1,0
1,0,12,20,8,0,0,1,1,0,0,0,0,0,0,0,11,0,0,0,1,1,0,1,71,1,1,0,0,1,1
1,0,2,17,8,0,0,1,0,0,0,0,0,0,0,0,19,1,0,0,2,1,0,1,10,0,0,0,0,1,0
1,0,6,23,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,21,0,0,0,0,0,0
1,0,15,8,4,0,0,0,1,0,0,0,0,0,0,1,9,0,0,0,1,1,0,0,44,1,1,0,0,1,1
