n_permissions,perm_android_permission_GET_TASKS,perm_android_permission_READ_PHONE_STATE,perm_android_permission_SYSTEM_ALERT_WINDOW,n_activities,perm_com_android_launcher_permission_INSTALL_SHORTCUT,n_services,intent_android_intent_action_BOOT_COMPLETED,intent_android_intent_action_USER_PRESENT,n_used_permissions,n_api_calls,n_urls,suspicious_getSystemService,suspicious_getPackageInfo,suspicious_Base64,n_receivers,intent_android_intent_action_PACKAGE_ADDED,perm_android_permission_ACCESS_NETWORK_STATE,suspicious_getExternalStorageDirectory,perm_android_permission_RECEIVE_BOOT_COMPLETED,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,perm_android_permission_WRITE_EXTERNAL_STORAGE,perm_com_android_vending_BILLING,suspicious_Ljava_lang_Runtime___exec,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,suspicious_getDeviceId,suspicious_Cipher,perm_android_permission_MODIFY_AUDIO_SETTINGS,intent_com_google_vr_vrcore_ACTION_NONE,intent_android_intent_action_PACKAGE_REMOVED,label
14,0,1,0,3,0,2,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1
14,0,1,0,3,0,2,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1
14,1,1,1,5,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1
14,0,1,0,3,0,2,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1
9,1,1,1,3,1,1,0,1,2,4,3,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
14,0,1,0,3,0,2,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1
14,0,1,0,3,0,2,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1
10,1,1,1,7,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
12,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
15,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
8,1,1,1,7,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
14,0,1,0,3,0,2,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1
15,1,1,1,4,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
15,1,1,1,2,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
11,1,1,1,7,1,4,0,1,0,0,0,0,0,0,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1
10,1,1,0,6,1,5,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1
12,1,1,1,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
15,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
15,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
10,1,1,1,4,0,0,0,1,2,4,2,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1
15,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
15,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
6,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
5,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
15,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
15,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
15,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
13,1,1,1,3,1,2,1,1,2,2,4,1,1,1,3,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1
12,0,1,0,0,0,2,1,0,1,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
11,1,1,1,8,1,2,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1
8,0,0,0,4,0,1,0,0,3,3,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
11,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
10,1,1,1,4,1,3,0,0,3,4,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
11,0,1,0,3,0,4,1,1,2,2,0,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8,0,1,0,7,1,2,1,0,0,0,0,1,0,0,2,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1
8,1,1,1,6,1,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
8,1,1,1,6,1,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
9,1,1,1,5,0,1,0,0,2,4,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
8,1,1,1,4,1,1,0,1,3,3,2,1,1,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1
8,1,1,1,6,1,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
8,1,1,1,6,1,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
8,1,1,1,6,1,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
8,1,1,1,6,1,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
8,1,1,1,6,1,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
8,1,1,1,6,1,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
8,1,1,1,6,1,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
10,1,1,1,7,0,3,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
10,1,1,1,5,0,6,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
7,0,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
10,1,1,1,5,1,4,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
12,0,1,0,6,0,1,1,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
7,0,1,0,0,0,1,0,0,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,1,1,1,3,1,0,0,0,1,1,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1
6,0,1,0,6,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1
14,1,1,1,5,1,2,1,0,2,2,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1
4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
14,1,1,1,5,1,2,1,0,2,2,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1
9,0,1,0,7,0,4,1,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
5,0,1,0,1,0,0,0,0,2,2,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
10,1,1,1,7,1,2,0,0,0,0,0,0,0,0,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
12,1,1,1,7,0,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
15,1,1,1,5,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1
12,1,1,1,6,1,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
15,1,1,0,5,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
4,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9,0,1,0,7,0,4,1,1,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
14,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
10,0,1,0,8,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1
7,0,0,0,1,0,1,0,0,2,4,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
7,0,0,0,4,0,1,0,0,3,3,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
9,0,1,0,7,0,4,1,1,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
10,0,1,1,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
9,1,1,0,8,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
10,1,1,1,6,1,6,0,0,0,0,0,1,0,0,2,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1
5,0,0,0,2,0,0,0,0,2,2,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
7,0,0,0,5,0,0,0,0,2,2,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
6,0,1,0,1,0,1,1,0,3,4,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
14,1,1,1,2,1,1,0,0,2,4,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1
8,0,1,0,1,0,0,0,0,1,2,5,1,1,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
8,0,1,0,1,0,0,0,0,1,2,5,1,1,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
8,0,1,0,1,0,0,0,0,1,2,5,1,1,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
16,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
15,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
5,0,0,0,1,0,0,0,0,2,3,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
4,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
5,0,1,1,6,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
5,0,0,0,1,0,0,0,0,2,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,1,1,8,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
11,1,1,1,7,0,4,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1
7,0,0,1,8,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
8,1,1,1,6,1,6,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
8,1,1,1,6,1,6,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
6,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
4,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
4,0,0,0,1,0,0,0,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,1,1,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
8,1,1,1,6,1,6,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
8,1,1,1,6,1,6,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
10,1,1,0,8,0,3,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
14,1,1,1,7,1,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
4,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
5,0,0,0,5,0,0,0,0,1,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
6,0,0,0,2,0,0,0,0,2,3,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
10,1,1,0,7,1,1,1,1,0,0,0,0,0,0,6,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
10,1,1,0,7,1,1,1,1,0,0,0,0,0,0,6,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
7,0,1,0,2,0,1,1,1,3,5,0,1,0,0,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
7,0,1,0,2,0,1,1,1,3,5,0,1,0,0,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
10,1,1,0,7,1,1,1,1,0,0,0,0,0,0,6,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
7,0,1,0,2,0,1,1,1,3,5,0,1,0,0,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
10,1,1,0,7,1,1,1,1,0,0,0,0,0,0,6,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
10,1,1,0,7,1,1,1,1,0,0,0,0,0,0,6,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
7,0,1,0,2,0,1,1,1,3,5,0,1,0,0,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
7,0,1,0,2,0,1,1,1,3,5,0,1,0,0,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
7,0,1,0,2,0,1,1,1,3,5,0,1,0,0,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
10,1,1,0,7,1,1,1,1,0,0,0,0,0,0,6,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
4,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7,0,1,0,2,0,1,1,1,3,5,0,1,0,0,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
10,1,1,0,7,1,1,1,1,0,0,0,0,0,0,6,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
14,0,1,1,6,1,4,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1
10,1,1,0,4,0,1,1,0,2,3,5,1,1,0,2,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1
13,1,1,0,8,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
8,0,0,0,3,0,1,0,0,4,4,2,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
16,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
10,1,1,0,4,0,1,1,0,2,3,5,1,1,0,2,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1
5,0,0,0,1,0,0,0,0,2,4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,1,1,1,0,0,0,0,3,4,4,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1
6,0,1,0,0,0,1,1,0,3,4,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
10,1,1,0,9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
4,0,0,0,1,0,0,0,0,2,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
13,0,1,0,2,0,0,0,0,3,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
4,0,0,0,1,0,0,0,0,2,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,1,0,9,0,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
11,1,1,1,9,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
8,0,1,0,2,0,1,0,0,2,6,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
13,1,1,1,3,1,0,0,0,1,1,6,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
3,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
4,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,0,1,0,1,0,0,0,0,2,4,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
10,1,1,1,9,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
5,0,1,0,1,0,0,0,0,2,4,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
16,0,1,1,5,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1
5,0,1,0,1,0,0,0,0,2,4,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
8,1,1,1,7,0,2,0,0,2,4,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
11,1,1,1,7,1,6,0,0,0,0,0,1,0,0,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1
12,0,1,0,6,0,5,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12,1,1,1,9,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1
8,1,1,1,5,1,6,0,1,0,0,1,0,0,1,5,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1
5,0,1,0,1,0,0,0,0,2,4,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,0,0,0,1,0,0,0,0,1,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5,0,0,0,1,0,1,1,0,3,3,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4,0,0,0,1,0,0,0,0,2,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
10,1,1,0,2,1,1,1,0,3,7,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
10,1,1,0,2,1,1,1,0,3,7,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
11,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
12,1,1,1,3,0,1,0,0,2,6,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1
10,1,1,0,2,1,1,1,0,3,7,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
10,1,1,0,2,1,1,1,0,3,7,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
3,0,1,0,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,0,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,1,1,0,2,1,1,1,0,3,7,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
10,1,1,0,2,1,1,1,0,3,7,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
11,1,1,1,9,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
12,1,1,1,7,0,1,0,1,2,4,1,1,1,0,2,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1
9,1,1,1,3,0,2,0,0,3,6,2,1,1,1,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
5,0,0,0,1,0,0,0,0,2,2,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
12,1,1,1,9,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
11,0,1,1,9,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
3,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
15,1,1,1,3,1,0,0,0,2,4,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1
6,0,0,0,1,0,0,0,0,3,5,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
15,1,1,1,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
6,0,1,1,2,0,0,0,1,4,4,1,1,0,1,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
3,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12,1,1,1,5,0,0,0,0,3,4,3,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1
15,1,1,1,3,1,3,1,0,3,4,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1
10,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
7,0,1,0,1,0,0,0,0,2,6,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
6,0,1,0,1,0,0,0,0,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,1,0,0,0,0,1,2,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,0,0,0,0,2,4,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4,0,0,0,1,0,0,0,0,2,3,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
6,0,0,0,2,0,0,0,0,3,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0,0,0,3,0,2,0,0,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,1,1,2,0,1,0,0,2,7,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
3,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8,0,1,0,2,0,1,0,0,5,5,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
16,1,1,1,5,1,2,1,0,2,2,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1
3,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
16,1,1,1,5,1,2,1,0,2,2,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1
17,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
17,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
17,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
17,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
17,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
17,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
15,0,1,1,5,0,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
17,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
10,0,0,0,4,0,0,0,0,0,0,7,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
17,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
17,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
3,0,0,0,1,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
17,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
