n_api_calls,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_DISABLE_KEYGUARD,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_CHANGE_CONFIGURATION,intent_com_igexin_sdk_action_refreshls,intent_android_intent_action_MEDIA_MOUNTED,perm_android_permission_READ_PHONE_STATE,perm_android_webkit_permission_PLUGIN,perm_com_android_alarm_permission_SET_ALARM,suspicious_getCellLocation,intent_android_intent_action_ERROR_NOTIFY,intent_com_google_firebase_INSTANCE_ID_EVENT,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,n_permissions,perm_android_permission_CHANGE_WIFI_STATE,n_receivers,intent_com_igexin_sdk_action_pushmanager,intent_com_tencent_mm_plugin_openapi_Intent_ACTION_REFRESH_WXAPP,intent_com_areametrics_areametricssdk_AMLocationUpdatesBroadcastReceiver_PROCESS_UPDATES,intent_com_inmobi_share_id,intent_android_intent_action_DOWNLOAD_NOTIFY,perm_android_permission_ACCESS_DOWNLOAD_MANAGER,intent_com_google_firebase_MESSAGING_EVENT,n_activities,n_urls,suspicious_setWifiEnabled,suspicious_system_bin_su,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_BLUETOOTH_ADMIN,label
75,1,1,0,1,0,0,1,0,0,1,0,1,0,45,1,22,0,0,0,0,0,0,1,208,427,0,1,1,1,0
62,1,1,0,0,1,1,1,0,0,1,0,0,0,30,1,8,1,0,0,0,0,0,0,95,341,0,0,1,1,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,31,321,0,0,0,0,0
43,1,0,0,0,0,0,1,0,0,0,0,1,1,28,0,13,0,0,0,0,0,0,1,134,354,0,0,1,1,0
16,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,21,319,1,1,1,0,0
67,0,0,0,0,0,0,1,0,0,1,0,0,0,9,0,6,0,0,0,1,0,0,0,52,329,0,1,0,0,0
58,1,1,1,0,0,0,1,0,0,1,0,0,0,42,1,13,0,0,0,0,0,0,0,128,354,1,1,1,0,0
54,1,0,1,0,1,1,0,0,0,1,0,1,1,68,1,25,0,0,0,0,0,0,1,199,413,1,0,1,0,0
76,1,1,0,0,0,1,1,0,0,1,0,0,0,32,1,13,0,0,0,0,0,1,0,49,330,0,1,1,0,0
22,0,0,0,0,0,0,1,0,0,0,0,1,0,16,0,5,0,0,0,0,0,0,1,85,328,0,0,1,0,0
50,1,0,1,1,1,0,1,0,0,1,0,0,0,27,1,12,0,1,0,0,0,1,0,114,342,0,0,1,0,0
46,1,0,1,0,1,1,0,0,0,1,0,1,1,73,1,26,0,0,0,0,0,0,1,208,422,1,0,1,0,1
36,1,0,0,0,0,0,0,0,0,0,0,1,1,17,1,8,0,0,0,0,0,0,0,25,317,0,0,1,1,0
23,1,0,0,0,0,0,1,0,0,0,0,0,0,30,0,23,0,0,0,0,0,0,0,150,357,0,1,1,0,0
26,0,0,0,0,0,0,1,0,0,0,0,1,0,15,0,1,0,0,0,0,0,0,1,157,359,0,0,1,0,0
13,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,11,314,0,0,1,0,1
50,0,0,1,0,0,0,1,0,0,1,0,1,1,47,1,13,0,0,0,0,0,0,1,127,349,1,1,1,0,1
65,1,1,1,1,0,0,1,0,0,1,0,0,0,62,1,17,0,0,0,0,0,0,0,207,413,0,0,1,0,0
26,0,0,0,0,0,0,1,0,0,0,0,1,1,19,0,5,0,0,0,0,0,0,1,72,323,0,0,1,0,0
56,1,0,0,0,0,0,1,0,0,1,0,0,0,24,1,0,0,0,0,0,0,0,0,111,337,0,0,1,0,1
50,1,0,1,0,0,0,1,0,0,1,0,0,0,29,1,9,0,0,0,0,0,0,0,191,386,1,1,1,0,0
60,1,0,0,0,0,0,1,0,0,1,0,0,0,27,0,12,0,0,0,0,0,0,0,58,322,0,0,1,1,0
36,1,0,0,0,0,0,1,0,0,1,0,0,0,43,1,6,0,0,0,0,0,0,0,65,321,0,0,1,0,0
28,1,0,0,1,0,0,1,0,0,1,0,0,0,25,1,0,0,0,0,0,0,0,0,44,315,1,0,1,0,0
56,0,0,0,0,0,0,0,0,1,1,0,0,1,30,0,24,0,0,0,0,0,0,1,74,326,0,1,1,0,0
58,1,1,0,1,0,0,1,0,0,1,0,0,0,54,1,6,0,0,0,0,0,1,0,284,637,1,1,1,1,0
39,0,0,0,0,0,0,1,0,0,1,0,1,1,17,0,4,0,0,0,0,0,0,1,27,313,0,0,1,0,0
25,0,1,1,0,0,0,1,0,0,1,0,0,0,40,1,11,0,0,0,0,0,0,0,127,339,1,1,1,0,0
60,1,0,0,0,0,0,1,0,0,1,0,0,0,38,1,8,0,0,0,0,0,0,0,100,332,0,0,1,0,0
44,0,0,0,0,0,0,0,0,0,1,0,1,1,19,1,17,0,0,0,1,0,0,1,74,321,1,1,1,0,0
60,1,1,1,0,0,0,1,0,0,1,0,0,0,35,1,15,0,1,0,0,0,0,0,32,317,0,0,1,1,0
32,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0,14,0,0,0,0,0,0,1,23,310,0,0,0,0,0
25,1,0,0,0,1,1,1,0,0,1,0,0,0,24,1,11,1,1,0,0,0,0,0,33,309,1,0,1,0,1
15,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,7,306,0,0,1,0,0
56,1,1,0,1,1,1,1,0,0,1,0,0,0,29,1,6,1,1,0,0,0,1,0,203,387,0,1,1,1,0
45,0,0,0,0,0,0,1,0,0,1,0,0,0,19,0,6,0,0,0,0,0,0,0,110,326,1,0,1,0,0
23,1,0,0,0,0,0,0,0,0,0,0,1,1,18,0,10,0,0,0,0,0,0,1,105,322,0,1,0,0,0
59,1,0,0,0,1,1,1,0,0,1,0,0,0,27,1,14,1,1,0,0,0,0,0,38,311,1,0,1,0,0
64,0,0,0,0,0,0,1,0,0,1,0,0,0,26,1,18,0,0,0,0,0,0,0,162,358,0,1,1,0,0
58,1,1,1,0,0,0,1,0,0,1,0,0,0,52,1,3,0,0,0,0,0,0,0,59,316,0,1,1,0,0
72,1,0,1,1,0,0,1,0,0,1,0,0,0,26,1,7,0,0,0,0,0,0,0,103,328,1,0,1,0,0
49,1,0,1,0,0,1,1,0,0,1,0,0,0,45,1,10,0,0,0,0,0,0,0,110,327,0,1,1,0,0
83,1,0,1,1,0,0,1,0,0,1,0,0,0,49,1,15,0,0,0,0,0,0,0,112,338,1,1,1,0,0
52,1,1,0,0,0,0,1,0,0,1,0,0,0,32,1,6,0,0,0,0,0,0,0,24,307,0,1,1,1,1
67,1,1,0,0,0,0,1,0,0,1,0,0,0,29,1,8,0,0,0,0,0,0,0,255,450,0,0,1,0,0
28,1,0,1,0,0,0,1,0,0,1,0,0,0,31,1,8,0,0,0,0,0,0,0,193,370,0,0,1,0,0
45,1,0,0,0,0,0,1,0,0,1,0,0,0,53,1,21,0,0,0,0,0,0,0,125,333,0,1,1,0,0
58,1,1,0,1,0,0,1,0,0,1,0,0,0,33,1,6,0,0,0,0,0,0,0,77,315,0,0,1,0,0
61,1,0,1,0,0,0,1,0,0,1,0,0,0,16,0,1,0,0,0,0,0,0,0,102,322,0,1,1,0,0
60,1,1,1,1,0,1,1,0,0,1,0,0,0,68,1,20,0,0,0,0,0,0,0,291,639,1,1,1,1,0
42,1,1,1,1,0,0,1,0,0,1,0,0,0,50,1,7,0,0,0,0,0,1,0,129,332,0,0,1,0,0
68,1,1,1,1,0,1,1,1,0,1,0,0,0,63,1,16,0,0,0,0,0,1,0,187,377,1,1,1,1,0
68,1,1,1,1,0,1,1,1,0,1,0,0,0,63,1,16,0,0,0,0,0,1,0,187,377,1,1,1,1,0
43,1,0,1,0,0,0,1,1,0,1,0,0,0,19,0,9,0,0,0,0,0,0,0,13,302,1,1,1,1,0
43,1,0,1,0,0,0,1,1,0,1,0,0,0,19,0,9,0,0,0,0,0,0,0,13,302,1,1,1,1,0
38,1,1,0,1,1,1,1,0,0,1,0,0,0,34,1,3,0,1,0,0,0,1,0,164,348,0,1,1,1,0
29,1,0,1,0,1,1,1,0,0,1,0,0,0,29,1,8,0,0,0,0,0,0,0,98,315,0,0,1,1,0
83,1,0,1,1,0,1,1,0,0,1,0,0,0,77,1,15,0,0,0,0,0,0,0,117,343,0,1,1,1,0
59,0,0,1,0,0,0,1,0,0,1,0,0,0,30,1,11,0,0,0,0,0,0,0,42,306,1,1,1,0,0
44,1,0,0,0,0,0,0,0,1,1,0,1,1,22,0,9,0,0,0,0,0,0,1,59,894,1,1,1,0,0
38,1,1,0,1,1,1,1,0,0,1,0,0,0,34,1,3,0,1,0,0,0,1,0,163,345,0,1,1,1,0
55,1,0,0,0,0,0,0,0,0,1,0,0,0,19,1,0,0,0,0,0,0,0,0,58,306,1,1,1,1,0
34,1,0,1,0,0,0,0,0,0,1,0,1,0,19,1,11,0,1,0,0,0,0,1,290,696,1,0,1,0,0
70,1,1,1,1,0,0,1,1,0,1,0,0,0,52,1,3,0,0,0,0,0,1,0,20,307,1,0,1,0,0
65,1,0,1,1,0,0,1,0,0,1,0,0,0,21,0,3,0,0,0,0,0,0,0,59,307,1,1,1,0,0
55,1,0,0,0,0,0,0,0,0,1,0,0,0,19,1,0,0,0,0,0,0,0,0,58,305,1,1,1,1,0
17,0,0,1,0,0,0,0,0,0,0,0,0,0,28,0,3,0,0,0,0,0,0,0,28,903,0,1,1,0,0
19,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,190,358,0,0,1,0,0
25,0,1,1,0,0,0,1,0,0,1,0,0,0,39,1,11,0,0,0,0,0,0,0,149,333,1,1,1,0,0
64,1,0,0,0,0,0,1,0,0,1,0,0,0,26,1,6,0,0,0,0,0,0,0,44,303,0,0,1,0,0
75,1,1,1,1,0,0,1,0,0,1,0,0,0,47,1,5,0,1,0,0,0,1,0,50,308,1,0,1,1,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,295,0,0,0,0,0
59,1,0,0,1,0,0,1,0,0,1,0,1,1,55,1,21,0,0,0,0,0,0,1,272,472,0,1,1,1,1
71,1,1,0,1,0,0,1,0,0,1,0,0,0,69,1,16,0,1,0,0,0,0,0,214,394,0,0,1,1,0
82,1,0,1,0,0,1,1,0,0,1,0,0,0,23,1,18,0,0,0,0,0,0,0,107,321,1,1,1,1,0
46,0,0,0,0,0,1,1,0,0,1,0,0,0,18,1,10,0,1,0,0,0,0,0,84,306,0,0,1,0,0
34,1,0,0,0,0,0,0,0,0,1,0,1,1,16,1,9,0,0,0,0,0,0,1,42,297,0,0,1,0,0
23,0,0,0,0,0,0,0,0,0,0,0,1,1,18,0,13,0,0,0,0,0,0,1,27,294,0,0,0,0,0
83,1,0,1,0,0,1,1,0,0,1,0,0,0,23,1,18,0,0,0,0,0,0,0,107,321,1,1,1,1,0
111,1,1,0,1,0,0,1,0,0,1,0,0,0,34,1,8,0,0,0,0,0,1,0,200,388,1,1,1,1,0
49,0,0,1,0,1,1,0,0,0,0,0,1,1,73,1,33,0,0,0,0,0,0,1,286,518,1,0,1,0,0
27,0,0,0,0,0,0,0,0,0,0,0,1,1,17,0,8,0,0,0,0,0,0,0,19,293,0,0,1,0,0
57,0,0,1,0,0,0,1,0,0,1,0,0,0,74,1,6,0,0,0,0,0,0,0,149,339,0,0,1,0,0
60,1,1,0,0,0,0,1,0,0,1,0,0,0,42,1,17,0,0,0,0,0,0,0,99,313,0,1,1,0,0
34,1,1,1,1,1,1,1,0,1,0,0,0,0,32,1,20,1,1,0,0,0,0,0,122,316,1,1,1,1,0
34,1,1,1,1,1,1,1,0,1,0,0,0,0,32,1,20,1,1,0,0,0,0,0,122,316,1,1,1,1,0
57,0,0,1,0,0,0,1,0,0,1,0,0,0,74,1,6,0,0,0,0,0,0,0,151,339,0,0,1,0,0
26,0,0,0,0,0,0,1,0,0,0,0,0,1,28,0,6,0,0,0,0,0,0,1,26,292,0,0,1,0,0
63,0,0,0,1,0,0,1,0,0,1,0,0,0,28,1,5,0,0,0,0,0,0,0,216,381,0,0,1,0,0
89,0,1,1,1,0,0,1,1,0,1,0,0,0,57,1,11,0,1,0,0,0,0,0,107,323,1,0,1,1,0
17,0,0,0,0,0,0,0,0,0,1,0,1,1,7,0,4,0,0,0,0,0,0,0,52,293,0,0,1,0,0
69,1,1,1,1,0,1,1,0,1,1,1,0,0,45,1,46,0,0,0,0,1,0,0,215,391,1,1,1,0,0
33,0,0,0,0,0,0,1,0,0,0,0,1,0,18,1,12,0,0,0,0,0,0,1,69,297,0,1,1,1,0
43,0,0,0,0,0,0,0,0,1,1,0,1,1,11,0,12,0,0,0,0,0,0,1,71,298,0,1,0,0,0
63,1,1,1,1,0,1,1,0,0,1,1,0,0,106,1,23,0,0,0,0,1,1,0,117,332,1,1,1,1,0
63,1,1,1,1,0,1,1,0,0,1,1,0,0,106,1,23,0,0,0,0,1,1,0,117,332,1,1,1,1,0
63,1,1,1,1,0,1,1,0,0,1,1,0,0,106,1,23,0,0,0,0,1,1,0,117,332,1,1,1,1,0
63,1,1,1,1,0,1,1,0,0,1,1,0,0,106,1,23,0,0,0,0,1,1,0,117,332,1,1,1,1,0
63,1,1,1,1,0,1,1,0,0,1,1,0,0,106,1,23,0,0,0,0,1,1,0,117,332,1,1,1,1,0
63,1,1,1,1,0,1,1,0,0,1,1,0,0,106,1,23,0,0,0,0,1,1,0,117,332,1,1,1,1,0
70,1,0,0,0,0,0,1,0,0,1,0,0,0,17,0,5,0,0,0,0,0,0,0,19,293,0,0,1,0,0
32,1,0,0,0,0,0,0,0,0,1,0,1,1,19,1,13,0,0,0,1,0,0,1,34,289,0,0,1,0,0
72,1,0,0,0,0,0,1,0,0,1,0,0,0,29,1,5,0,0,0,0,0,0,0,124,317,0,1,1,0,0
50,0,0,0,0,0,0,1,0,0,1,0,0,0,15,1,4,0,0,0,0,0,0,0,84,298,0,0,1,0,0
52,1,0,0,0,0,0,1,0,0,1,0,0,0,20,1,0,0,0,0,0,0,0,0,56,292,1,1,1,1,1
45,1,0,0,1,0,0,1,0,0,1,0,0,0,24,1,0,0,0,0,0,0,0,0,41,289,0,1,1,1,1
31,0,1,1,0,0,0,1,0,0,1,0,0,0,37,1,12,0,0,0,0,0,0,0,176,337,1,1,1,0,0
56,1,0,0,0,0,0,0,0,1,1,0,0,1,25,1,24,0,0,0,0,0,0,1,68,904,1,1,1,1,0
38,0,0,0,0,0,0,0,0,0,1,0,1,0,27,0,18,0,0,0,1,0,0,0,38,288,0,1,1,0,0
33,1,1,0,1,1,1,1,0,0,1,0,0,0,32,1,3,0,1,0,0,0,1,0,149,320,0,1,1,1,0
51,0,0,0,0,0,0,1,0,0,0,0,0,0,34,1,15,0,0,0,0,0,0,0,30,289,1,1,1,1,0
62,1,0,1,0,0,0,1,0,0,1,0,0,0,18,1,6,0,0,0,0,0,0,0,34,289,0,0,1,0,0
64,1,0,0,1,0,0,1,0,0,1,0,0,0,30,1,3,0,0,0,0,0,0,0,30,289,1,0,1,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,9,282,0,0,0,0,0
58,1,0,1,0,0,0,1,0,0,1,0,0,0,41,1,21,0,0,0,0,0,0,0,189,349,0,1,1,1,0
63,1,0,0,0,1,1,1,0,0,1,0,0,0,37,1,19,0,0,0,0,0,0,0,226,382,1,1,1,1,0
35,1,0,0,0,0,0,0,0,0,1,0,1,1,18,1,12,0,1,0,0,0,0,1,113,302,0,1,1,0,0
18,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,4,0,0,0,0,0,0,1,120,303,0,0,1,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,8,0,0,0,0,0,0,1,31,283,0,0,1,0,0
53,0,0,0,0,0,0,1,0,1,1,0,0,0,33,1,10,0,0,0,1,0,0,0,39,287,1,1,1,1,0
53,0,0,0,0,0,0,1,0,1,1,0,0,0,33,1,10,0,0,0,1,0,0,0,39,287,1,1,1,1,0
46,0,0,0,0,0,0,1,0,0,1,0,1,1,26,1,27,0,0,0,0,0,0,1,38,287,1,0,1,1,0
60,1,0,0,0,0,0,0,0,1,1,0,0,1,26,1,26,0,0,0,0,0,0,1,65,908,1,1,1,1,0
54,1,0,1,0,0,0,0,0,0,1,0,1,1,32,0,12,0,0,0,0,0,0,1,37,286,0,1,1,0,0
58,1,1,1,1,0,0,1,0,0,1,0,0,0,81,1,12,0,0,0,0,0,0,0,50,295,0,0,1,0,0
63,1,0,0,0,0,0,1,0,0,1,0,1,0,19,1,8,0,0,0,0,0,0,1,58,289,0,1,1,0,0
32,1,0,0,0,0,0,1,0,0,1,0,0,0,45,1,10,0,0,0,0,0,0,0,174,331,0,0,1,1,0
44,1,0,0,0,0,0,1,0,0,0,0,1,1,23,0,20,0,0,0,0,0,0,1,150,317,0,0,1,1,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,279,0,0,1,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,299,472,0,0,0,0,0
40,1,1,0,0,0,0,1,0,0,1,0,0,0,49,1,4,0,0,0,0,0,1,0,91,294,0,0,1,0,0
62,1,0,0,0,0,0,1,0,0,1,0,0,0,33,1,14,0,1,0,0,0,0,0,132,310,0,0,1,0,0
23,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,30,279,0,0,0,0,0
23,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,30,279,0,0,0,0,0
23,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,30,279,0,0,0,0,0
23,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,30,279,0,0,0,0,0
23,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,30,279,0,0,0,0,0
64,1,0,0,1,1,1,0,0,0,0,0,1,1,56,1,22,0,0,0,0,0,0,0,170,336,0,0,1,0,0
24,1,0,0,0,0,0,1,0,0,0,0,0,0,29,1,7,0,0,0,0,0,0,0,154,315,0,1,1,0,0
20,1,0,1,1,0,0,1,0,0,1,0,0,0,32,1,6,0,0,0,0,0,0,0,55,282,1,0,1,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,5,0,0,0,0,0,0,0,101,293,0,1,1,0,0
30,1,1,0,1,1,1,1,0,0,1,0,0,0,31,1,3,0,1,0,0,0,1,0,129,303,0,1,1,1,0
57,1,0,0,0,0,0,1,0,0,1,0,1,1,43,1,13,0,0,0,0,0,0,1,156,321,0,1,1,0,0
45,0,0,0,0,0,0,1,0,0,1,0,1,1,38,0,14,0,0,0,1,0,0,1,111,299,1,1,1,0,0
67,1,0,1,0,0,0,1,0,0,1,0,0,0,61,1,22,0,0,0,0,0,0,0,227,380,0,1,1,1,0
49,1,0,0,0,0,1,1,0,0,1,0,1,1,29,1,21,0,0,0,0,0,0,1,72,288,0,1,1,0,0
17,0,0,0,0,0,0,1,0,0,0,0,1,0,17,0,6,0,0,0,0,0,0,1,39,278,0,0,0,0,0
49,1,0,1,0,0,0,0,0,0,1,0,1,1,32,0,10,0,0,0,0,0,0,1,42,282,0,1,1,0,1
74,0,0,1,0,0,1,1,0,0,1,0,0,0,46,1,15,0,0,0,0,0,0,0,77,294,0,1,1,0,0
57,0,0,0,0,0,0,1,0,0,1,0,0,0,68,1,17,0,0,0,0,0,0,0,243,395,0,1,1,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,5,0,0,0,0,0,0,0,16,277,0,0,1,0,0
51,1,0,1,0,0,0,1,0,0,1,0,0,0,38,1,15,0,0,0,0,0,0,0,110,298,1,1,1,0,0
57,0,0,0,0,0,0,1,0,0,1,0,0,0,70,1,17,0,0,0,0,0,0,0,249,401,0,1,1,0,0
23,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0,139,304,0,0,1,0,1
29,0,0,0,0,0,0,0,0,0,0,0,1,1,31,0,11,0,0,0,0,0,0,1,61,281,0,0,0,1,1
17,1,0,0,0,0,0,1,0,0,0,0,1,1,35,0,13,0,0,0,0,0,0,1,304,475,0,0,1,0,1
32,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0,14,0,0,0,0,0,0,1,26,276,0,0,0,0,0
23,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,30,275,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,0,1,1,31,0,11,0,0,0,0,0,0,1,61,280,0,0,0,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37,275,0,0,0,0,0
38,0,0,1,1,0,0,1,0,0,1,0,0,0,26,1,3,0,0,0,0,0,0,0,85,285,0,0,1,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,12,0,0,0,0,0,0,1,61,280,0,0,1,0,1
31,0,0,0,0,0,0,1,0,0,0,0,1,1,17,0,8,0,0,0,0,0,0,1,82,283,0,1,1,0,0
39,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,17,276,0,0,0,0,0
40,1,0,0,1,0,0,1,0,0,1,0,0,0,49,1,4,0,0,0,0,0,0,0,118,297,0,0,1,1,0
74,1,0,0,0,0,0,1,0,1,0,0,1,1,40,1,27,0,0,0,0,0,0,1,118,306,1,1,1,1,0
54,1,0,0,1,0,0,1,0,0,1,0,0,0,32,1,7,0,0,0,0,0,0,0,170,321,0,1,1,1,0
53,1,0,0,0,0,0,1,0,0,1,0,0,0,20,1,0,0,0,0,0,0,0,0,56,279,1,1,1,1,0
59,1,1,0,0,0,0,1,0,0,1,0,0,0,46,1,17,0,0,0,0,0,0,0,95,290,1,1,1,0,1
59,1,1,0,0,0,0,1,0,0,1,0,0,0,46,1,17,0,0,0,0,0,0,0,95,290,1,1,1,0,0
73,1,0,0,1,0,1,1,0,0,1,0,0,0,45,1,5,0,0,0,0,0,0,0,184,334,0,1,1,0,0
38,0,0,0,0,0,0,1,0,0,0,0,1,1,17,1,19,0,0,0,0,0,0,1,95,286,0,0,1,0,0
38,0,0,0,0,0,0,1,0,0,0,0,1,1,17,1,19,0,0,0,0,0,0,1,95,286,0,0,1,0,0
50,0,0,0,0,0,0,1,0,0,1,0,0,0,20,1,7,0,0,0,0,0,0,0,27,274,0,0,1,0,0
25,0,0,0,0,0,1,0,0,0,0,0,1,0,17,1,4,0,0,0,0,0,0,0,19,271,1,0,1,0,0
24,1,1,1,1,1,1,1,0,1,0,0,0,0,32,1,19,1,1,0,0,0,0,0,123,293,1,1,1,1,0
24,1,1,1,1,1,1,1,0,1,0,0,0,0,32,1,19,1,1,0,0,0,0,0,123,293,1,1,1,1,0
19,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,4,0,0,0,0,0,0,0,18,270,0,0,0,0,0
51,0,0,0,0,0,0,1,0,1,1,0,0,0,32,1,14,0,0,0,0,0,0,0,42,275,1,0,1,1,0
29,0,0,0,0,0,0,1,0,0,0,0,1,1,16,0,8,0,0,0,0,0,0,1,94,282,0,0,1,0,0
29,0,0,0,0,0,0,1,0,0,0,0,1,1,16,0,8,0,0,0,0,0,0,1,94,282,0,0,1,0,0
29,0,0,0,0,0,0,1,0,0,0,0,1,1,16,0,8,0,0,0,0,0,0,1,94,282,0,0,1,0,0
29,0,0,0,0,0,0,1,0,0,0,0,1,1,16,0,8,0,0,0,0,0,0,1,94,282,0,0,1,0,0
68,1,0,0,0,0,0,1,0,1,1,0,0,0,18,0,22,0,0,0,0,0,0,0,66,282,1,1,1,1,0
41,0,0,0,0,0,0,0,0,0,1,0,0,1,10,0,8,0,0,0,1,0,0,0,66,276,0,1,1,0,0
68,1,1,0,0,0,0,1,0,0,1,0,0,0,35,1,8,0,1,0,0,0,0,0,15,275,1,0,1,1,0
33,1,0,0,0,0,0,1,0,0,1,0,0,0,19,1,5,0,0,0,0,0,0,0,67,275,0,0,1,0,1
61,1,1,1,1,0,1,1,0,0,1,1,0,0,104,1,21,0,0,0,0,1,1,0,110,305,1,0,1,1,0
61,1,1,1,1,0,1,1,0,0,1,1,0,0,104,1,23,0,0,0,0,1,1,0,110,305,1,0,1,1,0
61,1,1,1,1,0,1,1,0,0,1,1,0,0,105,1,21,0,0,0,0,1,1,0,113,306,1,0,1,1,0
73,0,0,1,0,0,1,1,0,0,1,0,0,0,47,1,18,0,0,0,0,0,0,0,76,285,0,0,1,0,0
73,0,0,1,0,0,1,1,0,0,1,0,0,0,47,1,18,0,0,0,0,0,0,0,76,285,0,0,1,0,0
50,0,0,0,0,0,0,1,0,0,1,0,0,0,18,1,7,0,0,0,0,0,0,0,26,271,0,0,1,0,0
47,1,1,1,1,1,1,1,0,0,1,0,1,0,44,1,19,1,0,0,0,0,0,1,238,370,1,1,1,0,1
25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,268,0,0,0,0,0
51,1,0,0,0,0,0,1,0,0,1,0,0,0,22,1,6,0,0,0,0,0,0,0,102,285,0,1,1,0,0
66,1,0,0,1,0,0,1,1,0,1,0,0,0,42,1,19,0,0,0,1,0,0,0,128,300,0,1,1,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,97,281,0,0,0,1,0
90,1,1,0,1,0,0,1,0,0,1,0,0,0,39,1,6,0,1,0,0,0,1,0,320,660,1,0,1,0,0
53,0,0,0,0,0,0,1,0,0,1,0,1,0,14,0,15,0,0,0,1,0,0,1,78,279,1,1,1,0,0
48,1,1,0,0,0,0,1,0,0,1,0,1,0,35,1,10,0,0,0,0,0,1,1,163,311,1,0,1,0,0
24,1,1,1,1,1,1,1,0,1,0,0,0,0,32,1,19,1,1,0,0,0,0,0,123,290,1,1,1,1,0
11,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,4,0,0,0,0,0,0,0,8,267,0,0,0,0,1
54,1,1,1,0,0,0,1,0,1,1,0,0,0,119,1,28,0,0,0,0,0,0,0,144,325,1,1,1,1,0
65,1,1,1,1,0,1,1,0,0,1,0,0,0,49,1,19,0,0,0,0,0,0,0,141,305,0,1,1,1,0
89,1,1,1,0,0,0,1,0,1,1,0,0,0,119,1,27,0,0,0,0,0,0,0,143,332,1,1,1,1,0
24,1,1,1,1,1,1,1,0,1,0,0,0,0,32,1,19,1,1,0,0,0,0,0,123,289,1,1,1,1,0
24,0,0,1,1,0,0,1,0,0,1,0,0,0,59,1,12,0,0,0,0,0,0,0,107,286,0,1,1,1,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,0,0,0,0,18,269,0,0,0,0,0
64,1,0,0,0,1,1,0,0,0,0,0,1,1,50,1,22,0,0,0,0,0,0,0,172,322,0,0,1,0,0
26,0,0,0,0,0,0,1,0,0,1,0,1,0,14,0,4,0,0,0,0,0,0,1,62,271,0,0,0,0,0
24,1,1,1,1,1,1,1,0,1,0,0,0,0,29,1,20,1,1,0,0,0,0,0,123,288,1,1,1,0,0
49,1,1,1,0,0,1,1,0,0,1,0,0,0,32,1,9,0,0,0,0,0,0,0,101,283,1,1,1,0,0
32,0,0,0,0,0,0,0,0,0,0,0,1,1,26,0,12,0,0,0,0,0,0,1,54,270,0,0,1,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,7,0,0,0,0,0,0,0,67,272,0,0,0,0,0
