n_permissions,n_api_calls,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_android_permission_READ_LOGS,perm_android_permission_WRITE_SETTINGS,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_GET_TASKS,perm_android_permission_CHANGE_WIFI_STATE,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_READ_PHONE_STATE,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_google_android_c2dm_intent_RECEIVE,intent_com_android_vending_INSTALL_REFERRER,intent_com_google_firebase_MESSAGING_EVENT,suspicious_setWifiEnabled,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,intent_com_igexin_sdk_action_refreshls,suspicious_getSubscriberId,perm_android_permission_BATTERY_STATS,perm_android_permission_DISABLE_KEYGUARD,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,n_urls,n_activities,perm_android_permission_CHANGE_NETWORK_STATE,suspicious_getWifiState,intent_android_intent_action_USER_PRESENT,perm_android_permission_CHANGE_CONFIGURATION,n_providers,label
7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,0
14,34,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,55,6,1,0,0,0,1,0
47,48,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,193,102,1,1,1,0,3,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
8,10,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,33,31,0,0,0,0,1,0
5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,88,12,0,0,0,0,1,0
2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0
31,29,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,102,82,0,0,0,0,2,0
6,18,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,46,10,0,0,0,0,1,0
5,19,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,28,3,0,0,0,0,1,0
34,23,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,175,85,0,0,0,0,5,0
10,30,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,10,0,0,0,1,0,0
4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,6,0,0,0,0,0,0
11,14,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,85,19,0,0,0,0,1,0
5,17,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,24,2,0,0,0,0,1,0
4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,17,0,0,0,0,1,0
31,25,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,40,9,0,0,0,0,3,0
12,48,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,51,34,0,0,0,0,2,0
25,19,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,8,2,0,0,0,0,2,1
5,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65,12,0,0,0,0,1,0
40,33,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,148,66,1,0,0,0,2,0
4,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0
5,19,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,22,18,0,0,0,0,1,0
15,22,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,65,22,0,0,0,0,2,0
6,15,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,56,12,0,0,0,0,1,0
7,25,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,71,88,0,0,0,0,1,0
17,39,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,179,61,0,0,0,0,4,0
3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
19,21,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,120,37,0,0,0,0,4,0
15,34,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,55,18,0,0,0,0,1,0
2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,0,0,0,0,0,0
6,12,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,13,12,0,0,0,0,1,0
4,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,4,0,0,0,0,1,0
2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0
17,40,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,76,30,0,0,1,0,0,0
26,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,8,0,0,0,0,3,0
3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,1,0
10,40,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,72,21,0,0,0,0,3,0
7,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,42,0,0,0,0,1,0
3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4,0,0,0,0,0,0
11,24,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,21,9,0,0,0,0,0,0
6,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,0,0
10,32,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,24,4,0,0,0,0,0,0
8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0
2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,0,0,0,0
3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0
3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0
23,24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0
12,14,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,43,15,0,0,0,0,1,0
6,45,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,28,2,0,0,0,0,1,0
21,27,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,12,4,0,1,1,0,0,0
29,20,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,7,2,0,0,0,0,1,0
7,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,0,0,0,0,0,0
23,30,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,49,29,0,1,1,0,2,0
16,20,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,19,28,0,0,0,0,2,0
11,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,0,0,0,0,1,0
3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,0,0,0,0,0,0
6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,32,0,0,0,0,0,1
3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,8,0,0,0,0,2,0
5,21,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,70,9,0,0,0,0,2,0
13,46,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,63,13,0,0,0,0,0,0
7,14,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,25,12,0,0,0,0,1,0
27,18,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,20,12,0,0,0,0,0,0
28,6,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,15,1,0,1,1,2,0
8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2,0,0,0,0,0,0
13,10,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0
7,6,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,24,7,0,0,0,0,1,0
8,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,32,7,0,0,0,0,3,0
7,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,12,0,0,0,0,0,0
7,28,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,45,9,0,0,0,0,2,0
10,19,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,25,8,0,0,0,0,4,0
9,25,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,44,14,0,0,0,0,4,0
149,79,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,221,589,1,1,1,1,32,1
12,35,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,43,57,0,0,0,0,6,0
7,18,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,36,14,0,0,0,0,1,0
12,27,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,145,6,0,0,0,0,0,1
9,10,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,35,9,0,0,0,0,2,0
1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
3,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,5,0,0,0,0,0,0
28,20,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,16,7,0,0,0,0,3,0
15,21,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,46,14,0,0,0,0,1,0
2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,0,0,0,0,5,0
4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,10,0,0,0,0,1,0
19,69,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,135,24,0,0,0,0,0,0
14,35,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,59,32,0,0,0,0,1,0
9,22,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,53,17,0,0,0,0,5,0
55,35,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,79,61,0,0,1,0,7,0
24,5,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,146,1,0,1,0,9,0
11,25,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,80,19,0,0,0,0,3,0
9,30,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,38,13,0,0,0,0,0,0
9,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,1,0,0
5,17,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,14,1,0,0,0,0,1,0
6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,10,0,0,0,0,0,1
11,20,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,29,4,0,0,0,0,1,0
2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,0,1
11,25,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,19,5,0,0,0,0,1,0
11,30,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,19,23,0,0,0,0,5,0
20,35,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,22,9,0,0,1,0,0,0
11,9,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,41,19,0,0,0,0,4,0
3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
12,23,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,64,48,0,0,0,0,4,0
13,24,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,32,5,0,0,0,0,2,0
5,18,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,46,33,0,0,0,0,1,0
5,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,5,0,0,0,0,0,0
10,21,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,29,11,0,0,0,0,2,0
13,17,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,15,34,0,0,0,0,0,0
7,21,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,29,12,0,0,0,0,1,0
14,27,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,38,22,0,0,0,0,1,0
2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,0,0,0,0,0
2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,11,0,0,0,0,0,0
12,29,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,123,27,0,0,0,0,2,0
5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,0,0,1,0
2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,18,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,20,12,0,0,0,0,0,0
28,15,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0
8,47,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,105,42,0,0,0,0,1,0
5,18,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,20,8,0,0,0,0,1,0
10,9,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,45,15,0,0,1,0,4,0
20,24,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,40,12,0,0,0,0,3,0
21,26,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13,49,0,0,0,0,4,0
5,17,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,23,5,0,0,0,0,0,0
6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
25,21,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,7,0,0,0,0,2,0
2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0
4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,27,0,0,0,0,1,0
11,6,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,31,9,0,0,0,0,1,0
10,26,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6,0,0,0,0,0,0
8,22,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,30,9,0,0,0,0,1,0
19,17,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,32,27,0,0,0,0,1,1
8,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,2,0,0,0,0,2,0
7,20,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,63,13,0,0,0,0,1,0
8,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,3,0,0,1,0,0,1
17,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,7,0,0,0,0,0,0
18,29,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,23,11,0,0,0,0,0,0
5,21,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,23,2,0,0,0,0,1,1
6,18,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,24,6,0,0,0,0,1,0
2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,74,0,0,0,0,0,0
27,24,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,6,3,0,0,0,0,1,0
6,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,15,0,0,0,0,0,0
7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,10,0,0,0,0,0,0
11,18,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,109,28,0,0,0,0,1,0
6,25,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,23,25,0,0,0,0,3,0
28,11,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0
6,17,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,159,5,0,0,0,0,1,0
24,24,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,27,7,1,0,0,0,1,0
8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,2,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0
9,20,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,39,24,0,0,0,0,3,0
15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0,0,0,0,1,0
42,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,1,1,0,0
9,12,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,44,16,0,0,0,0,3,0
6,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,0,0
9,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,44,15,0,0,1,0,1,0
5,18,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,12,3,0,0,0,0,1,0
2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0
7,12,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,25,15,0,0,0,0,1,0
10,25,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,7,0,0,0,0,0,0
81,56,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,134,216,1,1,1,0,30,0
28,21,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,20,18,0,0,0,0,1,1
12,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31,0,0,0,0,0,0
2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,15,0,0,0,0,0,0
6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,16,0,0,0,0,0,0
2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0
2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,0,0,0,0,0
8,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,3,0,0,1,0,0,0
7,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,63,11,0,0,0,0,5,0
9,26,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,83,63,0,0,0,0,4,0
3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0
23,58,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,113,58,0,0,0,0,0,0
14,54,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,150,34,0,0,0,0,4,1
6,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,1,0
2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0
8,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,0,0,0,0
28,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,50,0,0,0,0,2,0
4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0
26,36,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,78,7,0,0,1,1,0,0
1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,62,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,1,0
9,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,12,0,0,1,0,1,0
11,17,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,104,44,0,0,0,0,2,0
12,10,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,72,35,0,0,0,0,8,1
8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
4,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,5,0,0,0,0,0,0
6,23,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,36,22,0,0,0,0,1,0
6,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,1,0,0,0,0
24,22,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,33,54,0,0,0,0,3,0
11,39,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,159,27,0,0,0,0,1,0
11,20,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,29,4,0,0,0,0,1,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0
7,19,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,27,15,0,0,0,0,1,0
3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,4,0,0,0,0,1,0
25,48,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,44,70,1,1,1,0,4,0
3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0
8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,18,0,0,0,0,0,1
5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0
18,27,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,34,80,0,0,0,0,1,0
12,24,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,116,110,0,0,0,0,10,0
2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,8,0,0,0,0,0,0
16,20,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,20,6,0,0,0,0,1,0
11,20,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,51,112,0,0,0,0,6,0
17,18,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,10,8,0,0,0,0,0,0
4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,0,0,0,0,0,0
2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,0,0,0,0,1,0
4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,0,0,0,0,0,0
12,20,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,74,6,0,0,0,0,1,0
29,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,42,1,0,0,0,0,0
10,42,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,41,26,0,0,0,1,0,0
