perm_com_sec_android_provider_badge_permission_WRITE,perm_com_sec_android_provider_badge_permission_READ,perm_com_anddoes_launcher_permission_UPDATE_COUNT,perm_com_htc_launcher_permission_UPDATE_SHORTCUT,perm_com_majeur_launcher_permission_UPDATE_BADGE,perm_com_sonyericsson_home_permission_BROADCAST_BADGE,perm_com_huawei_android_launcher_permission_CHANGE_BADGE,perm_com_sonymobile_home_permission_PROVIDER_INSERT_BADGE,perm_android_permission_READ_APP_BADGE,perm_android_permission_READ_PHONE_STATE,perm_com_oppo_launcher_permission_WRITE_SETTINGS,intent_com_google_android_c2dm_intent_RECEIVE,n_api_calls,perm_com_google_android_c2dm_permission_RECEIVE,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_GET_TASKS,perm_me_everything_badger_permission_BADGE_COUNT_WRITE,perm_me_everything_badger_permission_BADGE_COUNT_READ,intent_com_google_android_gms_iid_InstanceID,n_urls,n_used_permissions,suspicious_Ldalvik_system_PathClassLoader_,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,n_receivers,perm_android_permission_WRITE_EXTERNAL_STORAGE,suspicious_getPackageInfo,intent_android_intent_action_MY_PACKAGE_REPLACED,intent_com_google_firebase_MESSAGING_EVENT,intent_com_google_firebase_INSTANCE_ID_EVENT,label
0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,62,9,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,23,0,1,0,0,0,0,0,13,9,0,1,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,0,0,0,39,6,1,0,7,0,1,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,19,1,0,0,0,1,1,0,37,9,1,0,5,0,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,15,1,1,0,0,0,0,0,14,6,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,23,1,0,1,0,0,0,0,176,11,0,0,6,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,15,1,1,0,0,0,0,0,37,6,0,0,4,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,19,1,0,0,0,1,1,0,19,9,1,0,4,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,18,1,0,0,0,0,0,0,74,7,1,0,5,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,13,8,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,28,1,1,0,0,0,0,0,33,16,1,0,4,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,21,0,1,0,0,0,0,0,3,9,0,0,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,0,1,1,0,69,0,1,1,1,0,0,0,202,21,1,1,18,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,34,6,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,30,0,1,0,0,0,0,0,49,9,0,1,2,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,33,1,0,0,0,1,1,1,26,11,1,0,13,1,1,0,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,15,1,0,0,0,1,1,0,19,7,1,0,10,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,14,0,1,1,1,0,0,0,11,6,0,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,0,0,0,40,5,0,0,3,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,45,1,0,0,0,0,0,1,126,12,0,0,3,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,13,1,0,1,0,1,1,0,126,10,1,0,8,0,1,1,0,1,0
1,1,1,1,1,1,0,0,0,0,0,1,28,1,0,0,1,0,0,0,32,8,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,30,0,1,1,0,0,0,0,99,9,0,0,2,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,33,5,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,18,1,0,0,0,0,0,0,5,8,0,0,4,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,15,1,1,0,0,0,0,0,24,8,1,0,7,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,0,0,0,16,6,1,0,4,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,19,4,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,19,1,1,0,0,0,0,0,59,7,0,0,5,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,4,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,19,0,1,0,1,0,0,0,31,7,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,75,6,0,0,2,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,8,9,1,0,2,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,24,10,1,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,20,1,1,0,0,0,0,0,56,7,0,0,4,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,14,7,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,9,0,1,0,0,0,0,0,26,6,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,24,1,0,0,0,0,0,0,24,9,1,0,5,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0,0,0,0,162,8,1,0,4,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,0,0,1,63,7,0,0,2,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,17,1,0,0,0,0,0,0,17,6,1,0,4,0,1,0,0,1,0
1,1,1,1,1,1,1,1,1,0,1,1,21,1,1,0,0,1,1,0,36,8,1,0,5,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,47,0,1,0,0,0,0,0,105,13,0,0,8,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,25,1,1,0,0,0,0,0,29,10,1,0,3,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,1,0,1,19,1,0,0,0,0,0,0,70,9,1,0,7,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,17,14,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,38,12,1,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,24,10,1,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,0,0,0,139,6,1,0,7,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,24,1,0,0,0,0,0,0,15,8,0,0,3,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,1,0,1,36,1,1,0,1,0,0,0,90,17,1,0,9,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,1,30,1,1,0,0,0,0,0,47,11,1,0,6,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,1,0,1,30,1,0,0,0,0,0,1,21,11,1,0,6,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,35,1,1,1,1,0,0,0,135,15,0,0,4,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,0,0,0,0,0,50,12,1,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,25,13,1,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,15,1,1,1,1,0,0,0,37,11,1,0,5,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,0,0,22,9,1,0,1,0,1,0,1,1,0
1,1,1,1,1,1,1,1,1,0,1,1,19,1,0,0,0,1,1,0,16,7,1,0,6,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,13,5,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,3,0,0,3,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,36,1,0,0,0,0,0,0,24,12,1,0,6,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,19,1,0,0,0,0,0,0,24,9,1,0,3,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,19,7,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,37,1,1,0,0,0,0,0,94,12,1,0,7,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,11,10,1,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,5,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,30,1,1,0,0,0,0,0,147,10,1,0,12,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,0,0,0,78,9,0,0,9,1,1,0,0,0,0
1,1,1,1,1,1,0,0,0,0,0,1,23,1,1,0,0,0,0,0,42,10,0,0,4,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,18,7,1,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,37,0,1,1,0,0,0,0,17,11,0,0,1,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,17,1,0,0,0,1,1,0,23,6,1,0,4,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,38,1,0,0,0,0,0,0,83,10,1,0,6,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0,0,0,0,39,9,1,0,5,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,24,13,1,0,0,0,1,0,0,0,0
1,1,1,1,1,1,0,0,0,0,0,1,53,1,1,0,0,0,0,0,13,17,1,0,5,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,0,0,0,0,0,0,26,1,1,0,1,0,0,0,59,13,1,0,3,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18,2,1,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,9,1,1,0,0,0,0,0,48,6,1,0,8,1,1,0,1,1,0
1,1,1,1,1,1,1,1,1,0,1,1,18,1,1,0,0,1,1,0,20,8,0,0,4,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,44,10,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0,0,41,0,1,1,1,0,0,0,50,12,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,38,1,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,26,1,1,1,0,0,0,0,45,15,1,0,5,0,1,0,1,0,1
0,0,0,0,0,0,0,0,0,1,0,0,38,0,1,1,1,0,0,0,98,15,0,1,4,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,22,4,1,0,5,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,16,3,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,2,8,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,18,7,1,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,20,6,0,0,2,0,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,21,1,1,0,0,1,1,0,90,10,1,0,12,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,24,0,1,0,1,0,0,0,62,10,1,0,4,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,36,10,0,1,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,26,1,0,0,0,0,0,0,29,8,1,0,4,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,47,0,1,0,0,0,0,0,105,13,0,0,8,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,22,7,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,28,1,1,0,0,0,0,0,50,14,1,0,4,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,51,0,1,1,1,0,0,0,170,16,0,1,11,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,18,1,1,0,0,1,1,0,20,8,0,0,4,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,15,1,1,0,0,0,0,0,24,6,0,0,5,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,40,0,1,1,1,0,0,0,113,13,1,0,5,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0,1,26,1,0,0,0,0,0,0,197,14,1,0,4,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,22,12,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,12,5,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,23,0,1,0,0,0,0,0,28,7,0,0,0,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,18,1,0,0,0,0,0,0,43,7,1,0,4,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,29,10,1,0,2,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,68,0,1,1,1,0,0,0,259,16,0,1,6,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,32,6,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,31,9,1,0,2,1,1,0,0,0,0
1,1,1,1,1,1,0,0,0,0,0,1,22,1,0,0,0,0,0,1,4,6,0,0,2,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,0,0,0,50,6,0,0,2,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,22,1,1,0,0,0,0,0,56,10,1,0,6,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,22,1,0,0,0,0,0,0,37,10,1,1,6,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,2,8,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,2,6,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,23,0,0,0,0,0,0,0,22,7,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,1,1,0,0,0,49,10,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,42,6,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,43,0,1,0,1,0,0,0,159,19,1,1,15,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,22,1,0,0,0,0,0,0,33,12,1,0,3,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,16,8,1,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,16,1,1,0,0,0,0,0,31,8,1,0,5,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,21,0,0,0,0,0,0,0,1,9,0,0,3,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,20,1,0,0,0,1,1,0,32,10,1,0,5,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,28,0,1,1,1,0,0,0,103,10,0,1,3,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,25,12,1,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,5,8,0,0,2,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,26,1,0,0,0,1,1,0,12,10,1,0,7,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,38,0,1,0,1,0,0,0,72,11,1,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,16,7,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,34,8,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,24,1,1,0,0,0,0,1,156,9,0,0,6,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,13,7,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,0,0,0,0,0,1,40,1,1,0,0,0,0,0,55,13,0,0,7,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,38,0,1,0,0,0,0,0,53,13,1,0,2,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,21,1,0,0,0,0,0,0,161,11,1,0,3,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,1,1,0,0,0,45,9,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,25,0,1,1,1,0,0,0,115,9,0,1,5,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,19,1,0,0,0,0,0,0,23,9,0,0,4,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,24,1,1,0,0,0,0,0,34,12,1,0,4,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,18,1,0,0,0,0,0,0,8,8,1,0,5,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,0,0,0,0,24,9,1,0,2,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,25,6,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,0,30,11,1,1,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,21,5,1,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0,1,17,1,0,1,0,0,0,0,74,10,1,0,16,1,1,1,1,1,0
1,1,1,1,1,1,1,1,1,0,1,0,25,0,0,0,0,1,1,0,77,11,1,0,4,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,18,1,0,0,0,0,0,0,13,7,1,0,4,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,20,1,1,0,0,0,0,0,80,10,1,0,8,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,19,1,0,0,0,0,0,0,64,9,1,0,5,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,22,1,0,0,0,0,0,0,34,8,1,0,6,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,34,6,1,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,19,7,0,0,0,1,1,0,0,0,0
1,1,0,0,0,0,0,0,0,1,0,1,22,1,1,0,0,0,0,0,19,8,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,16,6,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,29,1,1,0,0,0,0,0,69,10,1,0,12,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,1,0,0,0,12,9,0,0,8,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,0,0,0,0,0,33,13,1,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,2,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,10,1,1,1,0,0,0,0,59,8,1,0,10,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,28,1,0,1,0,0,0,0,39,9,1,0,3,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,19,1,1,0,0,0,0,0,25,7,1,0,4,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,25,6,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,19,1,0,0,0,0,0,0,41,8,1,0,10,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,1,0,1,16,1,1,0,0,0,0,0,6,8,1,0,6,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,9,7,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,29,1,1,0,0,1,1,0,38,10,1,0,8,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,1,0,0,0,0,30,8,1,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,18,1,0,0,0,0,0,0,21,7,1,0,4,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,24,6,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,16,5,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,21,1,1,0,0,1,1,0,66,10,1,0,4,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,14,7,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,31,1,0,0,0,0,0,0,40,13,1,0,6,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,15,1,0,0,0,0,0,0,10,5,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,21,7,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,20,10,1,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0,0,24,0,1,1,1,0,0,0,20,7,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,44,6,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,11,5,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,25,0,1,0,0,0,0,0,42,8,1,0,7,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,22,7,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,9,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,91,7,0,0,2,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,80,0,1,0,0,0,0,0,55,14,1,0,3,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,1,1,0,0,0,2,3,0,0,2,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,15,5,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,1,0,0,0,5,4,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,4,7,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,4,5,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,14,1,1,0,0,0,0,0,3,5,0,0,2,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,25,1,1,0,0,0,0,0,64,9,1,0,6,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,15,0,1,0,0,0,0,0,36,7,0,1,0,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,20,1,0,0,0,1,1,0,152,8,0,0,5,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,0,0,0,0,0,52,10,1,0,2,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,18,0,1,0,0,0,0,0,71,8,0,0,3,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,35,7,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,55,1,1,0,0,0,0,1,109,15,0,0,5,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,18,1,1,0,1,0,0,0,23,7,0,0,7,1,1,1,0,1,0
