n_api_calls,suspicious_getCellLocation,perm_android_permission_READ_PHONE_STATE,perm_android_permission_ACCESS_COARSE_LOCATION,perm_android_permission_CHANGE_WIFI_STATE,n_permissions,n_providers,perm_android_permission_GET_TASKS,perm_android_permission_ACCESS_WIFI_STATE,suspicious_getSubscriberId,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_com_google_firebase_MESSAGING_EVENT,perm_android_permission_SYSTEM_ALERT_WINDOW,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_com_google_android_c2dm_intent_RECEIVE,suspicious_Ldalvik_system_PathClassLoader_,perm_com_google_android_c2dm_permission_RECEIVE,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,perm_android_permission_ACCESS_FINE_LOCATION,n_activities,perm_android_permission_WRITE_SETTINGS,intent_android_intent_action_USER_PRESENT,n_services,intent_com_facebook_sdk_ACTION_CURRENT_ACCESS_TOKEN_CHANGED,intent_com_google_android_gms_analytics_ANALYTICS_DISPATCH,intent_android_appwidget_action_APPWIDGET_CONFIGURE,n_used_permissions,n_urls,intent_android_intent_action_MEDIA_BUTTON,n_receivers,label
14,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,17,0,0,0
18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,2,0,0,0
25,0,0,0,0,5,1,0,0,1,0,0,0,1,1,1,1,0,0,7,0,0,4,0,0,0,12,28,0,5,1
12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,19,0,0,0
20,0,0,0,0,27,3,0,0,0,0,1,0,1,1,1,1,0,0,4,0,0,11,0,0,0,9,27,0,7,0
38,0,0,1,0,15,8,0,1,0,0,1,0,1,1,1,1,0,1,49,1,0,15,1,1,0,11,64,1,11,0
45,0,0,0,0,7,1,0,1,0,0,1,0,1,1,0,1,0,0,7,0,0,9,0,0,0,13,51,0,5,0
15,0,0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,39,0,0,1,0,0,0,6,20,0,0,0
5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,36,0,0,2,0,0,0,4,20,0,2,0
16,0,1,0,0,10,0,0,1,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,7,30,0,0,0
19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,9,20,0,0,0
50,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,15,49,0,1,0
0,0,1,1,1,23,2,1,1,0,0,0,1,0,0,0,0,0,0,7,1,1,7,0,0,0,0,0,0,5,0
18,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,8,22,0,0,0
2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
29,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,29,0,0,0
70,1,1,0,1,112,2,1,1,1,1,0,1,0,0,1,0,0,1,120,1,1,30,0,0,0,20,296,0,25,0
17,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,2,0,0,0,9,13,0,2,0
22,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,7,0,0,0
2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0
17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,8,0,2,1
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,9,5,0,0,0
59,0,1,1,1,49,6,1,1,1,1,0,1,0,1,1,1,0,1,147,1,0,40,0,0,0,16,95,0,13,0
3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,3,1,0,5,0
41,0,1,1,0,34,4,0,0,0,0,1,1,1,1,1,1,1,1,27,1,0,18,1,1,0,16,183,0,9,0
18,0,1,1,1,21,1,1,1,1,0,0,1,0,0,1,0,0,1,26,1,0,2,0,0,0,7,4,0,0,0
32,1,0,0,0,27,3,0,1,1,0,1,0,1,1,1,1,1,0,16,0,0,13,0,0,0,14,54,0,6,0
13,0,0,0,0,8,1,0,0,0,0,0,0,0,1,1,1,0,0,24,0,0,2,0,0,0,7,27,0,1,0
21,0,0,0,0,9,4,0,1,0,0,0,0,0,1,1,1,1,0,27,0,0,6,0,0,0,10,84,0,3,0
48,1,1,1,1,29,0,1,1,1,1,0,1,0,0,0,0,0,1,16,1,0,2,0,0,0,14,55,0,2,0
31,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,2,0,0,0,10,33,0,1,0
37,0,1,1,1,19,3,1,1,1,0,1,1,1,1,1,1,0,1,27,0,0,7,0,0,0,14,69,0,8,0
19,0,0,0,0,5,1,0,0,0,0,1,0,1,1,1,1,0,0,10,0,0,8,0,0,0,9,72,0,5,0
21,0,1,0,0,25,1,0,0,0,0,0,0,1,1,1,1,0,0,11,0,0,9,0,1,0,7,48,0,11,0
8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,5,2,0,0,0
16,0,1,0,0,14,1,0,0,0,0,1,0,1,1,0,1,0,0,9,0,0,8,0,0,0,7,24,0,4,0
35,0,0,0,0,26,2,0,1,1,0,0,0,0,1,1,1,0,0,38,0,0,8,1,0,0,14,48,0,8,0
19,0,0,0,0,6,1,0,0,0,0,1,0,1,1,0,1,0,0,17,0,0,6,0,0,0,7,33,0,3,0
12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,5,14,0,0,0
27,0,1,0,0,6,1,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,5,0,0,0,8,26,0,5,0
39,1,1,1,1,21,4,1,1,1,0,0,1,1,1,1,1,1,1,15,0,0,4,1,0,0,14,71,0,5,0
19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,9,25,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,1,0,0,0
11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,4,10,0,0,0
15,0,0,0,0,7,1,0,0,0,0,0,0,1,1,1,1,0,0,8,0,0,3,0,0,0,6,34,0,4,0
16,0,1,0,1,19,2,1,1,1,1,0,0,1,1,0,1,0,1,15,0,1,14,0,0,0,6,72,0,9,0
16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,7,20,0,0,0
10,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0
21,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,1,44,1,0,1,0,0,0,6,17,0,1,1
36,1,1,1,1,33,1,1,1,1,1,0,1,0,0,1,0,0,1,31,0,1,21,0,0,0,10,107,0,9,0
7,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,5,19,0,0,0
34,0,1,0,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,10,27,0,0,0
24,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,8,33,0,0,0
6,0,1,1,1,100,0,1,1,1,1,0,0,0,0,1,0,0,1,72,1,1,7,0,0,0,4,3,0,3,0
31,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0,1,10,12,0,2,0
21,0,0,1,0,14,6,0,1,0,0,1,0,0,1,1,1,1,1,17,0,0,7,1,0,0,11,82,0,4,0
17,0,0,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,7,3,0,1,0
29,1,0,0,0,27,5,0,1,0,0,1,0,1,1,1,1,1,0,34,0,0,13,0,0,0,10,107,0,9,0
20,0,0,0,0,11,6,0,0,0,0,1,0,1,1,1,1,1,0,107,0,0,16,0,0,0,9,50,0,10,0
46,1,1,1,1,28,1,1,1,1,1,0,1,0,0,0,0,0,1,27,1,0,6,0,0,0,13,40,0,2,0
14,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1,1,0,1,11,0,0,1,0,0,0,6,31,0,1,0
61,1,0,1,0,17,0,0,1,1,0,0,0,0,0,0,0,0,1,44,0,0,2,0,0,0,16,76,0,0,0
38,1,1,1,1,34,0,1,1,1,1,0,1,0,0,0,0,0,1,2,1,1,6,0,0,0,10,25,0,7,0
5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,7,0,0,0
13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,13,0,0,0
42,1,1,1,0,16,1,0,1,1,0,0,0,0,1,0,1,0,1,13,0,0,2,0,0,0,10,139,0,1,0
30,1,0,0,0,6,0,0,1,1,0,0,0,0,0,1,0,0,1,9,0,0,2,0,0,0,12,30,0,0,0
12,0,0,0,0,8,1,0,0,0,0,1,0,1,1,1,1,0,0,2,0,0,5,0,0,0,6,14,0,3,0
15,0,0,0,0,9,2,0,0,0,0,1,0,1,1,1,1,0,0,9,0,0,11,0,0,0,7,63,0,5,0
18,0,0,0,0,27,0,0,1,0,0,0,0,0,1,0,1,0,0,12,0,0,8,0,0,0,8,20,0,4,0
10,0,0,0,0,8,4,0,0,0,0,0,0,1,1,1,1,1,0,11,0,0,4,0,0,0,7,43,0,3,0
24,0,0,0,0,24,1,0,0,0,0,0,0,0,1,1,1,0,0,10,0,0,10,0,0,0,10,17,0,5,0
24,0,1,0,0,12,2,0,0,0,0,0,0,1,1,1,1,1,0,7,0,0,5,0,0,0,9,34,0,4,0
10,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,42,0,0,0
18,1,1,1,0,11,1,0,1,1,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,9,5,0,2,0
23,0,0,0,0,24,1,0,0,0,0,0,0,1,1,1,1,0,0,14,0,0,7,0,0,0,9,49,0,9,0
18,0,1,1,0,8,0,0,1,0,0,0,0,0,0,1,0,0,1,12,0,0,1,0,0,0,7,29,0,0,0
23,0,0,0,0,10,1,0,0,0,0,0,0,0,1,0,1,0,0,20,0,0,2,0,0,0,8,34,0,3,0
18,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,7,15,0,0,0
21,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,8,22,0,0,0
13,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,1,0,0,0,6,30,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0
29,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,2,0,0,0,10,65,0,0,0
46,0,0,0,0,10,1,0,1,0,0,0,0,0,1,1,1,0,0,5,0,0,3,0,0,0,13,18,0,3,0
5,0,1,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,5,1,0,1,0
8,0,1,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,32,0,0,0
17,0,1,0,0,11,2,0,0,0,0,0,0,0,1,0,1,0,1,28,0,0,2,0,0,0,8,29,0,2,0
20,0,0,1,0,12,1,0,1,0,0,0,0,1,1,1,1,0,1,16,0,0,7,0,0,0,7,13,0,5,0
34,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,39,0,0,0
33,1,0,0,0,4,1,0,1,0,0,0,0,0,0,1,0,0,0,6,0,0,3,0,0,0,13,35,0,1,0
21,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,19,0,1,0
38,1,1,0,0,16,13,1,1,1,0,1,0,1,1,1,1,1,0,65,0,0,18,0,0,0,14,111,0,20,1
15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,14,0,0,0
5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,1,0,0,17,0,0,2,0,0,0,4,49,0,2,0
44,1,1,1,1,45,7,1,1,1,1,0,1,0,0,0,0,0,1,99,1,1,17,0,0,0,16,253,0,10,0
14,0,1,0,0,20,0,1,0,0,0,0,1,0,0,0,0,0,1,28,0,1,4,0,0,0,8,10,0,3,0
16,0,0,0,1,18,1,0,1,0,0,0,1,1,1,1,1,0,0,20,1,1,13,0,0,0,9,135,0,15,0
15,0,0,0,0,8,1,0,0,0,0,0,0,1,1,0,1,0,0,5,0,0,2,0,0,0,7,4,0,9,0
18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,7,16,0,0,0
26,0,0,0,0,7,2,0,0,0,0,1,0,1,1,1,1,1,0,16,0,0,5,0,0,0,10,56,0,2,1
20,0,1,1,0,15,0,0,1,0,0,0,0,0,0,0,0,0,1,12,0,0,1,0,0,0,9,12,0,2,0
21,0,0,0,0,27,0,0,1,0,0,0,0,0,1,0,1,0,0,12,0,0,8,0,0,0,10,20,0,4,0
26,1,1,1,0,17,2,0,1,1,0,1,0,1,1,1,1,0,1,54,0,0,13,0,0,0,10,158,0,9,0
23,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,19,0,1,0
13,0,1,1,0,20,0,1,1,0,1,0,1,0,0,0,0,0,1,3,1,0,2,0,0,0,5,0,0,0,0
20,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,9,28,0,0,0
18,0,1,1,0,14,0,0,0,0,0,0,0,0,0,0,1,0,1,35,0,0,2,0,0,0,5,45,0,1,0
18,0,0,0,0,27,3,0,0,0,0,1,0,1,1,1,1,0,0,19,0,0,8,0,0,0,8,366,0,5,0
27,0,0,0,0,5,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,13,50,0,0,0
16,0,0,0,0,13,0,0,0,0,0,0,0,0,1,1,1,0,0,3,0,0,3,0,0,0,5,3,0,2,0
29,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,34,0,0,3,0,0,0,10,45,0,1,0
10,0,0,0,0,11,0,0,1,1,0,0,0,0,0,1,0,0,0,56,0,0,3,0,0,0,9,189,0,1,1
19,0,0,0,0,5,1,0,0,0,0,1,0,1,1,1,1,0,0,6,0,0,5,0,0,0,7,33,0,4,0
13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,6,17,0,0,0
12,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,0,0,0,5,14,0,3,0
20,0,1,0,0,7,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,8,16,0,0,0
18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,7,19,0,0,0
3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0
17,0,0,0,0,10,2,0,0,1,0,0,0,0,1,0,1,0,1,14,0,0,4,0,1,0,8,71,0,8,0
3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0
33,1,1,1,1,21,3,0,1,0,0,1,0,1,1,1,1,0,1,154,0,0,82,0,1,0,14,262,0,7,0
22,0,0,0,0,5,2,0,0,0,0,1,0,1,1,1,1,0,0,2,0,0,5,0,0,0,9,26,0,3,0
17,0,1,1,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8,3,0,0,0
32,0,0,0,0,24,3,0,0,0,0,1,0,1,1,1,1,1,0,24,0,0,11,1,0,0,14,36,0,6,0
13,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,4,0,0,0,6,3,0,4,0
46,1,1,1,0,10,2,0,1,0,0,0,0,0,0,0,0,0,1,38,0,0,6,0,0,0,14,98,0,4,1
46,0,1,1,0,27,0,0,1,0,0,0,1,0,1,0,1,0,1,7,0,0,6,0,0,0,14,57,1,7,1
15,0,1,1,0,17,0,0,1,0,0,0,0,0,1,0,1,0,1,7,0,0,2,0,0,0,7,19,0,4,0
16,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,7,33,0,0,0
26,0,1,0,0,15,0,1,1,1,0,0,1,0,0,0,0,0,0,7,0,0,2,0,0,0,10,19,0,0,0
18,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,0,0,0
39,0,0,1,0,14,5,0,1,0,0,1,0,1,1,1,1,0,1,76,0,0,18,0,1,0,12,107,0,11,0
18,0,1,0,0,14,1,0,0,0,0,0,0,1,1,1,1,0,0,8,1,0,4,0,0,0,7,34,0,5,0
20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,11,23,0,0,0
17,0,1,0,0,11,7,0,0,0,0,1,0,1,1,1,1,1,0,31,0,0,11,1,0,0,9,32,0,5,0
18,0,0,0,0,6,3,0,0,0,0,0,0,0,1,1,1,0,0,47,0,0,13,0,0,0,8,95,0,4,0
14,0,0,0,0,17,3,0,1,0,0,0,0,1,1,1,1,1,0,29,0,0,15,0,1,0,7,70,0,12,0
20,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,9,34,0,0,0
19,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,9,8,0,0,1
15,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,1,0,0,0,7,29,0,0,0
25,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,22,0,0,0
5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0
55,1,1,1,1,16,2,1,1,1,0,0,1,0,0,0,0,0,1,52,0,1,28,0,0,0,13,131,0,29,0
21,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,7,1,0,1,0
20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,24,0,0,0,0,0,0,11,20,0,0,0
8,0,1,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,32,0,0,0
26,1,1,1,0,17,2,0,1,1,0,1,0,1,1,1,1,0,1,53,0,0,13,0,0,0,10,174,0,9,0
29,0,1,1,1,20,1,0,1,0,0,0,0,0,1,1,1,1,1,19,0,0,6,0,0,0,18,37,0,5,0
43,1,0,1,0,9,2,0,1,0,0,0,0,0,0,1,0,0,1,13,0,0,7,0,1,0,12,63,0,4,0
46,1,1,1,0,14,2,0,1,0,0,0,0,0,1,0,1,0,1,38,0,0,6,0,0,0,14,98,0,4,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,1,0,0,0
19,0,0,0,0,5,1,0,0,0,0,0,0,1,1,1,1,0,0,5,0,0,3,0,0,0,9,26,0,4,0
20,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,33,0,0,0
22,1,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,35,0,0,0
11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,13,0,0,0
20,0,0,0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,2,0,0,0,11,36,0,0,0
8,0,1,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,32,0,0,0
12,0,0,1,0,9,0,0,0,0,0,0,0,0,1,1,1,0,1,3,0,0,3,0,0,0,5,3,0,2,0
34,0,0,0,0,4,1,0,1,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,15,54,0,0,0
19,0,0,1,0,21,1,0,0,0,0,1,0,1,1,1,1,0,1,11,0,0,7,0,0,0,8,24,0,4,0
28,0,1,1,0,16,0,0,1,0,0,0,1,0,0,1,0,0,1,3,0,0,4,0,0,0,12,9,0,0,0
21,0,0,0,0,6,2,0,0,0,0,0,0,1,1,1,1,1,0,3,0,0,4,0,0,0,10,37,0,3,0
30,0,1,0,1,10,0,0,1,1,0,0,0,0,0,0,0,0,1,13,0,0,1,0,0,0,9,49,0,2,0
15,0,1,0,0,12,1,0,0,0,1,1,0,1,1,1,1,0,0,16,1,0,7,0,0,0,7,23,0,4,0
33,0,0,0,0,6,3,0,1,0,0,0,0,0,0,1,0,0,0,21,0,0,0,1,0,0,13,65,0,2,0
34,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,47,0,1,0
42,0,0,0,0,11,0,0,1,0,0,0,0,0,1,0,1,0,0,7,1,0,1,0,0,0,13,52,0,1,0
26,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,10,1,0,0,0
26,1,0,0,0,11,5,0,0,0,0,0,0,1,1,1,1,1,0,25,0,0,6,0,0,1,10,53,0,10,0
38,0,1,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,34,0,0,0
18,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,10,0,0,0,6,18,0,1,0
31,0,0,0,0,20,1,0,1,0,0,0,0,0,1,1,1,0,0,11,0,0,9,0,0,0,14,121,0,7,0
47,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,42,0,0,4,0,1,1,13,105,1,8,0
29,0,0,1,0,14,3,0,1,0,0,1,0,0,1,1,1,0,1,14,0,0,8,0,0,0,11,34,1,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,11,0,0,0
17,0,0,0,0,10,1,0,1,0,0,0,0,0,1,0,1,0,0,14,0,0,2,0,0,0,6,12,0,3,0
23,0,0,1,1,27,4,0,1,0,0,0,1,0,0,1,0,0,1,28,1,0,18,1,1,0,13,88,0,24,0
23,0,0,0,0,9,3,0,0,0,0,1,0,1,1,1,1,1,0,23,0,0,11,0,1,0,8,42,0,5,0
59,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,16,75,0,0,0
14,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,6,30,0,0,0
22,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,9,24,0,0,0
17,0,1,0,0,16,1,0,0,0,0,1,0,1,1,0,1,0,0,4,0,1,6,0,0,0,8,5,0,11,0
26,1,1,1,0,17,2,0,1,1,0,1,0,1,1,1,1,0,1,53,0,0,13,0,0,0,10,174,0,9,0
14,0,0,0,0,6,3,0,0,0,0,1,0,1,1,1,1,0,0,19,0,0,5,0,0,0,9,56,0,4,0
21,0,0,0,0,23,0,0,0,0,0,0,0,0,1,1,1,0,0,4,0,0,9,0,0,0,11,33,0,5,1
18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,9,22,0,0,0
26,0,0,0,0,27,4,0,1,0,0,1,0,1,1,1,1,1,0,26,0,0,14,0,0,0,13,73,0,7,0
13,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,2,0,0,0
7,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,5,50,0,3,0
18,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,7,23,0,0,0
30,0,0,1,0,9,1,0,0,0,0,0,0,1,1,1,1,0,0,8,0,0,5,0,0,0,8,35,0,4,0
10,0,0,0,0,9,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,4,3,0,0,0
18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0
40,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,1,0,0,40,0,0,9,0,0,0,11,121,0,3,0
58,1,1,1,1,32,2,0,1,1,0,1,1,1,1,1,1,0,1,64,0,1,30,0,0,0,19,171,0,24,0
24,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,1,0,0,0
10,0,0,0,0,6,2,0,0,0,0,0,0,1,1,1,1,1,0,5,0,0,4,0,0,0,9,29,0,3,0
19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,9,20,0,0,0
18,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,6,7,0,0,0
28,0,0,0,0,17,10,0,1,0,0,1,0,1,1,1,1,0,0,45,0,0,20,0,0,0,11,31,0,10,0
28,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,2,0,0,0,10,63,0,1,0
14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0
17,0,0,0,0,11,3,0,0,0,0,0,0,0,1,1,1,1,0,6,0,0,6,0,0,0,10,35,1,5,0
21,0,0,0,0,5,1,0,0,0,0,0,0,1,1,1,1,0,0,5,0,0,3,0,0,0,9,30,0,3,0
17,0,0,0,0,6,1,0,0,0,0,0,0,1,1,1,1,0,0,11,0,0,4,0,0,0,6,20,0,4,0
6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,5,34,0,0,0
23,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,10,25,0,0,0
21,1,0,1,0,8,1,0,1,0,0,0,0,0,0,0,0,0,1,5,1,0,2,0,0,0,10,11,0,0,0
21,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,1,2,0
28,0,1,1,0,20,1,1,1,0,0,1,0,1,1,1,1,0,1,6,0,0,7,0,0,0,12,17,1,9,0
46,1,1,1,1,35,4,1,1,1,0,0,1,0,0,0,0,0,1,52,0,0,14,0,0,0,17,120,0,8,1
33,0,0,1,0,15,2,0,0,0,0,0,0,0,1,1,1,1,1,52,0,0,6,1,0,0,14,94,0,6,0
58,1,0,0,0,6,1,0,1,1,0,0,0,0,0,1,0,0,0,9,0,0,3,0,0,0,22,91,0,1,0
18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,7,21,0,0,0
15,0,0,0,0,10,2,0,0,0,0,1,0,1,1,1,1,0,0,33,0,0,4,0,0,0,7,7,0,2,0
