intent_android_intent_action_PACKAGE_ADDED,n_urls,n_api_calls,perm_android_permission_ACCESS_WIFI_STATE,suspicious_Ljava_lang_System___loadLibrary,suspicious_Ljava_lang_System___load,perm_android_permission_WRITE_EXTERNAL_STORAGE,n_permissions,n_used_permissions,suspicious_Ldalvik_system_PathClassLoader_,n_activities,n_services,n_providers,suspicious_getSimCountryIso,intent_com_android_vending_INSTALL_REFERRER,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_google_android_c2dm_intent_RECEIVE,perm_com_android_vending_BILLING,perm_android_permission_VIBRATE,perm_android_permission_READ_EXTERNAL_STORAGE,intent_com_google_firebase_INSTANCE_ID_EVENT,suspicious_Ljava_lang_Runtime___exec,suspicious_system_bin_su,intent_android_intent_action_BOOT_COMPLETED,perm_android_permission_RECEIVE_BOOT_COMPLETED,n_receivers,suspicious_Ldalvik_system_DexClassLoader_,suspicious_getDeviceId,perm_android_permission_ACCESS_NETWORK_STATE,suspicious_getExternalStorageDirectory,label
0,36,17,1,0,0,0,3,7,1,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,42,19,0,0,0,1,6,10,1,19,5,2,0,1,1,1,0,0,0,1,0,0,0,0,3,1,1,1,1,0
0,44,20,0,0,0,1,4,10,1,10,3,1,1,1,0,0,0,0,1,0,0,0,0,0,2,1,1,1,1,0
0,46,19,0,0,0,1,5,9,1,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0
0,38,16,0,0,0,0,2,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,42,16,0,0,0,0,5,7,0,12,9,1,0,0,1,1,0,0,0,1,0,0,0,0,4,1,1,1,1,0
0,40,18,0,0,0,1,6,7,1,11,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0
0,37,17,0,0,0,0,6,8,0,12,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,36,15,0,1,1,0,2,6,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,44,10,0,1,1,0,5,8,1,15,5,2,0,1,0,1,0,1,0,1,0,0,0,1,3,1,1,1,1,0
0,42,22,0,0,0,1,2,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
0,36,16,1,0,0,1,5,6,1,18,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,42,16,0,0,0,0,2,7,1,7,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,42,12,0,0,0,1,4,5,0,11,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0
0,42,17,1,1,1,1,5,6,0,10,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0
0,42,22,0,0,0,1,2,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
0,44,22,0,1,1,1,4,8,1,16,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1
0,35,17,0,0,0,0,2,8,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,36,15,1,0,0,1,5,6,1,12,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,41,13,1,0,0,1,5,5,0,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
0,39,10,0,0,0,0,2,5,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,45,20,1,0,0,1,6,8,0,13,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
0,36,15,1,0,0,1,5,6,1,13,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,35,16,0,0,0,1,2,8,0,13,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
1,42,21,0,1,1,0,4,10,1,17,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0
0,44,15,0,0,0,1,5,6,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0
0,43,23,0,0,0,0,2,7,1,16,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
0,45,15,0,1,1,0,4,6,0,20,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0
0,39,18,0,0,0,1,6,7,1,11,2,2,0,1,1,1,0,0,0,1,0,0,0,0,4,1,1,1,1,0
0,44,12,0,1,1,0,4,5,0,19,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0
1,42,20,1,1,1,1,5,8,1,19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0
0,39,13,1,0,0,1,5,5,0,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
0,40,21,0,1,1,1,4,9,1,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
0,42,15,0,0,0,0,6,6,1,17,7,1,0,1,1,1,1,0,0,1,0,0,0,0,6,0,1,1,1,1
0,42,18,1,0,0,1,5,8,1,9,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
1,44,20,1,1,1,1,5,9,1,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0
0,42,22,0,0,0,0,3,9,1,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
0,40,18,0,1,1,0,6,7,1,10,4,1,0,1,1,1,0,1,0,1,0,0,0,0,4,1,1,1,1,0
0,35,18,0,0,0,0,3,7,1,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
0,40,17,0,0,0,0,5,9,0,10,7,1,0,0,1,1,0,0,0,1,0,0,0,0,3,1,1,1,1,0
0,38,15,1,0,0,0,3,6,1,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,40,17,0,0,0,0,5,9,0,10,7,1,0,0,1,1,0,0,0,1,0,0,0,0,3,1,1,1,1,0
1,43,21,1,1,1,1,5,9,1,17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0
0,38,15,1,0,0,0,3,6,1,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,38,17,0,0,0,0,3,7,1,9,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
0,37,12,0,0,0,0,3,5,0,15,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
0,37,13,0,0,0,0,6,7,1,16,6,2,0,1,1,1,0,1,0,1,0,0,0,0,3,1,1,1,1,0
0,49,17,0,0,0,0,2,7,1,11,4,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0
0,42,13,1,0,0,1,8,6,0,16,4,1,0,0,0,0,0,1,1,0,0,0,1,1,4,1,1,1,1,1
0,38,16,0,0,0,0,6,8,1,19,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0
0,38,17,0,0,0,0,3,7,1,9,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
0,41,20,1,0,0,0,5,9,1,20,2,1,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1,1,1,0
0,35,18,0,0,0,0,3,7,1,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
0,38,15,1,0,0,0,3,6,1,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,38,17,0,0,0,0,3,7,1,9,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
0,41,23,0,1,1,0,3,9,1,15,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,35,15,1,0,0,0,3,6,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,35,18,0,0,0,0,3,7,1,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
0,40,21,0,0,0,0,5,11,1,13,3,2,0,1,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,0
0,36,16,1,0,0,1,4,7,0,11,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
0,36,15,1,0,0,1,5,7,1,16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,40,17,0,0,0,1,9,7,0,17,3,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0
0,43,12,1,1,1,0,6,5,0,17,3,1,0,1,1,1,0,0,0,1,0,0,0,0,5,1,1,1,1,0
0,40,17,0,0,0,0,3,7,1,8,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
0,41,13,0,0,0,1,8,6,0,16,1,1,0,0,0,0,0,1,1,0,0,0,1,1,2,1,1,1,1,1
0,43,18,0,0,0,1,8,7,0,14,7,1,0,0,1,1,0,0,1,1,0,0,0,0,3,1,1,1,1,0
0,39,19,0,1,1,1,6,10,1,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0
0,43,18,0,0,0,1,8,7,0,14,7,1,0,0,1,1,0,0,1,1,0,0,0,0,3,1,1,1,1,0
0,36,15,1,0,0,1,5,6,1,16,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,39,17,1,0,0,1,8,7,0,18,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
0,41,13,0,0,0,1,8,6,0,16,1,2,0,0,0,0,0,1,1,0,0,0,1,1,2,1,1,1,1,1
0,45,10,0,1,1,0,5,8,1,15,5,2,0,1,0,1,0,1,0,1,0,0,0,1,3,1,1,1,1,0
0,38,22,1,0,0,0,3,8,1,13,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
0,49,17,0,0,0,0,3,7,1,19,4,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0
0,36,16,1,0,0,1,5,6,1,18,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,36,15,1,0,0,1,6,6,1,15,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,38,10,0,1,1,1,4,7,1,14,2,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0
0,45,16,0,1,1,0,3,7,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
0,38,14,1,1,1,1,7,6,0,12,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
0,38,18,0,0,0,0,4,7,0,9,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,41,18,0,0,0,0,8,7,1,14,7,1,0,1,1,1,1,1,0,1,0,0,0,1,4,1,1,1,1,0
0,35,16,0,0,0,1,2,7,0,12,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
0,38,12,0,0,0,0,5,5,0,18,2,1,0,0,1,0,0,0,0,0,0,0,1,1,3,1,1,1,1,0
1,43,20,0,1,1,1,7,8,1,17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0
0,36,19,0,1,1,0,5,7,1,16,2,1,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,1,1,0
0,38,22,0,1,1,0,2,9,1,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,42,16,0,0,0,0,5,7,0,11,9,1,0,0,1,1,0,0,0,1,0,0,0,0,4,1,1,1,1,0
0,35,16,0,0,0,1,2,7,0,12,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
1,42,19,1,1,1,1,5,10,1,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
0,35,16,0,0,0,1,2,8,0,12,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
0,40,15,0,1,1,1,8,6,0,14,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0
0,45,20,0,0,0,1,6,9,1,15,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1
0,35,16,0,0,0,1,2,8,0,12,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
1,35,16,0,1,1,1,3,6,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,45,14,1,0,0,0,5,6,0,9,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,36,17,0,1,1,0,5,7,0,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
0,40,12,0,0,0,0,3,5,0,20,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
0,37,17,0,1,1,1,5,8,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0
0,35,16,0,0,0,1,2,8,0,12,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
0,43,13,0,0,0,1,8,6,0,17,1,2,0,0,0,0,0,1,1,0,0,0,1,1,2,1,1,1,1,0
0,41,17,1,1,1,1,7,7,1,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0
0,42,12,1,1,1,1,5,5,0,11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0
0,44,13,1,0,0,1,5,8,0,9,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
0,46,20,0,0,0,1,5,11,1,14,2,3,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0
1,43,20,1,1,1,1,6,9,0,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0
0,36,17,1,0,0,1,5,8,1,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,38,12,1,0,0,0,5,5,0,11,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,42,18,0,0,0,1,6,7,1,12,7,2,0,1,1,1,0,0,0,1,0,0,0,0,6,1,1,1,1,0
0,40,21,1,1,1,1,6,9,1,12,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0
0,41,21,0,1,1,1,6,10,1,12,3,1,0,1,1,1,0,0,0,1,0,0,0,0,3,1,1,1,1,1
0,47,17,0,0,0,1,4,6,0,18,2,1,0,0,0,0,0,0,0,0,0,0,1,1,5,0,1,1,1,0
0,46,20,0,0,0,1,5,11,1,14,2,3,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0
0,44,13,1,1,1,1,6,6,0,19,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0
0,40,17,1,0,1,0,6,9,1,10,1,0,0,1,0,0,0,0,0,0,1,0,1,1,3,1,1,1,1,0
0,42,17,0,0,0,0,2,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,37,20,0,0,0,0,5,10,1,12,4,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0
0,47,19,0,1,1,1,5,9,1,16,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
0,37,20,0,0,0,0,5,10,1,12,4,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0
1,46,20,0,1,1,1,3,11,1,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,43,17,1,1,1,1,7,7,0,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0
0,39,10,1,0,0,0,6,6,1,13,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1
0,39,16,1,0,0,1,5,7,1,10,9,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,36,20,0,1,1,0,4,8,1,13,2,0,1,0,0,0,1,0,0,0,0,1,0,0,2,1,1,1,1,0
0,37,18,0,1,1,1,7,7,1,16,1,1,0,0,0,0,0,1,1,0,0,0,1,1,2,1,1,1,1,0
0,43,19,1,1,1,0,7,11,1,14,5,1,0,1,1,1,1,1,0,1,0,0,0,0,4,1,1,1,1,0
0,46,14,0,0,0,0,5,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
0,37,19,0,0,0,0,5,9,1,11,3,2,0,1,1,1,0,0,0,1,0,0,0,0,3,1,1,1,1,0
0,40,23,1,0,0,0,3,9,1,12,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
0,36,17,0,1,1,1,4,9,0,14,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
1,44,11,1,1,1,1,4,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,37,17,1,0,0,1,5,7,1,15,10,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,44,12,0,0,0,1,6,5,0,11,2,2,0,0,1,1,0,0,0,1,0,0,0,0,3,1,1,1,1,1
0,45,11,1,0,0,1,7,8,0,14,5,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,1,0
0,45,11,1,0,0,1,7,8,0,14,5,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,1,0
0,40,15,0,1,1,1,7,6,0,11,3,1,1,1,1,1,0,0,0,1,0,0,1,0,5,1,1,1,1,0
0,35,17,0,1,1,1,3,9,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,42,11,0,1,1,1,7,5,0,16,2,0,1,0,0,0,0,0,0,0,0,0,1,1,3,1,1,1,1,0
0,45,11,1,0,0,1,7,8,0,14,5,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,1,0
0,41,12,0,1,1,1,7,6,1,15,7,4,0,1,1,1,0,0,1,1,0,0,0,0,3,1,1,1,1,0
0,45,11,1,0,0,1,7,8,0,14,5,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,1,0
0,40,17,1,0,0,0,3,7,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
1,46,21,0,1,1,1,4,9,1,14,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0
0,45,11,1,0,0,1,7,8,0,14,5,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,1,0
0,37,12,0,0,0,0,4,5,0,19,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,45,11,1,0,0,1,7,8,0,14,5,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,1,1
0,40,22,0,0,0,0,5,9,1,18,3,1,0,1,1,1,0,0,0,1,0,0,0,0,4,1,1,1,1,0
0,37,14,0,0,0,0,2,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,38,17,0,0,0,0,2,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
0,46,19,0,0,0,0,6,9,1,16,7,2,1,1,1,1,1,0,0,1,0,0,0,0,5,1,1,1,1,1
0,38,15,0,0,0,1,7,9,1,12,5,4,0,1,1,1,0,0,1,0,0,0,0,0,3,1,1,1,1,1
0,40,19,0,0,0,1,8,9,1,14,6,1,0,1,1,1,0,0,1,1,1,0,0,0,4,1,1,1,1,0
0,38,17,0,0,0,0,2,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,38,17,0,0,0,0,2,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,35,16,0,0,0,1,4,8,1,11,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,45,19,0,0,0,0,8,9,1,15,6,1,1,1,1,1,0,0,1,1,0,0,0,0,4,1,1,1,1,0
0,42,21,1,1,1,1,7,11,1,14,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0
0,37,19,0,0,0,0,5,10,1,11,4,1,0,1,1,1,0,0,0,1,0,0,0,0,3,1,1,1,1,0
0,48,16,0,0,0,0,7,7,0,16,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,39,12,1,1,1,0,6,6,1,12,6,3,1,1,1,1,0,0,0,0,0,0,0,0,4,1,1,1,1,0
0,46,22,0,0,0,0,3,9,0,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,36,17,1,0,0,1,5,8,1,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,46,14,0,1,1,1,7,9,1,12,5,3,0,1,1,1,0,0,1,0,0,0,0,0,3,1,1,1,1,0
0,35,15,0,0,0,0,5,6,1,15,5,1,0,1,1,1,0,0,0,1,0,0,0,0,4,0,1,1,1,0
1,42,20,0,1,1,1,6,11,1,17,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0
0,35,16,1,0,0,1,5,8,1,13,3,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,1,1,1,0
0,42,20,0,1,1,1,4,10,1,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,45,22,0,1,1,1,4,8,1,17,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0
0,43,18,0,0,0,1,9,7,1,14,5,3,0,1,1,1,1,0,1,1,0,0,0,0,4,1,1,1,1,0
0,36,16,1,0,0,1,4,8,0,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
0,40,15,1,0,0,1,5,7,1,8,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,47,11,0,1,1,0,3,6,1,16,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0
0,37,15,0,0,0,1,6,6,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
0,45,18,1,1,1,1,4,7,0,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
0,39,19,0,0,0,1,4,7,1,8,2,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1
0,41,19,0,0,0,1,9,6,0,14,2,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0
0,49,17,0,0,0,0,3,7,1,10,4,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0
0,38,18,1,0,0,0,6,7,1,10,5,1,0,1,1,1,0,0,0,1,0,0,0,0,4,1,1,1,1,0
0,41,19,1,0,0,0,8,9,1,11,3,1,0,1,1,1,1,0,0,1,0,0,0,0,3,1,1,1,1,0
0,46,12,1,1,1,0,4,7,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
0,45,16,1,1,1,0,8,7,0,14,2,1,0,1,1,1,0,0,0,1,0,0,0,0,5,1,1,1,1,0
0,46,12,1,1,1,0,4,7,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
0,36,18,0,1,1,0,5,9,0,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
0,38,13,1,1,1,0,6,6,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0
0,45,19,0,0,0,1,6,9,1,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0
0,40,15,1,0,0,1,5,7,1,8,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,40,19,0,0,0,0,2,10,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,39,18,0,0,0,1,6,7,1,21,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
0,36,16,1,1,1,1,7,7,0,14,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1
0,36,16,1,1,1,1,7,7,0,14,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1
0,45,19,0,1,1,1,8,9,1,17,3,2,0,1,1,1,0,0,1,1,1,0,0,0,3,1,1,1,1,0
0,38,16,1,1,1,1,7,8,0,10,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0
0,42,12,0,1,1,0,7,5,0,14,7,1,0,0,1,1,1,1,0,1,0,0,0,0,4,1,1,1,1,0
0,46,15,0,0,0,0,5,6,0,9,2,1,0,0,1,1,0,0,0,1,0,0,0,0,3,1,1,1,1,0
0,38,18,1,0,0,0,7,7,0,11,2,1,0,0,1,1,0,0,0,1,0,0,0,0,3,1,1,1,1,0
0,36,16,1,1,1,1,7,7,0,14,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0
0,38,17,1,0,0,0,3,7,1,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,42,13,0,0,0,1,8,7,1,15,7,2,0,1,1,1,0,0,1,1,0,0,0,0,5,1,1,1,1,0
0,44,11,0,1,1,1,7,5,0,16,2,0,1,0,0,0,0,0,0,0,0,0,1,1,3,1,1,1,1,1
0,40,15,1,0,0,1,5,7,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,43,23,0,1,1,0,4,9,1,16,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0
0,44,18,0,0,0,0,5,7,1,10,6,2,0,1,1,1,0,0,0,1,0,0,0,0,6,1,1,1,1,1
0,36,19,0,0,0,0,6,8,1,13,4,1,1,1,1,1,1,0,0,1,0,0,0,0,4,1,1,1,1,0
0,49,18,0,1,1,0,3,10,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,38,17,0,0,0,0,3,7,1,8,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
0,38,15,1,0,0,0,3,6,1,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,44,20,0,0,0,1,3,9,1,8,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,44,19,0,1,1,0,2,10,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,38,18,0,1,1,1,7,7,1,19,1,1,0,0,0,0,0,1,1,0,0,0,1,1,2,1,1,1,1,0
0,35,18,0,0,0,0,2,9,1,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,40,21,1,0,0,1,6,8,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0
0,38,15,1,0,0,0,3,6,1,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,38,15,1,0,0,0,3,6,1,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,44,20,0,0,0,1,3,9,1,8,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,40,12,0,1,1,1,8,8,1,14,3,2,0,1,1,1,1,1,0,1,0,0,0,0,4,1,1,1,1,0
0,43,23,0,0,0,0,2,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,37,17,1,1,1,1,6,8,1,12,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0
0,38,19,1,1,1,1,8,9,1,15,2,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,1
