intent_com_yandex_metrica_IMetricaService,intent_android_intent_action_PACKAGE_ADDED,suspicious_getCellLocation,intent_ACTION_TAPCORE_SYNC,suspicious_system_bin_su,suspicious_getCellSignalStrength,perm_android_permission_READ_PHONE_STATE,intent_ACTION_TAPCORE_MESSAGE,intent_android_intent_action_DATA_SMS_RECEIVED,suspicious_setWifiEnabled,intent_com_inmobi_share_id,perm_android_permission_SET_WALLPAPER,intent_android_intent_action_PACKAGE_INSTALL,n_providers,intent_android_net_conn_CONNECTIVITY_CHANGE,suspicious_getSubscriberId,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,perm_com_samsung_android_providers_context_permission_WRITE_USE_APP_FEATURE_SURVEY,suspicious_Landroid_telephony_SmsMessage___getMessageBody,perm_android_permission_BROADCAST_STICKY,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_RECEIVE_SMS,n_services,intent_com_google_firebase_MESSAGING_EVENT,perm_android_permission_CHANGE_WIFI_STATE,perm_com_google_android_gms_permission_ACTIVITY_RECOGNITION,perm_com_google_android_c2dm_permission_RECEIVE,n_urls,n_activities,n_receivers,label
0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,9,1,0,0,1,68,50,16,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,1,86,34,6,1
0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,8,0,0,0,1,74,54,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,70,44,12,0
0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,9,1,0,0,1,75,56,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,68,48,11,0
0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,78,44,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,68,48,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,68,48,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,68,48,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,1,0,0,1,71,49,10,0
0,0,0,0,1,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,1,0,0,1,88,50,6,1
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,1,0,0,1,68,48,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,69,42,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,1,76,61,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,1,0,0,1,70,49,11,0
0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,1,0,0,1,68,48,12,1
0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,1,0,0,1,68,48,12,0
0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,1,0,0,1,68,48,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,1,0,0,1,70,50,8,0
0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,80,35,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,68,48,11,0
0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,80,35,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,1,71,38,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,1,92,47,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,1,92,47,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,1,92,47,3,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,1,0,0,1,81,37,3,0
1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,1,66,41,6,1
1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,1,66,41,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,1,92,48,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,1,92,48,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,1,0,0,1,85,38,7,0
1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,5,0,0,0,1,74,49,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,15,1,0,0,1,67,41,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,1,65,41,8,0
0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,1,0,0,1,71,50,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,1,92,47,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,1,92,47,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,1,92,47,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,1,92,47,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,1,92,47,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,1,92,47,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,1,92,47,3,0
0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,86,49,10,0
0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,4,0,1,0,0,72,50,5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,1,82,37,3,0
0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,67,47,11,0
0,0,0,0,0,1,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,8,1,0,0,1,85,46,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,1,65,48,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,0,0,1,64,46,3,0
0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,13,1,0,0,1,84,41,5,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,1,87,37,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,14,1,1,0,1,83,48,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,9,0,0,0,1,89,38,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,1,68,36,3,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,1,84,35,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,1,0,0,1,80,53,8,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12,1,0,0,1,77,34,4,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,17,1,0,0,1,75,44,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,1,92,47,3,0
0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,86,35,2,0
0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,66,42,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,1,0,0,1,79,57,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,76,34,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,1,65,40,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,65,47,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,1,0,0,1,87,38,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,67,47,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,1,0,0,1,65,41,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,1,89,35,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,11,1,0,0,1,73,35,5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,15,1,0,0,1,76,45,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,67,47,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,11,1,0,0,1,73,35,5,0
0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,1,0,0,1,77,43,4,0
0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,65,47,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,65,47,11,0
0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,65,47,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,65,47,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,1,74,32,5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,1,0,0,1,67,45,4,0
0,0,1,0,1,1,1,0,0,0,1,0,0,5,0,0,0,0,0,1,1,0,8,0,0,0,1,74,43,5,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,1,66,50,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,1,63,48,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,65,47,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,1,77,32,7,0
0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,1,0,0,1,81,62,6,0
1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,76,37,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,1,67,36,6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,65,47,11,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,79,35,3,0
0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,65,47,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,79,31,4,0
0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,1,0,0,1,67,47,12,0
0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,1,0,0,1,82,44,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,1,66,37,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,92,51,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,1,0,0,1,71,36,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,1,0,0,1,71,37,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,1,0,0,1,66,52,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,1,0,0,1,86,60,5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,1,0,0,1,74,33,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,65,47,11,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,62,45,5,0
0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,9,1,0,0,1,73,48,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82,57,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,1,90,47,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,1,93,47,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,1,93,47,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,1,93,47,3,0
0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,7,1,0,0,1,70,40,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,65,52,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,81,32,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,1,93,47,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,1,93,47,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,81,32,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,1,0,0,1,87,35,7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,1,72,33,3,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,1,0,1,80,44,6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,14,0,0,0,1,86,35,9,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,1,80,37,5,0
0,0,0,0,1,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,9,1,0,0,1,66,52,10,0
0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,10,1,0,0,1,80,34,8,0
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,9,1,0,0,1,63,47,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,14,1,0,0,1,84,55,13,0
0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,9,1,0,0,1,68,47,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,1,67,34,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,15,1,1,0,1,83,45,10,0
0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,1,0,0,1,87,34,3,0
0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,1,0,0,1,67,39,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,12,1,0,0,1,76,35,14,0
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,69,36,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,65,47,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,66,46,12,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,1,0,0,1,65,45,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,90,37,2,0
0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,12,0,0,0,1,71,39,9,0
0,0,0,0,1,0,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,14,0,1,0,1,70,44,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,92,53,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,1,0,0,1,76,45,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,1,0,1,1,74,47,7,1
0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,67,47,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,10,0,0,0,1,71,34,11,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,0,0,0,1,66,53,5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,1,0,0,1,64,48,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,1,0,0,1,71,41,3,0
0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,1,0,0,1,92,42,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,10,1,0,0,1,81,34,5,0
1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,88,50,5,0
0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,76,38,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,1,66,37,3,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12,1,1,1,1,86,46,5,0
0,1,0,0,0,0,1,0,0,0,0,0,0,5,1,1,1,0,0,0,1,0,8,0,0,0,1,79,43,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,1,0,0,1,73,31,8,0
0,1,1,0,0,1,1,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,2,0,1,0,0,75,37,4,0
0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0,0,0,0,1,10,1,0,0,1,72,35,4,1
0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,1,1,66,47,7,0
0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,1,0,1,1,64,47,8,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,1,75,43,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,84,45,3,1
0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,7,1,0,0,1,75,42,3,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,78,56,4,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,78,56,4,0
0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10,1,0,0,1,76,36,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,1,68,59,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,1,0,0,1,82,34,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,1,0,0,1,65,47,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,1,0,0,1,65,47,5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,1,0,0,1,65,47,12,0
0,0,0,0,0,0,1,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,18,1,0,0,1,80,54,12,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,84,36,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,64,46,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,1,0,0,1,76,31,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,1,73,51,10,0
1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,11,1,0,0,1,74,37,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,15,1,0,0,1,70,36,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,55,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,1,0,0,1,88,54,6,0
0,0,1,0,0,1,1,0,0,0,1,0,0,5,0,0,0,0,0,1,1,0,8,0,0,0,1,71,42,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,1,68,39,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,1,94,47,3,1
0,1,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,9,1,0,0,1,81,56,8,0
0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5,0,1,0,0,76,51,5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,1,0,0,1,66,53,3,0
0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,1,0,0,1,82,40,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,17,1,0,0,1,68,46,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,1,0,0,1,91,51,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,1,0,0,1,91,51,6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,19,1,0,0,1,69,47,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,1,0,0,1,91,51,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,1,0,0,1,91,51,6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,4,0,0,0,0,70,42,10,0
0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,1,0,0,1,65,47,13,0
0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,1,1,4,0,0,0,1,63,43,2,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,77,30,4,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,9,0,0,1,1,67,51,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,71,37,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,1,62,53,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,84,33,1,0
0,0,0,0,1,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,1,0,1,1,64,49,8,1
0,1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,10,1,0,0,1,68,35,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,1,69,33,5,0
0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,72,32,6,0
0,1,1,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,7,0,0,0,1,82,43,11,0
0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,89,37,2,0
0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,14,1,0,0,1,65,47,11,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,84,59,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,1,0,0,1,90,38,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,1,0,0,1,90,38,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,1,61,48,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,1,61,48,8,0
0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,5,0,0,0,1,83,37,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,1,1,1,1,75,37,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1,0,0,1,94,47,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,1,75,30,5,0
