n_permissions,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,n_urls,n_api_calls,perm_android_permission_READ_PHONE_STATE,perm_android_permission_ACCESS_WIFI_STATE,n_used_permissions,perm_android_permission_GET_TASKS,suspicious_Base64,suspicious_Ljava_lang_System___load,suspicious_Ldalvik_system_PathClassLoader_,suspicious_getPackageInfo,suspicious_Cipher,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_android_permission_WRITE_SETTINGS,suspicious_getExternalStorageDirectory,intent_com_google_android_c2dm_intent_RECEIVE,suspicious_getSystemService,perm_com_google_android_c2dm_permission_RECEIVE,intent_android_intent_action_USER_PRESENT,perm_android_permission_WRITE_EXTERNAL_STORAGE,intent_android_intent_action_PACKAGE_REMOVED,intent_com_google_firebase_INSTANCE_ID_EVENT,suspicious_system_bin_su,perm_android_permission_CHANGE_WIFI_STATE,n_services,intent_com_google_firebase_MESSAGING_EVENT,intent_android_intent_action_PACKAGE_ADDED,perm_android_permission_MANAGE_ACCOUNTS,label
37,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,9,0,0,1,1
37,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,31,0,1,0,1
32,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,9,0,0,1,1
48,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,10,0,0,0,1
17,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,9,0,0,1,1
31,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,17,0,0,0,1
23,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,1
20,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
31,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,17,0,0,0,1
31,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,17,0,0,0,1
29,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,1
51,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,7,0,1,1,1
20,1,1,1,4,1,1,2,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1
16,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,2,0,1,0,1
31,1,1,3,6,1,1,4,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,8,0,1,1,1
46,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,12,0,1,1,1
19,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,3,0,0,0,1
27,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,7,0,0,0,1
17,0,0,2,6,1,1,4,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1
37,0,0,3,4,1,1,3,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,2,0,0,0,0
33,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,9,0,1,1,1
20,1,0,3,5,1,1,3,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,7,0,0,0,1
33,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,8,0,0,0,1
20,1,0,2,6,1,0,6,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,24,0,1,0,1
23,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,16,0,1,0,1
31,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,8,0,0,0,1
21,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
21,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,8,0,0,0,1
11,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
36,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,5,0,0,1,1
13,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1
17,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,15,0,1,0,1
23,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,5,0,0,1,1
47,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,7,0,0,1,1
19,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
18,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,11,0,1,0,1
27,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,6,0,1,0,1
27,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,5,0,0,0,1
17,1,0,3,20,1,1,9,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,9,0,1,0,1
13,0,0,3,4,1,1,3,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0
19,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,3,0,1,0,1
9,0,1,3,4,0,1,3,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
35,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,4,0,0,1,1
17,0,1,3,5,1,1,3,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,13,0,0,0,1
18,0,0,20,8,0,1,6,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,7,1,0,0,0
41,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,13,0,0,0,1
41,1,1,3,5,1,1,3,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,13,0,0,1,1
31,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,1,1
48,1,1,3,4,1,1,3,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,8,0,0,0,0
40,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,12,0,1,1,1
26,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,4,0,1,1,1
20,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,1
23,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,6,0,1,0,1
39,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,5,0,1,0,1
21,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,7,0,0,0,1
11,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,4,0,1,0,1
23,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,13,0,0,1,1
19,1,0,0,7,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,34,0,0,0,1
28,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,12,0,0,1,1
11,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1
30,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,14,0,0,0,1
55,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,25,0,1,0,1
29,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,11,0,0,0,1
32,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,7,0,0,1,1
18,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0,1,0,1
25,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,6,0,1,1,1
18,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,19,1,1,0,1
29,1,1,3,4,1,1,3,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,7,0,1,0,0
21,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,2,0,0,0,1
48,1,1,0,4,1,1,2,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,15,0,0,1,1
48,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,18,0,0,1,1
27,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,9,0,1,0,1
23,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,5,0,1,0,1
27,1,1,6,8,1,1,2,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,3,0,1,0,1
38,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,13,0,1,0,1
19,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,9,0,0,0,1
18,0,0,2,5,1,1,3,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,17,0,1,0,1
28,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,5,0,0,1,1
20,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,6,1,0,0,0
29,0,1,16,8,1,1,6,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,6,0,0,0,1
46,1,1,3,5,1,1,3,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,34,0,0,0,1
46,1,1,3,5,1,1,3,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,34,0,0,0,1
5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
33,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,6,0,1,1,1
14,1,0,12,18,1,1,8,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,8,0,0,0,1
17,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,8,0,0,0,1
23,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,9,0,1,0,1
35,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,16,0,1,1,1
31,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,22,0,0,1,1
13,0,0,17,16,0,0,7,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,9,0,0,0,0
33,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,10,0,0,1,1
48,1,1,0,10,1,1,5,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,15,0,0,1,1
23,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,5,0,0,0,1
23,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,5,0,0,0,1
48,1,1,5,8,1,1,4,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,18,0,0,1,1
16,1,0,7,21,1,1,7,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,10,0,0,0,1
36,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,16,0,0,0,0
27,1,1,2,5,1,1,3,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,12,0,0,0,1
10,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
22,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,17,0,1,0,1
19,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,9,0,1,1,1
20,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11,0,1,1,1
9,0,0,14,16,0,0,7,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,5,1,0,0,0
29,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,5,0,1,1,1
17,1,1,3,6,1,1,4,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,2,0,0,0,1
18,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,23,0,1,0,1
25,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,5,0,1,0,1
15,1,0,16,20,1,1,10,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,5,0,0,0,0
19,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
33,1,1,3,6,1,1,4,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,29,0,1,1,1
27,1,1,5,15,1,1,8,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,2,0,0,0,1
21,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,4,0,1,1,1
25,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,4,0,1,0,1
17,1,0,0,7,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,35,0,1,0,1
17,1,0,0,7,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,35,0,1,0,1
28,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,6,0,1,0,1
19,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,15,0,0,0,1
51,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,9,0,0,0,1
16,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,0,0,0,1
18,0,1,1,4,1,1,2,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,5,0,1,0,1
32,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,0,0,1,1
35,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,11,0,0,0,1
33,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0
10,0,0,1,4,1,1,2,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
28,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,5,0,0,1,1
11,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1
22,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,8,0,0,0,1
32,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,3,0,0,1,1
24,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1
35,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,39,0,1,0,1
34,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,23,0,0,1,1
31,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,16,0,0,1,1
32,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,40,0,1,0,1
29,1,1,10,26,1,1,9,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,12,0,0,0,1
16,0,0,3,4,1,1,3,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,20,0,0,0,0
27,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,5,0,1,1,1
35,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,15,0,0,0,1
24,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,12,0,1,0,1
26,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,4,0,1,0,1
22,0,0,19,22,1,1,8,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0
23,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,8,0,1,0,1
10,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
25,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,7,0,0,0,1
16,0,0,6,26,1,1,9,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,4,0,0,0,0
21,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,14,0,1,0,1
23,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,11,0,0,0,1
23,0,0,0,18,1,1,10,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,5,0,1,0,1
25,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
19,1,0,5,30,1,1,11,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,8,0,0,0,1
33,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,13,0,0,1,1
15,1,0,23,14,1,1,6,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,10,0,0,0,1
13,0,0,8,20,1,1,9,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,4,0,0,0,0
19,1,0,0,30,1,1,12,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,11,0,0,0,1
18,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1
14,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,0,1
24,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,4,0,1,0,1
20,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,4,0,1,0,1
30,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,14,0,1,1,1
5,0,0,12,6,0,0,4,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
16,1,0,10,26,1,1,9,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,10,0,0,0,1
17,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,1,1,1
14,0,1,8,9,1,1,5,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,2,0,0,0,1
40,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,17,0,1,0,1
27,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,7,0,1,1,1
20,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,3,0,1,0,1
39,0,1,29,15,1,1,6,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,7,0,0,0,1
19,1,0,10,27,1,1,9,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,10,0,0,0,1
13,0,0,11,26,1,0,10,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,7,0,0,0,0
21,1,1,10,26,1,1,9,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,11,0,0,0,1
25,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
12,1,0,3,6,1,1,4,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,5,0,0,0,1
30,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,12,0,1,1,1
24,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,5,0,1,0,1
8,0,1,19,16,0,1,5,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,4,0,0,0,0
28,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1
14,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,1
38,1,1,6,8,1,1,5,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1
22,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,9,0,1,0,1
25,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,4,0,0,0,1
17,1,0,6,28,1,1,8,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,10,0,0,0,1
30,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,7,0,1,0,1
12,0,0,15,18,1,1,8,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,3,0,0,0,0
30,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,5,0,1,1,1
13,0,0,13,14,0,1,6,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,2,0,0,0,0
32,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,4,0,1,1,1
12,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5,0,0,0,1
20,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,4,0,1,0,1
15,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,14,0,1,0,1
24,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,15,0,0,0,1
15,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1
13,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,4,0,1,0,1
12,0,0,9,19,0,1,7,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,5,1,0,0,0
18,0,0,18,18,1,1,8,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,19,1,1,0,0
26,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,4,0,1,0,1
13,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,9,0,0,0,1
9,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,6,1,0,0,1
18,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1
25,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,4,0,1,0,1
28,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,15,0,0,1,1
19,1,0,10,28,1,1,10,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,12,0,1,0,1
11,0,0,19,4,1,1,3,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,2,0,0,0,0
43,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,22,0,0,0,1
24,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,12,0,1,0,1
17,1,0,10,28,1,1,10,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,12,0,1,0,1
17,1,0,15,28,1,1,12,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,9,0,0,0,1
20,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1
26,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,9,0,1,0,1
21,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,0,1,0,1
20,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
21,1,0,11,30,1,1,12,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,12,0,0,0,1
12,0,0,25,17,0,0,6,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,3,0,0,0,0
22,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,11,0,1,1,1
21,1,1,18,11,1,1,8,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,4,0,0,0,1
15,0,0,22,20,0,0,9,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,6,1,0,0,0
21,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,18,0,0,0,1
19,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,9,0,0,1,1
16,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,11,0,1,0,1
