intent_android_intent_action_PACKAGE_CHANGED,intent_android_intent_action_PACKAGE_RESTARTED,intent_android_intent_action_PACKAGE_REMOVED,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_android_intent_action_PACKAGE_ADDED,intent_android_intent_action_QUICKBOOT_POWERON,perm_android_permission_ACCESS_COARSE_LOCATION,n_urls,perm_android_permission_RECEIVE_BOOT_COMPLETED,intent_android_intent_action_BOOT_COMPLETED,n_activities,n_permissions,n_providers,n_api_calls,intent_com_google_android_c2dm_intent_RECEIVE,intent_com_android_vending_INSTALL_REFERRER,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_google_firebase_INSTANCE_ID_EVENT,n_services,n_used_permissions,n_receivers,suspicious_Ldalvik_system_PathClassLoader_,intent_android_intent_action_VIEW,intent_com_google_firebase_MESSAGING_EVENT,perm_android_permission_WRITE_EXTERNAL_STORAGE,perm_android_permission_VIBRATE,perm_android_permission_READ_LOGS,perm_com_meizu_flyme_push_permission_RECEIVE,intent_com_baidu_autoupdatesdk_ACTION_NEW_UPDATE,suspicious_setWifiEnabled,label
0,0,0,0,0,0,1,52,1,1,19,10,4,12,1,1,1,1,7,6,5,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,41,0,0,9,8,3,8,1,1,1,0,8,7,4,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,46,1,0,13,12,1,15,1,1,1,1,7,6,5,0,0,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,54,0,0,9,6,2,14,1,1,1,0,6,9,4,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,40,0,0,14,7,1,8,1,1,1,1,9,6,8,1,0,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,53,0,0,13,6,2,13,0,1,0,0,5,10,2,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,40,0,0,11,6,1,8,1,1,1,1,8,7,5,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,44,0,0,17,9,1,12,1,1,1,0,6,5,4,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,44,0,0,17,9,1,12,1,1,1,0,6,5,4,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,45,0,0,8,9,3,13,1,1,1,1,6,5,3,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,47,0,0,16,5,2,14,1,1,1,1,9,10,3,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,42,0,0,10,9,2,6,1,1,1,0,5,5,3,1,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,41,1,1,15,11,2,9,1,1,1,1,11,4,6,1,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,1,40,0,0,13,9,1,6,1,1,1,1,8,5,6,1,1,1,1,0,0,0,0,0,0
0,0,0,1,0,0,0,41,0,0,10,5,1,8,1,1,1,1,9,4,9,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,42,0,0,14,7,1,12,1,0,1,1,7,5,4,0,1,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,44,0,0,9,8,5,9,1,1,1,0,4,7,3,1,1,1,1,0,0,0,0,0,0
0,0,0,0,1,1,0,47,1,1,8,5,1,15,0,1,0,0,10,6,8,1,0,0,0,1,0,0,0,0,0
0,0,0,0,1,1,0,47,1,1,8,5,1,15,0,1,0,0,10,6,8,1,0,0,0,1,0,0,0,0,0
0,0,0,0,1,1,0,47,1,1,8,5,1,15,0,1,0,0,10,6,8,1,0,0,0,1,0,0,0,0,1
0,0,0,0,1,1,0,47,1,1,8,5,1,15,0,1,0,0,10,6,8,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,57,0,0,14,5,2,12,1,1,1,1,5,6,5,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,43,0,0,8,4,1,12,1,0,1,1,9,5,4,0,1,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,46,0,0,13,9,1,13,1,0,1,0,4,5,2,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,51,0,0,19,10,5,11,1,1,1,0,7,10,6,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,43,0,0,14,7,2,9,1,1,1,0,3,6,5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,46,0,1,15,11,1,15,1,1,1,1,10,8,8,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,42,0,0,11,7,1,12,1,0,1,1,7,5,3,0,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,53,0,0,10,6,0,9,0,0,0,0,2,6,1,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,42,1,1,18,10,1,5,1,1,1,1,8,5,5,1,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,53,0,0,5,8,1,8,1,0,1,0,5,6,1,0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,46,0,0,10,5,2,10,0,1,0,0,3,7,1,1,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,1,50,1,1,5,5,0,7,0,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,50,1,1,5,5,0,7,0,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,50,0,0,17,9,0,7,1,0,1,0,2,5,2,0,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,50,0,0,17,9,0,7,1,0,1,0,2,5,2,0,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,46,0,0,12,7,3,14,1,1,1,0,5,9,3,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,46,0,0,10,5,2,10,0,1,0,0,3,7,1,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,50,0,0,17,9,0,7,1,0,1,0,2,5,2,0,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,1,52,1,1,19,10,5,12,1,1,1,1,7,6,5,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,41,0,0,9,9,1,10,1,1,1,1,8,9,5,1,1,1,1,0,0,0,0,0,0
1,1,1,1,1,1,1,50,1,1,5,5,0,7,0,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,50,1,1,5,5,0,7,0,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,52,1,1,19,10,5,12,1,1,1,1,7,6,5,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,56,0,0,18,9,4,12,1,1,1,1,8,7,4,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,45,0,0,5,9,6,10,1,1,1,1,7,6,5,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,50,0,0,17,9,0,6,1,0,1,0,2,5,2,0,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,50,0,0,17,9,0,6,1,0,1,0,2,5,2,0,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,50,0,0,17,9,0,6,1,0,1,0,2,5,2,0,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,45,0,1,8,7,2,13,1,1,1,1,6,10,4,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,43,0,0,11,8,4,10,1,1,1,1,4,7,3,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,50,0,0,4,8,2,7,1,1,1,1,3,6,4,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,43,0,0,11,8,4,10,1,1,1,1,4,7,3,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,44,0,0,10,6,1,15,1,1,1,1,8,6,4,0,1,1,0,1,0,0,0,0,0
0,0,0,0,0,0,1,42,0,0,7,10,2,11,1,1,1,1,10,5,5,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,43,0,0,11,8,4,10,1,1,1,1,4,7,3,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,51,0,0,15,8,4,17,1,1,1,1,10,6,6,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,41,0,0,12,6,4,7,1,1,1,1,5,5,7,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,51,0,0,22,8,2,10,1,1,1,1,9,8,6,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,42,0,0,19,6,1,7,1,1,1,1,10,5,6,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,53,0,0,18,12,1,5,1,0,1,1,6,4,1,0,0,1,1,1,0,0,0,0,0
0,0,0,0,0,0,1,47,0,0,18,7,5,13,1,1,1,1,7,8,3,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,40,0,0,11,8,3,9,1,1,1,1,7,7,6,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,42,0,0,7,8,1,5,1,0,1,1,7,4,3,0,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,47,0,0,17,2,0,8,0,1,0,0,4,5,3,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,44,0,0,7,9,1,5,0,1,1,0,3,4,5,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,55,0,0,11,7,2,12,1,1,1,1,2,6,4,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,51,0,0,5,4,4,9,0,1,0,0,5,7,2,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,58,0,0,9,8,3,13,1,1,1,1,10,8,7,1,1,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,58,0,0,9,8,3,13,1,1,1,1,10,8,7,1,1,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,43,0,0,10,5,2,10,1,1,1,1,3,6,5,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,54,0,0,22,6,2,8,1,1,1,1,10,7,5,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,42,0,0,15,8,2,13,1,1,1,1,7,7,5,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,47,1,1,4,13,2,10,1,1,1,1,8,7,7,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,50,0,0,17,9,0,5,1,0,1,0,2,4,2,0,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,50,0,0,17,9,0,5,1,0,1,0,2,4,2,0,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,49,0,0,17,9,0,5,1,0,1,0,2,4,2,0,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,48,0,0,15,7,4,17,1,1,1,1,11,6,7,1,1,1,1,0,0,0,0,0,0
0,0,0,0,1,0,0,54,0,0,12,8,1,17,1,1,1,1,9,7,4,1,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,50,0,0,17,9,0,5,1,0,1,0,2,4,2,0,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,50,0,0,17,9,0,5,1,0,1,0,2,4,2,0,1,0,1,1,0,0,0,0,0
0,0,0,0,0,1,1,56,1,1,15,12,6,10,1,1,1,1,6,7,8,1,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,49,0,0,17,9,0,5,1,0,1,0,2,4,2,0,1,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,50,0,0,17,9,0,5,1,0,1,0,2,4,2,0,1,0,1,1,0,0,0,0,0
0,0,0,0,0,1,1,56,1,1,15,12,6,10,1,1,1,1,6,7,8,1,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,42,0,0,19,5,1,7,1,1,1,1,10,5,5,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,43,0,0,8,8,1,14,1,0,1,1,11,6,4,0,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,54,0,0,18,9,3,14,1,1,1,1,11,9,6,1,0,1,1,1,0,0,0,0,1
0,0,0,0,0,0,0,47,0,0,5,5,3,9,1,1,1,0,4,8,3,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,51,0,1,11,5,1,12,0,0,0,0,3,9,1,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,59,0,0,12,5,1,12,1,1,1,1,7,5,5,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,59,0,0,10,6,1,12,1,1,1,1,7,7,5,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,51,0,0,19,9,4,14,1,1,1,1,7,7,4,1,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,52,0,0,17,9,0,5,1,0,1,0,2,4,2,0,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,45,0,1,7,7,2,13,1,1,1,1,6,10,4,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,52,0,0,21,5,4,5,1,1,1,1,6,5,7,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,48,0,0,15,6,4,17,1,1,1,1,11,6,6,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,46,0,0,14,5,1,15,0,0,0,0,8,6,1,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,40,0,0,9,6,2,7,1,1,1,1,7,6,3,1,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,54,0,0,17,11,2,15,1,1,1,1,10,5,7,1,1,1,0,1,0,0,0,0,0
0,0,0,0,0,1,0,47,1,1,14,17,1,7,1,1,1,1,9,5,10,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,45,0,0,12,9,0,10,0,0,0,0,2,4,2,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,41,0,0,9,7,2,10,1,1,1,1,5,6,4,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,54,0,0,7,11,7,12,1,1,1,1,7,6,4,1,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,47,0,0,15,7,4,17,1,1,1,1,10,6,7,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,1,49,0,0,13,18,1,10,1,1,1,1,12,7,5,1,1,1,1,1,0,0,0,0,0
0,0,0,1,0,0,0,43,0,1,17,9,1,13,1,0,1,0,10,8,4,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,1,44,0,0,18,11,1,12,1,1,1,1,6,6,7,1,1,1,0,0,1,0,0,0,0
0,0,0,1,0,0,1,48,0,0,17,12,1,14,1,1,1,1,5,7,6,1,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,0,0,15,8,2,14,1,0,1,0,6,6,2,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,47,0,0,14,8,4,16,1,1,1,1,14,8,5,1,1,1,1,0,0,0,0,0,1
0,0,0,0,0,0,0,42,1,1,18,8,4,6,1,1,1,1,6,5,5,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,49,1,1,15,11,0,13,0,0,0,0,4,6,1,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,49,1,1,15,11,0,13,0,0,0,0,4,6,1,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,50,0,0,11,14,5,14,1,1,1,1,6,8,7,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,49,1,1,15,11,0,13,0,0,0,0,4,6,1,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,49,1,1,15,11,0,13,0,0,0,0,4,6,1,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,40,0,0,9,6,2,8,1,1,1,1,7,7,3,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,40,0,0,9,6,2,8,1,1,1,1,7,7,3,1,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,39,0,0,12,6,1,9,1,1,1,1,10,7,5,1,1,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,44,1,1,15,9,1,8,0,1,0,0,2,4,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,53,0,0,17,9,0,5,1,0,1,0,2,4,2,0,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,42,0,0,8,6,1,12,1,0,1,1,7,5,3,0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,53,1,0,9,10,3,16,1,1,1,0,7,8,3,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,51,1,0,10,14,1,16,1,0,1,1,10,6,5,0,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,0,0,8,8,1,14,1,1,1,1,5,6,4,1,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,44,0,0,12,10,5,13,1,1,1,1,8,11,3,1,0,1,1,1,0,0,0,0,1
0,0,0,0,0,0,0,52,0,0,16,8,4,17,1,1,1,1,12,6,6,1,1,1,1,0,0,0,0,0,1
0,0,0,0,0,0,1,44,0,0,8,10,4,11,1,1,1,0,5,10,4,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,45,0,0,5,8,1,12,1,0,1,1,6,5,3,0,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,54,0,0,19,9,2,14,1,1,1,1,6,6,5,1,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,54,0,1,9,11,3,16,1,1,1,1,9,9,5,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,40,1,1,15,11,2,7,1,1,1,1,8,5,5,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,1,0,41,1,1,8,7,1,10,1,1,1,1,14,7,7,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,45,0,0,8,6,0,12,0,0,0,0,4,5,2,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,44,0,0,4,7,2,7,1,1,1,1,5,6,3,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,42,0,0,13,6,1,11,0,1,0,0,5,8,2,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,49,1,1,15,9,0,14,0,0,0,0,4,6,1,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,45,0,0,18,11,1,13,1,0,1,1,7,5,3,0,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,45,0,0,18,11,1,13,1,0,1,1,7,5,3,0,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,1,43,0,0,18,12,2,12,1,1,1,1,10,6,5,1,1,1,1,0,0,0,0,0,0
0,0,0,1,0,0,1,53,0,0,19,13,2,10,1,0,1,1,5,6,4,0,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,43,1,1,7,11,1,13,1,1,1,1,8,5,8,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,56,0,0,8,12,4,11,1,1,1,1,5,5,3,1,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,43,0,0,13,7,2,12,1,1,1,0,4,9,3,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,54,0,0,19,8,4,12,1,0,1,1,14,8,9,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,42,0,0,8,5,1,12,1,0,1,1,7,5,3,0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,43,0,0,12,10,3,13,1,1,1,1,8,11,3,1,0,1,1,1,0,0,0,0,0
0,0,0,1,0,0,1,52,0,1,18,14,1,13,1,0,1,0,10,8,4,0,0,0,1,1,1,0,0,1,0
0,0,0,0,0,0,0,43,0,0,12,10,3,13,1,1,1,1,8,11,3,1,0,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,47,0,0,6,6,1,12,1,1,1,0,3,5,3,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,43,0,0,12,10,3,13,1,1,1,1,8,11,3,1,0,1,1,1,0,0,0,0,0
0,0,0,0,1,0,0,41,1,0,16,13,1,9,1,1,1,1,11,6,7,1,1,1,1,1,0,0,0,0,0
1,1,1,1,1,1,1,54,1,1,4,5,0,7,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,54,1,1,4,5,0,7,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,56,0,0,16,11,6,12,1,1,1,0,12,6,10,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,45,1,1,11,5,0,13,0,1,0,0,3,6,3,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,1,54,1,1,4,5,0,7,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,54,1,1,4,5,0,7,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,50,0,0,17,12,1,16,1,0,1,1,9,7,4,0,1,1,1,0,0,0,0,0,0
1,1,1,1,1,1,1,54,1,1,4,5,0,7,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,54,1,1,4,5,0,7,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,54,1,1,4,5,0,7,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,54,1,1,4,5,0,7,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,54,1,1,4,5,0,7,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,55,0,0,16,12,2,15,1,1,1,0,10,8,5,1,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,53,0,0,5,12,1,9,1,0,1,0,5,6,1,0,1,0,1,1,0,0,0,0,0
1,1,1,1,1,1,1,54,1,1,4,5,0,7,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,54,1,1,4,5,0,7,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,45,1,1,11,5,0,13,0,1,0,0,3,6,3,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,1,54,1,1,4,5,0,7,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,54,1,1,4,5,0,7,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,48,1,0,4,10,2,11,1,1,1,1,5,9,3,1,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,1,54,1,1,4,5,0,7,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,54,1,1,4,5,0,7,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,47,0,1,9,6,2,15,0,0,0,0,4,7,6,1,1,0,1,0,0,0,0,1,0
0,0,0,0,0,0,1,52,1,1,6,7,1,16,1,1,1,1,9,6,9,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,60,1,0,15,12,2,8,1,1,1,1,8,6,7,1,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,1,52,1,1,6,7,1,16,1,1,1,1,9,6,9,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,52,1,1,6,7,1,16,1,1,1,1,9,6,9,1,1,1,0,0,0,0,0,0,0
