n_api_calls,suspicious_getExternalStorageDirectory,n_urls,n_activities,suspicious_getDeviceId,n_permissions,n_providers,suspicious_Ljava_lang_System___load,perm_android_permission_GET_TASKS,perm_android_permission_SET_WALLPAPER,n_used_permissions,suspicious_Ldalvik_system_PathClassLoader_,n_services,n_receivers,suspicious_Ljava_lang_System___loadLibrary,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_com_google_android_c2dm_intent_RECEIVE,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_com_google_android_c2dm_permission_RECEIVE,perm_android_permission_WRITE_EXTERNAL_STORAGE,perm_android_permission_VIBRATE,intent_com_android_vending_INSTALL_REFERRER,perm_com_android_vending_BILLING,intent_com_google_android_c2dm_intent_REGISTRATION,perm_android_permission_READ_EXTERNAL_STORAGE,intent_android_intent_action_USER_PRESENT,intent_safiap_framework_ACTION_TO_INSTALL,intent_android_intent_action_PHONE_STATE,intent_android_net_wifi_PICK_WIFI_WORK,intent_android_content_SyncAdapter,label
12,1,14,6,1,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,21,8,1,5,1,0,0,0,6,1,3,4,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
13,1,17,7,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,26,1,1,5,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8,1,11,3,1,3,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,1,13,5,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,1,17,5,1,5,1,0,0,0,5,0,2,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
12,1,21,4,1,5,0,1,0,1,5,0,0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
12,1,21,4,1,5,0,1,0,1,5,0,0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
13,1,22,5,1,5,0,1,0,0,5,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
13,1,22,5,1,5,0,1,0,0,5,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6,1,14,7,0,7,1,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12,1,22,8,1,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,1,21,3,0,3,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,1,21,6,1,5,0,1,0,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,1,19,11,1,4,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,17,6,0,4,0,1,0,0,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,1,11,2,1,3,1,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14,1,21,3,0,3,1,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,1,24,7,1,7,0,0,0,0,4,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
12,1,15,4,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,1,11,4,1,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,1,20,1,1,5,0,1,0,0,7,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,16,3,1,6,0,0,0,0,4,0,5,3,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,1,24,2,1,8,0,1,0,0,3,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,1,24,4,1,5,2,1,0,0,7,1,4,3,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12,1,18,5,1,5,1,0,0,0,5,0,2,4,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
13,1,22,7,1,2,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,19,8,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,16,11,1,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,19,3,0,5,0,1,0,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7,1,18,6,1,8,1,0,0,0,5,1,2,4,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
12,1,18,5,1,5,1,0,0,0,5,1,2,4,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
10,1,16,7,1,6,1,0,0,1,8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,1,14,5,1,3,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,12,8,0,3,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,23,2,0,9,0,0,0,0,4,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7,1,11,4,1,1,1,1,0,0,5,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13,1,14,2,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,15,8,1,5,1,1,0,0,4,1,3,3,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8,1,11,2,1,4,1,0,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,1,19,6,1,5,1,0,0,0,5,0,2,4,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
12,1,13,6,1,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,15,3,0,3,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,15,4,0,5,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
12,1,18,9,1,4,1,1,0,0,5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5,0,12,2,0,6,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14,1,21,3,1,5,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14,1,21,4,0,5,0,1,0,0,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14,1,17,5,0,4,0,0,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,1,24,6,0,5,1,0,0,0,3,1,4,3,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
14,1,17,5,0,4,0,0,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,1,11,6,1,2,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,17,5,0,4,1,0,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,1,15,6,1,6,1,0,0,0,5,0,5,3,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
15,1,18,4,0,2,0,1,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,15,5,1,7,0,1,1,0,4,0,5,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
3,0,11,3,1,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,16,8,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,13,8,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,1,18,9,1,5,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8,1,22,6,1,9,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
12,1,12,4,1,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,18,4,0,3,0,1,0,0,6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,1,23,5,1,7,1,0,0,0,5,1,4,4,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
11,1,19,8,1,7,1,0,0,1,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,1,23,7,1,7,1,0,0,0,5,1,2,4,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0
9,1,11,3,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,1,18,7,0,8,0,0,1,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
13,1,16,7,1,5,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
15,1,18,4,0,2,0,1,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,15,4,1,9,0,1,1,0,6,0,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5,1,20,8,1,5,1,0,0,0,5,1,6,3,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
13,1,20,5,1,7,2,1,0,0,4,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
4,1,23,7,0,5,1,0,0,0,3,1,4,4,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4,1,12,8,1,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,12,5,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,10,2,1,3,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,0,12,5,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,12,5,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,10,2,1,3,1,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,0,12,5,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,16,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,21,5,1,7,0,0,0,0,6,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
6,1,24,11,1,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,1,15,9,1,3,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,1,25,4,1,7,1,0,0,0,5,1,2,4,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0
8,1,10,1,1,2,1,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,1,18,5,1,7,1,0,0,0,4,0,6,4,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0
9,0,11,2,1,5,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8,1,25,6,1,5,1,0,0,0,7,1,3,4,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12,1,14,5,1,5,1,0,0,0,5,0,2,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13,1,13,1,0,1,1,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,20,8,1,5,1,0,0,0,5,1,6,4,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
13,1,23,7,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12,0,12,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,19,9,1,6,0,1,0,0,6,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
13,1,24,6,1,4,1,0,0,1,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,0,18,4,1,8,0,0,1,0,5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
13,1,16,9,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,12,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,13,2,1,4,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,1,13,8,1,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,16,9,1,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,1,19,5,0,4,1,0,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,1,24,9,1,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,23,10,1,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,12,4,0,2,1,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,15,11,0,5,0,1,0,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12,1,22,7,1,6,0,0,0,0,6,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,0,10,2,1,4,1,0,0,0,4,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,1,23,7,0,2,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,26,6,1,6,1,0,0,0,6,1,3,3,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6,1,29,3,1,3,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,0,10,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,10,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,29,3,1,3,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,0,10,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,23,7,1,7,1,0,0,0,5,1,3,5,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
