top_k,cumulative_ig,cumulative_mi,mean_ig,mean_mi,worst_ig_in_batch,worst_mi_in_batch,ig_gain,mi_gain,mean_ig_gain
15200,7.1991626608241805,4.990079300840367,0.00047362912242264346,0.00032829469084476103,5.653188946741494e-06,3.918491979164871e-06,0.0006074142541567795,0.0004210274778513323,-3.096390595238891e-06
15300,7.199590384179749,4.990375776078354,0.00047056146301828423,0.0003261683513776702,4.053472817677761e-06,2.8096532583976185e-06,0.00042772335556851004,0.0002964752379863711,-3.06765940435923e-06
15400,7.199995731461519,4.990656741404193,0.0004675321903546441,0.0003240686195717008,4.053472817677761e-06,2.8096532583976185e-06,0.0004053472817702186,0.0002809653258388778,-3.0292726636401346e-06
15500,7.200401078743286,4.9909377067300325,0.000464542005080212,0.0003219959810793569,4.053472817677761e-06,2.8096532583976185e-06,0.0004053472817666659,0.00028096532583976597,-2.990185274432105e-06
15600,7.200806426025054,4.991218672055872,0.0004615901555144266,0.00031994991487537645,4.053472817677761e-06,2.8096532583976185e-06,0.00040534728176844226,0.00028096532583976597,-2.9518495657854032e-06
15700,7.201211773306823,4.991499637381712,0.0004586759091278231,0.00031792991320902625,4.053472817677761e-06,2.8096532583976185e-06,0.00040534728176844226,0.00028096532583976597,-2.914246386603468e-06
15800,7.20161712058859,4.991780602707552,0.00045579855193598676,0.00031593548118402225,4.053472817677761e-06,2.8096532583976185e-06,0.0004053472817675541,0.00028096532583976597,-2.8773571918363637e-06
15900,7.202022467870356,4.9920615680333915,0.0004529573879163746,0.0003139661363543013,4.053472817677761e-06,2.8096532583976185e-06,0.0004053472817657777,0.00028096532583976597,-2.841164019612137e-06
16000,7.202427815152124,4.992342533359231,0.00045015173844700773,0.00031202140833495195,4.053472817677761e-06,2.8096532583976185e-06,0.0004053472817675541,0.00028096532583976597,-2.8056494693668886e-06
16100,7.202833162433891,4.99262349868507,0.0004473809417660802,0.0003101008384276441,4.053472817677761e-06,2.8096532583976185e-06,0.0004053472817675541,0.0002809653258388778,-2.7707966809275295e-06
16200,7.203238509715661,4.99290446401091,0.000444644352451584,0.0003082039792599327,4.053472817677761e-06,2.8096532583976185e-06,0.00040534728176933044,0.00028096532583976597,-2.7365893144962183e-06
16300,7.203643856997427,4.993185429336751,0.0004419413409200876,0.0003063303944378375,4.053472817677761e-06,2.8096532583976185e-06,0.0004053472817666659,0.00028096532584065415,-2.703011531496411e-06
16400,7.204049204279196,4.993466394662591,0.0004392712929438534,0.0003044796582111336,4.053472817677761e-06,2.8096532583976185e-06,0.00040534728176844226,0.00028096532584065415,-2.6700479762341777e-06
16500,7.204454551560964,4.993747359988431,0.000436633609185513,0.000302651355150814,4.053472817677761e-06,2.8096532583976185e-06,0.00040534728176844226,0.00028096532583976597,-2.6376837583404157e-06
16600,7.204859898842731,4.994028325314271,0.0004340277047495621,0.00030084507983820907,4.053472817677761e-06,2.8096532583976185e-06,0.0004053472817666659,0.00028096532583976597,-2.6059044359508622e-06
16700,7.205265246124499,4.9943092906401105,0.00043145300874997003,0.0002990604365652761,4.053472817677761e-06,2.8096532583976185e-06,0.00040534728176844226,0.00028096532583976597,-2.574695999592086e-06
16800,7.205670593406268,4.99459025596595,0.00042890896389323024,0.0002972970390455923,4.053472817677761e-06,2.8096532583976185e-06,0.00040534728176844226,0.00028096532583976597,-2.5440448567397907e-06
16900,7.206075940688034,4.994871221291789,0.00042639502607621507,0.00029555451013560884,4.053472817677761e-06,2.8096532583976185e-06,0.0004053472817666659,0.0002809653258388778,-2.5139378170151746e-06
17000,7.206481287969804,4.99515218661763,0.00042391066399822375,0.0002938324815657429,4.053472817677761e-06,2.8096532583976185e-06,0.00040534728176933044,0.00028096532584065415,-2.484362077991313e-06
17100,7.20688663525157,4.99543315194347,0.00042145535878664156,0.00029213059368090466,4.053472817677761e-06,2.8096532583976185e-06,0.0004053472817666659,0.00028096532583976597,-2.4553052115821932e-06
17200,7.207291982533338,4.995714117269307,0.0004190286036356592,0.00029044849519007596,4.053472817677761e-06,2.8096532583976185e-06,0.0004053472817675541,0.00028096532583710143,-2.4267551509823612e-06
17300,7.2076973298151055,4.995995082595147,0.00041662990345752056,0.000288785842924575,4.053472817677761e-06,2.8096532583976185e-06,0.0004053472817675541,0.00028096532584065415,-2.39870017813864e-06
17400,7.208102677096873,4.996276047920987,0.0004142587745457973,0.00028714230160465444,4.053472817677761e-06,2.8096532583976185e-06,0.0004053472817675541,0.00028096532583976597,-2.371128911723237e-06
17500,7.208508024378642,4.996557013246826,0.00041191474425020816,0.00028551754361410436,4.053472817677761e-06,2.8096532583976185e-06,0.00040534728176933044,0.0002809653258388778,-2.3440302955891608e-06
17600,7.20891337166041,4.996837978572667,0.0004095973506625233,0.0002839112487825379,4.053472817677761e-06,2.8096532583976185e-06,0.0004053472817675541,0.00028096532584065415,-2.3173935876848488e-06
17700,7.2093187189421775,4.997118943898507,0.00040730614231311737,0.0002823231041750569,4.053472817677761e-06,2.8096532583976185e-06,0.0004053472817675541,0.00028096532584065415,-2.291208349405947e-06
17800,7.209724066223945,4.997399909224346,0.0004050406778777497,0.0002807528038890082,4.053472817677761e-06,2.8096532583976185e-06,0.0004053472817675541,0.0002809653258388778,-2.2654644353676525e-06
17900,7.2101294135057135,4.997680874550186,0.00040280052589417394,0.0002792000488575523,4.053472817677761e-06,2.8096532583976185e-06,0.00040534728176844226,0.00028096532583976597,-2.2401519835757683e-06
18000,7.21053476078748,4.997961839876027,0.00040058526448819335,0.00027766454665977924,4.053472817677761e-06,2.8096532583976185e-06,0.0004053472817666659,0.00028096532584065415,-2.2152614059805934e-06
18100,7.210940108069248,4.998242805201866,0.0003983944811087982,0.0002761460113371197,4.053472817677761e-06,2.8096532583976185e-06,0.0004053472817675541,0.00028096532583976597,-2.190783379395157e-06
18200,7.211345455351015,4.998523770527705,0.0003962277722720338,0.000274644163215808,4.053472817677761e-06,2.8096532583976185e-06,0.0004053472817675541,0.0002809653258388778,-2.16670883676441e-06
18300,7.211750802632783,4.998804735853545,0.00039408474331326684,0.0002731587287351664,4.053472817677761e-06,2.8096532583976185e-06,0.0004053472817675541,0.00028096532583976597,-2.14302895876694e-06
18400,7.21215614991455,4.999085701179386,0.0003919650081475299,0.00027168944028148833,4.053472817677761e-06,2.8096532583976185e-06,0.0004053472817675541,0.00028096532584065415,-2.11973516573696e-06
18500,7.212561497196319,4.999366666505225,0.00038986818903763887,0.0002702360360273095,4.053472817677761e-06,2.8096532583976185e-06,0.00040534728176844226,0.00028096532583976597,-2.096819109891014e-06
18600,7.212966844478088,4.999647631831065,0.00038779391636978967,0.00026879825977586374,4.053472817677761e-06,2.8096532583976185e-06,0.00040534728176933044,0.00028096532583976597,-2.0742726678492037e-06
18700,7.213372191759855,4.999928597156904,0.00038574182843635586,0.0002673758608105296,4.053472817677761e-06,2.8096532583976185e-06,0.0004053472817666659,0.0002809653258388778,-2.052087933433809e-06
18800,7.213777539041623,5.000209562482745,0.00038371157122561825,0.0002659685937490822,4.053472817677761e-06,2.8096532583976185e-06,0.00040534728176844226,0.00028096532584065415,-2.030257210737605e-06
18900,7.214182886323392,5.0004905278085845,0.00038170279821816885,0.0002645762184025706,4.053472817677761e-06,2.8096532583976185e-06,0.00040534728176844226,0.00028096532583976597,-2.0087730074494037e-06
19000,7.214588233605158,5.000771493134424,0.0003797151701897452,0.00026319849963865393,4.053472817677761e-06,2.8096532583976185e-06,0.0004053472817666659,0.00028096532583976597,-1.987628028423652e-06
19100,7.214993580886927,5.001052458460262,0.00037774835502025795,0.0002618352072492284,4.053472817677761e-06,2.8096532583976185e-06,0.00040534728176844226,0.0002809653258379896,-1.9668151694872513e-06
19200,7.215398928168693,5.001333423786102,0.0003758020275087861,0.0002604861158221928,4.053472817677761e-06,2.8096532583976185e-06,0.0004053472817666659,0.00028096532583976597,-1.9463275114718387e-06
19300,7.215804275450462,5.001614389111942,0.00037387586919432445,0.00025915100461719904,4.053472817677761e-06,2.8096532583976185e-06,0.00040534728176844226,0.00028096532583976597,-1.9261583144616597e-06
19400,7.216209622732229,5.0018953544377815,0.0003719695681820737,0.00025782965744524646,4.053472817677761e-06,2.8096532583976185e-06,0.0004053472817675541,0.00028096532583976597,-1.9063010122507477e-06
19500,7.216614970013996,5.002176319763622,0.0003700828189750767,0.00025652186255198064,4.053472817677761e-06,2.8096532583976185e-06,0.0004053472817666659,0.00028096532584065415,-1.8867492069969943e-06
19600,7.2170203172957645,5.002457285089462,0.0003682153223110084,0.0002552274125045644,4.053472817677761e-06,2.8096532583976185e-06,0.00040534728176844226,0.00028096532583976597,-1.8674966640682853e-06
19700,7.217425664577532,5.002738250415303,0.00036636678500393563,0.00025394610408199504,4.053472817677761e-06,2.8096532583976185e-06,0.0004053472817675541,0.00028096532584065415,-1.8485373070727899e-06
19800,7.2178310118593,5.003019215741141,0.0003645369197908737,0.0002526777381687445,4.053472817677761e-06,2.8096532583976185e-06,0.0004053472817675541,0.0002809653258379896,-1.829865213061907e-06
19900,7.218236359141067,5.003300181066981,0.0003627254451829682,0.0002514221196516071,4.053472817677761e-06,2.8096532583976185e-06,0.0004053472817675541,0.00028096532584065415,-1.811474607905548e-06
20000,7.2186417064228365,5.003581146392822,0.0003609320853211418,0.0002501790573196411,4.053472817677761e-06,2.8096532583976185e-06,0.00040534728176933044,0.00028096532584065415,-1.7933598618263607e-06
20100,7.219047053704602,5.003862111718661,0.0003591565698360499,0.00024894836376709753,4.053472817677761e-06,2.8096532583976185e-06,0.0004053472817657777,0.0002809653258388778,-1.7755154850919246e-06
20200,7.219452400986371,5.0041430770445015,0.0003573986337121966,0.0002477298552992327,4.053472817677761e-06,2.8096532583976185e-06,0.00040534728176844226,0.00028096532584065415,-1.7579361238533107e-06
20300,7.219857748268139,5.00442404237034,0.00035565801715606597,0.0002465233518409035,4.053472817677761e-06,2.8096532583976185e-06,0.00040534728176844226,0.0002809653258388778,-1.7406165561306068e-06
20400,7.220263095549907,5.00470500769618,0.0003539344654681327,0.00024532867684785197,4.053472817677761e-06,2.8096532583976185e-06,0.0004053472817675541,0.00028096532583976597,-1.7235516879332623e-06
20500,7.220508934504944,5.0048754102748205,0.0003522199480246314,0.0002441402639158449,2.0267221595982043e-06,1.4048167519122934e-06,0.00024583895503749176,0.0001704025786404273,-1.714517443501286e-06
20600,7.220711606720904,5.005015891950012,0.00035051998090878175,0.00024296193650242775,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.00014048167519131738,-1.699967115849669e-06
20700,7.220914278936866,5.005156373625203,0.00034883643859598385,0.00024179499389493736,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596181884,0.00014048167519131738,-1.6835423127979036e-06
20800,7.221116951152825,5.005296855300395,0.0003471690841900397,0.0002406392718894421,2.0267221595982043e-06,1.4048167519122934e-06,0.0002026722159591543,0.00014048167519220556,-1.667354405944163e-06
20900,7.221319623368785,5.005437336975587,0.00034551768532865,0.0002394946094246692,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.00014048167519131738,-1.6513988613896919e-06
21000,7.221522295584744,5.005577818650777,0.000343882014075464,0.00023836084850717987,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221595826612,0.0001404816751904292,-1.6356712531860043e-06
21100,7.221724967800703,5.005718300325969,0.0003422618468151992,0.00023723783413867152,2.0267221595982043e-06,1.4048167519122934e-06,0.0002026722159591543,0.00014048167519220556,-1.6201672602648032e-06
21200,7.2219276400166645,5.005858782001159,0.0003406569641517295,0.0002361254142453377,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596181884,0.00014048167518954102,-1.604882663469706e-06
21300,7.222130312232623,5.00599926367635,0.00033906715080904334,0.0002350234396092183,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221595826612,0.00014048167519131738,-1.589813342686144e-06
21400,7.222332984448583,5.0061397453515415,0.0003374921955349805,0.0002339317638014739,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.00014048167519131738,-1.574955274062824e-06
21500,7.222535656664543,5.006280227026733,0.00033593189100765316,0.00023285024311752245,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.00014048167519131738,-1.5603045273273513e-06
21600,7.222738328880504,5.006420708701924,0.00033438603374446777,0.00023177873651397798,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596093066,0.00014048167519131738,-1.5458572631853922e-06
21700,7.222941001096464,5.0065611903771154,0.0003328544240136619,0.0002307171055473325,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.00014048167519131738,-1.5316097308058665e-06
21800,7.223143673312421,5.006701672052307,0.0003313368657482762,0.000229665214314326,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221595737794,0.00014048167519131738,-1.5175582653857212e-06
21900,7.223346345528381,5.006842153727498,0.00032983316646248315,0.00022862292939394968,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.00014048167519131738,-1.5036992857930375e-06
22000,7.223549017744341,5.006982635402689,0.00032834313717019733,0.00022759011979103132,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.00014048167519131738,-1.4900292922858153e-06
22100,7.223751689960303,5.007123117077881,0.00032686659230589605,0.00022656665688135206,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596181884,0.00014048167519131738,-1.4765448643012848e-06
22200,7.223954362176262,5.007263598753072,0.0003254033496475794,0.00022555241435824648,2.0267221595982043e-06,1.4048167519122934e-06,0.0002026722159591543,0.00014048167519131738,-1.4632426583166677e-06
22300,7.224157034392221,5.007404080428263,0.00032395323024180363,0.0002245472681806396,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221595826612,0.00014048167519131738,-1.4501194057757482e-06
22400,7.224359706608181,5.007544562103454,0.0003225160583307224,0.00022355109652247561,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.0001404816751904292,-1.4371719110812566e-06
22500,7.224562378824141,5.007685043778646,0.00032109166128107294,0.00022256377972349538,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.00014048167519220556,-1.4243970496494304e-06
22600,7.2247650510401025,5.007825525453836,0.0003196798695150488,0.0002215852002413202,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596181884,0.0001404816751904292,-1.4117917660241537e-06
22700,7.224967723256061,5.007966007129029,0.0003182805164429983,0.00022061524260480301,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221595826612,0.00014048167519220556,-1.39935307205051e-06
22800,7.22517039547202,5.008106488804218,0.0003168934383978956,0.00021965379336860605,2.0267221595982043e-06,1.4048167519122934e-06,0.0002026722159591543,0.00014048167518954102,-1.3870780451026533e-06
22900,7.225373067687981,5.00824697047941,0.00031551847457152757,0.0002187007410689699,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596093066,0.00014048167519220556,-1.374963826368059e-06
23000,7.225575739903942,5.008387452154602,0.00031415546695234527,0.00021775597618063487,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596093066,0.00014048167519131738,-1.3630076191822969e-06
23100,7.225778412119901,5.008527933829794,0.0003128042602649308,0.00021681939107488286,2.0267221595982043e-06,1.4048167519122934e-06,0.0002026722159591543,0.00014048167519220556,-1.3512066874144923e-06
23200,7.22598108433586,5.008668415504984,0.00031146470191102844,0.00021589087997866312,2.0267221595982043e-06,1.4048167519122934e-06,0.0002026722159591543,0.0001404816751904292,-1.339558353902334e-06
23300,7.226183756551821,5.008808897180176,0.00031013664191209534,0.00021497033893477148,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596093066,0.00014048167519131738,-1.3280599989331067e-06
23400,7.22638642876778,5.008949378855368,0.00030881993285332394,0.00021405766576304991,2.0267221595982043e-06,1.4048167519122934e-06,0.0002026722159591543,0.00014048167519220556,-1.3167090587713997e-06
23500,7.226589100983741,5.009089860530558,0.0003075144298290954,0.00021315276002257695,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596093066,0.0001404816751904292,-1.3055030242285553e-06
23600,7.2267917731997,5.00923034220575,0.0003062199903898178,0.0002122555229748199,2.0267221595982043e-06,1.4048167519122934e-06,0.0002026722159591543,0.00014048167519131738,-1.294439439277601e-06
23700,7.226994445415659,5.009370823880941,0.0003049364744901122,0.000211365857547719,2.0267221595982043e-06,1.4048167519122934e-06,0.0002026722159591543,0.00014048167519131738,-1.283515899705586e-06
23800,7.2271971176316185,5.009511305556132,0.0003036637444383033,0.00021048366830067782,2.0267221595982043e-06,1.4048167519122934e-06,0.0002026722159591543,0.00014048167519131738,-1.2727300518089067e-06
23900,7.2273997898475795,5.009651787231322,0.00030240166484717904,0.00020960886139043187,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596093066,0.00014048167518954102,-1.2620795911242482e-06
24000,7.227602462063539,5.009792268906515,0.00030115010258598075,0.00020874134453777144,2.0267221595982043e-06,1.4048167519122934e-06,0.0002026722159591543,0.00014048167519309374,-1.2515622611982856e-06
24100,7.227805134279499,5.009932750581704,0.00029990892673358916,0.00020788102699509148,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.00014048167518954102,-1.241175852391592e-06
24200,7.228007806495459,5.010073232256896,0.0002986780085328702,0.00020702781951474777,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.00014048167519131738,-1.2309182007189763e-06
24300,7.228210478711418,5.010213713932087,0.00029745722134614887,0.00020618163431819288,2.0267221595982043e-06,1.4048167519122934e-06,0.0002026722159591543,0.00014048167519131738,-1.2207871867213164e-06
24400,7.228413150927379,5.010354195607279,0.0002962464406117778,0.0002053423850658721,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596093066,0.00014048167519220556,-1.2107807343710573e-06
24500,7.228615823143338,5.0104946772824706,0.0002950455438017689,0.00020450998682785594,2.0267221595982043e-06,1.4048167519122934e-06,0.0002026722159591543,0.00014048167519131738,-1.2008968100089335e-06
24600,7.228818495359298,5.010635158957662,0.0002938544103804593,0.00020368435605518952,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.00014048167519131738,-1.1911334213095866e-06
24700,7.229021167575257,5.010775640632854,0.00029267292176418045,0.0002028654105519374,2.0267221595982043e-06,1.4048167519122934e-06,0.0002026722159591543,0.00014048167519220556,-1.1814886162788405e-06
24800,7.229223839791219,5.0109161223080445,0.000291500961281904,0.00020205306944790503,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596181884,0.0001404816751904292,-1.1719604822764559e-06
24900,7.229426512007177,5.011056603983236,0.00029033841413683443,0.0002012472531720175,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221595826612,0.00014048167519131738,-1.1625471450695674e-06
25000,7.229629184223138,5.011197085658426,0.00028918516736892554,0.00020044788342633705,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596093066,0.0001404816751904292,-1.1532467679088894e-06
25100,7.229831856439096,5.011337567333618,0.0002880411098182907,0.0001996548831607019,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221595826612,0.00014048167519131738,-1.1440575506348454e-06
25200,7.2300345286550565,5.011478049008809,0.00028690613208948634,0.0001988681765479686,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.00014048167519131738,-1.1349777288043516e-06
25300,7.230237200871017,5.011618530683999,0.000285780126516641,0.00019808768895984187,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596093066,0.0001404816751904292,-1.126005572845356e-06
25400,7.230439873086977,5.011759012359192,0.0002846629871294086,0.00019731334694327528,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.00014048167519309374,-1.1171393872324111e-06
25500,7.230642545302937,5.011899494034383,0.000283554609619723,0.0001965450781974268,2.0267221595982043e-06,1.4048167519122934e-06,0.0002026722159591543,0.0001404816751904292,-1.108377509685557e-06
25600,7.230845217518896,5.012039975709573,0.00028245489130933186,0.0001957828115511552,2.0267221595982043e-06,1.4048167519122934e-06,0.0002026722159591543,0.0001404816751904292,-1.0997183103911594e-06
25700,7.231047889734855,5.0121804573847655,0.00028136373111808775,0.00019502647694104146,2.0267221595982043e-06,1.4048167519122934e-06,0.0002026722159591543,0.00014048167519220556,-1.0911601912441064e-06
25800,7.231250561950816,5.012320939059957,0.00028028102953297736,0.0001942760053899208,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596093066,0.00014048167519131738,-1.0827015851103887e-06
25900,7.231453234166776,5.012461420735148,0.0002792066885778678,0.00019353132898591304,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.00014048167519131738,-1.0743409551095743e-06
26000,7.231655906382735,5.0126019024103385,0.00027814061178395137,0.0001927923808619361,2.0267221595982043e-06,1.4048167519122934e-06,0.0002026722159591543,0.0001404816751904292,-1.06607679391642e-06
26100,7.231858578598695,5.012742384085529,0.00027708270416086953,0.00019205909517569077,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.0001404816751904292,-1.0579076230818351e-06
26200,7.232061250814655,5.012882865760722,0.0002760328721684983,0.00019133140709010388,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.00014048167519309374,-1.0498319923712474e-06
26300,7.232263923030615,5.013023347435913,0.000274991023689377,0.00019060925275421725,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.00014048167519131738,-1.0418484791212919e-06
26400,7.232466595246575,5.013163829111104,0.00027395706800176423,0.0001898925692845115,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.0001404816751904292,-1.033955687612762e-06
26500,7.232669267462535,5.013304310786294,0.0002729309157533032,0.0001891812947466526,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.0001404816751904292,-1.0261522484610172e-06
26600,7.232871939678495,5.013444792461486,0.00027191247893528175,0.00018847536813764985,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.00014048167519220556,-1.018436818021461e-06
26700,7.2330746118944536,5.013585274136678,0.00027090167085747015,0.0001877747293684149,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221595826612,0.00014048167519131738,-1.0108080778116067e-06
26800,7.233277284110413,5.013725755811869,0.00026989840612352286,0.00018707931924671152,2.0267221595982043e-06,1.4048167519122934e-06,0.0002026722159591543,0.00014048167519131738,-1.003264733947292e-06
26900,7.233479956326373,5.01386623748706,0.00026890260060692835,0.00018638907946048552,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.00014048167519131738,-9.95805516594507e-07
27000,7.233682628542332,5.014006719162251,0.0002679141714274938,0.00018570395256156484,2.0267221595982043e-06,1.4048167519122934e-06,0.0002026722159591543,0.0001404816751904292,-9.884291794345565e-07
27100,7.233885300758294,5.014147200837441,0.0002669330369283503,0.00018502388194972108,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596181884,0.0001404816751904292,-9.811344991434811e-07
27200,7.234087972974254,5.0142876825126335,0.00026595911665346523,0.0001843488118570821,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.00014048167519220556,-9.73920274885084e-07
27300,7.234290645190213,5.014428164187825,0.0002649923313256488,0.00018367868733288735,2.0267221595982043e-06,1.4048167519122934e-06,0.0002026722159591543,0.00014048167519131738,-9.667853278164259e-07
27400,7.234493317406173,5.014568645863015,0.0002640326028250428,0.0001830134542285772,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.0001404816751904292,-9.597285006060063e-07
27500,7.234695989622133,5.0147091275382065,0.00026307985416807757,0.00018235305918320752,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.00014048167519131738,-9.527486569652251e-07
27600,7.234898661838092,5.014849609213399,0.00026213400948688737,0.0001816974496091811,2.0267221595982043e-06,1.4048167519122934e-06,0.0002026722159591543,0.00014048167519220556,-9.458446811901988e-07
27700,7.235101334054052,5.01499009088859,0.00026119499400917154,0.00018104657367828844,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.00014048167519131738,-9.390154777158283e-07
27800,7.235304006270011,5.015130572563781,0.00026026273403848964,0.0001804003803080497,2.0267221595982043e-06,1.4048167519122934e-06,0.0002026722159591543,0.00014048167519131738,-9.322599706819011e-07
27900,7.235506678485972,5.015271054238973,0.00025933715693498107,0.00017975881914835027,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596093066,0.00014048167519131738,-9.255771035085718e-07
28000,7.235709350701931,5.015411535914165,0.00025841819109649757,0.00017912184056836304,2.0267221595982043e-06,1.4048167519122934e-06,0.0002026722159591543,0.00014048167519220556,-9.189658384834982e-07
28100,7.2359120229178915,5.015552017589355,0.0002575057659401385,0.0001784893956437493,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.0001404816751904292,-9.124251563590599e-07
28200,7.2361146951338515,5.015692499264546,0.0002565998118841791,0.00017786143614413282,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.0001404816751904292,-9.059540559593895e-07
28300,7.236317367349811,5.015832980939737,0.000255700260330382,0.00017723791452083876,2.0267221595982043e-06,1.4048167519122934e-06,0.0002026722159591543,0.00014048167519131738,-8.995515537971069e-07
28400,7.236520039565772,5.015973462614928,0.0002548070436466821,0.00017661878389489184,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596093066,0.00014048167519131738,-8.932166836999201e-07
28500,7.23672271178173,5.016113944290119,0.00025392009515023614,0.00017600399804526732,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221595826612,0.0001404816751904292,-8.86948496445954e-07
28600,7.236925383997691,5.016254425965311,0.00025303934909082833,0.0001753935113973885,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596093066,0.00014048167519220556,-8.807460594078068e-07
28700,7.237128056213651,5.016394907640502,0.00025216474063462197,0.00017478727901186418,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.00014048167519131738,-8.746084562063637e-07
28800,7.237330728429611,5.016535389315693,0.00025129620584825037,0.00017418525657346155,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.0001404816751904292,-8.685347863716052e-07
28900,7.237533400645571,5.016675870990884,0.00025043368168323774,0.00017358740038030742,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.00014048167519131738,-8.625241650126294e-07
29000,7.237736072861531,5.016816352666076,0.00024957710596074247,0.000172993667333313,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.00014048167519220556,-8.565757224952646e-07
29100,7.237938745077489,5.0169568343412685,0.00024872641735661477,0.0001724040149258168,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221595826612,0.00014048167519220556,-8.506886041277054e-07
29200,7.238141417293449,5.017097316016458,0.00024788155538676195,0.00017181840123344034,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.00014048167518954102,-8.448619698528154e-07
29300,7.238344089509409,5.017237797691649,0.00024704246039281263,0.00017123678490415186,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.00014048167519131738,-8.390949939493216e-07
29400,7.2385467617253685,5.0173782793668416,0.00024620907352807377,0.00017065912514853203,2.0267221595982043e-06,1.4048167519122934e-06,0.0002026722159591543,0.00014048167519220556,-8.333868647388627e-07
29500,7.238749433941329,5.017518761042032,0.0002453813367437739,0.00017008538173023837,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596093066,0.0001404816751904292,-8.277367842998685e-07
29600,7.238952106157289,5.017659242717222,0.00024455919277558406,0.00016951551495666292,2.0267221595982043e-06,1.4048167519122934e-06,0.0002026722159591543,0.0001404816751904292,-8.221439681898408e-07
29700,7.239154778373249,5.0177997243924155,0.0002437425851304124,0.0001689494856697783,2.0267221595982043e-06,1.4048167519122934e-06,0.00020267221596004248,0.00014048167519309374,-8.166076451716475e-07
