perm_android_permission_GET_TASKS,intent_android_intent_action_PACKAGE_ADDED,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_android_intent_action_PACKAGE_REMOVED,perm_com_android_launcher_permission_INSTALL_SHORTCUT,suspicious_getSubscriberId,perm_android_permission_READ_PHONE_STATE,perm_android_permission_SYSTEM_ALERT_WINDOW,intent_android_intent_action_USER_PRESENT,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,suspicious_Ljava_lang_Runtime___exec,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_google_android_c2dm_intent_RECEIVE,n_providers,perm_android_permission_ACCESS_WIFI_STATE,intent_com_google_firebase_INSTANCE_ID_EVENT,n_permissions,perm_com_android_launcher_permission_READ_SETTINGS,suspicious_Ldalvik_system_PathClassLoader_,intent_android_intent_action_SCREEN_OFF,intent_com_example_servicejar_action_SHORTCUT_CLICKED,perm_com_htc_launcher_permission_WRITE_SETTINGS,intent_com_google_firebase_MESSAGING_EVENT,intent_com_android_vending_INSTALL_REFERRER,perm_com_android_agedlauncher_permission_WRITE_SETTINGS,intent_com_example_servicejar_action_START_SPIRIT,intent_com_example_servicejar_action_START_ASSIST,perm_com_android_agedlauncher_permission_READ_SETTINGS,suspicious_Base64,label
1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,10,0,1,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,9,0,1,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,6,0,0,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,8,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,0,1,17,0,0,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,18,0,0,0,0,0,0,1,0,0,0,0,1,0
1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,11,0,1,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,10,0,1,0,0,0,1,1,0,0,0,0,1,0
1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,1,8,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,22,0,1,0,0,0,1,1,0,0,0,0,1,0
1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,1,9,0,1,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,7,0,1,0,0,0,0,1,0,0,0,0,1,0
1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,6,0,1,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,20,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,8,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,12,0,1,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,7,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,13,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0,1,1,0,1,1,1,1,1,1,0,0,0,2,1,0,18,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,1,8,0,1,0,0,0,1,1,0,0,0,0,1,0
1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,11,0,1,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,7,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,12,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,20,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0
0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,15,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,22,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,7,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,18,0,0,0,0,0,1,1,0,0,0,0,1,0
1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,18,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,18,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,4,1,1,12,0,1,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,11,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,6,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,4,0,1,7,0,1,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,18,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,8,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,13,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,19,1,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,23,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,11,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,6,0,1,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,11,0,1,0,0,0,0,1,0,0,0,0,1,0
1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,6,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,0,0,9,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,11,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,11,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,11,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,11,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,11,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,12,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,7,0,1,0,0,0,0,1,0,0,0,0,1,0
1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,19,0,1,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,7,0,1,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,8,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,7,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,9,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,12,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,8,0,1,0,0,0,1,1,0,0,0,0,1,0
0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,7,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,16,0,1,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,12,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,11,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,5,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,6,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,1,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,11,0,1,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,7,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,6,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,23,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,12,0,1,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,1,7,0,1,0,0,0,1,1,0,0,0,0,1,0
0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,8,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,14,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,10,0,1,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,10,0,1,0,0,0,1,1,0,0,0,0,1,0
0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,8,0,1,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,8,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,10,0,1,0,0,0,0,1,0,0,0,0,1,0
0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,12,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,7,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,1,0,0,0,1,1,1,3,1,1,16,0,1,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,6,0,1,0,0,0,0,1,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,6,0,1,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,8,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,9,0,1,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,9,0,1,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,10,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,7,0,0,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,8,0,1,0,0,0,0,1,0,0,0,0,1,0
1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,9,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,14,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,7,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,9,0,1,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,8,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,15,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,8,0,1,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,6,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,8,0,0,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,14,1,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,0,1,10,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,1,0
