perm_android_permission_SEND_SMS,perm_android_permission_READ_SETTINGS,perm_android_permission_WRITE_SMS,intent_android_intent_action_USER_PRESENT,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_android_permission_CHANGE_CONFIGURATION,intent_android_intent_action_BATTERY_CHANGED,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_android_net_wifi_supplicant_CONNECTION_CHANGE,suspicious_getSubscriberId,perm_android_permission_BROADCAST_STICKY,perm_com_sec_android_provider_badge_permission_READ,perm_com_sec_android_provider_badge_permission_WRITE,perm_android_permission_READ_SMS,intent_com_google_android_c2dm_intent_RECEIVE,perm_android_permission_RECEIVE_SMS,perm_android_permission_READ_INTERNAL_STORAGE,perm_com_majeur_launcher_permission_UPDATE_BADGE,perm_com_sonyericsson_home_permission_BROADCAST_BADGE,perm_com_huawei_android_launcher_permission_CHANGE_BADGE,perm_com_anddoes_launcher_permission_UPDATE_COUNT,perm_com_sonymobile_home_permission_PROVIDER_INSERT_BADGE,n_permissions,suspicious_getCellLocation,perm_android_permission_WRITE_SETTINGS,perm_android_permission_WRITE_INTERNAL_STORAGE,perm_android_permission_INTERACT_ACROSS_USERS_FULL,n_api_calls,intent_android_net_wifi_STATE_CHANGE,perm_android_permission_UPDATE_APP_OPS_STATS,label
0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,1,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41,0,1,0,0,47,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,39,1,1,1,1,30,1,1,0
1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,42,0,0,0,0,34,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,37,0,0,0,0,29,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,39,0,0,0,0,33,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,37,0,0,0,0,30,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,42,0,0,0,0,25,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,38,0,0,0,0,30,0,0,0
0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,49,1,1,0,1,41,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,38,0,1,0,0,25,0,0,0
0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,41,0,1,0,0,28,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,43,1,1,1,1,23,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,43,1,1,1,1,23,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,11,0,0,0
0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,40,0,1,0,0,26,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,29,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,29,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,29,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,29,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,29,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,29,1,1,0
1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,49,0,1,0,0,29,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,35,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,35,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,35,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,35,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,35,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,35,1,1,1
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,35,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,35,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,35,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,35,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,35,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,35,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,35,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,39,0,0,0,0,24,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,42,0,0,0,0,24,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,37,1,1,1,1,30,1,1,0
0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,41,0,0,0,0,38,0,0,0
0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,39,0,1,0,0,29,0,0,0
0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,35,1,1,0,0,26,0,0,1
1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,50,1,0,0,0,41,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,30,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,30,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,30,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,30,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,30,1,1,1
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,30,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,30,1,1,0
1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45,1,1,0,0,58,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,37,0,0,0,0,35,0,0,0
0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,35,1,1,0,0,30,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,30,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,30,1,1,1
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,47,1,1,1,1,38,1,1,0
1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,1,1,0,0,36,0,0,0
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,36,0,0,0,0,23,0,0,0
1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,121,1,1,0,0,71,0,0,0
1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,121,1,1,0,0,71,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,29,0,0,0
0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1,0,0,40,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,38,0,0,1,0,31,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,41,0,0,0,0,52,0,0,0
1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,38,1,1,0,0,44,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,38,0,0,1,0,15,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,34,0,0,0,0,33,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,37,0,0,0,0,27,0,0,0
0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,38,1,1,0,0,55,0,0,0
1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,121,1,1,0,0,71,0,0,0
1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,121,1,1,0,0,71,0,0,0
1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,121,1,1,0,0,71,0,0,0
1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,121,1,1,0,0,71,0,0,0
1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,121,1,1,0,0,71,0,0,0
1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,121,1,1,0,0,71,0,0,1
1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,121,1,1,0,0,71,0,0,0
1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,41,1,0,0,0,24,0,0,0
0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0,0,24,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,35,0,0,0,0,37,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,38,0,0,0,0,28,0,0,0
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,39,0,0,0,0,25,0,0,0
1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,53,0,0,0,0,60,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,38,0,0,0,0,22,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,40,0,0,0,0,41,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,37,0,0,0,0,41,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,34,0,1,1,0,35,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,34,0,0,0,0,27,0,0,0
0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,35,0,1,0,0,39,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,34,1,0,0,0,27,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,19,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,19,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,35,0,0,0,0,28,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,35,0,0,0,0,37,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,35,0,0,0,0,37,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,35,0,0,0,0,38,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,35,0,0,0,0,38,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,35,0,0,0,0,38,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,35,0,0,0,0,38,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,35,0,0,0,0,38,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,38,0,0,0,0,26,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,34,0,0,0,0,26,0,0,0
1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,34,1,1,0,1,40,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,34,0,0,0,0,25,0,0,1
1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,38,0,1,0,1,19,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,37,0,0,1,0,26,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,33,1,0,0,0,36,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,35,0,0,0,0,33,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,35,0,0,0,0,33,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,36,0,0,0,0,40,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,34,0,0,0,0,27,0,0,0
1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,121,1,1,0,0,71,0,0,1
0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,36,0,0,0,0,33,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,46,1,1,1,1,51,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,34,0,0,0,0,27,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,34,0,0,0,0,27,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,35,0,0,0,0,22,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,34,0,0,0,0,27,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,36,0,0,0,0,15,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,34,0,0,0,0,27,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,34,0,0,0,0,27,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,34,0,0,0,0,25,0,0,0
0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,40,1,1,0,0,37,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,34,0,0,0,0,25,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,34,0,0,0,0,24,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,36,0,0,0,0,15,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,35,0,0,0,0,29,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,37,0,0,0,0,21,0,0,0
0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,36,0,0,0,0,49,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,35,0,0,0,0,24,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,35,0,0,0,0,24,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,35,0,0,0,0,25,0,0,1
0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,63,1,1,0,0,60,0,0,0
0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,40,1,1,0,0,36,0,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,46,1,1,1,1,51,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,34,0,0,0,0,27,0,0,0
1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,38,1,1,0,0,19,0,0,0
0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,64,1,1,0,0,60,0,0,0
0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,64,1,1,0,0,60,0,0,0
0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,35,1,0,0,0,37,0,0,0
1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,62,0,1,0,0,17,0,0,0
1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,43,1,1,0,0,21,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,6,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,38,0,0,0,0,43,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,38,0,0,0,0,26,0,0,0
1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,33,1,1,0,0,36,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,34,0,0,0,0,33,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33,0,0,0,0,30,0,0,0
1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,42,1,1,0,0,40,0,0,0
1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,43,1,1,0,0,51,0,0,1
0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,1,1,0,1,29,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,35,0,0,0,0,34,0,0,0
0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57,1,1,0,0,59,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,37,0,0,0,0,36,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,37,0,0,0,0,36,0,0,0
1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,36,1,1,0,0,54,0,0,0
0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,37,1,1,0,0,60,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,46,1,0,0,0,26,0,0,0
0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,35,1,1,0,0,47,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,33,0,1,0,0,25,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,33,0,0,0,0,27,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,33,0,0,0,0,27,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,34,0,0,0,0,31,0,0,0
0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,35,1,0,0,0,47,1,0,0
1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,38,1,1,0,0,16,0,0,0
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,33,0,1,0,0,26,0,0,0
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,45,0,0,0,0,30,0,0,1
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,36,0,0,0,0,22,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,36,0,1,0,0,27,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,32,1,0,0,0,34,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,34,0,0,0,0,31,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,35,0,0,0,0,24,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,33,0,0,0,0,27,0,0,0
1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,38,1,1,1,0,58,0,0,0
0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,39,0,1,0,0,59,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,33,0,0,0,0,27,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,40,0,0,0,0,29,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,34,0,0,0,0,27,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,32,0,0,0,0,30,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,35,0,0,0,0,34,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,40,0,0,0,0,26,0,0,0
1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,35,1,1,0,0,44,0,0,0
0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,32,1,1,0,0,45,0,0,1
1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,46,0,0,0,0,22,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,36,0,1,0,0,43,0,0,0
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,1,0,0,34,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,33,0,0,0,0,22,0,0,0
0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,34,1,0,0,0,39,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,32,0,0,0,0,29,0,0,1
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,31,1,1,0
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,39,0,0,0,0,30,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,36,0,0,0,0,16,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,41,0,0,0,0,9,0,0,0
0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33,1,1,0,0,30,1,0,0
0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33,1,0,0,0,30,1,0,0
1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,42,0,0,0,0,21,0,0,0
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,43,0,0,0,0,35,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,44,1,1,1
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,33,0,0,0,0,32,0,0,0
1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,41,1,1,1,1,27,1,1,1
1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,81,0,1,1,1,6,0,1,0
1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,37,1,1,0,0,39,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,38,0,0,0,0,25,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,32,0,0,0,0,36,0,0,0
1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,37,1,1,0,0,28,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,42,0,0,0,0,29,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,37,1,1,0
1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,43,0,1,0,0,32,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,32,0,0,0,0,35,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,36,0,0,0,0,45,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,33,0,0,0,0,22,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,38,1,1,1,1,48,1,1,0
1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,37,1,0,0,0,46,0,0,0
1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,37,1,0,0,0,46,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,34,0,0,0,0,27,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,33,0,0,0,0,22,0,0,0
