perm_android_permission_READ_PHONE_STATE,suspicious_getSubscriberId,perm_android_permission_GET_TASKS,perm_com_android_launcher_permission_INSTALL_SHORTCUT,n_permissions,intent_android_intent_action_USER_PRESENT,perm_android_permission_SYSTEM_ALERT_WINDOW,intent_android_intent_action_MY_PACKAGE_REPLACED,intent_pushy_me,n_providers,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_android_permission_WRITE_EXTERNAL_STORAGE,perm_com_google_android_c2dm_permission_RECEIVE,intent_android_intent_action_PACKAGE_ADDED,suspicious_Ljava_lang_Runtime___exec,n_receivers,suspicious_sendTextMessage,intent_com_google_android_c2dm_intent_RECEIVE,perm_android_permission_ACCESS_WIFI_STATE,perm_com_android_launcher_permission_READ_SETTINGS,perm_android_permission_SEND_SMS,intent_android_intent_action_BOOT_COMPLETED,intent_com_google_android_c2dm_intent_REGISTRATION,suspicious_Ldalvik_system_PathClassLoader_,perm_android_permission_RECEIVE_BOOT_COMPLETED,n_services,intent_com_google_firebase_INSTANCE_ID_EVENT,suspicious_Base64,intent_android_intent_action_PACKAGE_REMOVED,perm_android_permission_CHANGE_CONFIGURATION,label
1,1,1,1,35,1,1,0,0,0,1,1,0,1,1,6,1,0,1,1,1,1,0,0,1,8,0,1,1,1,0
1,0,0,0,5,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0
0,0,0,0,5,0,0,0,0,4,0,0,1,0,0,4,0,1,0,0,0,0,0,1,0,6,1,1,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,12,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
0,0,0,0,8,0,0,0,0,2,0,1,0,1,1,11,0,0,1,0,0,0,0,1,0,8,0,1,0,0,0
0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,19,0,1,0,0,0,1,1,0,1,1,8,0,0,1,1,0,1,0,0,1,7,0,1,1,0,0
0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,29,0,1,0,0,0
1,0,1,0,19,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0
0,0,0,0,9,0,0,0,0,1,0,1,1,0,0,6,0,1,0,0,0,1,1,0,1,6,1,1,0,0,0
0,0,0,0,7,0,0,0,0,1,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0
0,0,0,0,19,0,0,0,0,9,0,1,1,0,0,17,0,1,1,0,0,1,0,1,1,36,1,1,0,0,0
0,0,0,0,15,0,0,0,0,1,0,1,1,0,1,2,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0
0,0,0,0,20,0,0,0,0,0,0,1,1,0,0,9,0,1,0,0,0,1,0,1,1,5,0,1,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0
0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,1,0,13,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,8,0,0,0,0,1,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,5,0,1,0,0,0
0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,14,0,0,0,0,1,0,1,1,0,1,6,0,1,0,0,0,0,1,0,1,11,1,1,0,0,0
0,0,0,0,5,0,0,0,0,1,0,0,1,0,0,4,0,1,0,0,0,0,0,1,0,2,1,1,0,0,0
0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,6,0,0,0,0,1,0,0,1,0,0,4,0,1,0,0,0,0,1,1,0,3,1,1,0,0,0
0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,18,0,1,0,0,2,0,1,1,0,1,5,0,1,1,0,0,1,1,0,1,13,0,1,0,0,0
0,0,0,0,28,0,0,0,0,6,0,0,1,0,1,7,0,1,0,0,0,0,0,1,0,10,0,1,0,0,0
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1,0,12,0,1,0,0,1,0,1,1,0,1,3,0,1,1,0,0,0,1,0,0,5,0,1,0,0,0
0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,15,0,0,1,0,5,0,0,1,0,0,10,0,1,1,0,0,1,0,1,1,22,1,1,0,0,0
1,0,0,0,14,0,0,0,0,1,0,1,1,0,0,4,0,1,1,0,0,1,1,0,1,3,1,1,0,0,0
0,0,0,0,28,0,0,1,0,0,0,1,1,0,1,4,0,1,1,0,0,1,0,1,1,7,0,1,0,0,0
0,0,0,1,11,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1,0,29,1,0,0,0,7,1,1,0,1,1,16,0,0,1,0,0,1,0,1,0,15,0,1,1,0,0
1,1,0,0,14,1,0,0,0,3,0,1,0,0,1,9,0,0,1,0,0,1,0,1,1,12,0,1,0,0,0
0,0,0,0,9,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
1,0,0,0,16,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,1,0,0,1,2,0,1,0,0,0
0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1,1,12,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,6,0,0,0,0,1,0,0,1,0,0,4,0,1,0,0,0,0,0,1,0,2,1,1,0,0,0
0,0,0,0,14,0,0,0,0,4,0,1,1,0,1,6,0,1,1,0,0,0,0,1,0,21,1,1,0,0,0
0,0,0,0,13,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,0,0,0,0,0,3,0,1,0,0,0
0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,0,0,18,0,0,0,0,1,0,1,1,0,0,5,1,1,1,0,0,0,0,1,0,9,1,1,0,0,0
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
1,0,1,1,22,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,0,0,1,0,0,2,0,1,1,0,0
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,8,0,0,0,0,2,0,1,1,0,0,5,0,1,0,0,0,0,0,1,0,12,1,1,0,0,1
0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,6,0,0,0,0,1,0,1,1,0,0,4,0,1,0,0,0,0,1,1,0,2,1,1,0,0,0
1,1,0,0,14,1,0,0,0,6,0,1,1,1,1,15,0,1,1,0,0,1,0,1,0,20,1,1,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,5,0,0,0,0,1,0,0,1,0,0,5,0,1,0,0,0,0,0,1,0,8,1,1,0,0,0
1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,18,0,1,0,0,0,0,0,1,0,0,7,0,1,0,0,0,1,0,1,1,8,0,1,0,0,0
0,0,1,0,11,0,0,0,0,0,0,1,0,0,0,7,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1
0,0,0,0,6,0,0,0,0,1,0,0,1,0,0,3,0,1,0,0,0,0,0,1,0,7,1,1,0,0,1
0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,1,0,19,1,1,0,0,0,0,1,1,0,1,5,0,1,1,0,0,1,1,1,1,11,0,1,0,0,0
1,0,0,0,10,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,1,2,0,1,0,0,0
0,0,0,0,9,0,0,0,0,3,0,0,1,0,0,4,0,1,1,0,0,0,0,1,0,8,1,1,0,0,0
0,0,0,0,6,0,0,0,0,1,0,0,1,0,0,3,0,1,1,0,0,0,1,0,0,4,1,1,0,0,0
1,0,1,0,20,0,1,0,0,3,0,1,1,0,1,9,0,1,0,0,0,1,1,0,1,12,1,1,0,0,0
1,0,1,1,17,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,12,0,0,0,0,1,0,0,1,0,0,3,0,1,0,0,0,0,1,0,0,6,1,1,0,0,0
0,0,0,1,7,0,0,0,0,1,0,0,1,0,0,5,0,1,0,0,0,0,0,1,0,10,1,1,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,13,0,1,0,0,0
1,0,0,0,16,0,0,0,0,1,0,1,1,0,1,9,0,1,1,0,0,1,1,1,1,3,0,1,0,0,0
0,0,0,0,9,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,4,1,1,0,0,0
0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,1,3,0,1,0,0,0
0,0,0,0,21,0,0,1,0,1,0,0,1,0,1,8,0,1,0,0,0,1,1,1,1,5,1,1,0,0,0
1,0,0,0,12,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0
0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,16,0,0,1,0,1,0,0,1,0,0,5,0,1,0,0,0,1,0,0,1,6,0,1,0,0,0
1,1,1,0,18,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1,0,18,1,1,0,0,0,0,1,0,1,1,6,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
1,0,1,1,17,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,12,0,0,0,0,10,0,1,1,0,0,10,0,1,1,0,0,1,0,1,1,23,1,1,0,0,0
0,0,0,0,27,0,0,1,0,3,0,1,1,0,1,7,0,1,0,0,0,1,0,1,1,13,1,1,0,0,0
0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0
1,0,0,0,14,0,0,0,0,7,0,1,1,0,0,14,0,1,1,0,0,1,0,1,1,13,1,1,0,0,0
0,0,0,0,5,0,0,0,0,1,0,0,1,0,0,4,0,1,0,0,0,0,0,1,0,3,1,1,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,0,0,12,0,0,0,0,2,0,1,1,0,1,4,0,1,1,0,0,1,0,1,1,7,1,1,0,0,1
1,1,0,0,9,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,3,0,1,0,0,0
0,0,0,0,11,0,0,0,0,1,0,1,1,0,0,4,0,1,1,0,0,0,1,1,0,2,1,1,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,5,0,0,0,0,1,0,0,1,0,0,4,0,1,0,0,0,0,1,1,0,2,1,1,0,0,0
0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1,0,0,0,17,0,0,0,0,1,0,1,1,0,0,6,0,1,1,0,0,1,1,1,0,7,1,1,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,6,0,0,0,0,2,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,8,0,1,0,0,1
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0
1,0,1,1,21,0,1,0,0,1,0,1,1,0,0,5,0,1,1,0,0,0,1,0,1,8,1,1,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,7,0,0,0,0,1,0,1,1,0,0,4,0,1,1,0,0,0,1,1,0,2,1,1,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1,0,0,0,18,0,1,0,0,1,0,1,0,0,1,6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,0,14,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,0,0,6,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,1,36,1,1,0,0,1,0,1,1,1,1,13,0,1,1,0,0,1,0,1,1,11,1,1,1,0,0
1,1,1,1,37,1,1,0,0,0,1,1,0,1,1,7,1,0,1,0,1,1,0,0,1,9,0,1,1,0,0
1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4,0,0,0,0,3,0,0,1,0,1,7,0,1,0,0,0,1,0,0,0,8,0,1,0,0,0
0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,0,0,7,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
0,0,0,0,11,0,0,0,0,1,0,1,1,0,1,4,0,1,1,0,0,0,1,0,0,7,1,1,0,0,0
1,1,1,1,20,1,1,0,0,0,1,1,0,0,1,5,1,0,1,0,1,0,0,0,0,8,0,1,0,1,0
0,0,1,0,13,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,0,1,0,1,1,3,0,1,0,0,0
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,5,0,0,0,0,1,0,0,1,0,0,5,0,1,0,0,0,0,1,1,0,7,1,1,0,0,0
0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,1,0,0,9,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0
0,0,0,1,18,0,1,0,0,1,0,1,1,0,0,7,0,1,1,0,0,0,0,1,1,6,1,1,0,0,0
1,0,0,0,19,0,0,0,0,3,0,1,1,0,1,7,0,1,1,0,0,0,0,1,0,13,0,1,0,0,0
0,0,0,0,6,0,0,0,0,5,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,0,0,12,0,0,0,0,5,0,1,1,0,0,11,0,1,0,0,0,0,0,1,0,13,1,1,0,0,0
0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,6,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,42,0,0,0,0,5,0,1,1,0,1,10,0,1,0,0,0,1,0,1,1,9,0,1,0,0,0
0,0,0,0,11,0,0,0,0,1,0,1,1,0,1,2,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0
1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1,0,12,1,0,0,0,0,1,1,0,0,1,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
0,0,0,0,17,0,0,0,0,4,0,0,1,0,0,5,0,1,1,0,0,1,0,1,1,9,1,1,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,1,0,16,1,1,0,0,1,1,1,0,1,0,5,0,0,1,0,1,1,0,0,1,5,0,0,1,0,0
1,0,0,0,10,0,0,0,0,2,0,1,0,0,0,4,0,0,1,0,0,1,1,0,1,6,0,1,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,1,0,0,11,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1,0,0,0,10,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,1,2,0,1,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,24,0,0,1,0,3,0,0,1,0,1,7,0,1,0,0,0,1,0,1,1,13,1,1,0,0,1
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,19,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,0,0,26,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,1,1,0,0,1,3,0,0,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,9,0,0,0,0,1,0,1,1,0,0,4,0,1,0,0,0,0,0,1,0,6,1,1,0,0,0
1,1,1,0,35,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1
0,0,0,0,6,0,0,0,0,1,0,0,1,0,0,5,0,1,0,0,0,1,0,1,1,8,1,1,0,0,0
0,1,0,0,6,0,0,0,0,1,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0
0,0,0,0,10,0,0,1,0,1,0,1,1,0,0,8,1,1,1,0,0,1,1,1,0,7,1,1,0,0,0
1,1,1,0,25,1,1,0,0,1,1,1,0,1,1,3,0,0,1,1,0,0,0,0,0,5,0,1,1,0,1
0,0,0,0,27,0,0,1,0,0,0,1,1,0,1,4,0,1,1,0,0,1,0,1,1,7,0,1,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,14,0,0,0,0,12,0,1,1,0,0,20,0,1,1,0,0,1,0,1,1,13,0,1,0,0,0
0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0
1,0,0,0,37,0,0,0,0,4,0,1,1,0,0,7,0,1,0,0,0,0,0,1,0,11,1,1,0,0,0
0,1,0,0,15,1,1,0,0,0,0,1,1,1,1,11,0,1,1,0,0,1,1,1,1,11,0,1,1,0,0
1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,10,0,0,0,0,1,0,1,1,0,0,4,0,1,1,0,0,1,0,1,1,10,1,1,0,0,0
0,0,0,0,8,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0
1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,7,0,0,0,0,1,0,1,1,0,0,3,0,1,0,0,0,0,1,0,0,2,1,1,0,0,0
0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,12,0,0,0,0,2,0,1,1,0,0,3,0,1,0,0,0,0,0,1,0,6,1,1,0,0,0
1,1,1,1,30,1,1,0,0,0,1,1,0,1,1,12,0,0,1,1,0,1,0,0,1,11,0,1,1,0,0
1,0,0,0,17,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,9,0,0,0,0,2,0,1,1,0,0,5,0,1,0,0,0,0,1,0,0,9,1,1,0,0,0
0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,10,0,0,0,0,3,0,1,1,0,0,6,0,1,0,0,0,0,0,0,0,7,0,1,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,0,0,16,0,0,0,0,2,0,1,1,0,1,3,0,1,0,0,0,0,0,1,0,12,1,1,0,0,0
1,0,0,0,18,0,0,0,0,6,0,1,1,0,0,5,0,1,1,0,1,0,0,1,0,13,1,1,0,0,0
0,0,0,0,35,0,1,1,0,8,0,1,1,0,1,11,0,1,1,0,0,1,0,1,1,15,1,1,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0,0,0,27,0,0,1,0,2,0,1,1,0,1,5,0,1,0,0,0,1,0,1,1,7,0,1,0,0,0
1,0,1,0,20,1,0,0,0,0,0,1,1,0,1,15,0,1,1,0,0,1,1,0,1,9,0,1,0,0,1
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,0,0,35,0,0,1,0,1,0,1,1,0,1,10,0,1,0,0,0,1,0,1,1,21,1,1,0,0,0
1,0,0,0,14,0,0,0,0,1,0,1,1,0,0,4,0,1,0,0,0,0,1,0,0,8,1,1,0,0,0
0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,7,0,0,0,0,1,0,1,1,0,0,3,0,1,0,0,0,0,1,0,0,9,0,1,0,0,0
0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1,0,0,0,18,0,1,0,0,3,0,1,1,0,0,8,0,1,0,0,0,0,0,1,0,14,1,1,0,0,0
0,0,0,0,16,0,0,0,0,5,0,1,1,0,0,9,1,1,1,0,0,0,1,1,0,7,1,1,0,0,1
0,0,0,0,28,0,1,1,0,1,0,1,1,0,1,5,0,1,1,0,0,1,0,1,1,9,0,1,0,0,0
0,0,0,0,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,12,0,0,0,0,1,0,1,1,0,0,5,0,1,0,0,0,0,0,1,0,11,1,1,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,0,0,17,0,1,1,0,5,1,1,1,1,1,11,0,1,1,0,0,1,0,1,1,23,1,1,1,0,0
0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,1,0,0,1
0,0,0,0,8,0,1,0,0,0,0,1,1,0,0,6,0,1,0,0,0,1,1,0,1,5,0,1,0,0,0
