n_api_calls,perm_android_permission_GET_TASKS,perm_android_permission_READ_PHONE_STATE,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,n_urls,perm_android_permission_SYSTEM_ALERT_WINDOW,n_used_permissions,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_CHANGE_WIFI_STATE,perm_android_permission_SEND_SMS,n_permissions,suspicious_getSubscriberId,intent_android_intent_action_USER_PRESENT,perm_android_permission_CHANGE_NETWORK_STATE,perm_android_permission_WRITE_SETTINGS,perm_android_permission_READ_SMS,perm_android_permission_WRITE_SMS,suspicious_getSystemService,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_android_permission_READ_LOGS,suspicious_Base64,perm_android_permission_RECEIVE_SMS,suspicious_Ldalvik_system_PathClassLoader_,suspicious_getPackageInfo,intent_android_intent_action_PACKAGE_ADDED,n_activities,perm_com_tencent_mm_permission_MM_MESSAGE,intent_show_fold,intent_com_excelliance_kxqp_action_swpmain,intent_show_encourage,label
27,0,0,0,29,0,12,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,7,0,0,0,0,0
26,0,0,0,32,0,9,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,0,0,0,0
25,0,0,0,25,0,13,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,1,1,0,7,0,0,0,0,0
22,0,0,0,27,0,12,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
21,0,0,0,27,0,12,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8,0,0,0,0,1
27,0,0,0,26,0,11,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,0,0,0,0
22,0,0,0,29,0,9,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,5,0,0,0,0,0
25,0,0,0,30,0,8,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,0,0,0,0
25,0,0,0,33,0,13,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,0,0,0,0
21,0,0,0,30,0,10,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,0,0,0,0
25,0,0,0,26,0,13,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,9,0,0,0,0,0
22,0,0,0,27,0,9,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
26,0,0,0,32,0,9,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,0,0,0,0
25,0,0,0,26,0,10,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8,0,0,0,0,0
26,0,0,0,29,0,14,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,9,0,0,0,0,0
22,0,0,0,30,0,12,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8,0,0,0,0,0
26,0,0,0,32,0,9,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,0,0,0,0
24,0,0,0,29,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,0,0,0,0
25,0,1,0,31,0,9,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0
21,0,0,0,28,0,12,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2,0,0,0,0,0
23,0,0,0,25,0,10,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,0,0,0,0
26,0,0,0,29,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,0,0,0,0
28,0,0,0,33,0,13,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,0,0,0,0
28,0,0,0,30,0,9,0,0,0,7,0,1,0,0,0,0,1,0,0,1,0,0,1,0,5,0,0,0,0,0
22,0,0,0,27,0,13,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8,0,0,0,0,0
23,0,0,0,25,0,12,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8,0,0,0,0,0
29,0,0,0,28,0,13,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,7,0,0,0,0,0
23,1,0,0,33,0,13,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8,0,0,0,0,0
26,0,0,0,29,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,0,0,0,0
21,0,0,0,28,0,12,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2,0,0,0,0,0
24,0,0,0,29,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,0,0,0,0
23,0,0,0,25,0,10,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,0,0,0,0
24,0,0,0,29,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,0,0,0,0
22,0,1,0,31,0,12,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,9,0,0,0,0,0
23,0,0,0,27,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,5,0,0,0,0,0
26,0,0,0,29,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,0,0,0,1
25,0,0,0,30,0,9,0,0,0,3,1,0,0,0,0,0,1,0,0,1,0,1,1,0,3,0,0,0,0,0
24,0,0,0,31,0,12,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,9,0,0,0,0,0
26,0,0,0,26,0,11,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
23,0,0,0,27,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7,0,0,0,0,0
25,0,0,0,33,0,11,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2,0,0,0,0,0
25,0,0,0,33,0,10,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,0,0,0,0
29,0,0,0,27,0,11,0,0,0,7,1,0,0,0,0,0,1,0,0,1,0,1,1,0,7,0,0,0,0,1
22,0,0,0,25,0,13,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
23,0,0,0,27,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,0,0,0,0,0
27,0,0,0,30,0,10,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6,0,0,0,0,0
26,0,0,0,32,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,0,0,0,0,0
26,0,0,0,32,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,0,0,0,0,0
26,0,0,0,32,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,0,0,0,0,0
25,0,0,0,24,0,13,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,5,0,0,0,0,0
23,0,0,0,27,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7,0,0,0,0,0
25,0,0,0,32,0,10,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,0,0,0,0
25,0,0,0,28,0,8,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,7,0,0,0,0,0
22,0,0,0,28,0,13,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8,0,0,0,0,0
21,0,0,0,26,0,11,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
28,0,0,0,32,0,10,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,0,0,0,0,0
25,0,0,0,27,0,10,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,9,0,0,0,0,0
25,0,0,0,33,0,13,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
23,0,0,0,26,0,11,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,5,0,0,0,0,0
23,0,0,0,27,0,9,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8,0,0,0,0,1
21,0,0,0,26,0,12,0,0,0,5,0,0,0,1,0,0,1,0,0,1,0,1,1,0,3,0,0,0,0,0
24,0,0,0,33,0,10,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,5,0,0,0,0,0
25,0,0,0,29,0,10,0,0,0,10,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
22,0,0,0,32,0,11,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2,0,0,0,0,1
26,0,0,0,32,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,0,0,0,0,0
29,0,0,0,32,0,13,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,0
26,0,0,0,32,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,0,0,0,0,0
27,0,0,0,30,0,10,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7,0,0,0,0,0
25,0,0,0,27,0,9,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,7,0,0,0,0,0
21,0,0,0,29,0,9,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,5,0,0,0,0,0
22,0,0,0,29,0,10,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,5,0,0,0,0,0
26,0,0,0,32,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,0,0,0,0,0
25,0,0,0,33,0,11,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2,0,0,0,0,0
26,0,0,0,28,0,8,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,0,0,0,0,0
23,0,0,0,30,0,9,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,7,0,0,0,0,0
25,0,0,0,32,0,10,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6,0,0,0,0,0
26,0,0,0,29,0,9,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,0,0,0,0
26,0,0,0,32,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,0,0,0,0,0
26,1,0,0,33,1,9,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,0,0,0,0
22,0,0,0,28,0,9,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,1,1,0,7,0,0,0,0,1
24,0,0,0,26,0,10,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8,0,0,0,0,0
26,0,0,0,31,0,13,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2,0,0,0,0,0
22,0,1,0,26,1,13,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,1,1,0,7,0,0,0,0,0
22,0,0,0,32,0,12,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8,0,0,0,0,0
26,1,0,0,33,1,9,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,0,0,0,0
20,0,0,0,30,0,11,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,1,1,0,7,0,0,0,0,0
23,0,0,0,26,0,9,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,7,0,0,0,0,0
24,1,1,0,27,0,8,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,1,1,5,0,0,0,0,0
26,1,0,0,32,1,9,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,0
24,0,0,0,31,0,12,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,1
22,0,0,0,27,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,5,0,0,0,0,0
27,0,0,0,34,0,12,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,0,0,0,0
22,0,0,0,28,0,9,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,5,0,0,0,0,0
24,0,1,0,26,1,14,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8,0,0,0,0,0
22,0,0,0,30,0,10,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,1,1,0,9,0,0,0,0,0
26,1,0,0,33,1,9,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,0,0,0,0
24,0,0,0,30,0,9,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,0,0,0,0
25,0,0,0,31,0,13,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,3,0,0,0,0,0
25,0,0,0,31,0,8,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,0,0,0,0,0
25,0,1,0,33,0,10,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,0
22,0,0,0,31,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
22,0,0,0,24,0,13,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
21,0,0,0,27,0,10,0,0,0,7,0,0,0,1,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
26,1,0,0,32,1,9,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,0
25,0,0,0,31,0,8,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,0,0,0,0,0
26,0,1,0,34,0,13,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,1,1,0,3,0,0,0,0,0
22,0,0,0,29,0,12,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2,0,0,0,0,0
23,0,0,0,29,0,11,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
27,0,0,0,27,0,11,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8,0,0,0,0,0
23,0,0,0,31,0,10,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,0,0,0,1
22,0,0,0,29,0,10,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
22,0,0,0,27,0,10,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2,0,0,0,0,0
21,0,0,0,32,0,12,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
23,0,0,0,25,0,13,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8,0,0,0,0,0
25,0,0,0,24,0,13,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
23,0,0,0,28,0,8,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7,0,0,0,0,0
28,0,0,0,27,0,11,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,1,1,0,3,0,0,0,0,0
25,0,0,0,24,0,13,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
21,0,0,0,33,0,12,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,1,1,0,5,0,0,0,0,0
20,0,0,0,28,0,11,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,1
27,0,0,0,29,0,8,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,0,0,0,0
23,0,0,0,28,0,8,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7,0,0,0,0,0
24,0,0,0,32,0,12,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2,0,0,0,0,0
20,0,0,0,29,0,11,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,7,0,0,0,0,0
22,0,0,0,27,0,10,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2,0,0,0,0,0
21,0,0,0,27,0,10,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,1,1,0,7,0,0,0,0,0
23,0,0,0,24,0,13,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,3,0,0,0,0,0
27,0,0,0,29,0,12,0,0,0,3,1,0,0,0,0,0,1,0,0,1,0,1,1,0,9,0,0,0,0,1
26,0,0,0,32,0,9,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,0,0,0,0
21,0,1,0,28,0,9,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
23,0,1,0,25,0,11,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,3,0,0,0,0,1
26,0,0,0,32,0,9,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,0,0,0,0
23,0,0,0,28,0,8,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7,0,0,0,0,0
27,0,0,0,32,0,10,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0
23,0,1,0,33,0,13,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8,0,0,0,0,1
26,0,0,0,33,0,10,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,5,0,0,0,0,0
22,0,0,0,26,0,9,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,0,0,0,0
21,0,0,0,26,0,11,0,1,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,5,0,0,0,0,0
22,0,1,0,29,0,9,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,3,0,0,0,0,0
25,0,1,0,28,0,9,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0
28,0,0,0,29,0,16,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,7,0,0,0,0,0
25,0,0,0,32,0,10,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
21,0,0,0,32,0,13,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,5,0,0,0,0,0
21,0,0,0,29,0,9,0,0,0,5,0,0,0,1,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
21,0,0,0,26,0,11,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
21,0,0,0,26,0,12,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,5,0,0,0,0,0
24,0,0,0,28,0,10,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8,0,0,0,0,0
24,0,0,0,32,0,11,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
21,0,0,0,28,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
28,0,0,0,32,0,10,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7,0,0,0,0,0
22,0,0,0,30,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,1
23,0,0,0,29,0,10,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,1,1,0,9,0,0,0,0,0
21,0,0,0,32,0,13,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,0,0,0,0
23,0,0,0,25,0,13,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
26,0,0,0,32,0,9,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,0,0,0,0
26,0,0,0,29,0,10,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8,0,0,0,0,0
23,0,0,0,25,0,13,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
24,0,0,0,26,0,9,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8,0,0,0,0,0
25,0,0,0,28,0,13,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8,0,0,0,0,0
24,0,0,0,26,0,8,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
25,0,0,0,31,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
22,0,0,0,24,0,13,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,1,1,0,5,0,0,0,0,0
28,0,0,0,32,0,10,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,0,0,0,0
23,0,0,0,28,0,11,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,7,0,0,0,0,0
25,0,0,0,25,0,11,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,3,0,0,0,0,0
24,0,0,0,32,0,11,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
21,0,1,0,29,0,9,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,1,1,0,3,0,0,0,0,0
22,0,1,0,30,0,12,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8,0,0,0,0,0
23,0,0,0,29,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,0,0,0,0
24,0,0,0,29,0,11,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
24,0,0,0,24,0,11,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
29,0,0,0,31,0,13,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0
28,0,0,0,29,0,8,0,0,0,5,0,0,0,1,0,0,1,0,0,1,0,0,1,0,5,0,0,0,0,0
22,0,0,0,31,0,11,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2,0,0,0,0,0
27,1,0,0,32,1,9,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,0
26,0,0,0,30,0,10,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,0,0,0,0
20,0,0,0,30,0,10,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,5,0,0,0,0,0
20,0,0,0,29,0,10,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
24,0,0,0,25,0,13,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8,0,0,0,0,0
22,0,0,0,26,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,0,0,0,0
27,1,0,0,32,1,9,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,0
23,0,0,0,24,0,10,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,5,0,0,0,0,0
24,0,0,0,29,0,11,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
21,0,0,0,29,0,10,0,0,0,5,0,0,0,1,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
21,0,0,0,29,0,10,0,0,0,5,0,0,0,1,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,1
27,1,0,0,32,1,9,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,0
27,1,0,0,32,1,9,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,0
20,0,0,0,29,0,10,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
24,0,0,0,29,0,11,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
22,0,0,0,34,0,12,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,5,0,0,0,0,0
23,0,0,0,33,0,12,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,1,1,0,7,0,0,0,0,0
23,0,0,0,25,0,11,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
27,1,0,0,32,1,9,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,0
25,0,0,0,31,0,11,0,0,0,5,1,0,0,0,0,0,1,0,0,1,0,1,1,0,9,0,0,0,0,0
27,1,0,0,32,1,9,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,0
20,0,0,0,28,0,12,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
22,0,1,0,27,0,10,0,0,0,7,0,0,0,1,0,0,1,0,0,1,0,1,1,0,8,0,0,0,0,0
21,0,0,0,32,0,12,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8,0,0,0,0,0
20,0,0,0,29,0,10,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
24,0,0,0,29,0,11,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
21,0,0,0,29,0,9,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
21,0,0,0,29,0,10,0,0,0,5,0,0,0,1,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
24,0,0,0,29,0,11,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
20,0,0,0,29,0,10,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
24,0,0,0,29,0,11,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,1
23,0,0,0,26,0,13,0,0,0,7,0,0,1,0,0,0,1,0,0,1,0,1,1,0,9,0,0,0,0,0
23,0,1,0,30,0,8,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,1,1,0,3,0,0,0,0,0
21,0,0,0,29,0,11,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
24,0,0,0,29,0,11,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
25,0,0,0,28,0,13,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2,0,0,0,0,0
23,0,0,0,33,0,10,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8,0,0,0,0,0
23,0,1,0,31,0,10,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,0,0,0,0
21,0,0,0,30,0,10,0,1,0,8,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,1
27,1,0,0,32,1,9,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,0
21,0,0,0,26,0,12,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8,0,0,0,0,1
20,0,0,0,29,0,10,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0
20,0,0,0,31,0,11,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,5,0,0,0,0,0
