perm_android_permission_GET_TASKS,n_permissions,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_android_permission_CHANGE_WIFI_STATE,perm_android_permission_WRITE_SETTINGS,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_android_permission_RESTART_PACKAGES,intent_android_intent_action_USER_PRESENT,perm_android_permission_SYSTEM_ALERT_WINDOW,intent_android_intent_action_PACKAGE_REMOVED,n_urls,n_api_calls,suspicious_Base64,suspicious_getExternalStorageDirectory,suspicious_getPackageInfo,n_used_permissions,suspicious_Cipher,suspicious_Ldalvik_system_PathClassLoader_,suspicious_getDeviceId,perm_android_permission_READ_LOGS,intent_com_google_android_c2dm_intent_RECEIVE,suspicious_getSystemService,perm_android_permission_READ_PHONE_STATE,intent_com_igexin_sdk_action_refreshls,perm_com_google_android_c2dm_permission_RECEIVE,perm_android_permission_ACCESS_WIFI_STATE,suspicious_Ljava_lang_System___load,perm_android_permission_SEND_SMS,intent_android_intent_action_MEDIA_MOUNTED,perm_android_permission_BROADCAST_STICKY,label
1,20,1,1,1,1,0,1,1,1,3,4,1,1,1,3,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
1,38,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0
0,11,0,0,0,0,0,0,0,0,65,22,1,1,1,8,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0
1,43,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0
1,15,1,0,0,0,0,0,1,0,12,41,1,1,1,14,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0
1,48,1,1,1,1,0,1,1,0,3,4,1,1,1,3,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0
0,10,0,1,0,1,0,0,0,0,20,18,1,1,1,6,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0
1,30,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
0,10,0,0,0,0,0,0,0,0,15,11,0,1,1,7,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0
1,36,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0
0,13,0,0,0,0,0,0,0,0,53,14,1,1,1,8,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0
1,36,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0
0,13,0,0,0,0,0,0,0,0,8,20,1,1,1,9,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0
1,29,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0
1,13,0,0,0,0,0,0,0,0,68,23,1,1,1,10,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0
0,6,0,0,1,0,0,0,0,0,30,14,1,1,1,6,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
0,6,0,0,1,0,0,0,0,0,30,14,1,1,1,6,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
1,21,0,0,0,0,0,0,1,0,23,13,1,1,1,8,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
1,20,0,1,1,1,0,0,0,0,3,4,1,1,1,3,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,17,1,1,1,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,48,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0
0,19,0,0,0,1,0,0,0,0,43,28,1,1,1,11,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0
0,6,0,0,1,0,0,0,0,0,32,14,1,1,1,6,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
0,6,0,0,1,0,0,0,0,0,32,14,1,1,1,6,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
0,15,0,0,0,0,0,0,0,0,74,29,1,1,1,11,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0
1,18,1,1,0,0,0,0,0,0,42,22,1,1,1,8,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0
1,45,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0
0,29,1,1,1,1,0,1,1,1,3,5,1,1,1,3,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0
0,11,0,0,0,0,0,0,0,0,43,20,1,1,1,11,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0
0,12,0,0,0,0,0,0,0,0,13,28,1,1,1,10,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0
0,29,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
0,12,0,0,0,0,0,0,0,0,39,35,1,1,1,12,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0
1,52,0,1,0,1,0,1,0,1,3,4,1,1,1,3,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0
0,13,0,0,0,0,0,0,0,0,7,20,1,1,1,9,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0
0,19,0,0,0,1,0,0,0,0,73,20,1,1,1,10,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0
1,35,1,1,1,1,1,1,0,1,3,5,1,1,1,4,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0
1,33,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0
1,25,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
1,41,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0
0,29,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,25,1,1,1,0,0,0,1,0,47,37,1,1,1,9,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0
0,16,0,0,0,0,0,1,0,0,12,22,1,1,1,9,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0
0,16,0,0,0,0,0,1,0,0,12,22,1,1,1,9,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0
0,16,0,0,0,0,0,1,0,0,12,22,1,1,1,9,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0
0,16,0,0,0,0,0,1,0,0,12,22,1,1,1,9,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0
0,16,0,0,0,0,0,1,0,0,12,22,1,1,1,9,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0
0,16,0,0,0,0,0,1,0,0,12,22,1,1,1,9,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0
0,5,0,0,1,0,0,0,0,0,29,16,1,1,1,7,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,10,0,0,0,0,0,0,0,0,10,13,1,1,1,7,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0
1,34,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0
1,34,0,1,1,0,0,0,1,0,36,34,1,1,1,13,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0
0,17,0,1,0,0,0,0,0,0,59,12,1,0,1,11,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1
0,18,0,0,0,0,0,0,1,0,41,33,1,1,1,11,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0
1,34,1,1,1,1,1,1,1,0,3,5,1,1,1,3,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0
0,4,0,0,0,0,0,0,0,0,30,17,1,1,1,7,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
1,37,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0
1,20,0,1,0,0,0,0,1,0,52,36,1,1,1,12,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0
0,15,0,0,0,0,0,0,0,0,42,37,1,1,1,12,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0
1,41,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0
0,15,0,1,0,0,0,0,0,0,39,15,1,1,1,6,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0
1,31,1,1,1,1,0,1,1,1,3,4,1,1,1,3,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
0,16,0,0,0,0,0,0,0,0,13,21,1,1,1,11,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0
1,31,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
1,25,1,1,1,0,0,0,0,0,28,34,1,1,1,12,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0
1,26,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0
0,7,0,0,0,0,0,0,0,0,51,7,1,0,1,4,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1
0,30,0,0,0,0,0,0,0,0,66,24,1,1,1,9,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0
0,16,0,0,0,0,0,0,0,0,47,28,1,1,1,11,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0
0,16,0,0,0,1,0,0,0,0,72,17,1,1,1,7,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1
1,28,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0
0,16,0,0,0,0,0,1,0,0,11,20,1,1,1,9,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0
0,16,0,0,0,0,0,1,0,0,11,20,1,1,1,9,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0
0,16,0,0,0,0,0,1,0,0,11,20,1,1,1,9,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0
0,16,0,0,0,0,0,1,0,0,11,20,1,1,1,9,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0
0,16,0,0,0,0,0,1,0,0,11,20,1,1,1,9,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0
1,21,1,1,1,1,0,1,1,0,54,31,1,1,1,10,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0
1,20,0,1,0,0,1,0,0,0,68,20,1,1,1,12,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0
1,33,1,1,1,0,1,0,1,1,3,6,1,1,1,4,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0
0,16,0,0,0,0,0,1,0,0,11,22,1,1,1,9,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0
0,16,0,0,0,0,0,1,0,0,11,22,1,1,1,9,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0
0,16,0,0,0,0,0,1,0,0,11,22,1,1,1,9,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0
1,39,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1
1,41,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0
0,4,0,0,0,0,0,0,0,0,40,23,1,1,1,10,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,22,0,1,0,0,0,0,1,0,44,35,1,1,1,11,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0
0,3,0,0,0,0,0,0,0,0,2,17,1,1,1,8,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1,34,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0
1,18,1,1,0,0,0,0,0,0,19,44,1,1,1,14,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1
1,29,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
1,35,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0,15,0,0,0,0,0,0,0,0,53,24,1,1,1,12,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0
0,12,0,0,0,0,0,0,0,0,3,5,1,1,1,3,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0
1,21,1,1,0,1,0,0,0,0,3,4,1,1,1,3,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
0,6,0,0,0,0,0,0,0,0,9,9,1,1,1,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1,25,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0
1,19,0,0,0,1,0,0,0,0,37,24,1,1,1,10,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0
0,13,1,1,1,0,0,0,0,0,21,26,1,1,1,9,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,4,0,0,0,0,0,0,0,0,23,16,1,1,1,7,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
1,31,0,0,0,0,0,0,1,1,66,26,1,1,1,12,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0
0,18,0,0,0,0,0,0,0,0,37,28,1,1,1,10,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0
0,16,0,0,0,0,0,1,0,0,53,27,1,1,1,9,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1
1,32,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0,13,0,0,0,1,0,0,0,0,67,20,1,1,1,9,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0
0,12,0,0,0,0,0,0,0,0,70,28,1,1,1,11,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0
0,10,0,0,0,1,0,0,0,0,50,23,1,1,1,13,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0
1,34,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0
1,25,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0
0,17,0,0,0,1,0,0,0,0,61,6,1,1,1,5,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0
1,34,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0
0,6,0,0,0,0,0,0,0,0,36,20,1,1,1,9,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,27,0,0,0,0,0,0,0,0,39,33,1,1,1,15,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0
1,25,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
1,34,1,1,1,1,1,1,1,1,3,4,1,1,1,3,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0
1,19,1,1,0,0,0,0,0,0,3,4,1,1,1,3,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
0,17,0,0,0,0,0,0,0,1,50,19,1,1,1,7,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0
0,23,0,1,0,0,0,0,1,0,44,34,1,1,1,12,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0
0,14,0,0,0,0,0,0,0,0,61,18,1,1,1,10,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1
1,25,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0
1,38,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0
0,13,0,0,0,0,0,0,0,0,24,21,1,1,1,10,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
1,26,1,1,1,1,0,1,1,1,2,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0
1,39,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0
0,10,0,0,0,0,0,0,0,0,45,22,1,1,1,10,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0
1,23,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
1,52,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0
0,19,0,0,0,0,0,0,1,0,43,32,1,1,1,11,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0
0,16,0,0,0,0,0,0,0,0,51,17,1,1,1,9,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0
0,15,0,0,1,0,0,0,0,0,52,19,1,1,1,9,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1
1,31,0,1,0,0,0,1,1,0,42,43,1,1,1,14,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
0,19,1,0,1,0,0,0,1,0,19,23,1,1,1,9,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0
0,20,0,0,0,0,0,0,1,0,43,32,1,1,1,11,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0
0,20,0,0,0,0,0,0,1,0,43,32,1,1,1,11,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0
0,20,0,0,0,0,0,0,1,0,43,32,1,1,1,11,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0
0,28,0,0,0,0,0,0,0,0,21,19,1,1,1,9,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0
0,4,0,0,0,0,0,0,0,0,28,22,1,1,1,13,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,19,0,0,0,0,0,0,0,0,73,20,1,1,1,12,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0
1,19,0,0,0,0,0,0,0,0,73,20,1,1,1,12,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0
1,46,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0
1,26,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0
1,24,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
0,18,0,0,0,0,0,0,0,0,58,22,1,1,1,12,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0
1,37,0,1,0,1,0,0,1,0,57,37,1,1,1,18,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
1,38,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
1,36,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0,27,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
1,26,0,1,0,1,1,1,0,1,3,4,1,1,1,3,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
1,26,0,1,0,1,1,1,0,1,3,4,1,1,1,3,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
1,45,0,1,1,1,0,1,1,0,3,4,1,1,1,3,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0
1,29,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0
1,30,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0
1,27,0,1,0,1,0,0,0,0,63,33,1,1,1,17,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
0,15,0,0,0,0,0,1,0,0,10,20,1,1,1,9,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0
0,15,0,0,0,0,0,1,0,0,10,20,1,1,1,9,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0
0,15,0,0,0,0,0,1,0,0,10,20,1,1,1,9,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0
0,16,0,0,0,1,0,0,0,0,32,14,1,0,1,9,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0
1,32,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1
1,19,0,0,0,1,0,0,0,0,37,24,1,1,1,10,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0
0,15,0,0,0,0,0,0,0,0,28,16,1,1,1,9,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0
1,43,1,1,1,1,1,1,1,0,1,2,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0
0,20,0,0,0,0,0,0,0,0,65,30,1,1,1,17,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0
0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1,26,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
1,32,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0,2,0,0,0,0,0,0,0,0,26,22,1,1,1,9,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,24,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0
1,32,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
0,22,0,0,0,0,0,0,0,0,43,16,1,1,1,7,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0
1,29,1,1,1,0,0,0,1,0,34,58,1,1,1,16,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0
1,28,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1
1,14,0,0,0,0,0,0,1,0,34,35,1,1,1,11,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0
1,50,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0,15,0,0,1,0,0,0,0,0,57,19,1,1,1,9,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0
1,51,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0
0,4,0,0,0,0,0,0,0,0,32,17,1,1,1,7,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
1,28,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0
1,39,1,1,1,1,1,1,1,1,3,4,1,1,1,3,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0
1,35,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0
0,18,0,0,0,0,0,0,0,0,52,16,1,1,1,8,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1
0,11,0,0,0,1,0,1,0,0,44,19,1,1,1,8,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1
0,17,0,0,0,0,0,0,0,0,74,12,1,1,1,8,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0
0,17,0,1,0,0,0,0,0,0,77,15,1,1,1,6,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0
1,34,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0
1,23,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
0,31,0,0,0,1,0,0,1,0,82,28,1,1,1,15,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1
1,25,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0,13,0,0,0,0,0,0,0,0,29,20,1,1,1,9,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0
1,29,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0
0,22,0,1,0,0,0,0,1,0,49,20,1,1,1,9,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,14,5,1,1,1,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,34,0,0,0,0,0,0,0,0,24,27,1,1,1,10,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0
1,34,1,1,1,0,1,0,1,0,3,5,1,1,1,3,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0
1,41,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,3,17,1,1,1,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,49,1,1,1,1,1,1,1,1,46,29,1,1,1,11,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1
1,15,0,0,0,0,0,0,0,0,61,21,1,1,1,11,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1
0,8,0,0,0,0,0,0,0,0,77,24,1,1,1,10,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0
0,8,0,0,0,0,0,0,0,0,77,24,1,1,1,10,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0
0,10,0,0,0,1,0,0,0,0,51,13,1,1,1,8,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0
1,43,0,1,1,1,1,1,1,1,5,47,1,1,1,18,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1
0,18,0,0,0,0,0,0,0,0,36,28,1,1,1,10,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0
0,18,0,0,0,0,0,0,0,0,36,28,1,1,1,10,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0
1,25,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
0,35,0,0,0,0,0,0,0,0,24,27,1,1,1,10,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1
0,17,0,0,0,0,0,0,0,0,72,23,1,1,1,12,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0
0,25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0
1,24,0,1,0,0,0,0,1,0,3,13,1,0,1,11,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
0,19,0,0,0,0,0,0,0,0,40,27,1,1,1,12,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0
1,19,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
0,10,0,0,0,0,0,0,0,0,38,12,1,1,1,6,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0
1,34,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
1,25,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
1,55,1,1,1,1,0,1,1,1,3,4,1,1,1,3,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0
1,27,1,1,0,1,1,1,1,1,5,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
1,31,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0
1,18,0,1,1,1,0,1,0,0,32,19,1,1,1,10,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0
