n_api_calls,perm_android_permission_READ_PHONE_STATE,suspicious_getCellLocation,perm_android_permission_ACCESS_COARSE_LOCATION,perm_android_permission_GET_TASKS,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,suspicious_getCellSignalStrength,intent_com_google_firebase_MESSAGING_EVENT,n_providers,intent_com_google_firebase_INSTANCE_ID_EVENT,suspicious_Ldalvik_system_PathClassLoader_,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,suspicious_getSubscriberId,perm_android_permission_CHANGE_WIFI_STATE,perm_com_android_launcher_permission_INSTALL_SHORTCUT,intent_com_google_android_c2dm_intent_RECEIVE,perm_com_google_android_c2dm_permission_RECEIVE,perm_android_permission_ACCESS_WIFI_STATE,intent_android_net_conn_CONNECTIVITY_CHANGE,n_receivers,perm_android_permission_ACCESS_FINE_LOCATION,perm_android_permission_BROADCAST_STICKY,perm_com_android_launcher_permission_READ_SETTINGS,perm_android_permission_WRITE_SETTINGS,intent_com_facebook_sdk_ACTION_CURRENT_ACCESS_TOKEN_CHANGED,n_urls,n_activities,intent_ACTION_TAPCORE_MESSAGE,n_services,intent_ACTION_TAPCORE_SYNC,label
20,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,2,0,0,0,0
26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,11,16,0,4,0,0
61,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,76,44,0,2,0,0
34,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,58,8,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,10,0,0,0,0
19,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,5,0,0,0,0,0,36,7,0,8,0,0
18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,1,0,0
46,1,1,1,1,0,1,0,4,0,0,0,1,1,1,0,0,1,1,8,1,1,0,0,0,120,52,0,14,0,1
17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,10,12,0,8,0,0
27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,1,0,3,0,0
34,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38,6,0,0,0,0
15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,114,6,0,2,0,0
0,1,0,1,1,1,0,0,5,0,0,0,0,1,1,0,0,1,1,31,1,1,1,1,0,0,183,0,23,0,0
36,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,9,1,0,0,0,0,107,31,0,21,0,0
31,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,5,1,0,0,0,0,46,14,0,8,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0
22,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,50,0,0,0,0
30,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,47,43,0,9,0,0
8,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,4,1,0,0,0,0,30,10,0,6,0,0
46,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,98,38,0,6,0,1
18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0
32,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,37,10,0,1,0,0
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16,1,0,0,1,1,0,0,2,1,0,0,1,1,0,1,1,1,1,9,1,0,0,0,0,72,15,0,14,0,0
16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
9,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,4,1,0,0,0,0,11,2,0,6,0,0
18,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,23,25,0,2,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
33,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,35,6,0,3,0,0
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39,3,0,0,0,0
23,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,6,1,0,0,0,0,69,18,0,10,0,0
14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,12,0,0,0,0
14,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,13,5,0,1,0,0
23,0,1,0,0,0,0,1,2,1,1,0,0,0,1,1,1,1,0,9,0,0,0,0,0,172,24,0,11,0,0
27,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,7,1,0,0,0,0,168,49,0,14,0,1
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0
18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,0,0
27,0,0,0,0,0,0,1,6,1,1,1,0,0,1,1,1,1,0,6,0,0,0,0,1,78,21,0,9,0,0
19,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,21,3,0,3,0,0
19,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,3,0,1,0,0
20,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,0,0,0,0
16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0
17,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,0,1,0,0
20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32,2,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,0,0,0,0
29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,50,2,0,1,0,0
50,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,9,3,0,1,0,0
24,1,0,1,0,0,0,1,2,1,1,0,0,0,0,1,1,0,1,14,1,0,0,0,0,107,78,0,15,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,2,0,0
21,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,37,10,0,3,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35,3,0,0,0,0
29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,45,34,0,3,0,0
15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,22,4,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,1,0,0
37,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,34,7,0,4,0,0
23,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,4,3,0,3,0,0
26,1,1,1,0,0,0,1,2,1,1,0,1,0,0,1,1,1,0,9,1,0,0,0,0,158,54,0,13,0,0
8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32,3,0,0,0,0
21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,0,0,0,0
18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,18,8,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,2,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0
29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,6,0,1,0,0
19,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,33,9,0,8,0,0
30,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,0,0,5,0,0,0,0,0,36,20,0,4,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0
11,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,4,2,0,2,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,69,32,0,1,0,0
30,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,14,8,0,2,0,0
38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,87,10,0,1,0,0
24,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,4,0,0,0,0,0,24,6,0,2,0,0
10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,189,56,0,3,0,1
20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,5,0,0,0,0,0,12,4,0,5,0,0
13,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,55,24,0,3,0,0
27,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,92,17,0,7,0,0
8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6,0,0,0,0
38,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,7,1,1,0,1,0,25,2,0,6,0,0
9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,2,0,1,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37,14,0,1,0,0
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3,0,0,0,0
29,0,0,0,0,0,0,1,6,0,1,1,0,0,0,1,1,0,0,10,0,0,0,0,1,44,7,0,9,0,0
40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,87,6,0,1,0,0
25,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,5,1,0,0,0,0,13,11,0,7,0,0
19,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,4,1,0,0,0,0,24,11,0,7,0,0
46,1,1,1,1,1,1,0,9,1,1,1,1,1,0,1,1,1,1,13,1,0,0,1,1,209,104,0,24,0,0
31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,0,0,0,59,34,0,3,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,6,0,1,0,1
21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,51,5,0,2,0,0
15,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,23,6,0,0,0,0
16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,5,0,0,0,1
18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
58,1,1,1,0,0,1,1,2,1,1,0,1,1,1,1,1,1,1,24,1,0,0,0,0,171,64,0,30,0,0
21,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,30,9,0,0,0,0
20,0,0,1,0,0,0,1,2,1,1,0,0,0,0,1,1,0,0,5,1,0,0,0,0,26,4,0,6,0,0
18,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,7,0,0,0,0,0,22,12,0,10,0,0
0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,14,1,0,1,1,0,0,50,0,10,0,0
20,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,32,5,0,2,0,0
52,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,50,19,0,3,0,0
34,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,6,1,0,0,0,0,90,37,0,9,0,0
43,0,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,4,1,0,0,0,0,63,13,0,7,0,0
16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
45,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,5,0,0,0,0,0,51,7,0,9,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,34,0,0,0,0
14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,6,0,0,0,0,0,6,5,0,5,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
49,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,70,16,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
24,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,6,1,0,0,0,0,227,48,0,11,0,0
25,0,1,0,0,1,1,0,2,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,52,9,0,1,0,0
49,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,5,1,0,0,0,0,59,166,0,8,0,0
25,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,29,3,0,3,0,0
29,0,0,1,0,0,0,1,7,1,1,1,0,0,0,1,1,0,0,14,1,0,0,0,0,44,8,0,17,0,0
31,0,0,0,0,0,0,1,3,1,1,1,0,0,0,1,1,0,0,5,0,0,0,0,0,27,7,0,8,0,1
12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,41,7,0,2,0,0
46,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,102,16,0,2,0,0
19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,0,0,0,0
34,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,46,10,0,3,0,0
45,0,0,1,0,0,0,1,4,1,1,1,0,0,1,1,1,0,0,12,1,0,0,0,1,186,38,0,24,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0
20,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,5,1,0,0,0,0,12,3,0,9,0,0
8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,21,16,0,12,0,0
12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,4,3,0,3,0,0
25,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,23,15,0,0,0,0
13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,5,0,0,0,0,0,10,3,0,4,0,0
18,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,4,26,0,2,0,0
16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0
19,1,0,0,1,0,0,1,3,1,1,1,0,1,0,1,1,1,0,12,0,0,0,0,1,141,18,0,10,0,0
0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,3,0,2,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31,8,0,0,0,0
6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,1,0,0,0,0
16,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,6,2,0,5,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,16,0,3,0,0
11,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,15,0,0,0,0
22,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,5,0,0,0,0
16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,0,0,0
38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,21,2,0,2,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0
33,0,0,0,0,0,0,1,5,0,1,1,0,0,0,1,1,0,0,7,0,0,0,0,0,78,34,0,9,0,0
19,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,28,20,0,3,0,0
22,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,0,0,0
17,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,4,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
55,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,0,0,0,0,0,74,29,0,2,0,0
15,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7,0,1,0,0
7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,50,5,0,4,0,0
19,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,21,8,0,2,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42,6,0,0,0,0
13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,5,0,0,0,0,0,10,3,0,4,0,0
14,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1,1,0,5,0,0,0,0,0,65,9,0,5,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
50,1,1,0,0,0,1,0,3,0,1,0,0,1,0,0,0,1,1,6,0,1,0,1,0,119,61,0,4,0,0
67,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,48,19,0,5,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
27,0,0,0,0,0,0,1,3,0,1,1,0,0,0,1,1,0,0,3,0,0,0,0,0,35,8,0,5,0,0
25,0,0,1,0,0,0,1,5,1,1,1,0,0,0,1,1,0,0,9,1,0,0,0,1,37,9,0,10,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,25,0,31,0,1
6,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,3,0,0,0,0,0,24,3,0,4,0,0
17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,6,0,2,0,0
18,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,35,6,0,2,0,1
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,46,0,0,0,0
32,0,1,0,0,0,1,1,3,1,1,1,1,0,0,1,1,1,0,6,0,0,0,0,0,54,16,0,13,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8,0,0,0,0
18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,23,11,0,7,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,8,0,0,0,0
19,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,20,7,0,3,0,0
19,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,4,1,0,0,0,0,22,34,0,6,0,0
32,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,9,1,0,0,1,0,88,33,0,7,0,1
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0
46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,39,5,0,0,0,0
8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32,3,0,0,0,0
35,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,51,24,0,2,0,0
30,1,1,1,0,0,1,0,4,1,1,1,1,0,0,1,1,1,1,17,1,0,0,0,0,47,39,0,34,0,0
0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,7,1,1,0,1,0,0,15,0,16,0,1
7,0,0,1,0,0,0,0,3,1,1,1,0,0,0,1,1,0,0,5,1,0,0,0,1,32,15,0,4,0,0
37,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,12,1,0,3,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,0,0,0
3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,6,5,0,2,0,0
0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,6,1,1,0,1,0,0,7,0,12,0,0
19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,17,0,0,0,1
22,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,4,0,1,0,0
39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0
21,1,1,1,0,0,0,1,4,1,1,0,0,0,0,1,1,1,1,16,1,0,0,0,0,35,32,0,13,0,0
41,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,96,38,0,4,0,0
39,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,14,0,1,0,1,0,193,120,0,11,0,0
19,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,1,1,0,3,0,0,0,0,0,33,21,0,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5,0,1,0,0
25,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,7,1,0,0,0,0,68,22,0,6,0,0
20,0,0,0,0,0,0,1,3,1,1,1,0,0,0,1,1,0,0,4,0,0,0,0,0,35,9,0,8,0,1
24,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,3,1,0,0,0,0,29,4,0,3,0,0
33,0,0,0,0,0,0,1,6,1,1,1,0,0,0,1,1,1,0,11,0,0,0,0,0,136,61,0,16,0,0
4,1,0,1,1,1,0,0,3,0,1,0,0,1,0,0,0,1,1,10,0,0,0,0,0,3,84,0,23,0,0
19,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,1,6,0,0,0,0,0,28,17,0,5,0,0
20,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,27,7,0,3,0,0
0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,1,0,0,3,0,2,0,0
21,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,35,37,0,3,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,1,0,0
19,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,8,0,0,0,0,0,35,20,0,6,0,0
21,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,8,3,0,5,0,0
0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4,1,1,0,1,0,0,2,0,6,0,0
9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,2,0,1,0,0
23,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,3,0,0,0,1,0,19,104,0,4,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0
22,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,8,0,0,0,0,0,241,35,0,9,0,0
7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0
38,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,130,17,0,2,0,0
0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,15,1,1,0,1,0,0,105,0,21,0,1
18,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,0,0,6,1,0,0,0,0,27,4,0,3,0,0
13,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,1,0,7,0,0,0,0,0,96,63,0,16,0,0
10,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,4,0,0,0,0,0,40,31,0,6,0,0
25,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,3,0,1,0,0,0,25,21,0,3,0,0
27,1,1,1,1,1,1,0,2,0,1,0,1,1,0,0,0,1,1,9,1,0,0,1,0,102,56,0,13,0,0
35,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,31,4,0,1,0,0
