intent_com.google.android.gms.iid.InstanceID,intent_android.intent.action.ACTION_POWER_CONNECTED,perm_android.permission.BLUETOOTH_ADMIN,perm_android.permission.READ_PHONE_STATE,suspicious_getCellSignalStrength,suspicious_getCellLocation,perm_android.permission.BLUETOOTH,perm_android.permission.ACCESS_FINE_LOCATION,perm_android.permission.ACCESS_COARSE_LOCATION,intent_com.google.android.c2dm.intent.REGISTRATION,intent_android.intent.action.VIEW,n_receivers,n_permissions,perm_android.permission.FLASHLIGHT,intent_android.appwidget.action.APPWIDGET_UPDATE,intent_com.google.android.gms.analytics.ANALYTICS_DISPATCH,intent_android.appwidget.action.APPWIDGET_CONFIGURE,n_api_calls,perm_android.permission.GET_ACCOUNTS,intent_com.tappx.sdk.SILP,perm_android.permission.VIBRATE,intent_android.net.ConnectivityManager.CONNECTIVITY_ACTION,intent_android.intent.action.ACTION_VIEW_DOWNLOADS,intent_android.intent.action.MEDIA_BUTTON,n_activities,n_urls,n_providers,n_services,n_used_permissions,intent_android.intent.action.DOWNLOAD_COMPLETE,label
0,0,0,1,0,0,1,0,0,0,0,0,11,0,0,0,0,33,1,0,0,0,0,0,14,37,0,0,13,0,0
0,0,0,0,0,0,0,1,1,1,1,10,18,1,0,0,0,23,1,0,1,0,0,0,20,136,1,10,9,0,0
1,0,0,0,0,0,0,1,1,1,0,2,12,0,0,0,0,28,1,0,0,0,0,0,15,56,1,3,9,0,0
0,0,0,0,0,0,0,0,0,1,0,2,8,0,0,0,0,16,1,0,0,0,0,0,8,18,0,1,7,0,0
0,0,0,1,0,0,0,0,1,0,0,4,9,0,0,0,0,18,0,0,0,0,0,0,19,27,1,6,8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,3,16,0,0,4,0,0
0,0,0,0,0,0,0,0,0,0,1,8,15,0,0,1,0,24,1,0,1,0,0,0,62,81,3,15,9,1,0
0,0,0,0,0,0,0,0,1,1,1,6,13,0,0,0,0,42,1,0,0,0,0,0,36,65,0,4,12,0,0
0,0,0,1,0,0,0,0,0,0,0,2,8,0,0,0,0,7,0,0,1,0,0,0,1,5,0,0,3,0,0
0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,18,0,0,0,0,0,0,8,20,1,0,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,0,0,0,0,0,0,16,43,1,0,6,0,0
0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,18,1,0,0,0,0,0,5,34,0,0,7,0,0
0,0,0,0,0,0,1,0,0,1,0,3,9,0,0,0,0,12,0,0,0,0,0,0,16,38,1,4,5,0,0
0,0,1,1,0,0,1,0,1,0,0,0,18,0,0,0,0,19,0,0,1,0,0,0,33,31,0,1,7,0,0
1,0,0,0,0,0,0,1,1,1,1,5,13,0,0,0,0,14,0,0,1,0,0,1,70,118,0,7,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,18,0,0,0,0,0,0,3,22,0,0,8,0,0
0,0,0,0,0,0,0,1,1,0,0,2,11,0,0,0,0,18,0,0,1,0,0,0,25,85,0,0,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,14,0,0,0,0,0,0,7,19,1,0,7,0,0
0,0,0,0,0,0,0,1,1,0,0,5,19,0,0,0,0,27,0,0,1,0,0,0,12,69,1,5,11,0,0
0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,24,0,0,0,0,0,0,11,39,1,6,9,0,0
0,1,1,1,1,1,1,1,1,0,1,7,147,1,0,0,0,55,1,0,1,0,0,0,294,341,10,20,16,0,0
0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,21,0,0,0,0,0,0,5,13,0,0,6,0,0
0,0,0,0,0,1,0,1,1,0,0,1,19,0,0,0,0,32,1,0,1,0,0,0,20,45,1,1,13,0,0
0,0,0,1,0,0,0,1,1,0,1,6,33,0,0,0,0,18,1,0,1,0,0,0,2,10,4,6,9,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,20,0,0,0,0,0,0,7,15,0,0,8,0,0
0,0,0,1,0,0,0,1,0,0,0,1,7,0,0,0,0,33,0,0,1,0,0,0,10,45,0,0,11,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,5,19,0,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,46,0,0,1,0,0,0,7,34,0,2,9,0,0
0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,3,32,0,0,3,0,0
0,0,0,0,0,0,0,0,0,1,1,4,6,0,0,0,0,24,0,0,0,0,0,0,7,15,1,2,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,4,3,0,0,5,0,0
0,0,0,0,0,0,0,1,1,1,0,4,8,0,0,0,0,18,0,0,0,0,0,0,7,19,1,2,7,0,0
0,1,0,0,0,0,0,0,0,0,1,11,11,0,0,1,0,38,0,0,1,0,0,1,49,65,8,15,11,0,0
0,0,0,1,0,1,0,1,1,1,1,4,16,0,0,0,0,23,0,0,1,0,0,0,134,42,3,6,10,0,0
0,0,0,0,0,0,0,0,1,0,0,5,26,0,0,0,0,59,0,0,1,0,0,0,5,35,0,4,18,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,18,0,0,0,0,0,0,14,16,0,0,7,0,0
0,0,0,1,0,0,0,0,1,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,3,29,0,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,2,33,0,0,4,0,0
0,0,0,1,1,1,0,1,1,0,1,21,39,1,0,0,0,40,0,0,1,0,0,0,212,244,7,26,16,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,17,0,0,0,0,0,0,2,33,0,0,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,21,0,0,0,0,0,0,4,6,1,1,10,0,0
0,0,0,1,0,0,0,1,0,0,1,6,19,0,0,0,0,14,1,0,0,0,0,0,18,23,2,8,6,0,0
0,0,0,0,1,1,0,0,0,0,0,0,7,0,0,0,0,22,0,0,1,0,0,0,10,36,0,0,9,0,0
0,0,0,1,0,0,0,1,1,0,1,6,11,0,0,0,0,14,1,0,0,0,0,0,46,48,3,6,5,0,0
0,0,0,0,1,1,0,0,0,0,0,9,8,0,0,0,0,34,0,0,1,0,0,0,17,97,1,12,11,0,0
0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,7,0,0,1,0,0,0,7,45,0,4,4,0,0
0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,14,0,0,1,0,0,0,7,15,0,1,6,0,0
0,0,0,1,0,0,0,0,0,0,0,4,10,0,0,0,0,31,0,0,1,0,0,0,10,32,0,5,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,19,0,0,0,0,0,0,4,24,0,0,9,0,0
0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,26,0,0,0,0,0,0,9,29,0,0,8,0,0
0,0,0,1,0,0,0,0,0,0,1,5,9,0,0,0,0,9,0,0,0,0,0,0,19,33,1,7,6,0,0
0,0,0,0,0,0,0,0,0,1,0,3,9,0,0,0,0,14,1,0,1,0,0,0,6,11,2,6,6,0,0
0,0,0,1,0,0,0,0,0,1,1,3,13,0,0,0,0,16,1,0,1,0,0,0,2,63,0,2,8,0,0
0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,1,3,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,8,16,0,0,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,18,0,0,0,0,0,0,7,20,0,0,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,21,19,2,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,24,0,0,0,0,0,0,11,38,1,1,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,18,0,0,0,0,0,0,23,24,0,4,6,0,0
0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,17,0,0,0,0,0,0,12,86,5,2,6,0,0
0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,23,0,0,0,0,0,0,3,35,0,0,6,0,0
0,0,0,0,0,0,0,0,0,1,0,3,8,0,0,0,0,18,1,0,1,0,0,0,13,16,0,7,6,0,0
0,0,0,0,0,0,0,0,0,0,1,8,8,0,0,0,0,18,0,0,0,0,0,0,24,97,5,10,9,0,0
0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,26,0,0,0,0,0,0,5,10,0,0,6,0,0
1,0,0,0,0,0,0,1,0,0,1,5,9,0,0,1,0,22,0,0,1,0,0,0,19,47,1,6,8,0,0
0,0,0,1,0,0,0,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,0,0,0,0,0,0,12,14,2,0,8,0,0
0,0,0,0,0,0,0,0,0,1,1,4,8,0,0,1,0,20,1,0,1,0,0,1,18,56,5,9,7,0,0
0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,20,0,0,0,0,0,0,12,13,1,0,8,0,0
0,0,0,1,0,0,0,0,0,0,0,1,10,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,17,0,0,1,0,0,0,15,26,0,4,7,0,0
0,0,1,0,1,1,1,1,1,0,1,1,20,0,0,0,0,27,0,0,1,0,0,0,65,79,2,9,11,0,0
0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,24,0,0,0,0,0,0,9,23,0,2,8,0,0
0,0,0,0,0,0,0,1,1,0,0,0,9,0,0,0,0,18,1,0,0,0,0,0,6,102,0,0,6,0,0
0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,5,22,0,0,5,0,0
0,0,0,1,0,1,0,1,1,1,0,1,16,0,0,0,0,42,1,0,1,0,0,0,13,139,1,2,10,0,0
0,0,0,1,1,1,0,1,1,0,0,3,24,0,0,0,0,25,0,0,0,0,0,0,2,22,0,2,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,34,0,0,0,0,0,0,3,39,1,0,15,0,0
0,1,0,1,0,0,0,1,1,1,1,10,26,1,0,0,0,31,0,0,1,0,0,0,44,83,2,12,10,0,0
0,0,0,1,0,0,0,0,0,0,1,1,15,0,0,0,0,25,1,0,0,0,0,0,3,18,0,0,12,0,0
0,0,0,0,0,0,0,0,0,0,0,9,22,0,0,0,0,19,0,0,1,0,0,0,14,62,1,7,8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,18,1,0,0,0,0,0,11,36,0,0,7,0,0
0,0,0,1,0,0,0,1,1,0,1,11,12,0,0,0,0,21,1,0,0,0,0,1,48,68,5,13,7,0,0
0,0,0,0,0,0,0,0,0,0,1,15,26,0,0,0,0,35,0,0,1,0,0,0,14,72,5,14,14,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0,3,9,0,0,7,0,0
0,0,0,1,0,0,0,1,1,1,1,6,13,0,0,0,0,16,1,0,0,0,0,1,19,20,1,5,6,0,0
0,0,0,0,0,0,0,1,1,0,0,2,7,0,0,0,0,35,0,0,0,0,0,0,11,59,0,4,12,0,0
0,0,0,0,0,0,0,0,0,0,0,7,27,0,0,0,0,25,0,0,1,0,0,0,15,35,2,13,11,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0,8,27,0,1,7,0,0
0,0,0,0,0,0,0,0,0,1,0,4,7,0,0,0,0,6,0,0,0,0,0,0,6,25,1,2,5,0,0
0,0,0,1,0,0,0,0,0,0,0,2,8,0,0,0,0,18,1,0,0,0,0,0,7,8,1,1,9,0,0
0,0,0,0,0,0,0,0,0,1,0,4,6,0,0,0,0,5,0,0,0,0,0,0,4,24,1,3,4,0,0
0,0,0,0,0,0,0,0,0,1,1,2,9,0,0,0,0,5,0,0,1,0,0,0,17,54,0,2,4,0,0
0,0,0,0,0,0,0,0,0,1,1,3,7,0,0,0,0,2,0,0,0,0,0,0,12,14,1,2,2,0,0
1,0,0,0,0,0,0,1,1,1,1,11,19,0,0,0,0,16,1,0,1,0,0,1,58,120,8,23,12,0,0
0,0,0,1,0,1,0,1,1,0,0,1,15,0,0,0,0,33,0,0,0,0,0,0,3,41,0,4,9,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,4,17,1,0,4,0,0
0,0,0,1,0,0,0,0,0,0,0,4,9,0,0,0,0,25,0,0,1,0,0,0,11,39,0,2,9,0,0
0,1,0,1,0,1,1,1,1,0,1,11,40,1,0,0,0,25,1,0,1,0,0,0,127,339,4,13,12,0,0
0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,22,0,0,0,0,0,0,4,36,0,0,8,0,0
0,0,0,0,0,0,0,0,0,1,0,4,7,0,0,0,0,17,0,0,1,0,0,0,7,17,1,2,8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,23,0,0,0,0,0,0,6,25,0,0,13,0,0
0,0,0,0,0,0,0,0,0,1,0,3,14,0,0,0,0,43,1,0,1,0,0,0,17,90,0,3,10,0,0
0,0,0,1,0,0,0,0,0,1,1,17,18,0,0,1,0,49,1,0,1,0,0,0,52,124,13,19,15,0,0
0,0,1,1,1,1,1,1,0,0,1,18,47,0,1,0,0,72,1,0,1,0,0,0,99,247,13,29,24,0,0
1,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,14,0,0,0,0,0,0,3,17,1,5,6,0,0
0,0,0,0,0,0,0,0,0,0,1,4,10,0,0,0,0,26,0,0,0,0,0,0,13,80,3,10,12,0,0
0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,19,0,0,0,0,0,0,10,19,0,0,8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,27,0,0,0,0,0,0,3,35,0,0,9,0,0
0,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,28,0,0,0,0,0,0,7,53,1,2,8,0,0
0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,23,0,0,0,0,0,0,6,20,0,0,7,0,0
0,0,0,1,0,0,0,1,1,1,1,15,42,0,0,0,0,42,1,0,1,0,0,0,6,28,3,10,13,1,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,4,13,1,0,5,0,0
0,1,1,1,0,0,1,1,1,1,0,3,18,0,0,0,0,27,1,0,1,0,0,0,3,4,1,4,8,0,0
0,0,0,0,0,0,0,0,0,1,0,4,5,0,0,0,0,15,0,0,0,0,0,0,5,24,1,2,6,0,0
0,0,0,0,0,0,0,0,0,0,1,8,8,0,0,0,0,12,0,0,1,0,0,0,28,34,0,9,9,1,0
0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,26,0,0,0,0,0,0,12,37,2,9,10,0,0
0,0,0,1,0,0,0,0,0,1,0,5,18,0,0,0,0,34,1,0,1,0,0,0,22,63,5,3,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0,4,11,0,1,6,0,0
0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,19,0,0,0,0,0,0,8,17,0,7,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,22,0,0,0,0,0,0,8,32,1,0,9,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,2,16,3,0,5,0,0
0,0,0,1,0,0,0,1,1,0,0,2,17,0,0,0,0,13,0,0,1,0,0,0,24,55,1,3,5,0,0
0,0,0,0,0,0,0,0,0,0,0,8,8,1,1,1,1,47,0,0,1,1,1,1,42,105,1,4,13,1,0
0,0,0,1,1,1,0,1,1,0,0,4,30,0,0,0,0,44,1,0,1,0,0,0,3,27,0,6,14,0,0
0,0,0,1,0,0,0,0,0,0,0,5,13,0,0,0,0,29,0,0,0,0,0,0,37,48,3,3,9,0,0
0,0,1,0,0,0,1,1,0,0,1,0,6,0,0,0,0,16,0,0,0,0,0,0,6,5,2,0,6,0,0
0,1,0,0,0,0,1,0,0,0,0,3,12,0,0,0,0,33,0,0,1,0,0,0,13,46,1,2,9,1,0
0,0,0,1,1,1,1,1,1,0,1,8,21,0,0,0,0,42,1,0,1,0,0,0,92,137,5,12,13,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,21,0,0,0,0,0,0,6,13,0,0,9,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,3,26,1,0,4,0,0
1,0,0,0,0,0,0,1,1,0,0,7,29,1,0,0,0,17,0,0,1,0,0,0,8,34,0,4,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,22,0,0,0,0,0,0,7,20,0,0,6,0,0
0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,3,32,0,0,3,0,0
0,0,0,1,0,0,0,1,1,0,0,7,17,0,0,0,0,20,0,0,1,0,0,0,13,28,1,6,7,0,0
1,0,1,1,0,0,1,1,1,1,1,27,80,0,0,0,0,63,1,0,1,0,0,0,61,32,0,12,20,0,0
0,0,0,1,0,0,1,1,1,0,0,8,35,0,0,0,0,28,1,0,1,0,0,0,33,220,1,17,13,1,0
0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,1,0,0,0,1,3,0,1,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
0,0,0,1,1,1,1,0,0,0,1,17,40,1,0,0,0,44,1,0,1,0,0,0,118,423,8,23,18,0,0
0,0,0,1,0,1,1,1,1,0,1,0,31,0,0,0,0,45,1,0,1,0,0,0,11,81,0,3,11,0,0
0,0,0,1,0,0,0,0,0,0,0,1,9,0,0,0,0,11,0,0,0,0,0,0,3,30,1,1,4,0,0
0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,0,0,10,0,0,0,0,0,0,7,27,1,2,5,0,0
1,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,33,1,0,1,0,0,0,3,7,0,3,13,0,0
0,0,0,0,0,0,0,1,1,1,1,2,15,0,0,0,0,19,1,0,0,0,0,0,25,6,3,8,7,0,0
0,0,0,1,0,1,0,1,1,1,1,10,34,0,0,0,0,46,1,0,1,0,0,0,236,159,1,11,13,0,0
0,0,0,0,0,0,0,1,1,1,0,5,13,0,0,0,0,17,1,0,1,0,0,0,13,25,1,11,6,0,0
0,0,0,0,0,0,0,0,0,0,0,4,27,0,0,0,0,21,0,0,1,0,0,0,10,17,0,3,8,0,0
0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,10,0,0,0,0,0,0,5,29,2,4,9,0,0
0,0,0,1,0,1,0,0,0,0,0,7,40,0,0,0,0,62,1,0,1,0,0,0,51,129,1,18,17,0,0
1,0,0,0,0,0,0,1,1,0,0,9,29,1,0,0,0,15,0,0,1,0,0,0,8,34,0,5,7,0,0
0,0,0,1,0,1,0,1,0,1,0,16,12,0,1,0,0,59,0,0,0,0,0,0,70,116,2,24,13,0,0
1,0,0,1,0,0,0,1,1,1,1,8,35,0,0,0,0,20,1,0,0,0,0,0,23,126,1,10,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,18,0,0,0,0,0,0,6,20,1,0,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,1,1,0,0,5,0,0
0,1,0,1,1,1,0,1,1,0,1,3,17,0,0,0,0,53,0,0,1,0,0,0,46,144,1,7,15,0,0
0,0,0,1,0,0,0,0,0,0,0,4,8,0,1,0,0,19,0,0,0,0,0,0,20,42,0,1,8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,23,0,0,0,0,0,0,4,16,0,0,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,18,0,0,0,0,0,0,13,18,1,0,7,0,0
0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,11,0,0,0,0,0,0,13,55,0,0,7,0,0
0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,13,1,0,0,0,0,0,6,39,1,1,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,0,0,0,3,9,0,0,6,0,0
0,0,0,0,0,0,0,1,1,1,0,4,11,0,0,0,0,14,0,0,0,0,0,0,37,34,1,6,5,0,0
0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,22,0,0,0,0,0,0,3,22,0,0,6,0,0
0,0,0,0,0,0,0,0,0,0,1,12,11,1,1,0,1,30,0,0,1,1,1,1,63,147,5,16,10,1,0
1,0,0,1,0,0,0,0,0,0,0,12,32,0,0,1,0,29,0,0,0,0,0,0,7,21,7,22,11,0,0
0,0,0,0,0,0,0,1,1,1,0,8,26,0,0,0,0,17,0,0,1,0,0,0,7,14,1,8,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,17,0,0,0,0,0,0,73,65,1,1,6,0,0
0,0,0,0,0,0,0,0,0,1,0,3,12,0,0,0,0,21,1,0,1,0,0,0,9,21,1,5,8,0,0
0,0,0,0,0,0,0,0,0,1,0,8,9,0,0,1,0,17,0,0,0,0,0,0,8,12,2,4,6,0,0
0,0,0,1,0,0,0,1,1,0,1,6,12,0,0,0,0,14,1,0,0,0,0,1,47,49,3,7,5,0,0
0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,26,0,0,0,0,0,0,3,8,0,0,7,0,0
0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0,8,24,0,0,7,0,0
0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,16,0,0,0,0,0,0,6,6,0,5,8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,20,0,0,0,0,0,0,13,36,1,2,11,0,0
0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,17,0,0,1,0,0,0,12,60,0,0,8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,18,0,0,0,0,0,0,2,39,0,0,9,0,0
0,0,0,1,0,0,0,0,0,0,0,5,32,0,0,0,0,49,0,0,1,0,0,0,3,10,1,8,12,0,0
0,0,0,0,0,0,0,0,0,0,0,5,23,0,0,0,0,22,0,0,1,0,0,0,10,36,2,10,13,0,0
0,0,0,1,0,0,0,0,0,0,0,4,9,0,0,0,0,25,0,0,1,0,0,0,12,47,0,2,9,0,0
0,0,1,0,0,0,1,0,0,1,1,7,21,0,0,0,0,24,1,0,1,0,0,0,43,16,2,3,12,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,18,0,0,0,0,0,0,7,15,0,0,7,0,0
0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,25,0,0,0,0,0,0,8,26,0,0,9,0,0
0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,15,0,0,0,0,0,0,1,2,1,0,7,0,0
0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,25,0,0,0,0,0,0,5,46,0,0,8,0,0
0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,0,0,17,0,0,1,0,0,0,4,12,0,4,5,0,0
0,0,0,0,1,1,0,0,0,0,1,9,9,0,0,0,0,36,0,0,0,0,0,0,59,120,5,26,15,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,18,0,0,0,0,0,0,4,19,0,0,7,0,0
1,1,1,1,1,1,1,1,1,1,1,5,14,0,0,0,0,55,1,0,0,0,0,0,39,109,2,9,15,0,0
0,0,0,0,0,0,0,0,0,1,0,4,7,0,0,0,0,6,0,0,0,0,0,0,11,28,1,2,5,0,0
0,0,1,1,0,0,1,1,1,0,1,9,38,0,0,0,0,33,0,0,0,0,0,1,67,149,2,17,15,0,0
1,0,0,0,0,0,0,1,1,0,0,2,11,0,0,0,0,14,0,0,0,0,0,0,3,18,1,5,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,18,0,0,0,0,0,0,7,20,0,0,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,1,1,0,0,4,0,0
0,0,0,1,0,0,0,1,0,1,1,4,12,0,0,0,0,16,1,0,0,0,0,0,31,48,2,6,8,0,0
0,1,0,0,1,1,1,1,1,0,1,11,21,0,0,0,0,34,0,0,1,0,0,0,76,187,4,11,12,0,0
0,0,0,1,0,0,0,1,1,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,1,0,34,0,0,0,0,0,0,16,43,0,2,8,0,0
0,0,0,0,0,0,0,0,0,1,0,6,6,0,0,0,0,33,0,0,0,0,0,0,20,30,1,5,9,0,0
0,0,0,0,0,0,0,1,1,0,0,1,10,0,0,0,0,14,0,0,0,0,0,0,20,17,0,1,5,0,0
0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,27,0,0,0,0,0,0,9,65,1,1,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,20,0,0,0,0,0,0,8,17,1,0,9,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,25,0,0,0,0,0,0,9,29,0,1,7,0,0
0,0,0,1,0,0,0,0,0,0,0,1,10,0,0,0,0,21,0,0,0,0,0,0,4,1,0,2,12,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,16,0,0,0,0,0,0,46,23,1,1,6,0,0
0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,19,0,0,0,0,0,0,8,35,0,1,8,0,0
0,0,0,0,1,1,0,0,0,0,0,4,6,0,0,0,0,21,0,0,0,0,0,0,20,56,1,2,9,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,6,19,0,1,5,0,0
1,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,12,0,0,1,0,0,0,3,3,0,3,5,0,0
1,0,0,0,0,0,0,1,1,0,0,4,18,1,0,0,0,15,0,0,1,0,0,0,22,65,1,10,8,0,0
0,0,0,1,0,0,1,1,0,0,1,7,17,0,0,0,0,36,0,0,0,0,0,0,79,1,9,11,9,0,0
1,0,0,1,0,0,0,1,1,1,1,6,17,1,0,0,0,11,1,0,0,0,0,0,54,102,1,7,7,0,0
0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,25,0,0,0,0,0,0,11,22,0,1,11,0,0
0,0,0,1,0,0,0,0,0,0,0,1,8,0,0,0,0,6,0,0,1,0,0,0,1,5,0,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,20,0,0,1,0,0,0,13,21,0,1,8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,4,23,0,0,3,0,0
