suspicious_getSimCountryIso,perm_android_permission_ACCESS_FINE_LOCATION,perm_android_permission_ACCESS_COARSE_LOCATION,suspicious_getExternalStorageDirectory,suspicious_system_bin_su,n_services,perm_android_permission_READ_PHONE_STATE,suspicious_getDeviceId,suspicious_Ldalvik_system_PathClassLoader_,n_api_calls,n_permissions,n_used_permissions,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_WRITE_EXTERNAL_STORAGE,suspicious_Ljava_lang_Runtime___exec,perm_com_android_vending_BILLING,suspicious_Ljava_lang_System___loadLibrary,suspicious_getCellLocation,n_providers,perm_android_permission_VIBRATE,perm_android_permission_READ_EXTERNAL_STORAGE,n_receivers,suspicious_getCellSignalStrength,perm_android_permission_SET_WALLPAPER,perm_android_permission_ACCESS_NETWORK_STATE,suspicious_Cipher,n_activities,n_urls,suspicious_Ldalvik_system_DexClassLoader_,suspicious_getSystemService,label
0,0,0,1,0,0,0,1,1,22,2,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,28,1,1,0
0,0,0,0,0,1,0,1,0,25,3,7,1,0,0,0,0,0,0,0,0,0,0,0,1,1,9,29,1,1,1
0,0,0,1,0,0,0,1,0,23,2,7,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,31,1,1,1
0,0,0,1,0,0,0,1,1,22,2,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,29,1,1,0
0,0,0,0,0,0,0,1,0,25,4,9,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,27,1,1,0
0,0,0,1,0,0,0,1,1,22,4,9,0,1,0,0,0,0,0,0,1,0,0,0,1,1,3,27,1,1,0
0,0,0,1,0,0,0,1,0,24,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,9,31,1,1,1
0,0,0,1,1,0,0,0,1,21,4,10,1,1,0,0,1,0,0,0,0,0,0,0,1,1,6,30,1,1,0
0,0,0,1,0,0,0,1,1,22,5,9,0,1,0,1,0,0,1,0,0,0,0,0,1,1,4,32,1,1,0
0,0,0,1,0,0,0,1,1,21,6,9,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,27,1,1,0
0,0,0,1,0,0,1,1,1,24,5,9,1,1,0,0,1,0,1,0,0,0,0,0,1,1,6,32,0,1,0
0,0,0,1,0,0,0,1,1,22,2,9,0,0,1,0,0,0,0,0,0,0,0,0,1,1,7,27,1,1,0
0,0,0,1,0,1,0,0,0,25,6,7,0,1,0,0,0,0,0,0,0,1,0,0,1,1,5,26,1,1,0
0,0,0,1,0,0,0,1,0,24,4,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,29,1,1,0
0,1,1,1,0,0,0,1,0,20,6,8,1,1,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,1,1,1,0,0,0,1,0,21,6,8,1,0,0,0,1,0,1,0,0,1,0,0,1,1,9,28,1,1,0
0,0,0,1,0,1,0,1,1,21,2,8,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,30,1,1,0
0,1,1,1,0,0,0,1,0,20,6,8,1,1,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,1,1,0,24,6,7,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,28,1,1,0
0,0,0,1,0,0,1,1,0,24,6,7,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,28,1,1,0
0,1,1,1,0,0,0,1,0,20,6,8,1,1,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,0,19,5,8,1,1,0,0,0,0,1,0,1,0,0,0,1,1,6,28,0,1,0
0,1,1,1,0,0,0,1,0,20,6,8,1,1,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,1,21,3,9,0,0,0,1,1,0,1,0,0,0,0,0,1,1,6,27,1,1,0
0,1,1,1,0,0,0,1,0,20,6,8,1,1,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,1,24,2,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,27,1,1,0
0,0,0,1,0,0,0,1,1,20,4,10,0,1,0,0,0,0,0,0,0,0,0,1,1,1,6,30,1,1,0
0,1,1,1,0,0,0,1,0,20,6,8,1,1,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,1,20,4,10,0,1,0,0,0,0,0,0,0,0,0,1,1,1,6,28,1,1,0
0,0,0,1,0,0,0,1,1,22,4,9,1,0,0,0,1,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,1,1,1,1,1,23,5,10,0,0,1,1,1,0,0,0,0,0,0,0,1,1,8,29,1,1,0
0,0,0,1,0,0,1,1,0,24,6,7,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,28,1,1,0
0,1,1,1,0,0,0,1,0,20,6,8,1,1,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,1,0,1,1,20,5,10,0,1,0,0,0,0,0,1,1,0,0,0,1,1,6,29,1,1,0
0,0,0,1,0,1,0,1,1,20,5,10,0,1,0,0,0,0,0,1,1,0,0,0,1,1,6,29,1,1,0
0,0,0,1,0,1,0,1,1,20,5,10,0,1,0,0,0,0,0,1,1,0,0,0,1,1,6,29,1,1,0
0,0,0,1,0,0,0,1,0,20,2,8,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,29,1,1,0
0,0,0,1,0,0,0,1,1,21,2,8,0,0,0,0,0,1,0,0,0,0,1,0,1,1,7,27,1,1,1
0,0,0,1,0,1,1,1,0,23,8,7,0,0,0,0,0,0,0,1,0,1,0,0,1,1,4,28,1,1,0
0,1,1,1,0,0,0,1,1,20,6,9,1,0,0,0,0,0,0,0,0,0,0,0,1,1,8,28,1,1,0
0,0,0,1,0,0,1,1,1,21,6,9,1,1,0,0,0,0,1,0,0,0,0,0,1,1,3,29,1,1,0
0,0,0,1,0,0,0,1,0,20,4,8,0,0,0,1,0,0,0,1,0,0,0,0,1,1,6,32,1,1,0
0,0,0,1,0,1,0,1,1,20,5,10,0,1,0,0,0,0,0,1,1,0,0,0,1,1,6,29,1,1,0
0,0,0,1,0,0,0,1,0,23,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,31,1,1,0
0,0,0,1,1,0,0,1,1,25,3,9,1,0,0,0,1,0,0,0,0,0,0,0,1,1,7,27,1,1,0
0,0,0,1,0,0,0,1,0,27,4,7,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5,31,1,1,0
0,0,0,1,0,0,0,1,1,24,3,8,0,1,0,0,1,0,1,0,0,0,0,0,1,1,4,26,1,1,0
0,0,0,1,0,0,0,1,0,20,2,8,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,29,1,1,1
0,0,1,1,0,0,0,1,1,24,5,10,1,1,0,0,0,0,1,0,0,0,0,0,1,1,3,30,1,1,1
0,0,0,1,1,0,1,1,1,23,6,10,1,1,0,0,1,0,0,0,1,0,0,0,1,1,7,27,1,1,0
0,0,0,1,0,1,0,1,1,20,5,10,0,1,0,0,0,0,0,1,1,0,0,0,1,1,6,29,1,1,0
0,0,0,1,0,0,0,1,0,20,2,8,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,29,1,1,0
0,0,0,1,0,0,0,1,0,24,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,30,1,1,0
0,0,0,1,0,0,0,1,1,21,5,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,29,0,1,1
0,0,0,1,0,0,0,1,0,20,2,8,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,29,1,1,0
0,0,0,1,0,1,0,1,1,20,5,10,0,1,0,0,0,0,0,1,1,0,0,0,1,1,6,29,1,1,0
0,0,0,1,0,0,0,1,0,27,4,7,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5,31,1,1,0
0,1,1,1,0,2,0,0,0,21,5,6,1,0,0,0,0,1,0,0,0,1,1,0,1,0,8,30,0,1,0
0,0,0,1,0,0,0,1,0,20,2,8,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,29,1,1,0
0,0,0,1,0,0,0,1,1,20,6,9,0,1,0,0,0,0,1,0,1,0,0,0,1,1,8,29,1,1,0
0,0,0,1,0,1,1,1,0,23,8,7,0,0,0,0,0,0,0,1,0,1,0,0,1,1,4,28,1,1,0
0,0,0,1,0,0,0,1,1,22,6,9,0,1,0,1,0,0,1,0,1,0,0,0,1,1,8,32,1,1,0
0,0,0,1,0,0,0,1,0,25,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,9,31,1,1,0
0,0,0,1,0,0,0,1,1,22,2,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,27,1,1,0
0,0,0,1,0,0,0,1,1,24,2,8,0,0,1,0,0,0,0,0,0,0,0,0,1,1,7,26,1,1,0
0,0,0,1,0,1,0,1,1,23,3,9,0,0,0,0,1,0,0,0,0,0,0,1,1,1,7,32,1,1,0
0,0,0,1,0,0,0,1,0,23,3,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,10,29,1,1,0
0,0,0,1,0,0,0,1,0,26,4,8,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,26,1,1,0
0,0,0,1,0,0,0,1,0,25,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,9,31,1,1,0
0,0,0,1,1,0,0,1,1,19,6,7,1,1,0,0,1,0,0,0,0,0,0,0,1,1,6,30,1,1,0
0,1,1,1,0,0,0,1,0,22,6,8,0,1,0,0,1,0,0,1,0,0,0,0,1,1,3,32,1,1,0
1,0,0,1,1,0,1,1,1,22,5,7,1,1,0,0,1,0,0,0,0,0,0,0,1,1,6,33,1,1,0
0,0,0,1,0,0,0,1,1,23,6,10,0,1,0,0,0,0,0,0,1,0,0,1,1,1,5,26,1,1,0
0,0,0,1,0,0,0,1,1,24,2,10,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,30,1,1,0
0,0,1,1,0,0,0,1,1,19,4,9,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,29,1,1,0
0,0,0,1,0,1,0,1,1,20,5,10,0,1,0,0,0,0,0,1,1,0,0,0,1,1,6,30,1,1,0
0,0,0,1,0,1,0,1,1,20,5,10,0,1,0,0,0,0,0,1,1,0,0,0,1,1,6,28,1,1,0
0,0,0,1,0,0,0,1,1,20,5,9,0,1,0,0,0,0,0,0,0,0,0,0,1,1,6,32,1,1,0
0,0,0,1,0,1,0,1,1,22,3,8,0,0,0,0,1,0,1,0,0,3,0,0,1,1,7,29,1,1,1
0,1,1,0,0,0,0,1,0,24,7,8,0,1,0,0,0,0,0,0,0,0,0,0,1,1,10,29,1,1,0
0,0,0,1,0,0,0,1,1,22,2,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,27,1,1,0
1,0,0,1,0,0,0,0,0,23,5,7,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,27,1,1,0
0,0,0,1,0,1,0,0,0,21,2,8,0,0,0,0,0,1,0,0,0,0,1,0,1,1,7,27,1,1,0
0,0,0,1,0,0,0,1,0,25,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,9,31,1,1,1
0,0,0,1,0,0,0,1,0,25,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,29,1,1,1
0,0,0,1,0,0,0,1,1,22,3,9,1,0,0,0,1,0,0,0,0,0,0,0,1,1,5,26,1,1,1
0,0,0,1,0,0,0,1,1,22,3,9,0,0,0,0,0,0,1,0,0,1,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,1,19,4,9,0,1,0,0,0,0,0,0,1,0,0,0,1,1,6,30,1,1,0
0,0,0,1,0,0,1,1,1,22,5,9,0,0,0,0,1,0,0,0,0,0,0,0,1,1,9,31,1,1,0
0,1,1,1,0,0,0,1,0,22,6,8,0,1,0,0,1,0,0,1,0,0,0,0,1,1,3,32,1,1,0
0,0,0,1,0,0,0,1,1,22,2,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,27,1,1,0
0,0,0,1,0,0,0,1,0,26,5,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,30,1,1,0
0,0,0,1,0,0,0,1,1,22,2,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,27,1,1,0
0,1,1,1,0,1,1,1,1,24,7,9,1,1,0,0,0,0,0,0,0,0,0,0,1,1,5,32,0,1,1
0,0,0,1,0,0,0,1,0,20,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,32,1,1,0
0,0,0,1,0,0,0,1,1,22,3,9,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,31,1,1,0
0,0,0,1,0,0,0,1,1,22,2,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,26,1,1,0
1,0,0,1,0,0,0,1,0,27,4,8,1,1,1,0,1,0,0,0,0,1,0,0,1,1,5,29,1,1,0
0,0,0,1,0,1,0,0,1,21,3,9,0,0,0,1,1,0,0,0,0,0,0,0,1,1,8,28,1,1,0
0,0,1,1,0,0,0,1,1,24,5,10,1,0,0,0,1,0,0,1,0,0,0,0,1,1,3,30,1,1,0
0,0,0,0,0,1,0,1,0,25,3,7,1,0,0,0,0,0,0,0,0,0,0,0,1,1,9,31,1,1,0
0,0,0,1,0,0,0,1,1,24,6,10,1,1,0,0,1,0,0,0,0,2,0,0,1,1,5,27,1,1,0
1,0,0,1,0,2,0,0,1,21,5,10,0,1,0,0,0,0,1,0,0,1,0,1,1,1,6,29,1,1,0
0,0,0,1,0,0,0,0,1,22,4,10,0,0,0,1,1,0,0,1,0,1,0,0,1,1,4,28,1,1,0
0,0,0,1,0,0,0,1,1,22,5,9,0,1,0,0,0,0,1,0,1,0,0,0,1,1,5,25,1,1,0
0,0,0,1,0,0,0,1,0,20,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,32,1,1,0
0,0,1,1,0,1,0,1,1,20,5,9,0,0,1,1,1,0,0,0,0,0,0,0,1,1,5,31,1,1,0
0,0,0,0,0,1,0,1,0,25,3,7,1,0,0,0,0,0,0,0,0,0,0,0,1,1,9,31,1,1,0
0,0,0,1,0,1,0,1,1,21,4,9,0,1,0,1,1,0,0,0,0,0,0,0,1,1,9,30,1,1,0
0,1,1,1,0,0,1,1,0,26,8,7,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5,27,1,1,0
0,0,0,1,0,0,0,1,0,20,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,32,1,1,0
0,0,0,1,0,0,0,1,1,20,4,10,0,1,0,0,0,0,0,0,0,0,0,1,1,1,6,27,1,1,0
0,0,1,1,0,1,0,1,1,20,5,9,0,0,1,0,1,0,0,0,0,0,0,0,1,1,5,31,1,1,0
0,0,0,0,0,0,0,1,0,20,2,8,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,28,1,1,0
0,0,0,1,0,0,0,1,0,20,3,6,0,1,0,0,0,0,0,0,0,1,0,0,1,1,3,29,1,1,0
0,0,0,1,0,0,0,1,1,22,4,9,0,1,0,0,0,0,0,0,0,0,0,1,1,1,10,28,1,1,0
0,0,0,1,0,2,0,1,1,26,6,6,0,1,0,1,0,0,0,0,1,1,0,0,1,1,7,27,0,1,0
0,0,0,1,0,0,0,1,1,22,2,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,26,1,1,0
0,0,0,1,0,0,1,1,0,24,9,8,1,1,0,0,0,0,0,0,0,0,0,1,1,1,5,29,1,1,0
0,0,0,1,1,0,0,1,1,24,4,11,1,1,0,0,1,0,0,0,0,0,0,0,1,1,7,29,1,1,0
0,0,0,1,0,0,0,1,1,24,2,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,29,1,1,0
0,0,0,1,0,0,0,1,0,19,3,7,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,29,1,1,0
0,0,0,1,0,0,0,1,1,22,3,9,1,0,0,0,0,0,0,0,0,0,0,0,1,1,9,31,1,1,0
1,0,0,1,0,2,0,0,1,21,5,10,0,1,0,0,0,0,1,0,0,1,0,1,1,1,6,29,1,1,1
1,0,0,1,0,2,0,0,1,21,5,10,0,1,0,0,0,0,1,0,0,1,0,1,1,1,6,29,1,1,0
0,0,0,1,0,0,0,1,0,20,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,32,1,1,0
1,0,1,1,1,0,1,0,1,25,6,9,1,1,0,0,1,0,0,0,0,0,0,0,1,1,6,32,1,1,1
0,0,0,1,0,0,0,0,1,22,2,10,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,29,1,1,0
1,0,0,1,0,2,0,0,1,21,5,10,0,1,0,0,0,0,1,0,0,1,0,1,1,1,6,29,1,1,1
0,0,0,1,0,0,0,1,1,22,2,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,26,1,1,0
0,0,0,1,0,0,0,1,0,25,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,1,26,5,10,0,1,0,0,0,0,1,0,0,0,0,0,1,1,7,28,1,1,0
0,0,0,0,0,1,0,1,0,25,3,7,1,0,0,0,0,0,0,0,0,0,0,0,1,1,9,31,1,1,0
0,0,0,1,0,1,0,1,1,20,5,10,0,1,0,0,0,0,0,1,1,0,0,0,1,1,5,30,1,1,0
0,0,0,1,0,0,0,1,1,22,2,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,26,1,1,0
0,0,0,1,0,0,0,1,1,22,2,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,29,1,1,0
0,1,1,1,0,0,0,1,1,22,4,10,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,28,1,1,0
0,0,0,1,0,0,0,0,1,22,4,10,0,0,0,1,1,0,0,1,0,1,0,0,1,1,4,28,1,1,1
1,0,0,1,0,2,0,0,1,21,5,10,0,1,0,0,0,0,1,0,0,1,0,1,1,1,6,29,1,1,0
0,0,0,0,0,0,0,1,0,21,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,30,1,1,0
0,0,0,1,0,1,1,1,1,22,7,9,1,0,0,0,0,0,0,0,0,2,0,0,1,1,5,29,1,1,0
0,0,0,1,0,0,0,1,0,23,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,29,1,1,0
0,0,0,1,0,0,0,1,0,20,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,0,20,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,0,21,5,7,0,1,0,0,1,0,0,1,0,0,0,0,1,1,3,26,1,1,0
0,0,0,1,0,0,0,1,1,19,4,9,0,1,0,0,0,0,1,0,1,0,0,0,1,1,5,30,1,1,0
0,0,0,1,0,0,0,1,0,20,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,0,24,3,8,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,33,1,1,0
0,0,0,1,0,0,0,1,0,20,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,1,1,1,23,6,9,0,1,1,0,0,0,1,0,1,0,0,0,1,1,6,25,1,1,0
0,0,0,1,0,0,0,1,0,20,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,0,20,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,0,20,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,0,20,4,7,0,1,0,0,1,0,0,0,0,0,0,0,1,1,4,26,0,1,0
1,0,0,1,0,0,0,1,0,24,2,8,0,0,0,0,0,0,1,0,0,1,0,0,1,1,8,27,1,1,0
0,0,0,1,0,1,0,1,0,25,6,6,1,1,0,1,0,0,0,0,1,0,0,0,1,1,6,25,1,1,0
0,0,0,1,0,0,0,1,0,26,3,7,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,32,1,1,0
0,0,0,1,0,0,0,1,0,20,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,0,20,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,0,20,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,1
0,0,0,1,0,0,0,1,0,20,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,0,20,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,1,22,2,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,28,1,1,0
0,0,0,1,0,0,0,1,0,20,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,1,22,2,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,26,1,1,0
0,0,0,1,0,0,0,1,0,20,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,0,20,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,1,21,3,9,0,1,0,0,0,0,0,0,0,0,0,0,1,1,8,26,1,1,0
0,0,0,1,0,0,0,1,0,20,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,0,26,2,9,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,29,1,1,0
0,0,0,1,0,0,0,1,0,20,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,1
0,1,1,1,0,1,0,1,1,20,5,10,0,0,0,0,1,0,1,0,0,0,0,0,1,1,6,29,0,1,0
0,0,0,1,0,0,0,1,0,20,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,0,20,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,0,20,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,0,26,2,9,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,29,1,1,1
0,0,0,1,0,0,0,1,1,22,3,9,0,0,0,0,1,0,2,0,0,0,0,0,1,1,6,26,1,1,0
0,0,0,1,0,0,0,1,0,26,2,9,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,29,1,1,0
0,0,0,1,0,0,0,1,1,23,5,11,0,1,0,1,1,0,2,0,0,0,0,0,1,1,6,29,1,1,0
0,0,0,1,0,0,0,1,0,26,4,9,0,1,0,1,1,0,0,0,0,0,0,0,1,1,3,29,1,1,0
0,0,0,1,0,0,0,1,0,20,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,0,20,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,1,22,4,9,0,1,0,0,0,0,1,0,1,0,0,0,1,1,7,25,1,1,0
0,0,1,1,0,0,1,1,0,26,7,7,1,1,0,1,1,0,0,0,0,0,0,0,1,1,3,29,1,1,0
0,0,0,1,0,0,0,1,0,23,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,29,1,1,0
0,0,0,1,0,0,0,1,0,20,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,1,25,3,9,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,30,1,1,0
0,0,0,1,0,1,0,1,1,21,3,9,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,0,24,8,7,0,1,0,1,1,0,0,1,0,0,0,0,1,1,3,28,1,1,0
0,0,0,1,1,0,0,1,1,24,6,9,1,1,0,1,1,0,0,0,0,0,0,0,1,1,8,26,1,1,0
0,0,0,1,0,0,0,1,0,20,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,0,20,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,1,22,2,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,30,1,1,0
0,0,0,1,0,0,0,1,0,24,3,8,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,33,1,1,0
0,0,0,1,0,0,0,1,0,20,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,0,20,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,1
0,0,0,1,0,1,0,0,1,20,4,9,0,1,0,1,1,0,0,0,0,0,0,0,1,1,7,31,1,1,0
0,0,0,1,1,0,0,1,1,19,5,8,1,0,0,1,1,0,0,0,0,0,0,0,1,1,7,28,1,1,0
1,1,1,1,0,1,0,1,1,19,4,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,28,1,1,0
0,0,0,1,0,0,0,1,1,21,3,8,1,0,0,0,0,1,0,0,0,0,1,0,1,1,9,31,1,1,0
0,0,0,1,0,0,0,1,0,26,5,9,1,1,0,0,0,0,1,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,0,26,3,9,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,0,22,2,9,0,0,0,0,0,1,0,0,0,0,1,0,1,1,7,26,1,1,0
0,0,0,1,1,0,0,1,1,22,4,9,1,0,0,1,1,0,0,0,0,0,0,0,1,1,8,26,1,1,0
0,0,0,1,0,0,0,1,0,24,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,29,1,1,0
0,0,0,1,0,0,0,1,1,21,3,8,1,0,0,0,0,1,0,0,0,0,1,0,1,1,9,31,1,1,0
0,0,0,1,0,0,0,1,0,21,2,8,0,0,0,0,0,1,0,0,0,0,1,0,1,1,7,26,1,1,0
0,0,0,1,0,0,0,1,0,25,5,8,1,0,0,0,0,0,0,0,0,0,0,1,1,1,9,32,1,1,0
0,0,0,1,1,0,0,0,1,22,5,9,1,1,0,0,1,0,0,0,0,0,0,0,1,1,6,25,1,1,0
0,0,0,1,0,0,0,1,1,23,4,9,1,0,0,0,0,0,3,0,0,0,0,0,1,1,7,32,1,1,0
0,0,0,1,0,1,0,1,1,21,4,8,0,0,0,0,1,0,0,0,0,2,0,0,1,1,8,31,1,1,0
0,0,0,1,0,1,0,1,1,21,4,8,0,0,0,0,1,0,0,0,0,2,0,0,1,1,8,31,1,1,0
0,0,0,1,0,0,0,1,1,21,3,8,1,0,0,0,0,1,0,0,0,0,1,0,1,1,9,31,1,1,0
0,0,0,1,0,1,0,1,1,23,2,9,0,0,0,0,1,0,0,0,0,0,0,0,1,1,9,29,1,1,0
0,0,0,1,0,0,0,1,1,21,3,8,1,0,0,0,0,1,0,0,0,0,1,0,1,1,9,31,1,1,1
0,0,0,1,0,0,0,1,1,21,3,8,1,0,0,0,0,1,0,0,0,0,1,0,1,1,9,31,1,1,0
0,0,0,1,0,0,0,1,0,26,5,9,1,1,0,0,0,0,1,0,0,0,0,0,1,1,5,32,1,1,0
0,0,0,1,0,0,0,1,0,26,5,9,1,1,0,0,0,0,1,0,0,0,0,0,1,1,5,32,1,1,0
