perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_WRITE_SETTINGS,n_permissions,perm_android_permission_CHANGE_WIFI_STATE,perm_android_permission_GET_TASKS,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_android_intent_action_PACKAGE_REMOVED,intent_android_intent_action_PACKAGE_ADDED,n_urls,n_used_permissions,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_READ_PHONE_STATE,perm_com_android_launcher_permission_READ_SETTINGS,n_api_calls,suspicious_getPackageInfo,suspicious_getExternalStorageDirectory,suspicious_Base64,suspicious_getSystemService,intent_android_intent_action_USER_PRESENT,suspicious_Cipher,intent_cn_jpush_android_intent_PushService,perm_com_google_android_c2dm_permission_RECEIVE,suspicious_getDeviceId,intent_cn_jpush_android_intent_REGISTRATION,intent_cn_jpush_android_ui_PushActivity,intent_cn_jpush_android_intent_NOTIFICATION_OPENED,intent_cn_jpush_android_intent_MESSAGE_RECEIVED,intent_cn_jpush_android_intent_REGISTER,intent_cn_jpush_android_intent_NOTIFICATION_RECEIVED_PROXY,label
0,0,26,1,1,1,0,1,0,3,3,1,1,1,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,0,34,0,0,0,0,0,0,24,10,0,1,0,27,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,7,0,0,0,0,0,0,2,5,0,0,0,12,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,11,0,0,0,0,0,0,33,11,0,0,0,25,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,6,0,0,0,0,0,0,17,6,0,0,0,15,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,19,0,1,1,0,0,0,37,10,1,1,0,24,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,10,0,0,1,0,0,0,29,6,0,0,0,14,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,23,0,0,0,0,0,0,20,12,1,1,0,29,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,19,0,1,1,0,0,0,37,10,1,1,0,24,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,17,1,1,0,0,1,1,3,4,1,1,0,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,15,0,0,0,0,0,0,30,9,0,0,0,18,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1
0,0,19,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,17,6,0,0,0,13,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,9,0,0,0,0,0,0,14,7,0,0,0,16,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,13,0,0,0,0,0,0,11,9,0,1,0,22,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,12,0,0,0,0,0,0,32,13,1,0,0,30,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,35,0,0,0,0,0,0,24,10,0,1,0,27,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1
0,0,2,0,0,0,0,0,0,15,5,0,0,0,12,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1
1,0,10,0,0,0,0,0,0,35,10,1,0,0,21,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,1,19,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,30,1,1,1,0,1,1,3,3,1,1,0,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,0,12,0,0,0,0,0,0,23,8,0,1,0,23,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,19,0,0,0,0,0,0,25,11,0,0,0,21,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1,0,30,1,1,1,1,1,0,3,3,1,1,0,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,0,19,0,1,1,0,0,0,37,10,1,1,0,24,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,6,0,0,0,17,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
0,1,16,1,0,1,1,0,0,3,3,1,1,0,4,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
0,0,13,0,0,0,0,0,0,19,6,0,0,0,44,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,27,0,1,1,0,0,0,33,12,0,0,0,24,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1,1,29,1,1,1,1,1,1,3,3,1,1,0,5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
0,0,7,0,0,0,0,0,0,34,9,1,0,0,22,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,6,0,0,0,0,0,0,33,9,0,0,0,19,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,9,0,0,0,0,0,0,18,10,0,0,0,21,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,8,0,1,0,0,0,0,4,8,0,1,0,21,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,25,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,26,1,1,1,0,1,0,3,3,1,1,0,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1,0,20,0,1,0,0,0,0,30,9,0,1,0,20,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,10,0,0,0,0,0,0,33,7,1,0,0,21,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,18,0,0,0,0,0,0,37,10,1,0,0,28,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,12,0,0,0,0,0,0,29,7,1,0,0,20,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,14,0,0,0,0,0,0,7,9,0,0,0,17,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1,0,13,0,0,0,0,0,0,22,15,1,1,0,35,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,18,0,1,0,0,0,0,33,11,0,0,0,27,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
1,0,32,1,1,1,1,1,1,3,4,1,1,0,5,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,20,6,0,0,0,14,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,13,0,0,0,0,0,0,33,5,0,0,0,9,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,16,6,0,0,0,13,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1,1,27,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
0,0,11,0,0,0,0,0,0,25,8,0,1,0,23,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1,1,28,1,1,1,0,0,0,29,11,1,1,0,29,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
0,0,11,0,0,0,0,0,0,35,8,0,0,0,15,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,25,1,1,1,1,1,0,3,3,1,1,0,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,0,10,0,0,0,0,0,0,38,6,0,0,0,12,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,13,0,0,0,0,0,0,17,7,0,0,0,17,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,20,0,0,0,0,0,0,32,5,1,0,0,11,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1
0,0,15,0,0,0,0,0,0,15,7,0,1,0,23,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,21,9,0,0,0,19,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,9,0,0,0,0,0,0,16,7,0,0,0,16,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1,1,26,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,22,1,0,1,1,1,1,24,11,1,1,0,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,0,7,0,0,0,0,0,0,13,8,1,0,0,22,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1,0,7,0,0,0,0,0,0,13,8,1,0,0,22,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,20,1,1,0,1,0,0,1,2,1,1,0,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,20,0,0,1,0,0,0,22,9,0,1,0,14,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1
0,1,11,1,0,0,0,0,0,10,6,1,1,0,16,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,29,1,1,1,0,0,0,3,3,1,1,1,4,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
0,0,18,0,1,0,0,0,0,34,11,0,0,0,27,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
0,0,6,0,0,0,0,0,0,29,7,0,0,0,8,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,16,0,0,0,0,0,0,18,10,0,1,0,14,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,15,0,0,0,0,0,0,33,9,0,0,0,18,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1,0,24,1,0,0,0,0,0,25,14,1,1,0,27,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1
0,0,6,0,0,0,0,0,0,19,4,0,0,0,8,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1
1,1,21,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,30,1,0,1,0,0,0,3,3,1,1,0,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,0,11,0,0,0,0,0,0,4,11,1,1,0,40,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,18,0,1,0,1,0,0,3,14,0,1,0,28,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,6,0,0,0,0,0,0,33,10,0,0,0,20,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,10,0,1,1,0,0,0,34,9,0,0,0,28,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1,0,15,0,1,0,0,0,0,16,10,1,1,0,20,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,24,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,14,1,0,0,0,0,0,31,10,1,0,0,39,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1,0,32,0,1,0,0,0,1,14,10,1,1,0,17,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
0,1,28,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,23,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
0,0,13,1,0,0,0,0,0,14,9,1,0,0,26,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1
0,0,12,0,0,1,0,0,0,28,8,0,0,0,18,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1,1,29,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,1,13,1,0,0,1,0,0,21,9,1,1,0,26,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,21,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
0,0,23,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,13,0,0,0,0,0,0,8,9,1,1,0,20,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,13,0,0,0,0,0,0,17,7,0,0,0,16,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,13,0,0,0,0,0,0,7,9,1,1,0,20,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,1,7,0,0,0,0,0,0,0,6,0,0,0,15,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,7,0,0,0,0,0,0,0,6,0,0,0,15,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,12,0,0,0,0,0,0,26,9,0,0,0,20,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1,1,23,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1
0,0,11,0,0,0,0,0,0,36,7,0,0,0,13,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1
1,1,31,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,24,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1
0,0,15,0,0,0,0,0,0,16,7,0,1,0,11,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1
0,0,8,0,0,0,0,0,0,22,7,0,0,0,8,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1,0,12,0,0,0,0,0,0,17,11,0,0,0,22,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,12,0,0,0,0,0,0,31,7,1,0,0,20,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,9,0,0,0,0,0,0,30,11,1,0,0,17,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1,1,27,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,23,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,12,0,0,0,0,0,0,3,3,1,1,0,5,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,6,0,0,0,0,0,0,30,9,0,0,0,22,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,16,5,0,0,0,12,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,15,6,0,0,0,17,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,36,1,1,1,1,1,1,3,3,1,1,0,4,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
0,0,16,0,0,1,0,0,0,37,9,1,0,0,18,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,30,7,0,0,0,17,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,10,0,1,0,0,0,0,2,6,0,0,0,13,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,14,1,1,0,0,0,0,34,12,1,0,0,41,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1
1,1,19,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,23,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
0,0,2,0,0,0,0,0,0,30,10,0,0,0,18,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,27,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,14,0,1,0,0,0,0,3,3,1,0,0,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
0,1,24,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
0,0,10,0,0,0,0,0,0,33,7,0,0,0,18,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,10,0,0,0,0,0,0,33,7,0,0,0,18,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1,0,11,0,1,1,0,0,0,5,12,1,1,0,39,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,1,8,0,1,0,1,0,0,8,8,1,1,0,23,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,5,0,0,0,0,0,0,30,9,0,0,0,22,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,4,0,0,0,0,0,0,31,12,0,0,0,24,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,11,0,0,1,0,0,0,36,9,0,1,0,28,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,6,0,0,0,0,0,0,21,9,1,0,0,22,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,11,0,0,1,0,0,0,36,9,0,1,0,28,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,11,0,0,1,0,0,0,36,9,0,1,0,28,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,11,0,0,0,0,0,0,30,10,0,0,0,20,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,12,0,0,0,0,0,0,35,5,0,0,0,9,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1,0,13,0,0,0,0,0,0,32,10,1,1,0,27,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,13,0,0,0,0,0,0,37,6,0,0,0,12,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,4,0,0,0,0,0,0,15,10,0,0,0,19,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,11,0,0,1,0,0,0,36,9,0,1,0,28,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,11,0,0,1,0,0,0,36,9,0,1,0,28,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,26,6,0,0,0,13,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,17,0,0,1,0,0,0,38,9,1,1,0,23,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,25,1,1,1,1,1,1,32,16,1,1,0,33,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
1,1,29,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
0,0,35,0,1,0,0,0,0,34,8,1,1,0,18,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,30,6,1,0,0,15,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1
0,1,16,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,18,0,1,0,0,0,0,35,8,1,0,0,14,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
1,1,17,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,36,1,1,1,1,1,1,31,10,1,1,0,32,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
1,1,20,0,0,0,1,0,0,19,10,1,1,0,22,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1,1,18,1,1,0,1,0,0,23,8,1,1,1,27,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,19,6,0,0,0,14,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,11,0,0,0,0,0,0,23,8,0,0,0,20,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,10,0,0,1,0,0,0,40,7,0,0,0,15,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,19,1,1,1,1,0,0,6,5,1,1,0,14,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1
0,0,12,1,0,0,0,0,0,28,9,1,0,0,21,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,15,1,0,0,0,0,0,27,12,1,1,0,31,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,1,21,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,5,8,0,0,0,18,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,14,0,1,0,0,0,0,16,6,1,1,0,9,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1,0,28,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,1,23,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
0,0,3,0,0,0,0,0,0,25,13,0,0,0,25,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,32,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,5,0,0,0,0,0,0,25,7,0,0,0,18,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,30,7,0,0,0,17,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,25,0,0,0,0,0,0,11,14,1,1,0,42,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1,1,24,1,1,1,0,0,0,27,13,1,1,0,41,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,9,0,0,1,0,0,0,40,11,0,0,0,22,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,31,10,0,0,0,19,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1,0,11,0,0,0,0,0,0,37,9,1,0,0,23,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1,0,11,0,0,0,0,0,0,37,9,1,0,0,23,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1,1,28,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
0,0,7,0,0,0,0,0,0,4,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,24,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1
0,0,10,0,0,0,0,0,0,20,14,0,1,0,35,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,10,0,0,0,0,0,0,38,7,0,0,0,18,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1,1,28,1,1,1,1,1,1,3,3,1,1,0,5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
1,1,31,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,12,0,0,0,0,0,0,39,9,0,0,0,28,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,19,6,0,0,0,13,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1,1,30,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
1,1,24,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
1,1,26,1,1,1,1,1,1,10,6,1,1,0,14,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1,1,26,1,1,1,1,1,1,10,6,1,1,0,14,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
0,1,17,1,1,0,0,0,0,3,3,1,1,0,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,1,5,0,0,0,0,0,0,29,7,0,0,0,16,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,25,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
0,0,14,0,1,0,0,0,0,6,10,0,1,0,37,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,14,0,1,0,0,0,0,6,10,0,1,0,37,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,1,30,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,14,0,1,0,0,0,0,34,11,1,1,0,35,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,11,0,1,0,0,0,0,34,11,0,0,0,30,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,1,32,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0,28,0,0,0,0,0,0,41,12,0,1,0,25,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1
0,0,19,0,0,0,0,0,0,40,12,1,1,0,27,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1,0,18,0,1,1,0,0,0,0,6,1,1,0,15,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,12,0,0,0,0,0,0,25,6,0,0,0,17,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,10,0,0,0,0,0,0,42,9,1,0,0,26,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,12,0,0,0,0,0,0,25,6,0,0,0,17,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,12,0,0,0,0,0,0,25,6,0,0,0,17,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,12,0,0,0,0,0,0,25,6,0,0,0,17,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,12,0,0,0,0,0,0,25,6,0,0,0,17,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,10,1,0,0,0,0,0,6,8,1,0,0,23,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,12,0,0,0,0,0,0,25,6,0,0,0,17,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1
0,0,8,0,1,0,0,0,0,10,4,0,1,0,5,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,30,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
0,0,3,0,0,0,0,0,0,35,7,0,0,0,17,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1,0,29,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,26,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,30,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
0,0,3,0,0,0,0,0,0,15,5,0,0,0,12,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,30,1,1,1,1,0,0,1,1,1,1,0,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,35,10,0,0,0,21,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1
0,0,9,1,0,0,0,0,0,18,5,1,1,0,12,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,12,0,1,0,0,0,0,18,5,0,0,0,5,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
