intent_android_intent_action_QUICKBOOT_POWERON,perm_com_android_launcher_permission_INSTALL_SHORTCUT,intent_android_intent_action_USER_PRESENT,n_urls,n_api_calls,perm_android_permission_RECEIVE_BOOT_COMPLETED,intent_android_intent_action_BOOT_COMPLETED,suspicious_Ldalvik_system_DexClassLoader_,n_services,suspicious_Ljava_lang_System___loadLibrary,perm_android_permission_READ_EXTERNAL_STORAGE,n_permissions,n_receivers,perm_android_permission_ACCESS_WIFI_STATE,suspicious_getSimCountryIso,n_providers,intent_com_android_vending_INSTALL_REFERRER,perm_com_google_android_c2dm_permission_RECEIVE,perm_com_android_vending_BILLING,perm_android_permission_READ_PHONE_STATE,intent_com_google_android_c2dm_intent_RECEIVE,suspicious_Ljava_lang_Runtime___exec,perm_android_permission_ACCESS_NETWORK_STATE,suspicious_getExternalStorageDirectory,suspicious_Cipher,intent_android_intent_action_MAIN,n_used_permissions,suspicious_getPackageInfo,suspicious_getDeviceId,perm_android_permission_VIBRATE,label
0,0,0,59,21,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,1,1,0,0
0,0,0,59,14,0,0,1,0,1,1,6,0,0,1,1,0,0,1,0,0,0,1,1,1,1,6,1,1,0,0
0,0,0,49,11,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,1,1,1,5,1,1,0,1
0,0,0,57,20,0,0,1,2,1,0,7,2,0,0,0,1,1,1,0,1,0,1,1,1,1,8,1,1,1,1
0,0,0,52,18,0,0,1,1,1,0,3,1,1,1,0,1,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,58,16,0,0,1,1,1,0,5,0,0,0,0,0,1,0,0,0,0,1,1,1,1,7,1,0,0,0
0,0,0,46,23,0,0,1,0,1,0,3,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,1
0,0,0,51,15,0,0,1,4,1,0,5,2,0,0,0,1,1,1,0,0,0,1,1,1,1,7,1,1,0,0
0,0,0,52,18,0,0,1,1,1,0,3,1,1,1,0,1,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,58,16,0,0,1,1,1,0,5,0,0,0,0,0,1,0,0,0,0,1,1,1,1,7,1,0,0,0
0,0,0,57,14,0,0,1,0,0,1,6,0,1,0,0,0,0,0,0,0,0,1,1,1,1,6,1,1,0,0
0,0,0,44,21,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,10,1,1,0,0
0,0,0,44,21,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,10,1,1,0,1
0,0,0,44,21,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,10,1,1,0,0
0,0,0,44,21,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,10,1,1,0,0
0,0,0,48,22,0,0,0,3,1,0,5,2,0,0,0,1,0,0,0,0,0,1,1,1,1,6,1,1,0,0
0,0,0,55,22,0,0,1,0,0,1,4,1,0,0,2,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,49,23,0,0,1,0,1,0,7,0,1,1,1,0,0,0,0,0,0,1,1,1,1,9,1,1,1,0
0,0,0,52,19,0,0,1,0,1,0,4,1,0,0,0,1,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,49,23,0,0,1,0,1,0,7,0,1,1,1,0,0,0,0,0,0,1,1,1,1,9,1,1,1,0
0,0,0,57,12,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,1,1,5,1,1,0,0
0,0,0,57,12,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,1,1,5,1,1,0,0
0,0,0,48,22,0,0,1,0,0,1,7,0,1,0,0,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,44,21,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,10,1,1,0,0
0,0,0,44,20,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,1
0,0,0,57,12,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,1,1,5,1,1,0,0
0,0,0,49,23,0,0,1,0,1,0,7,0,1,1,1,0,0,0,0,0,0,1,1,1,1,9,1,1,1,0
0,0,0,44,21,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,10,1,1,0,0
0,0,0,49,23,0,0,1,0,1,0,7,0,1,1,1,0,0,0,0,0,0,1,1,1,1,9,1,1,1,0
0,0,0,49,19,0,0,1,5,0,0,6,4,0,1,1,1,1,0,0,1,0,1,1,1,1,10,1,0,0,0
0,0,0,46,19,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,1,1,0,0
0,0,0,58,15,0,0,1,0,0,0,7,0,1,0,0,0,0,1,0,0,0,1,1,1,1,7,1,1,1,0
0,0,0,47,23,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,11,1,1,1,0
0,0,0,50,13,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,1,1,0,0
0,0,0,49,22,0,0,1,0,0,0,4,0,1,0,1,0,0,0,0,0,0,1,1,1,1,7,1,1,0,0
0,0,0,52,17,0,0,1,0,1,1,7,0,1,1,0,0,0,0,0,0,0,1,1,1,1,8,1,1,1,0
0,0,0,56,19,0,0,1,0,1,0,6,0,1,1,0,0,0,1,1,0,1,1,1,1,1,8,1,1,0,0
0,0,0,47,17,0,0,1,5,0,0,5,4,0,1,1,1,1,0,0,1,0,1,1,1,1,9,1,0,0,0
0,0,0,47,17,0,0,1,5,0,0,5,4,0,1,1,1,1,0,0,1,0,1,1,1,1,9,1,0,0,0
0,0,0,52,17,0,0,1,0,1,1,7,0,1,1,0,0,0,0,0,0,0,1,1,1,1,8,1,1,1,0
0,0,0,52,17,0,0,1,0,1,1,7,0,1,1,0,0,0,0,0,0,0,1,1,1,1,8,1,1,1,0
0,0,0,52,17,0,0,1,0,1,1,7,0,1,1,0,0,0,0,0,0,0,1,1,1,1,8,1,1,1,0
0,0,0,59,23,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,1,1,1,10,1,1,0,0
0,0,0,52,17,0,0,1,0,1,1,7,0,1,1,0,0,0,0,0,0,0,1,1,1,1,8,1,1,1,0
0,0,0,49,20,0,0,1,5,0,0,5,4,0,1,2,1,1,0,0,1,0,1,1,1,1,12,1,0,0,0
0,0,0,49,20,0,0,1,5,0,0,5,4,0,1,2,1,1,0,0,1,0,1,1,1,1,12,1,0,0,0
0,0,0,44,17,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,49,20,0,0,1,5,0,0,5,4,0,1,2,1,1,0,0,1,0,1,1,1,1,12,1,0,0,0
0,0,0,44,20,0,0,1,2,0,0,4,2,1,0,1,1,0,1,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,44,20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8,1,1,0,0
0,0,0,49,20,0,0,1,5,0,0,5,4,0,1,2,1,1,0,0,1,0,1,1,1,1,12,1,0,0,0
0,0,0,50,17,1,1,0,2,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,0,1,4,1,0,1,0
0,0,0,52,23,0,0,1,1,0,0,8,1,0,0,1,1,0,1,1,0,1,1,1,1,1,11,1,1,0,0
0,0,0,44,22,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,44,22,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,1
0,0,0,44,22,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,44,22,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,46,21,0,0,1,0,0,0,8,0,1,0,1,0,0,0,0,0,0,1,1,1,1,8,1,1,1,1
0,0,0,44,22,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,45,21,1,1,1,0,0,0,6,2,1,0,1,0,0,0,0,0,1,1,1,1,1,8,1,1,1,0
0,0,0,44,22,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,55,20,0,0,1,5,0,0,5,3,0,0,2,1,1,0,0,1,0,1,1,1,1,11,1,1,0,0
0,0,0,47,11,0,0,1,0,1,1,6,1,0,0,0,0,0,1,0,0,0,0,1,1,1,7,1,1,0,0
0,0,0,52,25,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,1,1,1,11,1,1,0,0
0,0,0,49,12,0,0,1,2,0,0,4,2,0,0,0,1,0,0,0,0,0,1,1,1,1,5,1,1,0,0
0,0,0,46,19,0,0,1,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1,1,1,1,9,1,1,0,1
0,0,0,47,11,0,0,1,0,0,0,7,0,1,0,1,0,0,0,1,0,0,1,1,1,1,7,1,1,0,0
0,0,0,47,11,0,0,1,0,1,1,6,1,0,0,0,0,0,1,0,0,0,0,1,1,1,7,1,1,0,0
0,0,0,48,23,0,0,1,0,1,0,6,0,1,0,0,0,0,1,1,0,0,1,1,1,1,7,1,1,0,0
0,0,0,56,18,0,0,1,2,1,0,9,2,0,0,0,1,1,1,0,1,0,1,1,1,1,8,1,1,1,0
0,0,0,48,23,0,0,1,0,1,0,7,0,1,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,1,0
0,0,0,48,23,0,0,1,0,1,0,7,0,1,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,1,0
0,0,0,44,22,0,0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,44,22,0,0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,44,22,0,0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,44,22,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,46,20,0,0,1,3,0,0,5,4,0,0,1,1,1,0,0,1,0,1,1,1,1,10,1,1,0,0
0,0,0,56,10,0,0,1,0,0,1,4,0,0,0,1,0,0,0,0,0,0,1,1,1,1,5,1,1,0,0
0,0,0,44,20,0,0,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,48,19,0,0,1,5,0,0,6,4,0,1,1,1,1,0,0,1,0,1,1,1,1,10,1,0,0,0
0,0,0,46,22,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,45,23,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,11,1,1,0,0
0,0,0,52,17,0,0,1,0,0,0,6,0,1,0,0,0,0,0,1,0,0,1,1,1,1,7,1,1,0,1
0,0,0,51,25,0,0,1,0,0,1,5,0,1,0,1,0,0,0,0,0,1,1,1,1,1,11,1,1,0,0
0,0,0,47,19,0,0,0,5,1,0,5,3,0,0,2,1,1,0,0,1,0,1,1,1,1,9,1,1,0,0
0,0,0,46,12,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,1,1,5,1,1,0,0
0,0,0,47,22,0,0,1,0,0,1,5,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,45,17,0,0,1,1,0,1,7,0,1,0,0,0,0,0,0,0,0,1,1,1,1,8,1,1,1,0
0,0,0,56,24,0,0,0,1,1,0,5,1,0,0,0,0,0,0,1,0,0,1,1,1,1,6,1,1,0,0
0,0,0,47,17,0,0,1,5,0,1,6,4,0,1,1,1,1,0,0,1,0,1,1,1,1,9,1,0,0,0
0,0,0,47,19,1,0,1,0,0,1,7,0,0,0,1,0,0,1,0,0,0,1,1,1,1,10,1,1,0,0
0,0,0,44,22,0,0,1,0,0,0,4,0,1,0,1,0,0,1,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,44,22,0,0,1,0,0,0,4,0,1,0,1,0,0,1,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,49,20,0,0,1,5,0,1,6,4,0,1,2,1,1,0,0,1,0,1,1,1,1,12,1,0,0,0
0,0,0,48,12,0,0,1,3,0,0,5,4,0,0,1,0,1,0,0,1,0,1,1,1,1,5,1,1,0,0
0,0,0,49,25,0,0,1,0,0,1,5,0,1,0,1,0,0,0,0,0,1,1,1,1,1,11,1,1,0,0
0,0,0,51,20,0,0,1,2,1,0,9,0,1,0,1,0,0,0,1,0,0,1,1,1,1,8,1,1,0,0
0,0,0,45,22,0,0,1,2,0,0,3,1,0,1,1,1,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,1,50,14,0,1,1,2,0,0,8,2,1,0,1,0,1,0,0,0,0,1,1,1,1,5,1,1,0,0
0,0,0,51,20,0,0,1,2,1,0,9,0,1,0,1,0,0,0,1,0,0,1,1,1,1,8,1,1,0,0
0,0,0,46,21,0,0,1,0,0,0,7,1,1,0,0,0,0,0,0,0,1,1,1,1,1,9,1,1,0,0
0,0,0,43,18,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,1
0,0,0,45,22,0,0,1,2,0,0,3,1,0,1,1,1,0,0,0,0,0,1,1,1,1,9,1,1,0,1
0,0,0,46,24,0,0,1,0,0,0,4,0,1,0,1,0,0,0,1,0,0,1,1,1,1,9,1,1,0,0
0,0,0,46,24,0,0,1,0,0,0,4,0,1,0,1,0,0,0,1,0,0,1,1,1,1,9,1,1,0,0
0,0,0,45,20,0,0,1,2,0,0,7,2,1,0,1,1,0,0,1,0,0,1,1,1,1,8,1,1,0,0
0,0,0,45,17,0,0,1,0,1,1,7,0,1,0,0,0,0,0,0,0,1,1,1,1,1,7,1,1,0,0
0,0,0,58,21,0,0,0,3,1,1,5,2,0,0,0,0,1,0,0,1,1,0,1,1,1,5,1,0,0,0
0,0,0,51,23,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,1,1,0,0
0,0,0,51,9,0,0,1,5,0,0,4,2,0,0,4,1,0,0,0,0,0,1,1,1,1,7,1,1,0,0
0,0,0,50,20,0,0,1,1,1,1,5,0,1,0,1,0,0,0,0,0,0,1,1,1,1,11,1,1,0,0
0,0,0,52,16,0,0,1,4,0,0,8,3,0,0,5,1,1,1,0,1,0,1,1,1,1,12,1,1,0,0
0,0,0,45,23,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,1,1,0,0
0,0,0,54,20,0,0,0,4,1,1,8,2,0,0,1,0,1,0,0,1,1,1,1,1,1,7,1,1,1,0
0,0,0,51,18,0,0,1,2,0,0,7,4,0,0,1,1,1,1,0,1,0,1,1,1,1,7,1,1,0,0
0,0,0,46,19,0,0,1,4,0,0,6,4,1,0,2,1,1,0,0,1,0,1,1,1,1,9,1,1,0,1
0,0,0,50,21,0,0,1,0,0,1,6,0,1,0,0,0,0,0,0,0,0,1,1,1,1,6,1,1,1,1
0,0,0,50,24,0,0,1,2,0,0,8,2,1,0,3,1,0,1,1,0,1,1,1,1,1,10,1,1,0,0
0,0,0,50,24,0,0,1,2,0,0,8,2,1,0,3,1,0,1,1,0,1,1,1,1,1,10,1,1,0,0
0,0,0,47,19,0,0,1,5,1,0,6,4,0,0,1,1,1,1,0,1,0,1,1,1,1,8,1,1,0,0
1,1,1,51,19,1,1,1,5,1,1,6,3,0,0,1,0,0,0,0,0,0,1,1,1,1,10,1,1,0,0
0,0,0,47,17,0,0,1,0,1,1,7,1,0,1,0,1,1,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,54,22,0,0,0,1,1,0,6,0,0,0,3,0,1,0,0,0,1,1,1,1,1,8,1,1,0,0
0,0,0,43,18,0,0,1,0,0,0,4,2,0,0,0,1,0,0,0,0,0,1,1,1,1,7,1,1,0,0
0,0,0,50,22,0,0,1,0,1,0,9,0,0,1,1,0,1,0,0,0,0,1,1,1,1,11,1,1,0,1
0,0,0,50,22,0,0,1,0,1,0,9,0,0,1,1,0,1,0,0,0,0,1,1,1,1,11,1,1,0,0
0,0,0,55,19,0,0,1,7,0,0,5,3,0,0,2,1,1,0,0,1,0,1,1,1,1,9,1,1,0,0
0,0,0,50,22,0,0,1,0,1,0,9,0,0,1,1,0,1,0,0,0,0,1,1,1,1,11,1,1,0,0
0,0,0,50,22,0,0,1,0,1,0,9,0,0,1,1,0,1,0,0,0,0,1,1,1,1,11,1,1,0,1
0,0,0,44,22,0,0,1,0,0,0,5,0,1,0,1,0,0,1,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,49,22,0,0,0,5,1,0,8,3,0,0,3,1,1,0,0,1,0,1,1,1,1,8,1,1,0,0
0,0,0,50,22,0,0,1,0,1,0,9,0,0,1,1,0,1,0,0,0,0,1,1,1,1,11,1,1,0,0
0,0,0,44,19,0,0,1,4,0,0,5,3,0,0,4,1,1,0,0,1,0,1,1,1,1,10,1,1,0,0
0,0,0,47,20,0,0,0,4,0,1,8,3,0,0,2,1,1,0,0,1,0,1,1,1,1,9,1,1,0,0
0,0,0,47,25,0,0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,1,1,1,1,1,11,1,1,0,0
0,0,0,45,13,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,1,1,1,5,1,1,0,0
0,0,0,44,13,0,0,1,0,1,0,4,0,0,0,0,0,0,0,1,0,0,1,1,1,1,6,1,1,0,0
0,0,0,44,13,0,0,1,0,1,0,4,0,0,0,0,0,0,0,1,0,0,1,1,1,1,6,1,1,0,0
0,0,0,59,16,0,0,1,2,0,0,5,1,1,0,1,0,1,0,0,0,0,1,1,1,1,7,1,1,0,0
0,0,0,44,21,0,0,1,0,0,0,6,0,0,0,1,0,0,1,1,0,0,1,1,1,1,10,1,1,0,0
0,0,0,53,14,0,0,1,5,0,0,8,2,0,1,1,0,1,0,1,1,0,1,1,1,1,6,1,1,0,0
0,0,0,44,13,0,0,1,0,1,0,4,0,0,0,0,0,0,0,1,0,0,1,1,1,1,6,1,1,0,0
0,0,0,44,21,0,0,1,0,0,0,6,0,0,0,1,0,0,1,1,0,0,1,1,1,1,10,1,1,0,0
0,0,0,44,13,0,0,1,0,1,0,4,0,0,0,0,0,0,0,1,0,0,1,1,1,1,6,1,1,0,1
0,0,0,47,25,0,0,1,0,0,0,4,0,1,0,1,0,0,0,0,0,1,1,1,1,1,11,1,1,1,0
0,0,0,44,13,0,0,1,0,1,0,4,1,0,0,0,0,0,0,1,0,0,1,1,1,1,6,1,1,0,0
0,0,0,52,16,0,0,1,1,1,0,5,1,0,0,0,0,0,0,0,0,0,1,1,1,1,7,1,0,1,0
0,0,0,49,20,1,1,1,2,0,0,9,4,1,0,1,1,0,1,0,0,1,1,1,1,1,8,1,1,1,0
0,0,0,57,22,0,0,1,0,1,0,6,0,0,0,0,0,0,1,1,0,0,1,1,1,1,9,1,1,0,0
0,0,0,45,15,0,0,1,4,1,0,7,3,1,0,2,1,1,0,0,1,0,1,1,1,1,8,1,1,0,0
0,0,0,46,21,0,0,1,0,1,0,5,1,1,1,0,1,0,1,0,0,0,1,1,1,1,10,1,1,0,1
0,0,0,46,18,0,0,0,5,0,0,5,3,0,0,3,1,1,0,0,1,0,1,1,1,1,9,1,1,0,0
0,0,0,43,17,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,51,26,0,0,1,0,0,1,5,0,1,0,1,0,0,0,0,0,1,1,1,1,1,11,1,1,0,0
0,0,0,55,12,0,0,1,3,0,0,4,1,0,0,1,0,1,0,0,0,0,1,1,1,1,5,1,1,0,0
0,0,0,47,10,0,0,1,0,1,1,6,1,0,0,0,0,0,1,0,0,0,0,1,1,1,6,1,1,0,0
0,0,0,59,16,0,0,1,1,1,0,5,0,0,0,0,0,1,1,0,0,0,1,1,1,1,7,1,0,0,1
0,0,0,51,10,0,0,1,1,1,0,5,0,1,0,0,0,0,1,0,0,0,1,1,1,1,5,1,1,0,0
0,0,0,47,23,0,0,1,3,1,0,3,1,0,1,0,0,0,0,0,0,0,1,1,1,1,11,1,1,0,0
0,0,0,43,16,0,0,1,1,1,0,3,1,0,1,2,0,0,0,0,0,0,1,1,1,1,7,1,1,0,0
0,0,0,43,18,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,1,1,7,1,1,0,0
0,0,0,50,24,0,0,1,0,1,1,6,0,1,0,0,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,54,20,0,0,1,5,0,1,8,3,0,0,2,1,1,0,0,1,0,1,1,1,1,11,1,1,0,0
0,0,0,60,19,0,0,1,1,1,0,4,0,0,0,0,0,1,0,0,0,0,1,1,1,1,9,1,0,0,0
0,0,0,54,20,0,0,1,5,0,1,8,3,0,0,2,1,1,0,0,1,0,1,1,1,1,11,1,1,0,0
0,0,0,46,21,0,0,1,3,0,0,7,3,0,0,1,1,1,1,0,1,0,1,1,1,1,9,1,1,0,0
0,0,0,47,16,0,0,1,3,1,0,6,2,0,1,0,1,1,0,0,1,0,1,1,1,1,7,1,1,0,0
0,0,0,48,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,0,1,0,0
0,0,0,49,26,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,44,13,0,0,1,0,1,0,5,0,0,0,0,0,0,1,1,0,0,1,1,1,1,6,1,1,0,0
0,0,0,53,19,0,0,0,3,1,0,10,3,0,0,0,1,0,0,0,0,1,1,1,1,1,7,1,1,0,0
0,0,0,50,26,0,0,1,0,0,1,5,0,1,0,1,0,0,0,0,0,1,1,1,1,1,11,1,1,0,0
0,0,0,53,19,0,0,0,3,1,0,10,3,0,0,0,1,0,0,0,0,1,1,1,1,1,7,1,1,0,0
0,0,0,44,22,0,0,1,0,0,0,6,0,0,0,1,0,0,1,1,0,0,1,1,1,1,9,1,1,0,0
0,0,0,53,19,0,0,0,3,1,0,10,3,0,0,0,1,0,0,0,0,1,1,1,1,1,7,1,1,0,1
0,0,0,50,23,0,1,1,2,0,1,9,2,0,0,3,0,0,0,0,0,0,1,1,1,1,10,1,1,0,0
0,0,0,44,23,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,11,1,1,0,0
0,0,0,46,15,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,1,1,1,7,1,1,0,0
0,0,0,49,26,0,0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,1,1,1,1,1,11,1,1,0,1
0,0,0,53,19,0,0,0,3,1,0,10,3,0,0,0,1,0,0,0,0,1,1,1,1,1,7,1,1,0,0
0,0,0,44,19,0,0,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,44,22,0,0,1,0,0,0,6,0,1,0,1,0,0,1,1,0,0,1,1,1,1,9,1,1,0,0
0,0,0,49,17,0,0,1,4,0,0,3,1,0,1,1,1,0,0,0,0,1,1,1,1,1,7,1,1,0,0
0,0,0,44,22,0,0,1,0,0,0,6,0,1,0,1,0,0,1,1,0,0,1,1,1,1,9,1,1,0,1
0,0,0,52,24,0,0,1,0,0,1,8,0,1,0,3,0,0,0,0,0,0,1,1,1,1,13,1,1,0,0
0,0,0,44,22,0,0,1,0,0,0,6,0,1,0,1,0,0,1,1,0,0,1,1,1,1,9,1,1,0,0
0,0,0,43,21,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,43,15,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,1,1,0,0
0,0,0,42,17,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,9,1,1,0,1
0,0,0,48,20,0,1,1,3,0,0,8,1,0,0,0,0,0,0,0,0,0,1,1,1,1,8,1,1,1,0
0,0,0,45,22,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,1,1,1,0
0,0,0,48,26,0,0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,1,1,1,1,1,11,1,1,0,1
1,0,0,47,22,1,1,1,0,0,1,8,2,0,0,1,0,0,1,0,0,0,1,1,1,1,9,1,1,0,1
0,0,0,49,24,0,0,1,4,0,0,4,2,0,1,1,1,0,0,0,0,0,1,1,1,1,10,1,1,0,0
0,0,0,53,15,0,0,1,1,1,0,5,1,1,1,0,0,0,0,0,0,0,1,1,1,1,7,1,0,0,0
0,0,0,43,16,0,0,1,0,0,0,5,0,1,0,1,0,0,0,0,0,0,1,1,1,1,7,1,1,0,0
0,0,0,44,14,0,0,1,0,1,0,6,0,1,1,0,0,0,0,1,0,0,1,1,1,1,6,1,1,0,0
0,0,0,49,24,0,0,1,4,0,0,4,2,0,1,1,1,0,0,0,0,0,1,1,1,1,10,1,1,0,0
0,0,0,44,16,0,0,1,1,0,0,7,1,0,0,1,0,1,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,44,22,0,0,1,1,0,0,6,1,0,0,1,1,0,1,1,0,0,1,1,1,1,9,1,1,0,0
0,0,0,48,21,0,0,1,4,0,0,7,3,1,0,1,1,1,0,0,1,0,1,1,1,1,7,1,1,0,0
0,0,0,44,22,0,0,1,1,0,0,6,1,0,0,1,1,0,1,1,0,0,1,1,1,1,9,1,1,0,0
0,0,0,50,10,0,0,1,0,0,0,9,0,1,0,1,0,0,0,1,0,0,1,1,1,1,6,1,1,0,0
0,0,0,44,22,0,0,1,1,0,0,6,1,0,0,1,1,0,1,1,0,0,1,1,1,1,9,1,1,0,0
0,0,0,44,22,0,0,1,1,0,0,6,1,0,0,1,1,0,1,1,0,0,1,1,1,1,9,1,1,0,0
0,0,0,57,15,0,1,1,4,0,1,8,2,1,1,0,0,0,0,1,0,0,1,1,1,1,8,1,1,0,0
0,0,0,44,21,0,0,1,0,0,0,7,0,1,0,1,0,0,1,1,0,0,1,1,1,1,10,1,1,0,1
0,0,0,45,16,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,1,1,0,1
0,0,0,45,20,0,0,1,0,1,0,4,0,0,1,0,0,0,0,0,0,0,1,1,1,1,12,1,0,1,0
0,0,0,47,15,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,56,22,0,0,1,0,1,1,9,0,1,0,1,0,0,0,0,0,0,1,1,1,1,11,1,1,0,0
0,0,0,53,22,0,0,1,2,1,0,9,0,1,0,1,0,0,0,1,0,0,1,1,1,1,8,1,1,0,0
0,0,0,53,22,0,0,1,2,1,0,9,0,1,0,1,0,0,0,1,0,0,1,1,1,1,8,1,1,0,0
0,0,0,49,26,0,0,1,0,0,1,5,0,1,0,1,0,0,0,0,0,1,1,1,1,1,11,1,1,0,0
0,0,0,44,14,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,1,1,0,1
0,0,0,44,14,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,1,1,0,1
0,0,0,44,14,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,1,1,0,0
