perm_android_permission_READ_PHONE_STATE,n_api_calls,suspicious_getCellLocation,perm_android_permission_GET_TASKS,intent_android_net_conn_CONNECTIVITY_CHANGE,suspicious_getSubscriberId,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_android_intent_action_PACKAGE_REMOVED,intent_android_intent_action_ACTION_POWER_CONNECTED,perm_com_android_launcher_permission_INSTALL_SHORTCUT,intent_android_intent_action_USER_PRESENT,suspicious_Ldalvik_system_PathClassLoader_,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_com_google_firebase_MESSAGING_EVENT,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,perm_android_permission_READ_LOGS,perm_android_permission_CHANGE_WIFI_STATE,n_providers,perm_com_google_android_c2dm_permission_RECEIVE,perm_android_permission_ACCESS_COARSE_LOCATION,perm_android_permission_WRITE_SETTINGS,intent_android_intent_action_PACKAGE_ADDED,n_services,intent_com_google_android_c2dm_intent_RECEIVE,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_SYSTEM_ALERT_WINDOW,n_permissions,n_used_permissions,suspicious_getCellSignalStrength,n_urls,label
1,40,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,6,1,1,1,1,30,1,1,0,25,17,1,127,0
0,25,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,4,1,1,0,22,10,0,134,0
0,22,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,1,0,1,0,9,1,1,0,17,9,0,90,0
0,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,0,2,13,0,137,0
0,33,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,5,1,1,0,0,13,1,1,0,13,15,0,139,0
0,23,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,6,1,1,0,0,10,1,1,0,21,12,0,93,0
1,26,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,7,0,1,0,30,9,0,113,0
1,42,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,10,0,1,1,20,11,0,100,1
0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,6,0,119,0
1,37,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5,0,1,0,19,12,0,135,1
0,32,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,7,15,0,114,0
1,42,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,1,1,0,0,14,1,1,0,18,11,0,133,0
1,23,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,6,1,0,0,0,15,1,0,1,23,13,0,86,0
1,21,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,8,1,1,0,11,9,0,99,0
1,32,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,9,0,1,1,17,12,0,124,1
1,44,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,8,0,1,0,21,14,1,132,1
1,44,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,8,0,1,0,21,14,1,132,1
0,14,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,10,1,0,0,0,14,1,0,0,8,10,0,84,0
1,29,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,15,1,1,0,12,11,0,122,0
1,29,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,15,1,1,0,12,11,0,123,0
0,32,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,1,0,0,0,7,1,1,0,10,12,0,96,0
1,37,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,3,0,0,1,1,12,0,1,0,23,11,0,99,0
1,23,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,1,1,0,16,1,0,0,23,10,0,147,0
1,48,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,1,0,25,15,0,112,1
1,38,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,1,1,0,18,10,0,90,1
1,49,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,12,0,1,0,25,15,0,110,1
1,37,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,3,0,1,0,11,16,1,111,0
1,38,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,19,10,0,97,1
1,41,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,7,0,1,1,15,13,0,139,1
0,20,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,4,1,1,0,7,9,0,85,0
0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,1,0,0,6,12,0,127,0
1,34,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,3,0,1,0,1,3,0,1,0,16,12,0,90,1
1,14,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,3,1,1,0,1,18,1,1,0,45,7,0,123,0
0,30,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,5,1,0,0,0,16,1,1,0,11,10,0,147,0
0,30,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,5,1,0,0,0,16,1,1,0,11,10,0,147,0
1,15,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,12,1,0,0,34,6,0,103,0
1,36,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,8,0,1,1,24,16,1,141,1
1,34,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,2,0,1,0,1,13,0,1,0,20,14,0,139,1
1,40,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4,0,1,0,8,11,0,138,1
1,49,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,13,1,0,0,1,19,1,0,1,18,15,0,124,1
1,34,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,0,1,6,1,0,0,10,14,1,94,1
0,29,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,9,1,0,0,0,14,1,1,0,32,14,0,91,0
0,17,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,6,1,0,0,0,12,1,1,1,10,8,0,99,0
1,25,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,14,0,1,1,31,9,0,115,1
0,17,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,7,1,0,0,0,33,1,1,0,14,11,0,132,0
0,36,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,4,1,0,0,0,8,1,1,0,10,14,0,98,0
1,14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,1,0,0,11,7,0,127,0
0,15,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,10,1,1,0,0,14,1,1,1,19,9,0,83,0
0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,10,1,0,0,6,12,0,100,0
0,34,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,12,1,1,1,15,13,0,122,0
0,20,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,5,0,1,0,20,9,0,102,0
1,44,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,8,1,1,0,0,9,1,1,0,22,16,0,96,0
0,19,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,3,1,0,0,5,9,0,121,0
1,34,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,4,1,0,0,0,18,1,1,0,12,14,0,120,0
0,36,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,11,1,0,0,0,14,1,0,0,28,18,1,119,0
0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,8,13,0,105,0
0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,8,13,0,105,0
0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,8,13,0,105,0
0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,8,13,0,105,0
0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,8,13,0,105,0
0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,8,13,0,105,0
0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,8,13,0,105,0
0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,8,13,0,105,0
0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,8,13,0,105,0
0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,8,13,0,105,0
0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,8,13,0,105,0
0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,8,13,0,105,0
0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,8,13,0,105,0
0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,8,13,0,105,0
0,21,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,6,1,0,0,0,7,1,0,0,24,9,0,88,0
0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,8,13,0,105,0
0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,8,13,0,105,0
0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,8,13,0,105,0
0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,8,13,0,105,0
0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,8,13,0,105,0
0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,8,13,0,105,0
0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,8,13,0,105,0
0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,8,13,0,105,0
0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,8,13,0,105,0
0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,8,13,0,105,0
0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,8,13,0,105,0
0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,8,13,0,105,0
0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,8,13,0,105,0
0,35,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,5,1,0,0,0,13,1,1,0,13,13,1,132,0
0,39,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,5,17,1,99,0
0,28,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,5,1,0,0,0,9,1,0,0,6,11,0,115,0
1,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,7,1,1,0,11,15,1,106,1
1,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,7,1,1,0,11,15,1,106,1
0,27,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,1,0,0,0,9,1,1,0,10,14,0,129,0
1,38,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,5,0,1,0,12,12,0,142,1
1,32,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,6,1,1,0,0,13,1,0,0,28,11,0,129,0
0,31,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,7,1,0,0,1,22,1,1,1,11,13,0,83,0
1,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,12,8,0,105,0
0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,10,1,0,0,6,12,0,132,0
0,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0,12,1,1,0,23,14,0,83,0
0,29,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,5,1,0,0,1,9,1,0,0,10,13,0,81,0
1,24,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,2,0,1,0,23,12,0,139,1
1,24,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,2,0,1,0,23,12,0,139,1
1,13,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,3,1,0,0,0,12,1,0,0,12,7,0,90,0
0,40,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,10,1,0,0,7,20,1,100,0
1,40,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,6,0,1,0,20,11,0,135,0
1,46,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,10,0,1,1,21,12,0,102,1
0,22,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,4,1,0,0,0,20,1,1,1,16,11,0,83,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,1,0,0,8,10,0,118,0
1,41,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,19,1,1,0,33,15,0,128,0
1,51,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,8,0,1,1,17,17,0,103,1
0,39,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,8,1,1,1,0,14,1,1,1,40,22,0,111,0
1,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,7,1,1,0,11,15,1,109,1
1,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,7,1,1,0,11,15,1,109,1
1,31,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,7,0,1,0,35,9,1,126,0
0,32,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,7,1,1,1,0,15,1,0,0,31,12,1,92,0
0,28,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,3,1,0,0,0,12,1,1,0,26,10,0,124,0
1,47,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,10,0,1,1,0,4,0,1,0,22,12,0,122,0
0,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4,0,1,0,5,13,1,91,0
0,39,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,8,0,1,0,8,14,1,124,0
0,14,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,11,1,0,0,0,7,1,0,0,10,8,0,81,0
1,43,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,10,0,1,0,20,15,1,112,0
1,52,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,2,1,1,0,0,16,1,1,1,25,13,0,118,0
1,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,1,0,0,12,1,0,0,33,4,0,111,0
1,44,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,5,0,1,1,22,13,0,98,1
1,47,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,4,0,1,1,1,5,0,1,1,21,11,1,130,0
1,51,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,12,0,1,1,24,16,0,108,1
1,48,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,1,17,12,0,106,0
0,42,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,12,1,0,0,10,13,0,92,0
1,40,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,4,0,1,1,1,9,0,1,1,31,16,0,98,1
0,30,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,4,1,0,0,0,22,1,1,1,16,15,0,133,0
1,33,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,12,1,1,1,21,12,0,84,1
0,24,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,1,1,0,0,13,1,1,0,11,9,0,99,0
1,32,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,7,0,1,1,19,9,0,129,1
1,50,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,4,1,1,1,0,4,0,1,0,30,14,1,115,1
0,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,11,1,0,0,15,4,0,85,0
1,25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,0,12,1,1,0,21,10,0,82,0
0,20,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,19,0,1,0,11,11,0,93,0
0,23,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,1,1,0,5,1,1,0,15,11,0,91,0
1,24,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,1,0,0,0,9,1,0,0,14,11,0,132,0
1,50,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,9,0,1,1,25,14,0,130,1
1,26,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,6,1,0,0,0,11,1,0,0,18,10,0,80,0
0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,1,0,0,12,5,0,138,0
1,51,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,14,0,1,1,27,12,0,118,1
1,33,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,4,1,0,0,0,18,1,1,0,12,13,0,124,0
1,40,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,11,9,0,138,1
1,33,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,1,0,13,10,0,147,1
0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,12,1,1,1,35,11,0,93,0
1,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,5,1,1,0,12,13,1,94,1
0,44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,2,1,1,0,19,11,0,91,0
1,42,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,7,0,1,1,29,11,0,91,0
1,32,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,12,0,1,1,38,10,0,118,1
1,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4,0,1,0,7,12,1,96,1
1,45,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,9,0,1,1,25,13,0,111,1
1,41,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,20,11,1,106,0
1,35,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,3,0,0,1,0,11,0,1,1,27,13,0,112,0
1,48,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,21,13,0,116,0
1,24,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,5,1,0,0,12,10,0,96,0
0,26,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,5,1,1,0,0,17,1,1,0,14,14,0,109,0
1,37,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,6,1,1,0,17,13,1,84,0
1,46,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,6,1,1,0,14,14,1,99,1
1,21,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,7,1,1,1,17,9,1,78,1
1,45,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,3,0,1,1,25,13,0,95,0
1,21,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,7,1,1,1,17,9,1,78,1
0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,18,6,0,150,0
1,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,14,1,1,0,37,14,0,142,0
0,31,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7,1,1,0,24,11,1,117,0
0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,1,0,0,13,7,0,117,0
1,43,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,2,0,1,1,32,14,0,131,1
1,36,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,21,0,1,1,33,10,0,107,1
1,36,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,21,0,1,1,33,10,0,107,1
1,36,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,21,0,1,1,33,10,0,107,1
1,36,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,21,0,1,1,33,10,0,107,1
1,42,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,12,0,103,1
0,46,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,1,10,0,1,1,12,11,0,138,1
1,44,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,6,0,1,1,11,10,0,92,1
1,46,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,6,1,1,0,14,14,1,98,1
1,46,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,6,1,1,0,14,14,1,98,1
1,46,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,6,1,1,0,14,14,1,98,1
1,46,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,6,1,1,0,14,14,1,98,1
1,46,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,6,1,1,0,14,14,1,98,1
1,38,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,9,0,1,1,32,12,0,142,1
1,46,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,6,1,1,0,14,14,1,98,1
1,46,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,6,1,1,0,14,14,1,98,1
1,46,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,6,1,1,0,14,14,1,98,1
1,46,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,6,1,1,0,14,14,1,98,1
1,46,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,6,1,1,0,14,14,1,98,1
1,46,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,6,1,1,0,14,14,1,98,1
1,46,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,6,1,1,0,14,14,1,98,1
1,24,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,7,0,1,1,26,9,0,96,0
1,46,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,6,1,1,0,15,14,1,98,1
1,46,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,6,1,1,0,15,14,1,98,1
1,46,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,6,1,1,0,15,14,1,98,1
0,20,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,7,1,0,0,9,8,0,109,0
1,25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,0,12,1,1,0,21,10,0,82,0
1,51,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,10,1,1,1,15,12,1,103,1
0,33,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,8,1,0,0,0,10,1,1,0,16,17,1,81,0
0,18,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,0,0,0,13,1,1,0,25,7,0,92,0
1,46,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,6,0,1,0,10,14,1,98,1
1,46,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,6,0,1,0,10,14,1,98,1
1,46,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,6,0,1,0,10,14,1,98,1
1,46,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,6,0,1,0,10,14,1,98,1
1,46,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,6,0,1,0,10,14,1,98,1
1,46,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,6,0,1,0,10,14,1,98,1
1,46,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,6,0,1,0,10,14,1,98,1
1,46,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,6,0,1,0,10,14,1,98,1
1,46,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,6,0,1,0,10,14,1,98,1
1,38,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,9,0,1,1,32,12,0,142,1
0,31,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,7,1,1,0,0,25,1,1,0,39,11,1,130,0
1,56,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,7,1,1,0,14,17,1,108,1
1,53,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,9,0,1,1,18,17,0,130,1
1,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,1,0,7,16,1,105,1
1,23,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,9,0,1,1,25,9,0,151,1
1,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,1,0,7,16,1,105,1
0,34,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,5,1,0,0,0,13,1,1,0,27,16,0,91,0
1,46,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,6,1,1,0,14,14,1,97,1
1,56,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,7,0,1,0,11,17,1,108,1
1,39,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,1,0,0,0,19,1,1,0,30,15,0,87,0
1,56,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,7,0,1,0,10,17,1,108,1
0,23,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,3,1,0,0,0,9,1,0,0,7,9,0,82,0
1,46,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,6,0,1,0,10,14,1,97,1
