n_permissions,perm_android_permission_READ_PHONE_STATE,n_urls,perm_android_permission_ACCESS_WIFI_STATE,n_api_calls,n_used_permissions,perm_android_permission_ACCESS_NETWORK_STATE,perm_android_permission_WRITE_EXTERNAL_STORAGE,suspicious_Ljava_lang_System___load,suspicious_getSystemService,suspicious_Base64,suspicious_getDeviceId,perm_android_permission_GET_TASKS,perm_android_permission_ACCESS_COARSE_LOCATION,suspicious_getPackageInfo,suspicious_getExternalStorageDirectory,intent_android_appwidget_action_APPWIDGET_UPDATE,perm_android_permission_SYSTEM_ALERT_WINDOW,n_services,perm_com_android_launcher_permission_INSTALL_SHORTCUT,suspicious_Ljava_lang_Runtime___exec,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_android_permission_WRITE_SETTINGS,suspicious_setWifiEnabled,intent_com_urbanairship_push_RECEIVED,suspicious_getWifiState,suspicious_system_bin_su,intent_com_urbanairship_push_CHANNEL_UPDATED,intent_com_google_android_gms_iid_InstanceID,intent_com_amazon_device_messaging_intent_RECEIVE,label
7,0,14,0,2,2,1,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3,0,32,1,20,8,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,59,0,18,7,1,0,0,1,1,1,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
3,0,60,1,22,9,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,8,0,4,3,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,1,158,1,30,10,1,1,1,1,1,1,1,0,1,1,0,0,9,0,1,0,1,0,0,1,0,0,0,0,1
2,0,26,0,19,9,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,91,1,29,14,1,1,1,1,1,1,0,0,1,1,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0
5,0,23,0,18,7,1,0,0,1,1,1,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
7,0,36,1,27,8,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,0,16,0,18,7,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,26,1,18,9,1,1,1,1,1,1,0,1,1,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0
3,0,32,1,8,3,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,1,75,1,29,9,1,1,1,1,1,1,1,1,1,1,0,1,10,1,1,1,1,1,0,0,0,0,0,0,0
31,0,40,1,25,12,1,1,0,1,1,0,0,1,1,1,0,0,9,0,1,0,0,1,0,0,0,0,0,0,0
18,1,27,1,29,13,1,1,1,1,1,1,0,1,1,1,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0
7,1,16,1,20,8,1,1,0,1,0,1,1,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
10,0,18,1,46,13,1,1,1,1,1,1,0,0,1,1,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0
2,0,19,0,18,7,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,38,0,8,6,1,1,0,1,1,1,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
28,0,36,1,23,12,1,0,1,1,1,1,0,1,1,1,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0
8,0,29,1,18,9,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23,0,8,0,25,10,1,1,0,1,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5,0,38,0,22,9,1,0,1,1,1,1,0,0,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
7,0,49,1,35,14,1,0,0,1,1,1,0,1,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
27,0,20,1,18,8,1,1,1,1,1,1,0,0,1,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0
7,0,12,1,17,8,1,1,1,1,1,1,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1
12,0,82,0,33,8,1,1,0,1,1,1,0,0,1,1,0,0,8,0,1,0,0,0,0,0,0,0,1,0,0
3,0,33,1,19,10,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,11,0,19,9,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1,3,1,26,8,1,1,1,1,1,1,1,1,1,1,0,1,3,1,1,1,1,0,0,0,0,0,0,0,0
29,1,31,0,31,13,1,1,1,1,1,1,0,0,1,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,0,17,6,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,19,1,22,8,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
15,1,30,0,25,10,1,1,0,1,1,1,0,1,1,1,1,0,13,0,0,0,0,0,1,0,0,0,0,0,0
19,1,34,1,21,9,1,1,0,1,1,1,1,1,1,1,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0
6,0,26,0,5,4,1,0,0,1,1,0,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
8,1,28,1,38,12,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5,0,25,0,6,5,1,0,0,1,1,1,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
13,1,44,0,25,8,1,1,1,1,1,1,0,1,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
3,0,37,0,19,10,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
9,0,37,0,20,10,1,1,0,1,1,1,0,1,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1
7,1,15,1,29,12,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,2,0,17,7,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,16,0,20,9,1,1,0,1,1,1,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
16,0,35,0,8,5,1,1,0,1,1,1,0,0,1,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
2,0,16,0,4,3,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,7,1,18,6,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
6,1,34,1,26,13,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,12,1,26,10,1,1,1,1,1,1,1,1,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
12,0,22,1,21,8,1,1,0,1,1,1,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
14,1,30,1,23,7,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2,0,17,0,18,7,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,1,56,1,24,15,1,1,0,1,1,1,0,0,1,1,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0
5,0,34,1,29,11,1,1,0,1,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
24,1,62,1,40,14,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
8,0,45,1,25,10,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
6,0,14,1,19,7,1,1,0,1,1,0,0,0,1,1,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0
25,0,51,0,10,9,1,1,1,1,1,1,0,0,1,1,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0
21,1,40,1,27,9,1,1,1,1,1,1,1,1,1,1,0,1,6,0,1,1,1,0,0,0,0,0,0,0,0
14,1,24,0,19,11,1,1,1,1,1,1,0,1,1,1,0,1,9,0,0,0,0,0,0,0,0,0,1,0,1
9,0,8,1,16,8,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,0,45,1,39,9,1,0,1,1,1,1,1,1,1,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
30,0,7,0,19,7,1,1,0,1,1,0,0,1,1,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0
6,0,40,1,17,9,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,118,1,30,10,1,1,1,1,1,1,0,1,1,1,0,0,13,0,1,0,0,0,0,0,0,0,1,0,0
11,0,44,1,22,9,1,1,1,1,1,1,0,0,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0
4,0,55,1,11,7,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,60,1,38,10,1,0,1,1,1,1,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
9,0,20,0,30,9,1,1,1,1,1,1,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
10,0,22,1,13,5,1,1,0,1,1,1,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,12,1,11,5,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,62,1,37,14,1,1,1,1,1,1,0,0,1,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
26,1,106,1,37,15,1,1,1,1,1,1,1,1,1,1,0,0,7,0,1,0,1,0,0,0,0,0,0,0,0
15,1,27,0,35,10,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7,0,49,0,14,5,1,1,1,1,1,1,0,1,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
10,0,27,1,20,9,1,1,0,1,1,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
14,1,75,1,16,8,1,1,0,1,1,1,0,1,1,1,0,0,9,0,1,0,0,0,0,0,1,0,0,0,0
9,1,36,1,19,8,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,21,0,18,8,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,49,1,35,11,1,1,1,1,1,1,1,1,1,1,0,0,4,0,1,0,1,1,0,0,0,0,0,0,0
3,0,22,0,28,8,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34,0,23,0,20,7,1,1,0,1,1,1,0,1,1,1,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0
2,0,21,0,17,9,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,40,0,36,13,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,0,36,0,29,8,1,1,0,1,1,1,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
14,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
7,0,19,1,11,6,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,32,0,23,7,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,0,1,9,3,1,0,1,1,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4,0,24,0,18,8,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0,24,1,22,10,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,0,53,1,11,5,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,15,0,9,4,1,1,0,1,1,1,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
18,1,42,1,19,9,1,1,1,1,1,1,1,1,1,1,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0
5,0,25,0,21,9,1,0,0,1,1,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
4,0,24,1,35,14,1,0,0,1,1,1,0,0,1,1,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0
13,1,6,1,17,8,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,0,50,0,23,13,1,0,1,1,1,1,0,0,1,1,1,0,31,0,1,0,0,0,1,0,0,1,0,0,0
6,0,23,0,22,9,1,1,1,1,1,1,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
2,0,5,0,12,5,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,15,0,18,7,1,0,0,1,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
29,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,12,0,1,1,1,0,0,0,0,0,0,0,0
8,0,11,0,12,8,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,49,0,17,7,1,0,0,1,1,1,0,0,1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
8,0,5,0,6,4,0,0,0,1,1,1,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
57,1,209,1,50,21,1,1,1,1,1,1,0,1,1,1,0,1,36,1,1,0,0,1,0,0,0,0,0,0,0
12,1,116,0,59,13,1,1,1,1,1,1,0,0,1,1,1,1,24,0,1,0,0,0,0,1,1,0,0,0,0
10,0,88,1,29,10,1,0,1,1,1,1,0,1,1,1,0,0,7,0,1,0,0,0,0,0,1,0,0,0,0
27,0,24,0,19,8,1,1,0,1,1,1,0,1,1,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
8,1,105,1,44,13,1,1,1,1,1,1,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
10,0,63,1,35,16,1,1,0,1,1,1,0,0,1,1,1,0,5,0,1,0,0,1,0,0,0,0,0,0,0
11,0,43,1,13,7,1,1,1,1,1,1,0,0,1,1,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0
11,1,36,0,28,9,1,1,0,1,1,1,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
20,1,32,1,18,7,1,1,1,1,1,1,0,1,1,1,0,1,4,0,0,1,1,1,0,0,0,0,0,0,0
3,0,33,0,19,11,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,1,40,0,34,9,1,1,0,1,1,1,0,1,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,12,5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,25,0,20,8,1,0,1,1,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
11,0,97,0,31,13,1,1,1,1,1,1,0,0,1,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0
21,0,80,0,32,13,1,1,1,1,1,1,0,0,1,1,1,0,12,0,1,0,0,0,0,0,0,0,0,0,0
5,0,32,1,27,9,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,24,0,35,11,1,1,0,1,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
23,1,113,1,35,12,1,1,1,1,1,1,1,1,1,1,0,1,6,0,1,1,1,0,0,0,0,0,0,0,0
10,0,25,0,29,14,1,0,1,1,1,1,0,1,1,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0
29,0,34,0,22,11,1,1,0,1,1,1,0,1,1,1,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0
17,1,97,1,24,10,1,1,1,1,1,1,1,1,1,1,0,1,7,0,0,1,1,1,0,0,1,0,0,0,0
11,0,20,1,20,7,1,1,0,1,1,1,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
6,0,3,1,6,4,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,0,117,1,12,6,1,1,1,1,1,1,0,0,1,1,0,0,14,0,1,1,0,0,0,0,0,0,0,0,0
40,1,111,1,59,15,1,1,1,1,1,1,1,1,1,1,0,1,13,1,1,0,1,0,0,0,1,0,0,0,0
8,0,176,0,23,11,1,1,1,1,1,1,0,0,1,1,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0
27,0,48,1,7,6,1,1,1,1,1,1,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
26,1,85,1,32,13,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0
12,1,13,1,26,10,1,1,1,1,1,1,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
3,0,23,0,24,11,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,81,0,25,12,1,1,0,1,1,1,0,0,1,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0
4,0,15,0,17,6,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,24,0,19,10,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0,20,0,16,6,1,0,0,1,1,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,0,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,20,1,27,9,1,1,0,1,1,1,0,1,1,1,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0
23,1,87,1,18,9,1,1,1,1,1,1,1,1,1,1,1,0,13,1,0,0,0,0,0,0,0,0,1,0,0
2,0,33,0,5,4,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,169,1,51,14,1,1,1,1,1,1,1,1,1,1,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0
3,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,22,0,18,7,1,0,0,1,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
33,1,184,1,37,13,1,1,1,1,1,1,1,1,1,1,0,1,12,0,1,1,1,1,0,1,1,0,0,0,0
13,0,63,0,18,6,1,1,1,1,1,1,0,1,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
9,0,43,1,22,10,1,1,1,1,1,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
27,0,29,1,24,10,1,1,1,1,1,1,0,0,1,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0
4,0,26,0,22,9,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1,200,1,68,17,1,1,1,1,1,1,1,1,1,1,0,1,9,1,1,1,1,1,0,1,0,0,0,0,1
6,0,39,0,9,7,1,0,0,1,1,1,0,0,1,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
11,1,9,1,25,9,1,1,1,1,1,1,0,0,1,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
10,0,72,1,40,16,1,1,0,1,1,1,0,0,1,1,0,0,9,0,1,0,0,0,0,0,1,0,0,0,0
5,0,18,0,25,8,1,0,0,1,1,1,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2,0,24,0,19,8,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,62,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,38,0,22,9,1,0,0,1,1,1,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
106,1,332,1,63,20,1,1,1,1,1,1,1,0,1,1,0,1,27,1,1,1,1,1,0,1,1,0,0,0,0
26,1,111,1,47,16,1,1,0,1,1,1,0,1,1,1,0,0,12,0,1,0,0,0,0,1,0,0,1,0,0
10,0,15,0,19,6,1,0,0,1,1,1,0,1,1,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1
64,1,3,1,5,3,1,1,1,1,1,1,1,1,1,1,0,1,10,1,1,1,1,0,0,0,0,0,0,0,0
2,0,35,0,18,8,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,38,0,11,7,1,0,0,1,1,1,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,5,4,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0,20,0,12,5,1,0,0,1,1,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
10,1,22,1,12,5,1,1,0,1,1,1,0,0,1,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,46,0,14,5,1,1,1,1,1,1,0,1,1,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0
2,0,8,0,5,4,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,28,0,6,4,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,27,0,13,6,1,1,1,1,1,1,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
3,0,15,1,22,8,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,46,1,65,11,1,1,0,1,1,1,0,0,1,1,1,1,17,1,1,0,0,0,0,0,0,0,0,0,0
9,0,46,0,27,16,1,0,0,1,1,1,0,1,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
6,0,66,0,28,8,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,215,0,30,16,1,1,1,1,1,1,0,0,1,1,1,0,67,0,1,0,0,0,0,0,0,0,0,1,0
3,0,14,0,12,5,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,109,1,55,15,1,1,1,1,1,1,0,1,1,1,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0
24,1,83,1,39,14,1,1,1,1,1,1,1,1,1,1,0,1,10,0,1,1,1,0,0,1,1,0,0,0,0
2,0,21,0,5,4,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,4,0,2,2,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,28,1,13,6,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,30,1,11,4,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,0,23,0,18,7,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12,0,82,1,23,12,1,1,1,1,1,1,1,0,1,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,15,0,19,6,1,0,0,1,1,1,0,1,1,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
2,0,33,0,14,6,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,19,0,13,5,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,0,29,0,16,8,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,45,0,8,5,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,1,71,1,22,9,1,1,1,1,1,1,0,0,1,1,0,1,11,1,1,0,0,0,0,0,1,0,0,0,0
12,1,24,1,39,15,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,1,30,0,19,10,1,1,0,1,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
5,0,19,1,18,7,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,23,0,6,5,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,31,1,19,7,1,0,0,1,1,1,0,0,1,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0
18,1,89,1,36,11,1,1,1,1,1,1,1,1,1,1,0,1,9,0,1,1,0,0,0,0,0,0,0,0,0
5,0,23,1,16,7,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,28,0,6,5,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,17,0,21,9,1,1,0,1,1,0,0,0,1,1,0,0,6,0,1,0,0,1,0,0,0,0,0,0,0
18,1,21,1,32,10,1,1,0,1,1,1,1,0,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,1
11,1,37,0,34,10,1,1,0,1,1,1,0,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1
17,0,84,1,35,17,1,1,1,1,1,1,0,1,1,1,0,0,11,0,1,0,1,1,0,1,0,0,0,0,0
8,1,3,0,13,6,1,1,0,1,1,1,0,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
46,1,3,1,5,3,1,1,1,1,1,1,1,1,1,1,0,1,34,1,1,1,0,0,0,0,0,0,0,0,0
7,0,31,0,21,12,1,1,0,1,1,1,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
4,0,9,0,16,5,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10,0,35,1,21,10,1,1,1,1,1,1,0,0,1,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
7,1,45,1,8,3,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,17,6,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
