n_permissions,suspicious_getSubscriberId,perm_android_permission_READ_PHONE_STATE,n_services,perm_android_permission_GET_TASKS,suspicious_Ljava_lang_Runtime___exec,suspicious_sendTextMessage,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_WRITE_EXTERNAL_STORAGE,intent_android_intent_action_PHONE_STATE,perm_android_permission_SEND_SMS,n_receivers,intent_android_intent_action_BOOT_COMPLETED,suspicious_Ldalvik_system_DexClassLoader_,perm_android_permission_READ_LOGS,intent_android_intent_action_USER_PRESENT,suspicious_getCellLocation,perm_android_permission_SYSTEM_ALERT_WINDOW,n_api_calls,intent_android_provider_Telephony_SMS_RECEIVED,perm_android_permission_INSTALL_PACKAGES,intent_com_amir_nightjar_service_BUFFER_SERVICES,intent_com_amir_nightjar_service_CONFIG_SERVICES,n_activities,n_urls,perm_android_permission_DELETE_PACKAGES,intent_android_intent_action_MAIN,suspicious_Base64,perm_android_permission_RECEIVE_SMS,label
8,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,20,0,0,0,0,2,24,0,1,1,0,0
11,0,1,5,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,6,0,0,0,0,9,31,0,1,1,0,0
6,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,38,0,0,0,0,16,40,0,1,1,0,0
40,1,1,13,1,1,0,1,1,1,0,0,9,0,1,1,0,1,1,59,0,0,0,0,24,111,0,1,1,0,0
9,0,1,5,0,0,0,0,0,1,0,0,6,1,1,0,0,1,1,23,0,0,0,0,19,176,0,1,1,0,0
26,1,1,7,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,37,0,0,0,0,69,106,0,1,1,0,0
3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,19,0,0,0,0,6,21,0,1,1,0,0
8,0,0,1,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,27,0,0,0,0,16,45,0,1,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,2,0,1,1,0,0
24,0,1,2,0,0,0,0,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0
6,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,34,0,0,0,0,2,40,0,1,1,0,0
11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,5,17,0,1,1,0,0
9,0,1,3,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,8,0,0,0,0,9,26,0,1,1,0,0
10,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,1,0,0
18,0,0,25,0,0,0,0,1,1,0,0,6,0,0,0,0,1,1,13,0,0,0,0,5,36,0,1,1,1,0
7,0,0,5,0,0,0,0,1,0,0,0,3,1,1,0,0,1,0,34,0,0,0,0,17,49,0,1,1,0,0
8,0,0,4,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,13,0,0,0,0,14,26,0,1,1,0,0
21,0,0,3,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,11,0,0,0,0,4,5,0,1,1,0,0
6,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,12,0,0,0,0,9,44,0,1,1,0,0
13,0,1,2,1,0,0,0,1,1,0,0,2,0,1,0,0,0,1,12,0,0,0,0,11,33,0,1,1,0,0
14,0,1,14,0,0,0,0,1,1,0,0,11,1,0,0,0,0,0,21,0,0,0,0,27,33,0,1,1,0,0
7,0,0,4,0,1,0,0,0,1,0,0,4,0,1,0,0,0,0,19,0,0,0,0,21,57,0,1,1,0,0
5,0,0,6,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,19,0,0,0,0,8,42,0,1,1,0,1
7,1,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,2,16,0,1,0,0,0
4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9,0,0,0,0,17,52,0,1,1,0,0
9,0,0,8,0,0,0,0,0,1,0,0,5,1,1,0,0,0,0,7,0,0,0,0,15,27,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,1,0,1,1,0,0
14,0,0,4,0,0,0,0,0,1,0,0,5,1,1,0,0,0,0,27,0,0,0,0,4,40,0,1,1,0,0
9,0,0,12,0,1,0,0,0,1,0,0,13,1,0,0,0,0,0,31,0,0,0,0,14,103,0,1,1,0,0
11,0,0,6,0,0,0,0,1,1,0,0,10,1,1,0,0,1,0,22,0,0,0,0,14,44,0,1,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,7,24,0,1,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,3,16,0,1,1,0,0
7,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,6,0,0,0,0,2,22,0,1,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,52,0,1,1,0,1
32,0,1,14,0,1,0,1,0,1,0,0,11,1,0,0,0,0,1,29,0,0,0,0,15,47,0,1,1,0,0
44,1,1,14,1,1,0,1,1,1,0,1,12,1,1,1,1,1,1,48,0,0,0,0,24,63,0,1,1,1,0
14,1,0,9,0,1,0,0,0,1,0,0,5,0,0,0,0,1,0,45,0,0,0,0,13,124,0,1,1,0,0
6,0,0,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,21,0,0,0,0,32,42,0,1,1,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,0,0,0,0,9,29,0,1,1,0,0
12,0,0,3,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,28,0,0,0,0,21,61,0,1,1,0,1
7,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,31,0,0,0,0,5,32,0,1,1,0,0
6,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,8,0,0,0,0,3,32,0,1,1,0,0
6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,27,0,0,0,0,7,12,0,1,1,0,0
6,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,44,0,0,0,0,2,45,0,1,1,0,0
13,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,16,0,0,0,0,14,45,0,1,1,0,0
28,0,0,13,0,1,0,0,0,1,0,0,11,1,0,0,0,0,0,29,0,0,0,0,10,30,0,1,1,0,0
15,0,1,1,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,35,0,0,0,0,4,27,0,1,1,0,1
17,0,1,6,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,43,0,0,0,0,14,49,0,1,1,1,0
9,0,1,7,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,23,0,0,0,0,7,31,0,1,1,0,0
5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,0,0,0,0,3,31,0,1,1,0,0
23,0,0,11,0,1,0,0,0,0,0,0,6,1,1,0,0,0,0,21,0,0,0,0,12,28,0,1,1,0,0
4,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,17,0,0,0,0,9,20,0,1,1,0,0
30,0,1,6,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,19,0,0,0,0,2,5,0,1,0,1,0
9,0,0,8,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,18,0,0,0,0,18,37,0,1,1,0,0
5,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,9,0,0,0,0,1,5,0,1,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,7,25,0,1,1,0,0
37,0,1,21,0,1,0,0,1,1,0,0,8,1,1,0,0,0,0,32,0,0,0,0,67,152,0,1,1,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,0,0,0,0,5,26,0,1,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,0,0,0,0,6,21,0,1,1,0,1
27,0,0,8,0,1,0,0,1,1,0,0,4,1,1,0,0,0,0,18,0,0,0,0,12,20,0,1,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,1,0,1,1,0,0
3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9,0,0,0,0,5,22,0,1,1,0,0
8,0,0,11,0,1,0,0,0,1,0,0,3,0,1,0,0,0,0,21,0,0,0,0,23,118,0,1,1,0,1
18,0,1,7,0,1,0,0,0,1,0,0,3,0,1,0,0,0,0,52,0,0,0,0,51,94,0,1,1,0,0
25,1,1,9,1,1,0,1,1,1,0,0,3,0,1,0,0,1,1,43,0,0,0,0,45,81,0,1,1,1,0
4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,14,0,0,0,0,5,39,0,1,1,0,0
7,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,31,0,0,0,0,5,17,0,1,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,23,0,0,0,0,3,35,0,1,1,0,0
7,0,0,6,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,29,0,0,0,0,3,17,0,1,1,0,0
8,0,0,7,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,24,0,0,0,0,4,32,0,1,1,0,0
16,1,1,2,0,1,0,0,1,1,0,0,2,0,0,0,0,1,0,39,0,0,0,0,29,64,0,1,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,2,25,0,1,1,0,0
15,0,1,6,0,0,0,0,0,1,0,0,6,1,1,0,0,0,0,14,0,0,0,0,49,44,0,1,1,0,0
39,0,1,24,1,1,0,0,1,1,0,0,11,1,0,1,1,0,1,0,0,0,0,0,123,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,200,16,0,1,1,0,0
9,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,28,0,0,0,0,3,13,0,1,1,0,1
9,0,1,7,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,24,0,0,0,0,8,18,0,1,1,0,0
20,0,1,17,0,0,0,0,1,1,0,0,14,1,1,0,0,0,0,23,0,0,0,0,25,87,0,1,1,0,0
4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16,0,0,0,0,5,23,0,1,1,0,0
6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,24,0,0,0,0,5,34,0,1,1,0,0
10,1,0,2,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,19,0,0,0,0,11,66,0,1,1,0,0
4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16,0,0,0,0,5,25,0,1,1,0,0
12,0,0,7,0,0,0,0,1,1,0,0,5,1,1,0,0,0,0,20,0,0,0,0,69,141,0,1,1,0,0
5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,5,12,0,1,1,0,0
4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,7,23,0,1,1,0,0
27,0,1,7,1,1,0,1,1,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,29,0,0,1,0,0,0
38,1,1,8,1,1,1,1,1,1,0,1,5,1,1,0,1,1,1,30,1,0,0,0,11,51,0,1,1,1,0
6,0,0,3,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,19,0,0,0,0,4,19,0,1,1,0,0
11,0,1,5,1,1,0,1,1,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,46,0,0,1,0,0,1
12,0,1,6,1,0,0,0,1,1,0,0,4,0,1,0,0,0,1,16,0,0,0,0,31,48,0,1,1,0,0
12,0,1,6,0,0,0,0,1,1,0,0,4,0,1,0,0,0,1,24,0,0,0,0,7,34,0,1,1,0,0
7,0,0,6,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,17,0,0,0,0,8,30,0,1,1,0,0
16,0,0,8,1,0,0,0,0,1,0,0,7,0,1,0,0,0,0,20,0,0,0,0,8,68,0,1,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,6,101,0,1,1,0,0
3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,1,1,0,0
9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,22,0,0,0,0,11,29,0,1,1,0,0
14,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,17,0,0,0,0,4,4,0,1,1,0,0
5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,25,0,0,0,0,5,43,0,1,1,0,0
32,0,1,1,0,0,0,0,0,1,1,0,5,1,1,0,0,0,0,23,1,0,0,0,15,23,0,1,1,1,0
10,0,1,11,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,16,0,0,0,0,18,54,0,1,1,0,0
11,0,0,10,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,11,0,0,0,0,13,18,0,1,1,0,0
11,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,15,0,0,0,0,7,19,0,1,1,0,0
4,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,14,0,0,0,0,5,24,0,1,1,0,1
15,0,0,25,0,1,0,0,1,1,0,0,8,1,0,0,0,1,0,14,0,0,0,0,24,23,0,1,1,0,0
7,0,0,7,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,12,0,0,0,0,15,41,0,1,1,0,0
8,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,41,0,0,0,0,2,30,0,1,1,0,0
25,1,1,8,1,1,1,1,1,1,0,0,8,1,1,0,1,1,1,45,1,0,0,0,20,25,0,1,1,0,0
41,1,1,10,1,1,1,1,1,1,0,1,8,1,1,1,1,1,1,44,0,0,0,0,80,69,0,1,1,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,5,5,0,1,0,0,0
18,0,0,3,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,16,0,0,0,0,3,11,0,1,1,0,0
18,0,0,8,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,38,0,0,0,0,3,23,0,1,1,0,0
19,0,1,11,1,1,0,0,1,1,0,0,5,1,1,0,1,0,1,30,0,0,0,0,70,0,0,1,1,0,0
18,0,0,5,0,1,0,1,1,0,0,0,3,1,1,0,0,0,0,20,0,0,0,0,19,58,0,1,1,0,0
3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16,0,0,0,0,12,37,0,1,1,0,0
17,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,1
9,0,0,7,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,5,0,0,0,0,15,25,0,1,1,0,0
5,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,22,0,0,0,0,6,142,0,1,1,0,0
31,1,1,9,1,1,0,0,1,1,0,0,10,0,1,1,1,1,0,49,0,0,0,0,21,254,0,1,1,0,0
13,0,0,3,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,33,0,0,0,0,18,81,0,1,1,0,0
13,1,1,4,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,51,0,0,0,0,98,187,0,1,1,0,0
6,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,16,0,0,0,0,4,13,0,1,1,0,0
18,1,0,9,0,0,1,0,1,1,0,0,5,0,0,0,0,0,0,28,0,0,0,0,60,29,0,1,1,0,0
8,0,0,2,0,0,0,0,1,1,0,0,4,0,1,0,0,0,0,18,0,0,0,0,10,24,0,1,1,0,0
4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,26,0,0,0,0,4,32,0,1,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,8,16,0,1,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,21,19,0,1,1,0,0
10,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,14,0,0,0,0,2,3,0,1,1,0,0
5,0,0,8,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,18,0,0,0,0,8,63,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,7,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,24,0,0,0,0,5,30,0,1,1,0,1
20,1,1,2,0,1,0,0,1,1,0,0,3,0,1,1,0,1,1,50,0,0,0,0,10,112,0,1,1,0,0
15,0,0,5,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,17,0,0,0,0,25,6,0,1,1,0,1
30,1,1,4,1,0,0,0,1,1,0,0,5,1,0,1,1,1,1,25,0,0,0,0,89,205,0,1,1,0,0
11,0,0,2,1,0,0,0,1,1,0,0,7,0,1,1,0,0,0,18,0,0,0,0,13,56,0,1,1,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0,0,0,0,13,25,0,1,1,0,0
4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,14,0,0,0,0,5,17,0,1,1,0,0
5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,26,0,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44,0,0,0,0,2,45,0,1,1,0,0
9,0,0,8,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,18,61,0,1,1,0,0
9,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,12,0,0,0,0,10,36,0,1,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,14,24,0,1,0,0,0
20,0,1,12,1,1,0,0,0,1,0,0,9,1,0,0,0,0,1,11,0,0,0,0,37,118,0,1,1,0,0
9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,0,0,0,0,4,2,0,1,1,0,0
6,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,21,0,0,0,0,7,21,0,1,1,0,0
6,0,0,4,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,2,5,0,1,1,0,0
11,0,1,6,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,11,0,0,0,0,55,36,0,1,1,0,0
10,0,1,3,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,29,0,0,0,0,3,14,0,1,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,0,0,0,0,4,10,0,0,1,0,0
27,0,0,7,0,1,0,0,0,1,0,0,4,1,1,0,0,0,0,21,0,0,0,0,12,47,0,1,1,0,0
8,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,31,0,0,0,0,4,22,0,1,1,0,0
7,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,19,0,0,0,0,5,8,0,1,1,0,1
15,0,1,5,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,32,0,0,0,0,12,64,0,1,1,0,0
23,0,1,8,1,0,0,0,1,1,0,0,10,1,0,0,1,0,1,0,0,0,0,0,31,0,0,1,0,0,0
4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,0,14,15,0,1,1,0,0
5,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,27,0,0,0,0,10,14,0,1,1,0,0
8,0,0,5,0,0,0,0,1,1,0,0,3,0,1,0,0,0,0,21,0,0,0,0,13,63,0,1,1,0,0
12,1,1,14,0,1,0,0,0,1,0,0,5,1,1,0,0,1,0,20,0,0,0,0,46,78,0,1,1,0,0
8,1,0,9,0,1,0,0,1,0,0,0,6,1,1,0,0,0,0,28,0,0,0,0,48,176,0,1,1,0,0
27,0,0,13,0,1,0,0,0,1,0,0,7,1,1,0,0,0,0,22,0,0,0,0,15,35,0,1,1,0,0
11,0,0,3,0,0,0,0,0,1,0,0,4,1,1,0,0,0,0,29,0,0,0,0,5,35,0,1,1,0,0
7,0,1,2,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0
6,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,61,0,0,0,0,3,40,0,1,1,0,0
8,1,1,1,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,13,1,1,0,0,2,0,0,1,0,1,0
4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,3,36,0,1,1,0,0
7,0,0,7,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,14,0,0,0,0,47,49,0,1,1,0,0
5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,25,0,0,0,0,16,60,0,1,1,0,0
26,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,44,0,0,0,0,4,77,0,1,1,0,0
17,1,1,13,0,1,0,0,1,1,1,0,9,1,1,0,0,1,0,26,0,0,0,0,54,158,0,1,1,0,0
38,1,1,8,1,1,1,1,1,1,0,1,5,1,1,0,1,1,1,30,1,0,0,0,11,51,0,1,1,1,1
30,0,0,13,0,1,0,0,1,1,0,0,7,1,1,0,0,0,0,17,0,0,0,0,24,48,0,1,1,0,0
17,0,1,2,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,13,1,0,0,0,89,115,0,1,1,1,0
14,0,0,7,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,20,0,0,0,0,36,34,0,1,1,1,1
10,0,0,8,1,1,0,0,0,1,0,0,16,0,1,0,0,0,0,23,0,0,0,0,22,50,0,1,1,0,0
3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,1,0,0
32,0,1,17,0,1,0,0,1,1,0,0,13,1,1,0,0,0,0,33,0,0,0,0,32,86,0,1,1,0,0
8,0,1,5,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,18,0,0,0,0,10,8,0,1,1,0,0
8,0,1,2,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,13,0,0,0,0,16,29,0,1,1,0,0
8,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,16,0,0,0,0,10,35,0,1,1,0,0
6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,11,10,0,1,1,0,0
11,1,0,6,0,1,0,0,1,1,0,0,11,0,0,0,0,0,0,36,0,0,0,0,59,150,0,1,1,0,0
19,1,1,2,1,1,0,0,1,1,0,0,3,0,1,0,1,1,0,25,0,0,0,0,38,55,0,1,1,1,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,1,0,0
12,0,0,13,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,46,0,0,0,0,10,22,0,1,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,0,0,0,0,4,23,0,1,1,0,0
7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,5,0,1,1,0,0
5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,22,0,0,0,0,11,25,0,1,1,0,0
14,0,0,5,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,22,0,0,0,0,34,17,0,1,1,0,0
17,0,0,4,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,27,0,0,0,0,4,18,0,1,1,0,0
39,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,19,0,0,0,0,14,36,0,1,1,0,0
4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,0,0,0,0,6,33,0,1,1,0,0
5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,8,63,0,1,1,0,0
12,0,1,3,0,0,0,0,1,1,0,0,6,0,1,0,0,0,0,43,0,0,0,0,13,59,0,1,1,0,0
8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,1,0,1,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,1,0,0
8,1,0,5,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,21,0,0,0,0,13,37,0,1,1,0,0
6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,3,0,1,1,0,0
6,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,34,0,0,0,0,2,49,0,1,1,0,0
3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,0,0,0,0,9,40,0,1,1,0,0
6,0,0,13,0,0,0,0,0,1,0,0,4,1,1,0,0,0,0,17,0,0,0,0,50,105,0,1,1,0,0
17,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,15,0,0,0,0,81,10,0,1,1,0,0
4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,19,0,0,0,0,6,22,0,1,1,0,0
26,0,0,6,0,1,0,0,1,1,0,0,5,1,1,0,0,1,0,33,0,0,0,0,19,38,0,1,1,0,0
8,0,0,3,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,20,0,0,0,0,12,25,0,1,1,0,0
10,0,0,8,0,0,0,0,1,1,0,0,3,1,1,0,1,0,0,25,0,0,0,0,8,62,0,1,1,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,5,20,0,1,1,0,0
15,0,1,3,0,0,0,0,1,1,0,0,7,0,1,0,0,0,0,20,0,0,0,0,14,39,0,1,1,0,0
9,0,0,2,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,24,1,0,0,0,11,28,0,1,1,0,0
6,0,0,9,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,40,0,0,0,0,40,121,0,1,1,0,0
7,1,1,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,38,0,0,0,0,4,51,0,1,1,0,0
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,1,0,1,1,0,0
6,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,0,0,0,0,3,60,0,1,1,0,0
5,0,0,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,24,0,0,0,0,5,17,0,1,1,0,0
17,0,1,3,1,0,0,0,1,1,1,0,3,1,1,0,1,0,1,13,0,0,0,0,4,3,0,1,1,0,0
8,0,0,9,0,1,0,0,1,1,0,0,9,0,1,0,0,1,0,35,0,0,0,0,29,132,0,1,1,0,0
3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,13,0,0,0,0,7,16,0,1,1,0,0
19,0,0,4,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,39,0,0,0,0,10,16,0,1,1,0,0
7,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,9,0,0,0,0,4,34,0,1,1,0,0
