perm_android_permission_GET_TASKS,perm_com_android_launcher_permission_INSTALL_SHORTCUT,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_android_permission_READ_PHONE_STATE,perm_com_android_browser_permission_WRITE_HISTORY_BOOKMARKS,suspicious_getSubscriberId,perm_android_permission_WRITE_EXTERNAL_STORAGE,perm_android_permission_ACCESS_COARSE_LOCATION,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,suspicious_Ldalvik_system_PathClassLoader_,perm_android_permission_ACCESS_WIFI_STATE,suspicious_getCellLocation,intent_android_intent_action_PACKAGE_ADDED,suspicious_sendTextMessage,intent_com_google_firebase_INSTANCE_ID_EVENT,n_api_calls,n_permissions,perm_android_permission_READ_LOGS,perm_android_permission_CHANGE_NETWORK_STATE,perm_android_permission_WRITE_SMS,perm_com_google_android_c2dm_permission_RECEIVE,perm_android_permission_SEND_SMS,perm_android_permission_CHANGE_WIFI_STATE,intent_com_google_android_c2dm_intent_RECEIVE,intent_android_intent_action_PHONE_STATE,intent_android_intent_action_PACKAGE_INSTALL,n_providers,n_services,n_activities,label
0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,33,8,0,0,0,0,0,0,0,0,0,1,1,21,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,9,0,0,0,1,0,0,1,0,0,1,6,16,0
0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,40,6,0,0,0,0,0,0,0,0,0,0,1,15,1
0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,22,9,0,0,0,0,0,0,0,0,0,0,1,18,0
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,21,8,0,0,0,0,0,0,0,0,0,1,1,13,0
0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,21,9,0,0,0,0,0,0,0,0,0,0,2,12,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,23,8,0,0,0,1,0,0,1,0,0,2,11,18,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,30,5,0,0,0,1,0,0,1,0,0,3,9,14,0
0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,21,9,0,0,0,0,0,0,0,0,0,0,2,12,0
0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,21,9,0,0,0,0,0,0,0,0,0,0,2,12,0
0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,21,9,0,0,0,0,0,0,0,0,0,0,2,12,0
0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,39,10,0,0,0,1,0,0,1,0,0,1,5,21,0
1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,27,9,0,0,0,0,0,0,0,0,0,0,4,33,0
1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,31,11,1,0,0,0,0,0,0,0,0,0,1,16,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,4,0,0,0,0,0,0,0,0,0,0,0,16,0
0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,28,10,0,0,0,1,0,0,1,0,0,1,2,10,0
0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,30,6,0,0,0,0,0,0,0,0,0,0,3,14,0
0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,28,6,0,0,0,0,0,0,0,0,0,2,2,11,0
0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,19,8,0,0,0,0,0,0,0,0,0,0,0,29,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,6,0,0,0,1,0,0,1,0,0,1,7,17,0
0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,37,8,0,0,0,0,0,0,0,0,0,0,2,11,1
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,31,9,0,0,0,1,0,0,1,0,0,4,11,21,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,7,0,0,0,1,0,0,1,0,0,2,2,12,0
0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,23,8,0,0,0,1,0,0,1,0,0,1,1,13,0
0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,30,6,0,0,0,0,0,0,0,0,0,1,0,21,0
0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,19,10,0,0,0,1,0,0,1,0,0,1,4,17,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,29,7,0,0,0,0,0,0,0,0,0,2,3,10,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,18,7,0,0,0,0,0,0,0,0,0,1,1,19,0
0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,19,7,0,0,0,0,0,0,0,0,0,0,0,29,1
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,29,2,0,0,0,0,0,0,0,0,0,0,1,11,0
0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,29,7,0,0,0,0,0,0,0,0,0,0,0,16,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,19,5,0,0,0,0,0,0,0,0,0,1,0,13,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,22,0
1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,39,11,0,0,0,1,0,1,1,0,0,0,5,27,0
1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,37,8,0,0,0,1,0,0,0,0,0,1,2,12,0
1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,34,19,0,0,0,1,0,1,1,0,0,0,2,17,0
1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,33,14,0,0,0,1,0,0,1,0,0,0,1,11,1
0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,30,13,0,0,0,1,0,0,0,0,1,0,1,29,1
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,22,8,0,0,0,1,0,0,1,0,0,4,6,30,0
0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,21,13,0,0,0,1,0,1,1,0,0,5,7,21,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,1,1,18,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,23,13,0,0,0,1,0,0,1,0,0,1,9,18,0
0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,24,8,0,0,0,1,0,0,1,0,0,4,6,16,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,5,0,0,0,1,0,0,1,0,0,1,3,23,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,29,6,0,0,0,1,0,0,1,0,0,2,4,11,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,26,7,0,0,0,1,0,0,1,0,0,2,5,16,0
0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,33,10,0,0,0,1,0,0,1,0,0,7,5,12,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,2,2,11,0
0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,21,12,0,0,0,1,0,0,1,0,0,3,3,16,0
0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,34,16,0,0,0,1,0,0,1,0,0,1,4,17,1
0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,33,9,0,0,0,0,0,0,0,0,0,0,3,9,0
0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,22,6,0,0,0,0,0,0,0,0,0,1,2,18,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,5,0,0,0,1,0,0,0,0,0,1,0,22,0
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,30,13,0,0,0,1,0,0,1,0,0,0,4,22,0
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,22,7,0,0,0,0,0,0,0,0,0,0,3,13,0
0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,30,9,0,0,0,0,0,0,0,0,0,0,2,12,0
0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,21,5,0,0,0,0,0,0,0,0,0,4,4,16,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,4,0,0,0,0,0,0,0,0,0,0,2,13,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,26,11,0,0,0,1,0,0,1,0,0,1,5,16,0
0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,22,13,0,0,0,0,0,0,0,0,0,2,7,20,0
0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,17,11,0,0,0,1,0,0,1,0,0,1,5,21,0
0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,19,8,0,0,0,0,0,0,0,0,0,0,2,15,0
1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,26,13,0,0,0,0,0,0,0,0,0,0,2,17,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,21,7,0,0,0,1,0,0,1,0,0,3,4,17,0
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,29,3,0,0,0,0,0,0,0,0,0,0,0,9,1
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,29,3,0,0,0,0,0,0,0,0,0,0,0,9,1
0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,30,15,0,0,0,1,0,0,1,0,0,0,4,17,0
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,29,3,0,0,0,0,0,0,0,0,0,0,0,9,1
1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,26,13,0,0,0,0,0,0,0,0,0,0,2,17,1
0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,41,10,0,0,0,1,0,0,1,0,0,0,3,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,29,3,0,0,0,0,0,0,0,0,0,0,0,9,1
0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,23,15,0,0,0,1,0,0,1,0,0,1,6,25,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,23,9,0,0,0,1,0,0,1,0,0,1,4,11,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,28,9,0,0,0,1,0,0,1,0,0,4,9,20,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,34,7,0,0,0,1,0,0,0,0,0,1,2,10,1
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,32,8,0,0,0,1,0,0,1,0,0,5,8,21,0
1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,30,9,0,0,0,0,0,0,0,0,0,1,6,12,1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,34,7,0,0,0,1,0,0,0,0,0,1,2,10,1
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,32,10,0,0,0,1,0,0,1,0,0,1,7,12,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,28,8,0,0,0,1,0,0,1,0,0,4,10,17,0
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,24,11,0,0,0,0,0,0,0,0,0,3,1,32,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,23,6,0,0,0,1,0,0,1,0,0,2,9,14,0
1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,34,11,0,0,0,0,0,0,0,0,0,1,1,10,1
0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,20,12,0,0,0,1,0,0,1,0,1,1,2,25,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,7,0,0,0,1,0,0,0,0,0,0,1,12,0
0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,23,6,0,0,0,0,0,0,0,0,0,0,1,12,0
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,30,3,0,0,0,0,0,0,0,0,0,0,3,9,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,20,9,0,0,0,1,0,0,1,0,0,1,6,13,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,28,15,0,0,0,1,0,0,1,0,0,0,3,14,0
0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,25,18,0,1,0,0,0,0,0,0,0,0,1,17,1
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,21,10,0,0,0,1,0,0,0,0,0,1,2,11,1
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,26,9,0,0,0,0,0,0,0,0,0,0,1,11,0
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,30,9,0,0,0,0,0,0,0,0,0,1,4,15,1
0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,28,4,0,0,0,0,0,0,0,0,0,1,1,10,0
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,25,6,0,0,0,0,0,0,0,0,0,1,7,11,1
1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,38,10,0,0,0,0,0,0,0,0,1,1,4,30,1
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,30,3,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,24,6,0,0,0,1,0,0,1,0,0,1,4,10,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,20,3,0,0,0,0,0,0,0,0,0,0,1,15,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,7,0,0,0,1,0,0,1,0,0,0,2,13,0
0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,23,12,0,0,0,1,0,0,1,0,0,1,11,22,0
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,31,17,0,0,0,1,0,0,1,0,0,0,3,16,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,19,9,0,0,0,1,0,0,1,0,0,2,8,19,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,30,7,0,0,0,1,0,0,1,0,0,2,3,20,0
0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,28,11,0,0,0,0,0,0,0,0,0,0,1,10,0
1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,29,10,0,0,0,0,0,0,0,0,0,0,1,8,1
1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,26,9,0,0,0,0,0,0,0,0,0,0,3,11,1
1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,26,8,0,0,0,0,0,0,0,0,0,0,3,11,1
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,30,10,0,0,0,0,0,0,0,0,0,4,2,22,0
0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,19,8,0,0,0,1,0,0,1,0,0,1,6,18,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,27,10,0,0,0,1,0,0,1,0,0,1,4,8,0
0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,20,9,0,0,0,0,0,0,0,1,0,0,1,14,1
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,27,7,0,0,0,1,0,0,1,0,0,4,6,13,0
0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,27,9,0,0,0,1,0,0,1,0,0,1,8,14,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,19,8,0,0,0,1,0,0,1,0,0,1,2,12,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,4,0,0,0,0,0,0,0,0,0,0,0,15,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,34,7,0,0,0,1,0,0,0,0,0,1,2,10,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,36,9,0,0,0,1,0,0,1,0,0,2,8,12,0
1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,25,9,0,0,0,0,0,0,0,0,0,0,2,8,1
0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,28,7,0,0,0,0,0,0,0,0,0,0,2,8,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,33,4,0,0,0,0,0,0,0,0,0,0,1,13,0
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,40,6,0,0,0,0,0,0,0,0,0,0,1,16,0
1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,39,11,0,0,0,1,0,1,1,0,0,0,5,29,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,0,0,0,0,0,0,0,0,1,8,0
0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,26,11,0,0,0,1,0,0,1,0,0,5,4,22,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,5,0,0,0,0,0,0,0,0,0,0,2,11,0
1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,26,10,0,0,0,1,0,0,1,0,0,2,8,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,0,0,0,0,0,0,0,0,0,11,0
0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,18,16,0,0,0,1,0,0,0,0,0,1,2,21,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,5,0,0,0,1,0,0,0,0,0,2,3,16,0
0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,22,11,0,0,0,1,0,0,1,0,0,2,6,14,0
0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,22,10,0,0,0,0,0,0,0,0,0,0,0,12,0
0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,36,6,0,0,0,0,0,0,0,0,0,0,3,11,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,22,2,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,24,7,0,0,0,1,0,0,1,0,0,2,5,15,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,3,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,35,9,0,0,0,1,0,0,1,0,0,0,3,29,0
1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,35,17,1,0,0,0,0,1,0,1,0,0,3,14,1
0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,24,5,0,0,0,0,0,0,0,0,0,0,0,23,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,3,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,20,8,0,0,0,1,0,0,1,0,0,1,7,30,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,17,7,0,0,0,1,0,0,1,0,0,1,6,16,0
0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,31,11,0,0,0,1,0,0,1,0,0,1,6,12,0
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,42,10,0,0,0,1,0,0,1,0,0,0,3,24,0
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,42,10,0,0,0,1,0,0,1,0,0,0,3,24,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,26,3,0,0,0,0,0,0,0,0,0,0,2,8,0
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,42,10,0,0,0,1,0,0,1,0,0,0,3,24,0
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,42,10,0,0,0,1,0,0,1,0,0,0,3,24,0
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,29,7,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,21,9,0,0,0,0,0,0,0,0,0,1,3,17,0
0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,22,12,1,0,0,0,0,0,0,0,0,1,4,26,1
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,20,9,0,0,0,1,0,0,1,0,0,1,5,27,0
0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,35,3,0,0,0,0,0,0,0,0,0,0,1,9,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,0,0,0,15,0
0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,22,4,0,0,0,0,0,0,0,0,0,0,0,13,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,40,11,0,0,0,1,0,1,1,0,0,0,5,27,0
0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,26,15,0,0,0,1,0,1,1,0,0,2,8,13,0
0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,18,7,0,0,0,0,0,0,0,0,0,0,1,16,1
1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,40,11,0,0,0,1,0,1,1,0,0,0,5,27,0
1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,29,14,0,0,0,1,0,0,1,0,0,0,3,9,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,40,11,0,0,0,1,0,1,1,0,0,0,5,27,0
0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,28,10,0,0,0,0,0,0,0,0,0,0,3,12,0
1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,36,10,0,0,0,0,0,0,0,0,0,0,1,9,1
0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,21,10,0,0,0,0,0,0,0,0,0,1,2,12,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,18,7,0,0,0,0,0,0,0,0,0,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,7,0,0,0,1,0,0,1,0,0,1,10,28,0
1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,30,8,0,0,0,0,0,0,0,0,0,0,1,7,1
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,23,5,0,0,0,0,0,0,0,0,0,1,0,34,0
1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,25,14,1,0,0,0,1,1,0,0,0,0,6,13,1
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,1,1,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0,0,0,0,0,0,0,0,0,1,0,34,0
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,23,8,0,0,0,0,0,0,0,0,0,1,3,17,0
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,34,11,0,0,0,0,0,0,0,0,0,0,1,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,0,0,0,1,0,0,1,0,0,1,2,21,0
0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,43,10,0,0,0,1,0,0,1,0,0,0,3,20,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,24,7,0,0,0,1,0,0,1,0,0,1,7,11,0
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0,2,13,0
0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,24,13,0,0,0,1,0,0,1,0,0,3,5,11,0
0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,25,4,0,0,0,0,0,0,0,0,0,0,0,17,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,1,2,27,0
0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,28,12,0,0,0,0,0,1,0,0,0,0,3,27,1
0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,37,6,0,0,0,0,0,0,0,0,0,0,2,10,1
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,18,8,0,0,0,1,0,0,1,0,0,1,7,14,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,25,10,0,0,0,1,0,0,1,0,0,3,6,10,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,18,6,0,0,0,0,0,0,1,0,0,1,3,13,0
1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,30,13,0,0,0,1,0,0,1,0,0,0,3,9,0
0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,22,8,0,0,0,1,0,0,1,0,0,1,6,9,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,5,0,0,0,1,0,0,1,0,0,2,3,9,0
1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,30,13,0,0,0,1,0,0,1,0,0,0,3,9,0
0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,19,13,0,0,0,0,0,0,0,0,0,2,2,21,0
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,26,6,0,0,0,0,0,0,0,0,0,0,2,7,0
0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,25,5,0,0,0,0,0,0,0,0,0,0,1,9,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,30,10,0,0,0,1,0,0,1,0,0,5,7,12,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,5,0,0,0,0,0,0,0,0,0,0,0,13,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,27,7,0,0,0,1,0,0,1,0,0,1,12,13,0
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,18,10,0,0,0,1,0,0,0,0,0,0,0,30,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,23,7,0,0,0,1,0,0,1,0,0,1,4,8,0
0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,30,7,0,0,0,0,0,0,0,0,0,0,0,14,1
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,26,5,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,22,11,0,0,0,1,0,0,1,0,0,2,6,14,0
0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,17,7,0,0,0,0,0,0,0,0,0,0,1,16,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,0,1,11,0
0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,33,12,0,0,0,0,0,0,0,0,0,0,1,10,0
0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,30,8,0,0,0,1,0,0,1,0,0,1,4,7,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,4,0,0,0,0,0,0,0,0,0,1,0,21,0
1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,27,9,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,29,4,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,18,9,0,0,0,1,0,0,1,0,0,2,8,21,0
0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,32,11,0,0,0,1,0,0,1,0,0,6,9,17,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,19,9,0,0,0,1,0,0,1,0,0,1,3,14,0
0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,16,7,0,0,0,0,0,0,0,0,0,0,0,16,1
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,0,2,9,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,24,5,0,0,0,0,0,0,1,0,0,2,4,12,0
