intent_com_baidu_location_service_v2_2,perm_com_android_launcher_permission_WRITE_SETTINGS,intent_com_dzbook_service_PerpareDataService,perm_com_android_launcher3_permission_READ_SETTINGS,intent_com_igexin_sdk_action_pushmanager,perm_android_permission_WRITE_SETTINGS,intent_com_igexin_sdk_action_7fjUl2Z3LH6xYy7NQK4ni4,intent_com_igexin_sdk_action_64kVIzqls49c7TJxrBbWG4,perm_com_android_launcher_permission_READ_SETTINGS,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_com_android_launcher2_permission_READ_SETTINGS,intent_com_igexin_sdk_action_refreshls,suspicious_getWifiState,n_api_calls,n_permissions,perm_android_permission_ACCESS_DOWNLOAD_MANAGER,perm_android_permission_RECEIVE_MMS,intent_com_google_android_c2dm_intent_RECEIVE,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,suspicious_system_bin_su,perm_android_permission_ACCESS_SUPERUSER,suspicious_getSubscriberId,perm_android_permission_RECORD_VIDEO,perm_android_permission_UPDATE_APP_OPS_STATS,perm_com_google_android_c2dm_permission_RECEIVE,perm_ANDROID_PERMISSION_WRITE_APN_SETTINGS,n_receivers,perm_android_permission_WRITE_SMS,n_providers,suspicious_getCellLocation,label
0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,0,1,0,0,0,0,0,0,1,0,5,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,0,0,1,0,0,0,0,0,0,1,0,10,0,3,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,43,41,1,1,0,1,1,0,1,1,1,0,0,8,1,2,1,1
0,0,0,0,0,1,0,0,0,0,0,0,0,27,22,0,0,0,1,0,0,1,0,0,0,0,3,0,2,1,0
0,0,0,0,0,1,0,0,1,0,0,0,1,66,33,0,0,0,1,0,0,1,0,0,1,0,4,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,28,18,0,0,1,0,0,0,0,0,0,1,0,6,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,0,0,1,1,0,0,0,0,0,1,0,4,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,34,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,38,25,0,0,1,0,0,0,0,0,0,1,0,20,0,8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0,0,1,0,0,0,0,0,0,1,0,4,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,30,28,0,0,1,0,0,0,0,0,0,1,0,6,0,2,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,24,16,0,0,1,0,0,0,0,0,0,1,0,7,0,6,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,29,18,0,0,1,0,0,0,0,0,0,1,0,10,0,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,29,18,0,0,1,0,0,0,0,0,0,1,0,10,0,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,29,18,0,0,1,0,0,0,0,0,0,1,0,10,0,6,0,0
0,0,0,0,0,1,0,0,1,0,0,0,1,37,22,0,0,0,1,1,0,1,0,0,0,0,0,0,3,1,0
0,0,0,0,0,1,0,0,0,1,0,0,1,57,35,0,0,1,0,0,0,1,0,0,1,0,15,0,13,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,51,22,0,0,1,0,0,0,0,0,0,1,0,8,0,6,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,47,20,0,0,1,0,0,0,1,0,0,1,0,14,0,5,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,10,36,0,0,1,0,0,0,0,0,0,1,0,10,0,5,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,32,27,0,0,1,0,1,0,1,0,0,1,0,21,0,8,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,1,0,0,0,0,0,0,1,0,24,0,9,0,1
0,0,0,0,0,1,0,0,0,0,0,0,1,49,26,0,0,0,0,0,0,1,0,0,0,0,8,0,8,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,24,11,0,0,1,0,0,0,0,0,0,1,0,3,0,2,0,0
0,1,0,0,0,1,0,0,1,1,0,0,0,40,25,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,0,0,1,0,0,0,0,0,0,1,0,4,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,50,28,0,0,1,0,0,0,0,0,0,1,0,6,0,5,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,36,26,0,0,0,1,0,0,1,0,0,0,0,3,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,38,18,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,39,23,0,0,1,0,0,0,0,0,0,1,0,16,0,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,0,0,1,0,0,0,1,0,0,1,0,11,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,20,34,0,0,1,0,0,0,0,0,0,1,0,4,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,54,23,0,0,1,0,0,0,0,0,0,1,0,5,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,0,1,0,0,0,0,0,0,1,0,4,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,37,15,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,43,32,0,0,1,0,0,0,0,0,0,1,0,15,0,4,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,26,35,0,0,1,0,0,0,0,0,0,1,0,16,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,35,19,0,0,1,0,1,0,1,0,0,1,0,9,0,3,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,32,27,0,0,1,0,0,0,0,0,0,1,0,12,0,7,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,28,10,0,0,1,0,0,0,0,0,0,1,0,5,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,0,0,1,0,0,0,1,0,0,1,0,6,0,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,0,1,0,0,0,0,0,0,1,0,4,0,1,0,1
0,0,0,0,0,1,0,0,0,1,0,0,0,58,29,0,0,0,1,0,0,1,0,0,0,0,9,0,2,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,0,1,0,0,0,0,0,0,1,0,4,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,35,28,0,0,1,0,0,0,0,0,0,1,0,18,0,5,0,0
0,1,0,0,0,1,0,0,1,1,0,0,1,59,35,0,0,0,1,1,0,1,0,0,0,0,5,0,0,1,1
0,0,0,0,0,1,0,0,0,0,0,0,0,68,29,0,0,0,1,0,0,1,0,0,0,0,8,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,45,41,1,1,0,1,1,0,1,1,1,0,0,7,1,2,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,33,15,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,48,16,0,0,0,0,1,0,1,0,0,0,1,2,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,1,29,49,0,0,1,1,1,0,1,0,0,1,0,33,0,12,1,1
1,0,0,0,0,0,0,0,0,0,0,0,1,48,16,0,0,0,0,1,0,1,0,0,0,1,2,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,0,0,1,0,0,0,0,0,0,1,0,7,0,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,51,28,0,0,1,0,1,0,1,0,0,1,0,6,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,0,0,1,0,0,0,0,0,0,1,0,10,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,0,0,1,0,0,0,1,0,0,1,0,11,0,12,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,0,0,1,0,1,0,0,0,0,1,0,4,0,3,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,0,0,1,0,0,0,0,0,0,1,0,11,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,0,0,1,0,0,0,0,0,0,1,0,11,0,3,0,0
0,0,0,0,0,1,0,0,0,1,0,0,0,46,30,1,0,0,1,1,0,1,0,0,0,0,4,0,5,1,0
0,0,0,0,0,1,0,0,1,1,0,0,1,44,28,0,0,0,1,0,0,1,0,0,0,0,3,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,0,0,1,0,0,0,0,0,0,1,0,6,0,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,35,14,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,0,0,1,0,0,0,0,0,0,1,0,11,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,0,0,1,0,1,0,0,0,0,1,0,4,0,5,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,22,35,0,0,1,0,0,0,0,0,0,1,0,9,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,0,1,1,0,0,0,0,0,0,1,0,15,1,11,1,0
0,1,0,0,0,1,0,0,1,1,0,0,0,20,28,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,0,0,0,0,0,0,1,0,0,1,0,4,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,0,0,1,0,1,0,1,0,0,1,0,4,0,3,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,25,24,0,0,0,1,0,0,1,0,0,0,0,3,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,16,22,0,0,1,0,0,0,0,0,0,1,0,13,0,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,0,0,1,0,1,0,0,0,0,1,0,4,0,5,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,36,13,0,0,1,0,0,0,1,0,0,1,0,9,0,5,1,1
0,0,0,0,0,1,0,0,0,0,0,0,0,44,26,0,0,1,1,0,0,1,0,0,1,0,7,0,6,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,30,15,0,0,1,0,0,0,0,0,0,1,0,11,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,43,45,0,0,1,0,0,0,0,0,0,1,0,12,0,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,34,25,0,0,1,0,1,0,0,0,0,1,0,10,0,4,0,0
0,0,0,0,0,1,0,0,0,1,0,0,1,59,34,0,0,1,0,0,0,1,0,0,1,0,16,0,16,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,26,14,0,0,1,0,0,0,1,0,0,1,0,9,0,9,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,39,9,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,21,36,0,0,1,0,0,0,0,0,0,1,0,10,0,6,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,44,41,1,1,0,1,1,0,1,1,0,0,0,8,1,3,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,29,20,0,0,1,0,0,0,0,0,0,1,0,14,0,7,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,32,37,0,0,1,0,0,0,0,0,0,1,0,16,0,6,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,33,22,0,0,1,1,0,0,1,0,0,1,0,8,0,2,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,23,34,0,0,1,0,0,0,0,0,0,1,0,12,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,39,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,38,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,33,22,0,0,1,0,0,0,0,0,0,1,0,8,0,5,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,44,41,1,1,0,1,1,0,1,1,0,0,0,8,1,3,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,44,41,1,1,0,1,1,0,1,1,0,0,0,8,1,3,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,44,41,1,1,0,1,1,0,1,1,0,0,0,8,1,3,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,44,41,1,1,0,1,1,0,1,1,0,0,0,8,1,3,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,44,41,1,1,0,1,1,0,1,1,0,0,0,8,1,3,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,0,0,1,0,0,0,1,0,0,1,0,11,0,3,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,48,28,0,0,0,1,1,0,1,0,0,0,0,3,0,1,1,0
0,0,0,0,0,1,0,0,1,0,0,0,0,46,29,0,0,0,1,1,0,1,0,0,0,0,3,0,0,1,1
0,0,0,0,0,1,0,0,1,0,0,0,1,29,35,0,0,0,1,1,0,1,0,0,0,0,7,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,0,0,1,0,1,0,0,0,0,1,0,4,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,25,12,0,0,1,0,0,0,1,0,0,1,0,6,0,4,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,37,22,0,0,1,0,0,0,0,0,0,1,0,8,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,0,0,1,0,0,0,0,0,0,1,0,2,0,2,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,48,28,0,0,0,1,1,0,1,0,0,0,0,3,0,1,1,0
0,0,0,0,0,1,0,0,1,0,0,0,1,54,32,0,0,0,1,1,0,1,0,0,0,0,4,0,3,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,0,0,1,0,0,0,0,0,0,1,0,4,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,0,0,1,0,0,0,0,0,0,1,0,4,0,2,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,15,62,0,0,0,1,0,0,1,0,0,0,0,11,1,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,29,22,0,0,1,0,0,0,0,0,0,1,0,7,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,0,0,1,0,0,0,0,0,0,1,0,10,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,40,15,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,40,15,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,24,11,0,0,1,0,0,0,0,0,0,1,0,5,0,3,0,0
0,1,0,0,0,1,0,0,1,1,0,0,0,60,55,0,0,1,1,1,0,1,0,0,1,0,8,1,4,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,27,35,0,0,1,0,0,0,0,1,0,1,0,5,0,1,0,1
0,1,0,0,0,1,0,0,1,1,0,0,0,60,55,0,0,1,1,1,0,1,0,0,1,0,8,1,4,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,27,34,0,0,1,0,0,0,0,1,0,1,0,5,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,24,8,0,0,1,0,0,0,0,0,0,1,0,7,0,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,24,8,0,0,1,0,0,0,0,0,0,1,0,7,0,7,0,0
0,1,0,0,0,1,0,0,1,1,0,0,0,36,21,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0,1,1,0,0,0,39,22,0,0,1,0,0,1,0,0,0,1,0,5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,28,18,0,0,1,0,0,0,0,0,0,1,0,6,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,28,18,0,0,1,0,0,0,0,0,0,1,0,6,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,0,0,1,0,0,0,0,0,0,1,0,3,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,40,18,0,0,1,0,0,0,0,0,0,1,0,4,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,0,1,0,0,0,0,0,0,1,0,3,0,3,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,21,16,0,0,1,0,0,0,0,0,0,1,0,13,0,10,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,16,22,0,0,1,0,0,0,0,0,0,1,0,12,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,0,0,1,0,0,0,0,0,0,1,0,4,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,0,0,1,0,0,0,0,0,0,1,0,5,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,26,16,0,0,1,0,0,0,0,0,0,1,0,3,0,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,36,18,0,0,1,0,0,0,0,0,0,1,0,19,0,8,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,30,24,0,0,0,1,0,0,1,0,0,0,0,4,0,3,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,27,37,0,0,1,0,0,0,0,0,0,1,0,9,0,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,29,19,0,0,1,0,0,0,1,0,0,1,0,12,0,2,1,0
0,1,0,0,0,1,0,0,1,1,0,0,0,57,55,0,0,0,1,1,0,1,0,0,1,0,10,1,4,0,0
0,1,0,0,0,1,0,0,1,1,0,0,0,57,55,0,0,0,1,1,0,1,0,0,1,0,10,1,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,0,0,1,0,0,0,0,0,0,1,0,5,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,42,20,0,0,1,0,0,0,0,0,0,1,0,10,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,0,0,1,0,0,0,0,0,0,1,0,5,0,2,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,27,19,0,0,0,0,1,0,1,0,0,0,0,3,0,10,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,9,36,0,0,1,0,0,0,0,0,0,1,0,9,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0,0,1,0,0,0,0,0,0,1,0,9,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,33,31,0,0,1,0,0,0,0,0,0,1,0,5,0,5,0,0
0,0,0,0,0,1,0,0,0,1,0,0,1,34,22,0,0,0,0,1,0,1,1,0,0,0,2,0,1,1,1
0,0,0,0,0,1,0,0,0,0,0,0,0,23,21,0,0,0,1,0,0,1,0,0,0,0,3,0,2,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,0,1,0,1,0,0,0,0,1,0,16,0,4,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,33,19,0,0,1,0,0,0,0,0,0,1,0,20,0,9,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,36,26,0,0,1,0,1,0,1,0,0,1,0,5,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,0,0,1,0,0,0,0,0,0,1,0,11,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,0,0,1,0,0,0,0,0,0,1,0,11,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,0,0,1,0,0,0,0,0,0,1,0,11,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,0,0,1,0,0,0,0,0,0,1,0,11,0,3,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,0,0,1,0,0,0,0,0,0,1,0,11,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,0,0,1,0,0,0,0,0,0,1,0,11,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,0,0,1,0,0,0,0,0,0,1,0,11,0,3,0,0
0,1,0,0,0,1,0,0,1,0,0,0,0,43,45,0,0,0,1,0,0,1,0,0,0,0,7,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,29,18,0,0,1,0,0,0,0,0,0,1,0,13,0,7,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,0,0,1,0,0,0,0,0,0,1,0,8,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,34,19,0,0,1,0,0,0,0,0,0,1,0,15,0,6,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,21,15,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,1,32,36,0,0,0,1,0,0,1,0,0,0,0,6,0,2,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,0,0,0,0,0,0,1,0,0,0,0,3,0,2,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,35,16,0,0,1,0,0,0,0,0,0,1,0,3,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,1,0,0,0,0,0,0,1,0,5,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0,0,1,0,0,0,0,0,0,1,0,4,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,29,15,0,0,1,0,0,0,0,0,0,1,0,14,0,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,22,43,0,0,1,0,0,0,0,0,0,1,0,18,0,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,0,0,1,0,0,0,0,0,0,1,0,9,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,0,0,1,0,0,0,0,0,0,1,0,3,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,26,12,0,0,1,0,0,0,0,0,0,1,0,6,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,30,18,0,0,1,0,0,0,0,0,0,1,0,5,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,28,31,0,0,1,0,0,0,0,0,0,1,0,30,0,11,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,35,36,0,0,1,0,0,0,1,0,0,1,0,37,0,7,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,35,26,0,0,1,0,0,0,0,0,0,1,0,9,0,10,0,0
0,0,0,0,0,1,0,0,0,1,0,0,0,17,43,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,24,10,0,0,1,0,0,0,0,0,0,1,0,6,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,36,39,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,0,0,1,0,0,0,0,0,0,1,0,3,0,3,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,57,31,1,0,0,0,0,0,1,0,0,0,0,9,0,2,1,0
0,0,0,0,0,1,0,0,0,0,0,0,1,59,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,32,19,0,0,1,0,0,0,0,0,0,1,0,8,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,30,32,0,0,1,0,0,0,0,0,0,1,0,31,0,11,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,40,17,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,40,17,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,40,17,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,40,17,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,40,17,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,40,17,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,40,17,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,29,31,0,0,1,0,0,0,0,0,0,1,0,31,0,11,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,40,17,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,40,17,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,40,17,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,40,17,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,40,17,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,40,17,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,40,17,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,40,17,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,40,17,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,26,31,0,0,1,0,0,0,0,0,0,1,0,14,0,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,14,16,0,0,1,0,0,0,0,0,0,1,0,4,0,4,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,41,14,0,0,1,0,0,0,0,0,0,1,0,4,0,3,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,40,17,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,40,17,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,33,24,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,0
