suspicious_getSubscriberId,intent_android_intent_action_PACKAGE_ADDED,perm_android_permission_GET_TASKS,perm_android_permission_READ_PHONE_STATE,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,suspicious_getCellLocation,perm_android_permission_CHANGE_NETWORK_STATE,perm_android_permission_READ_LOGS,n_api_calls,perm_com_android_launcher_permission_INSTALL_SHORTCUT,n_providers,perm_android_permission_SYSTEM_ALERT_WINDOW,intent_android_intent_action_USER_PRESENT,intent_com_android_vending_INSTALL_REFERRER,perm_android_permission_ACCESS_WIFI_STATE,intent_co_ronash_pushe_ACTION_TASK_READY,intent_com_google_firebase_MESSAGING_EVENT,intent_com_google_firebase_INSTANCE_ID_EVENT,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_google_android_c2dm_intent_RECEIVE,suspicious_Ldalvik_system_PathClassLoader_,perm_android_permission_CHANGE_WIFI_STATE,intent_android_intent_action_PACKAGE_REMOVED,intent_com_evernote_android_job_ADD_JOB_CREATOR,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,intent_co_ronash_pushe_CHECK_TASKS,intent_co_ronash_pushe_service_ScreenStateService,perm_com_android_browser_permission_READ_HISTORY_BOOKMARKS,n_receivers,label
0,1,0,1,1,0,0,0,0,36,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,12,1
0,1,0,1,1,0,0,0,0,36,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,12,1
0,1,0,1,1,0,0,0,0,36,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,12,1
0,1,0,1,1,0,0,0,0,35,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,10,1
0,0,0,0,0,0,0,0,0,25,0,5,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,29,0,5,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,6,0
1,0,0,1,0,1,1,0,0,22,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,3,1
0,0,0,1,0,0,0,0,1,28,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,5,0
1,0,0,1,1,0,1,0,0,27,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,16,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,23,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,7,0
1,0,1,1,0,0,0,1,0,31,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0,0,1,0,0,0,0,0,0,27,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,26,0,3,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,5,0
1,0,0,1,0,1,0,1,0,18,0,3,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,8,1
0,0,1,0,0,0,0,0,0,27,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,1,0,0,22,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,5,0
0,1,0,0,0,0,0,0,0,21,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0
0,0,0,1,1,0,0,0,0,29,0,6,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,10,0
0,0,0,0,0,0,0,0,0,26,0,3,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,8,0
0,0,0,1,0,0,0,0,0,27,0,2,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,31,0,2,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,6,0
0,0,1,1,0,0,0,0,0,31,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1
1,1,1,1,1,1,1,1,1,35,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1
1,0,1,1,1,0,1,1,0,19,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0
1,0,1,1,0,1,0,1,0,29,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,0,0,1,0,0,0,0,0,25,0,3,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,21,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,3,0
0,0,0,1,0,0,0,0,0,20,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,7,0
1,0,0,1,0,1,1,1,0,26,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1
0,0,1,1,0,0,0,0,0,19,0,3,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,19,0,4,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,5,0
1,0,1,1,1,1,0,1,0,24,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,1
0,0,1,0,0,0,0,0,0,33,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5,0
0,0,0,1,0,1,0,0,0,31,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,7,0
0,0,0,0,0,0,1,0,0,22,0,2,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,10,0
0,0,0,0,0,0,0,0,0,24,0,3,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,26,0,2,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,21,0,3,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,26,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,4,0
1,0,0,0,1,0,1,0,0,26,0,3,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,5,0
0,0,0,1,1,0,0,0,0,20,0,3,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,8,0
1,1,1,1,0,1,1,0,1,30,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,1,0,0,22,0,2,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,11,0
0,0,0,1,0,0,0,0,0,30,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
1,1,0,1,1,0,1,0,0,32,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,12,1
0,0,0,0,0,0,0,0,0,29,0,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,33,0,6,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,22,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,3,0
0,1,0,0,0,0,0,0,0,22,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,5,1
0,0,0,1,0,0,0,0,0,28,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,26,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,23,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,7,0
0,0,0,1,0,0,0,0,0,38,0,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,22,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,3,0
0,0,0,1,1,0,0,0,0,17,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,12,0
0,0,0,1,0,0,0,0,0,34,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
0,0,0,1,0,0,0,0,0,27,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,25,0,3,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,26,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,8,0
0,1,1,1,0,0,0,0,0,36,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10,1
0,0,0,1,0,0,0,0,1,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,1,0,0,0,0,0,23,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,4,0
0,0,1,1,0,0,0,0,0,24,0,3,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,5,0
1,1,1,1,1,1,0,0,0,22,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,5,1
0,0,0,0,0,0,0,0,0,20,0,2,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,5,0
0,1,0,1,1,0,1,0,0,30,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,10,1
0,1,0,1,1,0,1,0,0,30,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,10,1
1,0,0,1,0,0,1,0,0,27,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1,1,1,1,0,0,1,0,0,32,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0,1,0,1,1,0,1,0,0,30,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,10,1
0,0,0,0,0,0,0,0,0,27,0,2,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,7,0
0,1,0,1,1,0,1,0,0,30,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,10,1
1,0,0,1,0,0,0,0,0,31,0,2,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,26,0,3,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,20,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,27,0,4,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,20,0,3,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,20,0,3,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,20,0,3,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,22,0,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,5,0
0,0,0,0,1,0,0,0,0,27,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0
0,0,0,1,0,0,0,0,0,22,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,23,0,2,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,7,0
0,1,0,1,0,0,1,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1
0,0,0,0,0,0,0,0,0,27,0,3,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,8,0
0,1,0,1,0,0,1,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1
0,0,0,0,0,0,0,0,0,24,0,2,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,22,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0
0,1,0,1,0,0,1,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1
0,0,0,1,0,0,0,0,0,30,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,23,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,21,0,2,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,3,0
1,0,0,1,0,0,0,0,0,28,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,3,1
0,1,0,0,0,0,0,0,0,34,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,4,0
0,1,0,1,1,0,0,0,0,38,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,10,1
0,1,0,0,1,0,0,0,0,25,0,2,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,10,0
0,0,0,0,0,0,0,0,0,30,0,3,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,4,0
0,0,0,0,0,1,1,0,0,28,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,18,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,24,0,2,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,24,0,2,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,3,0
1,1,1,1,1,1,0,1,1,28,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,6,1
0,0,0,0,1,0,0,0,0,35,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,8,0
0,0,0,0,1,0,0,0,0,35,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,1,0,0,30,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,25,0,4,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,3,0
0,0,0,0,1,0,0,0,0,35,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,8,0
1,0,1,1,0,1,1,1,0,31,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,1,1,0,0,0,0,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
0,0,0,1,1,0,1,0,0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,1,0,0,0,0,0,31,0,5,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,6,0
0,0,1,1,0,0,1,0,0,32,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
0,0,0,1,1,0,0,0,0,32,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1
0,0,0,1,1,0,0,0,0,32,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1
1,0,1,1,0,1,1,0,0,23,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1
0,0,0,0,0,0,0,0,0,22,0,3,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4,0
0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,5,0
1,0,0,0,0,0,1,0,0,32,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,20,0,2,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,4,0
0,0,0,1,0,0,0,0,0,25,0,2,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,5,0
0,0,0,1,0,0,0,0,0,27,0,6,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,12,0
0,0,0,0,0,0,0,0,0,22,0,2,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4,0
1,1,1,1,1,1,1,1,0,37,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1
0,0,0,1,0,0,0,0,1,29,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1
1,1,1,1,1,1,1,1,0,34,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1
0,0,0,1,0,0,0,0,0,25,0,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0
0,0,0,1,0,0,0,0,0,24,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,26,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,21,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,21,1,2,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,8,0
0,0,0,1,0,0,0,0,0,28,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,4,0
0,0,0,1,0,0,0,0,1,29,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,20,0,3,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,4,0
0,1,1,1,0,0,0,0,0,34,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1
0,0,0,1,0,0,0,0,0,22,0,2,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,12,0
0,0,1,1,0,0,0,0,1,31,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,4,0
1,1,1,1,1,0,1,0,0,20,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1
1,0,1,1,0,0,0,1,1,22,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0,0,0,1,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,20,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,8,0
0,0,0,1,1,0,0,1,0,19,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6,0
1,0,1,1,0,0,0,1,0,24,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,4,1
0,0,0,1,0,0,0,0,0,19,0,2,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,5,0
0,0,0,1,0,0,0,1,0,22,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,3,0
0,0,1,1,0,0,0,0,0,16,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,0
0,0,0,1,1,0,0,1,0,28,0,6,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,5,0
1,1,1,1,1,0,0,0,0,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1,0,1,1,1,1,1,1,0,27,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,7,1
1,0,0,1,0,1,0,1,0,24,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,29,0,3,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,3,0
1,1,1,1,1,0,0,1,0,31,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
0,0,0,1,0,0,0,0,0,37,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,30,0,2,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,26,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,4,0
0,0,1,1,0,0,1,0,0,42,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,5,1
0,0,0,1,0,0,0,0,0,37,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,19,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,7,0
0,0,0,1,0,0,0,0,0,19,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,25,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,5,0
0,0,0,1,0,0,0,0,0,25,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,25,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,5,0
0,1,1,0,0,0,0,0,0,28,1,4,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,4,0
0,0,0,0,1,0,0,0,0,34,0,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,9,0
1,0,0,1,1,0,1,0,1,32,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0,0,0,0,0,0,0,0,0,26,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
0,0,0,1,1,0,0,0,0,27,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1
0,0,0,1,0,0,0,0,0,19,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,8,0
0,0,1,1,0,0,1,0,0,42,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5,1
0,0,0,0,0,0,0,0,0,24,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,21,0,2,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,27,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,25,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1
1,0,1,1,1,0,1,0,1,31,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1
0,0,1,0,0,0,0,0,0,24,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,1,0,0,0,0,0,21,0,4,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,21,0,3,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,3,0
0,0,0,1,0,0,0,0,0,21,0,4,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,11,0
0,0,1,1,0,0,0,0,0,26,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,0,1,1,0,31,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
0,0,0,1,0,0,0,0,0,22,0,3,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,13,0
0,0,0,0,0,0,0,0,0,24,0,3,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,4,0
0,1,0,1,0,1,0,0,0,21,0,2,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,6,0
1,1,1,1,1,1,0,1,0,24,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
0,0,1,0,0,0,0,0,0,20,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0
0,0,0,1,0,0,0,0,0,22,0,3,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,13,0
0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,29,0,3,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0
1,1,1,1,1,0,0,0,1,25,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1
0,1,0,0,0,0,0,0,0,22,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,1,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0
1,0,1,1,0,0,0,0,0,31,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,1,0,0,1,0,0,27,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,9,0
0,0,0,1,0,1,0,0,1,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,1,0,0,0,0,0,23,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,3,0
1,1,1,1,1,0,1,0,0,37,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,27,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,21,0,2,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,8,0
0,0,0,1,0,0,0,0,0,19,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,28,0,3,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,28,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,1,0,1,1,1,0,1,0,19,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
0,1,1,1,1,0,1,0,0,36,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,10,1
0,0,1,1,0,0,0,0,0,27,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,28,0,4,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,10,0
