perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_android_permission_READ_PHONE_STATE,suspicious_getSubscriberId,perm_android_permission_GET_TASKS,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_CHANGE_CONFIGURATION,n_permissions,intent_android_intent_action_USER_PRESENT,perm_android_permission_CHANGE_WIFI_STATE,intent_android_intent_action_PHONE_STATE,suspicious_Ldalvik_system_PathClassLoader_,perm_android_permission_WRITE_EXTERNAL_STORAGE,n_providers,intent_android_intent_action_ACTION_POWER_CONNECTED,perm_android_permission_CHANGE_NETWORK_STATE,intent_android_intent_action_PACKAGE_FULLY_REMOVED,intent_android_intent_action_PACKAGE_ADDED,intent_android_intent_action_PACKAGE_REMOVED,perm_android_permission_READ_SETTINGS,intent_android_intent_action_CREATE_SHORTCUT,intent_android_net_wifi_supplicant_CONNECTION_CHANGE,intent_com_snowfish_a_a_s_ABGSvc,perm_com_android_launcher_permission_READ_SETTINGS,intent_android_intent_action_MEDIA_EJECT,intent_android_intent_action_MEDIA_UNMOUNTED,n_services,intent_android_intent_action_MEDIA_MOUNTED,intent_com_google_firebase_INSTANCE_ID_EVENT,suspicious_Base64,label
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,1,0,1,1,0,41,1,1,0,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,42,0,1,1,0
0,0,0,0,0,0,0,7,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,8,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,1,0
0,0,0,1,1,0,0,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,0,1,0,0,0,16,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,31,0,0,1,0
0,0,0,1,0,0,0,29,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,7,0,0,1,0
0,0,0,0,0,0,0,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,15,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0
1,1,1,1,1,1,0,62,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,7,1,0,1,0
1,1,0,1,1,1,0,31,1,1,0,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,19,1,0,0,1
0,1,0,0,0,0,0,34,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0,0,0,11,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,1,0
0,0,0,0,0,0,0,12,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,0,1,0,0,10,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,15,0,1,1,0
0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,1,43,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,17,1,0,1,1
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,1,1,1,1,1,0,53,1,1,0,1,1,7,0,1,0,1,0,0,0,0,0,1,0,1,6,1,1,1,0
0,1,0,1,1,0,0,21,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,27,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,1,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,1,0,0,14,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,11,1,1,1,0
0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0
0,1,0,1,0,0,0,17,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,1,1,1,1,1,1,124,1,1,1,1,1,17,0,1,0,1,1,1,0,0,0,1,0,0,56,0,0,1,0
0,0,0,0,0,0,0,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,0,1,0,0,0,17,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0
0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0
0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
0,1,0,0,0,0,0,30,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
1,1,1,1,0,1,0,23,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0
0,0,0,0,0,0,0,9,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,1,0
0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,16,1,0,0,1,1,2,1,0,0,1,1,0,0,0,0,0,1,1,12,1,1,1,1
0,1,0,0,0,0,0,22,0,1,0,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,23,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,1,16,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0
0,1,0,0,1,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
0,1,0,0,0,0,0,10,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0
0,0,0,0,0,0,0,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0
0,0,0,0,0,0,0,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0
0,0,0,0,0,0,0,19,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,10,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0
0,0,0,0,0,0,0,15,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0
1,1,0,1,1,1,1,14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0
0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,7,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,1,0
0,1,0,0,0,0,0,16,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,16,0,1,1,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,0,0,0,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
0,1,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,1,0,0,30,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,1,1,0,34,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,10,1,0,1,0
0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,19,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0
0,0,0,0,0,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0
0,0,0,0,0,0,0,8,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,1,0
0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
0,0,0,0,0,0,0,6,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0
0,1,0,0,0,0,0,28,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,0,0,0,15,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0
0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,0,0,0,0,16,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,0,0,0,0,0,24,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,0,0,0,0,0,0,10,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,1,1,1,1,1,1,125,1,1,1,1,1,17,0,1,0,1,1,1,0,0,0,1,0,0,57,0,0,1,0
0,1,0,0,0,0,0,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
0,0,0,1,1,0,0,13,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,1
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,23,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,1,1,0,0,0,0,8,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,0,0,0,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
0,0,0,0,0,0,0,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
0,0,0,0,0,0,0,11,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,7,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,1,0,0,22,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0
0,1,0,0,1,0,0,12,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
0,0,0,0,0,0,0,9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0
0,0,0,0,0,0,0,29,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,8,0,1,1,0
0,0,0,0,0,0,0,12,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0
0,0,1,0,0,0,0,17,0,0,0,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,14,0,1,1,0
0,1,0,0,0,0,0,27,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,0,27,1,0,0,1,1,3,0,0,0,1,1,0,0,0,0,1,0,0,12,0,1,1,1
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1
0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0
0,1,0,0,1,0,0,15,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0
0,0,0,0,0,0,0,25,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,1,0
0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,1,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,1,1,0,0,17,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0
0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,1,0,0,12,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,11,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,1
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,12,0,0,0,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,33,0,1,1,0
0,0,0,0,0,0,0,15,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0
1,1,1,1,1,0,0,27,1,1,0,0,1,3,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,1,0
0,0,1,0,0,1,0,35,1,1,0,1,1,5,1,1,0,1,1,0,0,0,0,0,1,1,22,1,1,1,0
0,1,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0
0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1
0,1,0,0,0,0,0,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,1,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,0,0,0,15,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0
0,1,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0
0,0,0,0,0,0,0,24,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,1,0
0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0
0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,1,38,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,9,0,0,1,0
0,0,0,0,0,0,0,7,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,1,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0
0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,0,0,0,0,44,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,20,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,0,0,0,0,0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
0,1,0,0,0,0,0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,25,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0
0,1,0,1,1,0,0,30,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
0,1,1,0,0,0,0,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
0,1,0,0,0,0,0,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0
0,0,0,0,0,0,0,8,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,1,14,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,0,0,17,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,0,0,1,1,0,35,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,1,0
0,0,0,1,1,0,0,9,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,1,0
0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
