intent_ACTION_TAPCORE_MESSAGE,intent_ACTION_TAPCORE_SYNC,perm_com_google_android_gms_permission_ACTIVITY_RECOGNITION,perm_android_permission_BROADCAST_STICKY,intent_com_yandex_metrica_IMetricaService,intent_com_inmobi_share_id,perm_android_permission_GET_TASKS,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_READ_PHONE_STATE,intent_android_net_conn_CONNECTIVITY_CHANGE,n_permissions,suspicious_system_bin_su,suspicious_setWifiEnabled,n_providers,intent_android_intent_action_DATA_SMS_RECEIVED,intent_com_google_android_c2dm_intent_REGISTRATION,perm_android_permission_ACCESS_COARSE_UPDATES,perm_android_permission_ACCESS_COARSE_LOCATION,intent_android_intent_action_PACKAGE_ADDED,perm_android_permission_UPDATE_DEVICE_STATS,n_api_calls,n_services,suspicious_getSubscriberId,intent_android_intent_action_MEDIA_UNMOUNTED,perm_android_permission_WRITE_APN_SETTINGS,intent_safiap_framework_ACTION_NETWORK_ERROR_FRAMEWORK,intent_com_google_firebase_MESSAGING_EVENT,n_activities,n_urls,perm_android_permission_ACCESS_WIFI_STATE,label
0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,1,0,0,13,6,0,0,0,0,1,65,64,0,1
0,0,0,0,0,0,0,0,1,1,19,0,0,1,0,0,0,1,0,0,28,8,0,0,0,0,1,62,62,1,0
0,0,0,0,0,0,0,1,1,0,15,0,0,5,0,1,0,0,0,0,21,8,1,0,0,0,0,62,88,1,0
0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,1,0,0,14,1,0,0,0,0,0,60,63,0,1
0,0,0,0,0,0,1,0,1,0,21,0,0,0,0,0,0,1,0,0,41,1,1,0,0,0,0,61,69,1,0
0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,64,62,0,0
0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,30,5,0,0,0,0,0,51,60,0,0
0,0,0,0,0,0,0,1,0,0,13,0,0,2,0,1,0,1,0,0,27,8,1,0,0,0,1,74,59,0,0
0,0,0,0,1,1,0,0,0,0,4,1,0,0,0,0,0,0,1,0,31,3,0,0,0,0,0,44,78,1,0
0,0,0,0,0,0,0,0,1,0,12,0,0,4,0,0,0,1,0,0,33,6,0,0,0,0,1,55,91,0,0
0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,1,0,0,0,0,27,12,0,0,0,0,1,48,75,0,0
0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,30,9,0,0,0,0,1,51,87,1,0
1,1,1,1,1,1,1,1,1,1,20,1,0,0,0,1,0,1,0,0,37,9,0,0,0,0,0,68,68,1,1
0,0,0,0,1,1,0,0,1,0,11,1,0,0,0,0,0,1,1,0,38,5,0,0,0,0,0,49,82,1,0
0,0,0,0,1,1,0,0,1,0,11,1,0,0,0,0,0,1,1,0,38,5,0,0,0,0,0,49,82,1,0
0,0,0,0,1,1,0,0,1,0,11,1,0,0,0,0,0,1,1,0,38,5,0,0,0,0,0,49,82,1,0
0,0,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,1,1,0,41,11,0,0,0,0,0,55,78,1,0
0,0,0,0,1,1,0,0,1,0,11,1,0,0,0,0,0,1,1,0,38,5,0,0,0,0,0,49,82,1,0
0,0,0,0,0,0,0,0,1,0,18,0,1,1,0,1,0,0,0,0,38,4,1,0,0,0,0,55,65,1,0
0,0,0,0,0,0,0,0,0,1,15,0,0,2,0,0,0,0,0,0,30,14,0,0,0,0,1,67,67,1,1
0,0,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,0,0,0,28,1,0,0,0,0,0,44,78,0,1
0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,1,0,0,14,1,0,0,0,0,0,59,63,0,0
0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,1,0,0,14,1,0,0,0,0,0,59,63,0,0
0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,0,1,0,0,27,8,0,0,0,0,1,51,64,0,0
0,0,0,0,0,0,0,0,1,0,13,0,0,1,0,0,0,1,0,0,13,1,0,0,0,0,0,53,72,0,0
0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,1,0,0,14,1,0,0,0,0,0,59,63,0,0
0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,1,0,0,14,1,0,0,0,0,0,59,63,0,0
0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,1,0,0,14,1,0,0,0,0,0,59,63,0,0
0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,1,0,0,14,1,0,0,0,0,0,59,63,0,0
0,0,0,0,0,0,0,1,0,0,12,0,0,5,0,0,0,0,0,0,26,12,0,0,0,0,1,61,60,0,0
0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,1,0,1,0,0,24,11,0,0,0,0,1,81,71,0,0
0,0,0,0,0,1,0,0,0,0,5,1,0,1,0,0,0,0,0,0,21,3,0,0,0,0,0,45,72,0,0
0,0,0,0,0,0,0,0,0,1,14,0,0,5,0,0,0,1,0,0,34,7,0,0,0,0,0,61,89,0,0
0,0,0,0,0,0,0,0,0,0,13,1,0,7,0,0,0,1,0,0,16,14,0,0,0,0,1,66,72,1,0
0,0,0,0,0,0,0,0,0,0,16,0,0,8,0,0,0,0,0,0,33,10,0,0,0,0,1,66,81,1,1
0,0,0,0,0,0,0,0,0,0,14,0,0,5,0,0,0,1,0,0,27,9,1,0,0,0,1,48,73,1,0
0,0,0,0,0,0,0,0,0,0,13,0,0,5,0,0,0,0,0,0,26,9,0,0,0,0,0,58,91,0,0
0,0,0,0,0,0,1,1,1,1,17,0,0,1,0,0,0,1,0,0,36,8,1,0,0,0,0,58,63,1,0
0,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,1,0,0,41,0,0,0,0,0,0,55,60,1,0
0,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,1,0,0,41,0,0,0,0,0,0,55,60,1,1
0,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,1,0,0,41,0,0,0,0,0,0,55,60,1,0
1,1,1,1,1,1,1,1,1,1,20,1,0,0,0,1,0,1,0,0,37,9,0,0,0,0,0,68,67,1,0
0,0,0,0,1,1,0,0,1,0,12,1,0,0,0,0,0,1,1,0,38,5,0,0,0,0,0,49,82,1,1
0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,45,84,0,1
0,0,0,0,0,0,1,0,1,0,12,0,0,0,0,0,0,1,0,0,34,1,0,0,0,0,0,51,60,0,0
0,0,0,0,0,0,0,1,0,0,12,0,0,4,0,0,0,0,0,0,28,14,0,0,0,0,1,55,72,1,0
0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,1,0,0,14,9,0,0,0,0,1,69,64,0,0
0,0,0,0,1,1,0,0,0,0,8,1,0,0,0,0,0,1,1,0,38,3,0,0,0,0,0,46,79,1,0
0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,0,0,1,1,0,16,6,0,0,0,0,1,58,64,1,0
0,0,0,0,0,0,0,1,0,0,13,0,0,8,0,0,0,0,0,0,26,17,0,0,0,0,1,66,73,0,1
0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,1,0,0,33,1,1,0,0,0,0,46,70,1,0
0,0,0,0,0,0,0,1,1,0,9,0,0,4,0,0,0,0,0,0,28,9,1,0,0,0,1,47,68,0,0
0,0,0,0,0,0,1,0,1,1,13,0,0,0,0,0,0,0,0,0,37,1,0,0,0,0,0,72,93,1,0
0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,1,0,0,23,10,0,0,0,0,1,56,60,1,0
0,0,0,0,0,0,0,0,0,0,13,0,0,4,0,0,0,1,0,0,29,12,0,0,0,0,1,56,63,0,1
1,1,1,1,1,1,1,1,1,1,21,1,1,0,0,1,0,1,1,0,31,13,0,0,0,0,0,70,76,1,0
0,0,0,0,0,0,0,0,1,1,12,1,0,5,0,1,0,0,0,0,25,9,0,0,0,0,1,52,66,0,0
0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,30,0,0,0,0,0,0,84,86,1,0
0,0,0,0,0,0,0,0,1,0,19,0,0,3,0,1,0,1,0,0,33,11,1,0,0,0,0,61,79,1,0
0,0,0,0,0,0,0,0,0,1,10,0,0,4,0,0,0,0,0,0,32,14,0,0,0,0,1,51,72,1,0
0,0,0,0,1,1,0,0,0,0,6,1,0,0,0,0,0,1,1,0,35,3,0,0,0,0,0,44,79,1,0
0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,1,0,0,24,2,0,0,0,0,0,47,83,1,0
0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,1,0,0,24,2,0,0,0,0,0,47,83,1,1
0,0,0,0,0,0,0,0,1,0,12,0,0,5,0,1,0,0,0,0,35,7,0,0,0,0,1,68,91,1,0
0,0,0,0,0,0,1,0,1,0,11,1,1,0,0,0,0,0,0,0,17,1,1,0,0,0,0,58,92,1,0
0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,26,0,1,0,0,0,0,62,53,1,0
0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,29,2,0,0,0,0,0,45,64,0,0
0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,27,0,1,0,0,0,0,62,53,1,0
0,0,0,0,0,0,0,0,1,1,20,0,0,4,0,0,0,0,0,0,26,6,0,0,0,0,1,73,86,1,0
0,0,0,0,0,0,0,1,0,0,9,0,0,7,0,0,0,1,0,0,27,12,0,0,0,0,1,75,61,0,0
0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,1,0,0,25,4,0,0,0,0,0,43,77,0,0
0,0,0,0,0,0,0,0,0,0,10,1,0,3,0,0,0,0,0,0,35,5,0,0,0,0,0,48,66,1,0
0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,1,0,0,22,7,0,0,0,0,1,78,90,0,0
0,0,0,0,1,0,0,0,0,0,6,1,0,0,0,0,0,1,1,0,36,9,0,0,0,0,0,50,63,1,1
0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,1,0,0,22,7,0,0,0,0,1,78,90,0,1
0,0,0,1,0,0,0,1,1,1,20,0,0,5,0,0,0,0,0,0,23,6,0,0,0,0,0,51,76,1,0
0,0,0,0,0,0,1,1,1,0,20,0,0,0,0,1,0,0,0,0,40,1,0,0,0,0,0,78,76,1,0
0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,27,6,0,0,0,0,0,45,83,1,0
0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,27,11,0,0,0,0,1,48,71,0,0
0,0,0,0,0,0,1,1,1,1,23,1,0,3,0,0,0,1,0,0,23,7,1,0,0,0,0,56,79,1,0
0,0,0,1,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,21,2,0,0,0,0,0,46,72,1,0
0,0,0,0,0,0,0,0,1,0,13,0,0,4,0,1,0,0,0,0,26,12,0,0,0,0,0,58,91,1,0
0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,1,0,0,0,0,33,6,0,0,0,0,0,46,68,0,0
0,0,0,0,0,0,0,0,0,0,13,0,1,3,0,1,0,1,0,0,35,4,0,0,0,0,1,84,78,1,0
0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,23,10,0,0,0,0,0,50,66,1,0
0,0,1,0,0,0,0,0,0,0,15,1,0,7,0,0,0,0,0,0,25,15,0,0,0,0,1,55,71,0,0
0,0,1,0,0,0,0,0,0,0,11,1,0,3,0,0,0,0,0,0,28,7,0,0,0,0,0,47,66,1,0
0,0,0,0,0,0,0,0,0,0,15,0,0,4,0,0,0,1,0,0,11,9,0,0,0,0,1,64,72,1,0
0,0,0,0,0,0,0,0,1,1,9,0,0,1,0,1,0,0,0,0,25,6,1,0,0,0,1,44,73,0,0
0,0,0,0,0,0,0,0,1,0,17,0,0,2,0,0,0,1,0,0,29,9,1,0,0,0,1,48,73,1,1
0,0,0,0,0,0,0,0,1,0,14,0,0,2,0,0,0,1,0,0,29,12,0,0,0,0,1,53,87,1,1
0,0,0,0,0,0,0,0,0,0,15,0,0,2,0,0,0,0,0,0,30,6,0,0,0,0,0,55,64,0,0
0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,34,5,0,0,0,0,0,45,76,0,0
0,0,0,0,0,0,1,0,1,0,16,1,0,2,0,0,0,0,0,0,18,1,0,0,0,0,0,66,58,1,0
0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,22,10,0,0,0,0,1,46,77,0,1
0,0,0,0,0,0,0,0,0,0,10,0,0,11,0,0,0,0,0,0,14,7,0,0,0,0,1,58,81,0,0
0,0,0,0,0,0,1,0,1,0,18,1,1,0,0,1,0,0,0,1,38,5,1,0,0,1,0,64,90,1,0
0,0,0,0,0,0,1,0,1,0,12,0,0,3,0,0,0,1,0,0,28,8,0,0,0,0,1,54,58,1,0
0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,27,11,0,0,0,0,1,49,70,0,0
0,0,0,0,0,0,0,0,1,0,25,0,0,4,0,0,0,1,0,0,31,7,0,0,0,0,1,68,70,1,0
0,0,0,0,0,0,0,0,1,0,12,0,0,6,0,0,0,1,0,0,27,12,0,0,0,0,1,50,71,0,0
0,0,0,0,1,0,0,0,0,0,8,1,0,1,0,0,0,1,1,0,40,16,0,0,0,0,0,61,82,0,0
0,0,0,0,0,0,0,0,0,0,15,0,0,2,0,0,0,1,0,0,14,8,0,0,0,0,1,60,86,0,0
0,0,0,0,0,0,0,0,1,0,14,0,0,2,0,0,0,1,0,0,21,10,0,0,0,0,0,54,86,1,0
0,0,0,0,0,0,0,0,0,0,12,1,0,5,0,0,0,0,0,0,35,9,0,0,0,0,1,55,62,1,0
0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,27,12,0,0,0,0,1,49,71,0,0
0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,22,4,0,0,0,0,1,46,64,0,0
0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,1,0,0,0,0,23,4,0,0,0,0,0,61,96,1,0
0,0,0,0,0,0,0,0,0,0,7,1,0,4,0,0,0,0,1,0,34,9,0,0,0,0,0,61,93,0,1
0,0,0,0,0,0,0,0,1,1,13,0,0,3,0,0,0,0,0,0,27,9,0,0,0,0,1,50,84,1,0
0,0,0,0,0,0,0,0,1,1,11,0,0,3,0,0,0,1,0,0,27,2,0,0,0,0,0,73,55,0,0
0,0,0,0,0,0,0,0,0,1,9,0,0,2,0,1,0,0,0,0,22,5,0,0,0,0,0,49,88,1,0
0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,1,0,0,0,0,32,4,0,0,0,0,1,43,75,1,0
0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,1,0,1,0,0,32,10,0,0,0,0,1,49,63,0,0
0,0,0,0,0,0,1,1,0,1,20,0,0,3,0,1,0,1,0,0,22,14,0,0,0,0,1,70,72,0,0
0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,46,64,0,0
0,0,0,0,0,0,0,1,1,0,21,0,0,0,0,0,0,1,1,0,31,12,1,0,0,0,0,78,73,1,0
0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,29,2,0,0,0,0,0,44,64,0,0
0,0,0,0,0,0,0,0,0,1,13,0,0,2,0,0,0,1,0,0,32,8,0,0,0,0,1,54,91,1,0
0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,0,0,1,0,0,12,8,0,0,0,0,1,62,69,1,0
0,0,0,0,1,0,0,0,0,0,10,1,0,1,0,0,0,1,1,0,40,12,0,0,0,0,0,57,86,1,0
0,0,0,0,0,0,0,0,0,0,18,1,0,2,0,0,0,1,0,0,34,8,0,0,0,0,0,79,81,1,0
0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,38,2,1,0,0,0,0,81,60,1,0
0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,21,4,0,0,0,0,0,43,78,0,0
0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0,27,12,0,0,0,0,1,49,74,0,0
0,0,0,0,0,0,0,1,1,0,19,0,0,5,0,0,0,1,0,0,27,12,0,0,0,0,1,77,78,1,0
0,0,0,0,0,0,0,0,1,0,15,0,0,2,0,0,0,1,0,0,25,10,0,0,0,0,1,57,91,0,0
0,0,0,0,0,0,1,0,0,0,19,0,0,5,0,0,0,1,0,0,31,8,1,0,0,0,1,53,65,1,0
0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,1,0,1,0,0,13,8,0,0,0,0,0,67,84,0,0
0,0,0,0,0,0,1,0,1,1,12,1,0,4,0,1,0,0,0,0,14,3,0,0,0,0,1,72,62,1,1
0,0,0,0,0,0,0,0,0,0,15,0,0,2,0,1,0,1,0,0,35,8,1,0,0,0,0,78,87,1,0
0,0,0,0,0,0,0,0,1,0,13,1,0,5,0,0,0,0,0,0,36,9,0,0,0,0,1,55,63,1,0
0,0,0,0,0,0,0,0,0,1,4,1,0,4,0,0,0,0,0,0,40,4,0,0,0,0,0,51,87,0,0
0,0,0,0,0,0,0,0,0,0,16,0,0,2,0,1,0,1,0,0,24,11,0,0,0,0,1,51,84,1,0
0,0,0,0,0,0,1,0,0,0,12,0,0,2,0,0,0,0,0,0,22,5,0,0,0,0,0,48,63,1,0
0,0,0,0,0,0,1,1,1,1,22,0,0,4,0,0,0,1,1,0,39,2,1,0,0,0,0,67,67,1,0
0,0,0,0,0,0,0,0,0,1,19,0,0,2,0,0,0,1,0,0,34,8,0,0,0,0,0,49,75,1,0
0,0,0,0,0,0,0,1,0,1,25,0,1,1,0,1,0,1,0,0,30,10,0,0,0,0,0,67,72,1,0
0,0,0,0,1,0,0,0,0,0,8,1,0,0,0,0,0,1,1,0,43,11,0,0,0,0,0,53,75,1,0
0,0,0,0,0,0,1,0,1,0,14,0,0,3,0,0,0,1,0,0,27,9,0,0,0,0,1,45,72,1,1
0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,26,7,0,0,0,0,1,47,64,1,0
0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,20,5,0,0,0,0,0,53,92,0,0
0,0,0,0,0,0,1,0,1,1,24,0,0,0,0,0,0,1,0,0,40,4,1,0,0,0,0,65,82,1,0
0,0,0,0,0,0,1,1,1,1,21,0,0,1,0,0,0,1,1,0,23,4,1,0,0,0,0,50,72,1,0
1,1,1,1,1,1,1,1,1,1,21,1,1,0,0,1,0,1,1,0,33,12,0,1,0,0,0,70,84,1,0
0,0,0,0,0,0,0,0,1,1,13,0,0,1,0,1,0,1,0,0,14,11,0,0,0,0,1,55,82,0,1
0,0,0,0,0,0,0,0,0,1,18,0,0,7,0,0,0,1,0,0,33,12,0,0,0,0,1,58,78,1,0
0,0,0,0,0,0,0,1,1,0,15,0,0,0,0,0,0,1,0,0,23,0,0,0,0,0,0,51,59,0,0
0,0,0,0,1,0,0,0,1,0,16,0,0,4,0,1,0,1,0,0,35,16,0,0,0,0,0,69,78,1,1
0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,25,11,0,0,0,0,1,47,65,0,0
0,0,0,0,0,0,1,0,1,0,12,0,0,4,0,0,0,0,0,0,23,8,0,0,0,0,1,48,64,0,0
0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,25,11,0,0,0,0,1,47,65,0,0
0,0,0,0,0,0,0,0,0,0,12,0,0,7,0,0,0,0,0,0,18,10,0,0,0,0,1,49,77,1,0
0,0,0,0,0,0,0,1,0,0,16,0,0,7,0,0,0,1,0,0,18,9,0,0,0,0,1,73,65,0,0
0,0,0,0,0,0,1,0,0,0,11,1,0,0,0,1,0,0,0,0,21,4,0,0,0,0,0,69,95,1,0
0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,34,1,0,0,0,0,0,80,88,1,1
0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,1,0,0,31,3,0,0,0,0,0,87,69,0,0
0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,19,1,0,0,0,0,0,47,80,1,0
0,0,0,0,1,1,0,0,0,0,6,1,0,0,0,0,0,1,1,0,38,3,0,0,0,0,0,44,78,1,0
0,0,0,0,0,0,0,0,1,0,15,1,0,1,0,1,0,1,0,0,27,9,0,0,0,0,0,47,83,1,1
0,0,0,0,1,0,0,0,1,1,12,1,0,1,1,1,0,1,1,0,28,5,1,0,0,0,0,49,74,0,0
0,0,0,0,0,0,0,0,0,1,16,0,0,1,0,0,0,1,0,0,20,11,0,0,0,0,1,76,87,0,0
0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,27,12,0,0,0,0,1,48,71,0,0
0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,1,0,0,0,0,29,3,0,0,0,0,1,43,68,0,0
0,0,0,0,0,0,0,0,0,0,15,0,0,6,0,0,0,0,0,0,31,15,0,0,0,0,1,71,63,1,0
0,0,0,0,0,0,0,0,0,0,16,0,0,9,0,0,0,1,0,0,24,12,0,0,0,0,1,53,80,0,0
0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,1,0,0,16,9,1,0,0,0,1,58,60,0,0
0,0,0,0,0,0,1,0,1,0,19,0,0,1,0,0,0,1,0,0,36,0,1,0,0,0,0,53,61,1,0
0,0,0,0,0,0,0,1,1,1,22,1,0,0,0,0,0,1,0,0,20,6,0,0,0,0,0,60,63,1,0
0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,16,6,0,0,0,0,1,70,93,0,0
0,0,0,0,0,0,0,0,1,0,12,0,0,1,0,1,0,0,0,0,21,12,0,0,0,0,1,47,73,1,0
0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,1,0,1,0,0,13,3,0,0,0,0,0,80,71,1,0
0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,23,3,0,0,0,0,0,45,87,0,0
0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,29,2,0,0,0,0,0,43,64,0,0
0,0,0,0,0,0,0,0,0,0,11,1,0,2,0,0,0,1,0,0,27,4,0,0,0,0,0,48,60,0,0
0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,29,2,0,0,0,0,0,43,64,0,0
0,0,0,0,0,0,0,1,0,0,13,0,0,7,0,0,0,0,0,0,14,11,0,0,0,0,1,56,76,0,1
0,0,0,0,1,0,0,0,1,0,9,1,0,0,0,0,0,1,1,0,24,2,0,0,0,0,0,42,69,0,0
0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,1,0,0,27,2,1,0,0,0,0,71,54,0,0
0,0,0,0,0,0,0,0,1,0,10,0,0,2,0,1,0,0,0,0,20,11,1,0,0,0,1,47,69,0,0
0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,25,7,0,0,0,0,1,88,71,1,0
0,0,0,0,0,0,1,1,0,0,15,1,0,4,0,1,0,0,0,0,37,15,1,0,0,0,1,54,73,1,0
0,0,0,0,0,0,0,0,0,0,9,1,0,4,0,0,0,0,0,0,29,7,0,0,0,0,1,43,77,0,0
0,0,0,0,0,0,0,0,0,1,7,0,0,3,0,0,0,0,0,0,31,2,0,0,0,0,0,45,88,0,0
0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,32,5,0,0,0,0,0,47,62,0,0
0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,1,0,0,0,0,15,2,0,0,0,0,0,45,74,0,0
0,0,0,0,0,0,1,1,1,1,19,0,0,0,0,0,0,1,0,0,18,5,1,0,0,0,0,65,91,1,0
0,0,0,0,0,0,0,0,0,0,14,0,0,4,0,0,0,1,0,0,28,12,0,0,0,0,1,81,67,0,0
0,0,0,0,0,0,0,0,0,0,18,0,1,6,0,0,0,1,1,0,34,8,0,0,0,0,0,57,62,1,1
0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,1,0,0,0,0,16,6,0,0,0,0,0,47,78,0,0
0,0,0,0,0,0,0,0,1,0,12,0,0,8,0,0,0,0,0,0,24,16,0,0,0,0,1,58,81,1,0
0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,13,10,1,0,0,0,1,50,80,0,0
0,0,0,0,1,0,0,0,1,1,13,1,0,1,1,1,0,1,1,0,27,5,1,0,0,0,0,49,78,0,0
0,0,0,0,0,0,0,0,0,0,11,0,1,1,0,1,0,1,0,0,35,4,0,0,0,0,0,55,54,0,0
0,0,0,0,0,0,0,1,0,1,9,0,0,8,0,0,0,0,0,0,22,17,0,0,0,0,1,74,64,0,0
0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,25,5,0,0,0,0,1,63,51,0,0
0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,1,0,0,22,10,0,0,0,0,1,77,61,1,0
0,0,0,0,0,0,1,0,1,0,14,0,1,0,0,0,0,0,0,0,40,1,1,0,0,0,0,51,60,1,0
0,0,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,0,39,12,0,0,0,0,1,51,76,1,0
0,0,0,0,0,0,0,0,1,0,15,0,0,6,0,0,0,1,0,0,27,11,0,0,0,0,1,50,67,0,0
0,0,0,0,0,0,0,0,0,1,10,1,0,3,0,0,0,1,0,0,27,0,1,0,0,0,0,51,55,1,0
0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,21,9,1,0,0,0,1,44,79,0,0
0,0,0,0,0,0,0,0,0,0,9,1,0,7,0,0,0,0,0,0,16,6,0,0,0,0,1,65,56,0,0
0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,1,0,1,0,0,14,16,0,0,0,0,1,62,78,0,0
0,0,0,0,1,0,0,0,0,0,7,1,0,2,0,0,0,1,1,0,32,6,0,0,0,0,0,44,86,0,0
0,0,0,0,0,0,0,0,1,0,13,0,0,2,0,0,0,1,0,0,12,7,0,0,0,0,1,65,60,1,0
0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,1,0,1,0,0,18,7,0,0,0,0,0,66,94,0,0
0,0,0,0,0,0,0,0,1,0,7,1,0,0,0,0,0,1,0,0,23,1,0,0,0,0,0,41,71,1,0
0,0,0,1,0,0,0,0,1,0,16,1,0,4,0,0,0,1,1,0,40,13,1,0,0,0,0,54,83,1,0
0,0,0,0,0,0,0,0,0,1,13,1,0,5,0,0,0,0,1,0,24,10,0,0,0,0,0,49,85,1,0
0,0,0,0,0,0,1,1,1,1,19,1,0,2,0,0,0,1,1,0,29,2,1,0,0,0,0,45,71,1,0
0,0,0,0,0,0,0,0,0,0,11,0,0,7,0,0,0,0,0,0,35,14,0,0,0,0,1,50,77,1,0
0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,1,0,1,0,0,24,1,0,0,0,0,0,72,53,1,0
0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,26,3,0,0,0,0,0,42,69,1,0
0,0,0,0,0,0,0,0,0,0,17,1,0,4,0,0,0,0,0,0,21,7,0,0,0,0,1,72,58,0,0
0,0,0,0,0,0,0,0,1,1,20,0,0,5,0,0,0,1,1,0,33,3,1,0,0,0,0,50,83,1,0
