perm_android_permission_READ_PHONE_STATE,perm_android_permission_GET_TASKS,n_permissions,perm_android_permission_ACCESS_WIFI_STATE,suspicious_Ljava_lang_Runtime___exec,perm_android_permission_SYSTEM_ALERT_WINDOW,n_services,n_activities,suspicious_Ljava_lang_System___load,perm_com_android_launcher_permission_INSTALL_SHORTCUT,suspicious_getSystemService,n_api_calls,n_used_permissions,n_urls,suspicious_getSubscriberId,intent_android_intent_action_PACKAGE_ADDED,perm_android_permission_ACCESS_NETWORK_STATE,perm_android_permission_READ_LOGS,perm_android_permission_WRITE_EXTERNAL_STORAGE,intent_android_intent_action_USER_PRESENT,intent_android_intent_action_PACKAGE_REMOVED,suspicious_getPackageInfo,intent_com_qihoo_commonreceiver_CLEARED,suspicious_getExternalStorageDirectory,suspicious_Base64,intent_com_qihoo_commonservice_SERVICE,intent_com_qihoo_commonreceiver_ARRIVED,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_android_accessibilityservice_AccessibilityService,n_receivers,label
0,0,7,0,0,0,0,2,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,4,0,0,0,0,6,0,0,1,7,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,0,0,0,2,1,0,1,4,3,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,0,4,0,0,0,0,2,1,0,1,4,3,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,0,6,0,0,0,0,2,1,0,1,2,2,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1,1,8,1,1,1,3,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,0,0,0,0,3,1,0,1,4,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,7,1,1,0,1,5,1,0,1,6,4,2,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
1,1,8,1,1,1,3,7,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
0,0,3,1,0,0,2,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,4,0,1,0,1,3,1,0,1,3,1,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
0,0,9,1,0,0,0,3,0,0,1,3,3,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,4,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,7,0,1,1,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,2,0,0,0,0,8,1,0,1,3,3,5,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
0,0,5,1,0,1,0,2,1,0,1,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,0,0,1,7,0,0,1,5,4,3,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,3,0
0,0,4,0,0,0,0,2,1,0,1,2,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1,0,6,0,0,0,2,3,1,0,1,4,4,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,3,0,0,0,0,5,1,0,1,1,1,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,0,8,1,0,0,1,3,1,0,1,4,4,2,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0
0,0,3,0,0,0,0,12,0,0,1,3,2,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1,1,8,1,0,0,2,10,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
0,0,3,0,0,0,0,3,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,4,0,0,0,0,7,1,0,1,6,5,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,1,7,1,1,0,2,4,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0
0,0,8,1,0,0,0,2,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,0,2,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,9,1,1,1,2,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,6,0,1,0,0,2,0,0,1,3,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,4,0,0,0,0,7,1,0,1,6,5,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,9,0,0,0,1,6,0,0,1,3,2,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,1,8,1,1,1,2,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,0,0,1,8,0,0,1,5,3,6,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
0,0,5,0,1,1,2,10,0,0,1,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
1,0,7,1,1,1,1,5,1,0,1,6,4,2,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0
0,0,2,0,0,0,0,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,4,0,0,0,0,2,1,0,1,3,2,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,0,4,0,0,0,0,2,1,0,1,2,2,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1
1,0,4,1,1,0,1,3,1,0,1,3,3,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0
1,1,9,1,1,1,2,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0
0,0,2,0,0,0,0,3,1,0,1,2,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
0,0,2,0,0,0,0,3,1,0,1,2,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,0,6,0,0,0,1,2,1,0,1,2,2,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0,4,0,0,0,0,2,1,0,1,2,2,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,0,9,0,0,0,0,5,0,0,1,5,4,3,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,5,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,3,0,0,0,1,5,1,0,1,3,3,6,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
0,0,2,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,0,9,0,0,0,1,7,1,1,1,5,4,4,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
0,0,2,0,0,0,0,3,0,0,1,3,3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,0,3,0,0,0,0,3,1,0,1,2,2,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,4,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,6,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,0,0,0,2,1,0,1,2,2,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,0,5,0,0,0,0,2,0,0,1,1,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,4,0,0,0,0,2,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
0,0,4,0,0,0,2,8,0,0,1,3,3,7,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1
0,0,2,0,0,0,2,4,0,0,1,1,1,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,6,1,0,0,0,2,1,0,1,4,3,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,0,2,0,0,0,1,3,0,0,1,2,2,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,8,1,0,0,3,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,8,1,1,0,2,10,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,1,8,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,8,1,1,1,3,5,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,0,0,0,0,3,0,0,1,2,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
0,0,3,0,0,0,0,3,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,8,0,1,1,1,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,6,1,1,0,0,4,1,0,1,6,4,3,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1
0,0,2,0,0,0,0,6,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,6,0,0,1,1,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,4,1,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,1,3,0,0,1,2,2,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0,3,0,0,0,0,3,0,0,1,5,3,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0,0,2,0,0,0,0,3,1,0,1,3,2,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
1,0,10,1,1,1,1,8,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,1,0,0,2,0,0,1,2,2,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,2,0,0,0,1,4,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0
1,0,4,0,0,0,0,12,0,0,1,4,3,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,4,0,1,0,1,5,0,0,1,7,2,2,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0
1,1,10,1,0,0,1,9,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,1,0,0,0,2,0,0,1,4,3,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,2,0,0,1,1,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
0,0,3,0,0,0,0,7,0,0,1,3,3,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,3,0,0,1,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,2,0,0,0,0,10,0,0,1,5,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,1,9,1,1,1,2,5,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
0,0,6,0,0,0,2,3,0,1,1,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,3,0,0,1,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,4,0,1,1,2,10,0,0,1,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
0,0,3,0,0,0,1,3,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,3,0,0,0,0,2,0,0,1,3,2,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,1,3,0,0,1,1,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,1,4,0,1,1,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0,0,6,0,0,0,0,2,0,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,0,0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0,2,0,0,0,0,3,0,0,1,2,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,10,1,1,0,1,8,1,0,1,5,3,3,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0
0,0,5,0,1,0,0,2,1,0,1,4,3,3,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
0,0,3,0,0,0,0,2,1,0,1,2,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,0,2,0,0,0,0,5,1,0,1,5,4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,4,1,0,0,0,2,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,7,0,0,0,0,5,0,0,1,7,4,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
0,0,6,1,0,0,1,2,1,1,1,4,3,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,1
0,0,1,0,0,0,0,6,0,0,1,4,4,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,5,0,0,0,0,3,1,0,1,6,2,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
0,0,2,0,0,0,0,9,0,0,1,3,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,0,0,1,2,1,0,1,3,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,0,2,0,0,0,0,3,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,0,0,0,2,0,0,1,4,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,6,1,0,0,0,1,0,0,1,2,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
0,0,5,1,0,0,0,1,0,0,1,2,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
0,0,4,0,0,0,0,7,1,0,1,6,5,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,3,0,0,0,0,3,0,0,1,2,2,6,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,0,3,1,0,0,0,2,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,5,0,0,0,2,7,1,0,1,3,3,7,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,0,2,0,0,0,0,3,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,3,1,0,1,3,2,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
0,0,3,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,9,1,1,1,1,4,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
0,0,4,0,0,0,0,2,1,0,1,4,3,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,0,4,0,0,0,0,11,0,0,1,6,4,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,0,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,0,0,2,3,0,0,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,2,0,0,1,1,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,1,9,1,0,1,2,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,10,1,0,0,0,9,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,10,1,0,1,1,4,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1
0,0,4,0,0,0,1,4,0,0,1,4,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,4,0,0,0,0,2,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,1,0,0,12,0,0,1,1,1,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,0,2,0,0,0,0,3,1,0,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,7,0,0,1,2,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,2,0,0,0,0,3,0,0,1,1,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,6,1,0,0,0,1,0,0,1,3,2,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0,0,8,1,0,0,1,5,0,0,1,6,5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0
0,0,5,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,3,1,0,1,4,3,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
0,0,6,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,1,8,1,1,0,2,3,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,1,4,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,4,1,0,0,0,1,0,0,1,2,2,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0,0,3,0,0,0,0,7,1,0,1,6,5,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,2,0,0,0,0,3,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,10,1,1,1,1,7,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,0,0,0,0,3,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,3,0,0,0,0,7,1,0,1,6,5,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,6,0,0,0,2,5,0,0,1,3,3,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,3,0
0,0,3,0,0,0,0,2,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,10,1,1,0,1,8,1,0,1,5,4,3,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
1,1,7,1,0,0,1,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,4,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,10,1,1,0,1,8,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0,0,1,4,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,6,1,0,0,0,2,1,0,1,5,4,3,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1
0,0,4,0,0,0,0,2,0,0,1,2,2,5,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
0,0,3,0,0,0,0,7,1,0,1,6,5,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,2,0,0,0,1,8,0,0,1,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,8,1,0,1,1,4,0,1,1,3,3,2,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,4,0
0,0,2,0,0,0,0,3,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,0,9,1,0,0,0,4,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0
0,0,3,0,0,0,0,2,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,0,3,0,0,0,0,7,1,0,1,6,5,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,4,1,0,0,0,1,0,0,1,2,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
0,0,2,0,0,0,0,3,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,0,3,0,0,0,0,7,1,0,1,6,5,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,4,0,0,0,1,2,1,0,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,1,0,0,0,3,1,0,1,6,4,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,0,6,1,0,0,0,1,0,0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,4,1,0,0,0,1,0,0,1,2,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,1,8,1,0,0,3,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
0,0,3,1,0,0,0,2,0,0,1,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,7,0,1,0,1,5,1,0,1,2,2,7,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0
1,1,8,1,0,1,1,3,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,1,0,0,0,2,1,0,1,4,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,3,0,0,0,0,10,0,0,1,5,4,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,5,0,0,0,0,1,0,0,1,3,3,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
0,0,2,0,0,0,0,3,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,4,1,0,1,6,4,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
0,0,3,0,0,0,1,2,1,0,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1,0,6,0,0,0,0,1,0,0,1,2,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1,0,3,0,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,0,0,0,1,0,0,1,2,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0,0,1,0,1,0,0,9,1,0,1,4,3,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
0,0,5,0,0,0,0,1,0,0,1,3,2,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0,0,6,1,1,0,0,1,0,0,1,2,2,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,3,0,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,2,1,0,1,2,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,9,0,0,0,1,6,0,0,1,4,3,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0
0,0,5,0,0,0,0,1,0,0,1,2,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0,0,2,0,0,0,0,3,1,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,5,0,0,0,0,1,0,0,1,2,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,10,1,0,1,0,4,1,0,1,4,2,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0
0,0,5,0,0,0,0,1,0,0,1,3,3,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
0,0,8,0,0,1,5,5,1,0,1,1,1,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0
0,0,5,0,0,0,0,1,0,0,1,3,2,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0,0,3,0,0,0,0,4,1,0,1,6,4,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,0,3,0,0,0,0,4,1,0,1,6,4,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,0,0,0,1,3,0,0,1,6,4,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0,0,1,0,0,0,0,3,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,7,1,0,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,5,1,0,1,6,5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,5,0,0,0,0,1,0,0,1,3,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0,2,0,0,0,0,3,0,0,1,4,2,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,1,10,1,1,1,2,6,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,5,0,0,0,0,1,0,0,1,2,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0,0,5,0,0,0,0,1,1,0,1,2,2,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,0,9,1,0,0,0,2,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
