intent_ACTION_TAPCORE_MESSAGE,perm_android_permission_ACCESS_SUPERUSER,perm_com_android_launcher_permission_WRITE_SETTINGS,intent_ACTION_TAPCORE_SYNC,intent_com_inmobi_share_id,intent_com_yandex_metrica_IMetricaService,perm_com_google_android_gms_permission_ACTIVITY_RECOGNITION,perm_com_android_launcher_permission_READ_SETTINGS,perm_android_permission_SYSTEM_ALERT_WINDOW,n_services,intent_android_intent_action_PACKAGE_ADDED,intent_android_intent_action_CHINAMOBILE_OMS_GAME,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_android_permission_WRITE_SETTINGS,perm_android_permission_READ_PHONE_STATE,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_ACCESS_WIFI_STATE,suspicious_setWifiEnabled,perm_android_permission_GET_TASKS,n_api_calls,n_activities,n_permissions,perm_android_permission_BROADCAST_STICKY,n_urls,suspicious_Ljava_lang_Runtime___exec,suspicious_getCellLocation,perm_android_permission_ACCESS_COARSE_LOCATION,intent_android_intent_action_PACKAGE_REMOVED,perm_android_permission_SEND_SMS,suspicious_Ldalvik_system_DexClassLoader_,label
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,49,10,0,8,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,49,10,0,8,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,49,10,0,8,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,49,2,0,20,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,7,0,0,1,0,1,0,0,0,0,14,64,20,1,22,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,1,0,0,21,51,17,0,16,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,66,3,0,31,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,1,0,1,24,62,16,0,28,1,1,0,0,0,1,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,8,58,16,0,15,1,0,1,0,0,0,0
0,1,1,0,0,0,0,1,1,12,1,1,0,1,1,1,1,0,0,28,78,17,0,10,1,0,1,1,1,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,57,12,0,26,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,49,3,0,21,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8,55,9,0,5,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11,54,12,0,18,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,9,60,12,0,26,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,10,0,0,1,0,1,1,1,0,0,14,72,20,0,17,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,18,48,12,0,15,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,19,62,14,0,30,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,19,87,5,0,12,0,0,0,0,0,0,0
1,0,0,1,1,1,1,0,1,6,0,0,1,0,1,0,1,0,1,39,66,11,0,5,1,1,1,0,0,1,0
0,1,1,0,0,0,0,1,1,10,0,0,0,1,1,1,1,1,0,14,77,15,0,23,1,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,48,2,0,20,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,23,86,9,0,21,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,13,56,13,0,25,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,56,2,0,29,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,24,76,4,0,31,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,14,57,19,0,20,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,74,2,0,21,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,49,2,0,16,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,1,0,0,10,79,14,0,17,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7,0,0,1,0,1,0,1,0,1,14,60,19,0,6,1,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,52,7,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13,52,7,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,20,64,11,0,30,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,60,8,0,12,0,0,1,0,0,0,0
0,1,1,0,0,0,0,1,1,10,0,1,0,1,1,1,1,1,0,31,77,19,0,10,1,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,16,52,14,0,15,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,49,3,0,23,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,20,49,10,0,21,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,21,65,17,0,31,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,24,61,14,0,30,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,1,0,0,11,73,15,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,18,71,15,0,30,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,20,68,12,0,31,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,17,48,6,0,20,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,20,59,12,0,32,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,48,11,0,7,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,69,9,0,3,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,6,0,0,0,1,1,0,1,0,1,15,77,23,0,14,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,17,47,9,0,16,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,24,64,14,0,31,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,21,55,21,0,23,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,1,19,53,17,0,25,0,0,1,0,1,0,1
0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,1,32,83,11,0,22,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,28,81,18,0,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11,50,12,0,17,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,12,49,7,0,15,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,1,0,0,21,47,10,0,17,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,9,0,0,0,0,1,0,1,1,0,26,68,21,0,24,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,47,8,0,8,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,57,6,0,1,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,0,40,70,11,0,4,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,20,83,15,0,24,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,14,86,13,0,13,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,1,1,0,0,22,83,20,0,19,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,1,1,15,55,22,0,7,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,18,72,16,0,30,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,56,10,0,12,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,48,2,0,16,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,1,0,0,9,79,12,0,9,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,23,73,11,1,31,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,4,67,13,0,22,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,46,9,0,9,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,37,62,14,0,24,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,48,5,0,24,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,27,53,11,0,27,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,14,50,10,0,21,0,0,0,0,0,1,0
0,1,1,0,0,0,0,1,1,12,1,1,0,1,1,1,1,0,0,28,79,19,0,10,1,0,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,49,2,0,23,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,17,46,4,0,10,0,0,0,0,0,0,0
1,0,0,1,1,1,1,0,1,8,0,0,1,0,1,0,1,0,1,15,59,18,1,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,31,86,13,0,16,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,1,36,56,18,0,19,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,18,73,10,0,33,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,18,73,10,0,33,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,32,61,19,0,27,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,48,5,0,23,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,1,0,0,29,66,23,1,20,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,11,52,8,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,74,3,0,32,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,1,0,0,14,73,17,0,19,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,54,8,0,22,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,64,3,0,34,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,15,50,10,0,22,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,1,32,84,11,0,22,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,2,1,0,1,1,1,0,1,0,1,14,63,26,0,10,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,1,2,1,0,1,1,1,0,1,0,1,14,63,26,0,10,1,0,1,1,0,0,1
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,48,4,0,20,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,1,35,57,21,0,17,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,24,54,11,0,29,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,1,0,1,18,80,23,0,7,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,20,70,14,0,30,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,15,86,13,0,6,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,30,48,8,0,22,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,1,0,0,30,57,11,0,29,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,1,0,0,30,57,11,0,29,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,1,0,0,30,57,11,0,29,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,22,51,6,0,27,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,10,64,9,0,30,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,54,2,0,30,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,8,59,18,0,20,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,45,7,0,8,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,14,0,0,0,0,1,0,1,0,1,9,58,14,0,16,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,13,47,9,0,17,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,19,86,18,0,17,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,10,48,5,0,13,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,29,47,13,0,8,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,46,11,0,20,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,59,3,0,34,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,49,5,0,25,0,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,45,4,0,17,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,18,85,5,0,25,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,21,50,19,0,16,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,80,2,0,31,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,29,47,13,0,7,0,0,1,0,0,0,0
1,0,0,1,1,1,1,0,1,12,0,0,1,0,1,0,1,0,1,30,76,21,1,11,1,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,58,8,0,3,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4,73,14,0,3,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,22,90,7,0,14,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,47,2,0,10,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,47,2,0,16,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,30,76,17,0,26,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,1,0,0,4,62,12,0,3,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,22,51,8,0,27,0,0,0,0,0,0,0
0,1,1,0,0,0,0,1,1,11,0,0,0,1,1,1,1,1,0,26,81,21,0,10,1,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,44,4,0,10,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,1,22,50,16,0,23,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,88,2,0,21,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,19,46,7,0,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,26,71,5,0,35,0,0,0,0,0,1,0
1,0,0,1,1,1,1,0,1,11,0,0,1,0,1,0,1,1,1,30,70,19,1,0,1,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,21,54,11,0,10,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,11,52,12,0,22,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,1,0,0,14,49,16,0,17,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,8,80,9,0,25,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,1,0,0,20,72,26,0,17,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,1,1,1,0,25,70,17,0,28,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,18,47,17,0,14,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,20,78,6,0,33,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,45,2,0,9,0,0,0,0,0,0,0
0,1,1,0,0,0,0,1,1,12,1,1,0,1,1,1,1,0,0,33,78,19,0,17,1,0,1,1,1,1,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,18,71,15,0,33,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,15,51,18,0,24,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,53,4,0,16,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,4,0,0,1,1,1,1,1,0,1,19,57,27,0,13,1,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,0,30,54,11,0,29,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,46,2,0,23,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,1,0,32,75,17,0,28,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,62,7,0,4,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,1,5,75,16,0,18,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,21,44,12,0,17,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,21,74,10,0,33,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,86,8,1,24,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,8,0,0,0,0,1,0,0,0,1,20,69,20,0,30,0,0,1,0,0,0,0
0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,20,45,12,0,11,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,9,0,0,0,1,1,0,1,0,0,27,83,19,0,18,1,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,27,50,11,0,27,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,17,86,3,0,26,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,32,59,19,0,29,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,38,65,15,0,25,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,28,60,18,0,29,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,46,2,0,16,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,82,3,0,30,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,18,50,7,0,20,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,1,0,1,24,53,22,1,23,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,17,65,9,0,30,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,71,3,0,36,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,23,49,15,0,25,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,17,56,13,0,31,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,20,52,11,0,31,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15,48,9,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,64,9,0,27,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,46,3,0,23,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,1,26,49,21,0,13,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,45,2,0,22,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,38,51,3,0,21,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,49,5,0,12,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,48,8,0,18,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,9,0,0,0,0,1,0,1,0,0,27,65,24,0,25,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,13,49,10,0,19,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,50,2,0,29,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,54,8,0,22,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,9,0,0,1,0,1,0,1,0,1,17,74,24,1,1,0,0,1,0,0,0,0
0,1,1,0,0,0,0,1,1,12,1,1,0,1,1,1,1,0,0,35,78,17,0,20,1,0,1,1,1,1,0
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,22,47,15,0,22,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,17,44,10,0,6,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,21,45,13,0,20,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,45,3,0,23,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,8,87,10,0,11,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,27,88,16,0,6,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,20,49,5,0,28,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,56,5,0,35,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,76,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,84,3,0,30,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,18,47,17,0,21,0,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,53,10,0,19,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,72,7,0,37,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,1,1,0,22,45,18,0,13,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,30,56,15,0,29,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,49,5,0,27,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,1,4,1,0,1,1,1,0,1,0,1,6,62,20,0,2,1,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20,43,5,0,6,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,54,4,0,34,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,45,3,0,24,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,1,1,0,0,22,87,20,0,20,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,15,48,12,0,23,0,0,0,0,0,1,0
